id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/9/value,qualifier/8/value,qualifier/17/id,qualifier/17/qualifierId,assist
2540537209,5,5,1,0,11,9ns699xp353c84r1g6epazycl,0,68.8,-1.7,2023-04-29T10:02:36.575Z,2023-04-29T11:01:12Z,4234015631,56,Right,4234015791,233,7,4234015633,347,,,,,,,,,,,,,,,,,e7e86fnm9fyy937yep9pocbft,Antônia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537235,7,5,1,0,11,9ouh98eyf6u69lbxc13mllm7f,1,31.2,101.7,2023-04-29T10:02:36.575Z,2023-04-29T10:02:43Z,4234015775,56,Back,4234015777,347,,4234015783,233,5,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537247,8,1,1,0,17,9ouh98eyf6u69lbxc13mllm7f,0,34,100,2023-04-29T10:02:42.703Z,2023-04-29T10:02:46Z,4234015823,212,44.0,4234015817,56,Left,4234015827,1,,4234015819,140,73.9,4234015815,107,,4234015821,141,82.0,4234015825,213,6.0,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537273,6,1,1,0,22,9ns699xp353c84r1g6epazycl,1,23,17.7,2023-04-29T10:02:47.451Z,2023-04-29T10:02:52Z,4234015937,212,12.9,4234015939,213,1.5,4234015931,56,Back,4234015929,3,,4234015933,140,24.2,4234015935,141,36.6,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537275,7,52,1,0,26,9ns699xp353c84r1g6epazycl,1,10.1,39.5,2023-04-29T10:02:51.915Z,2023-04-29T10:02:52Z,,,,,,,,,,,,,,,,,,,,,,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537283,8,1,1,0,27,9ns699xp353c84r1g6epazycl,1,8.7,45.2,2023-04-29T10:02:53.114Z,2023-04-29T10:02:54Z,4234015983,140,11.9,4234015979,123,,4234015985,141,24.6,4234015989,213,4.9,4234015987,212,14.4,4234015981,56,Back,,,,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537293,9,1,1,0,29,9ns699xp353c84r1g6epazycl,1,11.8,27.7,2023-04-29T10:02:54.458Z,2023-04-29T10:02:57Z,4234016033,213,1.6,4234016025,56,Back,4234016029,141,54.8,4234016027,140,12.1,4234016031,212,18.4,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537313,10,1,1,0,31,9ns699xp353c84r1g6epazycl,1,16.5,67.6,2023-04-29T10:02:57.067Z,2023-04-29T10:03:01Z,4234016133,213,0.5,4234016125,56,Back,4234016129,141,87.2,4234016131,212,28.5,4234016127,140,40.5,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537327,11,1,1,0,35,9ns699xp353c84r1g6epazycl,1,40.9,88.1,2023-04-29T10:03:01.163Z,2023-04-29T10:03:03Z,4234016191,56,Back,4234016199,213,3.9,4234016197,212,6.0,4234016195,141,82.0,4234016193,140,36.8,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537349,12,1,1,0,38,9ns699xp353c84r1g6epazycl,1,37.2,87.5,2023-04-29T10:03:03.658Z,2023-04-29T10:03:06Z,4234016263,212,11.8,4234016255,140,48.0,4234016253,56,Back,4234016267,213,0.3,4234016257,141,92.4,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537885,21,1,1,0,39,9ns699xp353c84r1g6epazycl,1,46.2,95.1,2023-04-29T10:03:05.282Z,2023-04-29T12:24:56Z,4234018605,141,92.4,4234018601,56,Back,4234018609,213,3.4,4234018603,140,39.5,4234018607,212,7.3,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537375,14,50,1,0,40,9ns699xp353c84r1g6epazycl,1,44,85,2023-04-29T10:03:06.191Z,2023-04-29T12:24:58Z,4234016367,286,,4234016365,56,Back,4234016397,233,9,,,,,,,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537359,9,7,1,0,40,9ouh98eyf6u69lbxc13mllm7f,1,56,15,2023-04-29T10:03:06.192Z,2023-04-29T10:08:43Z,4234016303,56,Right,4234016383,233,14,4234016305,285,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537371,13,43,1,0,41,9ns699xp353c84r1g6epazycl,1,0,0,2023-04-29T10:03:06.827Z,2023-04-29T10:03:30Z,4234016351,140,38.2,4234016357,213,3.7,4234016863,144,1,4234016349,56,Back,4234016355,212,9.3,4234016353,141,88.3,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537365,10,49,1,0,42,9ouh98eyf6u69lbxc13mllm7f,1,55.8,20.4,2023-04-29T10:03:07.712Z,2023-04-29T10:08:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3rob14yal0zrzxj2tdpp4sewa,Paola Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537405,11,1,1,0,43,9ouh98eyf6u69lbxc13mllm7f,1,57.9,21.8,2023-04-29T10:03:08.752Z,2023-04-29T10:08:35Z,4234016497,213,0.8,4234016493,141,54.0,4234016495,212,32.0,4234016491,140,80.1,4234016487,155,,4234016489,56,Center,,,,,,,3rob14yal0zrzxj2tdpp4sewa,Paola Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537411,12,2,1,0,48,9ouh98eyf6u69lbxc13mllm7f,1,72.4,51.3,2023-04-29T10:03:13.744Z,2023-04-29T10:08:44Z,4234016745,7,yay5mq8trvoxv9mwm4mqzn8q,4234016541,140,93.6,4234016539,56,Center,4234016543,141,64.7,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537469,15,55,1,0,48,9ns699xp353c84r1g6epazycl,1,11.4,37.3,2023-04-29T10:03:13.745Z,2023-04-29T10:34:14Z,,,,,,,,,,,,,,,,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537561,16,1,1,1,15,9ns699xp353c84r1g6epazycl,1,5.1,47.3,2023-04-29T10:03:41.003Z,2023-04-29T10:03:43Z,4234017129,5,,4234017131,241,,4234017139,212,14.4,4234017137,141,26.7,4234017135,140,8.3,4234017141,213,4.9,4234017133,56,Back,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537601,17,1,1,1,18,9ns699xp353c84r1g6epazycl,1,8.8,26.7,2023-04-29T10:03:43.434Z,2023-04-29T10:03:51Z,4234017399,189,,4234017295,56,Back,4234017301,212,23.4,4234017297,140,12.8,4234017303,213,1.4,4234017299,141,60.5,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537651,18,1,1,1,21,9ns699xp353c84r1g6epazycl,1,12.8,60.5,2023-04-29T10:03:46.650Z,2023-04-29T10:57:41Z,4234017525,141,67.0,4234017519,157,,4234017535,189,,4234017523,140,59.6,4234017521,56,Center,4234017531,1,,4234017527,212,49.3,4234017529,213,0.1,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537597,13,43,1,1,22,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-04-29T10:03:47.633Z,2023-04-29T10:57:51Z,4234111523,144,49,,,,,,,,,,,,,,,,,,,,,,c7phsuwshglgu1nud007agqnd,Thaís Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537609,14,4,1,1,24,9ouh98eyf6u69lbxc13mllm7f,1,36.2,32.4,2023-04-29T10:03:49.505Z,2023-04-29T10:57:16Z,4234110563,152,,4234075117,286,,4234110739,10,,4234075113,233,19,4234017341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537693,19,4,1,1,24,9ns699xp353c84r1g6epazycl,0,63.8,67.6,2023-04-29T10:03:49.506Z,2023-04-29T10:56:51Z,4234021891,10,,4234075139,233,14,4234017713,285,,4234017709,152,,4234017707,56,Center,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537733,15,1,1,1,41,9ouh98eyf6u69lbxc13mllm7f,1,39.2,35.1,2023-04-29T10:04:06.673Z,2023-04-29T10:04:08Z,4234017887,152,,4234017891,140,48.1,4234017895,212,15.3,4234017889,56,Back,4234017897,213,0.9,4234017885,5,,4234017893,141,53.0,,,,c7phsuwshglgu1nud007agqnd,Thaís Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537759,16,1,1,1,42,9ouh98eyf6u69lbxc13mllm7f,1,48.1,52.8,2023-04-29T10:04:08.161Z,2023-04-29T10:04:10Z,4234017989,141,82.1,4234017987,140,36.7,4234017991,212,23.2,4234017993,213,2.1,4234017985,56,Back,,,,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537775,17,1,1,1,45,9ouh98eyf6u69lbxc13mllm7f,1,37.4,84.8,2023-04-29T10:04:10.850Z,2023-04-29T10:04:13Z,4234018091,140,85.2,4234018087,155,,4234018089,56,Left,4234018097,213,0.0,4234018099,1,,4234018095,212,50.2,4234018093,141,85.4,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537787,18,1,1,1,47,9ouh98eyf6u69lbxc13mllm7f,1,85.1,85.4,2023-04-29T10:04:13.153Z,2023-04-29T10:04:15Z,4234018175,213,5.3,4234018171,141,74.5,4234018167,56,Center,4234018173,212,9.1,4234018169,140,90.1,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537805,19,1,1,1,49,9ouh98eyf6u69lbxc13mllm7f,1,90.1,74.5,2023-04-29T10:04:14.897Z,2023-04-29T10:33:46Z,4234018273,140,87.9,4234018275,141,60.8,4234018279,213,4.5,4234018277,212,9.6,4234019089,210,15,4234019091,154,,4234018271,56,Center,,,,yay5mq8trvoxv9mwm4mqzn8q,G. Monday,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537809,20,15,1,1,50,9ouh98eyf6u69lbxc13mllm7f,1,80.4,55.5,2023-04-29T10:04:15.383Z,2023-04-29T10:33:46Z,4234019373,103,19,4234019381,230,97.3,4234019375,328,,4234019361,80,,4234019253,18,,4234019367,55,19,4234019251,72,,4234019363,29,,buqygjztmnvmul49w3grzuo5x,J. Blom,,4234018289,22,4234019257,82,4234019383,231,51.3,4234019365,154,4234019511,233,23,4234018293,56,Center,4234019371,102,47.3,4234019379,147,52.7,4234019377,146,87.1,,,,,,
2540538027,23,10,1,1,50,9ns699xp353c84r1g6epazycl,1,7.8,47.5,2023-04-29T10:04:15.483Z,2023-04-29T12:25:00Z,4234019207,94,,4234019515,233,20,4234019209,56,Back,,,,,,,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537867,20,12,1,1,52,9ns699xp353c84r1g6epazycl,1,11.6,50.9,2023-04-29T10:04:17.579Z,2023-04-29T10:04:28Z,4234018519,141,33.1,4234018523,213,4.6,4234018517,140,10.6,4234018521,212,12.1,4234018515,56,Back,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540537833,21,13,1,1,55,9ouh98eyf6u69lbxc13mllm7f,1,88.8,50.7,2023-04-29T10:04:20.913Z,2023-04-29T10:04:49Z,4234018393,17,,4234019127,102,46.9,4234018797,20,,4234019131,108,,4234019129,103,83.3,4234019137,231,49.1,4234019115,29,,4234019135,230,99.3,buqygjztmnvmul49w3grzuo5x,J. Blom,,4234019119,154,4234019113,74,4234018395,56,Center,4234019123,55,4234018389,22,,4234019133,328,,,,,,,,,,,19,,,,,
2540537839,22,5,1,1,57,9ouh98eyf6u69lbxc13mllm7f,0,100.9,57,2023-04-29T10:04:22.387Z,2023-04-29T10:57:57Z,4234018417,346,,4234018415,56,Center,4234111727,233,22,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538009,22,5,1,1,57,9ns699xp353c84r1g6epazycl,1,-0.9,43,2023-04-29T10:04:22.387Z,2023-04-29T11:01:12Z,4234019103,346,,4234111713,233,22,4234019101,56,Back,,,,,,,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538191,24,1,1,2,47,9ns699xp353c84r1g6epazycl,1,4.4,51.6,2023-04-29T10:05:12.619Z,2023-04-29T10:05:15Z,4234019927,213,1.0,4234019931,237,,4234019921,140,17.0,4234019923,141,82.1,4234019917,124,,4234019919,56,Back,4234019925,212,24.6,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538225,25,1,1,2,50,9ns699xp353c84r1g6epazycl,1,22.5,84.7,2023-04-29T10:05:15.353Z,2023-04-29T10:05:20Z,4234020071,212,19.5,4234020065,56,Back,4234020073,213,0.3,4234020069,141,93.3,4234020067,140,40.2,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538253,26,1,1,2,55,9ns699xp353c84r1g6epazycl,1,46.1,93.9,2023-04-29T10:05:20.809Z,2023-04-29T12:25:02Z,4234020181,141,84.5,4234020185,213,3.5,4234020179,140,32.0,4234020183,212,16.1,4234020177,56,Back,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538263,27,1,1,3,1,9ns699xp353c84r1g6epazycl,1,29.4,82.4,2023-04-29T10:05:26.346Z,2023-04-29T10:05:27Z,4234020223,140,23.3,4234020229,213,4.3,4234020227,212,15.0,4234020221,56,Back,4234020225,141,62.4,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538281,28,1,1,3,2,9ns699xp353c84r1g6epazycl,1,22.8,57.6,2023-04-29T10:05:27.833Z,2023-04-29T10:05:30Z,4234020311,213,1.2,4234020305,140,26.7,4234020309,212,11.9,4234020303,56,Back,4234020307,141,74.1,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538299,29,1,1,3,5,9ns699xp353c84r1g6epazycl,0,29.3,71.4,2023-04-29T10:05:30.506Z,2023-04-29T10:05:33Z,4234020397,1,,4234020385,155,,4234020393,212,57.0,4234020387,56,Center,4234020391,141,39.2,4234020395,213,5.9,4234020389,140,79.4,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538323,23,1,1,3,8,9ouh98eyf6u69lbxc13mllm7f,1,26.9,54.9,2023-04-29T10:05:34.116Z,2023-04-29T10:05:37Z,4234020501,140,38.3,4234020507,213,0.7,4234020509,1,,4234020505,212,15.5,4234020497,157,,4234020503,141,69.3,4234020499,56,Back,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538339,25,49,1,3,10,9ouh98eyf6u69lbxc13mllm7f,1,47.1,72.3,2023-04-29T10:05:35.469Z,2023-04-29T10:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,yay5mq8trvoxv9mwm4mqzn8q,G. Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538331,24,1,1,3,11,9ouh98eyf6u69lbxc13mllm7f,0,38.3,69.3,2023-04-29T10:05:36.948Z,2023-04-29T10:05:37Z,4234020565,56,Back,4234020573,213,0.3,4234020563,168,,4234020571,212,10.9,4234020561,3,,4234020567,140,48.2,4234020569,141,74.1,,,,yay5mq8trvoxv9mwm4mqzn8q,G. Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538361,30,49,1,3,14,9ns699xp353c84r1g6epazycl,1,51.9,22.8,2023-04-29T10:05:39.946Z,2023-04-29T10:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,e7e86fnm9fyy937yep9pocbft,Antônia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538377,31,1,1,3,14,9ns699xp353c84r1g6epazycl,1,52.8,25.5,2023-04-29T10:05:40.234Z,2023-04-29T10:05:42Z,4234020767,212,12.6,4234020769,213,2.4,4234020761,56,Back,4234020763,140,44.0,4234020765,141,38.2,,,,,,,,,,e7e86fnm9fyy937yep9pocbft,Antônia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538393,32,1,1,3,16,9ns699xp353c84r1g6epazycl,1,49.3,33,2023-04-29T10:05:41.946Z,2023-04-29T10:05:43Z,4234020851,56,Back,4234020859,213,2.0,4234020857,212,29.2,4234020855,141,72.1,4234020853,140,37.7,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538417,33,1,1,3,18,9ns699xp353c84r1g6epazycl,1,37.7,72.3,2023-04-29T10:05:43.530Z,2023-04-29T10:05:48Z,4234020953,140,62.2,4234020955,141,92.6,4234020959,213,0.5,4234020957,212,29.2,4234020951,56,Left,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540538425,34,1,1,3,22,9ns699xp353c84r1g6epazycl,1,58.7,93.3,2023-04-29T10:05:47.978Z,2023-04-29T10:05:50Z,4234020989,141,86.5,4234020987,140,30.5,4234020991,212,30.0,4234020993,213,3.3,4234020985,56,Back,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
