id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value
2506274985,7,1,1,0,11,4vvf3sulx3a61fiyaarjdndjs,1,25.2,70.3,2023-02-11T15:00:47.900Z,2023-02-11T15:00:52Z,4024619809,140,22.3,4024619807,56,Back,4024619811,141,28.6,4024619815,213,4.6,4024619813,212,28.5,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275041,8,1,1,0,15,4vvf3sulx3a61fiyaarjdndjs,1,22.6,25.9,2023-02-11T15:00:51.980Z,2023-02-11T15:00:55Z,4024620009,140,26.9,4024620005,56,Back,4024620013,212,16.1,4024620043,213,5.0,4024620011,141,3.1,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275065,9,1,1,0,19,4vvf3sulx3a61fiyaarjdndjs,1,27.8,4.6,2023-02-11T15:00:55.612Z,2023-02-11T15:00:57Z,4024620119,213,1.9,4024620113,140,22.3,4024620115,141,27.4,4024620111,56,Back,4024620117,212,16.5,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275107,10,1,1,0,20,4vvf3sulx3a61fiyaarjdndjs,1,22.6,27.3,2023-02-11T15:00:56.892Z,2023-02-11T15:00:59Z,4024620315,212,21.5,4024620313,141,58.8,4024620311,140,23.8,4024620317,213,1.5,4024620309,56,Back,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275167,11,1,1,0,23,4vvf3sulx3a61fiyaarjdndjs,1,25.5,53.6,2023-02-11T15:00:59.564Z,2023-02-11T15:01:03Z,4024620585,141,39.1,4024620583,140,27.5,4024620589,213,4.9,4024620587,212,10.1,4024620581,56,Back,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275193,12,1,1,0,27,4vvf3sulx3a61fiyaarjdndjs,1,28.3,42.5,2023-02-11T15:01:03.708Z,2023-02-11T15:01:06Z,4024620721,56,Back,4024620727,212,18.8,4024620729,213,1.6,4024620725,141,70.2,4024620723,140,27.7,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275227,13,1,1,0,29,4vvf3sulx3a61fiyaarjdndjs,1,31.5,68.8,2023-02-11T15:01:06.348Z,2023-02-11T15:01:08Z,4024620891,213,1.1,4024620889,212,19.9,4024620883,56,Back,4024620885,140,39.5,4024620887,141,95.4,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275299,14,1,1,0,32,4vvf3sulx3a61fiyaarjdndjs,1,38.6,93,2023-02-11T15:01:08.555Z,2023-02-11T15:01:12Z,4024621159,212,16.1,4024621157,141,74.7,4024621161,213,4.0,4024621155,140,28.9,4024621153,56,Back,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275335,15,1,1,0,35,4vvf3sulx3a61fiyaarjdndjs,1,30.6,75.1,2023-02-11T15:01:12.363Z,2023-02-11T15:01:14Z,4024621327,213,4.5,4024621321,140,27.1,4024621325,212,14.2,4024621323,141,54.9,4024621319,56,Back,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275379,16,1,1,0,37,4vvf3sulx3a61fiyaarjdndjs,1,27.3,53.3,2023-02-11T15:01:14.492Z,2023-02-11T15:01:17Z,4024621545,141,33.4,4024621543,140,29.7,4024621541,56,Back,4024621549,213,4.9,4024621547,212,13.8,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275409,17,1,1,0,40,4vvf3sulx3a61fiyaarjdndjs,1,25.3,31.9,2023-02-11T15:01:17.468Z,2023-02-11T15:01:19Z,4024621673,140,27.1,4024621675,141,4.3,4024621671,56,Back,4024621679,213,4.8,4024621677,212,18.9,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275421,18,1,1,0,43,4vvf3sulx3a61fiyaarjdndjs,0,29.8,4.6,2023-02-11T15:01:19.579Z,2023-02-11T15:49:10Z,4025182611,233,5,4024621733,212,3.3,4024621735,213,6.1,4025182615,286,,4024621731,141,3.7,4024621727,56,Back,4025182609,236,,4024621729,140,32.9,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275495,5,74,1,0,43,1qoqz1tyay060cj5aha7rt1lp,1,57.5,97.2,2023-02-11T15:01:19.580Z,2023-02-11T15:49:17Z,4024622067,285,,4025182643,233,18,4024622065,56,Left,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275541,6,5,1,0,44,1qoqz1tyay060cj5aha7rt1lp,0,60.8,101.5,2023-02-11T15:01:20.732Z,2023-02-11T15:54:11Z,4024622271,347,,4024622269,56,Left,4025213021,233,19,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276177,19,5,1,0,44,4vvf3sulx3a61fiyaarjdndjs,1,39.2,-1.5,2023-02-11T15:01:20.732Z,2023-02-11T15:54:32Z,4024625111,347,,4025213007,233,6,4024625109,56,Back,,,,,,,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276239,20,1,1,1,13,4vvf3sulx3a61fiyaarjdndjs,0,50.2,0,2023-02-11T15:01:50.046Z,2023-02-11T15:01:53Z,4024625355,141,17.0,4024625353,140,67.0,4024625361,1,,4024625351,56,Right,4024625349,107,,4024625359,213,0.6,4024625357,212,21.5,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276465,7,8,1,1,14,1qoqz1tyay060cj5aha7rt1lp,1,30.5,95.8,2023-02-11T15:01:51.199Z,2023-02-11T15:57:18Z,4024626325,56,Back,,,,,,,,,,,,,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276337,21,43,1,1,16,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-02-11T15:01:53.509Z,2023-02-11T15:54:40Z,4024625773,56,Right,4025200223,233,378,4024625775,286,0,4025214853,144,50,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506387135,378,12,1,1,17,1qoqz1tyay060cj5aha7rt1lp,1,29.8,97.5,2023-02-11T15:01:53.510Z,2023-02-11T15:56:44Z,4025222507,212,2.9,4025222501,167,,4025222509,213,1.2,4025222503,140,30.9,4025222505,141,100.0,4025200193,56,Back,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276413,22,5,1,1,21,4vvf3sulx3a61fiyaarjdndjs,1,69.8,-0.8,2023-02-11T15:01:57.510Z,2023-02-11T15:54:33Z,4024626107,56,Right,4024626109,347,,4025213757,233,380,,,,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506389853,380,5,1,1,21,1qoqz1tyay060cj5aha7rt1lp,0,30.2,100.8,2023-02-11T15:01:57.510Z,2023-02-11T15:54:26Z,4025213479,347,,4025213477,56,Back,4025213761,233,22,,,,,,,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276565,23,1,1,1,25,4vvf3sulx3a61fiyaarjdndjs,1,73,0,2023-02-11T15:02:01.756Z,2023-02-11T15:02:04Z,4024626789,56,Right,4024626787,107,,4024626797,213,1.6,4024626793,141,15.3,4024626795,212,10.9,4024626791,140,73.1,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276571,24,50,1,1,27,4vvf3sulx3a61fiyaarjdndjs,1,73.2,5.6,2023-02-11T15:02:04.060Z,2023-02-11T15:49:08Z,4025182251,233,8,4024626829,286,,4024626827,56,Right,,,,,,,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276695,8,7,1,1,27,1qoqz1tyay060cj5aha7rt1lp,1,26.8,94.4,2023-02-11T15:02:04.061Z,2023-02-11T15:49:08Z,4024627417,285,,4025182243,233,24,4024627413,56,Back,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276703,9,50,1,1,29,1qoqz1tyay060cj5aha7rt1lp,1,26.7,97.2,2023-02-11T15:02:06.506Z,2023-02-11T15:49:10Z,4024627445,285,,4024627443,56,Back,4025182569,233,25,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276671,25,7,1,1,29,4vvf3sulx3a61fiyaarjdndjs,1,73.3,2.8,2023-02-11T15:02:06.507Z,2023-02-11T15:49:10Z,4024627329,56,Right,4025182549,233,9,4024627331,286,,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276685,26,49,1,1,31,4vvf3sulx3a61fiyaarjdndjs,1,75.2,3.2,2023-02-11T15:02:07.547Z,2023-02-11T15:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276707,27,50,1,1,31,4vvf3sulx3a61fiyaarjdndjs,1,73.3,5.5,2023-02-11T15:02:08.509Z,2023-02-11T15:55:46Z,4024627481,56,Right,4025219241,233,379,4025219201,286,,,,,,,,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506387653,379,7,1,1,32,1qoqz1tyay060cj5aha7rt1lp,1,26.7,94.5,2023-02-11T15:02:08.510Z,2023-02-11T15:51:52Z,4025203005,233,27,4025202941,56,Back,4025202943,285,,,,,,,,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276873,10,1,1,1,38,1qoqz1tyay060cj5aha7rt1lp,1,24.5,94.7,2023-02-11T15:02:15.474Z,2023-02-11T15:49:05Z,4024628351,141,91.2,4024628349,140,35.1,4024628347,56,Back,4024628355,213,6.1,4024628353,212,11.4,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276877,11,49,1,1,40,1qoqz1tyay060cj5aha7rt1lp,1,35.1,91.2,2023-02-11T15:02:16.678Z,2023-02-11T15:49:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277171,12,1,1,1,42,1qoqz1tyay060cj5aha7rt1lp,1,35.8,82.3,2023-02-11T15:02:18.965Z,2023-02-11T15:49:05Z,4024629691,155,,4024629693,196,,4024629695,56,Back,4024629703,213,4.7,4024629705,1,,4024629697,140,35.6,4024629701,212,46.4,4024629699,141,14.0,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277225,13,1,1,1,50,1qoqz1tyay060cj5aha7rt1lp,1,34.3,12.6,2023-02-11T15:02:27.274Z,2023-02-11T15:49:05Z,4024629963,1,,4024629951,56,Back,4024629955,141,50.9,4024629953,140,14.7,4024629957,212,33.2,4024629959,213,2.2,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277313,14,1,1,1,53,1qoqz1tyay060cj5aha7rt1lp,1,15.2,50.1,2023-02-11T15:02:29.677Z,2023-02-11T15:49:05Z,4024630345,212,16.5,4024630343,141,63.3,4024630341,140,28.4,4024630347,213,0.6,4024630339,56,Back,,,,,,,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277429,15,1,1,1,55,1qoqz1tyay060cj5aha7rt1lp,1,28.4,63.3,2023-02-11T15:02:32.499Z,2023-02-11T15:49:04Z,4024630839,141,5.0,4024630841,212,41.0,4024630837,140,38.4,4024630843,213,5.0,4024630845,1,,4024630835,56,Back,,,,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277555,16,1,1,2,1,1qoqz1tyay060cj5aha7rt1lp,0,53.3,1.1,2023-02-11T15:02:37.902Z,2023-02-11T15:49:04Z,4024631357,56,Right,4024631363,212,13.1,4024631361,141,0.0,4024631367,213,6.1,4024631359,140,65.7,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277569,17,5,1,2,5,1qoqz1tyay060cj5aha7rt1lp,1,60.7,-1.6,2023-02-11T15:02:41.796Z,2023-02-11T15:53:37Z,4025210927,233,28,4024631415,56,Right,4024631417,347,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279129,28,5,1,2,5,4vvf3sulx3a61fiyaarjdndjs,0,39.3,101.6,2023-02-11T15:02:41.796Z,2023-02-11T15:56:47Z,4024638805,347,,4025210935,233,17,4024638801,56,Back,,,,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277999,18,1,1,2,17,1qoqz1tyay060cj5aha7rt1lp,1,62.2,0,2023-02-11T15:02:54.345Z,2023-02-11T15:49:03Z,4024633305,141,13.4,4024633299,107,,4024633303,140,60.0,4024633301,56,Right,4024633309,212,10.3,4024633313,213,1.8,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278017,19,1,1,2,19,1qoqz1tyay060cj5aha7rt1lp,0,60,13.4,2023-02-11T15:02:55.681Z,2023-02-11T15:49:03Z,4024633397,56,Right,4024633399,140,62.2,4024633401,141,14.7,4024633403,212,2.5,4024633405,213,0.4,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278135,20,61,1,2,24,1qoqz1tyay060cj5aha7rt1lp,1,48,2.9,2023-02-11T15:03:00.760Z,2023-02-11T15:49:03Z,4024634055,56,Back,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278171,21,43,1,2,25,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-02-11T15:03:02.433Z,2023-02-11T15:53:32Z,4025210577,144,5,4024634233,56,Back,4024634235,347,0,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279139,29,4,1,2,28,4vvf3sulx3a61fiyaarjdndjs,1,81.2,89.9,2023-02-11T15:03:05.211Z,2023-02-11T15:49:18Z,4024638857,56,Left,4024638859,152,,4024638863,286,,4024638855,13,,4024638861,265,,4024834025,233,22,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278935,22,4,1,2,28,1qoqz1tyay060cj5aha7rt1lp,0,18.8,10.1,2023-02-11T15:03:05.212Z,2023-02-11T15:49:02Z,4024637907,265,,4024834081,233,29,4024637909,285,,4024637901,13,,4024637905,152,,4024637903,56,Back,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279189,30,43,1,2,51,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-02-11T15:03:27.702Z,2023-02-11T15:03:33Z,4024640085,144,61,4024639083,56,Left,,,,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279197,31,43,1,2,51,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-02-11T15:03:27.883Z,2023-02-11T15:03:32Z,4024639919,144,61,4024639119,56,Left,,,,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279215,32,43,1,2,51,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-02-11T15:03:28.044Z,2023-02-11T15:03:32Z,4024639847,144,61,4024639187,56,Left,,,,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279237,33,43,1,2,51,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-02-11T15:03:28.219Z,2023-02-11T15:03:31Z,4024639765,144,61,4024639277,56,Left,,,,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279245,34,43,1,2,51,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-02-11T15:03:28.380Z,2023-02-11T15:03:31Z,4024639647,144,61,4024639295,56,Left,,,,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280841,35,1,1,3,33,4vvf3sulx3a61fiyaarjdndjs,0,82.1,91.5,2023-02-11T15:04:09.980Z,2023-02-11T15:04:12Z,4024647179,141,59.4,4024647183,212,26.4,4024647157,2,,4024647159,5,,4024647187,213,5.3,4024647171,56,Center,4024647175,140,96.2,4024647165,152,,6msenows401fssj9jaih9g0a2,K. Araya,4024647161,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280955,23,41,1,3,39,1qoqz1tyay060cj5aha7rt1lp,1,5.3,43.6,2023-02-11T15:04:15.567Z,2023-02-11T15:49:02Z,4024647761,141,32.4,4024647759,140,28.7,4024647765,213,6.0,4024647763,212,25.7,,,,,,,,,,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
