id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist
2488710711,4,49,1,0,13,bxlqcsb8ylen7lng9qy50eoq5,1,8,47.2,2022-12-03T11:02:50.654Z,2022-12-03T11:02:50Z,,,,,,,,,,,,,,,,,,,,,,,,,91vjxbtjn9fmsatxvncmwxyhh,Esther Sullastres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710731,5,1,1,0,16,bxlqcsb8ylen7lng9qy50eoq5,1,8.2,46.4,2022-12-03T11:02:53.582Z,2022-12-03T11:02:56Z,3932062579,56,Back,3932062589,212,14.9,3932062581,140,16.4,3932062593,213,5.3,3932062585,141,28.6,,,,,,,,,,91vjxbtjn9fmsatxvncmwxyhh,Esther Sullastres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710739,6,1,1,0,19,bxlqcsb8ylen7lng9qy50eoq5,1,19.5,27.4,2022-12-03T11:02:56.367Z,2022-12-03T11:02:57Z,3932062643,212,17.5,3932062639,140,12.5,3932062637,56,Back,3932062641,141,50.7,3932062645,213,2.0,,,,,,,,,,aktfohaqh9czmqesi39tstlka,Teresa Merida,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710765,7,1,1,0,20,bxlqcsb8ylen7lng9qy50eoq5,1,12.3,51,2022-12-03T11:02:57.630Z,2022-12-03T11:03:02Z,3932062803,213,1.1,3932062801,212,18.6,3932062795,56,Back,3932062799,141,75.1,3932062797,140,20.7,,,,,,,,,,91vjxbtjn9fmsatxvncmwxyhh,Esther Sullastres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710791,8,1,1,0,25,bxlqcsb8ylen7lng9qy50eoq5,0,22,80,2022-12-03T11:03:02.303Z,2022-12-03T11:03:06Z,3932062911,213,0.1,3932062907,141,88.7,3932062913,1,,3932062909,212,44.8,3932062903,56,Left,3932062901,155,,3932062905,140,64.3,,,,7ffrfies3tie3rewc1cm0hz9x,M. Nicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710787,8,49,1,0,29,9ouh98eyf6u69lbxc13mllm7f,1,35.9,11,2022-12-03T11:03:06.058Z,2022-12-03T11:03:06Z,,,,,,,,,,,,,,,,,,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710797,9,1,1,0,29,9ouh98eyf6u69lbxc13mllm7f,0,35.9,11,2022-12-03T11:03:06.363Z,2022-12-03T11:03:07Z,3932062927,212,24.9,3932062929,213,5.9,3932062919,157,,3932062931,1,,3932062925,141,0.0,3932062921,56,Right,3932062923,140,58.1,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710821,9,5,1,0,29,bxlqcsb8ylen7lng9qy50eoq5,1,47.6,101.6,2022-12-03T11:03:06.956Z,2022-12-03T11:20:53Z,3932063077,56,Back,3932063079,347,,3932063085,233,10,,,,,,,,,,,,,,,,7ffrfies3tie3rewc1cm0hz9x,M. Nicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710799,10,5,1,0,29,9ouh98eyf6u69lbxc13mllm7f,0,52.4,-1.6,2022-12-03T11:03:06.956Z,2022-12-03T11:03:14Z,3932062933,56,Right,3932063103,233,9,3932062935,347,,,,,,,,,,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710875,10,1,1,0,44,bxlqcsb8ylen7lng9qy50eoq5,1,51.2,100,2022-12-03T11:03:21.055Z,2022-12-03T11:03:25Z,3932063355,56,Left,3932063353,107,,3932063363,213,5.6,3932063357,140,60.2,3932063359,141,91.4,3932063361,212,11.9,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710879,11,1,1,0,48,bxlqcsb8ylen7lng9qy50eoq5,0,60.2,91.4,2022-12-03T11:03:25.758Z,2022-12-03T11:03:26Z,3932063381,3,,3932063385,140,68.0,3932063383,56,Left,3932063391,213,0.7,3932063389,212,10.9,3932063387,141,100.0,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710935,11,5,1,0,49,9ouh98eyf6u69lbxc13mllm7f,1,30.3,-2,2022-12-03T11:03:26.342Z,2022-12-03T11:20:53Z,3932063703,233,12,3932063699,56,Back,3932063701,347,,,,,,,,,,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710883,12,5,1,0,49,bxlqcsb8ylen7lng9qy50eoq5,0,69.7,102,2022-12-03T11:03:26.342Z,2022-12-03T11:03:38Z,3932063405,56,Left,3932063407,347,,3932063707,233,11,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710965,12,1,1,1,0,9ouh98eyf6u69lbxc13mllm7f,1,31.9,0,2022-12-03T11:03:37.866Z,2022-12-03T11:03:44Z,3932063879,140,61.7,3932063877,56,Right,3932063887,1,,3932063875,107,,3932063883,212,31.5,3932063885,213,0.1,3932063881,141,3.2,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710969,13,61,1,1,7,9ouh98eyf6u69lbxc13mllm7f,0,61.7,3.2,2022-12-03T11:03:43.994Z,2022-12-03T11:03:47Z,3932063903,56,Right,,,,,,,,,,,,,,,,,,,,,,5ql8n3lw656v4i4wk74cselm1,Y. Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711013,13,5,1,1,7,bxlqcsb8ylen7lng9qy50eoq5,1,39.3,101.8,2022-12-03T11:03:44.794Z,2022-12-03T11:20:53Z,3932064123,56,Back,3932064125,347,,3932064127,233,14,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488710975,14,5,1,1,7,9ouh98eyf6u69lbxc13mllm7f,0,60.7,-1.8,2022-12-03T11:03:44.794Z,2022-12-03T11:03:50Z,3932064133,233,13,3932063921,347,,3932063919,56,Right,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711037,14,1,1,1,11,bxlqcsb8ylen7lng9qy50eoq5,1,40,100,2022-12-03T11:03:48.911Z,2022-12-03T11:03:52Z,3932064205,107,,3932064211,141,94.1,3932064215,213,3.5,3932064207,56,Back,3932064213,212,14.1,3932064209,140,27.6,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711047,15,1,1,1,15,bxlqcsb8ylen7lng9qy50eoq5,0,28.3,91.2,2022-12-03T11:03:52.494Z,2022-12-03T11:03:54Z,3932064253,212,31.9,3932064251,141,96.0,3932064255,213,0.1,3932064249,140,58.5,3932064247,56,Left,,,,,,,,,,7ffrfies3tie3rewc1cm0hz9x,M. Nicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711053,15,49,1,1,17,9ouh98eyf6u69lbxc13mllm7f,1,38.4,2.8,2022-12-03T11:03:54.810Z,2022-12-03T11:03:54Z,,,,,,,,,,,,,,,,,,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711065,16,1,1,1,18,9ouh98eyf6u69lbxc13mllm7f,1,38.4,2.8,2022-12-03T11:03:55.034Z,2022-12-03T11:03:56Z,3932064339,212,1.0,3932064337,141,2.5,3932064341,213,6.1,3932064333,56,Back,3932064343,1,,3932064331,157,,3932064335,140,39.3,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711067,17,61,1,1,19,9ouh98eyf6u69lbxc13mllm7f,1,39.3,2.5,2022-12-03T11:03:56.494Z,2022-12-03T11:03:56Z,3932064353,56,Back,,,,,,,,,,,,,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711079,16,1,1,1,20,bxlqcsb8ylen7lng9qy50eoq5,0,33.8,93.5,2022-12-03T11:03:57.823Z,2022-12-03T11:03:58Z,3932064407,213,6.0,3932064405,212,7.9,3932064401,140,41.1,3932064399,56,Back,3932064397,3,,3932064403,141,90.8,,,,,,,7ffrfies3tie3rewc1cm0hz9x,M. Nicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711085,18,1,1,1,20,9ouh98eyf6u69lbxc13mllm7f,0,37.6,6.2,2022-12-03T11:03:57.914Z,2022-12-03T11:03:59Z,3932064449,213,6.2,3932064447,212,30.0,3932064439,155,,3932064441,56,Right,3932064445,141,2.9,3932064443,140,66.1,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711091,17,49,1,1,22,bxlqcsb8ylen7lng9qy50eoq5,1,39.8,93.5,2022-12-03T11:03:59.886Z,2022-12-03T11:04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711109,18,1,1,1,23,bxlqcsb8ylen7lng9qy50eoq5,0,39.8,93.5,2022-12-03T11:04:00.255Z,2022-12-03T11:04:02Z,3932064587,212,36.7,3932064589,213,6.0,3932064579,157,,3932064581,56,Left,3932064585,141,79.1,3932064591,1,,3932064583,140,73.5,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711107,19,61,1,1,24,9ouh98eyf6u69lbxc13mllm7f,0,59.5,5.5,2022-12-03T11:04:01.917Z,2022-12-03T11:04:02Z,3932064577,56,Right,,,,,,,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711117,20,1,1,1,26,9ouh98eyf6u69lbxc13mllm7f,0,34.8,28.6,2022-12-03T11:04:03.819Z,2022-12-03T11:04:05Z,3932064633,140,46.6,3932064635,141,52.1,3932064631,56,Back,3932064639,213,0.9,3932064637,212,20.2,3932064629,3,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711121,19,1,1,1,28,bxlqcsb8ylen7lng9qy50eoq5,1,55.1,54.8,2022-12-03T11:04:05.263Z,2022-12-03T11:04:06Z,3932064671,140,57.1,3932064675,212,7.3,3932064673,141,44.5,3932064677,213,5.0,3932064667,3,,3932064669,56,Center,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711133,20,1,1,1,29,bxlqcsb8ylen7lng9qy50eoq5,1,56.7,42.2,2022-12-03T11:04:06.606Z,2022-12-03T11:04:08Z,3932064747,140,34.5,3932064749,141,30.1,3932064745,56,Back,3932064751,212,24.7,3932064753,213,3.5,,,,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711155,21,1,1,1,31,bxlqcsb8ylen7lng9qy50eoq5,1,34.4,29.4,2022-12-03T11:04:08.175Z,2022-12-03T11:04:11Z,3932064861,141,37.9,3932064865,213,1.8,3932064857,56,Back,3932064859,140,33.2,3932064863,212,5.9,,,,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711167,22,1,1,1,34,bxlqcsb8ylen7lng9qy50eoq5,1,33.2,37.9,2022-12-03T11:04:11.182Z,2022-12-03T11:04:13Z,3932064911,140,34.8,3932064915,212,22.7,3932064909,56,Back,3932064913,141,71.2,3932064917,213,1.5,,,,,,,,,,aktfohaqh9czmqesi39tstlka,Teresa Merida,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711195,23,1,1,1,36,bxlqcsb8ylen7lng9qy50eoq5,1,35.6,70,2022-12-03T11:04:13.807Z,2022-12-03T11:04:19Z,3932065077,140,69.5,3932065079,141,90.6,3932065085,1,,3932065081,212,38.3,3932065075,56,Left,3932065083,213,0.4,,,,,,,7ffrfies3tie3rewc1cm0hz9x,M. Nicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711199,24,50,1,1,42,bxlqcsb8ylen7lng9qy50eoq5,1,63,93.4,2022-12-03T11:04:19.071Z,2022-12-03T11:04:21Z,3932065163,233,21,3932065103,286,,3932065101,56,Left,,,,,,,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711201,21,7,1,1,42,9ouh98eyf6u69lbxc13mllm7f,0,37,6.6,2022-12-03T11:04:19.072Z,2022-12-03T11:04:21Z,3932065149,233,24,3932065105,56,Back,3932065107,285,,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711253,25,1,1,1,48,bxlqcsb8ylen7lng9qy50eoq5,0,94.4,93.9,2022-12-03T11:04:25.695Z,2022-12-03T11:04:30Z,3932065393,56,Center,3932065389,2,,3932065395,140,100.0,3932065399,212,18.9,3932065397,141,68.7,3932065401,213,5.1,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711251,22,5,1,1,51,9ouh98eyf6u69lbxc13mllm7f,1,-1.2,33.4,2022-12-03T11:04:27.961Z,2022-12-03T11:04:29Z,3932065387,346,,3932065423,233,26,3932065385,56,Back,,,,,,,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711257,26,5,1,1,51,bxlqcsb8ylen7lng9qy50eoq5,0,101.2,66.6,2022-12-03T11:04:27.961Z,2022-12-03T11:20:53Z,3932065405,56,Center,3932065407,346,,3932065441,233,22,,,,,,,,,,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711395,23,1,1,2,13,9ouh98eyf6u69lbxc13mllm7f,0,4.6,44.9,2022-12-03T11:04:50.953Z,2022-12-03T11:04:53Z,3932066145,212,40.4,3932066141,140,41.1,3932066155,74,,3932066151,1,,3932066135,124,,3932066143,141,26.1,3932066147,213,6.0,3932066139,56,Back,8jok7wopda70yus7gj5qwi1nt,Noelia Ramos,3932066137,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711425,27,1,1,2,16,bxlqcsb8ylen7lng9qy50eoq5,0,57.6,82.4,2022-12-03T11:04:53.790Z,2022-12-03T11:04:55Z,3932066329,3,,3932066339,213,0.9,3932066337,212,16.8,3932066331,56,Left,3932066335,141,100.0,3932066333,140,67.3,,,,,,,u29d1e3mswrdqx1aqfhuj8ph,J. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711493,24,5,1,2,18,9ouh98eyf6u69lbxc13mllm7f,1,33.8,-1.8,2022-12-03T11:04:55.561Z,2022-12-03T11:05:05Z,3932066739,233,28,3932066737,347,,3932066735,56,Back,,,,,,,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711429,28,5,1,2,18,bxlqcsb8ylen7lng9qy50eoq5,0,66.2,101.8,2022-12-03T11:04:55.561Z,2022-12-03T11:20:54Z,3932066347,347,,3932066345,56,Left,3932066767,233,24,,,,,,,,,,,,,,,,u29d1e3mswrdqx1aqfhuj8ph,J. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711519,25,1,1,2,28,9ouh98eyf6u69lbxc13mllm7f,1,35.4,0,2022-12-03T11:05:05.130Z,2022-12-03T11:05:10Z,3932066875,107,,3932066883,212,14.2,3932066881,141,14.1,3932066885,213,0.9,3932066877,56,Back,3932066879,140,44.3,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711549,26,1,1,2,32,9ouh98eyf6u69lbxc13mllm7f,1,38.9,10.9,2022-12-03T11:05:09.945Z,2022-12-03T11:05:14Z,3932067029,212,13.1,3932067025,141,8.2,3932067017,56,Back,3932067033,213,3.3,3932067023,140,26.5,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711555,27,1,1,2,36,9ouh98eyf6u69lbxc13mllm7f,1,26.7,6.1,2022-12-03T11:05:13.929Z,2022-12-03T11:05:16Z,3932067055,212,30.7,3932067051,140,2.2,3932067053,141,30.7,3932067057,213,2.6,3932067049,56,Back,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711583,28,1,1,2,39,9ouh98eyf6u69lbxc13mllm7f,1,2.2,30.7,2022-12-03T11:05:16.201Z,2022-12-03T11:05:23Z,3932067237,141,5.3,3932067239,212,62.0,3932067243,1,,3932067231,157,,3932067235,140,58.9,3932067233,56,Right,3932067241,213,6.0,,,,8jok7wopda70yus7gj5qwi1nt,Noelia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711587,29,4,1,2,45,9ouh98eyf6u69lbxc13mllm7f,1,57,5.4,2022-12-03T11:05:22.889Z,2022-12-03T11:54:57Z,3932067265,286,,3932067261,152,,3932067263,265,,3932067259,56,Right,3932067257,13,,3932067313,233,29,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711593,29,4,1,2,45,bxlqcsb8ylen7lng9qy50eoq5,0,43,94.6,2022-12-03T11:05:22.890Z,2022-12-03T11:05:25Z,3932067299,152,,3932067297,56,Back,3932067301,265,,3932067295,13,,3932067327,233,29,3932067303,285,,,,,,,,7ffrfies3tie3rewc1cm0hz9x,M. Nicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711907,30,1,1,3,37,9ouh98eyf6u69lbxc13mllm7f,0,57.1,5.5,2022-12-03T11:06:14.137Z,2022-12-03T11:06:30Z,3932069185,141,31.3,3932069181,56,Center,3932069175,5,,3932069183,140,76.9,3932069187,212,27.2,3932069189,213,0.7,3932069177,155,,3932069179,152,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711899,30,8,1,3,38,bxlqcsb8ylen7lng9qy50eoq5,1,19.8,71.2,2022-12-03T11:06:15.358Z,2022-12-03T11:06:15Z,3932069119,56,Back,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488711921,31,6,1,3,41,9ouh98eyf6u69lbxc13mllm7f,1,88.8,32.8,2022-12-03T11:06:18.233Z,2022-12-03T11:06:31Z,3932069297,75,,3932069295,56,Center,3932069323,233,31,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
