id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/14/value,qualifier/15/value
2488904145,7,1,1,0,15,vaikl8nl7hdr4y9jj4jyb9ey,1,40.6,72.3,2022-12-03T17:14:20.423Z,2022-12-03T17:14:22Z,3933090765,141,82.0,3933090761,56,Back,3933090769,213,2.7,3933090763,140,26.1,3933090767,212,16.6,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904147,8,1,1,0,16,vaikl8nl7hdr4y9jj4jyb9ey,1,26.1,82,2022-12-03T17:14:22.344Z,2022-12-03T17:14:23Z,3933090777,141,66.9,3933090775,140,19.8,3933090773,56,Back,3933090781,213,4.1,3933090779,212,12.2,,,,,,,,,,cp37td3qaw8oyf3mznoh45o15,Lucía Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904151,9,1,1,0,18,vaikl8nl7hdr4y9jj4jyb9ey,1,19.7,67.2,2022-12-03T17:14:23.798Z,2022-12-03T17:14:25Z,3933090803,141,42.2,3933090807,213,4.8,3933090805,212,17.1,3933090799,56,Back,3933090801,140,21.4,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904155,10,1,1,0,20,vaikl8nl7hdr4y9jj4jyb9ey,1,22.8,41.9,2022-12-03T17:14:25.415Z,2022-12-03T17:14:27Z,3933090823,140,26.8,3933090829,213,1.2,3933090827,212,13.2,3933090821,56,Back,3933090825,141,60.3,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904163,11,1,1,0,22,vaikl8nl7hdr4y9jj4jyb9ey,1,26.8,60.3,2022-12-03T17:14:27.687Z,2022-12-03T17:14:30Z,3933090885,140,29.6,3933090887,141,43.0,3933090891,213,5.0,3933090883,56,Back,3933090889,212,12.1,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904167,12,1,1,0,24,vaikl8nl7hdr4y9jj4jyb9ey,0,35.4,38,2022-12-03T17:14:30.328Z,2022-12-03T17:14:33Z,3933090949,141,37.1,3933090943,155,,3933090947,140,76.7,3933090953,213,6.3,3933090955,1,,3933090951,212,43.4,3933090945,56,Center,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904177,5,1,1,0,28,e7p3lxg97gac51s71hotzi0a5,0,28.3,75,2022-12-03T17:14:34.264Z,2022-12-03T18:09:32Z,3933091009,212,16.2,3933091011,213,6.2,3933091003,56,Back,3933091007,141,73.6,3933091005,140,43.7,3933091001,3,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904203,13,1,1,0,29,vaikl8nl7hdr4y9jj4jyb9ey,1,74.3,41.6,2022-12-03T17:14:35.223Z,2022-12-03T17:14:41Z,3933091149,141,31.5,3933091153,213,5.4,3933091147,140,80.2,3933091151,212,9.2,3933091145,56,Center,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904209,14,1,1,0,36,vaikl8nl7hdr4y9jj4jyb9ey,0,83.7,28,2022-12-03T17:14:41.783Z,2022-12-03T17:14:43Z,3933091197,140,100.0,3933091195,56,Center,3933091201,212,30.6,3933091199,141,63.7,3933091193,155,,3933091203,213,0.9,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904223,6,5,1,0,38,e7p3lxg97gac51s71hotzi0a5,1,-1.7,37.2,2022-12-03T17:14:43.568Z,2022-12-03T17:24:42Z,3933091259,233,15,3933091253,346,,3933091251,56,Back,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904211,15,5,1,0,38,vaikl8nl7hdr4y9jj4jyb9ey,0,101.7,62.8,2022-12-03T17:14:43.568Z,2022-12-03T17:14:57Z,3933091209,56,Center,3933091211,346,,3933091273,233,6,,,,,,,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904301,7,1,1,1,7,e7p3lxg97gac51s71hotzi0a5,0,3.6,45.2,2022-12-03T17:15:13.271Z,2022-12-03T17:15:21Z,3933091685,213,6.1,3933091679,140,46.4,3933091681,141,31.4,3933091677,56,Back,3933091695,74,,3933091689,1,,3933091675,124,,3933091683,212,45.9,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904515,20,44,1,1,13,vaikl8nl7hdr4y9jj4jyb9ey,1,56.1,68.4,2022-12-03T17:15:18.406Z,2022-12-03T17:16:47Z,3933092565,56,Center,3933092567,286,,3933092569,233,8,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904309,8,44,1,1,13,e7p3lxg97gac51s71hotzi0a5,0,43.9,31.6,2022-12-03T17:15:18.407Z,2022-12-03T18:09:47Z,3933091727,285,,3933091725,56,Back,3933092573,233,20,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904675,29,1,1,1,14,vaikl8nl7hdr4y9jj4jyb9ey,1,56.6,70.5,2022-12-03T17:15:20.285Z,2022-12-03T17:16:52Z,3933093293,213,1.4,3933093285,56,Left,3933093291,212,17.3,3933093283,3,,3933093289,141,95.4,3933093287,140,59.8,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488905045,50,49,1,1,15,vaikl8nl7hdr4y9jj4jyb9ey,1,56.7,96.2,2022-12-03T17:15:20.516Z,2022-12-03T17:18:46Z,,,,,,,,,,,,,,,,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488905059,51,50,1,1,24,vaikl8nl7hdr4y9jj4jyb9ey,1,71.8,96.8,2022-12-03T17:15:29.925Z,2022-12-03T17:18:52Z,3933095093,233,9,3933095019,286,,3933095017,56,Left,,,,,,,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904347,9,7,1,1,24,e7p3lxg97gac51s71hotzi0a5,1,28.2,3.2,2022-12-03T17:15:29.926Z,2022-12-03T18:10:01Z,3933091893,167,,3933095089,233,51,3933091897,285,,3933091895,56,Back,,,,,,,,,,,,,99ej60g3qy5e1i6v62scse8yx,Berta Bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904427,10,5,1,1,25,e7p3lxg97gac51s71hotzi0a5,0,31.3,-1.9,2022-12-03T17:15:31.126Z,2022-12-03T17:21:31Z,3933097105,233,55,3933092211,347,,3933092209,56,Back,,,,,,,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488905127,55,5,1,1,25,vaikl8nl7hdr4y9jj4jyb9ey,1,68.7,101.9,2022-12-03T17:15:31.126Z,2022-12-03T17:24:42Z,3933097101,233,10,3933095321,347,,3933095319,56,Left,,,,,,,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488905513,87,1,1,1,30,vaikl8nl7hdr4y9jj4jyb9ey,1,67,100,2022-12-03T17:15:35.915Z,2022-12-03T17:21:44Z,3933097175,56,Left,3933097177,140,79.7,3933097183,213,5.9,3933097179,141,94.4,3933097193,107,,3933097181,212,14.2,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904403,16,1,1,1,35,vaikl8nl7hdr4y9jj4jyb9ey,1,94.1,94.8,2022-12-03T17:15:40.774Z,2022-12-03T17:15:43Z,3933092093,141,95.4,3933092089,56,Left,3933092095,212,6.1,3933092097,213,3.1,3933092091,140,88.3,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904415,17,1,1,1,37,vaikl8nl7hdr4y9jj4jyb9ey,1,92,96.2,2022-12-03T17:15:42.951Z,2022-12-03T17:15:45Z,3933092167,213,5.0,3933092165,212,26.6,3933092157,155,,3933092155,2,,3933092161,140,98.7,3933092163,141,58.5,3933092159,56,Center,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904417,18,61,1,1,38,vaikl8nl7hdr4y9jj4jyb9ey,0,98.5,58.5,2022-12-03T17:15:43.830Z,2022-12-03T17:15:49Z,3933092171,56,Center,,,,,,,,,,,,,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904431,11,5,1,1,40,e7p3lxg97gac51s71hotzi0a5,1,-1,38.5,2022-12-03T17:15:45.638Z,2022-12-03T17:24:42Z,3933092213,56,Back,3933092215,346,,3933092217,233,19,,,,,,,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904423,19,5,1,1,40,vaikl8nl7hdr4y9jj4jyb9ey,0,101,61.5,2022-12-03T17:15:45.638Z,2022-12-03T17:15:51Z,3933092189,346,,3933092225,233,11,3933092187,56,Center,,,,,,,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904519,12,1,1,2,6,e7p3lxg97gac51s71hotzi0a5,0,1.8,47.6,2022-12-03T17:16:11.639Z,2022-12-03T17:16:14Z,3933092591,56,Back,3933092595,141,19.4,3933092589,124,,3933092601,1,,3933092597,212,38.4,3933092603,74,,3933092593,140,33.5,3933092599,213,5.8,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904523,21,1,1,2,8,vaikl8nl7hdr4y9jj4jyb9ey,0,56,76.4,2022-12-03T17:16:14.102Z,2022-12-03T17:16:15Z,3933092627,141,65.7,3933092629,212,15.9,3933092623,56,Center,3933092625,140,69.5,3933092631,213,5.8,3933092621,3,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904529,13,1,1,2,9,e7p3lxg97gac51s71hotzi0a5,0,28,22.7,2022-12-03T17:16:15.351Z,2022-12-03T18:10:18Z,3933092665,56,Center,3933092671,212,40.7,3933092667,140,65.3,3933092675,1,,3933092669,141,39.2,3933092673,213,0.3,3933092663,157,,,,,99ej60g3qy5e1i6v62scse8yx,Berta Bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904533,22,44,1,2,11,vaikl8nl7hdr4y9jj4jyb9ey,1,34.8,65.7,2022-12-03T17:16:16.422Z,2022-12-03T17:21:09Z,3933092693,285,,3933092691,56,Back,3933096871,233,39,,,,,,,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488905451,39,44,1,2,11,e7p3lxg97gac51s71hotzi0a5,0,65.2,34.3,2022-12-03T17:16:16.423Z,2022-12-03T17:21:10Z,3933096843,56,Center,3933096875,233,22,3933096845,286,,,,,,,,,,,,,,,,,a6wwf7jl8eis7wvrhhwhdq3f9,R. Chikwelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904537,23,1,1,2,11,vaikl8nl7hdr4y9jj4jyb9ey,0,35.4,63,2022-12-03T17:16:16.647Z,2022-12-03T17:16:18Z,3933092703,212,28.9,3933092697,56,Center,3933092695,3,,3933092701,141,72.6,3933092705,213,0.2,3933092699,140,62.2,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904543,24,49,1,2,13,vaikl8nl7hdr4y9jj4jyb9ey,1,59.2,75.1,2022-12-03T17:16:18.646Z,2022-12-03T17:16:18Z,,,,,,,,,,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904547,14,1,1,2,14,e7p3lxg97gac51s71hotzi0a5,0,27.3,32.5,2022-12-03T17:16:20.119Z,2022-12-03T17:16:22Z,3933092739,3,,3933092745,141,36.9,3933092741,56,Back,3933092749,213,0.2,3933092743,140,38.6,3933092747,212,12.2,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904567,25,1,1,2,19,vaikl8nl7hdr4y9jj4jyb9ey,1,80.1,84.5,2022-12-03T17:16:24.550Z,2022-12-03T17:16:28Z,3933092847,56,Left,3933092853,212,24.6,3933092849,140,57.4,3933092855,213,2.9,3933092851,141,93.5,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904579,26,1,1,2,22,vaikl8nl7hdr4y9jj4jyb9ey,1,56.3,91.4,2022-12-03T17:16:27.942Z,2022-12-03T17:16:32Z,3933092927,212,17.2,3933092929,213,3.7,3933092923,140,42.2,3933092925,141,78.5,3933092921,56,Back,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904605,27,1,1,2,27,vaikl8nl7hdr4y9jj4jyb9ey,1,43.3,78.5,2022-12-03T17:16:32.774Z,2022-12-03T17:16:34Z,3933092967,212,21.9,3933092969,213,0.6,3933092963,140,61.0,3933092965,141,95.4,3933092961,56,Left,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904635,28,1,1,2,29,vaikl8nl7hdr4y9jj4jyb9ey,0,61,95.4,2022-12-03T17:16:34.598Z,2022-12-03T17:16:38Z,3933093043,212,43.3,3933093047,1,,3933093035,155,,3933093039,140,92.8,3933093037,56,Center,3933093045,213,5.6,3933093041,141,54.8,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904645,15,52,1,2,33,e7p3lxg97gac51s71hotzi0a5,1,12.2,46.1,2022-12-03T17:16:38.918Z,2022-12-03T17:16:39Z,,,,,,,,,,,,,,,,,,,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904679,16,1,1,2,43,e7p3lxg97gac51s71hotzi0a5,1,14.8,42.9,2022-12-03T17:16:48.550Z,2022-12-03T17:16:55Z,3933093317,212,46.0,3933093313,140,55.1,3933093319,213,5.9,3933093321,1,,3933093311,56,Right,3933093309,199,,3933093315,141,16.5,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904681,17,1,1,2,50,e7p3lxg97gac51s71hotzi0a5,0,55.1,17.5,2022-12-03T17:16:55.686Z,2022-12-03T18:11:00Z,3933093327,3,,3933093331,140,57.6,3933093337,213,1.1,3933093335,212,6.2,3933093333,141,25.8,3933093329,56,Center,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904683,30,49,1,2,52,vaikl8nl7hdr4y9jj4jyb9ey,1,37.7,76.3,2022-12-03T17:16:57.766Z,2022-12-03T17:16:57Z,,,,,,,,,,,,,,,,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904689,31,1,1,2,52,vaikl8nl7hdr4y9jj4jyb9ey,0,37.7,76.3,2022-12-03T17:16:58.182Z,2022-12-03T17:17:01Z,3933093369,140,56.2,3933093373,212,20.9,3933093375,213,0.4,3933093371,141,87.8,3933093367,56,Left,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904729,18,1,1,2,54,e7p3lxg97gac51s71hotzi0a5,1,40.9,26.9,2022-12-03T17:16:59.966Z,2022-12-03T18:11:03Z,3933093451,212,7.6,3933093445,56,Back,3933093449,141,20.3,3933093443,3,,3933093447,140,46.8,3933093453,213,5.7,,,,,,,3rif0qvun4mmll1xf2qzykums,Laia Parera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904733,19,49,1,2,55,e7p3lxg97gac51s71hotzi0a5,1,47.5,20.3,2022-12-03T17:17:01.310Z,2022-12-03T18:11:07Z,,,,,,,,,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904735,20,61,1,2,56,e7p3lxg97gac51s71hotzi0a5,0,47.5,20.3,2022-12-03T17:17:01.582Z,2022-12-03T18:11:09Z,3933093459,56,Back,,,,,,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904717,32,49,1,2,56,vaikl8nl7hdr4y9jj4jyb9ey,1,45,80.5,2022-12-03T17:17:02.149Z,2022-12-03T17:17:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904747,33,1,1,2,57,vaikl8nl7hdr4y9jj4jyb9ey,1,45,80.5,2022-12-03T17:17:02.853Z,2022-12-03T17:17:06Z,3933093519,141,90.0,3933093521,212,9.5,3933093517,140,38.4,3933093523,213,2.4,3933093515,56,Back,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904759,34,1,1,3,1,vaikl8nl7hdr4y9jj4jyb9ey,1,38.4,90,2022-12-03T17:17:06.725Z,2022-12-03T17:17:09Z,3933093575,212,5.0,3933093577,213,1.2,3933093571,140,40.1,3933093569,56,Back,3933093573,141,96.8,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488904763,35,1,1,3,3,vaikl8nl7hdr4y9jj4jyb9ey,1,40.1,96.6,2022-12-03T17:17:08.933Z,2022-12-03T17:17:10Z,3933093615,141,73.3,3933093611,56,Back,3933093617,212,16.0,3933093619,213,4.8,3933093613,140,42.1,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
