id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/16/value,qualifier/17/value
2497085705,5,1,1,0,16,bop6aslxmwvzsapdxsw3xbvfg,1,25.1,54.2,2023-01-14T11:03:14.638Z,2023-01-14T11:03:17Z,3976368663,56,Back,3976368667,141,27.3,3976368671,213,4.9,3976368669,212,18.8,3976368665,140,29.2,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085737,6,1,1,0,18,bop6aslxmwvzsapdxsw3xbvfg,1,31.1,27.7,2023-01-14T11:03:17.055Z,2023-01-14T11:03:20Z,3976368795,56,Back,3976368799,141,49.1,3976368801,212,15.0,3976368797,140,27.7,3976368803,213,1.8,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085761,7,1,1,0,22,bop6aslxmwvzsapdxsw3xbvfg,1,34.3,40.4,2023-01-14T11:03:20.526Z,2023-01-14T11:03:25Z,3976368911,212,21.7,3976368913,213,5.0,3976368905,56,Back,3976368909,141,9.8,3976368907,140,40.1,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085775,8,1,1,0,27,bop6aslxmwvzsapdxsw3xbvfg,1,44.8,11.7,2023-01-14T11:03:25.582Z,2023-01-14T11:03:28Z,3976368953,56,Back,3976368957,141,40.9,3976368961,213,2.0,3976368959,212,21.4,3976368955,140,37.1,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085789,9,1,1,0,30,bop6aslxmwvzsapdxsw3xbvfg,1,37.2,41.2,2023-01-14T11:03:28.766Z,2023-01-14T11:03:31Z,3976369005,56,Back,3976369013,213,1.2,3976369009,141,78.1,3976369011,212,27.0,3976369007,140,46.7,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085795,10,1,1,0,32,bop6aslxmwvzsapdxsw3xbvfg,1,46.7,76.9,2023-01-14T11:03:30.974Z,2023-01-14T11:03:33Z,3976369029,56,Left,3976369031,140,64.3,3976369033,141,95.7,3976369037,213,0.6,3976369035,212,22.5,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085843,11,1,1,0,34,bop6aslxmwvzsapdxsw3xbvfg,1,63.8,95.3,2023-01-14T11:03:33.341Z,2023-01-14T11:03:41Z,3976369283,140,95.7,3976369287,212,33.5,3976369281,56,Left,3976369289,213,0.0,3976369285,141,97.7,3976369291,1,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085849,12,61,1,0,41,bop6aslxmwvzsapdxsw3xbvfg,0,94.1,98.9,2023-01-14T11:03:39.821Z,2023-01-14T11:41:42Z,3976369301,56,Left,,,,,,,,,,,,,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085897,7,5,1,0,42,b9ecgxh884j2ugjrxwvpym192,1,3.7,-1.7,2023-01-14T11:03:40.984Z,2023-01-14T11:03:52Z,3976369463,56,Back,3976369479,233,13,3976369465,347,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085863,13,5,1,0,42,bop6aslxmwvzsapdxsw3xbvfg,0,96.3,101.7,2023-01-14T11:03:40.984Z,2023-01-14T12:26:08Z,3976369497,233,7,3976369327,56,Left,3976369329,347,,,,,,,,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085923,8,1,1,0,53,b9ecgxh884j2ugjrxwvpym192,1,4.1,0,2023-01-14T11:03:51.847Z,2023-01-14T11:03:55Z,3976369571,1,,3976369569,213,0.1,3976369565,141,2.0,3976369561,56,Back,3976369563,140,25.7,3976369567,212,22.8,3976369557,107,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085929,9,1,1,0,56,b9ecgxh884j2ugjrxwvpym192,0,25.7,2,2023-01-14T11:03:55.047Z,2023-01-14T11:03:56Z,3976369585,140,34.3,3976369591,213,0.0,3976369589,212,9.0,3976369581,3,,3976369587,141,2.3,3976369583,56,Back,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085945,14,1,1,0,58,bop6aslxmwvzsapdxsw3xbvfg,1,61.6,94.7,2023-01-14T11:03:56.812Z,2023-01-14T11:03:57Z,3976369645,56,Left,3976369655,212,5.8,3976369651,141,88.4,3976369643,3,,3976369647,140,65.3,3976369657,213,5.4,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085949,15,49,1,0,59,bop6aslxmwvzsapdxsw3xbvfg,1,65.3,88.4,2023-01-14T11:03:57.917Z,2023-01-14T11:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085957,16,1,1,0,59,bop6aslxmwvzsapdxsw3xbvfg,1,65.3,88.4,2023-01-14T11:03:58.172Z,2023-01-14T11:03:58Z,3976369691,140,68.6,3976369689,56,Left,3976369695,212,5.2,3976369697,213,0.8,3976369693,141,94.2,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085961,17,1,1,1,0,bop6aslxmwvzsapdxsw3xbvfg,1,68.6,94.2,2023-01-14T11:03:58.859Z,2023-01-14T11:03:59Z,3976369727,141,87.5,3976369731,213,5.1,3976369725,140,70.2,3976369723,56,Left,3976369729,212,4.9,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085967,18,1,1,1,0,bop6aslxmwvzsapdxsw3xbvfg,0,70.2,87.5,2023-01-14T11:03:59.435Z,2023-01-14T11:04:01Z,3976369741,141,88.6,3976369737,56,Left,3976369745,213,0.1,3976369743,212,10.8,3976369739,140,80.5,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085975,10,8,1,1,2,b9ecgxh884j2ugjrxwvpym192,1,18.5,14.9,2023-01-14T11:04:00.744Z,2023-01-14T11:04:00Z,3976369753,56,Back,,,,,,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085979,11,49,1,1,2,b9ecgxh884j2ugjrxwvpym192,1,18.5,14.9,2023-01-14T11:04:01.063Z,2023-01-14T11:04:01Z,,,,,,,,,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085985,12,1,1,1,2,b9ecgxh884j2ugjrxwvpym192,1,18.5,14.9,2023-01-14T11:04:01.255Z,2023-01-14T11:04:02Z,3976369777,140,30.2,3976369783,213,6.2,3976369779,141,14.0,3976369775,56,Back,3976369781,212,12.3,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085991,13,1,1,1,4,b9ecgxh884j2ugjrxwvpym192,1,30.2,14,2023-01-14T11:04:02.567Z,2023-01-14T11:04:04Z,3976369801,212,7.3,3976369803,213,2.0,3976369797,140,27.1,3976369799,141,23.6,3976369795,56,Back,,,,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497085995,14,1,1,1,5,b9ecgxh884j2ugjrxwvpym192,0,27.1,23.6,2023-01-14T11:04:03.959Z,2023-01-14T11:04:06Z,3976369811,56,Back,3976369817,212,23.6,3976369815,141,44.0,3976369813,140,45.3,3976369819,213,0.6,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086001,19,49,1,1,8,bop6aslxmwvzsapdxsw3xbvfg,1,59.2,53.7,2023-01-14T11:04:06.779Z,2023-01-14T11:04:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086023,20,1,1,1,9,bop6aslxmwvzsapdxsw3xbvfg,1,53.8,57.6,2023-01-14T11:04:07.674Z,2023-01-14T11:04:11Z,3976369903,56,Left,3976369907,141,87.8,3976369911,213,1.4,3976369909,212,20.8,3976369905,140,56.8,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086035,21,1,1,1,12,bop6aslxmwvzsapdxsw3xbvfg,1,63.8,89.1,2023-01-14T11:04:11.019Z,2023-01-14T11:04:13Z,3976369977,140,64.4,3976369981,212,5.0,3976369979,141,81.8,3976369983,213,4.8,3976369975,56,Left,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086047,22,1,1,1,14,bop6aslxmwvzsapdxsw3xbvfg,1,65.6,83.6,2023-01-14T11:04:13.482Z,2023-01-14T11:04:14Z,3976370013,141,93.3,3976370021,213,1.7,3976370009,56,Left,3976370017,212,6.7,3976370011,140,64.6,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086063,23,1,1,1,16,bop6aslxmwvzsapdxsw3xbvfg,1,64.6,93.3,2023-01-14T11:04:14.538Z,2023-01-14T11:04:18Z,3976370095,141,84.1,3976370099,213,3.4,3976370097,212,21.4,3976370093,140,45.1,3976370091,56,Back,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086079,24,1,1,1,20,bop6aslxmwvzsapdxsw3xbvfg,1,52.9,87.2,2023-01-14T11:04:18.906Z,2023-01-14T11:04:21Z,3976370151,140,70.1,3976370157,213,0.3,3976370153,141,95.6,3976370155,212,18.9,3976370149,56,Left,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086091,25,1,1,1,23,bop6aslxmwvzsapdxsw3xbvfg,1,70.6,95.6,2023-01-14T11:04:21.770Z,2023-01-14T11:55:56Z,3976370179,56,Left,3976370183,141,90.3,3976370187,213,6.0,3976370185,212,12.9,3976370181,140,82.4,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086101,26,1,1,1,27,bop6aslxmwvzsapdxsw3xbvfg,1,89.7,87.7,2023-01-14T11:04:25.833Z,2023-01-14T11:04:29Z,3976370233,212,21.7,3976370235,213,4.6,3976370229,140,86.5,3976370231,141,56.1,3976370227,56,Center,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086105,27,1,1,1,31,bop6aslxmwvzsapdxsw3xbvfg,0,84.9,51.2,2023-01-14T11:04:29.561Z,2023-01-14T11:04:56Z,3976370251,140,80.7,3976370257,213,4.1,3976370255,212,7.5,3976370253,141,42.2,3976370249,56,Center,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086111,15,43,1,1,31,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-01-14T11:04:30.312Z,2023-01-14T11:04:40Z,3976370383,144,49,,,,,,,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086259,28,2,1,1,37,bop6aslxmwvzsapdxsw3xbvfg,1,84.5,50,2023-01-14T11:04:35.975Z,2023-01-14T11:19:50Z,3976370859,7,9gdocwx006j6wyz4mnhzgzydx,3976370863,140,81.7,3976370865,141,38.8,3976370861,56,Center,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086129,16,55,1,1,37,b9ecgxh884j2ugjrxwvpym192,1,26.8,50.1,2023-01-14T11:04:35.976Z,2023-01-14T12:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086267,17,1,1,2,3,b9ecgxh884j2ugjrxwvpym192,1,22.3,86.5,2023-01-14T11:05:01.945Z,2023-01-14T12:02:40Z,3976370893,1,,3976370889,212,45.6,3976370885,140,65.7,3976370891,213,6.3,3976370877,5,,3976370881,241,,3976370879,157,,3976370883,56,Left,dri6ywllr5aapmost881p4991,C. Ashurst,3976370887,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086273,18,44,1,2,7,b9ecgxh884j2ugjrxwvpym192,1,69.5,86.7,2023-01-14T11:05:05.737Z,2023-01-14T11:05:08Z,3976370917,286,,3976370915,56,Left,3976370951,233,29,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086277,29,44,1,2,7,bop6aslxmwvzsapdxsw3xbvfg,0,30.5,13.3,2023-01-14T11:05:05.738Z,2023-01-14T11:05:08Z,3976370933,285,,3976370997,233,18,3976370931,56,Back,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086279,19,1,1,2,7,b9ecgxh884j2ugjrxwvpym192,1,65.7,85.3,2023-01-14T11:05:06.041Z,2023-01-14T11:05:07Z,3976370937,168,,3976370945,212,9.1,3976370943,141,79.7,3976370939,56,Left,3976370935,3,,3976370947,213,5.9,3976370941,140,73.6,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086283,20,1,1,2,9,b9ecgxh884j2ugjrxwvpym192,1,74.5,80.2,2023-01-14T11:05:07.657Z,2023-01-14T11:51:51Z,3976370959,3,,3976370963,140,86.0,3976370969,213,0.5,3976370967,212,14.0,3976370965,141,90.5,3976370961,56,Left,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086307,21,1,1,2,12,b9ecgxh884j2ugjrxwvpym192,0,93,97.4,2023-01-14T11:05:11.097Z,2023-01-14T11:05:12Z,3976371069,213,4.0,3976371065,141,92.7,3976371101,233,30,3976371105,286,,3976371063,140,90.4,3976371067,212,4.2,3976371099,236,,3976371061,56,Left,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086313,30,74,1,2,12,bop6aslxmwvzsapdxsw3xbvfg,1,8.8,9.1,2023-01-14T11:05:11.098Z,2023-01-14T11:19:55Z,3976371107,233,21,3976371087,56,Back,3976371089,285,,,,,,,,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086477,22,5,1,2,14,b9ecgxh884j2ugjrxwvpym192,1,92.2,101,2023-01-14T11:05:12.857Z,2023-01-14T11:05:40Z,3976371805,56,Left,3976371807,347,,3976371809,233,31,,,,,,,,,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086323,31,5,1,2,14,bop6aslxmwvzsapdxsw3xbvfg,0,7.8,-1,2023-01-14T11:05:12.857Z,2023-01-14T12:26:09Z,3976371119,56,Back,3976371813,233,22,3976371121,347,,,,,,,,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086489,23,1,1,2,41,b9ecgxh884j2ugjrxwvpym192,0,91.9,100,2023-01-14T11:05:40.186Z,2023-01-14T11:05:42Z,3976371841,140,96.5,3976371839,56,Left,3976371843,141,81.7,3976371837,107,,3976371845,212,14.2,3976371847,213,5.1,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086509,32,44,1,2,46,bop6aslxmwvzsapdxsw3xbvfg,1,14,11.9,2023-01-14T11:05:44.901Z,2023-01-14T11:06:16Z,3976372915,233,24,3976371951,285,,3976371949,56,Back,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497086505,24,44,1,2,46,b9ecgxh884j2ugjrxwvpym192,0,86,88.1,2023-01-14T11:05:44.902Z,2023-01-14T11:06:17Z,3976372941,233,32,3976371933,286,,3976371931,56,Left,,,,,,,,,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
