id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2544211893,4,7,1,0,29,7mk4va7b2p6tnv2xjxcgjy8h6,0,18.7,7.6,2023-05-06T10:04:27.687Z,2023-05-06T10:04:32Z,4253584055,233,12,4253584053,285,,4253584051,56,Back,,,,,,,,,,,,,,,,c3plg9ommu3i24xx3nfm6wbxm,Esther Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211913,13,1,1,0,31,9ouh98eyf6u69lbxc13mllm7f,1,76.2,92,2023-05-06T10:04:30.149Z,2023-05-06T10:13:24Z,4253584151,140,66.8,4253584153,141,75.0,4253584157,213,4.0,4253584149,56,Center,4253584155,212,15.2,,,,,,,,,,7n8n3sdtzfjymna2os4wmb7u2,María Portolés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211927,14,1,1,0,36,9ouh98eyf6u69lbxc13mllm7f,1,65,79.1,2023-05-06T10:04:34.645Z,2023-05-06T10:04:37Z,4253584251,140,61.8,4253584253,141,96.3,4253584255,212,12.2,4253584249,56,Left,4253584257,213,1.9,,,,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211945,15,1,1,0,38,9ouh98eyf6u69lbxc13mllm7f,1,61.8,96.3,2023-05-06T10:04:37.061Z,2023-05-06T10:12:53Z,4253584397,56,Center,4253584405,213,4.7,4253584399,140,62.2,4253584401,141,61.5,4253584403,212,23.7,,,,,,,,,,7n8n3sdtzfjymna2os4wmb7u2,María Portolés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211971,5,45,1,0,41,7mk4va7b2p6tnv2xjxcgjy8h6,0,35,36.7,2023-05-06T10:04:39.925Z,2023-05-06T10:04:44Z,4253584527,285,,4253584525,56,Back,4253584551,233,16,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211965,16,3,1,0,41,9ouh98eyf6u69lbxc13mllm7f,1,65,63.3,2023-05-06T10:04:39.925Z,2023-05-06T10:15:13Z,4253584493,56,Center,4253584535,233,5,4253584497,286,,,,,,,,,,,,,,,,,3rob14yal0zrzxj2tdpp4sewa,Paola Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211985,17,1,1,0,43,9ouh98eyf6u69lbxc13mllm7f,1,66.2,52.5,2023-05-06T10:04:41.893Z,2023-05-06T10:04:45Z,4253584633,213,5.4,4253584629,141,15.8,4253584631,212,32.9,4253584635,1,,4253584625,56,Right,4253584627,140,86.6,,,,,,,3rob14yal0zrzxj2tdpp4sewa,Paola Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212019,18,1,1,0,46,9ouh98eyf6u69lbxc13mllm7f,0,86.5,15.8,2023-05-06T10:04:45.366Z,2023-05-06T10:04:49Z,4253584785,140,97.5,4253584787,141,49.4,4253584789,212,25.6,4253584827,233,6,4253584781,155,,4253584775,2,,4253584791,213,1.1,4253584783,56,Center,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212013,6,11,1,0,50,7mk4va7b2p6tnv2xjxcgjy8h6,1,6.4,49.2,2023-05-06T10:04:48.670Z,2023-05-06T10:04:50Z,4253584851,233,18,4253584761,56,Back,4253584763,88,,,,,,,,,,,,,,,,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212153,7,80,1,1,10,7mk4va7b2p6tnv2xjxcgjy8h6,0,14.9,47.9,2023-05-06T10:05:09.022Z,2023-05-06T10:05:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212167,8,1,1,1,11,7mk4va7b2p6tnv2xjxcgjy8h6,0,19.7,47.4,2023-05-06T10:05:10.382Z,2023-05-06T10:55:22Z,4253585619,157,,4253585629,212,48.9,4253585631,213,0.1,4253585633,1,,4253585627,141,54.1,4253585625,140,66.1,4253585623,56,Center,4253585621,198,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212185,19,1,1,1,15,9ouh98eyf6u69lbxc13mllm7f,0,30,42.5,2023-05-06T10:05:14.149Z,2023-05-06T10:15:17Z,4253585709,212,16.6,4253585707,141,54.6,4253585711,213,0.5,4253585705,140,43.7,4253585701,3,,4253585703,56,Back,,,,,,,c7phsuwshglgu1nud007agqnd,Thaís Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212189,9,1,1,1,15,7mk4va7b2p6tnv2xjxcgjy8h6,0,54.6,42,2023-05-06T10:05:14.158Z,2023-05-06T10:05:15Z,4253585727,141,20.8,4253585715,3,,4253585733,213,5.2,4253585731,212,16.6,4253585723,140,62.5,4253585719,56,Right,,,,,,,a0g0ldiol9fzw09gk5i9e15w4,Miku Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212231,20,1,1,1,20,9ouh98eyf6u69lbxc13mllm7f,1,32.7,74.2,2023-05-06T10:05:18.694Z,2023-05-06T10:05:20Z,4253585919,140,53.3,4253585925,213,6.2,4253585917,56,Center,4253585915,157,,4253585927,1,,4253585921,141,70.3,4253585923,212,21.8,,,,7n8n3sdtzfjymna2os4wmb7u2,María Portolés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212235,21,49,1,1,21,9ouh98eyf6u69lbxc13mllm7f,1,53.3,70.3,2023-05-06T10:05:20.022Z,2023-05-06T10:05:20Z,,,,,,,,,,,,,,,,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212285,22,1,1,1,22,9ouh98eyf6u69lbxc13mllm7f,1,53.2,71.1,2023-05-06T10:05:20.728Z,2023-05-06T10:05:25Z,4253586143,212,17.6,4253586141,141,96.9,4253586139,140,54.5,4253586145,213,1.5,4253586137,56,Left,,,,,,,,,,aoy956n72pya0cc6bqj5x736x,María José Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212313,23,1,1,1,27,9ouh98eyf6u69lbxc13mllm7f,0,55,96.9,2023-05-06T10:05:25.605Z,2023-05-06T10:05:31Z,4253586277,212,45.5,4253586281,1,,4253586275,141,74.2,4253586279,213,5.9,4253586269,155,,4253586271,56,Center,4253586273,140,95.8,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212339,10,52,1,1,34,7mk4va7b2p6tnv2xjxcgjy8h6,1,8.8,37.9,2023-05-06T10:05:32.830Z,2023-05-06T10:05:32Z,,,,,,,,,,,,,,,,,,,,,,,,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212359,11,1,1,1,35,7mk4va7b2p6tnv2xjxcgjy8h6,1,8.8,37.9,2023-05-06T10:05:34.223Z,2023-05-06T10:05:35Z,4253586569,213,0.4,4253586563,140,25.3,4253586561,56,Back,4253586559,123,,4253586565,141,47.7,4253586567,212,18.6,,,,,,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212379,12,1,1,1,36,7mk4va7b2p6tnv2xjxcgjy8h6,1,25.3,47.7,2023-05-06T10:05:35.294Z,2023-05-06T10:05:37Z,4253586639,213,6.3,4253586635,141,47.5,4253586637,212,19.3,4253586631,56,Back,4253586633,140,43.7,,,,,,,,,,3u9vtcqa5td8weoufpzirruhg,Gema Soliveres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212383,13,61,1,1,38,7mk4va7b2p6tnv2xjxcgjy8h6,0,43,47.5,2023-05-06T10:05:37.406Z,2023-05-06T10:05:37Z,4253586657,56,Back,,,,,,,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212389,24,50,1,1,39,9ouh98eyf6u69lbxc13mllm7f,1,61.6,51.2,2023-05-06T10:05:37.814Z,2023-05-06T10:05:43Z,4253586677,56,Center,4253586681,286,,4253586911,233,14,,,,,,,,,,,,,,,,3rob14yal0zrzxj2tdpp4sewa,Paola Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212427,14,7,1,1,39,7mk4va7b2p6tnv2xjxcgjy8h6,1,38.4,48.8,2023-05-06T10:05:37.815Z,2023-05-06T10:05:43Z,4253586903,233,24,4253586889,56,Back,4253586891,285,,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212431,15,61,1,1,41,7mk4va7b2p6tnv2xjxcgjy8h6,0,35.8,52.6,2023-05-06T10:05:39.543Z,2023-05-06T10:10:14Z,4253586899,56,Back,,,,,,,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212417,25,49,1,1,42,9ouh98eyf6u69lbxc13mllm7f,1,63.3,52.1,2023-05-06T10:05:40.438Z,2023-05-06T10:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212447,26,1,1,1,42,9ouh98eyf6u69lbxc13mllm7f,1,63.3,52.1,2023-05-06T10:05:40.645Z,2023-05-06T10:05:44Z,4253586971,213,1.2,4253586967,141,60.9,4253586965,140,65.6,4253586969,212,6.5,4253586963,56,Center,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212467,27,1,1,1,46,9ouh98eyf6u69lbxc13mllm7f,1,65.6,60.9,2023-05-06T10:05:44.613Z,2023-05-06T10:05:47Z,4253587091,56,Right,4253587093,140,76.5,4253587101,1,,4253587099,213,5.0,4253587095,141,9.4,4253587097,212,36.8,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212477,28,1,1,1,49,9ouh98eyf6u69lbxc13mllm7f,0,76.5,9.4,2023-05-06T10:05:47.541Z,2023-05-06T10:05:49Z,4253587143,155,,4253587141,2,,4253587147,140,82.2,4253587145,56,Center,4253587153,213,1.2,4253587151,212,18.5,4253587149,141,35.2,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212497,16,1,1,1,51,7mk4va7b2p6tnv2xjxcgjy8h6,0,20.4,60.2,2023-05-06T10:05:50.303Z,2023-05-06T10:05:51Z,4253587257,213,5.9,4253587255,212,21.3,4253587249,140,39.5,4253587245,3,,4253587253,141,49.5,4253587247,56,Back,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212505,29,1,1,1,52,9ouh98eyf6u69lbxc13mllm7f,1,67.6,46.7,2023-05-06T10:05:50.773Z,2023-05-06T10:05:52Z,4253587297,3,,4253587305,212,8.9,4253587307,213,5.0,4253587303,141,34.3,4253587299,56,Center,4253587301,140,70.3,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212523,30,1,1,1,53,9ouh98eyf6u69lbxc13mllm7f,1,70.3,34.3,2023-05-06T10:05:52.149Z,2023-05-06T10:05:55Z,4253587389,56,Right,4253587391,140,84.5,4253587393,141,5.0,4253587397,213,5.4,4253587395,212,24.9,,,,,,,,,,3rob14yal0zrzxj2tdpp4sewa,Paola Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212559,31,1,1,1,56,9ouh98eyf6u69lbxc13mllm7f,0,84.5,5,2023-05-06T10:05:55.413Z,2023-05-06T10:05:59Z,4253587583,141,53.7,4253587589,1,,4253587575,2,,4253587581,140,90.1,4253587577,155,,4253587587,213,1.4,4253587585,212,33.6,4253587579,56,Center,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212597,17,12,1,2,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,10.5,34.9,2023-05-06T10:05:59.198Z,2023-05-06T10:06:02Z,4253587747,141,77.6,4253587745,140,19.6,4253587751,213,1.3,4253587743,56,Back,4253587749,212,30.6,,,,,,,,,,c3plg9ommu3i24xx3nfm6wbxm,Esther Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212601,18,1,1,2,3,7mk4va7b2p6tnv2xjxcgjy8h6,0,19.6,77.6,2023-05-06T10:06:02.207Z,2023-05-06T10:06:02Z,4253587777,213,0.1,4253587775,212,7.1,4253587769,56,Back,4253587773,141,78.7,4253587767,3,,4253587771,140,26.3,,,,,,,c1ll2hqt71suy8bgwswpci9uy,Carla Armengol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212623,32,61,1,2,10,9ouh98eyf6u69lbxc13mllm7f,0,72.3,27,2023-05-06T10:06:08.517Z,2023-05-06T10:06:08Z,4253587885,56,Center,,,,,,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212649,20,1,1,2,10,7mk4va7b2p6tnv2xjxcgjy8h6,0,26.5,60.2,2023-05-06T10:06:08.902Z,2023-05-06T10:07:07Z,4253587999,141,62.8,4253588019,233,33,4253588003,213,2.0,4253587997,140,25.7,4253587995,56,Back,4253588001,212,2.0,4253588017,236,,4253588023,286,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212633,33,74,1,2,10,9ouh98eyf6u69lbxc13mllm7f,1,72.3,27,2023-05-06T10:06:08.903Z,2023-05-06T10:10:54Z,4253587923,56,Center,4253588025,233,20,4253587925,285,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212639,19,43,1,2,11,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-05-06T10:06:10.286Z,2023-05-06T10:06:14Z,4253588079,144,74,4253587953,56,Back,4253587955,285,0,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212661,34,1,1,2,12,9ouh98eyf6u69lbxc13mllm7f,1,69.7,45.8,2023-05-06T10:06:11.269Z,2023-05-06T10:06:13Z,4253588075,1,,4253588069,141,95.7,4253588065,56,Left,4253588073,213,1.5,4253588067,140,71.2,4253588071,212,34.0,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212677,35,1,1,2,15,9ouh98eyf6u69lbxc13mllm7f,1,71.2,95.7,2023-05-06T10:06:13.781Z,2023-05-06T10:06:16Z,4253588149,212,16.8,4253588151,213,6.1,4253588145,140,87.0,4253588147,141,91.8,4253588143,56,Left,,,,,,,,,,7n8n3sdtzfjymna2os4wmb7u2,María Portolés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212679,36,50,1,2,18,9ouh98eyf6u69lbxc13mllm7f,1,89.6,90.4,2023-05-06T10:06:16.709Z,2023-05-06T10:06:18Z,4253588157,56,Left,4253588181,233,21,4253588159,286,,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212681,21,7,1,2,18,7mk4va7b2p6tnv2xjxcgjy8h6,0,10.4,9.6,2023-05-06T10:06:16.710Z,2023-05-06T10:06:18Z,4253588171,285,,4253588169,56,Back,4253588177,233,36,,,,,,,,,,,,,,,,c3plg9ommu3i24xx3nfm6wbxm,Esther Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
