id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2551446137,7,5,1,0,8,27o8mdqno6jslcjb709sxjwyy,0,77.6,-1.2,2023-05-20T08:05:55.093Z,2023-05-20T08:05:56Z,4292127501,347,,4292127547,233,4,4292127499,56,Right,,,,,,,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446181,5,1,1,0,14,12tyw9yomy9n5cjd5po2ajx1q,1,22,100,2023-05-20T08:06:01.193Z,2023-05-20T08:07:03Z,4292127727,141,86.6,4292127731,213,5.0,4292127729,212,10.3,4292127725,140,24.4,4292127723,56,Back,4292127721,107,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446195,6,1,1,0,16,12tyw9yomy9n5cjd5po2ajx1q,1,25.1,85.6,2023-05-20T08:06:03.089Z,2023-05-20T08:06:04Z,4292127777,56,Back,4292127783,212,5.7,4292127781,141,92.1,4292127785,213,2.3,4292127779,140,21.7,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446203,7,1,1,0,17,12tyw9yomy9n5cjd5po2ajx1q,1,21.7,92.1,2023-05-20T08:06:04.025Z,2023-05-20T08:06:04Z,4292127805,140,24.6,4292127803,56,Back,4292127811,213,5.4,4292127809,212,4.9,4292127807,141,86.5,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446243,8,1,1,0,18,12tyw9yomy9n5cjd5po2ajx1q,1,24.6,86.5,2023-05-20T08:06:04.673Z,2023-05-20T08:06:09Z,4292127955,140,28.7,4292127953,56,Back,4292127959,212,5.2,4292127957,141,90.9,4292127961,213,0.6,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446249,9,50,1,0,23,12tyw9yomy9n5cjd5po2ajx1q,1,26.2,95.8,2023-05-20T08:06:09.560Z,2023-05-20T08:06:13Z,4292128049,233,8,4292127981,56,Back,4292127983,285,,,,,,,,,,,,,,,,,6lc4nnqxwzi39yz3cd6b7p13p,Y. Takagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446263,8,7,1,0,23,27o8mdqno6jslcjb709sxjwyy,0,73.8,4.2,2023-05-20T08:06:09.561Z,2023-05-20T08:06:12Z,4292128033,56,Right,4292128043,233,9,4292128035,286,,,,,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446261,10,61,1,0,25,12tyw9yomy9n5cjd5po2ajx1q,1,26.2,95.3,2023-05-20T08:06:11.489Z,2023-05-20T08:06:11Z,4292128031,56,Back,,,,,,,,,,,,,,,,,,,,,,6lc4nnqxwzi39yz3cd6b7p13p,Y. Takagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446269,9,5,1,0,25,27o8mdqno6jslcjb709sxjwyy,1,75.6,-1.5,2023-05-20T08:06:12.078Z,2023-05-20T08:06:13Z,4292128055,56,Right,4292128067,233,11,4292128057,347,,,,,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446267,11,5,1,0,25,12tyw9yomy9n5cjd5po2ajx1q,0,24.4,101.5,2023-05-20T08:06:12.078Z,2023-05-20T08:27:46Z,4292128051,56,Back,4292128053,347,,4292128071,233,9,,,,,,,,,,,,,,,,6lc4nnqxwzi39yz3cd6b7p13p,Y. Takagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446311,10,1,1,0,34,27o8mdqno6jslcjb709sxjwyy,1,78.3,0,2023-05-20T08:06:21.244Z,2023-05-20T08:06:23Z,4292128259,107,,4292128271,212,13.4,4292128273,213,0.3,4292128261,56,Right,4292128265,140,90.4,4292128269,141,4.9,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446317,11,1,1,0,37,27o8mdqno6jslcjb709sxjwyy,0,93.5,4,2023-05-20T08:06:23.276Z,2023-05-20T08:10:38Z,4292128307,212,7.8,4292128309,213,2.9,4292132295,286,,4292132291,233,12,4292128305,141,6.2,4292128301,56,Right,4292132289,236,,4292128303,140,86.2,6ll3swg4tj5f8mw4k996adz2t,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446321,12,74,1,0,37,12tyw9yomy9n5cjd5po2ajx1q,1,16.8,96.5,2023-05-20T08:06:23.277Z,2023-05-20T08:10:40Z,4292132271,285,,4292134931,233,11,4292128319,56,Back,,,,,,,,,,,,,,,,6lc4nnqxwzi39yz3cd6b7p13p,Y. Takagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446333,12,5,1,0,40,27o8mdqno6jslcjb709sxjwyy,1,88.4,-1.6,2023-05-20T08:06:26.612Z,2023-05-20T08:06:27Z,4292128367,56,Right,4292128369,347,,4292128403,233,13,,,,,,,,,,,,,,,,6ll3swg4tj5f8mw4k996adz2t,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446327,13,5,1,0,40,12tyw9yomy9n5cjd5po2ajx1q,0,11.6,101.6,2023-05-20T08:06:26.612Z,2023-05-20T08:27:47Z,4292128413,233,12,4292128349,56,Back,4292128351,347,,,,,,,,,,,,,,,,,6lc4nnqxwzi39yz3cd6b7p13p,Y. Takagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446379,13,1,1,0,45,27o8mdqno6jslcjb709sxjwyy,1,89.9,0,2023-05-20T08:06:31.500Z,2023-05-20T08:06:34Z,4292128575,212,18.8,4292128567,107,,4292128571,140,94.0,4292128573,141,26.1,4292128577,213,1.3,4292128569,56,Center,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446389,14,61,1,0,48,27o8mdqno6jslcjb709sxjwyy,0,97.6,26.2,2023-05-20T08:06:34.388Z,2023-05-20T08:10:46Z,4292128607,56,Center,,,,,,,,,,,,,,,,,,,,,,6a51lu3ps4xpzaa1okrpf26ll,K. Tezuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446475,14,5,1,1,0,12tyw9yomy9n5cjd5po2ajx1q,1,-1,65.1,2023-05-20T08:06:46.596Z,2023-05-20T08:27:47Z,4292128915,233,15,4292128911,346,,4292128907,56,Back,,,,,,,,,,,,,,,,a0h7bps286z0f3sgnbkvpehg5,K. Chiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446471,15,5,1,1,0,27o8mdqno6jslcjb709sxjwyy,0,101,34.9,2023-05-20T08:06:46.596Z,2023-05-20T08:10:21Z,4292128919,233,14,4292128897,56,Center,4292128899,346,,,,,,,,,,,,,,,,,6a51lu3ps4xpzaa1okrpf26ll,K. Tezuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446503,15,1,1,1,4,12tyw9yomy9n5cjd5po2ajx1q,1,5.3,57.2,2023-05-20T08:06:50.498Z,2023-05-20T08:06:52Z,4292129025,124,,4292129029,140,17.0,4292129031,141,45.4,4292129033,212,14.7,4292129027,56,Back,4292129039,237,,4292129035,213,5.7,,,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446515,16,4,1,1,5,12tyw9yomy9n5cjd5po2ajx1q,1,17.5,39.1,2023-05-20T08:06:52.041Z,2023-05-20T08:11:02Z,4292134985,233,16,4292130081,294,,4292129359,152,,4292129081,56,Back,4292129357,13,,4292129363,285,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446549,16,4,1,1,5,27o8mdqno6jslcjb709sxjwyy,0,82.5,60.9,2023-05-20T08:06:52.042Z,2023-05-20T08:11:16Z,4292129225,152,,4292129221,13,,4292129223,56,Center,4292129229,286,,4292135023,233,16,4292135983,294,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446587,17,1,1,1,20,12tyw9yomy9n5cjd5po2ajx1q,1,16.2,45.4,2023-05-20T08:07:06.512Z,2023-05-20T08:11:49Z,4292129425,56,Back,4292129421,5,,4292129423,152,,4292129427,140,12.4,4292129433,213,1.8,4292129431,212,18.8,4292129429,141,72.4,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446597,18,1,1,1,21,12tyw9yomy9n5cjd5po2ajx1q,1,12.4,72.4,2023-05-20T08:07:07.617Z,2023-05-20T08:07:08Z,4292129467,212,13.4,4292129459,140,25.1,4292129471,213,6.2,4292129463,141,71.4,4292129457,56,Back,,,,,,,,,,a0h7bps286z0f3sgnbkvpehg5,K. Chiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446615,19,1,1,1,22,12tyw9yomy9n5cjd5po2ajx1q,1,25,70.5,2023-05-20T08:07:08.841Z,2023-05-20T08:07:11Z,4292129543,56,Back,4292129545,140,8.4,4292129551,213,3.9,4292129549,212,24.0,4292129547,141,46.3,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446621,20,1,1,1,25,12tyw9yomy9n5cjd5po2ajx1q,1,11.9,44.2,2023-05-20T08:07:11.561Z,2023-05-20T08:07:12Z,4292129585,212,15.8,4292129581,140,20.9,4292129583,141,62.9,4292129587,213,0.9,4292129579,56,Back,,,,,,,,,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446645,21,1,1,1,26,12tyw9yomy9n5cjd5po2ajx1q,1,21.5,63.9,2023-05-20T08:07:12.793Z,2023-05-20T08:07:15Z,4292129669,56,Back,4292129675,212,13.3,4292129679,213,2.6,4292129671,140,10.9,4292129673,141,74.7,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446657,22,1,1,1,28,12tyw9yomy9n5cjd5po2ajx1q,1,9.1,76.1,2023-05-20T08:07:15.161Z,2023-05-20T08:07:18Z,4292129737,141,51.8,4292129739,212,16.7,4292129741,213,4.6,4292129735,140,7.0,4292129733,56,Back,,,,,,,,,,a0h7bps286z0f3sgnbkvpehg5,K. Chiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446669,23,1,1,1,31,12tyw9yomy9n5cjd5po2ajx1q,1,7,53.4,2023-05-20T08:07:18.113Z,2023-05-20T08:07:22Z,4292129855,1,,4292129853,213,0.5,4292129851,212,43.2,4292129843,155,,4292129845,56,Back,4292129847,140,43.7,4292129849,141,82.0,,,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446679,24,1,1,1,35,12tyw9yomy9n5cjd5po2ajx1q,0,42.4,83.6,2023-05-20T08:07:22.137Z,2023-05-20T08:12:54Z,4292129909,212,22.3,4292129911,213,5.9,4292129907,141,70.2,4292129905,140,61.8,4292129903,56,Center,4292129901,3,,,,,,,,6lc4nnqxwzi39yz3cd6b7p13p,Y. Takagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446681,17,49,1,1,37,27o8mdqno6jslcjb709sxjwyy,1,37.6,29.2,2023-05-20T08:07:24.092Z,2023-05-20T08:07:24Z,,,,,,,,,,,,,,,,,,,,,,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446699,18,1,1,1,38,27o8mdqno6jslcjb709sxjwyy,1,37.6,29.2,2023-05-20T08:07:24.397Z,2023-05-20T08:07:27Z,4292129977,213,2.7,4292129969,56,Back,4292129975,212,21.7,4292129973,141,43.0,4292129971,140,19.0,,,,,,,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446717,19,1,1,1,41,27o8mdqno6jslcjb709sxjwyy,1,19,41.5,2023-05-20T08:07:27.484Z,2023-05-20T08:07:40Z,4292130041,56,Back,4292130043,140,21.8,4292130049,213,5.2,4292130045,141,33.4,4292130047,212,6.2,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446725,20,1,1,1,43,27o8mdqno6jslcjb709sxjwyy,1,21.8,33.4,2023-05-20T08:07:29.765Z,2023-05-20T08:07:31Z,4292130069,141,17.9,4292130067,140,24.6,4292130065,56,Back,4292130071,212,10.9,4292130073,213,5.0,,,,,,,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446743,21,1,1,1,44,27o8mdqno6jslcjb709sxjwyy,1,24.6,17.9,2023-05-20T08:07:30.861Z,2023-05-20T08:13:27Z,4292130133,56,Back,4292130135,140,17.8,4292130137,141,50.3,4292130141,213,1.9,4292130139,212,23.2,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446769,22,1,1,1,47,27o8mdqno6jslcjb709sxjwyy,1,17.8,50.3,2023-05-20T08:07:34.157Z,2023-05-20T08:13:33Z,4292130247,213,1.4,4292130241,140,20.5,4292130243,141,71.7,4292130245,212,14.8,4292130239,56,Back,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446785,23,1,1,1,51,27o8mdqno6jslcjb709sxjwyy,1,19.6,70.6,2023-05-20T08:07:37.404Z,2023-05-20T08:07:39Z,4292130317,140,13.6,4292130319,141,51.5,4292130323,213,4.3,4292130321,212,14.4,4292130315,56,Back,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446823,24,1,1,1,56,27o8mdqno6jslcjb709sxjwyy,0,16.2,49.9,2023-05-20T08:07:42.725Z,2023-05-20T08:07:48Z,4292130475,1,,4292130471,213,5.8,4292130459,56,Right,4292130457,155,,4292130463,141,9.4,4292130461,140,61.6,4292130467,212,55.1,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446817,25,44,1,1,59,12tyw9yomy9n5cjd5po2ajx1q,1,36.7,90.4,2023-05-20T08:07:46.129Z,2023-05-20T08:07:48Z,4292130435,56,Back,4292130495,233,25,4292130437,285,,,,,,,,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446827,25,44,1,1,59,27o8mdqno6jslcjb709sxjwyy,0,63.3,9.6,2023-05-20T08:07:46.130Z,2023-05-20T08:07:49Z,4292130487,56,Right,4292130489,286,,4292130549,233,25,,,,,,,,,,,,,,,,6ll3swg4tj5f8mw4k996adz2t,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446835,26,1,1,2,0,12tyw9yomy9n5cjd5po2ajx1q,0,36.5,92.3,2023-05-20T08:07:46.370Z,2023-05-20T08:15:06Z,4292130519,140,56.7,4292130517,56,Center,4292130521,141,69.5,4292130523,212,26.3,4292130515,3,,4292130525,213,5.7,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551449357,77,61,1,2,1,27o8mdqno6jslcjb709sxjwyy,0,43.4,30.1,2023-05-20T08:07:47.817Z,2023-05-20T08:15:25Z,4292142561,56,Back,,,,,,,,,,,,,,,,,,,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446855,27,49,1,2,5,12tyw9yomy9n5cjd5po2ajx1q,1,59.3,63.1,2023-05-20T08:07:51.465Z,2023-05-20T08:07:51Z,,,,,,,,,,,,,,,,,,,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446881,28,1,1,2,6,12tyw9yomy9n5cjd5po2ajx1q,1,58.7,63.1,2023-05-20T08:07:52.697Z,2023-05-20T08:07:55Z,4292130653,56,Center,4292130655,140,55.0,4292130659,212,8.4,4292130661,213,4.2,4292130657,141,52.1,,,,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446889,29,1,1,2,8,12tyw9yomy9n5cjd5po2ajx1q,0,55.4,49,2023-05-20T08:07:54.912Z,2023-05-20T08:15:31Z,4292130685,140,65.3,4292130691,213,5.3,4292130689,212,18.8,4292130683,56,Center,4292130687,141,25.9,,,,,,,,,,a24vimk2li0nbswdipoih6gkq,H. Akiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446905,26,49,1,2,13,27o8mdqno6jslcjb709sxjwyy,1,37.6,79.9,2023-05-20T08:07:59.773Z,2023-05-20T08:07:59Z,,,,,,,,,,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446921,27,1,1,2,13,27o8mdqno6jslcjb709sxjwyy,0,37.6,79.9,2023-05-20T08:08:00.036Z,2023-05-20T08:15:59Z,4292130781,1,,4292130777,212,38.4,4292130779,213,0.1,4292130775,141,83.6,4292130771,56,Left,4292130773,140,74.1,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551446929,31,49,1,2,16,12tyw9yomy9n5cjd5po2ajx1q,1,24.7,9.2,2023-05-20T08:08:02.441Z,2023-05-20T08:08:02Z,,,,,,,,,,,,,,,,,,,,,,,,,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
