id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2542844655,37,1,1,0,31,2cwez3hk2i75ope3qyu54cqh1,0,57.8,4.2,2023-05-03T06:04:48.266Z,2023-05-03T06:10:01Z,4246281509,3,,4246281519,213,0.4,4246281513,140,70.4,4246281511,56,Right,4246281515,141,13.4,4246281517,212,14.6,,,,,,,11xe4cn95zc9a5s4gtfd6kcgk,R. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843209,6,1,1,0,31,27o8mdqno6jslcjb709sxjwyy,0,25.6,89.9,2023-05-03T06:04:48.443Z,2023-05-03T06:04:52Z,4246271343,213,5.5,4246271341,212,20.0,4246271345,1,,4246271335,56,Back,4246271333,157,,4246271337,140,38.8,4246271339,141,68.7,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843237,12,4,1,0,36,2cwez3hk2i75ope3qyu54cqh1,1,58.7,32,2023-05-03T06:04:53.065Z,2023-05-03T06:04:56Z,4246271503,286,,4246271501,152,,4246271497,294,,4246271499,56,Center,4246271509,233,7,4246271495,13,,,,,,,,crytuzcclp9vswqsnwwkvubit,T. Kida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843233,7,4,1,0,36,27o8mdqno6jslcjb709sxjwyy,0,41.3,68,2023-05-03T06:04:53.066Z,2023-05-03T06:04:56Z,4246271467,56,Back,4246271469,152,,4246271471,285,,4246271463,13,,4246271465,294,,4246271515,233,12,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843265,13,1,1,0,40,2cwez3hk2i75ope3qyu54cqh1,1,61.7,50.7,2023-05-03T06:04:57.784Z,2023-05-09T15:13:39Z,4246271603,152,,4246271601,5,,4246271605,56,Center,4246279135,189,,4246271613,213,3.4,4246271611,212,8.6,4246271609,141,47.4,4246271607,140,53.8,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843269,14,1,1,0,43,2cwez3hk2i75ope3qyu54cqh1,1,52.8,46.1,2023-05-03T06:05:00.440Z,2023-05-03T06:05:02Z,4246271631,140,40.1,4246271633,141,70.0,4246271635,212,21.0,4246271637,213,2.3,4246271629,56,Back,,,,,,,,,,6dg5uo3zb4fti2k3i8qe7urbp,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843283,15,1,1,0,44,2cwez3hk2i75ope3qyu54cqh1,1,40.1,70,2023-05-03T06:05:01.864Z,2023-05-03T06:05:04Z,4246271695,212,26.8,4246271691,140,23.9,4246271693,141,39.5,4246271689,56,Back,4246271697,213,4.0,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843295,16,1,1,0,47,2cwez3hk2i75ope3qyu54cqh1,1,23.9,39.5,2023-05-03T06:05:04.440Z,2023-05-03T06:05:15Z,4246271753,212,18.2,4246271749,140,31.1,4246271751,141,15.2,4246271755,213,5.1,4246271747,56,Back,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843345,17,1,1,0,48,2cwez3hk2i75ope3qyu54cqh1,1,31.1,15.2,2023-05-03T06:05:05.673Z,2023-05-03T06:05:15Z,4246271969,141,43.1,4246271965,56,Back,4246271971,212,22.1,4246271973,213,2.1,4246271967,140,20.3,,,,,,,,,,4d97t25ita5v6jzni0vpnixg5,S. Hatanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843361,18,1,1,0,58,2cwez3hk2i75ope3qyu54cqh1,1,21.4,47.5,2023-05-03T06:05:15.673Z,2023-05-03T06:10:43Z,4246272035,56,Back,4246272039,141,67.9,4246272037,140,19.0,4246272041,212,14.1,4246272043,213,1.8,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843385,19,1,1,1,0,2cwez3hk2i75ope3qyu54cqh1,0,18.7,70.2,2023-05-03T06:05:17.640Z,2023-05-03T06:05:21Z,4246272139,141,70.3,4246272137,140,73.6,4246272135,56,Center,4246272133,155,,4246272143,213,0.0,4246272141,212,57.6,4246272145,1,,,,,6dg5uo3zb4fti2k3i8qe7urbp,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843395,8,59,1,1,5,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-03T06:05:22.438Z,2023-05-03T06:11:20Z,4246272175,56,Back,,,,,,,,,,,,,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542845991,60,49,1,1,6,27o8mdqno6jslcjb709sxjwyy,1,25.2,36.7,2023-05-03T06:05:23.321Z,2023-05-03T06:11:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843409,9,1,1,1,7,27o8mdqno6jslcjb709sxjwyy,0,23.1,31.8,2023-05-03T06:05:24.124Z,2023-05-03T06:11:36Z,4246272209,157,,4246272213,140,56.3,4246272211,56,Center,4246272215,141,28.2,4246272221,1,,4246272219,213,6.2,4246272217,212,34.9,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843425,20,49,1,1,8,2cwez3hk2i75ope3qyu54cqh1,1,39.9,72.4,2023-05-03T06:05:25.865Z,2023-05-03T06:11:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3v695dpbm6bdgifkyhlie6kbu,J. Fujita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843455,21,1,1,1,8,2cwez3hk2i75ope3qyu54cqh1,1,39.9,72.4,2023-05-03T06:05:25.885Z,2023-05-03T06:05:28Z,4246272387,212,17.4,4246272381,56,Left,4246272383,140,55.3,4246272385,141,82.0,4246272389,213,0.4,,,,,,,,,,3v695dpbm6bdgifkyhlie6kbu,J. Fujita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843457,22,50,1,1,9,2cwez3hk2i75ope3qyu54cqh1,1,60.3,78.6,2023-05-03T06:05:26.861Z,2023-05-03T06:05:29Z,4246272443,233,10,4246272395,286,,4246272393,56,Center,,,,,,,,,,,,,,,,enfnckq0atgnq0ky2xokmzizt,T. Nishimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843449,10,7,1,1,9,27o8mdqno6jslcjb709sxjwyy,1,39.7,21.4,2023-05-03T06:05:26.862Z,2023-05-09T15:14:31Z,4246272417,233,22,4246272365,285,,4246272363,56,Back,4264850223,383,,,,,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542846761,80,1,1,1,11,27o8mdqno6jslcjb709sxjwyy,0,54.4,7.7,2023-05-03T06:05:28.708Z,2023-05-09T22:00:45Z,4246289555,141,7.5,4246289553,140,55.7,4246289551,56,Right,4265348539,233,23,4264850795,236,,4246289557,212,1.4,4264850797,286,,4246289559,213,6.2,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843473,23,74,1,1,11,2cwez3hk2i75ope3qyu54cqh1,1,45.9,92.7,2023-05-03T06:05:28.709Z,2023-05-09T22:00:45Z,4265348547,233,80,4264850753,285,,4246272477,56,Back,,,,,,,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843483,11,5,1,1,14,27o8mdqno6jslcjb709sxjwyy,1,44.3,-1.8,2023-05-03T06:05:31.550Z,2023-05-03T06:05:32Z,4246272501,347,,4246272499,56,Back,4246272507,233,24,,,,,,,,,,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843477,24,5,1,1,14,2cwez3hk2i75ope3qyu54cqh1,0,55.7,101.8,2023-05-03T06:05:31.550Z,2023-05-03T08:13:52Z,4246272483,56,Left,4246272525,233,11,4246272485,347,,,,,,,,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843561,12,1,1,1,24,27o8mdqno6jslcjb709sxjwyy,1,42,0,2023-05-03T06:05:41.425Z,2023-05-03T06:05:45Z,4246272807,213,2.3,4246272799,56,Back,4246272801,140,28.0,4246272803,141,20.4,4246272805,212,21.2,4246272797,107,,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843581,13,1,1,1,28,27o8mdqno6jslcjb709sxjwyy,1,27.8,22.1,2023-05-03T06:05:45.403Z,2023-05-03T06:05:48Z,4246272873,213,2.4,4246272871,212,22.7,4246272867,140,12.3,4246272869,141,45.4,4246272865,56,Back,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843601,14,1,1,1,31,27o8mdqno6jslcjb709sxjwyy,1,12.9,47.2,2023-05-03T06:05:48.476Z,2023-05-03T06:05:51Z,4246272997,56,Back,4246273005,213,6.1,4246273003,212,12.6,4246273001,141,44.3,4246272999,140,24.8,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843627,15,1,1,1,34,27o8mdqno6jslcjb709sxjwyy,1,25.1,44.3,2023-05-03T06:05:51.013Z,2023-05-03T06:05:53Z,4246273105,141,32.2,4246273103,140,22.6,4246273101,56,Back,4246273109,213,4.4,4246273107,212,8.6,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843645,16,1,1,1,36,27o8mdqno6jslcjb709sxjwyy,1,22.5,31.3,2023-05-03T06:05:53.348Z,2023-05-03T06:18:15Z,4246273191,213,6.0,4246273193,1,,4246273183,56,Right,4246273181,155,,4246273185,140,72.2,4246273187,141,8.6,4246273189,212,54.4,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843649,17,3,1,1,39,27o8mdqno6jslcjb709sxjwyy,0,75.3,10.9,2023-05-03T06:05:56.537Z,2023-05-09T15:16:04Z,4264853541,465,,4246273209,286,,4246273371,233,25,4246273207,56,Right,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843675,25,7,1,1,39,2cwez3hk2i75ope3qyu54cqh1,1,24.7,89.1,2023-05-03T06:05:56.538Z,2023-05-09T15:16:06Z,4246273329,285,,4264853621,383,,4246273351,233,17,4246273327,56,Back,,,,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843679,26,50,1,1,41,2cwez3hk2i75ope3qyu54cqh1,1,17.1,90.8,2023-05-03T06:05:58.840Z,2023-05-03T06:06:00Z,4246273343,56,Back,4246273345,285,,4246273373,233,18,,,,,,,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843671,18,7,1,1,41,27o8mdqno6jslcjb709sxjwyy,0,82.9,9.2,2023-05-03T06:05:58.841Z,2023-05-09T15:16:12Z,4246273319,56,Right,4264853865,383,,4246273321,286,,4246273363,233,26,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843685,27,49,1,1,42,2cwez3hk2i75ope3qyu54cqh1,1,18.9,88.4,2023-05-03T06:05:59.833Z,2023-05-03T06:06:00Z,,,,,,,,,,,,,,,,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843705,28,1,1,1,43,2cwez3hk2i75ope3qyu54cqh1,1,18.5,86.9,2023-05-03T06:06:00.345Z,2023-05-03T06:06:03Z,4246273457,140,8.1,4246273463,213,4.3,4246273461,212,25.1,4246273455,56,Back,4246273459,141,53.7,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843715,29,1,1,1,45,2cwez3hk2i75ope3qyu54cqh1,1,8.1,53.7,2023-05-03T06:06:02.857Z,2023-05-03T06:06:05Z,4246273511,56,Back,4246273513,140,28.4,4246273515,141,69.7,4246273519,213,0.5,4246273517,212,23.9,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843731,30,1,1,1,48,2cwez3hk2i75ope3qyu54cqh1,1,29.6,72.1,2023-05-03T06:06:05.320Z,2023-05-03T06:06:09Z,4246273607,213,1.0,4246273601,140,38.2,4246273603,141,93.6,4246273599,56,Back,4246273605,212,17.2,,,,,,,,,,3v695dpbm6bdgifkyhlie6kbu,J. Fujita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843757,31,1,1,1,52,2cwez3hk2i75ope3qyu54cqh1,0,53.9,93,2023-05-03T06:06:09.099Z,2023-05-03T06:06:13Z,4246273735,1,,4246273731,212,72.5,4246273733,213,5.2,4246273727,140,85.9,4246273729,141,0.0,4246273725,56,Right,4246273723,196,,4246273721,155,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843767,19,5,1,1,56,27o8mdqno6jslcjb709sxjwyy,1,14.9,101.7,2023-05-03T06:06:13.820Z,2023-05-03T08:13:53Z,4246273787,56,Back,4246273803,233,32,4246273789,347,,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843763,32,5,1,1,56,2cwez3hk2i75ope3qyu54cqh1,0,85.1,-1.7,2023-05-03T06:06:13.820Z,2023-05-03T06:06:15Z,4246273755,347,,4246273817,233,19,4246273753,56,Right,,,,,,,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843867,20,1,1,2,12,27o8mdqno6jslcjb709sxjwyy,1,21.2,100,2023-05-03T06:06:29.620Z,2023-05-03T06:06:34Z,4246274297,140,35.7,4246274299,141,95.9,4246274303,213,6.0,4246274301,212,15.8,4246274293,107,,4246274295,56,Back,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843869,21,61,1,2,17,27o8mdqno6jslcjb709sxjwyy,1,35.7,95.9,2023-05-03T06:06:34.181Z,2023-05-03T06:06:34Z,4246274311,56,Back,,,,,,,,,,,,,,,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843919,22,1,1,2,18,27o8mdqno6jslcjb709sxjwyy,1,29.9,96.8,2023-05-03T06:06:35.684Z,2023-05-03T06:19:32Z,4246274539,212,44.3,4246274537,141,90.2,4246274531,56,Left,4246274535,140,71.9,4246274527,155,,4246274543,1,,4246274541,213,6.2,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843945,23,1,1,2,23,27o8mdqno6jslcjb709sxjwyy,1,91.7,76.7,2023-05-03T06:06:40.893Z,2023-05-09T15:17:31Z,4246275777,154,,4246274719,140,87.5,4246276137,195,,4246274717,56,Center,4246275779,22,,4246274723,212,13.8,4246274721,141,57.5,4246274725,213,4.4,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,1,4246275773,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
