id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2548498259,3,5,1,0,24,3vfso415vj7uitnunviuzdyg3,1,-1.2,87.4,2023-05-14T07:04:34.077Z,2023-05-14T07:04:37Z,4276466489,346,,4276466505,233,9,4276466487,56,Back,,,,,,,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498257,9,5,1,0,24,92br3632xgmc25jvr0jesfvl6,0,101.2,12.6,2023-05-14T07:04:34.077Z,2023-05-14T07:04:35Z,4276466513,233,3,4276466485,346,,4276466483,56,Right,,,,,,,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498297,4,1,1,0,35,3vfso415vj7uitnunviuzdyg3,1,3.6,51,2023-05-14T07:04:45.458Z,2023-05-14T07:04:50Z,4276466709,124,,4276466713,140,11.2,4276466715,141,37.3,4276466719,213,5.4,4276466711,56,Back,4276466717,212,12.3,4276466723,237,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498307,5,1,1,0,40,3vfso415vj7uitnunviuzdyg3,1,9,36.7,2023-05-14T07:04:50.001Z,2023-05-14T07:04:51Z,4276466763,140,14.1,4276466765,141,71.4,4276466761,56,Back,4276466769,212,24.2,4276466773,213,1.3,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498309,6,1,1,0,41,3vfso415vj7uitnunviuzdyg3,1,22.7,68.2,2023-05-14T07:04:51.488Z,2023-05-14T07:04:52Z,4276466779,140,31.2,4276466777,56,Back,4276466781,141,50.6,4276466783,212,14.9,4276466785,213,5.4,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498323,7,1,1,0,42,3vfso415vj7uitnunviuzdyg3,1,31.2,50.6,2023-05-14T07:04:52.005Z,2023-05-14T07:04:56Z,4276466833,140,27.2,4276466837,212,15.9,4276466835,141,73.2,4276466831,56,Back,4276466839,213,1.8,,,,,,,,,,8wnmymj8du9xj1jhp90qs366s,K. Yasui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498331,8,1,1,0,46,3vfso415vj7uitnunviuzdyg3,1,28.1,65.7,2023-05-14T07:04:56.428Z,2023-05-14T07:04:58Z,4276466881,212,10.2,4276466877,140,30.8,4276466875,56,Back,4276466883,213,5.0,4276466879,141,51.3,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498337,9,1,1,0,48,3vfso415vj7uitnunviuzdyg3,1,32,52.5,2023-05-14T07:04:57.947Z,2023-05-14T07:05:01Z,4276466921,141,72.9,4276466923,212,14.0,4276466917,56,Back,4276466925,213,1.7,4276466919,140,30.4,,,,,,,,,,8wnmymj8du9xj1jhp90qs366s,K. Yasui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498345,10,1,1,0,51,3vfso415vj7uitnunviuzdyg3,1,37.5,82,2023-05-14T07:05:01.152Z,2023-05-14T07:05:03Z,4276466967,213,6.1,4276466963,141,75.1,4276466965,212,22.2,4276466961,140,58.2,4276466959,56,Center,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498343,10,43,1,0,53,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-05-14T07:05:02.929Z,2023-05-14T07:06:15Z,4276468689,144,8,4276466957,56,Back,,,,,,,,,,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498347,11,1,1,0,53,3vfso415vj7uitnunviuzdyg3,1,58.2,75.1,2023-05-14T07:05:02.955Z,2023-05-14T07:06:17Z,4276466985,213,3.3,4276466983,212,14.3,4276466993,156,,4276466979,140,44.8,4276466981,141,71.7,4276466977,56,Back,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498363,12,1,1,0,55,3vfso415vj7uitnunviuzdyg3,1,45.6,66.3,2023-05-14T07:05:05.204Z,2023-05-14T07:05:10Z,4276467081,56,Right,4276467089,213,4.9,4276467083,140,51.9,4276467087,212,32.0,4276467085,141,20.3,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498367,13,1,1,1,0,3vfso415vj7uitnunviuzdyg3,1,59.6,21.9,2023-05-14T07:05:10.311Z,2023-05-14T07:05:12Z,4276467109,140,61.4,4276467115,213,1.5,4276467107,56,Center,4276467113,212,17.9,4276467111,141,48.1,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498373,14,1,1,1,3,3vfso415vj7uitnunviuzdyg3,0,62,47,2023-05-14T07:05:12.800Z,2023-05-14T07:05:15Z,4276467153,213,0,4276467147,140,71.7,4276467145,56,Center,4276467149,141,47.0,4276467151,212,10.2,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498375,11,8,1,1,4,92br3632xgmc25jvr0jesfvl6,1,25.9,56.9,2023-05-14T07:05:13.843Z,2023-05-18T11:09:44Z,4287501339,384,,4276467157,56,Back,,,,,,,,,,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498383,12,49,1,1,5,92br3632xgmc25jvr0jesfvl6,1,29.3,54.8,2023-05-14T07:05:15.042Z,2023-05-18T11:09:46Z,,,,,,,,,,,,,,,,,,,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498393,13,1,1,1,6,92br3632xgmc25jvr0jesfvl6,1,29.3,54.8,2023-05-14T07:05:16.299Z,2023-05-14T07:05:17Z,4276467231,213,5.2,4276467229,212,13.7,4276467227,141,36.6,4276467225,140,35.0,4276467223,56,Back,,,,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498403,14,1,1,1,7,92br3632xgmc25jvr0jesfvl6,1,35,36.6,2023-05-14T07:05:17.419Z,2023-05-14T07:05:20Z,4276467287,212,13.8,4276467285,141,23.9,4276467281,140,24.8,4276467289,213,3.8,4276467277,56,Back,,,,,,,,,,2shd4ptk7rfpalkpnrfodgded,T. Usami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498417,15,1,1,1,10,92br3632xgmc25jvr0jesfvl6,0,24.8,23.9,2023-05-14T07:05:20.090Z,2023-05-14T07:05:25Z,4276467365,141,43.3,4276467363,140,52.5,4276467367,212,31.9,4276467361,56,Center,4276467359,155,,4276467369,213,0.4,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498427,15,44,1,1,13,3vfso415vj7uitnunviuzdyg3,1,46.6,52.6,2023-05-14T07:05:22.802Z,2023-05-18T11:10:14Z,4276467407,233,16,4276467399,56,Back,4276467401,285,,,,,,,,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498423,16,44,1,1,13,92br3632xgmc25jvr0jesfvl6,0,53.4,47.4,2023-05-14T07:05:22.803Z,2023-05-18T11:10:15Z,4276467395,286,,4276467393,56,Center,4276467425,233,15,,,,,,,,,,,,,,,,4g3jv6nwzqmv6tow2stbtrt1x,I. Jebali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498431,16,8,1,1,14,3vfso415vj7uitnunviuzdyg3,1,47.7,52.2,2023-05-14T07:05:24.234Z,2023-05-18T11:10:21Z,4287502387,384,,4276467413,56,Back,4276467601,15,,,,,,,,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498435,17,49,1,1,15,3vfso415vj7uitnunviuzdyg3,1,60.9,74.8,2023-05-14T07:05:24.615Z,2023-05-18T11:10:23Z,,,,,,,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498441,18,1,1,1,16,3vfso415vj7uitnunviuzdyg3,0,61,74.7,2023-05-14T07:05:26.153Z,2023-05-14T07:07:10Z,4276467495,212,20.3,4276467493,141,60.8,4276467497,213,5.8,4276467491,140,78.1,4276467487,56,Center,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498461,17,1,1,1,19,92br3632xgmc25jvr0jesfvl6,0,21.5,39.7,2023-05-14T07:05:28.955Z,2023-05-14T07:05:30Z,4276467563,140,35.0,4276467557,157,,4276467571,1,,4276467565,141,23.6,4276467561,56,Back,4276467569,213,5.6,4276467567,212,17.9,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498485,19,1,1,1,21,3vfso415vj7uitnunviuzdyg3,1,61.6,80,2023-05-14T07:05:30.804Z,2023-05-14T07:05:33Z,4276467673,141,69.9,4276467669,56,Center,4276467677,213,4.3,4276467675,212,7.4,4276467671,140,59.1,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498503,20,1,1,1,23,3vfso415vj7uitnunviuzdyg3,1,60,61.7,2023-05-14T07:05:33.238Z,2023-05-14T07:05:35Z,4276467775,212,25.4,4276467773,141,27.3,4276467769,56,Center,4276467777,213,4.3,4276467771,140,50.5,,,,,,,,,,8wnmymj8du9xj1jhp90qs366s,K. Yasui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498519,21,1,1,1,26,3vfso415vj7uitnunviuzdyg3,1,53.4,27,2023-05-14T07:05:35.797Z,2023-05-14T07:05:39Z,4276467851,140,67.2,4276467849,56,Right,4276467853,141,3.2,4276467857,213,5.4,4276467855,212,21.7,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498527,22,1,1,1,29,3vfso415vj7uitnunviuzdyg3,1,65.5,2.3,2023-05-14T07:05:39.050Z,2023-05-14T07:05:40Z,4276467891,140,62.5,4276467893,141,22.1,4276467897,213,1.8,4276467889,56,Center,4276467895,212,13.8,,,,,,,,,,a1uzi9vgpfy7qo1eay243dsk5,T. Sekine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498551,23,1,1,1,30,3vfso415vj7uitnunviuzdyg3,1,62.5,22.1,2023-05-14T07:05:40.337Z,2023-05-14T07:05:47Z,4276468041,213,3.6,4276468039,212,21.3,4276468033,56,Back,4276468037,141,7.0,4276468035,140,44.7,,,,,,,,,,8wnmymj8du9xj1jhp90qs366s,K. Yasui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498553,24,4,1,1,34,3vfso415vj7uitnunviuzdyg3,1,45.8,8.2,2023-05-14T07:05:44.298Z,2023-05-14T07:05:48Z,4276468061,233,18,4276468049,13,,4276468055,265,,4276468053,152,,4276468051,56,Back,4276468057,286,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498543,18,4,1,1,34,92br3632xgmc25jvr0jesfvl6,0,54.2,91.8,2023-05-14T07:05:44.299Z,2023-05-14T07:05:48Z,4276467987,56,Left,4276467991,265,,4276468081,233,24,4276467989,152,,4276467985,13,,4276467993,285,,,,,,,,4g3jv6nwzqmv6tow2stbtrt1x,I. Jebali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498575,19,17,1,1,40,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-05-14T07:05:49.804Z,2023-05-14T07:05:51Z,4276468155,392,,4276468153,31,,4276468157,13,243,,,,,,,,,,,,,,,,4g3jv6nwzqmv6tow2stbtrt1x,I. Jebali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498675,25,1,1,2,4,3vfso415vj7uitnunviuzdyg3,1,46,3.4,2023-05-14T07:06:13.818Z,2023-05-14T07:07:47Z,4276468673,212,20.2,4276468669,140,36.3,4276468675,213,2.1,4276468667,56,Back,4276470515,189,,4276468665,152,,4276468671,141,29.1,4276468663,5,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498685,26,1,1,2,5,3vfso415vj7uitnunviuzdyg3,1,36.1,36.3,2023-05-14T07:06:14.751Z,2023-05-14T07:06:17Z,4276468725,56,Back,4276468727,140,41.1,4276468733,213,1.4,4276468729,141,71.4,4276468731,212,24.4,,,,,,,,,,8wnmymj8du9xj1jhp90qs366s,K. Yasui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498699,27,1,1,2,7,3vfso415vj7uitnunviuzdyg3,1,41.5,70,2023-05-14T07:06:17.124Z,2023-05-14T07:06:20Z,4276468795,141,57.3,4276468793,140,36.6,4276468797,212,10.1,4276468791,56,Back,4276468799,213,4.2,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498721,28,1,1,2,11,3vfso415vj7uitnunviuzdyg3,1,32.5,51,2023-05-14T07:06:20.626Z,2023-05-14T07:06:23Z,4276468889,213,1.1,4276468881,56,Back,4276468885,141,72.9,4276468887,212,16.8,4276468883,140,39.9,,,,,,,,,,8wnmymj8du9xj1jhp90qs366s,K. Yasui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498743,29,1,1,2,13,3vfso415vj7uitnunviuzdyg3,0,40.5,73,2023-05-14T07:06:23.496Z,2023-05-14T07:06:29Z,4276468991,213,5.8,4276468985,140,89.3,4276468987,141,33.4,4276468983,56,Center,4276468989,212,57.9,4276468981,155,,4276468993,1,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498747,20,49,1,2,18,92br3632xgmc25jvr0jesfvl6,1,9.1,73.2,2023-05-14T07:06:28.251Z,2023-05-14T07:06:28Z,,,,,,,,,,,,,,,,,,,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498761,21,61,1,2,21,92br3632xgmc25jvr0jesfvl6,0,9.1,73.2,2023-05-14T07:06:31.403Z,2023-05-14T07:06:31Z,4276469043,56,Back,,,,,,,,,,,,,,,,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498773,22,6,1,2,23,92br3632xgmc25jvr0jesfvl6,0,9.9,69.9,2023-05-14T07:06:32.848Z,2023-05-18T11:11:44Z,4276469091,56,Back,4276469093,75,,4276469101,233,30,,,,,,,,,,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548498767,30,6,1,2,23,3vfso415vj7uitnunviuzdyg3,1,90.1,30.1,2023-05-14T07:06:32.848Z,2023-05-14T07:06:35Z,4276469075,75,,4276469097,233,22,4276469073,56,Center,,,,,,,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548499085,31,1,1,3,29,3vfso415vj7uitnunviuzdyg3,1,99.5,0.5,2023-05-14T07:07:39.128Z,2023-05-18T11:11:50Z,4287504871,20,,4276470391,224,,4276470395,140,89.0,4276470393,56,Center,4276470385,2,,4276470389,155,,4276470397,141,53.0,4276470399,212,37.4,3ihaypy0xs7cpw7ij61qislat,K. Iwao,4276470387,6,4276470403,1,4276470401,213,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548499087,32,61,1,3,32,3vfso415vj7uitnunviuzdyg3,1,89.7,45.8,2023-05-14T07:07:41.700Z,2023-05-18T11:12:14Z,4276470407,56,Center,,,,,,,,,,,,,,,,,,,,,,4pqi5vt820333t5zsj2refc2d,B. Linssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548499111,33,1,1,3,34,3vfso415vj7uitnunviuzdyg3,1,87,85.3,2023-05-14T07:07:44.103Z,2023-05-14T07:07:47Z,4276470511,213,3.2,4276470503,56,Left,4276470505,140,62.3,4276470509,212,26.0,4276470507,141,81.8,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548499123,34,1,1,3,37,3vfso415vj7uitnunviuzdyg3,1,62.6,81.5,2023-05-14T07:07:47.144Z,2023-05-14T07:07:49Z,4276470567,140,78.7,4276470575,212,20.2,4276470565,56,Left,4276470579,213,0.6,4276470571,141,97.8,,,,,,,,,,eo5kfco94g7az5x9dn2mtr78q,T. Ogiwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548499141,35,1,1,3,40,3vfso415vj7uitnunviuzdyg3,1,78.1,90.9,2023-05-14T07:07:49.748Z,2023-05-18T11:12:41Z,4276470685,141,59.0,4276470683,140,89.5,4287506211,386,,4276470687,212,24.8,4287506209,225,,4276470689,213,5.2,4276470677,2,,4276470681,56,Center,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,4287506213,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
