id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2530798817,6,27,1,0,16,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-09T05:03:47.592Z,2023-04-09T05:03:50Z,4175231693,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798857,6,28,1,0,25,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-09T05:03:56.415Z,2023-04-09T05:03:57Z,4175231817,55,5,4175231861,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798867,7,28,1,0,25,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-09T05:03:56.415Z,2023-04-09T05:03:57Z,4175231839,55,6,4175231871,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798939,7,68,1,0,35,bbt5nqwufsne7r0zfa6pvpmfa,0,0,0,2023-04-09T05:04:06.123Z,2023-04-09T05:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798949,8,68,1,0,36,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-09T05:04:07.141Z,2023-04-09T05:04:08Z,4175232161,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798971,9,43,1,0,39,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-09T05:04:10.548Z,2023-04-09T05:06:51Z,4175237885,144,49,,,,,,,,,,,,,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798997,10,1,1,0,39,12tyw9yomy9n5cjd5po2ajx1q,1,40.1,95.1,2023-04-09T05:04:10.899Z,2023-04-09T05:04:12Z,4175232351,140,21.2,4175232357,213,3.9,4175232355,212,28.3,4175232349,56,Back,4175232353,141,65.5,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799009,11,1,1,0,41,12tyw9yomy9n5cjd5po2ajx1q,1,20.5,65.1,2023-04-09T05:04:12.499Z,2023-04-09T05:04:13Z,4175232407,140,20.0,4175232409,141,28.3,4175232411,212,25.0,4175232405,56,Back,4175232413,213,4.7,,,,,,,,,,cqxevrqcel70m41ihup6kyac5,F. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799035,12,1,1,0,42,12tyw9yomy9n5cjd5po2ajx1q,1,20.6,28.5,2023-04-09T05:04:13.555Z,2023-04-09T05:04:17Z,4175232523,141,48.2,4175232519,140,4.3,4175232517,56,Back,4175232525,212,21.7,4175232527,213,2.5,,,,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799065,13,1,1,0,45,12tyw9yomy9n5cjd5po2ajx1q,1,8,46,2023-04-09T05:04:16.996Z,2023-04-09T05:04:20Z,4175232629,141,25.6,4175232627,140,10.1,4175232625,56,Back,4175232637,213,4.9,4175232635,212,14.0,,,,,,,,,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799079,14,1,1,0,49,12tyw9yomy9n5cjd5po2ajx1q,1,12.7,23,2023-04-09T05:04:20.387Z,2023-04-09T05:04:22Z,4175232681,212,15.6,4175232683,213,5.2,4175232675,56,Back,4175232679,141,2.5,4175232677,140,19.3,,,,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799093,15,1,1,0,50,12tyw9yomy9n5cjd5po2ajx1q,1,19.3,2.5,2023-04-09T05:04:22.020Z,2023-04-09T05:04:23Z,4175232761,213,0,4175232759,212,10.1,4175232757,141,2.5,4175232753,56,Back,4175232755,140,28.9,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799101,16,1,1,0,52,12tyw9yomy9n5cjd5po2ajx1q,1,29.4,2.5,2023-04-09T05:04:23.619Z,2023-04-09T05:04:25Z,4175232795,56,Back,4175232803,213,2.3,4175232797,140,23.8,4175232801,212,8.8,4175232799,141,12.2,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799113,17,1,1,0,53,12tyw9yomy9n5cjd5po2ajx1q,1,23.7,12,2023-04-09T05:04:24.964Z,2023-04-09T05:04:35Z,4175232837,212,10.1,4175232839,213,6.2,4175232833,140,33.2,4175232831,56,Back,4175232835,141,10.1,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799129,18,61,1,0,54,12tyw9yomy9n5cjd5po2ajx1q,0,31.1,9.7,2023-04-09T05:04:26.068Z,2023-04-09T05:10:07Z,4175232873,56,Back,,,,,,,,,,,,,,,,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799137,8,1,1,0,55,bbt5nqwufsne7r0zfa6pvpmfa,0,64.7,86.6,2023-04-09T05:04:26.920Z,2023-04-09T05:10:22Z,4175232897,140,75.7,4175232903,213,6.2,4175232895,56,Left,4175232899,141,85.6,4175232901,212,11.6,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530802017,99,8,1,0,56,12tyw9yomy9n5cjd5po2ajx1q,1,28.8,6.4,2023-04-09T05:04:27.423Z,2023-04-09T05:10:49Z,4175246765,56,Back,,,,,,,,,,,,,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799139,9,49,1,0,58,bbt5nqwufsne7r0zfa6pvpmfa,1,74.1,89.3,2023-04-09T05:04:29.945Z,2023-04-09T05:04:30Z,,,,,,,,,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799163,10,4,1,0,59,bbt5nqwufsne7r0zfa6pvpmfa,1,76.5,89.8,2023-04-09T05:04:30.283Z,2023-04-09T05:04:43Z,4175233049,286,,4175233047,152,,4175233043,295,,4175233055,233,19,4175233041,13,,4175233045,56,Left,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799159,19,4,1,0,59,12tyw9yomy9n5cjd5po2ajx1q,0,23.5,10.2,2023-04-09T05:04:30.284Z,2023-04-09T05:34:57Z,4175233061,233,10,4175233035,285,,4175233031,56,Back,4175233029,295,,4175233033,152,,4175233027,13,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799427,11,1,1,1,36,bbt5nqwufsne7r0zfa6pvpmfa,0,75.2,92.4,2023-04-09T05:05:07.848Z,2023-04-09T05:05:13Z,4175234113,140,95.9,4175234105,5,,4175234111,56,Center,4175234115,141,47.2,4175234103,2,,4175234109,152,,4175234107,155,,4175234183,233,20,196dypy60x08uuc7cltabdcr9,K. Yuruki,4175234121,1,4175234117,212,37.6,4175234119,213,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799439,20,11,1,1,41,12tyw9yomy9n5cjd5po2ajx1q,1,2.7,51.9,2023-04-09T05:05:12.484Z,2023-04-09T05:05:13Z,4175234157,56,Back,4175234187,233,11,4175234159,88,,,,,,,,,,,,,,,,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799509,21,1,1,1,47,12tyw9yomy9n5cjd5po2ajx1q,1,9.1,48.4,2023-04-09T05:05:18.804Z,2023-04-09T05:05:21Z,4175234429,123,,4175234437,212,16.6,4175234439,213,5.0,4175234433,140,14.1,4175234435,141,25.3,4175234431,56,Back,,,,,,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799557,22,1,1,1,50,12tyw9yomy9n5cjd5po2ajx1q,1,14.6,24.4,2023-04-09T05:05:21.125Z,2023-04-09T05:05:26Z,4175234623,140,3.7,4175234621,56,Back,4175234625,141,48.4,4175234627,212,19.9,4175234629,213,2.2,,,,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799607,23,1,1,1,54,12tyw9yomy9n5cjd5po2ajx1q,0,6.1,54.5,2023-04-09T05:05:26.020Z,2023-04-09T05:05:31Z,4175234835,155,,4175234847,1,,4175234843,212,45.2,4175234837,56,Back,4175234841,141,78.2,4175234839,140,46.3,4175234845,213,0.4,,,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799657,12,4,1,2,1,bbt5nqwufsne7r0zfa6pvpmfa,1,53.8,20.9,2023-04-09T05:05:32.552Z,2023-04-09T05:05:38Z,4175235033,152,,4175235027,13,,4175235029,294,,4175235031,56,Right,4175235035,286,,4175235053,233,24,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799643,24,4,1,2,1,12tyw9yomy9n5cjd5po2ajx1q,0,46.2,79.1,2023-04-09T05:05:32.553Z,2023-04-09T05:05:39Z,4175234979,152,,4175234977,56,Back,4175234975,294,,4175234973,13,,4175235081,233,12,4175234981,285,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799877,13,1,1,2,27,bbt5nqwufsne7r0zfa6pvpmfa,1,53.6,20,2023-04-09T05:05:58.281Z,2023-04-09T05:06:03Z,4175235929,56,Left,4175235927,152,,4175235921,5,,4175235935,212,53.2,4175235923,155,,4175235939,1,,4175235937,213,1.0,4175235933,141,87.2,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,4175235925,196,4175235931,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799889,14,44,1,2,31,bbt5nqwufsne7r0zfa6pvpmfa,1,79.8,89.8,2023-04-09T05:06:02.531Z,2023-04-09T05:06:05Z,4175236029,286,,4175236027,56,Left,4175236049,233,25,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799867,25,44,1,2,31,12tyw9yomy9n5cjd5po2ajx1q,0,20.2,10.2,2023-04-09T05:06:02.532Z,2023-04-09T05:06:06Z,4175235885,285,,4175236055,233,14,4175235883,56,Back,,,,,,,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799895,15,61,1,2,32,bbt5nqwufsne7r0zfa6pvpmfa,0,80.4,87.5,2023-04-09T05:06:03.328Z,2023-04-09T05:06:10Z,4175236043,56,Left,,,,,,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799901,16,5,1,2,32,bbt5nqwufsne7r0zfa6pvpmfa,0,87.2,101.2,2023-04-09T05:06:03.940Z,2023-04-09T05:34:53Z,4175236079,233,26,4175236065,56,Left,4175236067,347,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799893,26,5,1,2,32,12tyw9yomy9n5cjd5po2ajx1q,1,12.8,-1.2,2023-04-09T05:06:03.940Z,2023-04-09T05:06:06Z,4175236035,56,Back,4175236037,347,,4175236073,233,16,,,,,,,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799941,27,1,1,2,40,12tyw9yomy9n5cjd5po2ajx1q,1,8.6,0,2023-04-09T05:06:12.052Z,2023-04-09T05:06:14Z,4175236279,141,10.0,4175236277,140,22.1,4175236283,213,0.5,4175236275,56,Back,4175236273,107,,4175236281,212,16.4,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799955,28,1,1,2,42,12tyw9yomy9n5cjd5po2ajx1q,0,22,10,2023-04-09T05:06:13.955Z,2023-04-09T05:13:07Z,4175236337,141,8.2,4175236377,233,17,4175236341,213,4.9,4175236339,212,1.2,4175236333,56,Back,4175236381,286,,4175236335,140,22.2,4175236375,236,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799959,17,74,1,2,42,bbt5nqwufsne7r0zfa6pvpmfa,1,68.8,87.1,2023-04-09T05:06:13.956Z,2023-04-09T05:34:57Z,4175236357,285,,4175236355,56,Left,4175236385,233,28,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799969,18,49,1,2,44,bbt5nqwufsne7r0zfa6pvpmfa,1,77.3,94.2,2023-04-09T05:06:15.329Z,2023-04-09T05:13:34Z,,,,,,,,,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799973,19,1,1,2,44,bbt5nqwufsne7r0zfa6pvpmfa,0,77.3,94.2,2023-04-09T05:06:15.827Z,2023-04-09T05:13:35Z,4175236423,141,83.8,4175236425,212,7.1,4175236427,213,4.9,4175236421,140,78.3,4175236419,56,Left,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530803619,143,49,1,2,45,12tyw9yomy9n5cjd5po2ajx1q,1,27.5,10.2,2023-04-09T05:06:16.476Z,2023-04-09T05:13:53Z,,,,,,,,,,,,,,,,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800003,29,1,1,2,45,12tyw9yomy9n5cjd5po2ajx1q,1,16.9,11.7,2023-04-09T05:06:16.932Z,2023-04-09T05:06:20Z,4175236525,141,18.9,4175236521,56,Back,4175236523,140,27.1,4175236529,213,0.4,4175236527,212,11.8,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800005,30,61,1,2,48,12tyw9yomy9n5cjd5po2ajx1q,0,28.9,17.9,2023-04-09T05:06:19.175Z,2023-04-09T05:06:25Z,4175236533,56,Back,,,,,,,,,,,,,,,,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799997,20,43,1,2,48,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-09T05:06:19.176Z,2023-04-09T05:14:07Z,4175236511,56,Left,4175255223,144,7,4175236539,233,30,4175236513,286,0,,,,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799999,21,49,1,2,49,bbt5nqwufsne7r0zfa6pvpmfa,1,62.4,76.7,2023-04-09T05:06:20.201Z,2023-04-09T05:06:20Z,,,,,,,,,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800019,22,1,1,2,49,bbt5nqwufsne7r0zfa6pvpmfa,1,62.4,76.7,2023-04-09T05:06:20.504Z,2023-04-09T05:06:22Z,4175236595,140,44.1,4175236593,56,Back,4175236597,141,71.8,4175236599,212,19.5,4175236601,213,3.3,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800041,23,1,1,2,51,bbt5nqwufsne7r0zfa6pvpmfa,1,43.5,71.4,2023-04-09T05:06:22.280Z,2023-04-09T05:06:24Z,4175236683,56,Back,4175236689,212,22.1,4175236691,213,3.9,4175236687,141,50.0,4175236685,140,27.7,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800077,24,1,1,2,53,bbt5nqwufsne7r0zfa6pvpmfa,1,28.4,46,2023-04-09T05:06:24.488Z,2023-04-09T05:06:50Z,4175236887,141,10.0,4175236889,212,50.1,4175236891,213,5.8,4175236881,155,,4175236885,140,70.0,4175236893,1,,4175236883,56,Right,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800087,25,44,1,2,57,bbt5nqwufsne7r0zfa6pvpmfa,1,70.3,9.9,2023-04-09T05:06:28.137Z,2023-04-09T05:06:30Z,4175237017,233,31,4175236939,286,,4175236937,56,Right,,,,,,,,,,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800095,31,44,1,2,57,12tyw9yomy9n5cjd5po2ajx1q,0,29.7,90.1,2023-04-09T05:06:28.138Z,2023-04-09T05:14:47Z,4175236987,56,Back,4175237041,233,25,4175236989,285,,,,,,,,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800091,26,1,1,2,57,bbt5nqwufsne7r0zfa6pvpmfa,0,70,10,2023-04-09T05:06:28.632Z,2023-04-09T05:15:42Z,4175236967,213,1.3,4175236957,3,,4175236963,141,13.5,4175236959,56,Right,4175236961,140,70.6,4175236965,212,2.5,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800101,32,61,1,2,58,12tyw9yomy9n5cjd5po2ajx1q,1,29.4,90.2,2023-04-09T05:06:29.563Z,2023-04-09T05:15:43Z,4175237015,56,Back,,,,,,,,,,,,,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
