id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/14/value,assist
2540458469,393,10,1,43,19,83d6z6wvkzs3dx9oy3mftixow,1,1.8,52.2,2023-04-29T05:47:01.879Z,2023-05-03T16:01:50Z,4247185477,376,,4233601361,182,,4233601363,56,Back,4233601357,177,,4233601359,180,,4233601395,233,386,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458465,392,52,1,43,20,83d6z6wvkzs3dx9oy3mftixow,1,1.8,52.2,2023-04-29T05:47:02.458Z,2023-05-03T16:01:53Z,4247185601,376,,,,,,,,,,,,,,,,,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458499,394,1,1,43,25,83d6z6wvkzs3dx9oy3mftixow,1,11.6,47.9,2023-04-29T05:47:08.125Z,2023-05-03T16:01:59Z,4233601529,141,23.0,4233601527,140,20.0,4233601523,123,,4233601525,56,Back,4233601531,212,19.1,4247185847,189,,4233601533,213,5.2,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458519,395,1,1,43,31,83d6z6wvkzs3dx9oy3mftixow,1,33.9,22.2,2023-04-29T05:47:13.789Z,2023-04-29T05:47:16Z,4233601589,141,46.0,4233601585,140,27.5,4233601593,212,17.5,4233601597,213,2.0,4233601581,56,Back,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458535,396,1,1,43,34,83d6z6wvkzs3dx9oy3mftixow,1,25.1,42.2,2023-04-29T05:47:16.378Z,2023-04-29T05:47:19Z,4233601653,141,21.9,4233601651,140,26.9,4233601657,213,4.8,4233601655,212,13.9,4233601649,56,Back,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458537,397,1,1,43,37,83d6z6wvkzs3dx9oy3mftixow,0,25.9,13.4,2023-04-29T05:47:19.644Z,2023-04-29T05:47:20Z,4233601669,212,2.8,4233601665,140,28.4,4233601671,213,5.9,4233601663,56,Back,4233601661,155,,4233601667,141,12.0,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458539,387,61,1,43,38,bbt5nqwufsne7r0zfa6pvpmfa,1,72.6,91.2,2023-04-29T05:47:20.348Z,2023-04-29T05:47:20Z,4233601673,56,Left,,,,,,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458551,388,1,1,43,39,bbt5nqwufsne7r0zfa6pvpmfa,0,55,92,2023-04-29T05:47:21.890Z,2023-04-29T05:47:22Z,4233601711,141,83.9,4233601713,212,10.4,4233601709,140,63.4,4233601715,213,5.7,4233601707,56,Left,4233601705,3,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458559,398,8,1,43,42,83d6z6wvkzs3dx9oy3mftixow,1,39.9,16.2,2023-04-29T05:47:24.868Z,2023-05-03T16:02:33Z,4247187325,384,,4233601745,56,Back,,,,,,,,,,,,,,,,,,,2lwcix6j3nphfos61pidoxuj9,N. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458581,399,1,1,43,46,83d6z6wvkzs3dx9oy3mftixow,1,40.9,32.4,2023-04-29T05:47:29.110Z,2023-04-29T05:52:21Z,4233601805,140,56.3,4233601807,141,58.1,4233601803,56,Center,4233601809,212,23.8,4233601811,213,0.8,,,,,,,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458587,400,1,1,43,48,83d6z6wvkzs3dx9oy3mftixow,1,56.3,58.1,2023-04-29T05:47:30.280Z,2023-04-29T05:52:24Z,4233601855,213,1.4,4233601851,141,93.6,4233601853,212,24.3,4233601847,56,Left,4233601849,140,59.3,,,,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458603,401,1,1,43,49,83d6z6wvkzs3dx9oy3mftixow,1,59.2,93,2023-04-29T05:47:31.647Z,2023-04-29T05:47:35Z,4233601919,212,30.8,4233601917,141,86.8,4233601913,56,Left,4233601921,213,6.1,4233601915,140,88.3,,,,,,,,,,9w0brh9x5ez6yoiinh50g6y5m,T. Hata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458607,402,1,1,43,53,83d6z6wvkzs3dx9oy3mftixow,0,88.3,86.8,2023-04-29T05:47:35.623Z,2023-05-03T16:02:55Z,4233601929,2,,4233601939,212,19.2,4233601941,213,4.8,4247188367,225,,4247188371,72,,4233601935,140,89.8,4247188369,386,,4233601933,56,Center,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,4233601937,141,,,,,,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458619,389,12,1,43,55,bbt5nqwufsne7r0zfa6pvpmfa,1,12.4,41.7,2023-04-29T05:47:37.427Z,2023-04-29T05:48:09Z,4233602669,140,0.0,4233601993,56,Back,4233602675,213,4.0,4233602671,141,18.2,4233602673,212,21.3,4233602667,167,,,,,,,,3eyq5jpfdsk0zp1hhmono2wgl,L. Osaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458633,390,6,1,43,55,bbt5nqwufsne7r0zfa6pvpmfa,0,11.2,39.5,2023-04-29T05:47:37.689Z,2023-05-03T16:03:20Z,4233602045,73,,4233602063,233,403,4233602043,56,Back,,,,,,,,,,,,,,,,3eyq5jpfdsk0zp1hhmono2wgl,L. Osaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458627,403,6,1,43,55,83d6z6wvkzs3dx9oy3mftixow,1,88.8,60.5,2023-04-29T05:47:37.689Z,2023-04-29T05:47:39Z,4233602059,233,390,4233602025,56,Center,4233602027,73,,,,,,,,,,,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458837,405,1,1,44,37,83d6z6wvkzs3dx9oy3mftixow,0,99.5,99.3,2023-04-29T05:48:19.821Z,2023-05-03T16:03:06Z,4233602925,213,4.6,4233602913,155,,4233602911,6,,4233602917,56,Center,4233602921,141,58.7,4233602923,212,27.9,4233602915,223,,4233602909,2,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,4233602919,140,4247188813,20,,,,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459597,405,44,1,44,38,bbt5nqwufsne7r0zfa6pvpmfa,1,4.6,40.8,2023-04-29T05:48:21.241Z,2023-04-29T05:51:27Z,4233605707,56,Back,4233605715,233,421,4233605709,285,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459547,421,44,1,44,39,83d6z6wvkzs3dx9oy3mftixow,0,95.4,59.2,2023-04-29T05:48:21.242Z,2023-05-03T16:03:56Z,4233605607,56,Center,4233605725,233,405,4233605609,286,,,,,,,,,,,,,,,,,2lwcix6j3nphfos61pidoxuj9,N. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458843,391,12,1,44,39,bbt5nqwufsne7r0zfa6pvpmfa,1,4.4,43.5,2023-04-29T05:48:22.026Z,2023-04-29T05:54:14Z,4233602949,141,57.5,4233602947,140,15.1,4233602945,56,Back,4233602961,15,,4233602951,212,14.7,4233602953,213,0.7,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458859,392,4,1,44,45,bbt5nqwufsne7r0zfa6pvpmfa,1,14.5,58.2,2023-04-29T05:48:27.249Z,2023-04-29T05:51:35Z,4233603069,13,,4233603073,56,Back,4233603077,285,,4233603075,152,,4233603157,233,406,4233603307,294,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458877,406,4,1,44,45,83d6z6wvkzs3dx9oy3mftixow,0,85.5,41.8,2023-04-29T05:48:27.250Z,2023-04-29T05:48:49Z,4233603297,294,,4233603129,56,Center,4233603133,286,,4233603131,152,,4233603165,233,392,4233603125,13,,,,,,,,9w0brh9x5ez6yoiinh50g6y5m,T. Hata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540458937,393,70,1,45,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-29T05:48:42.539Z,2023-04-29T05:49:01Z,4233603383,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459005,394,1,1,45,26,bbt5nqwufsne7r0zfa6pvpmfa,0,10.1,53.9,2023-04-29T05:49:08.801Z,2023-05-03T16:04:35Z,4233603683,152,,4233603679,5,,4233603681,155,,4233603691,212,63.6,4233603693,213,0.2,4233603687,140,69.4,4233603695,1,,4233603685,56,Center,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,4233603689,141,,,,,,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459009,395,44,1,45,31,bbt5nqwufsne7r0zfa6pvpmfa,1,68.8,75.4,2023-04-29T05:49:13.599Z,2023-04-29T05:56:00Z,4233603775,233,407,4233603703,56,Center,4233603705,286,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459021,407,44,1,45,31,83d6z6wvkzs3dx9oy3mftixow,0,31.2,24.6,2023-04-29T05:49:13.600Z,2023-04-29T05:50:38Z,4233603761,233,395,4233603741,56,Back,4233603743,285,,,,,,,,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459017,396,61,1,45,31,bbt5nqwufsne7r0zfa6pvpmfa,1,69.4,73.3,2023-04-29T05:49:13.621Z,2023-04-29T05:54:09Z,4233603729,56,Center,,,,,,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459023,408,43,1,45,32,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-29T05:49:15.235Z,2023-04-29T05:50:32Z,4233603777,15,0,4233603757,56,Back,4233604973,144,8,,,,,,,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459029,409,49,1,45,35,83d6z6wvkzs3dx9oy3mftixow,1,10,14.1,2023-04-29T05:49:17.522Z,2023-04-29T05:49:17Z,,,,,,,,,,,,,,,,,,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459031,410,1,1,45,35,83d6z6wvkzs3dx9oy3mftixow,1,10,14.1,2023-04-29T05:49:17.685Z,2023-04-29T05:49:19Z,4233603789,56,Back,4233603795,212,21.0,4233603793,141,43.4,4233603791,140,3.8,4233603797,213,1.9,,,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459053,411,1,1,45,36,83d6z6wvkzs3dx9oy3mftixow,1,3.8,43.4,2023-04-29T05:49:19.140Z,2023-04-29T05:49:21Z,4233603869,1,,4233603859,56,Back,4233603865,212,37.0,4233603867,213,5.5,4233603857,157,,4233603863,141,6.1,4233603861,140,29.4,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459065,412,1,1,45,38,83d6z6wvkzs3dx9oy3mftixow,1,29.4,6.1,2023-04-29T05:49:21.006Z,2023-04-29T05:49:22Z,4233603919,213,0.6,4233603911,56,Back,4233603913,140,40.7,4233603917,212,14.0,4233603915,141,17.1,4233603909,155,,,,,,,,2lwcix6j3nphfos61pidoxuj9,N. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459071,413,1,1,45,40,83d6z6wvkzs3dx9oy3mftixow,1,40.7,17.1,2023-04-29T05:49:22.530Z,2023-04-29T05:49:23Z,4233603937,56,Back,4233603945,212,10.9,4233603939,140,30.4,4233603947,213,3.3,4233603941,141,14.9,,,,,,,,,,c7ukr0stxvyflr3xfod5zkpp0,A. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459073,414,50,1,45,41,83d6z6wvkzs3dx9oy3mftixow,1,30.2,12.2,2023-04-29T05:49:23.760Z,2023-04-29T05:49:25Z,4233604005,233,397,4233603953,285,,4233603951,56,Back,,,,,,,,,,,,,,,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459079,397,7,1,45,41,bbt5nqwufsne7r0zfa6pvpmfa,1,69.8,87.8,2023-04-29T05:49:23.761Z,2023-05-03T16:05:16Z,4233603997,233,414,4247195461,385,,4233603971,167,,4233603973,56,Left,4233603975,286,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459087,398,5,1,45,42,bbt5nqwufsne7r0zfa6pvpmfa,0,64.8,102,2023-04-29T05:49:24.496Z,2023-04-29T05:55:09Z,4233603989,347,,4233604009,233,415,4233603987,56,Left,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459083,415,5,1,45,42,83d6z6wvkzs3dx9oy3mftixow,1,35.2,-2,2023-04-29T05:49:24.496Z,2023-04-29T05:49:25Z,4233604001,233,398,4233603983,347,,4233603981,56,Back,,,,,,,,,,,,,,,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459127,416,1,1,45,47,83d6z6wvkzs3dx9oy3mftixow,0,35.2,0,2023-04-29T05:49:29.455Z,2023-05-03T16:05:30Z,4233604159,107,,4233604169,213,1.7,4233604165,141,28.0,4233604167,212,20.7,4233604161,56,Back,4233604163,140,31.7,,,,,,,2lwcix6j3nphfos61pidoxuj9,N. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459117,399,8,1,45,47,bbt5nqwufsne7r0zfa6pvpmfa,1,71.7,63.1,2023-04-29T05:49:29.985Z,2023-05-03T16:05:33Z,4233604129,56,Center,4247196097,383,,,,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459123,400,49,1,45,48,bbt5nqwufsne7r0zfa6pvpmfa,1,71.7,63.1,2023-04-29T05:49:30.529Z,2023-04-29T05:49:30Z,,,,,,,,,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459143,401,1,1,45,49,bbt5nqwufsne7r0zfa6pvpmfa,1,74.6,54.2,2023-04-29T05:49:31.425Z,2023-04-29T05:49:35Z,4233604233,213,1.3,4233604231,212,15.5,4233604229,141,76.1,4233604227,140,78.7,4233604225,56,Center,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459149,402,1,1,45,52,bbt5nqwufsne7r0zfa6pvpmfa,0,82.1,76.4,2023-04-29T05:49:34.931Z,2023-04-29T05:49:35Z,4233604265,140,88.6,4233604267,141,54.0,4233604271,213,5.1,4233604261,155,,4233604263,56,Center,4233604269,212,16.7,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459163,417,12,1,45,54,83d6z6wvkzs3dx9oy3mftixow,1,11.6,43.7,2023-04-29T05:49:36.399Z,2023-05-03T16:05:42Z,4233604315,141,0.0,4233604317,212,30.1,4233604363,15,,4233604313,140,14.5,4233604311,56,Back,4233604325,167,,4233604319,213,4.8,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459169,403,5,1,45,56,bbt5nqwufsne7r0zfa6pvpmfa,1,85.5,101.2,2023-04-29T05:49:38.935Z,2023-04-29T05:55:09Z,4233604337,347,,4233604359,233,418,4233604335,56,Left,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459165,418,5,1,45,56,83d6z6wvkzs3dx9oy3mftixow,0,14.5,-1.2,2023-04-29T05:49:38.935Z,2023-04-29T05:49:41Z,4233604323,347,,4233604321,56,Back,4233604367,233,403,,,,,,,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459229,404,30,1,46,5,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-29T05:49:47.551Z,2023-05-03T16:06:11Z,4233604513,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540459231,420,30,1,46,5,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-29T05:49:47.551Z,2023-05-03T16:06:08Z,4233604515,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461867,408,32,2,45,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-29T06:04:53.267Z,2023-05-03T16:06:23Z,4233615343,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461863,426,32,2,45,0,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-29T06:04:53.267Z,2023-04-29T06:04:53Z,4233615337,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461875,409,1,2,45,0,bbt5nqwufsne7r0zfa6pvpmfa,1,49.6,50.5,2023-04-29T06:04:53.367Z,2023-04-29T06:06:33Z,4233615385,279,S,4233615383,213,2.7,4233615379,141,63.1,4233615381,212,21.4,4233615373,56,Back,4233615377,140,30.9,,,,,,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461887,410,1,2,45,3,bbt5nqwufsne7r0zfa6pvpmfa,0,28.6,62.9,2023-04-29T06:04:57.194Z,2023-04-29T06:06:39Z,4233615457,1,,4233615447,56,Center,4233615453,212,48.3,4233615451,141,31.3,4233615455,213,5.8,4233615445,155,,4233615449,140,69.8,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461903,427,1,2,45,6,83d6z6wvkzs3dx9oy3mftixow,0,26.6,67.8,2023-04-29T06:04:59.797Z,2023-04-29T06:05:01Z,4233615525,56,Back,4233615523,3,,4233615527,140,32.0,4233615529,141,90.8,4233615533,213,1.2,4233615531,212,16.6,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461915,411,1,2,45,7,bbt5nqwufsne7r0zfa6pvpmfa,1,64.7,16.2,2023-04-29T06:05:00.842Z,2023-04-29T06:05:02Z,4233615577,56,Center,4233615575,3,,4233615585,213,0.8,4233615583,212,11.2,4233615581,141,28.0,4233615579,140,72.1,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461933,412,1,2,45,9,bbt5nqwufsne7r0zfa6pvpmfa,1,70.9,28.5,2023-04-29T06:05:02.346Z,2023-04-29T06:05:05Z,4233615639,141,29.5,4233615643,213,2.9,4233615641,212,2.5,4233615635,56,Center,4233615637,140,68.6,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461947,413,1,2,45,12,bbt5nqwufsne7r0zfa6pvpmfa,1,61.7,37.6,2023-04-29T06:05:05.482Z,2023-04-29T06:05:09Z,4233615705,141,67.9,4233615707,212,22.9,4233615703,140,52.2,4233615701,56,Center,4233615709,213,2.0,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461951,414,1,2,45,16,bbt5nqwufsne7r0zfa6pvpmfa,1,51.4,59,2023-04-29T06:05:09.818Z,2023-04-29T06:05:11Z,4233615727,140,44.4,4233615725,56,Back,4233615731,212,8.4,4233615733,213,3.6,4233615729,141,53.0,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461961,415,1,2,45,18,bbt5nqwufsne7r0zfa6pvpmfa,1,42.9,51.5,2023-04-29T06:05:11.482Z,2023-04-29T06:07:03Z,4233615783,213,4.5,4233615781,212,23.8,4233615779,141,17.1,4233615777,140,38.6,4233615775,56,Back,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461975,416,1,2,45,21,bbt5nqwufsne7r0zfa6pvpmfa,0,37.3,10.7,2023-04-29T06:05:14.971Z,2023-04-29T06:07:24Z,4233615819,1,,4233615817,213,6.2,4233615813,141,6.2,4233615811,140,67.8,4233615809,56,Right,4233615815,212,32.2,4233619453,155,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461981,428,49,2,45,23,83d6z6wvkzs3dx9oy3mftixow,1,37.6,93.6,2023-04-29T06:05:16.993Z,2023-04-29T06:05:17Z,,,,,,,,,,,,,,,,,,,,,,,,,9w0brh9x5ez6yoiinh50g6y5m,T. Hata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462003,429,1,2,45,24,83d6z6wvkzs3dx9oy3mftixow,1,42.6,95.1,2023-04-29T06:05:17.994Z,2023-04-29T06:05:24Z,4233615969,141,99.0,4233615967,140,56.6,4233615971,212,14.9,4233615975,213,0.2,4233615965,56,Left,,,,,,,,,,9w0brh9x5ez6yoiinh50g6y5m,T. Hata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462007,430,1,2,45,25,83d6z6wvkzs3dx9oy3mftixow,0,55.6,98.3,2023-04-29T06:05:18.810Z,2023-05-03T16:07:09Z,4233615997,213,0.2,4233615993,141,100.0,4233615991,140,63.4,4233615987,168,,4233615995,212,8.4,4233615989,56,Left,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461987,417,5,2,45,26,bbt5nqwufsne7r0zfa6pvpmfa,1,38.1,-1.4,2023-04-29T06:05:20.143Z,2023-04-29T06:26:49Z,4233615865,347,,4233616115,233,431,4233615863,56,Back,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462009,431,5,2,45,26,83d6z6wvkzs3dx9oy3mftixow,0,61.9,101.4,2023-04-29T06:05:20.143Z,2023-04-29T06:05:31Z,4233616005,347,,4233616125,233,417,4233616003,56,Left,,,,,,,,,,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462099,418,1,2,45,44,bbt5nqwufsne7r0zfa6pvpmfa,1,44.4,0,2023-04-29T06:05:37.802Z,2023-04-29T06:08:02Z,4233616459,56,Right,4233616467,213,0.5,4233616457,107,,4233616463,141,10.6,4233616461,140,57.6,4233616465,212,16.1,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462105,419,1,2,45,48,bbt5nqwufsne7r0zfa6pvpmfa,0,58.5,3.8,2023-04-29T06:05:42.266Z,2023-04-29T06:05:45Z,4233616489,140,61.8,4233616491,141,3.8,4233616493,212,3.5,4233616487,56,Right,4233616495,213,0,4233616599,286,,4233616595,233,432,4233616593,236,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462123,432,74,2,45,49,83d6z6wvkzs3dx9oy3mftixow,1,38.7,96.8,2023-04-29T06:05:42.267Z,2023-04-29T06:27:48Z,4233616591,285,,4233616589,56,Back,4233616605,233,419,,,,,,,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462115,420,5,2,45,50,bbt5nqwufsne7r0zfa6pvpmfa,1,60.4,-0.8,2023-04-29T06:05:43.722Z,2023-04-29T06:05:46Z,4233616635,233,433,4233616547,347,,4233616545,56,Right,,,,,,,,,,,,,,,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
