id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2537773177,5,1,1,0,15,5pol481515zvirmk6t00kerbc,1,10,60.3,2023-04-23T07:03:59.658Z,2023-04-23T07:04:02Z,4212321451,56,Back,4212321449,123,,4212321455,141,29.8,4212321457,212,20.9,4212321459,213,4.8,4212321453,140,12.1,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773193,6,1,1,0,17,5pol481515zvirmk6t00kerbc,1,15.1,26.7,2023-04-23T07:04:02.059Z,2023-04-23T07:04:05Z,4212321579,213,5.6,4212321575,141,4.9,4212321571,56,Back,4212321577,212,24.8,4212321573,140,34.0,,,,,,,,,,dvic19ojqq6erwene0ijta61g,K. Takai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773223,7,1,1,0,21,5pol481515zvirmk6t00kerbc,0,40.2,5.3,2023-04-23T07:04:05.850Z,2023-04-23T07:04:12Z,4212321733,141,20.1,4212321731,140,100.0,4212321735,212,64.2,4212321729,56,Right,4212321737,213,0.2,4212321739,1,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773213,6,56,1,0,26,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-23T07:04:10.994Z,2023-04-23T07:04:11Z,4212321695,56,Back,,,,,,,,,,,,,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773219,7,5,1,0,27,3vfso415vj7uitnunviuzdyg3,1,-0.5,75.8,2023-04-23T07:04:11.976Z,2023-04-23T07:04:13Z,4212321715,56,Back,4212321717,346,,4212321767,233,8,,,,,,,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773225,8,5,1,0,27,5pol481515zvirmk6t00kerbc,0,100.5,24.2,2023-04-23T07:04:11.976Z,2023-04-23T07:09:46Z,4212321749,346,,4212321747,56,Center,4212321789,233,7,,,,,,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773321,8,1,1,0,53,3vfso415vj7uitnunviuzdyg3,0,5,49.9,2023-04-23T07:04:37.873Z,2023-04-23T07:11:35Z,4212322465,189,,4212322459,1,,4212322445,124,,4212322455,212,62.3,4212322449,56,Center,4212322451,140,63.9,4212322821,74,,4212322453,141,39.2,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,4212322457,213,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773331,9,1,1,0,58,5pol481515zvirmk6t00kerbc,0,34.7,66.3,2023-04-23T07:04:42.763Z,2023-04-23T07:04:46Z,4212322529,212,13.9,4212322521,56,Back,4212322531,213,0.6,4212322525,141,77.8,4212322519,3,,4212322523,140,45.7,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773337,9,43,1,0,59,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-23T07:04:44.138Z,2023-04-23T07:04:47Z,4212322547,286,0,4212322545,56,Center,4212322637,144,3,,,,,,,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773341,10,44,1,0,59,3vfso415vj7uitnunviuzdyg3,1,54,22.6,2023-04-23T07:04:44.169Z,2023-04-23T07:04:45Z,4212322557,56,Center,4212322559,286,,4212322577,233,10,,,,,,,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773335,10,44,1,0,59,5pol481515zvirmk6t00kerbc,0,46,77.4,2023-04-23T07:04:44.170Z,2023-04-23T07:04:47Z,4212322541,56,Back,4212322543,285,,4212322617,233,10,,,,,,,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773347,11,1,1,1,0,3vfso415vj7uitnunviuzdyg3,0,53.7,23.1,2023-04-23T07:04:44.921Z,2023-04-23T07:04:46Z,4212322591,141,23.6,4212322595,213,0.0,4212322587,56,Center,4212322589,140,63.4,4212322593,212,10.2,4212322585,3,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773351,11,1,1,1,0,5pol481515zvirmk6t00kerbc,1,39.6,78.5,2023-04-23T07:04:45.354Z,2023-04-23T07:04:46Z,4212322629,212,5.0,4212322625,141,74.5,4212322631,213,5.7,4212322621,56,Back,4212322619,3,,4212322623,140,43.6,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773353,12,49,1,1,2,5pol481515zvirmk6t00kerbc,1,43.3,74.4,2023-04-23T07:04:46.491Z,2023-04-23T07:04:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773361,13,1,1,1,2,5pol481515zvirmk6t00kerbc,1,43.3,74.4,2023-04-23T07:04:46.699Z,2023-04-23T07:04:49Z,4212322691,213,3.3,4212322683,56,Back,4212322689,212,15.4,4212322687,141,71.2,4212322685,140,28.8,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773389,14,1,1,1,5,5pol481515zvirmk6t00kerbc,1,25.9,72,2023-04-23T07:04:49.547Z,2023-04-23T07:04:56Z,4212322835,140,13.6,4212322837,141,50.3,4212322839,212,19.6,4212322833,56,Back,4212322841,213,4.0,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773393,15,1,1,1,11,5pol481515zvirmk6t00kerbc,0,18.5,38.5,2023-04-23T07:04:56.331Z,2023-04-23T07:04:58Z,4212322903,1,,4212322861,213,0.3,4212322853,56,Center,4212322859,212,54.4,4212322857,141,61.4,4212322855,140,68.1,4212322851,155,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773407,12,1,1,1,15,3vfso415vj7uitnunviuzdyg3,0,36,34.8,2023-04-23T07:04:59.465Z,2023-04-23T07:05:00Z,4212322969,213,6.2,4212322961,140,56.6,4212322965,212,21.7,4212322959,56,Center,4212322957,3,,4212322963,141,31.5,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773425,16,1,1,1,17,5pol481515zvirmk6t00kerbc,1,44.2,72.9,2023-04-23T07:05:01.531Z,2023-04-23T07:05:03Z,4212323033,141,90.2,4212323031,140,40.4,4212323035,212,12.4,4212323037,213,1.9,4212323029,56,Back,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773439,17,1,1,1,18,5pol481515zvirmk6t00kerbc,1,39.2,90.3,2023-04-23T07:05:02.939Z,2023-04-23T07:05:05Z,4212323139,56,Left,4212323143,141,95.4,4212323147,213,0.2,4212323141,140,56.8,4212323145,212,18.8,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773443,18,1,1,1,21,5pol481515zvirmk6t00kerbc,1,56.8,95.4,2023-04-23T07:05:05.610Z,2023-04-23T07:05:08Z,4212323183,56,Left,4212323191,213,0.4,4212323189,212,1.9,4212323187,141,96.5,4212323185,140,58.5,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773445,19,1,1,1,23,5pol481515zvirmk6t00kerbc,0,58.7,97.4,2023-04-23T07:05:07.931Z,2023-04-23T07:05:10Z,4212323301,236,,4212323197,140,62.9,4212323201,212,4.4,4212323203,213,0.0,4212323307,286,,4212323199,141,97.7,4212323303,233,13,4212323195,56,Left,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773463,13,74,1,1,23,3vfso415vj7uitnunviuzdyg3,1,40,1,2023-04-23T07:05:07.932Z,2023-04-23T07:09:49Z,4212323289,56,Back,4212323309,233,19,4212323291,285,,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773469,20,5,1,1,25,5pol481515zvirmk6t00kerbc,1,62.7,101.4,2023-04-23T07:05:10.253Z,2023-04-23T07:06:06Z,4212323341,56,Left,4212324857,233,23,4212323343,347,,,,,,,,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773689,23,5,1,1,25,3vfso415vj7uitnunviuzdyg3,0,37.3,-1.4,2023-04-23T07:05:10.253Z,2023-04-23T07:09:46Z,4212324847,347,,4212324845,56,Back,4212324875,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773473,14,43,1,1,26,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-23T07:05:11.437Z,2023-04-23T07:05:32Z,4212323361,347,0,4212323397,233,20,4212323945,144,5,4212323359,56,Back,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773493,21,1,1,1,29,5pol481515zvirmk6t00kerbc,1,64.7,100,2023-04-23T07:05:14.242Z,2023-04-23T07:13:29Z,4212323499,140,58.8,4212323505,213,3.5,4212323501,141,98.3,4212323495,107,,4212323503,212,6.6,4212323497,56,Left,4212338235,189,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773507,22,1,1,1,34,5pol481515zvirmk6t00kerbc,1,58.4,97.4,2023-04-23T07:05:18.794Z,2023-04-23T07:05:20Z,4212323603,140,58.7,4212323607,212,0.9,4212323609,213,1.2,4212323605,141,98.6,4212323601,56,Left,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773513,23,1,1,1,35,5pol481515zvirmk6t00kerbc,1,54.9,98.6,2023-04-23T07:05:20.379Z,2023-04-23T07:05:24Z,4212323649,141,98.6,4212323651,212,20.2,4212323645,56,Back,4212323647,140,35.7,4212323653,213,3.1,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773535,24,1,1,1,39,5pol481515zvirmk6t00kerbc,1,35.6,98.6,2023-04-23T07:05:24.395Z,2023-04-23T07:05:27Z,4212323811,141,77.2,4212323807,56,Back,4212323809,140,9.3,4212323815,213,3.6,4212323813,212,31.2,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773553,25,1,1,1,43,5pol481515zvirmk6t00kerbc,1,9.3,77.2,2023-04-23T07:05:27.834Z,2023-04-23T07:05:32Z,4212323905,56,Back,4212323909,141,48.4,4212323911,212,20.6,4212323913,213,5.0,4212323907,140,15.3,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773593,15,43,1,1,45,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-23T07:05:29.819Z,2023-04-23T07:14:07Z,4212324103,140,81.8,4212339301,144,1,4212324107,212,0,4212324101,56,Left,4212324105,141,84.7,4212324109,213,3.1,4212324099,3,0,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773575,26,1,1,1,47,5pol481515zvirmk6t00kerbc,1,15.6,33.9,2023-04-23T07:05:31.963Z,2023-04-23T07:05:35Z,4212324003,141,45.7,4212324001,140,24.9,4212323999,56,Back,4212324005,212,12.6,4212324007,213,0.7,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773585,27,1,1,1,51,5pol481515zvirmk6t00kerbc,1,27.9,44.2,2023-04-23T07:05:35.835Z,2023-04-23T07:05:37Z,4212324055,141,43.4,4212324051,56,Back,4212324059,213,6.3,4212324057,212,18.8,4212324053,140,45.8,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773589,28,61,1,1,53,5pol481515zvirmk6t00kerbc,0,46.5,42.5,2023-04-23T07:05:37.595Z,2023-04-23T07:05:38Z,4212324077,56,Back,,,,,,,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773611,16,1,1,1,54,3vfso415vj7uitnunviuzdyg3,1,41.3,65.7,2023-04-23T07:05:38.698Z,2023-04-23T07:05:42Z,4212324225,213,3.2,4212324215,140,13.1,4212324223,212,29.6,4212324211,56,Back,4212324219,141,63.9,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773613,17,49,1,1,57,3vfso415vj7uitnunviuzdyg3,1,13.1,63.9,2023-04-23T07:05:42.137Z,2023-04-23T07:05:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773621,18,1,1,1,58,3vfso415vj7uitnunviuzdyg3,1,12.9,62.9,2023-04-23T07:05:42.472Z,2023-04-23T07:05:44Z,4212324267,56,Back,4212324273,212,22.5,4212324271,141,36.0,4212324275,213,5.3,4212324269,140,25.4,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773631,19,1,1,2,0,3vfso415vj7uitnunviuzdyg3,1,26.5,36.3,2023-04-23T07:05:44.681Z,2023-04-23T07:05:47Z,4212324343,212,20.5,4212324339,140,24.4,4212324337,56,Back,4212324345,213,1.7,4212324341,141,66.3,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773643,20,1,1,2,2,3vfso415vj7uitnunviuzdyg3,1,23.1,66.3,2023-04-23T07:05:47.081Z,2023-04-23T07:05:51Z,4212324459,213,3.8,4212324457,212,22.3,4212324455,141,46.7,4212324449,56,Back,4212324453,140,6.1,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773659,21,1,1,2,6,3vfso415vj7uitnunviuzdyg3,1,7.2,46.4,2023-04-23T07:05:51.081Z,2023-04-23T07:05:54Z,4212324547,212,47.0,4212324539,155,,4212324543,140,42.1,4212324549,213,5.6,4212324551,1,,4212324541,56,Back,4212324545,141,3.1,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773683,22,1,1,2,9,3vfso415vj7uitnunviuzdyg3,1,41.7,2.6,2023-04-23T07:05:54.441Z,2023-04-23T07:05:56Z,4212324623,140,43.4,4212324627,212,10.8,4212324629,213,1.4,4212324621,56,Back,4212324625,141,18.2,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773709,24,1,1,2,13,3vfso415vj7uitnunviuzdyg3,1,40.4,17,2023-04-23T07:05:58.057Z,2023-04-23T07:06:01Z,4212324763,213,3.4,4212324755,56,Back,4212324757,140,28.5,4212324759,141,12.5,4212324761,212,12.9,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773721,25,1,1,2,16,3vfso415vj7uitnunviuzdyg3,1,29.7,16.5,2023-04-23T07:06:01.081Z,2023-04-23T07:06:05Z,4212324841,1,,4212324833,140,22.6,4212324837,212,35.5,4212324839,213,1.8,4212324831,56,Back,4212324835,141,67.6,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773745,26,1,1,2,20,3vfso415vj7uitnunviuzdyg3,1,22.2,67.8,2023-04-23T07:06:04.921Z,2023-04-23T07:06:11Z,4212325003,140,9.1,4212325007,212,18.1,4212325009,213,3.9,4212325005,141,50.4,4212325001,56,Back,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773759,27,1,1,2,27,3vfso415vj7uitnunviuzdyg3,1,13,50.6,2023-04-23T07:06:11.689Z,2023-04-23T07:06:15Z,4212325093,141,20.6,4212325089,56,Back,4212325091,140,17.3,4212325095,212,20.9,4212325097,213,4.9,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773767,28,1,1,2,31,3vfso415vj7uitnunviuzdyg3,1,18,15.3,2023-04-23T07:06:16.089Z,2023-04-23T07:06:19Z,4212325177,141,1.6,4212325181,213,5.9,4212325173,56,Back,4212325179,212,22.7,4212325171,155,,4212325175,140,37.7,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773771,29,61,1,2,34,3vfso415vj7uitnunviuzdyg3,0,36.7,2.5,2023-04-23T07:06:18.921Z,2023-04-23T07:06:19Z,4212325197,56,Back,,,,,,,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773773,29,49,1,2,34,5pol481515zvirmk6t00kerbc,1,64,94.5,2023-04-23T07:06:19.354Z,2023-04-23T07:06:19Z,,,,,,,,,,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
