id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value
2544910671,12,17,1,0,43,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-05-07T05:04:20.303Z,2023-05-07T05:30:44Z,4257302671,31,,4257302673,392,,4257302677,13,243,,,,,,,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910909,8,1,1,1,54,90cc40yau7yv6n8r4xs361ofd,0,29.3,47.6,2023-05-07T05:05:30.910Z,2023-05-07T05:05:35Z,4257303815,155,,4257303829,1,,4257303817,152,,4257303819,56,Center,4257303827,213,5.9,4257303825,212,42.3,4257303821,140,66.0,4257303813,5,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,4257303823,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910913,13,44,1,1,55,9s2g5k3dlmfii452t8edaeozh,1,33.4,84.2,2023-05-07T05:05:32.353Z,2023-05-07T05:05:33Z,4257303851,285,,4257303873,233,9,4257303849,56,Back,,,,,,,,,,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910915,9,44,1,1,55,90cc40yau7yv6n8r4xs361ofd,0,66.6,15.8,2023-05-07T05:05:32.354Z,2023-05-07T05:05:34Z,4257303855,56,Right,4257303919,233,13,4257303857,286,,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910923,14,12,1,1,55,9s2g5k3dlmfii452t8edaeozh,1,32.5,88.6,2023-05-07T05:05:32.569Z,2023-05-11T14:16:59Z,4268425923,167,,4257303903,141,100.0,4257303899,56,Back,4268425921,15,,4257303901,140,34.1,4257303905,212,8.3,4257303907,213,1.4,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910925,10,5,1,1,56,90cc40yau7yv6n8r4xs361ofd,1,66.2,-1.1,2023-05-07T05:05:33.170Z,2023-05-07T05:05:57Z,4257303997,233,15,4257303915,56,Right,4257303917,347,,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910937,15,5,1,1,56,9s2g5k3dlmfii452t8edaeozh,0,33.8,101.1,2023-05-07T05:05:33.170Z,2023-05-07T05:05:35Z,4257303973,347,,4257303971,56,Back,4257304009,233,10,,,,,,,,,,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910983,11,1,1,2,2,90cc40yau7yv6n8r4xs361ofd,1,66.6,0,2023-05-07T05:05:38.685Z,2023-05-07T05:05:44Z,4257304333,141,6.7,4257304327,107,,4257304329,56,Right,4257304337,213,0.2,4257304335,212,29.3,4257304331,140,94.0,4257304339,1,,,,,a1c22m80hq868xo8ekebeh39x,R. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910985,12,61,1,2,6,90cc40yau7yv6n8r4xs361ofd,0,93.6,2.5,2023-05-07T05:05:42.950Z,2023-05-11T14:17:13Z,4257304347,56,Right,,,,,,,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910987,13,5,1,2,7,90cc40yau7yv6n8r4xs361ofd,0,93.1,-1.7,2023-05-07T05:05:44.574Z,2023-05-07T05:05:46Z,4257304437,233,16,4257304357,347,,4257304355,56,Right,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910993,16,5,1,2,7,9s2g5k3dlmfii452t8edaeozh,1,6.9,101.7,2023-05-07T05:05:44.574Z,2023-05-07T05:05:57Z,4257304425,233,13,4257304403,347,,4257304401,56,Back,,,,,,,,,,,,,,,,22ad41qtjnxsdo3piosg6mn6d,S. Doi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911045,17,1,1,2,21,9s2g5k3dlmfii452t8edaeozh,1,8.4,100,2023-05-07T05:05:57.700Z,2023-05-07T05:05:59Z,4257304809,107,,4257304815,141,92.4,4257304811,56,Back,4257304813,140,13.8,4257304817,212,8.1,4257304819,213,5.5,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911047,18,1,1,2,22,9s2g5k3dlmfii452t8edaeozh,1,13.8,92.4,2023-05-07T05:05:58.865Z,2023-05-11T14:17:33Z,4257304833,56,Back,4268426483,156,,4257304839,212,8.9,4257304835,140,5.8,4257304837,141,96.6,4257304841,213,2.8,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911049,19,1,1,2,23,9s2g5k3dlmfii452t8edaeozh,0,5.8,96.6,2023-05-07T05:06:00.252Z,2023-05-07T05:06:02Z,4257304875,1,,4257304871,212,35.5,4257304869,141,93.0,4257304867,140,39.5,4257304865,56,Back,4257304873,213,6.2,4257304863,155,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911065,14,1,1,2,25,90cc40yau7yv6n8r4xs361ofd,0,60.3,9.2,2023-05-07T05:06:02.494Z,2023-05-07T05:06:05Z,4257304945,3,,4257304947,56,Center,4257304949,140,69.4,4257304951,141,25.3,4257304955,213,0.9,4257304953,212,14.5,,,,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911067,20,44,1,2,27,9s2g5k3dlmfii452t8edaeozh,1,31.4,83,2023-05-07T05:06:03.998Z,2023-05-11T14:18:07Z,4257305031,233,15,4257304963,285,,4257304961,56,Back,,,,,,,,,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911077,15,44,1,2,27,90cc40yau7yv6n8r4xs361ofd,0,68.6,17,2023-05-07T05:06:03.999Z,2023-05-11T14:18:08Z,4257305025,286,,4257305023,56,Right,4257305039,233,20,,,,,,,,,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911075,21,1,1,2,28,9s2g5k3dlmfii452t8edaeozh,0,32.1,88.3,2023-05-07T05:06:05.298Z,2023-05-07T05:06:07Z,4257305015,140,32.8,4257305013,56,Back,4257305011,3,,4257305017,141,90.0,4257305019,212,1.4,4257305021,213,1.0,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911081,16,61,1,2,29,90cc40yau7yv6n8r4xs361ofd,1,69.4,22.2,2023-05-07T05:06:05.697Z,2023-05-11T14:18:10Z,4257305043,56,Center,,,,,,,,,,,,,,,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911087,17,5,1,2,31,90cc40yau7yv6n8r4xs361ofd,0,69.7,-1.3,2023-05-07T05:06:08.293Z,2023-05-07T05:06:13Z,4257305087,233,22,4257305071,56,Right,4257305073,347,,,,,,,,,,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911083,22,5,1,2,31,9s2g5k3dlmfii452t8edaeozh,1,30.3,101.3,2023-05-07T05:06:08.293Z,2023-05-07T05:07:31Z,4257305049,56,Back,4257305079,233,17,4257305051,347,,,,,,,,,,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911145,23,1,1,2,48,9s2g5k3dlmfii452t8edaeozh,1,31.9,100,2023-05-07T05:06:24.646Z,2023-05-11T14:19:36Z,4257305403,213,4.2,4257305393,107,,4257305399,141,88.1,4257305401,212,10.6,4257305397,140,26.6,4257305407,189,,4257305395,56,Back,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911159,24,1,1,2,50,9s2g5k3dlmfii452t8edaeozh,1,26.7,87.5,2023-05-07T05:06:27.051Z,2023-05-11T14:19:37Z,4257305453,212,37.7,4257305457,1,,4257305451,141,81.8,4257305455,213,6.2,4257305449,140,62.4,4257305445,155,,4257305447,56,Left,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911173,25,1,1,2,54,9s2g5k3dlmfii452t8edaeozh,0,64.4,81.5,2023-05-07T05:06:30.703Z,2023-05-11T14:19:46Z,4257305523,212,15.7,4257305515,3,,4257305517,56,Center,4257305519,140,54.6,4257305525,213,4.0,4257305521,141,64.0,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911171,18,49,1,2,56,90cc40yau7yv6n8r4xs361ofd,1,37,41.2,2023-05-07T05:06:33.566Z,2023-05-07T05:06:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911181,19,1,1,2,57,90cc40yau7yv6n8r4xs361ofd,1,37,41.2,2023-05-07T05:06:33.952Z,2023-05-07T05:06:36Z,4257305567,56,Back,4257305569,140,27.0,4257305575,213,2.2,4257305573,212,18.7,4257305571,141,64.0,,,,,,,,,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911205,20,1,1,2,59,90cc40yau7yv6n8r4xs361ofd,0,29.8,75.1,2023-05-07T05:06:36.574Z,2023-05-07T05:06:41Z,4257305685,213,0.2,4257305681,141,90.2,4257305687,1,,4257305677,56,Left,4257305675,155,,4257305679,140,84.4,4257305683,212,58.2,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911211,26,49,1,3,4,9s2g5k3dlmfii452t8edaeozh,1,20.7,8.3,2023-05-07T05:06:41.387Z,2023-05-07T05:06:41Z,,,,,,,,,,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911225,27,1,1,3,6,9s2g5k3dlmfii452t8edaeozh,0,15.8,3.8,2023-05-07T05:06:43.221Z,2023-05-07T05:06:45Z,4257305781,1,,4257305779,213,6.1,4257305777,212,16.8,4257305775,141,0.0,4257305771,56,Back,4257305773,140,31.4,4257305769,157,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911231,21,5,1,3,8,90cc40yau7yv6n8r4xs361ofd,1,65.7,101.6,2023-05-07T05:06:44.840Z,2023-05-07T05:07:31Z,4257305801,347,,4257305799,56,Left,4257305813,233,28,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911227,28,5,1,3,8,9s2g5k3dlmfii452t8edaeozh,0,34.3,-1.6,2023-05-07T05:06:44.840Z,2023-05-07T05:06:46Z,4257305819,233,21,4257305783,56,Back,4257305785,347,,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911265,22,1,1,3,16,90cc40yau7yv6n8r4xs361ofd,1,75.1,100,2023-05-07T05:06:53.550Z,2023-05-07T05:07:24Z,4257305983,56,Left,4257305991,212,17.6,4257305989,141,88.9,4257305981,107,,4257305987,140,89.8,4257305993,213,5.8,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911279,23,1,1,3,19,90cc40yau7yv6n8r4xs361ofd,1,92.1,93.2,2023-05-07T05:06:56.157Z,2023-05-07T05:06:59Z,4257306063,140,87.6,4257306065,141,97.7,4257306061,56,Left,4257306067,212,5.6,4257306069,213,2.6,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911283,24,1,1,3,22,90cc40yau7yv6n8r4xs361ofd,0,87.5,97.7,2023-05-07T05:06:59.021Z,2023-05-07T05:07:00Z,4257306109,233,29,4257306107,236,,4257306087,212,1.2,4257306081,56,Left,4257306085,141,95.9,4257306089,213,4.9,4257306083,140,87.7,4257306113,286,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911285,29,74,1,3,22,9s2g5k3dlmfii452t8edaeozh,1,8.4,3.1,2023-05-07T05:06:59.022Z,2023-05-07T05:37:55Z,4257306119,233,24,4257306091,56,Back,4257306095,285,,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911293,25,50,1,3,25,90cc40yau7yv6n8r4xs361ofd,1,93,96.2,2023-05-07T05:07:01.631Z,2023-05-07T05:07:05Z,4257306199,233,30,4257306145,56,Left,4257306147,286,,,,,,,,,,,,,,,,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911299,30,7,1,3,25,9s2g5k3dlmfii452t8edaeozh,1,7,3.8,2023-05-07T05:07:01.632Z,2023-05-11T14:20:49Z,4257306193,233,25,4257306183,56,Back,4257306185,285,,4268429531,383,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911301,31,49,1,3,27,9s2g5k3dlmfii452t8edaeozh,1,10.2,11.1,2023-05-07T05:07:03.671Z,2023-05-07T05:07:04Z,,,,,,,,,,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544911317,32,4,1,3,29,9s2g5k3dlmfii452t8edaeozh,1,14.7,5.6,2023-05-07T05:07:05.772Z,2023-05-11T14:21:00Z,4257306285,233,26,4257306267,285,,4257306259,13,,4257306265,265,,4257306263,152,,4257306261,56,Back,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
