id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value
2551422491,7,1,1,0,16,ctm9as17rs95yhuz7qf53wfke,0,3.4,50.6,2023-05-20T07:03:38.642Z,2023-05-20T07:03:40Z,4292015243,213,0.1,4292015233,155,,4292015237,140,46.1,4292015239,141,58.2,4292015241,212,45.1,4292015245,1,,4292015235,56,Back,,,,70d7ep81lnb6m2flci6s8s5w5,S. Brodersen,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422499,5,1,1,0,18,5pol481515zvirmk6t00kerbc,0,53.1,41.3,2023-05-20T07:03:40.484Z,2023-05-20T07:03:43Z,4292015301,213,1.0,4292015297,141,69.1,4292015299,212,21.9,4292015293,56,Center,4292015295,140,63.7,4292015291,3,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422515,8,1,1,0,21,ctm9as17rs95yhuz7qf53wfke,1,38.5,28.5,2023-05-20T07:03:43.490Z,2023-05-20T07:03:46Z,4292015365,141,8.2,4292015361,56,Back,4292015363,140,40.0,4292015367,212,13.9,4292015369,213,4.8,,,,,,,,,,9zr0kq2pw4eua1tqo3vsvd9wq,R. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422523,9,1,1,0,24,ctm9as17rs95yhuz7qf53wfke,0,39.9,7,2023-05-20T07:03:46.833Z,2023-05-20T07:03:47Z,4292015397,213,0.0,4292015391,140,46.9,4292015393,141,7.3,4292015389,56,Back,4292015395,212,7.4,,,,,,,,,,4hpqusnkgyghf16g9pbclkve1,T. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422527,6,61,1,0,25,5pol481515zvirmk6t00kerbc,1,38.4,95.9,2023-05-20T07:03:47.965Z,2023-05-20T07:05:55Z,4292018785,189,,4292015415,56,Back,,,,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422535,7,5,1,0,26,5pol481515zvirmk6t00kerbc,0,49.1,101.8,2023-05-20T07:03:48.467Z,2023-05-20T07:03:53Z,4292015457,56,Back,4292015459,347,,4292015571,233,10,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422553,10,5,1,0,26,ctm9as17rs95yhuz7qf53wfke,1,50.9,-1.8,2023-05-20T07:03:48.467Z,2023-05-20T07:13:39Z,4292015549,56,Right,4292015551,347,,4292015559,233,7,,,,,,,,,,,,,,,,4hpqusnkgyghf16g9pbclkve1,T. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422587,11,1,1,0,38,ctm9as17rs95yhuz7qf53wfke,0,57.5,0,2023-05-20T07:04:00.848Z,2023-05-20T07:04:03Z,4292015769,141,13.5,4292015767,140,70.9,4292015763,56,Right,4292015759,107,,4292015773,212,17.5,4292015777,213,0.6,,,,,,,4hpqusnkgyghf16g9pbclkve1,T. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422589,8,44,1,0,41,5pol481515zvirmk6t00kerbc,1,30.4,90.3,2023-05-20T07:04:03.044Z,2023-05-20T07:04:05Z,4292015785,56,Back,4292015787,285,,4292015841,233,12,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422601,12,44,1,0,41,ctm9as17rs95yhuz7qf53wfke,0,69.6,9.7,2023-05-20T07:04:03.045Z,2023-05-20T07:04:05Z,4292015829,286,,4292015827,56,Right,4292015845,233,8,,,,,,,,,,,,,,,,8mksoz3513wprt2hhu8c9vo45,S. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422595,9,61,1,0,41,5pol481515zvirmk6t00kerbc,1,31.7,94.1,2023-05-20T07:04:03.476Z,2023-05-20T07:06:22Z,4292015807,56,Back,,,,,,,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422605,10,1,1,0,42,5pol481515zvirmk6t00kerbc,1,32.4,79.4,2023-05-20T07:04:04.196Z,2023-05-20T07:04:05Z,4292015851,140,25.5,4292015857,213,3.5,4292015849,56,Back,4292015853,141,74.8,4292015855,212,7.9,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422609,11,49,1,0,43,5pol481515zvirmk6t00kerbc,1,25.5,74.8,2023-05-20T07:04:05.349Z,2023-05-20T07:04:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422613,12,1,1,0,43,5pol481515zvirmk6t00kerbc,0,25.5,74.8,2023-05-20T07:04:05.668Z,2023-05-20T07:04:06Z,4292015887,140,33.2,4292015889,141,74.1,4292015885,56,Back,4292015891,212,8.1,4292015893,213,6.2,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422615,13,49,1,0,44,ctm9as17rs95yhuz7qf53wfke,1,69,31.8,2023-05-20T07:04:06.930Z,2023-05-20T07:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,31xdzeykcgfe0vyel250sd0q1,S. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422627,14,1,1,0,45,ctm9as17rs95yhuz7qf53wfke,0,68.1,33.9,2023-05-20T07:04:07.554Z,2023-05-20T07:04:08Z,4292015945,213,1.3,4292015937,56,Center,4292015941,141,62.9,4292015939,140,73.4,4292015943,212,20.5,,,,,,,,,,31xdzeykcgfe0vyel250sd0q1,S. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422629,13,49,1,0,46,5pol481515zvirmk6t00kerbc,1,27,28.5,2023-05-20T07:04:08.757Z,2023-05-20T07:04:08Z,,,,,,,,,,,,,,,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422645,14,1,1,0,46,5pol481515zvirmk6t00kerbc,1,27,28.5,2023-05-20T07:04:09.012Z,2023-05-20T07:04:11Z,4292016015,140,35.8,4292016013,56,Back,4292016021,213,6.3,4292016017,141,28.3,4292016019,212,9.2,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422659,15,1,1,0,49,5pol481515zvirmk6t00kerbc,1,35.2,26.4,2023-05-20T07:04:11.412Z,2023-05-20T07:07:03Z,4292016091,212,8.1,4292016085,56,Back,4292021027,156,,4292016093,213,3.4,4292016089,141,23.7,4292016087,140,27.7,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422665,16,1,1,0,51,5pol481515zvirmk6t00kerbc,1,28.8,24.1,2023-05-20T07:04:13.860Z,2023-05-20T07:04:14Z,4292016125,213,2.8,4292016121,141,29.8,4292016119,140,19.5,4292016117,56,Back,4292016123,212,10.5,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422673,17,1,1,0,52,5pol481515zvirmk6t00kerbc,1,19.5,29.8,2023-05-20T07:04:14.884Z,2023-05-20T07:04:16Z,4292016161,141,25.0,4292016165,213,6.0,4292016159,140,32.5,4292016157,56,Back,4292016163,212,14.0,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422685,18,1,1,0,54,5pol481515zvirmk6t00kerbc,1,32.5,24,2023-05-20T07:04:16.740Z,2023-05-20T07:04:19Z,4292016245,56,Back,4292016247,140,32.9,4292016249,141,2.2,4292016253,213,4.7,4292016251,212,14.8,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422691,19,1,1,0,57,5pol481515zvirmk6t00kerbc,1,32.9,2.2,2023-05-20T07:04:19.331Z,2023-05-20T07:04:23Z,4292016315,140,24.1,4292016313,56,Back,4292016321,213,3.0,4292016317,141,3.7,4292016319,212,9.3,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422705,20,1,1,1,1,5pol481515zvirmk6t00kerbc,1,22,5.2,2023-05-20T07:04:23.300Z,2023-05-20T07:04:25Z,4292016375,56,Back,4292016381,212,31.0,4292016383,213,1.8,4292016379,141,49.6,4292016377,140,15.4,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422737,21,1,1,1,3,5pol481515zvirmk6t00kerbc,1,15.4,49.6,2023-05-20T07:04:25.508Z,2023-05-20T07:04:30Z,4292016543,141,93.0,4292016551,213,1.1,4292016539,56,Back,4292016547,212,32.4,4292016553,1,,4292016541,140,28.1,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422749,22,1,1,1,8,5pol481515zvirmk6t00kerbc,1,46.3,95.4,2023-05-20T07:04:30.356Z,2023-05-20T07:04:32Z,4292016591,212,10.1,4292016585,56,Back,4292016593,213,4.8,4292016587,140,47.3,4292016589,141,80.6,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422761,23,1,1,1,10,5pol481515zvirmk6t00kerbc,1,46.5,79,2023-05-20T07:04:32.644Z,2023-05-20T07:04:34Z,4292016653,212,9.3,4292016649,140,38.0,4292016647,56,Back,4292016651,141,75.1,4292016655,213,3.4,,,,,,,,,,520gf81j9admw2zeib75x3v11,R. Oshima,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422771,24,1,1,1,12,5pol481515zvirmk6t00kerbc,1,36.3,71.7,2023-05-20T07:04:34.580Z,2023-05-20T07:04:37Z,4292016713,140,34.0,4292016717,212,19.6,4292016719,213,4.6,4292016711,56,Back,4292016715,141,43.1,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422781,25,1,1,1,15,5pol481515zvirmk6t00kerbc,1,35.7,42.4,2023-05-20T07:04:37.220Z,2023-05-20T07:04:39Z,4292016773,212,16.4,4292016771,141,19.7,4292016777,213,5.1,4292016769,140,40.9,4292016767,56,Back,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422799,26,1,1,1,17,5pol481515zvirmk6t00kerbc,1,42.5,21,2023-05-20T07:04:39.444Z,2023-05-20T07:04:44Z,4292016863,56,Back,4292016867,141,41.6,4292016869,212,16.8,4292016865,140,33.7,4292016871,213,2.2,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422807,27,1,1,1,22,5pol481515zvirmk6t00kerbc,1,34.3,41.6,2023-05-20T07:04:44.308Z,2023-05-20T07:04:45Z,4292016905,141,31.2,4292016901,56,Back,4292016909,213,5.1,4292016907,212,7.6,4292016903,140,37.0,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422825,28,1,1,1,23,5pol481515zvirmk6t00kerbc,1,37,30.7,2023-05-20T07:04:45.652Z,2023-05-20T07:04:51Z,4292017019,141,43.7,4292017017,140,29.9,4292017023,213,2.3,4292017011,56,Back,4292017021,212,11.6,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422835,29,1,1,1,29,5pol481515zvirmk6t00kerbc,1,32.4,52.8,2023-05-20T07:04:51.380Z,2023-05-20T07:04:52Z,4292017045,56,Back,4292017051,212,15.0,4292017047,140,28.4,4292017053,213,1.9,4292017049,141,73.9,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422841,30,1,1,1,30,5pol481515zvirmk6t00kerbc,1,28.1,73.2,2023-05-20T07:04:52.836Z,2023-05-20T07:04:54Z,4292017091,213,4.8,4292017085,140,29.7,4292017083,56,Back,4292017089,212,16.5,4292017087,141,49.1,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422855,31,1,1,1,32,5pol481515zvirmk6t00kerbc,1,29.7,49.1,2023-05-20T07:04:54.660Z,2023-05-20T07:04:57Z,4292017175,56,Back,4292017181,212,11.2,4292017177,140,19.1,4292017183,213,3.1,4292017179,141,50.3,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422859,32,1,1,1,35,5pol481515zvirmk6t00kerbc,0,24.6,48.7,2023-05-20T07:04:57.381Z,2023-05-20T07:05:00Z,4292017201,212,49.0,4292017193,155,,4292017197,140,68.3,4292017289,1,,4292017199,141,74.1,4292017203,213,0.4,4292017195,56,Center,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422895,15,1,1,1,39,ctm9as17rs95yhuz7qf53wfke,0,34.1,27.3,2023-05-20T07:05:01.378Z,2023-05-20T07:05:02Z,4292017379,56,Center,4292017377,3,,4292017381,140,51.6,4292017385,212,21.1,4292017383,141,42.7,4292017387,213,0.5,,,,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422901,33,1,1,1,40,5pol481515zvirmk6t00kerbc,1,48.4,56.4,2023-05-20T07:05:02.198Z,2023-05-20T07:05:03Z,4292017413,213,1.6,4292017405,56,Back,4292017409,141,92.1,4292017411,212,24.3,4292017407,140,47.4,4292017403,3,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422911,34,1,1,1,41,5pol481515zvirmk6t00kerbc,1,47.4,92.1,2023-05-20T07:05:03.827Z,2023-05-20T07:05:05Z,4292017455,56,Left,4292017461,212,11.2,4292017459,141,84.7,4292017457,140,56.9,4292017463,213,5.8,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422917,35,1,1,1,43,5pol481515zvirmk6t00kerbc,0,57.4,82,2023-05-20T07:05:05.460Z,2023-05-20T07:07:21Z,4292017487,213,1.0,4292017481,140,60.1,4292017479,56,Left,4292017483,141,89.1,4292017485,212,5.6,,,,,,,,,,520gf81j9admw2zeib75x3v11,R. Oshima,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422969,17,8,1,1,43,ctm9as17rs95yhuz7qf53wfke,1,38.3,7.5,2023-05-20T07:05:05.914Z,2023-05-20T07:08:58Z,4292019639,56,Back,,,,,,,,,,,,,,,,,,,,,,9zr0kq2pw4eua1tqo3vsvd9wq,R. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422923,36,61,1,1,44,5pol481515zvirmk6t00kerbc,1,60.1,89.1,2023-05-20T07:05:06.156Z,2023-05-20T07:07:51Z,4292017513,56,Left,,,,,,,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422937,16,61,1,1,45,ctm9as17rs95yhuz7qf53wfke,1,34.5,4.6,2023-05-20T07:05:07.060Z,2023-05-20T07:07:53Z,4292017583,56,Back,,,,,,,,,,,,,,,,,,,,,,9zr0kq2pw4eua1tqo3vsvd9wq,R. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422973,18,49,1,1,45,ctm9as17rs95yhuz7qf53wfke,1,25.1,13.4,2023-05-20T07:05:07.090Z,2023-05-20T07:09:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4hpqusnkgyghf16g9pbclkve1,T. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422975,19,1,1,1,45,ctm9as17rs95yhuz7qf53wfke,1,31.3,12.6,2023-05-20T07:05:07.234Z,2023-05-20T07:09:53Z,4292021081,140,37.0,4292021087,213,0.9,4292021079,56,Back,4292021083,141,23.9,4292021085,212,9.7,,,,,,,,,,4hpqusnkgyghf16g9pbclkve1,T. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551425045,43,1,1,1,47,ctm9as17rs95yhuz7qf53wfke,1,34.6,19,2023-05-20T07:05:09.674Z,2023-05-20T07:11:20Z,4292029871,213,3.0,4292029865,140,25.1,4292029863,56,Back,4292029867,141,20.7,4292029869,212,10.0,,,,,,,,,,31xdzeykcgfe0vyel250sd0q1,S. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,
2551425051,44,1,1,1,48,ctm9as17rs95yhuz7qf53wfke,0,26.4,19.8,2023-05-20T07:05:10.802Z,2023-05-20T07:11:23Z,4292030653,155,,4292030663,213,6.2,4292030657,140,85.3,4292030659,141,11.2,4292030655,56,Right,4292030665,1,,4292030661,212,62.1,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422981,37,49,1,1,55,5pol481515zvirmk6t00kerbc,1,11.5,84.5,2023-05-20T07:05:17.453Z,2023-05-20T07:09:39Z,,,,,,,,,,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422983,38,1,1,1,56,5pol481515zvirmk6t00kerbc,1,11.5,84.5,2023-05-20T07:05:18.740Z,2023-05-20T07:05:19Z,4292017775,140,12.5,4292017777,141,54.8,4292017779,212,20.2,4292017781,213,4.8,4292017773,56,Back,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423005,39,1,1,1,57,5pol481515zvirmk6t00kerbc,1,12.5,54.8,2023-05-20T07:05:19.636Z,2023-05-20T07:05:23Z,4292017875,56,Back,4292017881,212,10.3,4292017877,140,20.9,4292017883,213,0.5,4292017879,141,62.6,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423021,40,1,1,2,1,5pol481515zvirmk6t00kerbc,1,32.7,49.9,2023-05-20T07:05:23.748Z,2023-05-20T07:05:26Z,4292017953,56,Back,4292017963,1,,4292017957,141,4.3,4292017959,212,34.5,4292017961,213,5.2,4292017955,140,47.1,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423031,41,1,1,2,4,5pol481515zvirmk6t00kerbc,1,52.6,2.9,2023-05-20T07:05:26.868Z,2023-05-20T07:05:28Z,4292018005,141,5.9,4292018001,56,Right,4292018009,213,0.3,4292018007,212,6.2,4292018003,140,58.2,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
