id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2512602513,5,61,1,0,21,3lyo0vqgndy4fuzlfo5l9ql30,1,58.4,82.4,2023-02-26T06:03:27.812Z,2023-02-26T06:03:27Z,4058026209,56,Left,,,,,,,,,,,,,,,,,,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602527,7,4,1,0,23,e90fnsgtnamze3yssxpg392eb,1,40,6.5,2023-02-26T06:03:30.245Z,2023-02-26T06:03:31Z,4058026291,286,,4058026289,265,,4058026283,13,,4058026287,152,,4058026285,56,Back,4058026295,233,6,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602525,6,4,1,0,23,3lyo0vqgndy4fuzlfo5l9ql30,0,60,93.5,2023-02-26T06:03:30.246Z,2023-02-26T06:03:32Z,4058026275,56,Left,4058026305,233,7,4058026277,152,,4058026281,285,,4058026279,265,,4058026273,13,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602577,8,1,1,0,38,e90fnsgtnamze3yssxpg392eb,1,38.9,4.4,2023-02-26T06:03:44.405Z,2023-02-26T06:03:47Z,4058026609,140,63.9,4058026601,155,,4058026611,141,90.6,4058026603,196,,4058026613,212,64.2,4058026615,213,1.1,4058026607,56,Left,4058026599,5,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,4058026605,152,4058026617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602579,9,61,1,0,41,e90fnsgtnamze3yssxpg392eb,0,63.9,90.9,2023-02-26T06:03:47.381Z,2023-02-26T06:03:47Z,4058026621,56,Left,,,,,,,,,,,,,,,,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602581,7,49,1,0,42,3lyo0vqgndy4fuzlfo5l9ql30,1,34.7,20.9,2023-02-26T06:03:48.406Z,2023-02-26T06:03:48Z,,,,,,,,,,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602601,8,1,1,0,43,3lyo0vqgndy4fuzlfo5l9ql30,1,34.6,20.6,2023-02-26T06:03:49.367Z,2023-02-26T06:03:54Z,4058026749,56,Center,4058026751,140,51.9,4058026753,141,49.7,4058026759,1,,4058026747,157,,4058026757,213,0.8,4058026755,212,26.9,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602603,9,4,1,0,47,3lyo0vqgndy4fuzlfo5l9ql30,1,53.6,49.3,2023-02-26T06:03:53.606Z,2023-02-26T06:03:55Z,4058026807,233,10,4058026779,286,,4058026773,56,Center,4058026771,13,,4058026777,265,,4058026775,152,,,,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602607,10,4,1,0,47,e90fnsgtnamze3yssxpg392eb,0,46.4,50.7,2023-02-26T06:03:53.607Z,2023-02-26T06:03:55Z,4058026817,233,9,4058026797,285,,4058026795,265,,4058026791,56,Back,4058026793,152,,4058026789,13,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602621,11,17,1,0,49,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-02-26T06:03:55.317Z,2023-02-28T15:42:57Z,4058026895,392,,4058026897,13,243,4058026893,31,,,,,,,,,,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602821,10,1,1,1,58,3lyo0vqgndy4fuzlfo5l9ql30,1,52.9,49.3,2023-02-26T06:05:04.454Z,2023-02-28T15:44:14Z,4058028383,140,45.0,4058028381,56,Back,4058028377,5,,4058028393,189,,4058028389,213,4.3,4058028379,152,,4058028385,141,20.7,4058028387,212,21.1,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602827,11,1,1,2,0,3lyo0vqgndy4fuzlfo5l9ql30,0,45.6,19.2,2023-02-26T06:05:06.455Z,2023-02-26T06:05:10Z,4058028467,56,Right,4058028465,155,,4058028473,212,58.2,4058028471,141,18.9,4058028469,140,100.0,4058028475,213,6.3,4058028477,1,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602829,12,5,1,2,3,3lyo0vqgndy4fuzlfo5l9ql30,0,101,19.2,2023-02-26T06:05:10.145Z,2023-02-26T06:05:12Z,4058028479,56,Right,4058028521,233,12,4058028481,346,,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602835,12,5,1,2,3,e90fnsgtnamze3yssxpg392eb,1,-1,80.8,2023-02-26T06:05:10.145Z,2023-02-26T06:11:45Z,4058028511,56,Back,4058028513,346,,4058028517,233,12,,,,,,,,,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602929,13,1,1,2,32,e90fnsgtnamze3yssxpg392eb,0,5.1,49.7,2023-02-26T06:05:38.293Z,2023-02-26T06:05:40Z,4058029269,1,,4058029257,155,,4058029255,124,,4058029261,140,52.1,4058029263,141,57.5,4058029265,212,49.6,4058029267,213,0.1,4058029259,56,Center,eu0wama1jzd9er063es4p3b9x,J. Słowik,4058029271,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602933,13,1,1,2,34,3lyo0vqgndy4fuzlfo5l9ql30,0,49,44.3,2023-02-26T06:05:40.838Z,2023-02-26T06:05:42Z,4058029305,213,0.4,4058029303,212,20.2,4058029295,3,,4058029301,141,57.2,4058029297,56,Center,4058029299,140,66.3,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602939,14,1,1,2,36,e90fnsgtnamze3yssxpg392eb,0,36,41.5,2023-02-26T06:05:42.853Z,2023-02-28T15:45:16Z,4058029427,1,,4058029425,213,0.5,4058029423,212,36.1,4058029415,157,,4058029417,56,Center,4058029419,140,66.2,4058029421,141,67.0,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513673947,835,61,1,2,41,3lyo0vqgndy4fuzlfo5l9ql30,0,29.3,25.4,2023-02-26T06:05:48.199Z,2023-02-28T15:45:39Z,4063657229,56,Back,,,,,,,,,,,,,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512604917,89,43,1,2,41,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-02-26T06:05:48.248Z,2023-02-28T15:45:17Z,4058044439,56,Center,4063656709,144,61,,,,,,,,,,,,,,,,,,,2otou563dkse1ojis549sw1rd,K. Tsukagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512604915,88,1,1,2,42,e90fnsgtnamze3yssxpg392eb,1,68.4,78.1,2023-02-26T06:05:49.024Z,2023-02-26T06:15:46Z,4058045497,140,64.7,4058045495,56,Center,4058045499,141,73.6,4058045503,213,3.8,4058045501,212,4.9,,,,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512604913,87,1,1,2,43,e90fnsgtnamze3yssxpg392eb,0,62.1,74.4,2023-02-26T06:05:49.800Z,2023-02-26T06:16:49Z,4058047137,212,3.1,4058047139,213,0.2,4058047135,141,75.2,4058047133,140,65.0,4058047131,56,Center,,,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602949,14,43,1,2,43,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-02-26T06:05:49.814Z,2023-02-26T06:16:03Z,4058029515,56,Back,4058045937,144,61,,,,,,,,,,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605605,95,61,1,2,43,3lyo0vqgndy4fuzlfo5l9ql30,1,34.2,28.7,2023-02-26T06:05:49.888Z,2023-02-26T06:17:25Z,4058048199,56,Back,,,,,,,,,,,,,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602951,15,3,1,2,44,e90fnsgtnamze3yssxpg392eb,0,61.6,76.2,2023-02-26T06:05:50.405Z,2023-02-28T15:45:58Z,4058029525,286,,4063657711,465,,4058030035,233,15,4058029523,56,Center,,,,,,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602953,15,7,1,2,44,3lyo0vqgndy4fuzlfo5l9ql30,1,38.4,23.8,2023-02-26T06:05:50.406Z,2023-02-28T15:46:00Z,4063657721,385,,4058030029,233,15,4058029529,285,,4058029527,56,Back,,,,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602959,16,49,1,2,47,3lyo0vqgndy4fuzlfo5l9ql30,1,42.3,7,2023-02-26T06:05:53.621Z,2023-02-26T06:05:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602969,17,3,1,2,49,3lyo0vqgndy4fuzlfo5l9ql30,0,42.4,6.7,2023-02-26T06:05:56.071Z,2023-02-28T15:46:11Z,4058029697,286,,4058029695,56,Back,4063657953,465,,4058029707,211,,,,,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602979,16,49,1,2,51,e90fnsgtnamze3yssxpg392eb,1,38.7,93.6,2023-02-26T06:05:57.573Z,2023-02-26T06:05:57Z,,,,,,,,,,,,,,,,,,,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602985,17,50,1,2,52,e90fnsgtnamze3yssxpg392eb,1,38.2,94.8,2023-02-26T06:05:58.589Z,2023-02-26T06:18:47Z,4058029763,286,,4058029931,233,18,4058029761,56,Back,,,,,,,,,,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603003,18,7,1,2,52,3lyo0vqgndy4fuzlfo5l9ql30,1,61.8,5.2,2023-02-26T06:05:58.590Z,2023-02-28T15:46:16Z,4058029887,167,,4058029889,56,Right,4058029891,285,,4063658055,383,,4058029913,233,17,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512606503,128,50,1,2,53,3lyo0vqgndy4fuzlfo5l9ql30,1,66.6,5,2023-02-26T06:05:59.969Z,2023-02-26T06:20:27Z,4058053123,56,Right,4058053417,233,139,4058053125,286,,,,,,,,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512606463,139,7,1,2,53,e90fnsgtnamze3yssxpg392eb,0,33.4,95,2023-02-26T06:05:59.970Z,2023-02-28T15:46:27Z,4058053409,233,128,4058053405,285,,4058053403,56,Back,4063658357,385,,,,,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512606789,138,61,1,2,54,3lyo0vqgndy4fuzlfo5l9ql30,1,68,4.6,2023-02-26T06:06:00.417Z,2023-02-26T06:20:55Z,4058054315,56,Right,,,,,,,,,,,,,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602999,18,5,1,2,56,e90fnsgtnamze3yssxpg392eb,1,39.2,101.6,2023-02-26T06:06:03.093Z,2023-02-26T06:06:04Z,4058029881,347,,4058029879,56,Back,4058029921,233,19,,,,,,,,,,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603005,19,5,1,2,56,3lyo0vqgndy4fuzlfo5l9ql30,0,60.8,-1.6,2023-02-26T06:06:03.093Z,2023-02-26T06:11:45Z,4058029897,347,,4058029895,56,Right,4058029941,233,18,,,,,,,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603031,19,1,1,3,7,e90fnsgtnamze3yssxpg392eb,0,36.9,100,2023-02-26T06:06:14.181Z,2023-02-26T06:06:15Z,4058030189,1,,4058030177,107,,4058030181,140,60.0,4058030183,141,93.9,4058030185,212,24.8,4058030187,213,6.1,4058030179,56,Left,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603037,20,1,1,3,9,3lyo0vqgndy4fuzlfo5l9ql30,1,44.4,10.1,2023-02-26T06:06:15.607Z,2023-02-26T06:06:16Z,4058030225,213,0.4,4058030221,141,19.2,4058030215,3,,4058030223,212,15.3,4058030219,140,57.7,4058030217,56,Right,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603039,21,1,1,3,10,3lyo0vqgndy4fuzlfo5l9ql30,0,57.2,19.2,2023-02-26T06:06:16.726Z,2023-02-26T06:06:18Z,4058030269,212,5.9,4058030261,168,,4058030263,56,Center,4058030265,140,62.3,4058030267,141,23.0,4058030259,3,,4058030271,213,0.4,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603047,20,1,1,3,13,e90fnsgtnamze3yssxpg392eb,0,39.8,83.5,2023-02-26T06:06:19.374Z,2023-02-26T06:06:29Z,4058030347,1,,4058030345,213,0.2,4058030337,56,Left,4058030343,212,32.2,4058030339,140,70.0,4058030335,157,,4058030341,141,91.8,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603057,22,44,1,3,14,3lyo0vqgndy4fuzlfo5l9ql30,1,35.2,10.1,2023-02-26T06:06:20.341Z,2023-02-26T06:06:22Z,4058030411,56,Back,4058030413,285,,4058030437,233,21,,,,,,,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603055,21,44,1,3,14,e90fnsgtnamze3yssxpg392eb,0,64.8,89.9,2023-02-26T06:06:20.342Z,2023-02-26T06:06:23Z,4058030405,286,,4058030441,233,22,4058030403,56,Left,,,,,,,,,,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603063,23,1,1,3,14,3lyo0vqgndy4fuzlfo5l9ql30,0,37.6,9.4,2023-02-26T06:06:20.342Z,2023-03-01T00:23:30Z,4058030463,213,4.8,4058030453,3,,4058030461,212,7.8,4058030459,141,0.0,4058030457,140,38.0,4058030455,56,Back,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603061,22,5,1,3,16,e90fnsgtnamze3yssxpg392eb,1,65,102,2023-02-26T06:06:22.901Z,2023-02-26T06:06:28Z,4058030451,347,,4058030449,56,Left,4058030483,233,24,,,,,,,,,,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603065,24,5,1,3,16,3lyo0vqgndy4fuzlfo5l9ql30,0,35,-2,2023-02-26T06:06:22.901Z,2023-02-26T06:11:46Z,4058030471,347,,4058030493,233,22,4058030469,56,Back,,,,,,,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603093,23,1,1,3,25,e90fnsgtnamze3yssxpg392eb,1,65.4,100,2023-02-26T06:06:31.573Z,2023-02-28T15:47:41Z,4058030737,107,,4058030745,212,17.1,4058030747,213,5.0,4058030743,141,77.7,4058030739,56,Center,4058030741,140,70.2,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513674635,872,1,1,3,27,e90fnsgtnamze3yssxpg392eb,1,71.7,72,2023-02-26T06:06:33.379Z,2023-02-28T15:47:54Z,4063660449,141,76.6,4063660451,212,4.0,4063660447,140,69.3,4063660445,56,Center,4063660453,213,2.2,4063660443,156,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512607471,156,43,1,3,27,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-02-26T06:06:33.440Z,2023-02-28T15:47:40Z,4063660203,144,8,4058057747,56,Back,,,,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512603107,24,1,1,3,28,e90fnsgtnamze3yssxpg392eb,0,67.1,89.3,2023-02-26T06:06:34.397Z,2023-02-28T15:48:01Z,4058030835,140,82.0,4058030837,141,56.1,4058030839,212,27.5,4058030841,213,5.3,4058030831,3,,4058030833,56,Center,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
