id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2548456041,7,1,1,0,22,18c8ibslzapz40lfb8y5vygcs,0,78.9,87.4,2023-05-14T04:35:46.666Z,2023-05-14T04:35:47Z,4276280397,141,87.2,4276280393,56,Left,4276280399,212,8.1,4276280401,213,6.3,4276280395,140,86.6,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455951,3,43,1,0,23,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-05-14T04:35:47.933Z,2023-05-18T17:46:55Z,4288194557,144,49,,,,,,,,,,,,,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456059,6,12,1,0,24,9s2g5k3dlmfii452t8edaeozh,1,10.3,9.7,2023-05-14T04:35:48.542Z,2023-05-14T04:38:31Z,4276280483,140,12.0,4276280481,56,Back,4276280493,213,4.9,4276280487,212,7.9,4276280527,167,,4276280485,141,0.0,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456063,7,5,1,0,25,9s2g5k3dlmfii452t8edaeozh,0,12,-1.8,2023-05-14T04:35:49.110Z,2023-05-14T04:57:39Z,4276280511,347,,4276280509,56,Back,4276280553,233,8,,,,,,,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456053,8,5,1,0,25,18c8ibslzapz40lfb8y5vygcs,1,88,101.8,2023-05-14T04:35:49.110Z,2023-05-14T04:35:51Z,4276280543,233,7,4276280451,56,Left,4276280453,347,,,,,,,,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456109,9,1,1,0,36,18c8ibslzapz40lfb8y5vygcs,1,86.2,100,2023-05-14T04:36:00.233Z,2023-05-14T04:36:01Z,4276280833,213,4.2,4276280829,141,86.0,4276280823,107,,4276280831,212,11.9,4276280825,56,Left,4276280827,140,81.1,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456119,10,1,1,0,37,18c8ibslzapz40lfb8y5vygcs,1,81.3,86,2023-05-14T04:36:01.705Z,2023-05-14T04:36:03Z,4276280869,213,1.4,4276280863,140,82.1,4276280873,156,,4276280865,141,92.9,4276280861,56,Left,4276280867,212,4.8,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456139,11,1,1,0,40,18c8ibslzapz40lfb8y5vygcs,1,77.3,93.5,2023-05-14T04:36:04.182Z,2023-05-14T04:36:07Z,4276280997,213,3.1,4276280991,140,63.1,4276280993,141,94.2,4276280995,212,14.9,4276280989,56,Left,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456151,12,1,1,0,43,18c8ibslzapz40lfb8y5vygcs,1,57,95.4,2023-05-14T04:36:07.178Z,2023-05-14T04:36:09Z,4276281065,140,58.9,4276281067,141,64.5,4276281069,212,21.1,4276281071,213,4.8,4276281063,56,Center,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456153,13,1,1,0,44,18c8ibslzapz40lfb8y5vygcs,0,59.2,65.1,2023-05-14T04:36:08.731Z,2023-05-14T04:36:09Z,4276281093,141,72.1,4276281091,140,69.6,4276281097,213,0.4,4276281089,56,Center,4276281095,212,11.9,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456173,8,1,1,0,46,9s2g5k3dlmfii452t8edaeozh,1,32.1,13.2,2023-05-14T04:36:10.712Z,2023-05-18T17:47:56Z,4276281195,56,Back,4276281201,212,21.6,4276281197,140,48.6,4276281199,141,32.2,4276288561,155,,4276281203,213,0.6,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456175,9,49,1,0,48,9s2g5k3dlmfii452t8edaeozh,1,48.6,32.2,2023-05-14T04:36:12.150Z,2023-05-14T04:36:12Z,,,,,,,,,,,,,,,,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456191,10,1,1,0,49,9s2g5k3dlmfii452t8edaeozh,0,48.6,39.8,2023-05-14T04:36:13.125Z,2023-05-14T04:36:13Z,4276281275,140,66.3,4276281279,212,19.0,4276281277,141,33.7,4276281273,56,Center,4276281281,213,6.1,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456193,14,49,1,0,51,18c8ibslzapz40lfb8y5vygcs,1,26.9,54.6,2023-05-14T04:36:15.081Z,2023-05-14T04:36:15Z,,,,,,,,,,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456217,15,1,1,0,51,18c8ibslzapz40lfb8y5vygcs,1,26.9,54.6,2023-05-14T04:36:15.289Z,2023-05-14T04:36:18Z,4276281425,213,0.3,4276281421,141,73.5,4276281417,56,Center,4276281427,1,,4276281419,140,60.5,4276281423,212,37.5,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456227,16,1,1,0,54,18c8ibslzapz40lfb8y5vygcs,1,61.3,80.6,2023-05-14T04:36:18.233Z,2023-05-14T04:36:20Z,4276281485,140,77.3,4276281487,141,92.6,4276281491,213,0.5,4276281489,212,18.7,4276281483,56,Left,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456233,17,1,1,0,56,18c8ibslzapz40lfb8y5vygcs,1,77.3,92.6,2023-05-14T04:36:20.024Z,2023-05-14T04:40:24Z,4276281529,212,9.5,4276281523,56,Center,4276281525,140,78.0,4276281531,213,4.8,4276281527,141,78.7,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456235,18,1,1,0,58,18c8ibslzapz40lfb8y5vygcs,1,71.7,75.3,2023-05-14T04:36:22.086Z,2023-05-14T04:36:23Z,4276281549,56,Left,4276281555,212,7.3,4276281557,213,2.0,4276281551,140,68.9,4276281553,141,85.1,,,,,,,,,,dnvqxvpw9c21y0mb2wdxyua51,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456259,19,1,1,0,59,18c8ibslzapz40lfb8y5vygcs,0,67.7,84.8,2023-05-14T04:36:23.352Z,2023-05-14T04:36:28Z,4276281673,141,43.6,4276281667,155,,4276281679,1,,4276281669,56,Center,4276281677,213,5.4,4276281671,140,90.9,4276281675,212,37.1,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456253,11,43,1,1,3,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-05-14T04:36:27.430Z,2023-05-14T04:36:53Z,4276281657,285,0,4276282467,144,44,4276281655,56,Back,,,,,,,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456271,20,43,1,1,3,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-05-14T04:36:27.431Z,2023-05-14T04:36:52Z,4276282451,144,44,4276281899,233,11,4276281753,286,0,4276281751,56,Center,,,,,,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456257,12,11,1,1,3,9s2g5k3dlmfii452t8edaeozh,1,9,60.3,2023-05-14T04:36:27.782Z,2023-05-18T17:49:40Z,4276281661,88,,4276281659,56,Back,4288196627,378,,,,,,,,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456305,13,80,1,1,11,9s2g5k3dlmfii452t8edaeozh,0,13,56.6,2023-05-14T04:36:35.494Z,2023-05-14T04:36:35Z,,,,,,,,,,,,,,,,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456331,14,1,1,1,13,9s2g5k3dlmfii452t8edaeozh,0,14.4,47.3,2023-05-14T04:36:37.591Z,2023-05-14T04:36:41Z,4276282163,213,0.3,4276282157,140,65.9,4276282155,56,Center,4276282153,155,,4276282161,212,57.5,4276282159,141,76.0,4276282165,1,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456343,21,12,1,1,18,18c8ibslzapz40lfb8y5vygcs,1,28,22.4,2023-05-14T04:36:42.153Z,2023-05-14T04:41:00Z,4276282203,141,0.0,4276290693,167,,4276282199,56,Back,4276282201,140,29.1,4276282207,213,4.8,4276290691,15,,4276282205,212,16.2,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456433,15,5,1,1,19,9s2g5k3dlmfii452t8edaeozh,1,69.2,101.5,2023-05-14T04:36:43.291Z,2023-05-14T04:57:39Z,4276282773,56,Left,4276282781,233,22,4276282775,347,,,,,,,,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456347,22,5,1,1,19,18c8ibslzapz40lfb8y5vygcs,0,30.8,-1.5,2023-05-14T04:36:43.291Z,2023-05-14T04:37:03Z,4276282787,233,15,4276282235,347,,4276282233,56,Back,,,,,,,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456443,16,1,1,1,38,9s2g5k3dlmfii452t8edaeozh,1,68.8,100,2023-05-14T04:37:02.517Z,2023-05-14T04:37:05Z,4276282843,212,19.2,4276282837,56,Left,4276282841,141,87.4,4276282845,213,5.7,4276282835,107,,4276282839,140,84.5,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456451,17,1,1,1,41,9s2g5k3dlmfii452t8edaeozh,1,80.8,88.7,2023-05-14T04:37:05.316Z,2023-05-14T04:37:07Z,4276282889,141,96.5,4276282885,56,Left,4276282887,140,86.4,4276282893,213,0.7,4276282891,212,7.9,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456465,18,1,1,1,43,9s2g5k3dlmfii452t8edaeozh,1,86.4,96.5,2023-05-14T04:37:07.061Z,2023-05-14T04:37:08Z,4276282969,213,3.1,4276282965,141,97.8,4276282967,212,10.0,4276282961,56,Left,4276282963,140,76.9,,,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456469,19,1,1,1,44,9s2g5k3dlmfii452t8edaeozh,1,76.9,97.8,2023-05-14T04:37:08.502Z,2023-05-14T04:37:09Z,4276283007,212,3.7,4276283001,56,Left,4276283005,141,93.6,4276283003,140,74.6,4276283009,213,4.0,,,,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456487,20,1,1,1,45,9s2g5k3dlmfii452t8edaeozh,1,74.6,93.6,2023-05-14T04:37:09.493Z,2023-05-14T04:37:11Z,4276283105,141,87.7,4276283101,56,Left,4276283107,212,10.0,4276283109,213,5.9,4276283103,140,83.3,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456489,21,61,1,1,47,9s2g5k3dlmfii452t8edaeozh,0,83.4,85.9,2023-05-14T04:37:11.717Z,2023-05-14T04:37:12Z,4276283113,56,Left,,,,,,,,,,,,,,,,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456495,23,12,1,1,48,18c8ibslzapz40lfb8y5vygcs,1,14.5,24.4,2023-05-14T04:37:12.145Z,2023-05-14T04:42:37Z,4276292651,141,18.6,4276292653,212,7.1,4276292649,140,20.1,4276292655,213,5.7,4276283161,56,Back,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456515,22,1,1,1,49,9s2g5k3dlmfii452t8edaeozh,1,83.9,81.6,2023-05-14T04:37:13.045Z,2023-05-18T17:56:46Z,4276283267,140,90.4,4276283785,210,13,4276283787,154,,4276283265,56,Center,4276283271,212,17.2,4276283273,213,5.1,4276283269,141,58.4,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456521,23,13,1,1,50,9s2g5k3dlmfii452t8edaeozh,1,90,58.5,2023-05-14T04:37:14.485Z,2023-05-18T17:56:46Z,4276283293,17,,4276283813,55,22,4276283823,230,98.8,4276283809,29,,4276283407,72,,4276283807,85,,4276283291,22,,4276283821,328,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,4276283811,154,4276283819,103,55.6,4276294711,108,4276283825,231,51.6,4276283817,102,46.4,4276283295,56,Center,,,,,,,,,,,,,,,,,,
2548456523,24,5,1,1,53,9s2g5k3dlmfii452t8edaeozh,0,101,55.2,2023-05-14T04:37:17.034Z,2023-05-14T04:57:39Z,4276283313,56,Center,4276283315,346,,4276283341,233,24,,,,,,,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456513,24,5,1,1,53,18c8ibslzapz40lfb8y5vygcs,1,-1,44.8,2023-05-14T04:37:17.034Z,2023-05-14T04:37:19Z,4276283257,56,Back,4276283337,233,24,4276283259,346,,,,,,,,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456599,25,1,1,2,17,18c8ibslzapz40lfb8y5vygcs,1,4.6,54.9,2023-05-14T04:37:41.289Z,2023-05-14T04:37:43Z,4276283953,189,,4276283929,237,,4276283919,140,16.2,4276283923,212,28.4,4276283915,124,,4276283925,213,1.1,4276283917,56,Back,4276283921,141,92.6,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456635,26,1,1,2,20,18c8ibslzapz40lfb8y5vygcs,0,11.9,83,2023-05-14T04:37:44.487Z,2023-05-14T04:37:50Z,4276284123,155,,4276284143,213,5.6,4276284133,140,32.7,4276284127,56,Back,4276284141,212,29.3,4276284137,141,54.2,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456619,25,44,1,2,22,9s2g5k3dlmfii452t8edaeozh,1,66.4,40,2023-05-14T04:37:46.502Z,2023-05-14T04:37:50Z,4276284043,286,,4276284041,56,Center,4276284187,233,27,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456639,27,44,1,2,22,18c8ibslzapz40lfb8y5vygcs,0,33.6,60,2023-05-14T04:37:46.503Z,2023-05-14T04:44:37Z,4276284159,56,Back,4276284205,233,25,4276284161,285,,,,,,,,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456643,26,1,1,2,22,9s2g5k3dlmfii452t8edaeozh,1,66.2,34,2023-05-14T04:37:46.853Z,2023-05-14T04:44:38Z,4276284195,140,71.8,4276284201,213,5.0,4276284197,141,9.1,4276284191,3,,4276284199,212,17.9,4276284193,56,Right,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456645,27,49,1,2,26,9s2g5k3dlmfii452t8edaeozh,1,77.8,11.3,2023-05-14T04:37:50.869Z,2023-05-14T04:42:11Z,,,,,,,,,,,,,,,,,,,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456675,28,1,1,2,29,9s2g5k3dlmfii452t8edaeozh,1,76.3,10,2023-05-14T04:37:53.046Z,2023-05-14T04:37:54Z,4276284375,141,4.6,4276284379,213,5.8,4276284373,140,83.4,4276284371,56,Right,4276284377,212,8.3,,,,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456687,29,1,1,2,30,9s2g5k3dlmfii452t8edaeozh,1,83.4,4.6,2023-05-14T04:37:54.758Z,2023-05-14T04:37:56Z,4276284449,213,2.9,4276284445,141,7.7,4276284443,140,74.1,4276284441,56,Right,4276284447,212,10.0,,,,,,,,,,8shr0ghxn6d8uoiiideh3rmne,S. Nago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456689,30,1,1,2,32,9s2g5k3dlmfii452t8edaeozh,0,74.1,7.7,2023-05-14T04:37:56.438Z,2023-05-14T04:37:57Z,4276284473,212,11.7,4276284471,141,0.0,4276284469,140,83.3,4276284475,213,5.7,4276284467,56,Right,,,,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456695,28,5,1,2,33,18c8ibslzapz40lfb8y5vygcs,1,20.2,101.8,2023-05-14T04:37:57.131Z,2023-05-14T04:57:40Z,4276284501,233,31,4276284493,347,,4276284491,56,Back,,,,,,,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
