id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2514863595,5,49,1,0,22,3vfso415vj7uitnunviuzdyg3,1,18.4,8.5,2023-03-04T06:05:33.512Z,2023-03-04T06:05:33Z,,,,,,,,,,,,,,,,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863603,6,1,1,0,22,3vfso415vj7uitnunviuzdyg3,0,18.4,8.5,2023-03-04T06:05:33.849Z,2023-03-04T06:05:36Z,4069970407,212,24.7,4069970411,1,,4069970403,140,41.1,4069970409,213,6.0,4069970395,157,,4069970405,141,0.0,4069970399,56,Back,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863607,7,5,1,0,25,90cc40yau7yv6n8r4xs361ofd,1,59.5,101.4,2023-03-04T06:05:36.109Z,2023-03-04T06:05:37Z,4069970431,233,7,4069970421,56,Left,4069970423,347,,,,,,,,,,,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863605,7,5,1,0,25,3vfso415vj7uitnunviuzdyg3,0,40.5,-1.4,2023-03-04T06:05:36.109Z,2023-03-04T06:16:29Z,4069970419,347,,4069970417,56,Back,4069970439,233,7,,,,,,,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863631,8,1,1,0,29,90cc40yau7yv6n8r4xs361ofd,1,60.1,100,2023-03-04T06:05:40.812Z,2023-03-04T06:05:42Z,4069970639,56,Left,4069970649,212,12.5,4069970645,141,90.3,4069970641,140,69.4,4069970637,107,,4069970653,213,5.6,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863637,9,61,1,0,31,90cc40yau7yv6n8r4xs361ofd,0,69.4,90.8,2023-03-04T06:05:42.813Z,2023-03-04T06:05:43Z,4069970667,56,Left,,,,,,,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863645,8,61,1,0,33,3vfso415vj7uitnunviuzdyg3,0,24.7,4.1,2023-03-04T06:05:44.313Z,2023-03-04T06:05:44Z,4069970711,56,Back,,,,,,,,,,,,,,,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863653,9,5,1,0,34,3vfso415vj7uitnunviuzdyg3,0,26.2,-1.2,2023-03-04T06:05:45.161Z,2023-03-04T06:05:47Z,4069970731,56,Back,4069970801,233,10,4069970735,347,,,,,,,,,,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863659,10,5,1,0,34,90cc40yau7yv6n8r4xs361ofd,1,73.8,101.2,2023-03-04T06:05:45.161Z,2023-03-04T06:16:29Z,4069970767,347,,4069970793,233,9,4069970765,56,Left,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863721,11,1,1,0,44,90cc40yau7yv6n8r4xs361ofd,1,70.1,100,2023-03-04T06:05:55.597Z,2023-03-04T06:05:58Z,4069971101,1,,4069971093,140,96.1,4069971099,213,5.8,4069971095,141,80.5,4069971089,107,,4069971091,56,Left,4069971097,212,30.5,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863727,12,1,1,0,46,90cc40yau7yv6n8r4xs361ofd,1,95.9,80.5,2023-03-04T06:05:57.981Z,2023-03-04T06:05:59Z,4069971137,213,2.7,4069971131,140,85.8,4069971125,3,,4069971133,141,87.2,4069971129,56,Left,4069971135,212,11.5,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864849,30,44,1,0,47,90cc40yau7yv6n8r4xs361ofd,1,82.6,83.5,2023-03-04T06:05:58.239Z,2023-03-04T06:09:00Z,4069978143,233,10,4069978111,286,,4069978107,56,Left,,,,,,,,,,,,,,,,1y7418qkypc0tg1fpx0anycfe,S. Uejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863765,10,44,1,0,47,3vfso415vj7uitnunviuzdyg3,0,17.4,16.5,2023-03-04T06:05:58.240Z,2023-03-04T06:08:58Z,4069971341,285,,4069971339,56,Back,4069978159,233,30,,,,,,,,,,,,,,,,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863749,13,1,1,0,48,90cc40yau7yv6n8r4xs361ofd,1,85.8,87.2,2023-03-04T06:05:59.213Z,2023-03-04T06:06:01Z,4069971263,56,Left,4069971269,212,8.4,4069971265,140,92.0,4069971261,3,,4069971271,213,0.7,4069971267,141,95.0,,,,,,,1y7418qkypc0tg1fpx0anycfe,S. Uejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863763,14,1,1,0,50,90cc40yau7yv6n8r4xs361ofd,1,92.2,94.4,2023-03-04T06:06:01.612Z,2023-03-04T06:06:02Z,4069971329,212,6.1,4069971323,56,Left,4069971325,140,86.5,4069971327,141,92.6,4069971331,213,3.3,,,,,,,,,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863769,15,61,1,0,51,90cc40yau7yv6n8r4xs361ofd,0,85.2,92.9,2023-03-04T06:06:02.750Z,2023-03-04T06:06:03Z,4069971347,56,Left,,,,,,,,,,,,,,,,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863845,11,1,1,0,52,3vfso415vj7uitnunviuzdyg3,0,22.2,7.7,2023-03-04T06:06:04.001Z,2023-03-08T20:59:09Z,4069971753,157,,4069971759,141,0.0,4069971757,140,56.7,4069971761,212,36.8,4069971763,213,6.1,4069971755,56,Right,4069971765,1,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863847,12,5,1,0,58,3vfso415vj7uitnunviuzdyg3,0,59.9,-1.7,2023-03-04T06:06:09.933Z,2023-03-04T06:16:29Z,4069971823,233,16,4069971773,347,,4069971771,56,Right,,,,,,,,,,,,,,,,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863841,16,5,1,0,58,90cc40yau7yv6n8r4xs361ofd,1,40.1,101.7,2023-03-04T06:06:09.933Z,2023-03-04T06:06:11Z,4069971727,56,Back,4069971729,347,,4069971815,233,12,,,,,,,,,,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863947,17,1,1,1,12,90cc40yau7yv6n8r4xs361ofd,1,36.9,100,2023-03-04T06:06:23.070Z,2023-03-04T06:06:24Z,4069972245,141,91.1,4069972243,140,45.5,4069972239,107,,4069972249,213,5.6,4069972241,56,Back,4069972247,212,11.4,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863951,18,1,1,1,13,90cc40yau7yv6n8r4xs361ofd,0,47.2,89.4,2023-03-04T06:06:24.413Z,2023-03-04T06:10:09Z,4069981117,212,3.3,4069972261,56,Back,4069981113,140,44.4,4069981119,213,3.6,4069981197,156,,4069981115,141,87.2,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863969,13,1,1,1,15,3vfso415vj7uitnunviuzdyg3,0,50.7,13.7,2023-03-04T06:06:26.772Z,2023-03-08T20:59:46Z,4069972373,286,,4069972353,140,51.7,4069972359,213,0.6,4069972365,236,,4069972355,141,14.7,4069972367,233,19,4069972361,1,,4069972351,56,Right,3ihaypy0xs7cpw7ij61qislat,K. Iwao,4069972357,212,1.3,4069972349,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863961,19,74,1,1,15,90cc40yau7yv6n8r4xs361ofd,1,44.5,83.9,2023-03-04T06:06:26.773Z,2023-03-08T20:59:48Z,4069972321,56,Back,4069972323,285,,4069972383,233,13,,,,,,,,,,,,,,,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864001,15,1,1,1,17,3vfso415vj7uitnunviuzdyg3,1,51.4,26.2,2023-03-04T06:06:28.579Z,2023-03-08T21:00:27Z,4069972531,56,Right,4069972537,212,6.5,4069972535,141,18.4,4069982629,3,,4069972533,140,55.0,4069972539,213,5.3,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863977,14,49,1,1,18,3vfso415vj7uitnunviuzdyg3,1,48.6,19.1,2023-03-04T06:06:29.033Z,2023-03-04T06:10:37Z,,,,,,,,,,,,,,,,,,,,,,,,,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514865967,87,1,1,1,19,3vfso415vj7uitnunviuzdyg3,1,55,13.2,2023-03-04T06:06:30.675Z,2023-03-04T06:11:45Z,4069984025,212,9.3,4069984023,141,26.8,4069984019,56,Center,4069984027,213,1.5,4069984021,140,55.4,,,,,,,,,,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514866177,88,1,1,1,20,3vfso415vj7uitnunviuzdyg3,1,60,23.9,2023-03-04T06:06:31.066Z,2023-03-04T06:13:38Z,4069985035,212,5.6,4069985029,56,Center,4069985033,141,23.7,4069985039,213,3.2,4069985031,140,54.7,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514867341,117,1,1,1,21,3vfso415vj7uitnunviuzdyg3,1,51.7,24.2,2023-03-04T06:06:32.794Z,2023-03-04T06:14:01Z,4069991649,213,2.3,4069991643,140,35.5,4069991645,141,54.4,4069991641,56,Back,4069991647,212,26.7,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864031,16,1,1,1,22,3vfso415vj7uitnunviuzdyg3,1,37.4,59.6,2023-03-04T06:06:33.657Z,2023-03-04T06:13:34Z,4069972699,140,11.9,4069972703,212,29.4,4069972705,213,3.6,4069972697,56,Back,4069972701,141,41.9,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864047,17,1,1,1,28,3vfso415vj7uitnunviuzdyg3,0,12.3,36.1,2023-03-04T06:06:39.161Z,2023-03-04T06:12:32Z,4069972771,212,39.3,4069972767,140,46.3,4069972769,141,11.9,4069972773,213,5.9,4069972763,155,,4069972765,56,Back,4069972775,1,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864075,20,1,1,1,30,90cc40yau7yv6n8r4xs361ofd,0,52.1,84.7,2023-03-04T06:06:41.837Z,2023-03-04T06:13:02Z,4069972921,212,28.8,4069972923,213,5.8,4069972919,141,64.5,4069972917,140,76.2,4069989247,3,,4069972915,56,Center,,,,,,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864105,18,1,1,1,33,3vfso415vj7uitnunviuzdyg3,1,23.2,30.3,2023-03-04T06:06:44.841Z,2023-03-04T06:06:48Z,4069973055,212,21.8,4069973053,141,54.2,4069973049,56,Back,4069973051,140,9.3,4069973057,213,2.3,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864133,19,1,1,1,37,3vfso415vj7uitnunviuzdyg3,1,9,55.2,2023-03-04T06:06:48.233Z,2023-03-04T06:06:53Z,4069973263,155,,4069973273,213,0.3,4069973269,141,67.3,4069973265,56,Back,4069973271,212,28.8,4069973267,140,35.3,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864137,21,4,1,1,40,90cc40yau7yv6n8r4xs361ofd,1,64.4,37.1,2023-03-04T06:06:51.325Z,2023-03-04T06:06:56Z,4069973293,294,,4069973409,286,,4069973299,152,,4069973291,13,,4069973429,233,20,4069973295,56,Center,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864135,20,4,1,1,40,3vfso415vj7uitnunviuzdyg3,0,35.6,62.9,2023-03-04T06:06:51.326Z,2023-03-04T06:06:56Z,4069973279,294,,4069973283,152,,4069973285,285,,4069973439,233,21,4069973277,13,,4069973281,56,Back,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864175,21,43,1,1,42,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-03-04T06:06:53.988Z,2023-03-04T06:06:58Z,4069973509,213,0,4069973503,140,35.3,4069973515,144,1,4069973505,141,67.3,4069973501,56,Back,4069973507,212,0,4069973499,155,0,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864327,22,13,1,2,12,90cc40yau7yv6n8r4xs361ofd,1,65.4,33.6,2023-03-04T06:07:23.854Z,2023-03-08T21:02:34Z,4069974729,103,68.1,4069974735,231,51.4,4069974733,230,98.4,4069974731,458,,4069974257,56,Center,4069974725,74,,4069974253,26,,4069974727,102,46.7,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,4069974255,19,,4069974489,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864355,22,5,1,2,14,3vfso415vj7uitnunviuzdyg3,1,-1.6,54.4,2023-03-04T06:07:25.565Z,2023-03-04T06:16:29Z,4069974391,233,23,4069974387,56,Back,4069974389,346,,,,,,,,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864337,23,5,1,2,14,90cc40yau7yv6n8r4xs361ofd,0,101.6,45.6,2023-03-04T06:07:25.565Z,2023-03-04T06:07:28Z,4069974413,233,22,4069974297,56,Center,4069974299,346,,,,,,,,,,,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864463,23,1,1,2,33,3vfso415vj7uitnunviuzdyg3,0,5.3,48.1,2023-03-04T06:07:44.634Z,2023-03-04T06:07:47Z,4069974955,56,Right,4069974969,74,,4069974963,213,5.9,4069974953,155,,4069974959,141,16.1,4069974961,212,64.6,4069974967,1,,4069974951,124,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,4069974957,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864485,24,1,1,2,36,90cc40yau7yv6n8r4xs361ofd,0,30.1,85.9,2023-03-04T06:07:47.645Z,2023-03-04T06:07:49Z,4069975091,56,Left,4069975097,212,32.6,4069975099,213,6.2,4069975093,140,61.1,4069975101,1,,4069975089,3,,4069975095,141,83.6,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864529,24,1,1,2,41,3vfso415vj7uitnunviuzdyg3,1,55,17.6,2023-03-04T06:07:52.331Z,2023-03-04T06:15:34Z,4069975333,141,6.4,4069975335,212,11.5,4069975329,56,Right,4069975331,140,63.2,4069975337,213,5.6,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864551,25,1,1,2,42,3vfso415vj7uitnunviuzdyg3,0,65.1,6.5,2023-03-04T06:07:53.913Z,2023-03-04T06:07:56Z,4069975425,212,19.6,4069975419,56,Center,4069975423,141,21.3,4069975427,213,0.5,4069975421,140,81.1,,,,,,,,,,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864557,25,49,1,2,45,90cc40yau7yv6n8r4xs361ofd,1,18.2,79.6,2023-03-04T06:07:56.782Z,2023-03-04T06:07:56Z,,,,,,,,,,,,,,,,,,,,,,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864581,26,1,1,2,46,90cc40yau7yv6n8r4xs361ofd,1,18.2,79.6,2023-03-04T06:07:57.023Z,2023-03-04T06:07:59Z,4069975565,56,Back,4069975569,141,57.2,4069975573,213,3.9,4069975571,212,22.1,4069975567,140,3.0,,,,,,,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514864607,27,1,1,2,48,90cc40yau7yv6n8r4xs361ofd,1,3.2,47.9,2023-03-04T06:07:59.806Z,2023-03-04T06:15:54Z,4069975707,140,37.5,4069975711,212,45.2,4069975709,141,7.7,4069975713,213,5.6,4069975703,155,,4069975715,1,,4069975705,56,Back,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
