id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,assist,qualifier/16/value
2518955975,11,43,1,0,51,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-03-12T06:04:21.050Z,2023-03-12T06:04:29Z,4091627237,144,49,,,,,,,,,,,,,,,,,,,,,,5cwzgbnlpamgpiwjlgn61i8k5,K. Kinoshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956021,9,61,1,0,51,83d6z6wvkzs3dx9oy3mftixow,1,11.4,71.2,2023-03-12T06:04:21.187Z,2023-03-31T17:29:26Z,4091627177,56,Back,,,,,,,,,,,,,,,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956029,10,52,1,0,53,83d6z6wvkzs3dx9oy3mftixow,1,3.3,57.3,2023-03-12T06:04:22.625Z,2023-03-16T16:02:59Z,4100831107,378,,,,,,,,,,,,,,,,,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956071,11,80,1,1,8,83d6z6wvkzs3dx9oy3mftixow,0,12.3,43.9,2023-03-12T06:04:38.300Z,2023-03-12T06:04:38Z,,,,,,,,,,,,,,,,,,,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956099,12,1,1,1,10,83d6z6wvkzs3dx9oy3mftixow,0,13.6,38.6,2023-03-12T06:04:39.681Z,2023-03-16T16:03:32Z,4091627513,212,58.8,4091627509,140,68.3,4091627515,213,0.2,4091627505,155,,4091627511,141,57.2,4091627517,1,,4091627507,56,Center,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518958017,54,61,1,1,12,6bus1cl4b6zdm93290r02o7cx,1,29.1,35.7,2023-03-12T06:04:42Z,2023-03-16T16:04:22Z,4091637127,56,Back,,,,,,,,,,,,,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956101,13,61,1,1,13,83d6z6wvkzs3dx9oy3mftixow,1,68.3,57.2,2023-03-12T06:04:43.343Z,2023-03-16T16:04:23Z,4091627521,56,Center,,,,,,,,,,,,,,,,,,,,,,2rdx221tb304urcypk3y5nkk5,T. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956113,14,1,1,1,14,83d6z6wvkzs3dx9oy3mftixow,1,65.9,59.9,2023-03-12T06:04:43.646Z,2023-03-16T16:04:14Z,4091627569,213,2.0,4091627563,140,59.1,4091627565,141,84.5,4091627561,56,Left,4091627567,212,18.2,,,,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956127,15,1,1,1,18,83d6z6wvkzs3dx9oy3mftixow,1,58.7,84.5,2023-03-12T06:04:47.837Z,2023-03-16T16:04:48Z,4091627625,141,82.0,4091627621,140,67.1,4091627629,213,6.1,4091627627,212,9.0,4091627617,56,Left,,,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956135,16,1,1,1,20,83d6z6wvkzs3dx9oy3mftixow,1,67.1,82,2023-03-12T06:04:50.511Z,2023-03-16T16:04:54Z,4091627697,156,,4091627681,212,13.7,4091627677,140,55.4,4091627675,56,Left,4091627683,213,2.7,4091627679,141,90.9,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956143,17,4,1,1,24,83d6z6wvkzs3dx9oy3mftixow,1,62.9,88.4,2023-03-12T06:04:54.272Z,2023-03-16T16:05:10Z,4091627727,56,Left,4091627733,286,,4091627725,13,,4091627827,233,14,4091639035,295,,4091627729,152,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956155,14,4,1,1,24,6bus1cl4b6zdm93290r02o7cx,0,37.1,11.6,2023-03-12T06:04:54.273Z,2023-03-16T16:05:17Z,4091627807,152,,4091627811,285,,4091638993,295,,4091639011,233,17,4091627805,56,Back,4091627803,13,,,,,,,,74ebuvw74k1iwcq5nafqijvxm,F. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956463,18,1,1,2,28,83d6z6wvkzs3dx9oy3mftixow,1,58.6,91.4,2023-03-12T06:05:58.181Z,2023-03-31T17:31:49Z,4091629295,212,51.7,4091629289,56,Center,4091629293,141,34.6,4100832647,223,,4091640629,154,,4091629297,213,5.4,4091629291,140,91.4,4091629279,2,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,1,4100832649,20,4091640627,210,15,4091629285,155,4091629299,1,4091629287,152,4091629281,5,,,,,,,,,,,,,,,,,,,,,,,
2518956479,19,44,1,2,29,83d6z6wvkzs3dx9oy3mftixow,1,92.1,39.6,2023-03-12T06:05:58.877Z,2023-03-16T16:05:52Z,4091629393,286,,4091629425,233,15,4091629391,56,Center,,,,,,,,,,,,,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956465,15,44,1,2,29,6bus1cl4b6zdm93290r02o7cx,0,7.9,60.4,2023-03-12T06:05:58.878Z,2023-03-16T16:05:53Z,4091629307,285,,4091629305,56,Back,4091629437,233,19,,,,,,,,,,,,,,,,12ndgojwoabbe9igew1ymcnop,S. Asada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956483,20,15,1,2,30,83d6z6wvkzs3dx9oy3mftixow,1,92.3,35.1,2023-03-12T06:06:00.379Z,2023-03-31T17:31:49Z,4091640657,29,,4091640651,24,,4091640653,15,,4091640655,78,,4091629413,56,Center,4091640671,328,,4091640667,103,13.3,4091640661,55,18,4o71xxq6qdkhug58a073fxega,S. Machino,,4091629411,63,4091640659,154,,4091640673,146,4091640693,233,4091640665,102,4091640675,147,99.0,17,51.6,46.9,,,,,,,,,,,,,,,,,,,
2518956493,17,10,1,2,30,6bus1cl4b6zdm93290r02o7cx,1,2,53.3,2023-03-12T06:06:00.479Z,2023-03-16T19:23:21Z,4091629473,182,,4091629469,177,,4091640703,233,20,4091629475,56,Back,4100833009,377,,4091629471,178,,,,,,,,7j7c0l6xctuoauvg1tpni3ysp,T. Wakahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956491,16,52,1,2,32,6bus1cl4b6zdm93290r02o7cx,1,4.1,50,2023-03-12T06:06:02.418Z,2023-03-16T16:06:21Z,4100833065,377,,,,,,,,,,,,,,,,,,,,,,,7j7c0l6xctuoauvg1tpni3ysp,T. Wakahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956563,18,1,1,2,47,6bus1cl4b6zdm93290r02o7cx,1,14.5,44.3,2023-03-12T06:06:17.345Z,2023-03-12T06:06:20Z,4091629781,1,,4091629777,212,53.5,4091629771,56,Left,4091629775,141,84.1,4091629773,140,58.5,4091629779,213,0.5,4091629769,199,,,,,7j7c0l6xctuoauvg1tpni3ysp,T. Wakahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956569,19,44,1,2,51,6bus1cl4b6zdm93290r02o7cx,1,64,91,2023-03-12T06:06:21.411Z,2023-03-12T06:06:22Z,4091629857,233,21,4091629803,286,,4091629801,56,Left,,,,,,,,,,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956577,21,44,1,2,51,83d6z6wvkzs3dx9oy3mftixow,0,36,9,2023-03-12T06:06:21.412Z,2023-03-12T06:06:22Z,4091629817,285,,4091629815,56,Back,4091629875,233,19,,,,,,,,,,,,,,,,63x2f9goh9q2g6ql4r0ll4w5x,T. Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956583,20,1,1,2,52,6bus1cl4b6zdm93290r02o7cx,0,58.9,88,2023-03-12T06:06:22.316Z,2023-03-31T17:32:36Z,4091629847,212,13.8,4091629843,140,69.0,4091629833,3,,4091629849,213,0.7,4091629839,56,Left,4091629845,141,100.0,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956585,21,5,1,2,53,6bus1cl4b6zdm93290r02o7cx,0,72,101.6,2023-03-12T06:06:23.032Z,2023-03-12T06:09:00Z,4091629853,56,Left,4091629855,347,,4091629927,233,22,,,,,,,,,,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956591,22,5,1,2,53,83d6z6wvkzs3dx9oy3mftixow,1,28,-1.6,2023-03-12T06:06:23.032Z,2023-03-12T06:06:24Z,4091629885,347,,4091629903,233,21,4091629883,56,Back,,,,,,,,,,,,,,,,63x2f9goh9q2g6ql4r0ll4w5x,T. Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956707,23,1,1,3,6,83d6z6wvkzs3dx9oy3mftixow,1,27.6,0,2023-03-12T06:06:35.814Z,2023-03-16T16:06:57Z,4091630393,212,30.2,4091630385,107,,4091630395,213,0.3,4091630389,140,54.9,4091630391,141,12.3,4091630397,1,,4091630387,56,Right,,,,63x2f9goh9q2g6ql4r0ll4w5x,T. Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956719,24,44,1,3,7,83d6z6wvkzs3dx9oy3mftixow,1,56.4,12.3,2023-03-12T06:06:36.936Z,2023-03-16T16:06:58Z,4091630447,286,,4091630459,233,22,4091630445,56,Right,,,,,,,,,,,,,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956711,22,44,1,3,7,6bus1cl4b6zdm93290r02o7cx,0,43.6,87.7,2023-03-12T06:06:36.937Z,2023-03-16T16:07:00Z,4091630417,285,,4091630415,56,Back,4091643483,233,24,,,,,,,,,,,,,,,,6vkppmpdrvrujfp035ucpib8q,S. Kawasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956755,25,1,1,3,11,83d6z6wvkzs3dx9oy3mftixow,1,54.9,12.3,2023-03-12T06:06:40.723Z,2023-03-12T06:13:36Z,4091630611,140,65.6,4091630617,213,0.1,4091630603,3,,4091630613,141,14.4,4091630609,56,Right,4091630605,168,,4091630615,212,11.3,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518959459,94,1,1,3,12,83d6z6wvkzs3dx9oy3mftixow,0,61.1,13.9,2023-03-12T06:06:42.438Z,2023-03-12T06:14:50Z,4091646053,212,19.6,4091646055,213,0.6,4091646047,56,Center,4091646045,3,,4091646051,141,29.5,4091646049,140,76.8,,,,,,,docsi872whx44eedrczqua385,K. Onose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956761,23,49,1,3,18,6bus1cl4b6zdm93290r02o7cx,1,22.3,70,2023-03-12T06:06:47.533Z,2023-03-12T06:06:46Z,,,,,,,,,,,,,,,,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956765,24,1,1,3,18,6bus1cl4b6zdm93290r02o7cx,1,22.3,70,2023-03-12T06:06:47.711Z,2023-03-12T06:06:48Z,4091630653,140,4.5,4091630659,213,3.8,4091630657,212,24.1,4091630651,56,Back,4091630655,141,47.6,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956777,25,1,1,3,19,6bus1cl4b6zdm93290r02o7cx,0,4.6,43.9,2023-03-12T06:06:49.500Z,2023-03-12T06:06:50Z,4091630725,213,6.0,4091630715,155,,4091630723,212,43.8,4091630719,140,44.8,4091630721,141,26.5,4091630727,1,,4091630717,56,Back,,,,7j7c0l6xctuoauvg1tpni3ysp,T. Wakahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956795,26,44,1,3,20,83d6z6wvkzs3dx9oy3mftixow,1,54.8,70.2,2023-03-12T06:06:50.125Z,2023-03-16T16:08:17Z,4091630801,286,,4091630819,233,26,4091630799,56,Center,,,,,,,,,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956781,26,44,1,3,20,6bus1cl4b6zdm93290r02o7cx,0,45.2,29.8,2023-03-12T06:06:50.126Z,2023-03-16T16:08:19Z,4091630827,233,26,4091630751,56,Back,4091630753,285,,,,,,,,,,,,,,,,,74ebuvw74k1iwcq5nafqijvxm,F. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
