id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2525996953,5,5,1,0,8,3lyo0vqgndy4fuzlfo5l9ql30,0,32.3,101.3,2023-03-31T10:03:18.342Z,2023-03-31T10:42:42Z,4149739279,56,Back,4149739281,347,,4149739301,233,7,,,,,,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525996947,7,5,1,0,8,3vfso415vj7uitnunviuzdyg3,1,67.7,-1.3,2023-03-31T10:03:18.342Z,2023-03-31T10:03:21Z,4149739271,347,,4149739269,56,Right,4149739291,233,5,,,,,,,,,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525996973,8,1,1,0,15,3vfso415vj7uitnunviuzdyg3,0,75.2,0,2023-03-31T10:03:25.582Z,2023-03-31T10:03:26Z,4149739369,213,1.3,4149739363,140,80.0,4149739361,56,Right,4149739367,212,16.4,4149739365,141,21.0,4149739359,107,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525996977,6,49,1,0,18,3lyo0vqgndy4fuzlfo5l9ql30,1,22.7,79.6,2023-03-31T10:03:28.606Z,2023-03-31T10:03:38Z,,,,,,,,,,,,,,,,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525996981,7,1,1,0,18,3lyo0vqgndy4fuzlfo5l9ql30,0,22.7,79.6,2023-03-31T10:03:28.996Z,2023-04-05T14:52:42Z,4149739389,56,Back,4165366807,155,,4149739393,141,86.9,4149739397,213,0.2,4149739391,140,44.5,4149739395,212,23.4,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525996989,9,1,1,0,20,3vfso415vj7uitnunviuzdyg3,1,55.7,10,2023-03-31T10:03:30.811Z,2023-03-31T10:03:32Z,4149739431,213,6.1,4149739427,141,8.9,4149739421,3,,4149739425,140,60.7,4149739423,56,Right,4149739429,212,5.3,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525996991,10,1,1,0,22,3vfso415vj7uitnunviuzdyg3,1,60.7,8.9,2023-03-31T10:03:32.332Z,2023-03-31T10:03:33Z,4149739449,212,8.6,4149739451,213,0.9,4149739447,141,18.6,4149739441,168,,4149739443,56,Right,4149739445,140,65.9,4149739439,3,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525996995,11,1,1,0,23,3vfso415vj7uitnunviuzdyg3,1,70,25,2023-03-31T10:03:33.531Z,2023-04-05T14:52:58Z,4149739463,141,37.4,4149739465,212,8.4,4149739459,56,Center,4149739467,213,1.6,4149739461,140,70.0,4149742045,210,14,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525996997,12,49,1,0,24,3vfso415vj7uitnunviuzdyg3,1,73.1,40,2023-03-31T10:03:34.590Z,2023-03-31T10:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997001,13,14,1,0,24,3vfso415vj7uitnunviuzdyg3,1,73.4,39.9,2023-03-31T10:03:34.908Z,2023-04-05T14:52:58Z,4149742053,55,11,4149739477,22,,4149742059,103,15.8,4149742049,75,,4149741893,72,,4149742063,328,,4149739479,18,,4149742061,215,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,4149742067,231,49.3,4149742051,29,4149742057,102,44.7,4149739481,56,Center,4149742065,230,98.8,,,,,,,,,,,,,,,,,,,,,,
2525997013,8,49,1,0,32,3lyo0vqgndy4fuzlfo5l9ql30,1,11,8.8,2023-03-31T10:03:42.785Z,2023-03-31T10:03:42Z,,,,,,,,,,,,,,,,,,,,,,,,,exhzpkx6j2ffgblv06ummy356,S. Toshima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997017,9,1,1,0,33,3lyo0vqgndy4fuzlfo5l9ql30,0,11,8.8,2023-03-31T10:03:43.354Z,2023-03-31T10:03:44Z,4149739529,140,49.6,4149739527,56,Back,4149739535,213,6.1,4149739533,212,41.2,4149739525,155,,4149739537,1,,4149739531,141,0.0,,,,exhzpkx6j2ffgblv06ummy356,S. Toshima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997019,10,5,1,0,33,3lyo0vqgndy4fuzlfo5l9ql30,0,52.2,-1.8,2023-03-31T10:03:44.101Z,2023-03-31T10:03:45Z,4149739541,56,Right,4149739543,347,,4149739567,233,14,,,,,,,,,,,,,,,,exhzpkx6j2ffgblv06ummy356,S. Toshima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997021,14,5,1,0,33,3vfso415vj7uitnunviuzdyg3,1,47.8,101.8,2023-03-31T10:03:44.101Z,2023-03-31T10:42:42Z,4149739551,347,,4149739549,56,Back,4149739561,233,10,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997033,15,1,1,0,35,3vfso415vj7uitnunviuzdyg3,1,45.3,100,2023-03-31T10:03:45.867Z,2023-03-31T10:03:48Z,4149739603,140,55.6,4149739599,107,,4149739605,141,93.9,4149739609,213,5.8,4149739607,212,12.1,4149739601,56,Left,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997035,16,1,1,0,38,3vfso415vj7uitnunviuzdyg3,1,57.4,90.8,2023-03-31T10:03:48.699Z,2023-04-05T14:53:20Z,4149739627,212,11.4,4149739621,56,Center,4149739625,141,77.0,4149739623,140,51.2,4149739629,213,4.1,4165366925,156,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997043,17,1,1,0,40,3vfso415vj7uitnunviuzdyg3,1,50.9,76.1,2023-03-31T10:03:50.875Z,2023-03-31T10:08:16Z,4149739679,1,,4149739669,56,Back,4149739671,140,39.4,4149739677,213,4.3,4149739673,141,29.5,4149739675,212,33.9,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997057,18,1,1,0,43,3vfso415vj7uitnunviuzdyg3,1,39.6,28.8,2023-03-31T10:03:53.451Z,2023-03-31T10:03:56Z,4149739745,141,31.0,4149739743,140,75.5,4149739739,155,,4149739751,1,,4149739747,212,37.7,4149739741,56,Center,4149739749,213,0.0,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997059,19,61,1,0,46,3vfso415vj7uitnunviuzdyg3,0,75.5,30.7,2023-03-31T10:03:56.715Z,2023-03-31T10:03:57Z,4149739755,56,Center,,,,,,,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997071,11,49,1,0,49,3lyo0vqgndy4fuzlfo5l9ql30,1,19.1,60.2,2023-03-31T10:03:59.286Z,2023-03-31T10:03:59Z,,,,,,,,,,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997075,12,1,1,0,50,3lyo0vqgndy4fuzlfo5l9ql30,0,18.9,63.9,2023-03-31T10:04:00.625Z,2023-03-31T10:04:01Z,4149739805,1,,4149739803,213,0.3,4149739799,141,81.4,4149739797,140,59.9,4149739801,212,44.7,4149739793,157,,4149739795,56,Left,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997077,20,49,1,0,51,3vfso415vj7uitnunviuzdyg3,1,32.3,12.3,2023-03-31T10:04:01.819Z,2023-03-31T10:04:01Z,,,,,,,,,,,,,,,,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997087,21,1,1,0,52,3vfso415vj7uitnunviuzdyg3,0,32.3,8.8,2023-03-31T10:04:03.195Z,2023-03-31T10:04:04Z,4149739831,141,16.4,4149739835,213,0.2,4149739833,212,24.8,4149739829,140,55.4,4149739827,56,Right,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997089,13,49,1,0,55,3lyo0vqgndy4fuzlfo5l9ql30,1,44.2,75.7,2023-03-31T10:04:05.896Z,2023-03-31T10:04:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997117,14,1,1,0,55,3lyo0vqgndy4fuzlfo5l9ql30,1,44.2,75.7,2023-03-31T10:04:06.166Z,2023-03-31T10:04:09Z,4149739867,140,32.5,4149739869,141,78.7,4149739865,56,Back,4149739875,213,3.0,4149739873,212,12.5,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997133,15,1,1,0,59,3lyo0vqgndy4fuzlfo5l9ql30,1,31.1,80.3,2023-03-31T10:04:09.557Z,2023-03-31T10:09:43Z,4149739941,141,53.9,4149739943,212,29.9,4149739945,213,3.8,4149739937,56,Back,4149739939,140,8.3,,,,,,,,,,95xv2vt9zeaisdth7ng5nfy8k,H. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997139,16,1,1,1,2,3lyo0vqgndy4fuzlfo5l9ql30,1,8.3,53.9,2023-03-31T10:04:12.641Z,2023-03-31T10:09:46Z,4149739965,141,88.1,4149739963,140,21.9,4149739967,212,27.3,4149739961,56,Back,4149739969,213,1.0,,,,,,,,,,2a58okwh0up45xrwo9bcpallh,T. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997147,17,1,1,1,5,3lyo0vqgndy4fuzlfo5l9ql30,1,22,80.5,2023-03-31T10:04:16.102Z,2023-03-31T10:09:59Z,4149740011,141,85.0,4149740009,140,38.5,4149740015,213,0.2,4149740007,56,Back,4149740013,212,17.6,,,,,,,,,,95xv2vt9zeaisdth7ng5nfy8k,H. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997163,18,1,1,1,9,3lyo0vqgndy4fuzlfo5l9ql30,0,36.5,72.9,2023-03-31T10:04:19.754Z,2023-03-31T10:10:00Z,4149740097,1,,4149740091,141,64.2,4149740087,56,Center,4149740089,140,76.3,4149740095,213,6.1,4149740093,212,42.2,4149740085,155,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997165,22,61,1,1,11,3vfso415vj7uitnunviuzdyg3,1,24.1,37.9,2023-03-31T10:04:21.346Z,2023-04-05T14:54:10Z,4149740099,56,Back,,,,,,,,,,,,,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528952723,958,59,1,1,12,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-03-31T10:04:23.049Z,2023-04-05T14:54:16Z,4165367037,56,Back,,,,,,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997173,23,12,1,1,17,3vfso415vj7uitnunviuzdyg3,1,19.7,39.2,2023-03-31T10:04:28.052Z,2023-03-31T10:10:22Z,4149740141,56,Back,4149740147,212,1.8,4149740149,213,4.7,4149740159,397,,4149740145,141,36.6,4149740143,140,19.6,4149740161,233,19,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997171,19,74,1,1,17,3lyo0vqgndy4fuzlfo5l9ql30,1,82.4,66.1,2023-03-31T10:04:28.053Z,2023-03-31T10:04:31Z,4149740111,56,Center,4149740113,285,,4149740167,233,23,4149740125,397,,,,,,,,,,,,,,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997175,20,5,1,1,19,3lyo0vqgndy4fuzlfo5l9ql30,0,100.9,76.1,2023-03-31T10:04:30.171Z,2023-03-31T10:42:42Z,4149740173,233,24,4149740151,56,Center,4149741089,346,,,,,,,,,,,,,,,,,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997177,24,5,1,1,19,3vfso415vj7uitnunviuzdyg3,1,-0.9,23.9,2023-03-31T10:04:30.171Z,2023-03-31T10:10:24Z,4149740169,233,20,4149740155,56,Back,4149741087,346,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997277,25,1,1,1,54,3vfso415vj7uitnunviuzdyg3,0,5.3,40.6,2023-03-31T10:05:05.003Z,2023-03-31T10:14:16Z,4149745599,124,,4149740663,140,56.6,4149740665,141,7.7,4149745601,237,,4149740669,213,5.9,4149740661,56,Right,4149740671,1,,4149740667,212,58.3,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997285,21,1,1,2,0,3lyo0vqgndy4fuzlfo5l9ql30,0,44.3,73.8,2023-03-31T10:05:10.690Z,2023-03-31T10:22:29Z,4149740709,56,Center,4149740715,212,35.7,4149740707,3,,4149740713,141,64.8,4149740717,213,6.1,4149740711,140,77.8,4149740719,1,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997297,26,1,1,2,3,3vfso415vj7uitnunviuzdyg3,1,20.8,30.3,2023-03-31T10:05:14.011Z,2023-03-31T10:12:14Z,4149740775,56,Back,4149740781,212,16.2,4149740777,140,7.7,4149740779,141,42.8,4149740783,213,2.6,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997307,27,1,1,2,5,3vfso415vj7uitnunviuzdyg3,0,8.1,44.9,2023-03-31T10:05:15.884Z,2023-03-31T10:13:30Z,4149740821,1,,4149740819,213,0.4,4149740813,140,45.1,4149740815,141,70.0,4149740817,212,42.4,4149740811,56,Back,4149740809,155,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997323,22,1,1,2,7,3lyo0vqgndy4fuzlfo5l9ql30,0,52.6,27.4,2023-03-31T10:05:17.534Z,2023-03-31T10:22:03Z,4149740881,141,40.4,4149740875,3,,4149740885,213,0.5,4149740883,212,19.4,4149740879,140,69.1,4149740877,56,Center,,,,,,,exhzpkx6j2ffgblv06ummy356,S. Toshima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997319,28,44,1,2,8,3vfso415vj7uitnunviuzdyg3,1,33.6,59.4,2023-03-31T10:05:18.321Z,2023-03-31T10:54:07Z,4149747959,233,23,4149740869,285,,4149740867,56,Back,,,,,,,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997327,23,44,1,2,8,3lyo0vqgndy4fuzlfo5l9ql30,0,66.4,40.6,2023-03-31T10:05:18.322Z,2023-03-31T10:54:38Z,4149747967,233,28,4149740901,56,Center,4149740903,286,,,,,,,,,,,,,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525998389,103,1,1,2,8,3vfso415vj7uitnunviuzdyg3,0,34.5,57.5,2023-03-31T10:05:18.897Z,2023-03-31T10:14:26Z,4149747907,56,Back,4149747913,212,8.9,4149747909,140,43.0,4149747915,213,6.3,4149747905,3,,4149747911,141,57.3,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997343,24,1,1,2,14,3lyo0vqgndy4fuzlfo5l9ql30,1,55.9,52.2,2023-03-31T10:05:24.455Z,2023-03-31T10:14:53Z,4149740975,56,Center,4149740981,212,11.0,4149740979,141,65.4,4149740977,140,62.0,4149740983,213,1.0,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528952749,746,3,1,2,15,3lyo0vqgndy4fuzlfo5l9ql30,0,65.5,65.4,2023-03-31T10:05:25.970Z,2023-04-05T14:55:44Z,4165367213,286,,4165367211,56,Center,4165367217,467,b5nc0tgc33wklhsekw3jklylm,4165367215,464,,,,,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997345,25,4,1,2,16,3lyo0vqgndy4fuzlfo5l9ql30,1,64.6,65.9,2023-03-31T10:05:26.426Z,2023-03-31T10:05:27Z,4149740997,265,,4149740991,13,,4149740995,152,,4149740993,56,Center,4149740999,286,,4149741001,233,29,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525997341,29,4,1,2,16,3vfso415vj7uitnunviuzdyg3,0,35.4,34.1,2023-03-31T10:05:26.427Z,2023-03-31T10:05:28Z,4149741007,233,25,4149740963,56,Back,4149740965,152,,4149740969,285,,4149740967,265,,4149740961,13,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
