id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2544211847,11,1,1,0,53,92br3632xgmc25jvr0jesfvl6,0,5.1,38.8,2023-05-06T10:04:21.531Z,2023-05-06T10:04:27Z,4253583819,74,,4253583813,213,6.2,4253583805,56,Center,4253583809,141,30.3,4253583811,212,62.1,4253583803,124,,4253583807,140,64.0,4253583815,1,,2mlhzuv74jc84rckx21ctofd,K. Tani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211859,14,44,1,0,58,18c8ibslzapz40lfb8y5vygcs,1,34.8,65,2023-05-06T10:04:26.650Z,2023-05-06T10:08:45Z,4253583909,233,12,4253583885,285,,4253583883,56,Back,,,,,,,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211851,12,44,1,0,58,92br3632xgmc25jvr0jesfvl6,0,65.2,35,2023-05-06T10:04:26.651Z,2023-05-06T10:04:28Z,4253583843,286,,4253583927,233,14,4253583841,56,Center,,,,,,,,,,,,,,,,4g3jv6nwzqmv6tow2stbtrt1x,I. Jebali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211875,15,1,1,0,59,18c8ibslzapz40lfb8y5vygcs,0,33.6,60.3,2023-05-06T10:04:27.608Z,2023-05-06T10:08:47Z,4253583957,213,1.1,4253583953,141,70.5,4253583947,3,,4253583955,212,7.6,4253583951,140,36.6,4253583949,56,Back,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211877,13,44,1,1,0,92br3632xgmc25jvr0jesfvl6,1,61,22.8,2023-05-06T10:04:28.444Z,2023-05-06T10:04:29Z,4253583963,286,,4253583969,233,16,4253583961,56,Center,,,,,,,,,,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211879,16,44,1,1,0,18c8ibslzapz40lfb8y5vygcs,0,39,77.2,2023-05-06T10:04:28.445Z,2023-05-06T10:04:30Z,4253583965,56,Back,4253584007,233,13,4253583967,285,,,,,,,,,,,,,,,,,b9q7re294ul5aq3jxch5oomol,K. Nagasawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211881,14,1,1,1,0,92br3632xgmc25jvr0jesfvl6,0,66.7,27,2023-05-06T10:04:28.827Z,2023-05-06T10:09:14Z,4253583983,213,0.3,4253583979,141,31.2,4253583973,3,,4253583981,212,8.6,4253583977,140,74.4,4253583975,56,Center,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211889,15,43,1,1,2,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-05-06T10:04:30.651Z,2023-05-06T10:09:05Z,4253584031,140,77.5,4253584029,56,Center,4253584027,168,0,4253584033,141,30.4,4253584037,213,0.1,4253584035,212,10.2,4253593757,144,1,4253584025,3,0,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211897,17,49,1,1,4,18c8ibslzapz40lfb8y5vygcs,1,27,64.5,2023-05-06T10:04:32.311Z,2023-05-06T10:09:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211911,18,1,1,1,4,18c8ibslzapz40lfb8y5vygcs,0,27,64.5,2023-05-06T10:04:32.854Z,2023-05-11T13:39:36Z,4253584135,141,80.9,4268395401,1,,4253584131,56,Back,4253584137,212,23.8,4268395399,157,,4253584133,140,47.0,4253584139,213,0.5,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211923,16,1,1,1,5,92br3632xgmc25jvr0jesfvl6,1,54,5.3,2023-05-06T10:04:33.850Z,2023-05-06T10:04:36Z,4253584235,213,2.2,4253584227,56,Back,4253584229,140,48.6,4253584231,141,18.0,4253584225,3,,4253584233,212,10.3,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211961,18,4,1,1,7,92br3632xgmc25jvr0jesfvl6,1,52.6,21.6,2023-05-06T10:04:35.822Z,2023-05-06T10:12:10Z,4253584471,56,Center,4253584481,233,20,4253584473,152,,4253584475,286,,4253584469,294,,4253584467,13,,,,,,,,ejiqb92493nx7l8wifxbw5hp1,N. Lavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211955,20,4,1,1,7,18c8ibslzapz40lfb8y5vygcs,0,47.4,78.4,2023-05-06T10:04:35.823Z,2023-05-06T10:04:44Z,4253584445,152,,4253584435,13,,4253584499,233,18,4253584439,294,,4253584443,56,Back,4253584449,285,,,,,,,,3g0uy8yhevhod17kgrtho63th,N. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211959,17,43,1,1,8,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-05-06T10:04:36.350Z,2023-05-06T10:04:44Z,4253584459,141,25.6,4253584453,3,0,4253584599,144,1,4253584457,140,57.5,4253584463,213,0.5,4253584455,56,Center,4253584461,212,10.7,,,,ejiqb92493nx7l8wifxbw5hp1,N. Lavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544211925,19,43,1,1,8,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-05-06T10:04:36.711Z,2023-05-06T10:04:42Z,4253584523,144,44,4253584245,285,0,4253584243,56,Back,,,,,,,,,,,,,,,,3g0uy8yhevhod17kgrtho63th,N. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212007,19,1,1,1,17,92br3632xgmc25jvr0jesfvl6,0,53.8,14.6,2023-05-06T10:04:46.187Z,2023-05-06T10:11:28Z,4253584723,140,85.3,4253584729,213,6.2,4253584731,1,,4253584727,212,33.1,4253584721,56,Right,4253584717,155,,4253584719,152,,4253584715,5,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,4253584725,141,,,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,
2544212017,21,12,1,1,19,18c8ibslzapz40lfb8y5vygcs,1,13.5,89,2023-05-06T10:04:47.728Z,2023-05-06T10:04:53Z,4253584773,141,100.0,4253584779,213,1.8,4253584777,212,8.9,4253584771,140,11.5,4253584825,15,,4253584767,56,Back,4253584853,167,,,,,96c2ojt4sgo4gfxs7vt1qfxed,Y. Maruyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212031,20,5,1,1,20,92br3632xgmc25jvr0jesfvl6,1,87.6,-1.4,2023-05-06T10:04:48.970Z,2023-05-06T10:04:50Z,4253584839,347,,4253584855,233,22,4253584837,56,Right,,,,,,,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212033,22,5,1,1,20,18c8ibslzapz40lfb8y5vygcs,0,12.4,101.4,2023-05-06T10:04:48.970Z,2023-05-06T10:27:49Z,4253584847,347,,4253584859,233,20,4253584845,56,Back,,,,,,,,,,,,,,,,96c2ojt4sgo4gfxs7vt1qfxed,Y. Maruyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212085,21,1,1,1,28,92br3632xgmc25jvr0jesfvl6,1,86.1,0,2023-05-06T10:04:56.491Z,2023-05-06T10:04:58Z,4253585115,141,9.2,4253585111,56,Right,4253585109,107,,4253585117,212,9.0,4253585119,213,0.9,4253585113,140,91.2,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212101,22,1,1,1,29,92br3632xgmc25jvr0jesfvl6,1,91.2,9.2,2023-05-06T10:04:58.266Z,2023-05-11T13:40:10Z,4253585191,140,86.2,4253585195,212,6.5,4253585193,141,3.5,4253585197,213,3.8,4253585189,56,Right,,,,,,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212115,23,1,1,1,33,92br3632xgmc25jvr0jesfvl6,0,95.7,4.7,2023-05-06T10:05:01.371Z,2023-05-11T13:40:21Z,4253585291,56,Right,4253585309,236,,4253585297,212,2.7,4253585299,213,1.6,4253585293,140,95.6,4253585295,141,8.6,4268396053,20,,4253585311,233,23,4xg5pywcbv3pho0idx326s7e2,R. Handa,4268396089,224,4253585287,2,4253585315,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212117,23,12,1,1,33,18c8ibslzapz40lfb8y5vygcs,1,7.1,92,2023-05-06T10:05:01.471Z,2023-05-06T10:05:03Z,4253585331,233,23,4253585303,185,,4253585305,56,Back,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212121,24,5,1,1,34,18c8ibslzapz40lfb8y5vygcs,0,4.6,101.2,2023-05-06T10:05:03.031Z,2023-05-06T10:05:05Z,4253585321,56,Back,4253585395,233,24,4253585323,347,,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212131,24,5,1,1,34,92br3632xgmc25jvr0jesfvl6,1,95.4,-1.2,2023-05-06T10:05:03.031Z,2023-05-06T10:27:50Z,4253585379,347,,4253585377,56,Right,4253585389,233,24,,,,,,,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212209,25,1,1,1,47,92br3632xgmc25jvr0jesfvl6,0,94.1,0,2023-05-06T10:05:15.274Z,2023-05-06T10:05:18Z,4253585825,56,Center,4253585833,213,1.4,4253585827,140,97.4,4253585823,107,,4253585831,212,20.1,4253585829,141,27.4,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212227,25,49,1,1,51,18c8ibslzapz40lfb8y5vygcs,1,2.2,69,2023-05-06T10:05:19.863Z,2023-05-06T10:12:54Z,,,,,,,,,,,,,,,,,,,,,,,,,96c2ojt4sgo4gfxs7vt1qfxed,Y. Maruyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212243,26,1,1,1,51,18c8ibslzapz40lfb8y5vygcs,0,2.2,69,2023-05-06T10:05:20.119Z,2023-05-06T10:12:56Z,4253585961,140,43.9,4253585957,157,,4253585965,212,43.9,4253585959,56,Back,4253585969,1,,4253585963,141,72.6,4253585967,213,0.1,,,,96c2ojt4sgo4gfxs7vt1qfxed,Y. Maruyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212267,26,1,1,1,54,92br3632xgmc25jvr0jesfvl6,0,59.8,15.9,2023-05-06T10:05:22.523Z,2023-05-06T10:05:23Z,4253586075,141,9.4,4253586071,56,Right,4253586077,212,15.6,4253586069,3,,4253586073,140,74.0,4253586079,213,6.0,,,,,,,8bduzkapiw865xcl3xstzior9,Kwon Kyung-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212275,28,1,1,1,55,18c8ibslzapz40lfb8y5vygcs,0,29.1,89.9,2023-05-06T10:05:23.880Z,2023-05-06T10:05:24Z,4253586115,212,9.9,4253586111,140,37.8,4253586109,56,Back,4253586117,213,5.9,4253586113,141,84.2,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212295,27,1,1,1,57,92br3632xgmc25jvr0jesfvl6,0,61.7,8.6,2023-05-06T10:05:26.075Z,2023-05-06T10:05:26Z,4253586193,213,6.2,4253586187,140,73.6,4253586189,141,6.2,4253586185,56,Right,4253586191,212,12.6,,,,,,,,,,ejiqb92493nx7l8wifxbw5hp1,N. Lavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546993587,788,49,1,1,58,18c8ibslzapz40lfb8y5vygcs,1,28.7,93.6,2023-05-06T10:05:26.478Z,2023-05-11T13:41:10Z,,,,,,,,,,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212321,29,1,1,2,0,18c8ibslzapz40lfb8y5vygcs,0,32,93,2023-05-06T10:05:28.479Z,2023-05-06T10:05:31Z,4253586319,141,86.0,4253586317,140,36.1,4253586321,212,6.4,4253586323,213,5.4,4253586315,56,Back,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544212317,28,8,1,2,1,92br3632xgmc25jvr0jesfvl6,1,70.1,9.1,2023-05-06T10:05:29.309Z,2023-05-11T13:41:14Z,4268397135,383,,4253586295,56,Right,,,,,,,,,,,,,,,,,,,ejiqb92493nx7l8wifxbw5hp1,N. Lavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
