id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2533396295,6,50,1,0,19,9s2g5k3dlmfii452t8edaeozh,1,56.8,94.6,2023-04-15T07:04:03.885Z,2023-04-15T07:04:05Z,4189121511,233,6,4189121435,286,,4189121433,56,Left,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396307,6,7,1,0,19,bbt5nqwufsne7r0zfa6pvpmfa,1,43.2,5.4,2023-04-15T07:04:03.886Z,2023-04-20T10:50:42Z,4189121489,56,Back,4189121491,285,,4204058859,383,,4189121499,233,6,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396313,7,1,1,0,20,bbt5nqwufsne7r0zfa6pvpmfa,1,38.4,9.4,2023-04-15T07:04:05.078Z,2023-04-15T07:04:06Z,4189121535,140,33.3,4189121537,141,29.8,4189121541,213,1.9,4189121533,56,Back,4189121539,212,14.9,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396389,8,1,1,0,22,bbt5nqwufsne7r0zfa6pvpmfa,1,33.6,30.6,2023-04-15T07:04:06.615Z,2023-04-15T07:04:52Z,4189121911,212,42.8,4189121913,213,1.0,4189121909,141,84.8,4189121907,140,54.3,4189121905,56,Left,4189121915,1,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536262481,898,3,1,0,30,bbt5nqwufsne7r0zfa6pvpmfa,0,83.3,86.2,2023-04-15T07:04:15.124Z,2023-04-20T12:40:32Z,4204241013,56,Left,4204241019,467,15b53vkcltdxtbt1zt4peswd1,4204241017,465,,4204241015,286,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536226177,880,43,1,0,31,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-04-15T07:04:15.475Z,2023-04-20T12:40:19Z,4204067787,56,Back,4204067791,465,0,4204067789,285,0,4204240253,144,3,4204067793,467,212624,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396393,9,4,1,0,34,bbt5nqwufsne7r0zfa6pvpmfa,1,80.8,85.6,2023-04-15T07:04:18.391Z,2023-04-15T07:04:19Z,4189121935,56,Left,4189121947,233,7,4189121941,286,,4189121933,13,,4189121939,265,,4189121937,152,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396391,7,4,1,0,34,9s2g5k3dlmfii452t8edaeozh,0,19.2,14.4,2023-04-15T07:04:18.392Z,2023-04-15T07:04:19Z,4189121925,265,,4189121919,13,,4189121951,233,9,4189121923,152,,4189121927,285,,4189121921,56,Back,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396629,10,1,1,1,15,bbt5nqwufsne7r0zfa6pvpmfa,0,80.3,87.8,2023-04-15T07:04:59.606Z,2023-04-20T10:55:11Z,4189123177,152,,4189123179,56,Center,4189123173,5,,4189123185,212,28.8,4189123171,2,,4204068931,223,,4189123183,141,49.0,4189123187,213,5.1,196dypy60x08uuc7cltabdcr9,K. Yuruki,4204068933,20,4189123175,155,4189123181,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396639,8,12,1,1,18,9s2g5k3dlmfii452t8edaeozh,1,10.2,49.1,2023-04-15T07:05:02.460Z,2023-04-15T07:05:04Z,4189123255,212,18.0,4189123257,213,2.3,4189123259,15,,4189123253,141,68.8,4189123249,56,Back,4189123251,140,0.0,4189123293,167,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396647,9,6,1,1,19,9s2g5k3dlmfii452t8edaeozh,0,3.8,59.9,2023-04-15T07:05:03.461Z,2023-04-20T10:55:52Z,4189123291,73,,4189123289,56,Back,4189123333,233,11,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396649,11,6,1,1,19,bbt5nqwufsne7r0zfa6pvpmfa,1,96.2,40.1,2023-04-15T07:05:03.461Z,2023-04-15T07:05:05Z,4189123303,233,9,4189123297,75,,4189123295,56,Center,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396939,12,1,1,1,57,bbt5nqwufsne7r0zfa6pvpmfa,1,99.5,0.5,2023-04-15T07:05:41.750Z,2023-04-20T10:56:44Z,4204070675,72,,4189124591,6,,4189124605,213,1.9,4189124599,140,89.4,4189124597,56,Center,4189125509,210,15,4189124603,212,31.6,4189124593,155,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,4189124601,141,4189124589,2,4189124595,223,,1,44.2,4189125511,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396945,13,44,1,1,59,bbt5nqwufsne7r0zfa6pvpmfa,1,91.6,45.1,2023-04-15T07:05:43.966Z,2023-04-20T10:56:35Z,4189124629,56,Center,4189124927,233,10,4189124631,286,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396957,10,44,1,1,59,9s2g5k3dlmfii452t8edaeozh,0,8.4,54.9,2023-04-15T07:05:43.967Z,2023-04-20T10:56:36Z,4189124935,233,13,4189124691,56,Back,4189124693,285,,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396949,14,15,1,2,0,bbt5nqwufsne7r0zfa6pvpmfa,1,89.4,44.2,2023-04-15T07:05:44.542Z,2023-04-20T10:56:44Z,4189125543,230,99.0,4189125531,55,12,4189125525,78,,4189125537,103,19,4189125539,146,91.1,4189124655,17,,4189125541,147,44.9,4189125369,25,,22imd9on624739u8fym5n640l,Y. Osako,4189125375,328,4189125377,82,4189125371,15,,,,4189125387,233,11,4189125545,231,48.4,4189124657,56,Center,4189125529,154,4189125535,102,48.9,4189125527,29,,,,,,,,,,,,,
2533396959,11,10,1,2,0,9s2g5k3dlmfii452t8edaeozh,1,6.1,54,2023-04-15T07:05:44.642Z,2023-04-20T10:56:39Z,4189124697,56,Back,4189124695,94,,4189125393,233,14,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396981,15,1,1,2,4,bbt5nqwufsne7r0zfa6pvpmfa,1,64.3,43.3,2023-04-15T07:05:48.806Z,2023-04-15T07:05:51Z,4189124795,141,72.9,4189124791,56,Center,4189124797,212,20.7,4189124793,140,69.1,4189124799,213,1.3,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396985,16,1,1,2,6,bbt5nqwufsne7r0zfa6pvpmfa,0,71,76.3,2023-04-15T07:05:50.415Z,2023-04-20T10:58:52Z,4204077035,72,,4189124823,140,90.3,4204077033,224,,4189124825,141,53.6,4189124817,2,,4189124819,155,,4189124821,56,Center,4189124827,212,25.5,196dypy60x08uuc7cltabdcr9,K. Yuruki,4189124829,213,4189171619,233,,,,,5.6,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
2533396993,12,12,1,2,7,9s2g5k3dlmfii452t8edaeozh,1,10.2,51,2023-04-15T07:05:52.189Z,2023-04-15T07:05:53Z,4189124855,141,77.0,4189124857,212,24.8,4189124853,140,26.7,4189124859,213,0.8,4189124865,15,,4189124851,56,Back,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397013,17,1,1,2,11,bbt5nqwufsne7r0zfa6pvpmfa,0,74.2,15.1,2023-04-15T07:05:55.703Z,2023-04-20T10:59:23Z,4189124965,212,1.2,4204078015,224,,4189173045,233,13,4189124959,56,Right,4189124961,140,75.1,4189124955,2,,4204078017,20,,4189124963,141,16.3,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,4189125109,286,4189125103,236,4189124967,213,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397043,13,12,1,2,11,9s2g5k3dlmfii452t8edaeozh,1,28.8,83.9,2023-04-15T07:05:55.803Z,2023-04-15T07:32:28Z,4189125097,185,,4189125099,56,Back,4189171629,233,17,,,,,,,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397059,14,52,1,2,17,9s2g5k3dlmfii452t8edaeozh,1,5.2,61.7,2023-04-15T07:06:01.253Z,2023-04-20T10:59:27Z,4204078179,376,,,,,,,,,,,,,,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397157,15,1,1,2,25,9s2g5k3dlmfii452t8edaeozh,0,10.1,56.3,2023-04-15T07:06:09.468Z,2023-04-15T07:06:15Z,4189125645,1,,4189125633,199,,4189125641,212,97.5,4189125639,141,100.0,4189125637,140,98.2,4189125635,56,Left,4189125643,213,0.3,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397163,16,5,1,2,31,9s2g5k3dlmfii452t8edaeozh,0,97.6,101.3,2023-04-15T07:06:15.618Z,2023-04-15T07:06:17Z,4189125737,233,18,4189125657,347,,4189125655,56,Left,,,,,,,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397171,18,5,1,2,31,bbt5nqwufsne7r0zfa6pvpmfa,1,2.4,-1.3,2023-04-15T07:06:15.618Z,2023-04-15T07:32:19Z,4189125695,56,Back,4189125697,347,,4189125715,233,16,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397255,19,1,1,2,44,bbt5nqwufsne7r0zfa6pvpmfa,0,6.7,0,2023-04-15T07:06:28.889Z,2023-04-15T07:06:30Z,4189126175,213,0.2,4189126169,140,28.4,4189126167,56,Back,4189126171,141,4.4,4189126165,107,,4189126177,1,,4189126173,212,23.1,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397273,20,4,1,2,49,bbt5nqwufsne7r0zfa6pvpmfa,1,27.8,5.8,2023-04-15T07:06:33.700Z,2023-04-15T07:32:25Z,4189126291,294,,4189126293,56,Back,4189126297,285,,4189126347,233,17,4189126289,13,,4189126295,152,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397281,17,4,1,2,49,9s2g5k3dlmfii452t8edaeozh,0,72.2,94.2,2023-04-15T07:06:33.701Z,2023-04-15T07:26:26Z,4189126323,13,,4189126329,152,,4189126327,56,Left,4189126325,294,,4189126337,233,20,4189126331,286,,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397499,21,1,1,3,18,bbt5nqwufsne7r0zfa6pvpmfa,0,22.1,6.1,2023-04-15T07:07:02.695Z,2023-04-15T07:26:27Z,4189127459,56,Center,4189127453,5,,4189127457,152,,4189127465,212,56.7,4189127467,213,0.6,4189127469,1,,4189127463,141,53.0,4189127461,140,66.8,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,4189127455,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397509,18,44,1,3,22,9s2g5k3dlmfii452t8edaeozh,1,31.2,39.2,2023-04-15T07:07:06.837Z,2023-04-15T07:07:07Z,4189127505,285,,4189127503,56,Back,4189127525,233,22,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397507,22,44,1,3,22,bbt5nqwufsne7r0zfa6pvpmfa,0,68.8,60.8,2023-04-15T07:07:06.838Z,2023-04-15T07:07:08Z,4189127501,286,,4189127571,233,18,4189127499,56,Center,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397515,19,1,1,3,23,9s2g5k3dlmfii452t8edaeozh,0,29.3,31.3,2023-04-15T07:07:07.341Z,2023-04-15T07:07:08Z,4189127549,140,41.3,4189127547,56,Back,4189127553,212,13.2,4189127555,213,6.0,4189127545,3,,4189127551,141,25.6,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397525,23,1,1,3,25,bbt5nqwufsne7r0zfa6pvpmfa,0,55.2,74.4,2023-04-15T07:07:09.238Z,2023-04-15T07:07:09Z,4189127611,212,11.0,4189127607,140,64.1,4189127603,3,,4189127609,141,65.8,4189127613,213,5.7,4189127605,56,Center,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397533,20,49,1,3,26,9s2g5k3dlmfii452t8edaeozh,1,31.5,20.3,2023-04-15T07:07:10.638Z,2023-04-15T07:07:10Z,,,,,,,,,,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397553,21,1,1,3,26,9s2g5k3dlmfii452t8edaeozh,0,31.5,20.3,2023-04-15T07:07:11.102Z,2023-04-15T07:07:12Z,4189127731,56,Right,4189127737,212,36.8,4189127739,213,6.2,4189127741,1,,4189127733,140,66.5,4189127735,141,18.3,4189127727,155,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397557,24,61,1,3,29,bbt5nqwufsne7r0zfa6pvpmfa,0,26.8,80.3,2023-04-15T07:07:13.398Z,2023-04-15T07:07:13Z,4189127767,56,Back,,,,,,,,,,,,,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397641,22,1,1,3,33,9s2g5k3dlmfii452t8edaeozh,1,64.7,45.1,2023-04-15T07:07:18.077Z,2023-04-15T07:07:21Z,4189128097,213,1.6,4189128093,141,60.5,4189128087,56,Center,4189128089,140,64.8,4189128095,212,10.5,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397649,23,1,1,3,36,9s2g5k3dlmfii452t8edaeozh,1,66.2,75.9,2023-04-15T07:07:21.101Z,2023-04-15T07:07:23Z,4189128153,56,Left,4189128159,212,10.9,4189128157,141,90.8,4189128155,140,70.1,4189128161,213,1.2,,,,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397677,24,1,1,3,38,9s2g5k3dlmfii452t8edaeozh,1,71.1,93.2,2023-04-15T07:07:22.941Z,2023-04-15T07:07:26Z,4189128287,140,58.1,4189128291,212,15.5,4189128289,141,82.4,4189128285,56,Left,4189128293,213,3.6,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397681,25,50,1,3,42,9s2g5k3dlmfii452t8edaeozh,1,57,76.8,2023-04-15T07:07:26.261Z,2023-04-15T07:07:28Z,4189128317,56,Center,4189128319,286,,4189128377,233,25,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397687,25,7,1,3,42,bbt5nqwufsne7r0zfa6pvpmfa,1,43,23.2,2023-04-15T07:07:26.262Z,2023-04-20T11:06:48Z,4204093523,384,,4189128347,285,,4189128343,56,Back,4189128365,233,25,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397691,26,49,1,3,43,bbt5nqwufsne7r0zfa6pvpmfa,1,54,39.5,2023-04-15T07:07:27.671Z,2023-04-15T07:26:41Z,,,,,,,,,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397749,27,1,1,3,45,bbt5nqwufsne7r0zfa6pvpmfa,1,53.8,52.5,2023-04-15T07:07:29.303Z,2023-04-20T11:07:46Z,4189136865,210,15,4189128703,212,9.3,4189128701,141,64.8,4189128699,140,57.6,4189128697,56,Center,4189128705,213,1.1,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533397751,28,15,1,3,50,bbt5nqwufsne7r0zfa6pvpmfa,1,78.9,70.7,2023-04-15T07:07:34.754Z,2023-04-20T11:07:46Z,4189129787,233,26,4189136891,102,51.1,4189128717,56,Center,4189136899,146,81.8,4189129765,20,,4204095071,78,,4189136893,103,19,4189136901,147,68.1,9z3v28ssd5e50tt745583obth,H. Ide,4189136887,55,4189136907,231,4189239275,23,,,27,4189136905,230,97.8,4189136885,29,,4189129775,82,,4189136895,215,4189128715,18,,,,51.4,,,,,,,,,,,,
2533397747,26,10,1,3,50,9s2g5k3dlmfii452t8edaeozh,1,21.2,26.7,2023-04-15T07:07:34.854Z,2023-04-15T08:02:15Z,4189128695,56,Back,4189129827,233,28,4189128693,94,,,,,,,,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
