id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/16/value,assist,qualifier/17/value
2544923905,20,1,1,0,50,5pol481515zvirmk6t00kerbc,0,70.2,38.2,2023-05-07T06:04:29.896Z,2023-05-07T06:04:30Z,4257379185,212,4.2,4257379181,140,71.5,4257379183,141,44.0,4257379187,213,1.2,4257379179,56,Center,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544923923,14,49,1,0,55,27o8mdqno6jslcjb709sxjwyy,1,30.4,65.4,2023-05-07T06:04:35.016Z,2023-05-07T06:10:40Z,,,,,,,,,,,,,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544923927,15,1,1,0,55,27o8mdqno6jslcjb709sxjwyy,0,30.4,65.4,2023-05-07T06:04:35.361Z,2023-05-07T06:10:46Z,4257379265,56,Center,4257379263,155,,4257379273,213,0.0,4257379267,140,78.5,4257379275,1,,4257379269,141,66.3,4257379271,212,50.5,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544923933,21,49,1,0,57,5pol481515zvirmk6t00kerbc,1,21.9,39.5,2023-05-07T06:04:36.712Z,2023-05-07T06:04:49Z,,,,,,,,,,,,,,,,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544923957,22,1,1,1,0,5pol481515zvirmk6t00kerbc,1,21.4,39.5,2023-05-07T06:04:40.247Z,2023-05-07T06:04:42Z,4257379381,212,26.8,4257379383,213,1.3,4257379377,140,27.3,4257379379,141,77.8,4257379373,56,Back,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544923971,23,1,1,1,3,5pol481515zvirmk6t00kerbc,1,30.3,83,2023-05-07T06:04:43.072Z,2023-05-07T06:04:46Z,4257379443,56,Back,4257379451,213,1.1,4257379445,140,35.3,4257379447,141,97.1,4257379449,212,10.9,,,,,,,,,,dvic19ojqq6erwene0ijta61g,K. Takai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544923973,24,1,1,1,7,5pol481515zvirmk6t00kerbc,0,38.5,97.8,2023-05-07T06:04:46.768Z,2023-05-07T06:04:47Z,4257379463,141,100.0,4257379461,140,45.3,4257379465,212,7.7,4257379459,56,Back,4257379467,213,0.4,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544923981,16,5,1,1,7,27o8mdqno6jslcjb709sxjwyy,1,54,-1.8,2023-05-07T06:04:47.100Z,2023-05-07T06:06:38Z,4257379487,347,,4257379501,233,25,4257379485,56,Right,,,,,,,,,,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544923975,25,5,1,1,7,5pol481515zvirmk6t00kerbc,0,46,101.8,2023-05-07T06:04:47.100Z,2023-05-07T06:04:49Z,4257379471,347,,4257379509,233,16,4257379469,56,Back,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924051,17,1,1,1,22,27o8mdqno6jslcjb709sxjwyy,1,57.7,0,2023-05-07T06:05:02.151Z,2023-05-07T06:05:08Z,4257379743,107,,4257379745,56,Right,4257379751,212,13.5,4257379747,140,70.3,4257379749,141,2.3,4257379753,213,0.2,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924053,18,1,1,1,23,27o8mdqno6jslcjb709sxjwyy,0,70.3,2.3,2023-05-07T06:05:02.967Z,2023-05-07T06:05:10Z,4257379767,141,3.1,4257379771,213,2.6,4257379765,140,69.5,4257379763,56,Right,4257379769,212,1.0,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924037,26,49,1,1,26,5pol481515zvirmk6t00kerbc,1,28.8,96.6,2023-05-07T06:05:05.984Z,2023-05-07T06:05:06Z,,,,,,,,,,,,,,,,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924059,27,1,1,1,26,5pol481515zvirmk6t00kerbc,0,28.8,96.6,2023-05-07T06:05:06.416Z,2023-05-07T06:05:09Z,4257379783,56,Center,4257379791,213,5.9,4257379785,140,73.0,4257379787,141,67.3,4257379781,155,,4257379789,212,50.5,4257379793,1,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544926421,95,59,1,1,30,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-07T06:05:09.640Z,2023-05-07T06:12:35Z,4257392081,56,Back,,,,,,,,,,,,,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924075,19,49,1,1,33,27o8mdqno6jslcjb709sxjwyy,1,26,53.1,2023-05-07T06:05:13.128Z,2023-05-07T06:05:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924089,20,1,1,1,33,27o8mdqno6jslcjb709sxjwyy,1,26,53.1,2023-05-07T06:05:13.232Z,2023-05-07T06:05:53Z,4257379913,140,46.5,4257379915,141,86.3,4257379917,212,31.2,4257379919,213,0.8,4257379911,56,Back,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924097,21,3,1,1,35,27o8mdqno6jslcjb709sxjwyy,1,46.4,78.2,2023-05-07T06:05:15.232Z,2023-05-07T06:05:18Z,4257379939,286,,4257379937,56,Back,4257379961,233,28,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924087,28,45,1,1,35,5pol481515zvirmk6t00kerbc,0,53.6,21.8,2023-05-07T06:05:15.232Z,2023-05-07T06:05:18Z,4257379901,285,,4257379899,56,Center,4257379969,233,21,,,,,,,,,,,,,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924123,22,1,1,1,37,27o8mdqno6jslcjb709sxjwyy,1,55.5,73.6,2023-05-07T06:05:17.559Z,2023-05-07T06:05:23Z,4257380047,140,79.8,4257380045,56,Right,4257380051,212,48.2,4257380043,196,,4257380053,213,5.3,4257380049,141,13.4,4257380041,155,,4257380055,1,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924151,23,1,1,1,43,27o8mdqno6jslcjb709sxjwyy,1,92.5,8.3,2023-05-07T06:05:23.160Z,2023-05-07T06:05:34Z,4257380199,212,53.5,4257380191,155,,4257380203,1,,4257380189,2,,4257380195,140,89.2,4257380193,56,Left,4257380197,141,86.8,4257380201,213,1.6,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924161,24,1,1,1,54,27o8mdqno6jslcjb709sxjwyy,1,79.6,90.2,2023-05-07T06:05:34.127Z,2023-05-07T06:05:37Z,4257380247,56,Left,4257380251,141,88.3,4257380253,212,12.7,4257380255,213,3.2,4257380249,140,67.6,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924173,25,1,1,1,57,27o8mdqno6jslcjb709sxjwyy,1,67.6,88.3,2023-05-07T06:05:37.264Z,2023-05-07T06:05:38Z,4257380307,213,0.4,4257380305,212,11.5,4257380301,140,77.8,4257380303,141,94.4,4257380299,56,Left,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924175,26,1,1,1,59,27o8mdqno6jslcjb709sxjwyy,0,77.8,94.4,2023-05-07T06:05:38.752Z,2023-05-07T06:05:39Z,4257380311,56,Back,4257380319,213,3.2,4257380313,140,43.1,4257380321,1,,4257380315,141,93.8,4257380317,212,36.4,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924183,29,49,1,2,0,5pol481515zvirmk6t00kerbc,1,27.4,6.4,2023-05-07T06:05:39.992Z,2023-05-07T06:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924193,30,1,1,2,0,5pol481515zvirmk6t00kerbc,1,27.4,6.4,2023-05-07T06:05:40.329Z,2023-05-07T06:05:44Z,4257380399,212,35.7,4257380403,1,,4257380395,140,61.3,4257380393,56,Right,4257380401,213,6.2,4257380397,141,2.0,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924563,43,43,1,2,4,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-07T06:05:43.808Z,2023-05-07T06:07:10Z,4257382183,347,0,4257382181,56,Back,4257382275,233,32,4257382623,144,5,,,,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924199,31,1,1,2,4,5pol481515zvirmk6t00kerbc,0,66.8,3.8,2023-05-07T06:05:43.929Z,2023-05-07T06:14:56Z,4257396473,233,27,4257396477,286,,4257396391,140,68.4,4257380417,56,Right,4257396471,236,,4257396397,213,0.2,4257396393,141,4.2,4257396395,212,1.7,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544924225,27,74,1,2,4,27o8mdqno6jslcjb709sxjwyy,1,41.2,95.2,2023-05-07T06:05:43.930Z,2023-05-07T06:14:56Z,4257380519,285,,4257380517,56,Back,4257396481,233,31,,,,,,,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
