id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2544140145,5,1,1,0,15,1f3ehp8p9yi8reamghry4p76t,0,20.1,17.3,2023-05-06T05:03:25.450Z,2023-05-06T05:03:27Z,4253208491,213,0.7,4253208481,157,,4253208489,212,48.8,4253208487,141,63.7,4253208483,56,Center,4253208485,140,55.5,4253208493,1,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140149,11,1,1,0,19,e90fnsgtnamze3yssxpg392eb,1,45.1,32.1,2023-05-06T05:03:29.890Z,2023-05-06T05:03:32Z,4253208547,212,26.4,4253208541,56,Back,4253208549,213,3.1,4253208543,140,20.0,4253208545,141,32.2,,,,,,,,,,1q1n8bmn35in4nmq096zcwk5w,S. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140155,12,1,1,0,22,e90fnsgtnamze3yssxpg392eb,1,20.6,33.1,2023-05-06T05:03:32.784Z,2023-05-06T05:05:00Z,4253208571,213,5.4,4253208563,56,Back,4253208565,140,27.1,4253208569,212,11.4,4253208567,141,19.7,,,,,,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140159,13,1,1,0,27,e90fnsgtnamze3yssxpg392eb,1,27.2,19.2,2023-05-06T05:03:37.116Z,2023-05-06T05:03:38Z,4253208621,213,5.5,4253208613,140,36.6,4253208617,141,5.8,4253208611,56,Back,4253208619,212,13.4,,,,,,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140161,14,1,1,0,28,e90fnsgtnamze3yssxpg392eb,0,36.6,5.6,2023-05-06T05:03:38.619Z,2023-05-06T05:03:40Z,4253208629,56,Center,4253208631,140,58.3,4253208637,213,0.7,4253208627,155,,4253208635,212,28.8,4253208633,141,31.5,,,,,,,1q1n8bmn35in4nmq096zcwk5w,S. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140163,6,1,1,0,30,1f3ehp8p9yi8reamghry4p76t,1,43.9,66.1,2023-05-06T05:03:40.011Z,2023-05-06T05:03:44Z,4253208665,141,69.3,4253208663,140,61.8,4253208667,212,18.9,4253208659,3,,4253208669,213,0.1,4253208661,56,Center,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140167,8,49,1,0,33,1f3ehp8p9yi8reamghry4p76t,1,59.9,67.5,2023-05-06T05:03:43.173Z,2023-05-06T05:06:01Z,,,,,,,,,,,,,,,,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140165,7,1,1,0,34,1f3ehp8p9yi8reamghry4p76t,0,64.1,68.4,2023-05-06T05:03:44.153Z,2023-05-06T05:06:06Z,4253208677,141,62.9,4253208681,213,5.9,4253208679,212,10.9,4253208673,56,Center,4253208675,140,73.9,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140169,15,49,1,0,35,e90fnsgtnamze3yssxpg392eb,1,28,46.1,2023-05-06T05:03:45.396Z,2023-05-06T05:03:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140185,16,1,1,0,35,e90fnsgtnamze3yssxpg392eb,1,28,46.1,2023-05-06T05:03:45.765Z,2023-05-06T05:03:54Z,4253208757,140,27.9,4253208759,141,26.1,4253208761,212,13.6,4253208755,56,Back,4253208763,213,4.7,,,,,,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140193,9,27,1,0,42,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-05-06T05:03:52.330Z,2023-05-06T05:03:56Z,4253208787,53,70pwpkwjgkp07b4m4jdz1l0fe,4253208795,233,17,4253208785,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140187,17,27,1,0,42,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-06T05:03:52.330Z,2023-05-06T05:03:57Z,4253208803,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140201,10,28,1,0,54,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-05-06T05:04:04.953Z,2023-05-06T05:04:05Z,4253208863,233,18,4253208847,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140205,18,28,1,0,54,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-06T05:04:04.953Z,2023-05-06T05:04:05Z,4253208855,55,17,4253208867,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140207,11,68,1,0,57,1f3ehp8p9yi8reamghry4p76t,0,0,0,2023-05-06T05:04:07.499Z,2023-05-06T05:06:50Z,4253210339,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140209,19,68,1,0,57,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-06T05:04:07.539Z,2023-05-06T05:06:47Z,4253210335,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140211,20,1,1,0,59,e90fnsgtnamze3yssxpg392eb,1,26.9,19.5,2023-05-06T05:04:09.842Z,2023-05-06T05:07:00Z,4253208891,212,14.5,4253208885,56,Back,4253208893,213,5.4,4253208887,140,36.0,4253208889,141,3.5,,,,,,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140215,21,1,1,1,1,e90fnsgtnamze3yssxpg392eb,0,36,3.5,2023-05-06T05:04:11.576Z,2023-05-06T05:07:01Z,4253208909,141,10.3,4253208907,140,31.0,4253208913,213,2.4,4253208905,56,Back,4253208911,212,7.0,,,,,,,,,,1q1n8bmn35in4nmq096zcwk5w,S. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140213,12,44,1,1,2,1f3ehp8p9yi8reamghry4p76t,1,36.2,89.2,2023-05-06T05:04:12.361Z,2023-05-06T05:04:15Z,4253208903,285,,4253208949,233,23,4253208901,56,Back,,,,,,,,,,,,,,,,1bjh7t56w2jg6berm300782c5,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140221,23,44,1,1,2,e90fnsgtnamze3yssxpg392eb,0,63.8,10.8,2023-05-06T05:04:12.362Z,2023-05-06T05:07:53Z,4253208975,233,12,4253208943,286,,4253208941,56,Right,,,,,,,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140223,13,1,1,1,2,1f3ehp8p9yi8reamghry4p76t,0,36.9,92.1,2023-05-06T05:04:12.456Z,2023-05-06T05:08:20Z,4253208961,212,18.7,4253208959,141,88.3,4253208957,140,54.5,4253208963,213,6.1,4253208953,3,,4253208955,56,Left,,,,,,,1bjh7t56w2jg6berm300782c5,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140219,22,43,1,1,2,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-06T05:04:12.579Z,2023-05-06T05:07:51Z,4253208929,140,65.2,4253208927,56,Right,4253208935,213,0.1,4253208933,212,36.1,4253208931,141,14.1,4253210839,144,1,4253208937,1,0,4253208925,155,0,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140227,25,1,1,1,3,e90fnsgtnamze3yssxpg392eb,0,34.2,12.5,2023-05-06T05:04:13.557Z,2023-05-06T05:08:23Z,4253208995,140,38.6,4253209001,213,0,4253208993,56,Back,4253208999,212,4.6,4253208991,3,,4253208997,141,12.5,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140617,39,1,1,1,4,1f3ehp8p9yi8reamghry4p76t,0,51.3,82.8,2023-05-06T05:04:14.347Z,2023-05-06T05:08:44Z,4253211357,212,34.4,4253211361,1,,4253211351,56,Center,4253211359,213,6.1,4253211349,155,,4253211353,140,83.6,4253211355,141,74.2,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140225,24,43,1,1,6,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-06T05:04:16.224Z,2023-05-06T05:07:28Z,4253210657,144,44,4253208985,285,0,4253208983,56,Back,,,,,,,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140229,14,43,1,1,6,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-05-06T05:04:16.225Z,2023-05-06T05:07:25Z,4253209005,286,0,4253209003,56,Left,4253209023,233,24,4253210623,144,44,,,,,,,,,,,,,du14luqzm3al3uw51qs2bzqol,Y. Komai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140235,26,1,1,1,10,e90fnsgtnamze3yssxpg392eb,1,15.1,35.1,2023-05-06T05:04:20.147Z,2023-05-06T05:08:42Z,4253209039,56,Back,4253209043,141,58.4,4253209045,212,16.2,4253209047,213,1.4,4253209041,140,18.3,,,,,,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140239,27,1,1,1,12,e90fnsgtnamze3yssxpg392eb,1,18.8,56.7,2023-05-06T05:04:22.914Z,2023-05-06T05:08:58Z,4253209071,212,18.5,4253209063,56,Back,4253209073,213,1.4,4253209069,141,83.3,4253209067,140,22.5,,,,,,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140247,28,1,1,1,14,e90fnsgtnamze3yssxpg392eb,1,26,87.1,2023-05-06T05:04:24.818Z,2023-05-06T05:09:00Z,4253209101,141,70.5,4253209097,56,Back,4253209105,213,5.4,4253209103,212,14.1,4253209099,140,34.1,,,,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140249,29,1,1,1,18,e90fnsgtnamze3yssxpg392eb,1,33.2,71.7,2023-05-06T05:04:28.379Z,2023-05-06T05:09:17Z,4253209127,212,12.9,4253209129,213,0.7,4253209121,56,Back,4253209125,141,83.6,4253209123,140,42.8,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140251,30,61,1,1,20,e90fnsgtnamze3yssxpg392eb,0,42.8,83.6,2023-05-06T05:04:30.345Z,2023-05-06T05:04:30Z,4253209135,56,Back,,,,,,,,,,,,,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140255,16,49,1,1,20,1f3ehp8p9yi8reamghry4p76t,1,53.3,7.7,2023-05-06T05:04:30.608Z,2023-05-06T05:32:22Z,,,,,,,,,,,,,,,,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140253,15,1,1,1,21,1f3ehp8p9yi8reamghry4p76t,0,57.8,5.6,2023-05-06T05:04:31.592Z,2023-05-06T05:32:44Z,4253209147,141,14.3,4253209149,212,6.1,4253209143,56,Right,4253209151,213,1.3,4253209145,140,59.1,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140257,31,49,1,1,22,e90fnsgtnamze3yssxpg392eb,1,40.2,78.2,2023-05-06T05:04:32.180Z,2023-05-06T05:32:24Z,,,,,,,,,,,,,,,,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140261,32,1,1,1,22,e90fnsgtnamze3yssxpg392eb,0,40.2,78.1,2023-05-06T05:04:32.417Z,2023-05-06T05:10:42Z,4253209167,56,Center,4253209175,213,5.7,4253209169,140,54.7,4253209173,212,17.8,4253209171,141,64.6,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140265,17,1,1,1,24,1f3ehp8p9yi8reamghry4p76t,0,43.6,37,2023-05-06T05:04:34.201Z,2023-05-06T05:10:54Z,4253209193,141,17.6,4253209195,212,26.2,4253209189,56,Right,4253209191,140,65.2,4253212651,155,,4253209197,213,5.8,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140267,33,1,1,1,25,e90fnsgtnamze3yssxpg392eb,0,34.7,78.1,2023-05-06T05:04:35.453Z,2023-05-06T05:11:00Z,4253209221,140,61.0,4253209227,213,0.1,4253212711,1,,4253212709,157,,4253209225,212,27.8,4253209223,141,83.0,4253209219,56,Left,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140271,18,49,1,1,28,1f3ehp8p9yi8reamghry4p76t,1,36.5,17.6,2023-05-06T05:04:38.937Z,2023-05-06T05:04:39Z,,,,,,,,,,,,,,,,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140275,19,2,1,1,29,1f3ehp8p9yi8reamghry4p76t,1,36.5,17.6,2023-05-06T05:04:39.130Z,2023-05-06T05:11:28Z,4253209265,1,,4253209271,141,10.4,4253209263,7,7de6u27l0rm2y8aigjr2i0ru,4253209269,140,69.2,4253209267,56,Right,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140277,34,55,1,1,29,e90fnsgtnamze3yssxpg392eb,1,33.6,91.7,2023-05-06T05:04:39.131Z,2023-05-06T05:11:58Z,4253213033,189,,,,,,,,,,,,,,,,,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140285,35,1,1,1,39,e90fnsgtnamze3yssxpg392eb,1,28.7,84.5,2023-05-06T05:04:49.486Z,2023-05-06T05:04:51Z,4253209337,56,Back,4253209339,140,23.2,4253209341,141,69.6,4253209343,212,11.7,4253209345,213,4.2,4253209335,241,,4253209333,5,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140297,36,1,1,1,41,e90fnsgtnamze3yssxpg392eb,1,20.8,67.5,2023-05-06T05:04:51.459Z,2023-05-06T05:04:57Z,4253209387,212,20.9,4253209381,56,Back,4253209389,213,4.0,4253209383,140,8.0,4253209385,141,44.0,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140311,37,1,1,1,47,e90fnsgtnamze3yssxpg392eb,1,9.8,35.2,2023-05-06T05:04:57.370Z,2023-05-06T05:05:03Z,4253209457,140,56.0,4253209461,212,62.6,4253209459,141,93.5,4253209453,155,,4253209463,213,0.7,4253209455,56,Left,4253209465,1,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140313,38,61,1,1,53,e90fnsgtnamze3yssxpg392eb,0,62.2,92.9,2023-05-06T05:05:03.068Z,2023-05-06T05:05:03Z,4253209469,56,Left,,,,,,,,,,,,,,,,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140321,20,49,1,1,56,1f3ehp8p9yi8reamghry4p76t,1,32.8,6.7,2023-05-06T05:05:06.104Z,2023-05-06T05:05:06Z,,,,,,,,,,,,,,,,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140329,21,1,1,1,56,1f3ehp8p9yi8reamghry4p76t,1,32.8,6.7,2023-05-06T05:05:06.683Z,2023-05-06T05:05:08Z,4253209535,213,2.2,4253209533,212,18.4,4253209527,56,Back,4253209529,140,21.9,4253209531,141,27.9,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544140337,22,1,1,1,58,1f3ehp8p9yi8reamghry4p76t,1,21.7,27.9,2023-05-06T05:05:08.329Z,2023-05-06T05:05:10Z,4253209565,141,34.0,4253209563,140,30.1,4253209569,213,0.4,4253209561,56,Back,4253209567,212,9.7,,,,,,,,,,1bjh7t56w2jg6berm300782c5,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
