id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2551422469,5,4,1,0,18,3lyo0vqgndy4fuzlfo5l9ql30,1,15.1,85.8,2023-05-20T07:03:35.887Z,2023-05-20T07:03:40Z,4292015179,233,7,4292015119,285,,4292015117,152,,4292015113,294,,4292015115,56,Back,4292015111,13,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422477,7,4,1,0,18,bbt5nqwufsne7r0zfa6pvpmfa,0,84.9,14.2,2023-05-20T07:03:35.888Z,2023-05-20T07:03:41Z,4292015143,13,,4292015227,294,,4292015151,286,,4292015145,56,Right,4292015255,233,5,4292015147,152,,,,,,,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422633,6,1,1,0,48,3lyo0vqgndy4fuzlfo5l9ql30,0,9.8,74.2,2023-05-20T07:04:06.223Z,2023-05-20T07:04:10Z,4292015965,56,Left,4292015959,5,,4292015963,152,,4292015961,157,,4292015971,212,59.4,4292015975,1,,4292015967,140,66.2,4292015969,141,81.5,5ha4d9cmkfc0zdfjtmqt3mg6i,K. Matsumoto,4292015973,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422643,8,1,1,0,52,bbt5nqwufsne7r0zfa6pvpmfa,0,27.4,8.2,2023-05-20T07:04:10.262Z,2023-05-20T07:04:11Z,4292016011,213,0.8,4292016009,212,16.9,4292016007,141,26.7,4292016003,56,Back,4292015999,3,,4292016005,140,38.1,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422653,7,1,1,0,54,3lyo0vqgndy4fuzlfo5l9ql30,1,59,72.7,2023-05-20T07:04:12.255Z,2023-05-20T07:04:13Z,4292016067,213,0.3,4292016061,140,75.4,4292016065,212,18.2,4292016059,56,Left,4292016057,155,,4292016063,141,81.2,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422655,8,1,1,0,55,3lyo0vqgndy4fuzlfo5l9ql30,0,75.4,81.2,2023-05-20T07:04:13.135Z,2023-05-20T07:04:13Z,4292016079,212,6.9,4292016077,141,71.1,4292016071,3,,4292016075,140,74.4,4292016081,213,4.6,4292016073,56,Center,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422671,9,8,1,0,56,bbt5nqwufsne7r0zfa6pvpmfa,1,20.6,23.1,2023-05-20T07:04:14.360Z,2023-05-20T07:04:23Z,4292016147,56,Back,,,,,,,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422667,9,44,1,0,57,3lyo0vqgndy4fuzlfo5l9ql30,1,74,73.4,2023-05-20T07:04:14.896Z,2023-05-20T07:04:17Z,4292016133,56,Center,4292016187,233,10,4292016135,286,,,,,,,,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422677,10,44,1,0,57,bbt5nqwufsne7r0zfa6pvpmfa,0,26,26.6,2023-05-20T07:04:14.897Z,2023-05-20T07:04:17Z,4292016181,56,Back,4292016183,285,,4292016191,233,9,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422687,10,1,1,0,57,3lyo0vqgndy4fuzlfo5l9ql30,1,68.5,70,2023-05-20T07:04:15.182Z,2023-05-20T07:04:21Z,4292016275,213,0.5,4292016267,56,Center,4292016269,140,74.8,4292016273,212,7.4,4292016271,141,74.8,4292016265,3,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422693,11,1,1,1,3,3lyo0vqgndy4fuzlfo5l9ql30,1,66.5,56,2023-05-20T07:04:20.974Z,2023-05-20T07:04:23Z,4292016333,213,4.3,4292016325,56,Center,4292016331,212,16.5,4292016327,140,60.4,4292016329,141,33.7,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422707,12,1,1,1,6,3lyo0vqgndy4fuzlfo5l9ql30,1,64,23.7,2023-05-20T07:04:23.854Z,2023-05-20T07:04:25Z,4292016391,141,3.8,4292016395,213,5.4,4292016387,56,Right,4292016389,140,75.2,4292016393,212,17.9,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422715,13,1,1,1,7,3lyo0vqgndy4fuzlfo5l9ql30,1,75.6,1.7,2023-05-20T07:04:25.598Z,2023-05-20T07:04:27Z,4292016437,140,76.0,4292016443,213,1.5,4292016439,141,10.0,4292016441,212,5.7,4292016435,56,Right,,,,,,,,,,cq5sbfpf2mphplrzyb2tmsxxx,N. Kawaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422723,14,1,1,1,9,3lyo0vqgndy4fuzlfo5l9ql30,0,71.2,13.5,2023-05-20T07:04:27.679Z,2023-05-20T07:04:28Z,4292016471,140,73.8,4292016477,213,1.2,4292016473,141,23.6,4292016469,56,Center,4292016475,212,7.4,,,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422735,11,8,1,1,12,bbt5nqwufsne7r0zfa6pvpmfa,1,36.4,70.5,2023-05-20T07:04:30.023Z,2023-05-20T07:04:38Z,4292016757,15,,4292016533,56,Back,,,,,,,,,,,,,,,,,,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422747,12,49,1,1,14,bbt5nqwufsne7r0zfa6pvpmfa,1,25,80.5,2023-05-20T07:04:31.751Z,2023-05-20T07:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422765,13,1,1,1,14,bbt5nqwufsne7r0zfa6pvpmfa,0,25,80.5,2023-05-20T07:04:32.055Z,2023-05-20T07:04:35Z,4292016681,56,Center,4292016691,1,,4292016685,141,43.3,4292016683,140,87.8,4292016687,212,70.6,4292016689,213,5.9,4292016679,157,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422763,15,52,1,1,17,3lyo0vqgndy4fuzlfo5l9ql30,1,12.5,55.2,2023-05-20T07:04:35.214Z,2023-05-20T07:04:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5ha4d9cmkfc0zdfjtmqt3mg6i,K. Matsumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422847,16,1,1,1,35,3lyo0vqgndy4fuzlfo5l9ql30,0,15.1,49.3,2023-05-20T07:04:53.103Z,2023-05-20T07:04:55Z,4292017125,199,,4292017137,1,,4292017133,212,57.4,4292017135,213,6.3,4292017131,141,47.6,4292017127,56,Center,4292017129,140,69.8,,,,5ha4d9cmkfc0zdfjtmqt3mg6i,K. Matsumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422867,14,1,1,1,38,bbt5nqwufsne7r0zfa6pvpmfa,0,34.1,52.5,2023-05-20T07:04:56.295Z,2023-05-20T07:05:00Z,4292017247,141,50.4,4292017239,3,,4292017255,213,6.2,4292017241,56,Back,4292017243,140,45.8,4292017251,212,12.4,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422871,17,44,1,1,41,3lyo0vqgndy4fuzlfo5l9ql30,1,54.4,47.4,2023-05-20T07:04:59.311Z,2023-05-20T07:05:00Z,4292017285,233,15,4292017271,56,Center,4292017273,286,,,,,,,,,,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422873,15,44,1,1,41,bbt5nqwufsne7r0zfa6pvpmfa,0,45.6,52.6,2023-05-20T07:04:59.312Z,2023-05-20T07:05:01Z,4292017275,56,Back,4292017321,233,17,4292017277,285,,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422877,18,61,1,1,41,3lyo0vqgndy4fuzlfo5l9ql30,1,54.5,45.2,2023-05-20T07:04:59.694Z,2023-05-20T07:09:14Z,4292017297,56,Center,,,,,,,,,,,,,,,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422885,16,49,1,1,43,bbt5nqwufsne7r0zfa6pvpmfa,1,39.7,41.3,2023-05-20T07:05:01.543Z,2023-05-20T07:05:01Z,,,,,,,,,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422893,17,1,1,1,44,bbt5nqwufsne7r0zfa6pvpmfa,0,39.7,41.3,2023-05-20T07:05:01.864Z,2023-05-20T07:05:02Z,4292017371,212,33.5,4292017367,140,58.8,4292017375,1,,4292017369,141,80.8,4292017373,213,0.9,4292017365,56,Left,4292017363,157,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422905,19,1,1,1,44,3lyo0vqgndy4fuzlfo5l9ql30,0,41.2,11.1,2023-05-20T07:05:02.510Z,2023-05-20T07:05:04Z,4292017435,212,22.6,4292017425,3,,4292017433,141,31.6,4292017427,56,Center,4292017437,213,0.7,4292017431,140,58.2,,,,,,,cq5sbfpf2mphplrzyb2tmsxxx,N. Kawaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422919,18,1,1,1,46,bbt5nqwufsne7r0zfa6pvpmfa,0,44.7,65.7,2023-05-20T07:05:04.649Z,2023-05-20T07:05:06Z,4292017493,56,Back,4292017495,140,38.2,4292017501,213,1.8,4292017499,212,25.6,4292017497,141,100.0,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422921,19,5,1,1,49,bbt5nqwufsne7r0zfa6pvpmfa,0,38,102,2023-05-20T07:05:06.780Z,2023-05-20T07:05:08Z,4292017507,56,Back,4292017509,347,,4292017539,233,20,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422925,20,5,1,1,49,3lyo0vqgndy4fuzlfo5l9ql30,1,62,-2,2023-05-20T07:05:06.780Z,2023-05-20T07:07:13Z,4292017523,347,,4292017529,233,19,4292017521,56,Right,,,,,,,,,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551422985,21,1,1,1,59,3lyo0vqgndy4fuzlfo5l9ql30,1,56.3,0,2023-05-20T07:05:17.103Z,2023-05-20T07:05:20Z,4292017801,140,55.7,4292017807,213,1.6,4292017803,141,25.6,4292017797,107,,4292017799,56,Center,4292017805,212,18.8,,,,,,,cq5sbfpf2mphplrzyb2tmsxxx,N. Kawaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423013,22,1,1,2,2,3lyo0vqgndy4fuzlfo5l9ql30,1,56,30.4,2023-05-20T07:05:20.431Z,2023-05-20T07:05:24Z,4292017911,140,78.5,4292017907,196,,4292017909,56,Left,4292017913,141,91.5,4292017915,212,47.8,4292017917,213,1.1,4292017919,1,,4292017905,155,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423023,23,1,1,2,6,3lyo0vqgndy4fuzlfo5l9ql30,0,77.2,91.8,2023-05-20T07:05:24.511Z,2023-05-20T07:05:27Z,4292017971,141,77.5,4292017973,212,19.2,4292017969,140,93.0,4292017975,213,5.8,4292017967,56,Center,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423035,20,12,1,2,10,bbt5nqwufsne7r0zfa6pvpmfa,1,4.6,17.3,2023-05-20T07:05:27.768Z,2023-05-20T07:05:29Z,4292018051,167,,4292018021,141,0.0,4292018017,56,Back,4292018019,140,5.2,4292018023,212,12.7,4292018025,213,4.8,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423037,21,5,1,2,10,bbt5nqwufsne7r0zfa6pvpmfa,0,8.2,-1.6,2023-05-20T07:05:27.951Z,2023-05-20T07:07:13Z,4292018065,233,24,4292018029,56,Back,4292018031,347,,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423029,24,5,1,2,10,3lyo0vqgndy4fuzlfo5l9ql30,1,91.8,101.6,2023-05-20T07:05:27.951Z,2023-05-20T07:05:29Z,4292017993,56,Left,4292018057,233,21,4292017995,347,,,,,,,,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423069,25,1,1,2,18,3lyo0vqgndy4fuzlfo5l9ql30,1,89.7,100,2023-05-20T07:05:36.335Z,2023-05-20T07:05:48Z,4292018269,212,9.0,4292018267,141,88.9,4292018261,107,,4292018265,140,91.0,4292018263,56,Left,4292018271,213,4.9,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423079,26,1,1,2,20,3lyo0vqgndy4fuzlfo5l9ql30,1,91,88.9,2023-05-20T07:05:37.806Z,2023-05-20T07:10:20Z,4292018329,213,1.4,4292018327,212,5.0,4292018321,56,Left,4292018323,140,91.7,4292018811,210,15,4292018325,141,96.2,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2551423087,22,45,1,2,22,bbt5nqwufsne7r0zfa6pvpmfa,0,10.6,12.5,2023-05-20T07:05:40.543Z,2023-05-20T07:05:44Z,4292018477,233,27,4292018361,56,Back,4292018363,285,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423099,27,3,1,2,22,3lyo0vqgndy4fuzlfo5l9ql30,1,89.4,87.5,2023-05-20T07:05:40.543Z,2023-05-20T07:05:43Z,4292018421,286,,4292018419,56,Left,4292018461,233,22,,,,,,,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423107,28,15,1,2,25,3lyo0vqgndy4fuzlfo5l9ql30,1,92.6,71.7,2023-05-20T07:05:42.911Z,2023-05-20T07:10:20Z,4292018437,22,,4292018715,20,,4292018825,29,,4292028515,78,,4292018841,147,66.4,4292018835,215,,4292018833,103,19,4292018723,82,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,4292018827,55,26,,4292018737,233,23,4292018717,64,4292018441,56,Center,4292018843,230,99.5,4292018831,102,49.3,4292018845,231,52.9,4292018839,146,94.3,,,,,
2551423113,23,10,1,2,25,bbt5nqwufsne7r0zfa6pvpmfa,1,7.8,31.8,2023-05-20T07:05:43.011Z,2023-05-20T07:05:54Z,4292018481,56,Back,4292018745,233,28,4292018479,94,,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423125,24,6,1,2,26,bbt5nqwufsne7r0zfa6pvpmfa,0,9.1,24.6,2023-05-20T07:05:44.143Z,2023-05-20T07:08:30Z,4292018519,73,,4292018545,233,29,4292018515,56,Back,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423123,29,6,1,2,26,3lyo0vqgndy4fuzlfo5l9ql30,1,90.9,75.4,2023-05-20T07:05:44.143Z,2023-05-20T07:05:45Z,4292018511,56,Center,4292018527,233,24,4292018513,73,,,,,,,,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423225,30,1,1,2,53,3lyo0vqgndy4fuzlfo5l9ql30,1,99.5,99.5,2023-05-20T07:06:11.247Z,2023-05-20T07:06:14Z,4292019153,223,,4292019155,56,Center,4292019151,155,,4292019149,6,,4292019161,212,43.8,4292019147,2,,4292019163,213,4.5,4292019159,141,36.1,1d57az0nmca33zgcta21912p5,Matheus Sávio,4292019165,1,,,4292019157,140,92.0,,,,,,,,,,,,,,,,,,,,,,
2551423233,31,44,1,2,56,3lyo0vqgndy4fuzlfo5l9ql30,1,94.9,44.6,2023-05-20T07:06:14.671Z,2023-05-20T07:06:15Z,4292019201,233,25,4292019183,286,,4292019181,56,Center,,,,,,,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423229,25,44,1,2,56,bbt5nqwufsne7r0zfa6pvpmfa,0,5.1,55.4,2023-05-20T07:06:14.672Z,2023-05-20T07:06:16Z,4292019219,233,31,4292019173,56,Back,4292019175,285,,,,,,,,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423239,32,1,1,2,57,3lyo0vqgndy4fuzlfo5l9ql30,0,93.6,38.5,2023-05-20T07:06:15.135Z,2023-05-20T07:06:30Z,4292019241,213,1.5,4292019225,3,,4292019233,140,93.8,4292019239,212,8.9,4292019237,141,51.6,4292019229,56,Center,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423397,26,12,1,2,58,bbt5nqwufsne7r0zfa6pvpmfa,1,4.1,45.5,2023-05-20T07:06:16.520Z,2023-05-20T07:06:43Z,4292020111,56,Back,4292020119,213,0.1,4292020117,212,31.3,4292020113,140,33.7,4292020115,141,50.7,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551423271,33,1,1,3,1,3lyo0vqgndy4fuzlfo5l9ql30,1,65.1,36.4,2023-05-20T07:06:18.864Z,2023-05-20T07:07:04Z,4292019395,212,10.2,4292019389,56,Center,4292019393,141,21.5,4292019397,213,4.8,4292019391,140,66.0,,,,,,,,,,cq5sbfpf2mphplrzyb2tmsxxx,N. Kawaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
