id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2548455767,6,1,1,0,19,ydlnn8jofdkseegh42az3fpt,1,41.8,0,2023-05-14T04:34:51.177Z,2023-05-14T04:34:54Z,4276278567,213,0.5,4276278559,56,Right,4276278557,107,,4276278565,212,27.3,4276278561,140,64.6,4276278569,1,,4276278563,141,17.4,,,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550637881,833,44,1,0,22,ydlnn8jofdkseegh42az3fpt,1,73.2,15.7,2023-05-14T04:34:55.030Z,2023-05-18T16:06:44Z,4287767757,56,Right,4287767759,286,,4288048069,233,890,,,,,,,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550637883,890,44,1,0,22,27o8mdqno6jslcjb709sxjwyy,0,26.8,84.3,2023-05-14T04:34:55.031Z,2023-05-18T16:06:44Z,4287767761,56,Back,4288048093,233,833,4287767763,285,,,,,,,,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455771,7,43,1,0,23,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-14T04:34:55.232Z,2023-05-14T04:36:10Z,4276281129,144,44,4276278593,56,Back,4276278595,285,0,,,,,,,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455775,7,1,1,0,23,ydlnn8jofdkseegh42az3fpt,0,64.6,17.4,2023-05-14T04:34:55.282Z,2023-05-18T13:51:08Z,4276278637,213,6.0,4276278629,56,Right,4276278625,3,,4276278635,212,21.7,4276278631,140,84.5,4276278633,141,8.9,4276278627,168,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455789,8,12,1,0,24,27o8mdqno6jslcjb709sxjwyy,1,14.6,93.5,2023-05-14T04:34:56.504Z,2023-05-14T04:35:01Z,4276278707,141,100.0,4276278711,213,1.7,4276278709,212,5.3,4276278703,56,Back,4276278705,140,14.0,4276278723,167,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455787,8,5,1,0,25,ydlnn8jofdkseegh42az3fpt,1,85,-1.5,2023-05-14T04:34:57.569Z,2023-05-14T04:34:59Z,4276278701,347,,4276278725,233,9,4276278699,56,Right,,,,,,,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455791,9,5,1,0,25,27o8mdqno6jslcjb709sxjwyy,0,15,101.5,2023-05-14T04:34:57.569Z,2023-05-14T04:35:18Z,4276278715,56,Back,4276278717,347,,4276278729,233,8,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455829,9,1,1,0,32,ydlnn8jofdkseegh42az3fpt,1,84.1,0,2023-05-14T04:35:04.641Z,2023-05-14T04:35:07Z,4276279007,212,11.8,4276279009,213,0.4,4276279001,56,Right,4276279003,140,94.6,4276279005,141,4.6,4276278999,107,,,,,,,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455847,10,1,1,0,35,ydlnn8jofdkseegh42az3fpt,1,94.6,4.6,2023-05-14T04:35:07.282Z,2023-05-14T04:35:10Z,4276279127,213,2.8,4276279119,56,Right,4276279125,212,6.6,4276279121,140,88.6,4276279123,141,7.7,,,,,,,,,,74nsqkyskico0dzgtxjheka5m,K. Konno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455853,11,1,1,0,37,ydlnn8jofdkseegh42az3fpt,0,98.6,7.3,2023-05-14T04:35:09.913Z,2023-05-18T13:51:41Z,4276279185,140,97.8,4276279221,286,,4276279183,56,Right,4276279217,233,10,4276279179,2,,4276279191,213,1.9,4276279189,212,2.6,4287768041,20,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,4276279187,141,10.9,4276279215,236,4287768039,224,,,,,,,,,,,,,,,,,,,,,,,,,
2548455855,10,12,1,0,37,27o8mdqno6jslcjb709sxjwyy,1,2.6,94.4,2023-05-14T04:35:10.013Z,2023-05-14T04:35:12Z,4276279193,185,,4276279195,56,Back,4276279241,233,11,,,,,,,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455863,11,6,1,0,39,27o8mdqno6jslcjb709sxjwyy,0,0.4,92.5,2023-05-14T04:35:11.881Z,2023-05-18T13:52:34Z,4276279331,233,12,4276279237,56,Back,4276279245,73,,,,,,,,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455873,12,6,1,0,39,ydlnn8jofdkseegh42az3fpt,1,99.6,7.5,2023-05-14T04:35:11.881Z,2023-05-14T04:35:21Z,4276279309,56,Right,4276279325,233,11,4276279311,75,,,,,,,,,,,,,,,,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456133,13,1,1,1,30,ydlnn8jofdkseegh42az3fpt,1,99.5,0.5,2023-05-14T04:36:02.714Z,2023-05-18T13:52:40Z,4276280963,6,,4276280969,141,23.7,4276280965,56,Center,4276280967,140,78.9,4276280971,212,26.8,4276280973,213,2.5,,,,,,,74nsqkyskico0dzgtxjheka5m,K. Konno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456143,14,1,1,1,32,ydlnn8jofdkseegh42az3fpt,1,79.5,23.4,2023-05-14T04:36:04.080Z,2023-05-18T13:52:47Z,4276281027,213,5.4,4276281019,56,Right,4276281025,212,9.4,4276281023,141,12.3,4276281021,140,84.9,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456149,15,1,1,1,33,ydlnn8jofdkseegh42az3fpt,0,84.9,12.3,2023-05-14T04:36:05.729Z,2023-05-18T13:53:24Z,4276281077,233,12,4276281051,155,,4276281053,56,Right,4287769431,72,,4276281081,286,,4276281055,140,85.2,4276281059,212,5.1,4276281061,213,1.5,74nsqkyskico0dzgtxjheka5m,K. Konno,4276281075,236,,4276281057,141,4287769429,223,19.8,4276281049,2,,,,,,,,,,,,,,,,,,,,,,
2548456147,12,12,1,1,33,27o8mdqno6jslcjb709sxjwyy,1,13.9,84.2,2023-05-14T04:36:05.829Z,2023-05-18T16:06:42Z,4276281087,233,15,4276281047,56,Back,4276281045,185,,,,,,,,,,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456203,16,1,1,1,40,ydlnn8jofdkseegh42az3fpt,1,57.5,12.8,2023-05-14T04:36:12.818Z,2023-05-14T04:36:16Z,4276281357,213,2.8,4276281349,56,Back,4276281351,140,22.6,4276281359,1,,4276281353,141,30.6,4276281355,212,38.6,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456211,17,1,1,1,44,ydlnn8jofdkseegh42az3fpt,1,22.1,29.3,2023-05-14T04:36:16.210Z,2023-05-14T04:37:36Z,4276281401,1,,4276281397,212,53.7,4276281399,213,0.1,4276281391,56,Center,4276281393,140,72.7,4276281389,157,,4276281395,141,40.6,,,,emw5plh1tvy8dc86odc9xmprd,M. Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456239,18,61,1,1,52,ydlnn8jofdkseegh42az3fpt,0,74,46.3,2023-05-14T04:36:24.609Z,2023-05-14T04:36:24Z,4276281595,56,Center,,,,,,,,,,,,,,,,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456243,13,49,1,1,53,27o8mdqno6jslcjb709sxjwyy,1,25.5,68.4,2023-05-14T04:36:25.912Z,2023-05-14T04:36:26Z,,,,,,,,,,,,,,,,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456251,14,1,1,1,54,27o8mdqno6jslcjb709sxjwyy,0,25.5,68.4,2023-05-14T04:36:26.474Z,2023-05-14T04:36:27Z,4276281653,1,,4276281647,141,36.1,4276281651,213,5.8,4276281649,212,44.8,4276281641,157,,4276281643,56,Center,4276281645,140,62.7,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456267,19,49,1,1,57,ydlnn8jofdkseegh42az3fpt,1,35.6,73.6,2023-05-14T04:36:29.985Z,2023-05-14T04:36:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1wqc5xmo6zuuatorteg0zz78q,D. Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456299,20,1,1,2,0,ydlnn8jofdkseegh42az3fpt,0,36.9,80.9,2023-05-14T04:36:32.315Z,2023-05-14T04:36:37Z,4276281959,155,,4276281977,213,0.1,4276281967,140,73.8,4276281963,56,Left,4276281969,141,84.7,4276281979,1,,4276281973,212,38.8,,,,1wqc5xmo6zuuatorteg0zz78q,D. Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456309,15,44,1,2,3,27o8mdqno6jslcjb709sxjwyy,1,27.4,17,2023-05-14T04:36:35.185Z,2023-05-14T04:36:36Z,4276282011,285,,4276282019,233,21,4276282009,56,Back,,,,,,,,,,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456307,21,44,1,2,3,ydlnn8jofdkseegh42az3fpt,0,72.6,83,2023-05-14T04:36:35.186Z,2023-05-14T04:36:38Z,4276282059,233,15,4276282005,286,,4276282003,56,Left,,,,,,,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456311,16,1,1,2,4,27o8mdqno6jslcjb709sxjwyy,0,28.5,18.8,2023-05-14T04:36:36.128Z,2023-05-14T04:36:37Z,4276282029,141,14.1,4276282023,3,,4276282025,56,Back,4276282033,213,5.8,4276282027,140,34.3,4276282031,212,6.9,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456325,22,1,1,2,6,ydlnn8jofdkseegh42az3fpt,0,66.4,90.3,2023-05-14T04:36:38.065Z,2023-05-14T04:36:40Z,4276282125,212,13.1,4276282127,213,0.3,4276282123,141,95.4,4276282119,56,Left,4276282121,140,78.4,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456327,17,8,1,2,8,27o8mdqno6jslcjb709sxjwyy,1,19.8,3.8,2023-05-14T04:36:40.202Z,2023-05-18T13:54:21Z,4287770017,385,,4276282135,56,Back,,,,,,,,,,,,,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456335,18,5,1,2,9,27o8mdqno6jslcjb709sxjwyy,0,25.6,-2,2023-05-14T04:36:41.193Z,2023-05-14T04:36:43Z,4276282177,56,Back,4276282217,233,23,4276282179,347,,,,,,,,,,,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456341,23,5,1,2,9,ydlnn8jofdkseegh42az3fpt,1,74.4,102,2023-05-14T04:36:41.193Z,2023-05-14T04:38:38Z,4276282211,233,18,4276282195,56,Left,4276282197,347,,,,,,,,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456373,24,1,1,2,13,ydlnn8jofdkseegh42az3fpt,1,69.7,100,2023-05-14T04:36:45.801Z,2023-05-14T04:36:50Z,4276282395,213,4.0,4276282389,140,65.2,4276282393,212,7.4,4276282391,141,93.6,4276282385,107,,4276282387,56,Left,,,,,,,8ml40qwf2tnqc72oy6zo68ic5,T. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456385,19,45,1,2,17,27o8mdqno6jslcjb709sxjwyy,0,31.8,13.1,2023-05-14T04:36:50.002Z,2023-05-14T04:36:56Z,4276282443,285,,4276282609,233,25,4276282441,56,Back,,,,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456399,25,3,1,2,17,ydlnn8jofdkseegh42az3fpt,1,68.2,86.9,2023-05-14T04:36:50.002Z,2023-05-18T13:55:40Z,4276282549,286,,4276282547,56,Left,4276282593,233,19,4287770655,465,,,,,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456401,26,4,1,2,21,ydlnn8jofdkseegh42az3fpt,1,69.5,87.6,2023-05-14T04:36:53.343Z,2023-05-14T04:36:55Z,4276282569,152,,4276282565,13,,4276282573,286,,4276282571,265,,4276282567,56,Left,4276282581,233,20,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456391,20,4,1,2,21,27o8mdqno6jslcjb709sxjwyy,0,30.5,12.4,2023-05-14T04:36:53.344Z,2023-05-14T04:36:57Z,4276282505,265,,4276282501,56,Back,4276282607,233,26,4276282503,152,,4276282507,285,,4276282499,13,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456627,27,1,1,3,11,ydlnn8jofdkseegh42az3fpt,1,69.6,92.3,2023-05-14T04:37:43.481Z,2023-05-18T13:57:00Z,4276284085,2,,4287771047,224,,4276284099,212,40.8,4276290277,154,,4276284097,141,45.7,4276284093,56,Center,4287771051,72,,4276284091,152,,74nsqkyskico0dzgtxjheka5m,K. Konno,4276284089,155,,4276284095,140,4276284103,1,94.1,4276284101,213,1,5.4,4276284087,5,4276290275,210,15,,,,,,,,,,,,,,,
2548456647,28,44,1,3,14,ydlnn8jofdkseegh42az3fpt,1,93.1,45.4,2023-05-14T04:37:46.937Z,2023-05-18T13:57:08Z,4276284213,56,Center,4276284215,286,,4276284255,233,21,,,,,,,,,,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456637,21,44,1,3,14,27o8mdqno6jslcjb709sxjwyy,0,6.9,54.6,2023-05-14T04:37:46.938Z,2023-05-18T13:57:10Z,4276284153,285,,4276284263,233,28,4276284151,56,Back,,,,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456651,29,15,1,3,15,ydlnn8jofdkseegh42az3fpt,1,91.9,42.9,2023-05-14T04:37:47.960Z,2023-05-18T13:57:00Z,4276290293,146,93.0,4276289747,328,,4276290289,102,49.7,4276290295,147,43.9,4276290279,78,,4276289743,15,,4276290297,230,98.8,4276284239,56,Center,5dvxh6xzjxetb0lx04uxztb6d,Lukian,4276290325,233,22,4276290281,29,4276289749,82,,4276290291,103,,19,4276289741,24,4276290285,55,27,4276290299,231,48.9,4276284237,17,4276290283,154,,,,,,,,
2548456661,22,10,1,3,16,27o8mdqno6jslcjb709sxjwyy,1,7.9,54.2,2023-05-14T04:37:48.060Z,2023-05-14T04:43:21Z,4276284297,56,Back,4276289775,233,29,4276289545,94,,,,,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456665,23,5,1,3,20,27o8mdqno6jslcjb709sxjwyy,0,12.6,101,2023-05-14T04:37:52.994Z,2023-05-14T04:38:38Z,4276284319,347,,4276284317,56,Back,4276284365,233,30,,,,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456669,30,5,1,3,20,ydlnn8jofdkseegh42az3fpt,1,87.4,-1,2023-05-14T04:37:52.994Z,2023-05-14T04:37:54Z,4276284353,233,23,4276284339,56,Right,4276284341,347,,,,,,,,,,,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456789,31,1,1,3,40,ydlnn8jofdkseegh42az3fpt,1,91.8,0,2023-05-14T04:38:12.337Z,2023-05-14T04:38:14Z,4276285015,141,14.6,4276285019,213,1.2,4276285011,56,Right,4276285013,140,95.8,4276285017,212,12.0,4276285009,107,,,,,,,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456811,32,1,1,3,42,ydlnn8jofdkseegh42az3fpt,1,95.8,14.6,2023-05-14T04:38:14.041Z,2023-05-14T04:39:58Z,4276285113,56,Right,4276285119,212,2.9,4276285115,140,94.8,4276285121,213,4.3,4276285117,141,10.7,4276288731,156,,,,,,,,74nsqkyskico0dzgtxjheka5m,K. Konno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548456823,33,1,1,3,44,ydlnn8jofdkseegh42az3fpt,0,94.6,4.3,2023-05-14T04:38:16.545Z,2023-05-18T13:57:41Z,4276285187,56,Right,4276285191,141,10.4,4276285193,212,4.1,4276285189,140,94.5,4287771727,20,,4276285203,233,24,4276285195,213,1.6,4276285201,236,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,4276285207,286,,4287771725,224,4276285185,155,,4276285183,2,,,,,,,,,,,,,,,,,,,,,,
2548456815,24,12,1,3,44,27o8mdqno6jslcjb709sxjwyy,1,6.8,93.6,2023-05-14T04:38:16.645Z,2023-05-14T04:38:19Z,4276285129,185,,4276285227,233,33,4276285131,56,Back,,,,,,,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
