id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2511768851,5,49,1,0,16,18c8ibslzapz40lfb8y5vygcs,1,25.6,79.7,2023-02-25T07:04:10.849Z,2023-02-28T15:18:25Z,,,,,,,,,,,,,,,,,,,,,,,,,an0ry25y0g1r231rva3xbgs15,R. Izumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768857,6,61,1,0,17,18c8ibslzapz40lfb8y5vygcs,0,25.6,79.7,2023-02-25T07:04:11.765Z,2023-02-28T15:18:26Z,4053624721,56,Back,,,,,,,,,,,,,,,,,,,,,,an0ry25y0g1r231rva3xbgs15,R. Izumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768865,7,1,1,0,19,6bus1cl4b6zdm93290r02o7cx,1,71.2,23.5,2023-02-25T07:04:13.790Z,2023-02-28T15:18:32Z,4053631727,213,4.9,4053631721,140,73.1,4053624745,56,Right,4053631723,141,9.9,4053631725,212,9.5,,,,,,,,,,5y6uy0cw3emtxukzgl1xeb4l,Y. Toyokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768869,8,49,1,0,20,6bus1cl4b6zdm93290r02o7cx,1,72.2,7.9,2023-02-25T07:04:14.507Z,2023-02-28T15:18:34Z,,,,,,,,,,,,,,,,,,,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768885,9,43,1,0,22,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-02-25T07:04:16.560Z,2023-02-25T07:08:40Z,4053624801,140,73.9,4053631367,144,1,4053624805,212,11.9,4053624803,141,4.1,4053624807,213,5.0,4053624799,56,Right,,,,,,,5y6uy0cw3emtxukzgl1xeb4l,Y. Toyokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768895,10,1,1,0,27,6bus1cl4b6zdm93290r02o7cx,1,80.2,8.6,2023-02-25T07:04:21.976Z,2023-02-25T07:04:24Z,4053624847,213,3.1,4053624839,56,Right,4053624841,140,67.0,4053624845,212,13.9,4053624843,141,10.4,,,,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768903,11,1,1,0,30,6bus1cl4b6zdm93290r02o7cx,1,64.1,12.9,2023-02-25T07:04:24.652Z,2023-02-25T07:04:27Z,4053624875,141,33.1,4053624873,140,47.9,4053624871,56,Back,4053624879,213,2.5,4053624877,212,21.9,,,,,,,,,,efwxg8re4wdxgcdxa32aoqyqy,H. Tawiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768909,12,1,1,0,32,6bus1cl4b6zdm93290r02o7cx,1,46.7,33.6,2023-02-25T07:04:27.160Z,2023-02-25T07:04:29Z,4053624895,140,51.2,4053624901,213,5.0,4053624893,56,Right,4053624899,212,15.5,4053624897,141,11.9,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768917,13,1,1,0,35,6bus1cl4b6zdm93290r02o7cx,0,50.7,10.7,2023-02-25T07:04:29.369Z,2023-02-25T07:04:31Z,4053624923,212,11.3,4053624925,213,6.0,4053624921,141,6.1,4053624917,56,Right,4053624919,140,61.0,,,,,,,,,,efwxg8re4wdxgcdxa32aoqyqy,H. Tawiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768921,7,8,1,0,36,18c8ibslzapz40lfb8y5vygcs,1,35.4,93.8,2023-02-25T07:04:31.151Z,2023-02-28T15:19:55Z,4053624935,56,Back,4063620249,384,,,,,,,,,,,,,,,,,,,,an0ry25y0g1r231rva3xbgs15,R. Izumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768937,8,49,1,0,40,18c8ibslzapz40lfb8y5vygcs,1,39.8,66,2023-02-25T07:04:35.090Z,2023-02-25T07:09:58Z,,,,,,,,,,,,,,,,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768953,9,1,1,0,41,18c8ibslzapz40lfb8y5vygcs,1,39.8,66,2023-02-25T07:04:35.359Z,2023-02-25T07:11:27Z,4053625035,212,20.0,4053636705,189,,4053625029,56,Center,4053625033,141,72.0,4053625031,140,58.4,4053625037,213,0.2,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513666585,860,3,1,0,42,18c8ibslzapz40lfb8y5vygcs,0,61.2,77.2,2023-02-25T07:04:36.446Z,2023-02-28T15:22:22Z,4063623595,467,6vkppmpdrvrujfp035ucpib8q,4063623593,464,,4063623591,286,,4063623589,56,Center,,,,,,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768957,10,4,1,0,43,18c8ibslzapz40lfb8y5vygcs,1,54.9,72.5,2023-02-25T07:04:38.144Z,2023-02-25T07:04:41Z,4053625107,233,14,4053625049,152,,4053625047,56,Center,4053625045,13,,4053625051,265,,4053625053,286,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768963,14,4,1,0,43,6bus1cl4b6zdm93290r02o7cx,0,45.1,27.5,2023-02-25T07:04:38.145Z,2023-02-25T07:04:41Z,4053625067,13,,4053625069,56,Back,4053625073,265,,4053625075,285,,4053625119,233,10,4053625071,152,,,,,,,,6vkppmpdrvrujfp035ucpib8q,S. Kawasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769057,11,1,1,1,7,18c8ibslzapz40lfb8y5vygcs,1,53,72.3,2023-02-25T07:05:01.566Z,2023-02-25T08:15:25Z,4053625445,152,,4053625457,1,,4053625441,155,,4053625443,196,,4053625439,5,,4053625455,213,5.2,4053625447,56,Right,4053625449,140,74.8,96c2ojt4sgo4gfxs7vt1qfxed,Y. Maruyama,4053625453,212,48.3,4053625451,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769063,12,1,1,1,10,18c8ibslzapz40lfb8y5vygcs,0,72.2,8.9,2023-02-25T07:05:05.241Z,2023-02-25T08:15:33Z,4053625475,141,13.0,4053625473,140,88.8,4053625471,56,Right,4053625479,213,0.2,4053625477,212,17.7,4053625469,3,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769071,15,12,1,1,14,6bus1cl4b6zdm93290r02o7cx,1,11.2,84.4,2023-02-25T07:05:08.809Z,2023-02-25T08:15:31Z,4053625509,141,100.0,4053625507,140,7.1,4053625511,212,12.3,4053625513,213,1.9,4053625505,56,Back,4053625531,167,,,,,,,,12ndgojwoabbe9igew1ymcnop,S. Asada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769079,13,5,1,1,14,18c8ibslzapz40lfb8y5vygcs,1,86.4,-1.2,2023-02-25T07:05:09.288Z,2023-02-25T07:32:31Z,4053625541,233,16,4053625535,347,,4053625533,56,Right,,,,,,,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769075,16,5,1,1,14,6bus1cl4b6zdm93290r02o7cx,0,13.6,101.2,2023-02-25T07:05:09.288Z,2023-02-25T07:05:10Z,4053625523,56,Back,4053625525,347,,4053625547,233,13,,,,,,,,,,,,,,,,12ndgojwoabbe9igew1ymcnop,S. Asada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769095,14,1,1,1,15,18c8ibslzapz40lfb8y5vygcs,1,80,0,2023-02-25T07:05:09.454Z,2023-02-28T15:24:23Z,4053625599,212,12.8,4053625597,141,13.1,4053625593,56,Right,4053625601,213,0.9,4053625591,107,,4053625595,140,88.0,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769101,15,1,1,1,18,18c8ibslzapz40lfb8y5vygcs,1,88.8,12.5,2023-02-25T07:05:12.776Z,2023-02-28T15:24:24Z,4053625629,56,Right,4053625637,213,3.4,4053625633,141,8.5,4053625635,212,9.9,4053625631,140,79.7,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769103,16,3,1,1,19,18c8ibslzapz40lfb8y5vygcs,0,84.2,6.2,2023-02-25T07:05:13.831Z,2023-02-28T15:24:25Z,4053625643,286,,4053625641,56,Right,4063626453,465,,4053625675,233,17,,,,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769111,17,7,1,1,19,6bus1cl4b6zdm93290r02o7cx,1,15.8,93.8,2023-02-25T07:05:13.832Z,2023-02-28T15:24:26Z,4063626581,385,,4053638297,167,,4053625667,285,,4053625671,233,16,4053625665,56,Back,,,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769125,17,43,1,1,25,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-02-25T07:05:19.735Z,2023-02-25T07:05:46Z,4053625721,56,Right,4053626189,144,61,,,,,,,,,,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769115,18,5,1,1,26,6bus1cl4b6zdm93290r02o7cx,0,13.8,101.8,2023-02-25T07:05:20.413Z,2023-02-25T07:32:31Z,4053625683,56,Back,4053626011,233,21,4053625685,347,,,,,,,,,,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769185,21,5,1,1,26,18c8ibslzapz40lfb8y5vygcs,1,86.2,-1.8,2023-02-25T07:05:20.413Z,2023-02-25T07:05:34Z,4053625969,56,Right,4053626003,233,18,4053625971,347,,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769143,18,1,1,1,27,18c8ibslzapz40lfb8y5vygcs,0,95,0,2023-02-25T07:05:21.837Z,2023-02-25T07:13:20Z,4053625791,141,15.9,4053626081,107,,4053625789,140,100.0,4053625787,56,Right,4053625793,212,13.5,4053625795,213,1.0,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769151,19,43,1,1,29,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-02-25T07:05:23.517Z,2023-02-25T07:13:16Z,4053625823,168,0,4053625831,212,14.2,4053625825,56,Center,4053625833,213,0.8,4053625829,141,28.5,4053639737,144,1,4053625827,140,100.0,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513667853,889,56,1,1,29,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-02-25T07:05:23.863Z,2023-02-28T15:25:40Z,4063628953,56,Back,,,,,,,,,,,,,,,,,,,,,,ez252u15v75qpotw00x7n3rhl,D. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769161,19,5,1,1,31,6bus1cl4b6zdm93290r02o7cx,1,-1,65.1,2023-02-25T07:05:25.614Z,2023-02-25T07:32:31Z,4053625867,233,20,4053625863,56,Back,4053625865,346,,,,,,,,,,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769159,20,5,1,1,31,18c8ibslzapz40lfb8y5vygcs,0,101,34.9,2023-02-25T07:05:25.614Z,2023-02-25T07:05:27Z,4053625871,233,19,4053625859,56,Center,4053625861,346,,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769309,20,1,1,1,58,6bus1cl4b6zdm93290r02o7cx,0,5,63,2023-02-25T07:05:52.575Z,2023-02-25T07:05:58Z,4053626443,212,70.8,4053626445,213,0.4,4053626435,124,,4053626441,141,100.0,4053626449,74,,4053626437,56,Left,4053626439,140,67.6,4053626447,1,,7j7c0l6xctuoauvg1tpni3ysp,T. Wakahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769313,21,5,1,2,4,6bus1cl4b6zdm93290r02o7cx,0,66.8,101.8,2023-02-25T07:05:58.571Z,2023-02-25T07:06:00Z,4053626465,56,Left,4053626501,233,22,4053626467,347,,,,,,,,,,,,,,,,,7j7c0l6xctuoauvg1tpni3ysp,T. Wakahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769319,22,5,1,2,4,18c8ibslzapz40lfb8y5vygcs,1,33.2,-1.8,2023-02-25T07:05:58.571Z,2023-02-25T07:32:32Z,4053626489,233,21,4053626487,347,,4053626485,56,Back,,,,,,,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769365,23,1,1,2,10,18c8ibslzapz40lfb8y5vygcs,0,40.6,0,2023-02-25T07:06:04.780Z,2023-02-25T07:06:06Z,4053626647,56,Back,4053626649,140,44.6,4053626655,213,0.9,4053626653,212,7.2,4053626651,141,7.0,4053626645,107,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511772741,108,1,1,2,11,18c8ibslzapz40lfb8y5vygcs,0,48.4,4.2,2023-02-25T07:06:06.254Z,2023-02-25T07:15:00Z,4053642449,156,,4053642373,56,Back,4053642381,213,2.5,4053642375,140,44.6,4053642377,141,8.5,4053642379,212,4.9,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769375,22,43,1,2,13,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-02-25T07:06:07.481Z,2023-02-25T07:14:34Z,4053641983,144,8,4053626675,56,Left,,,,,,,,,,,,,,,,,,,6vkppmpdrvrujfp035ucpib8q,S. Kawasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769399,24,1,1,2,13,18c8ibslzapz40lfb8y5vygcs,0,37.3,16.1,2023-02-25T07:06:08.277Z,2023-02-25T07:15:32Z,4053626753,155,,4053626759,141,19.5,4053626761,212,35.5,4053626763,213,0.1,4053626757,140,71.0,4053626755,56,Right,4053626765,1,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769413,23,49,1,2,17,6bus1cl4b6zdm93290r02o7cx,1,35.4,84.7,2023-02-25T07:06:12.206Z,2023-02-25T07:06:12Z,,,,,,,,,,,,,,,,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769425,24,1,1,2,19,6bus1cl4b6zdm93290r02o7cx,0,35.7,87.7,2023-02-25T07:06:13.957Z,2023-02-25T07:06:14Z,4053626875,1,,4053626865,141,100.0,4053626869,212,10.6,4053626859,56,Back,4053626873,213,0.9,4053626857,157,,4053626863,140,41.7,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769431,25,5,1,2,19,18c8ibslzapz40lfb8y5vygcs,1,58.2,-1,2023-02-25T07:06:14.321Z,2023-02-25T07:06:15Z,4053626891,56,Right,4053626893,347,,4053626899,233,25,,,,,,,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769427,25,5,1,2,19,6bus1cl4b6zdm93290r02o7cx,0,41.8,101,2023-02-25T07:06:14.321Z,2023-02-25T07:32:32Z,4053626889,347,,4053626905,233,25,4053626887,56,Back,,,,,,,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769471,26,1,1,2,26,18c8ibslzapz40lfb8y5vygcs,1,57.9,0,2023-02-25T07:06:21.030Z,2023-02-25T07:06:22Z,4053627081,56,Right,4053627083,140,69.7,4053627085,141,6.8,4053627079,107,,4053627087,212,13.8,4053627089,213,0.4,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769489,27,1,1,2,28,18c8ibslzapz40lfb8y5vygcs,1,67.8,7.4,2023-02-25T07:06:22.411Z,2023-02-28T15:26:57Z,4053627167,213,1.3,4053627169,1,,4053627161,140,74.8,4053627159,56,Center,4053627163,141,53.4,4063631073,155,,4053627165,212,32.1,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769493,28,61,1,2,31,18c8ibslzapz40lfb8y5vygcs,0,74.5,52.5,2023-02-25T07:06:25.440Z,2023-02-25T07:06:25Z,4053627177,56,Center,,,,,,,,,,,,,,,,,,,,,,dnvqxvpw9c21y0mb2wdxyua51,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769505,26,49,1,2,32,6bus1cl4b6zdm93290r02o7cx,1,16.4,28.2,2023-02-25T07:06:26.555Z,2023-02-28T15:27:11Z,,,,,,,,,,,,,,,,,,,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511769537,27,1,1,2,33,6bus1cl4b6zdm93290r02o7cx,1,13.3,28,2023-02-25T07:06:27.912Z,2023-02-25T07:06:32Z,4053627349,56,Back,4053627357,213,2.9,4053627351,140,2.3,4053627355,212,12.0,4053627353,141,32.8,,,,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
