id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/16/value
2526328831,6,5,1,0,9,1f3ehp8p9yi8reamghry4p76t,1,70.6,-2,2023-04-01T10:04:12.965Z,2023-04-01T10:16:26Z,4151489107,233,5,4151489063,347,,4151489061,56,Right,,,,,,,,,,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328873,7,1,1,0,14,1f3ehp8p9yi8reamghry4p76t,1,70.6,0,2023-04-01T10:04:17.659Z,2023-04-01T10:10:27Z,4151489271,141,4.0,4151489275,213,2.9,4151489265,107,,4151489273,212,15.6,4151489269,140,56.3,4151489267,56,Right,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328889,8,1,1,0,15,1f3ehp8p9yi8reamghry4p76t,1,56.3,4,2023-04-01T10:04:18.875Z,2023-04-01T10:04:22Z,4151489333,56,Back,4151489337,141,14.0,4151489341,213,2.7,4151489339,212,17.3,4151489335,140,41.1,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328899,9,2,1,0,18,1f3ehp8p9yi8reamghry4p76t,1,40.3,14.7,2023-04-01T10:04:22.268Z,2023-04-05T09:44:46Z,4151501129,7,70pwpkwjgkp07b4m4jdz1l0fe,4151489389,140,75.5,4151489391,141,26.4,4151489387,56,Center,4164897403,1,,,,,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328941,7,55,1,0,18,5pol481515zvirmk6t00kerbc,1,26.8,63.7,2023-04-01T10:04:22.269Z,2023-04-05T09:44:56Z,4151502429,189,,,,,,,,,,,,,,,,,,,,,,,9whlivl2irrdz4ed457x2vv9w,S. Tanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328909,6,43,1,0,22,5pol481515zvirmk6t00kerbc,1,0,0,2023-04-01T10:04:25.673Z,2023-04-01T10:11:56Z,4151501899,144,12,4151489461,15,0,4151489453,140,16.6,4151489451,56,Back,4151489457,212,4.3,4151489459,213,5.0,4151489455,141,66.0,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526328955,10,43,1,0,23,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-04-01T10:04:26.972Z,2023-04-01T10:11:58Z,4151489633,7,479791,4151501943,144,2,4151489639,141,17.1,4151489637,140,88.8,4151489635,56,Right,,,,,,,,,,9wan49fvimh705r3jjfrlhuc5,Y. Kobayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329167,8,1,1,0,54,5pol481515zvirmk6t00kerbc,0,22.2,73.6,2023-04-01T10:04:58.506Z,2023-04-01T10:12:23Z,4151490677,140,72.6,4151490685,1,,4151490681,212,53.1,4151490673,241,,4151490669,5,,4151490679,141,80.5,4151490675,56,Left,4151490671,155,,8psi8rr64yq7ovzua6ekiznpx,Jung Sung-Ryong,4151490683,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329209,11,1,1,0,58,1f3ehp8p9yi8reamghry4p76t,1,27.6,12.4,2023-04-01T10:05:02.236Z,2023-04-05T09:45:36Z,4151490895,141,14.9,4151490899,213,0.2,4151490891,56,Back,4151490893,140,34.9,4151490897,212,7.9,4151490889,3,,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329213,12,1,1,1,3,1f3ehp8p9yi8reamghry4p76t,1,36.7,19.2,2023-04-01T10:05:06.653Z,2023-04-05T09:45:43Z,4151490923,212,3.9,4151490917,56,Back,4151490919,140,39.2,4164898535,155,,4151490925,213,0.8,4151490921,141,23.4,,,,,,,9wan49fvimh705r3jjfrlhuc5,Y. Kobayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329217,13,49,1,1,3,1f3ehp8p9yi8reamghry4p76t,1,39.3,23.6,2023-04-01T10:05:07.628Z,2023-04-01T10:05:08Z,,,,,,,,,,,,,,,,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329225,14,1,1,1,4,1f3ehp8p9yi8reamghry4p76t,1,39.3,23.6,2023-04-01T10:05:08.028Z,2023-04-01T10:13:50Z,4151490957,56,Back,4151490961,141,9.4,4151490963,212,9.8,4151490959,140,40.7,4151490967,213,4.9,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329227,15,1,1,1,6,1f3ehp8p9yi8reamghry4p76t,0,40.6,9.7,2023-04-01T10:05:09.995Z,2023-04-01T10:14:03Z,4151490973,140,42.1,4151490971,56,Back,4151490975,141,21.8,4151490977,212,8.4,4151490979,213,1.4,,,,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329229,9,8,1,1,7,5pol481515zvirmk6t00kerbc,1,63.3,70.5,2023-04-01T10:05:10.681Z,2023-04-05T09:46:09Z,4151490983,56,Center,4164899097,384,,,,,,,,,,,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329265,16,1,1,1,8,1f3ehp8p9yi8reamghry4p76t,0,30.3,34.9,2023-04-01T10:05:12.494Z,2023-04-01T10:14:26Z,4151491091,140,78.7,4151491087,155,,4151491099,1,,4151491095,212,56.7,4151491093,141,0.0,4151491089,56,Right,4151491097,213,5.8,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329273,10,5,1,1,10,5pol481515zvirmk6t00kerbc,1,26.2,101.7,2023-04-01T10:05:14.448Z,2023-04-01T10:16:27Z,4151491155,233,17,4151491139,347,,4151491137,56,Back,,,,,,,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329269,17,5,1,1,10,1f3ehp8p9yi8reamghry4p76t,0,73.8,-1.7,2023-04-01T10:05:14.448Z,2023-04-01T10:05:16Z,4151491123,347,,4151491175,233,10,4151491121,56,Right,,,,,,,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329325,11,1,1,1,19,5pol481515zvirmk6t00kerbc,1,27.1,100,2023-04-01T10:05:23Z,2023-04-01T10:14:44Z,4151491383,140,33.3,4151491387,212,7.9,4151491379,107,,4151491385,141,94.5,4151491389,213,5.7,4151491381,56,Back,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329335,12,1,1,1,20,5pol481515zvirmk6t00kerbc,1,33.3,94.5,2023-04-01T10:05:24.504Z,2023-04-01T10:05:26Z,4151491457,213,2.6,4151491473,156,,4151491441,56,Back,4151491455,212,4.0,4151491451,141,97.7,4151491447,140,30.1,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329375,13,1,1,1,23,5pol481515zvirmk6t00kerbc,0,30.1,97.7,2023-04-01T10:05:27.577Z,2023-04-01T10:15:20Z,4151491603,141,72.6,4151491597,155,,4151491599,56,Center,4151491605,212,30.4,4151491607,213,5.7,4151491601,140,54.1,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329391,18,4,1,1,25,1f3ehp8p9yi8reamghry4p76t,1,49.2,25.8,2023-04-01T10:05:29.367Z,2023-04-01T10:05:33Z,4151491667,152,,4151491663,294,,4151491669,286,,4151491665,56,Back,4151491661,13,,4151491681,233,14,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329377,14,4,1,1,25,5pol481515zvirmk6t00kerbc,0,50.8,74.2,2023-04-01T10:05:29.368Z,2023-04-01T10:05:33Z,4151491613,294,,4151491617,152,,4151491695,233,18,4151491611,13,,4151491615,56,Center,4151491619,285,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329487,19,1,1,1,36,1f3ehp8p9yi8reamghry4p76t,1,54,31.2,2023-04-01T10:05:40.236Z,2023-04-01T10:05:43Z,4151492091,212,8.5,4151492087,140,48.6,4151492079,152,,4151492083,56,Back,4151492089,141,21.8,4151492077,5,,4151492093,213,4.0,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329507,20,1,1,1,39,1f3ehp8p9yi8reamghry4p76t,0,52.2,21.3,2023-04-01T10:05:43.628Z,2023-04-01T10:15:43Z,4151492177,213,5.7,4151492175,212,28.8,4151492171,140,75.1,4151492173,141,0.0,4151492167,155,,4151492169,56,Right,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329513,15,5,1,1,42,5pol481515zvirmk6t00kerbc,1,27,101.5,2023-04-01T10:05:45.826Z,2023-04-01T10:16:27Z,4151492197,347,,4151492199,233,21,4151492195,56,Back,,,,,,,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329509,21,5,1,1,42,1f3ehp8p9yi8reamghry4p76t,0,73,-1.5,2023-04-01T10:05:45.826Z,2023-04-01T10:05:47Z,4151492189,347,,4151492187,56,Right,4151492229,233,15,,,,,,,,,,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329561,16,1,1,1,48,5pol481515zvirmk6t00kerbc,1,25.1,100,2023-04-01T10:05:52.600Z,2023-04-01T10:05:53Z,4151492437,141,89.9,4151492433,56,Back,4151492431,107,,4151492435,140,27.1,4151492439,212,8.1,4151492441,213,5.0,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329573,17,1,1,1,49,5pol481515zvirmk6t00kerbc,1,27.1,89.9,2023-04-01T10:05:53.192Z,2023-04-05T09:49:14Z,4151492497,141,95.4,4151492493,56,Back,4151492501,213,2.0,4151492499,212,4.2,4151492495,140,25.3,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329581,18,1,1,1,50,5pol481515zvirmk6t00kerbc,0,20.8,93.6,2023-04-01T10:05:53.864Z,2023-04-05T09:48:58Z,4151492543,141,88.4,4151492547,213,6.0,4151524461,233,25,4151492539,56,Back,4151492541,140,33.2,4151492545,212,13.5,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329583,22,49,1,1,50,1f3ehp8p9yi8reamghry4p76t,1,69.2,11.7,2023-04-01T10:05:54.036Z,2023-04-05T09:49:23Z,,,,,,,,,,,,,,,,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329587,23,1,1,1,50,1f3ehp8p9yi8reamghry4p76t,1,69.1,11.9,2023-04-01T10:05:54.340Z,2023-04-05T09:49:25Z,4151492559,212,7.1,4151492555,140,74.6,4151492561,213,5.7,4151492553,56,Right,4151492557,141,5.9,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329589,24,1,1,1,51,1f3ehp8p9yi8reamghry4p76t,0,74.6,5.8,2023-04-01T10:05:54.980Z,2023-04-05T09:49:29Z,4151492577,141,15.5,4151492579,212,6.7,4151492575,140,75.9,4151492581,213,1.4,4151492573,56,Right,,,,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329623,21,49,1,1,52,5pol481515zvirmk6t00kerbc,1,21.8,78.5,2023-04-01T10:05:56.330Z,2023-04-01T10:16:30Z,,,,,,,,,,,,,,,,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329599,19,1,1,1,53,5pol481515zvirmk6t00kerbc,1,26.9,86.2,2023-04-01T10:05:57.175Z,2023-04-01T10:05:58Z,4151492619,212,8.4,4151492615,140,32.6,4151492617,141,94.8,4151492621,213,0.8,4151492613,56,Back,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329601,20,1,1,1,54,5pol481515zvirmk6t00kerbc,0,26.9,96.6,2023-04-01T10:05:58.120Z,2023-04-05T09:49:55Z,4164902553,233,25,4151492629,56,Back,4151492635,212,7.5,4151492631,140,33.9,4151492633,141,94.8,4151492637,213,6.1,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329609,25,8,1,1,54,1f3ehp8p9yi8reamghry4p76t,1,71.9,6.1,2023-04-01T10:05:58.121Z,2023-04-05T09:50:00Z,4151492659,56,Right,4164903827,384,,,,,,,,,,,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526333609,131,49,1,1,56,1f3ehp8p9yi8reamghry4p76t,1,79.2,4.8,2023-04-01T10:05:59.716Z,2023-04-01T10:17:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329625,22,43,1,1,56,5pol481515zvirmk6t00kerbc,1,0,0,2023-04-01T10:06:00.584Z,2023-04-01T10:17:13Z,4151511465,144,49,,,,,,,,,,,,,,,,,,,,,,8n5kr6rf1uhu9t0w593aw6x1x,Leandro Damião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329643,26,1,1,1,57,1f3ehp8p9yi8reamghry4p76t,1,78.1,6.1,2023-04-01T10:06:01.276Z,2023-04-01T10:06:03Z,4151492817,140,79.4,4151492821,212,11.6,4151492813,155,,4151492819,141,23.1,4151492823,213,1.5,4151492815,56,Center,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526331911,93,43,1,1,58,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-04-01T10:06:02.121Z,2023-04-05T09:48:39Z,4151503555,56,Right,4151550237,233,20,4151550213,285,0,4164902013,144,74,,,,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329647,27,3,1,1,59,1f3ehp8p9yi8reamghry4p76t,0,73.5,32.5,2023-04-01T10:06:02.904Z,2023-04-05T09:50:51Z,4164904875,464,,4151492845,286,,4151492843,56,Center,4151512581,233,24,,,,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329661,24,7,1,1,59,5pol481515zvirmk6t00kerbc,1,26.5,67.5,2023-04-01T10:06:02.905Z,2023-04-05T09:50:42Z,4164904729,383,,4151492875,56,Back,4151492877,285,,4151514341,233,27,,,,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329659,23,50,1,1,59,5pol481515zvirmk6t00kerbc,1,25.8,66,2023-04-01T10:06:03.275Z,2023-04-01T10:19:05Z,4151492871,56,Back,4151515087,233,28,4151492873,285,,,,,,,,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329665,28,7,1,1,59,1f3ehp8p9yi8reamghry4p76t,1,74.2,34,2023-04-01T10:06:03.276Z,2023-04-05T09:51:02Z,4151492915,56,Center,4151515073,233,23,4151492917,286,,4164905069,384,,,,,,,,,,,,,,9wan49fvimh705r3jjfrlhuc5,Y. Kobayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329671,29,61,1,2,3,1f3ehp8p9yi8reamghry4p76t,0,72.4,41.2,2023-04-01T10:06:06.892Z,2023-04-01T10:20:45Z,4151492941,56,Center,,,,,,,,,,,,,,,,,,,,,,9wan49fvimh705r3jjfrlhuc5,Y. Kobayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329673,25,43,1,2,3,5pol481515zvirmk6t00kerbc,1,0,0,2023-04-01T10:06:07.032Z,2023-04-01T10:20:46Z,4151518201,144,50,4151492947,285,0,4151492945,56,Back,,,,,,,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329691,30,43,1,2,5,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-04-01T10:06:09.131Z,2023-04-01T10:20:48Z,4151518257,144,3,4151493025,286,0,4151493023,56,Center,,,,,,,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329709,26,4,1,2,7,5pol481515zvirmk6t00kerbc,1,31.6,50.9,2023-04-01T10:06:11.002Z,2023-04-01T10:06:30Z,4151493093,152,,4151493107,233,31,4151493089,13,,4151493099,285,,4151493095,265,,4151493091,56,Back,,,,,,,2ingh41ma0grign63tygcgaok,S. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526329705,31,4,1,2,7,1f3ehp8p9yi8reamghry4p76t,0,68.4,49.1,2023-04-01T10:06:11.003Z,2023-04-01T10:06:18Z,4151493061,56,Center,4151493137,233,26,4151493065,265,,4151493067,286,,4151493059,13,,4151493063,152,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
