id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2521281489,6,1,1,0,20,12tyw9yomy9n5cjd5po2ajx1q,0,11.5,5.2,2023-03-18T06:03:55.676Z,2023-03-18T06:03:57Z,4103963433,141,7.1,4103963431,140,32.3,4103963437,213,0.1,4103963429,56,Back,4103963435,212,21.9,4103963427,155,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281497,6,1,1,0,22,3vfso415vj7uitnunviuzdyg3,0,58.8,87.2,2023-03-18T06:03:58.174Z,2023-03-18T06:03:59Z,4103963471,213,0.3,4103963461,3,,4103963463,56,Left,4103963465,140,73.9,4103963469,212,16.6,4103963467,141,94.2,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281507,7,1,1,0,25,12tyw9yomy9n5cjd5po2ajx1q,0,18.3,4,2023-03-18T06:04:00.459Z,2023-03-18T06:08:34Z,4103963503,56,Back,4103963501,3,,4103963511,213,6.2,4103963509,212,12.4,4103963507,141,2.3,4103963505,140,30.1,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281527,7,44,1,0,26,3vfso415vj7uitnunviuzdyg3,1,63.8,95.6,2023-03-18T06:04:01.806Z,2023-03-18T06:08:56Z,4103963583,56,Left,4103972873,233,10,4103963585,286,,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281559,10,44,1,0,26,12tyw9yomy9n5cjd5po2ajx1q,0,36.2,4.4,2023-03-18T06:04:01.807Z,2023-03-18T06:09:24Z,4103972883,233,7,4103963679,56,Back,4103972709,285,,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281537,8,1,1,0,26,3vfso415vj7uitnunviuzdyg3,1,56.3,93.8,2023-03-18T06:04:02.126Z,2023-03-18T06:09:42Z,4103963611,3,,4103963613,56,Left,4103963619,212,1.7,4103963621,213,0.5,4103963615,140,57.7,4103963617,141,95.1,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521284121,88,1,1,0,27,3vfso415vj7uitnunviuzdyg3,0,65.4,97.7,2023-03-18T06:04:03.360Z,2023-03-18T06:10:13Z,4103975505,213,3.3,4103975497,56,Left,4103975515,233,8,4103975499,140,62.7,4103975519,286,,4103975501,141,96.9,4103975513,236,,4103975503,212,2.9,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281523,8,74,1,0,27,12tyw9yomy9n5cjd5po2ajx1q,1,28.1,2.2,2023-03-18T06:04:03.361Z,2023-03-18T07:04:45Z,4103963565,285,,4103963563,56,Back,4103975553,233,88,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281539,9,5,1,0,31,12tyw9yomy9n5cjd5po2ajx1q,0,34.2,-1.8,2023-03-18T06:04:07.275Z,2023-03-18T06:04:09Z,4103963629,347,,4103963627,56,Back,4103963685,233,9,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281549,9,5,1,0,31,3vfso415vj7uitnunviuzdyg3,1,65.8,101.8,2023-03-18T06:04:07.275Z,2023-03-18T07:04:38Z,4103963653,347,,4103963663,233,9,4103963651,56,Left,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281609,10,1,1,0,39,3vfso415vj7uitnunviuzdyg3,1,59.3,100,2023-03-18T06:04:15.150Z,2023-03-18T06:04:17Z,4103963895,212,8.5,4103963897,213,4.3,4103963887,107,,4103963891,140,56.2,4103963889,56,Left,4103963893,141,90.5,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281617,11,1,1,0,41,3vfso415vj7uitnunviuzdyg3,0,56.2,90.5,2023-03-18T06:04:17.006Z,2023-03-18T06:04:18Z,4103963929,140,77.4,4103963931,141,94.5,4103963933,212,22.4,4103963925,155,,4103963935,213,0.1,4103963927,56,Left,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281623,11,1,1,0,42,12tyw9yomy9n5cjd5po2ajx1q,0,21.2,4.7,2023-03-18T06:04:18.347Z,2023-03-18T06:04:19Z,4103963961,140,23.9,4103963963,141,12.8,4103963965,212,6.2,4103963967,213,1.1,4103963957,3,,4103963959,56,Back,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281639,12,1,1,0,44,3vfso415vj7uitnunviuzdyg3,1,70.8,83,2023-03-18T06:04:20.398Z,2023-03-18T06:04:21Z,4103964037,213,5.0,4103964035,212,11.6,4103964029,56,Center,4103964033,141,66.7,4103964031,140,74.0,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281647,13,1,1,0,45,3vfso415vj7uitnunviuzdyg3,0,74,66.7,2023-03-18T06:04:21.150Z,2023-03-18T06:11:27Z,4103964073,141,73.2,4103964071,140,69.7,4103964085,156,,4103964075,212,6.3,4103964069,56,Center,4103964077,213,2.4,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281877,19,8,1,0,46,12tyw9yomy9n5cjd5po2ajx1q,1,26.8,36.1,2023-03-18T06:04:21.589Z,2023-03-18T06:11:56Z,4103978893,56,Back,,,,,,,,,,,,,,,,,,,,,,9sqv61rxp1papk4e2aab9noix,Y. Hoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281657,14,43,1,0,47,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-03-18T06:04:22.782Z,2023-03-18T06:11:29Z,4103964117,213,4.1,4103964115,212,6.7,4103964109,56,Center,4103964113,141,65.1,4103978155,144,1,4103964111,140,66.1,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281667,15,1,1,0,49,3vfso415vj7uitnunviuzdyg3,1,66.1,65.1,2023-03-18T06:04:24.782Z,2023-03-18T06:04:26Z,4103964169,141,49.4,4103964171,212,11.0,4103964173,213,4.5,4103964167,140,63.6,4103964165,56,Center,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281671,16,1,1,0,50,3vfso415vj7uitnunviuzdyg3,0,63,45.8,2023-03-18T06:04:26.414Z,2023-03-18T06:12:18Z,4103964189,213,0.4,4103964183,140,66.7,4103964181,56,Center,4103979957,233,12,4103979809,236,,4103964187,212,4.3,4103964185,141,48.5,4103979811,286,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281687,12,74,1,0,50,12tyw9yomy9n5cjd5po2ajx1q,1,30.1,56.3,2023-03-18T06:04:26.415Z,2023-03-18T06:12:19Z,4103979977,233,16,4103964241,56,Back,4103979937,285,,,,,,,,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521285437,111,61,1,0,52,3vfso415vj7uitnunviuzdyg3,1,55.6,52.6,2023-03-18T06:04:28.024Z,2023-03-18T06:20:38Z,4103981481,56,Center,,,,,,,,,,,,,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281703,17,1,1,0,54,3vfso415vj7uitnunviuzdyg3,0,53.5,57.6,2023-03-18T06:04:30.414Z,2023-03-18T06:20:36Z,4103964303,212,8.9,4103964299,140,61.1,4103964297,56,Center,4103964301,141,63.4,4103964305,213,0.5,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281713,13,49,1,0,56,12tyw9yomy9n5cjd5po2ajx1q,1,34.1,21,2023-03-18T06:04:32.364Z,2023-03-18T06:20:35Z,,,,,,,,,,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281733,14,1,1,0,57,12tyw9yomy9n5cjd5po2ajx1q,1,34.1,21,2023-03-18T06:04:32.461Z,2023-03-18T06:04:34Z,4103964415,141,27.1,4103964417,212,4.2,4103964419,213,1.7,4103964413,140,33.4,4103964411,56,Back,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281777,15,1,1,0,59,12tyw9yomy9n5cjd5po2ajx1q,1,34.7,28.5,2023-03-18T06:04:34.491Z,2023-03-18T06:04:42Z,4103964593,212,56.3,4103964589,140,71.0,4103964591,141,89.4,4103964583,155,,4103964585,196,,4103964587,56,Left,4103964597,1,,4103964595,213,0.8,9sqv61rxp1papk4e2aab9noix,Y. Hoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281789,16,1,1,1,6,12tyw9yomy9n5cjd5po2ajx1q,1,90.6,76,2023-03-18T06:04:42.235Z,2023-03-18T06:04:45Z,4103964645,212,4.7,4103964647,213,3.9,4103964639,56,Center,4103964643,141,71.4,4103964641,140,87.2,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281815,17,1,1,1,9,12tyw9yomy9n5cjd5po2ajx1q,1,86.7,70.9,2023-03-18T06:04:44.986Z,2023-03-18T06:20:34Z,4103964763,141,73.9,4103964761,140,80.0,4103964759,56,Center,4103964765,212,7.3,4103964767,213,2.9,,,,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281819,18,1,1,1,11,12tyw9yomy9n5cjd5po2ajx1q,0,78.5,73.9,2023-03-18T06:04:47.050Z,2023-03-18T06:20:32Z,4103964797,213,1.4,4103964795,212,1.0,4103964877,236,,4103964883,286,,4103964879,233,18,4103964791,140,78.7,4103964793,141,75.3,4103964789,56,Center,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281839,18,74,1,1,11,3vfso415vj7uitnunviuzdyg3,1,24.9,12.6,2023-03-18T06:04:47.051Z,2023-03-18T07:04:45Z,4103964885,233,18,4103964867,285,,4103964865,56,Back,,,,,,,,,,,,,,,,a1uzi9vgpfy7qo1eay243dsk5,T. Sekine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281845,19,49,1,1,14,3vfso415vj7uitnunviuzdyg3,1,26.7,14.3,2023-03-18T06:04:50.334Z,2023-03-18T06:18:13Z,,,,,,,,,,,,,,,,,,,,,,,,,a1uzi9vgpfy7qo1eay243dsk5,T. Sekine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281859,20,1,1,1,15,3vfso415vj7uitnunviuzdyg3,1,29.7,15.3,2023-03-18T06:04:50.782Z,2023-03-18T06:18:17Z,4103964945,140,49.7,4103964951,213,0.4,4103964947,141,29.8,4103964949,212,23.2,4103964943,56,Back,,,,,,,,,,a1uzi9vgpfy7qo1eay243dsk5,T. Sekine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281879,21,1,1,1,18,3vfso415vj7uitnunviuzdyg3,1,57.7,27.9,2023-03-18T06:04:53.807Z,2023-03-18T06:05:00Z,4103965029,213,5.4,4103965027,212,18.4,4103965025,141,7.1,4103965023,140,68.9,4103965021,56,Right,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281883,22,1,1,1,25,3vfso415vj7uitnunviuzdyg3,0,74.3,25.2,2023-03-18T06:05:00.447Z,2023-03-18T06:18:41Z,4103965047,213,0.5,4103965045,212,15.5,4103965037,155,,4103965043,141,36.7,4103965039,56,Center,4103965041,140,87.0,4103992019,2,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281895,20,12,1,1,28,12tyw9yomy9n5cjd5po2ajx1q,1,12.5,59.4,2023-03-18T06:05:03.996Z,2023-03-18T06:20:30Z,4103965079,56,Back,4103993643,140,31.9,4103993645,141,31.6,4103993647,212,27.8,4103993649,213,5.5,,,,,,,,,,59e2dosv29zg2c146u5v9k02y,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281931,23,1,1,1,32,3vfso415vj7uitnunviuzdyg3,1,65.2,73,2023-03-18T06:05:08.351Z,2023-03-18T06:05:10Z,4103965203,213,2.7,4103965201,212,27.2,4103965199,141,91.2,4103965197,140,42.1,4103965195,56,Back,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281949,24,1,1,1,34,3vfso415vj7uitnunviuzdyg3,1,42.1,91.2,2023-03-18T06:05:10.031Z,2023-03-18T06:05:13Z,4103965283,140,37.2,4103965281,56,Back,4103965285,141,44.9,4103965289,213,4.6,4103965287,212,31.9,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282013,25,1,1,1,37,3vfso415vj7uitnunviuzdyg3,1,36.4,36.1,2023-03-18T06:05:13.087Z,2023-03-18T06:05:18Z,4103965535,212,21.9,4103965537,213,1.4,4103965529,56,Back,4103965533,141,67.9,4103965531,140,39.4,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282035,26,1,1,1,43,3vfso415vj7uitnunviuzdyg3,0,46.8,81.8,2023-03-18T06:05:18.558Z,2023-03-18T06:05:20Z,4103965641,1,,4103965629,155,,4103965639,213,5.5,4103965633,140,79.4,4103965631,56,Center,4103965635,141,35.1,4103965637,212,46.7,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282053,21,8,1,1,47,12tyw9yomy9n5cjd5po2ajx1q,1,22.9,66,2023-03-18T06:05:22.908Z,2023-03-18T06:05:23Z,4103965683,56,Back,4103965695,15,,,,,,,,,,,,,,,,,,,,59e2dosv29zg2c146u5v9k02y,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282121,27,1,1,1,50,3vfso415vj7uitnunviuzdyg3,1,89.5,11.6,2023-03-18T06:05:26.095Z,2023-03-18T06:05:29Z,4103965941,140,75.4,4103965939,56,Right,4103965943,141,19.1,4103965945,212,15.7,4103965947,213,2.8,,,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282167,28,1,1,1,53,3vfso415vj7uitnunviuzdyg3,1,74.8,16.7,2023-03-18T06:05:28.878Z,2023-03-18T06:05:34Z,4103966127,141,25.6,4103966129,212,17.1,4103966123,140,90.0,4103966131,213,0.4,4103966121,56,Center,,,,,,,,,,a1uzi9vgpfy7qo1eay243dsk5,T. Sekine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282175,29,1,1,1,58,3vfso415vj7uitnunviuzdyg3,0,90.4,24.6,2023-03-18T06:05:34.094Z,2023-03-18T06:05:35Z,4103966165,140,89.8,4103966169,212,15.2,4103966167,141,2.2,4103966171,213,4.7,4103966163,56,Right,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282181,22,8,1,2,1,12tyw9yomy9n5cjd5po2ajx1q,1,11.1,92.3,2023-03-18T06:05:36.587Z,2023-03-18T06:20:28Z,4103966191,56,Back,,,,,,,,,,,,,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282191,23,5,1,2,1,12tyw9yomy9n5cjd5po2ajx1q,0,12.4,101.7,2023-03-18T06:05:36.751Z,2023-03-18T07:04:38Z,4103966245,233,30,4103966225,56,Back,4103966227,347,,,,,,,,,,,,,,,,,59e2dosv29zg2c146u5v9k02y,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282185,30,5,1,2,1,3vfso415vj7uitnunviuzdyg3,1,87.6,-1.7,2023-03-18T06:05:36.751Z,2023-03-18T06:05:38Z,4103966239,233,23,4103966205,56,Right,4103966207,347,,,,,,,,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282221,31,1,1,2,2,3vfso415vj7uitnunviuzdyg3,1,86.8,0,2023-03-18T06:05:38.383Z,2023-03-18T06:05:43Z,4103966375,213,2.1,4103966369,140,81.7,4103966373,212,11.4,4103966371,141,12.8,4103966367,56,Right,4103966365,107,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282235,32,1,1,2,7,3vfso415vj7uitnunviuzdyg3,1,78.3,11,2023-03-18T06:05:43.440Z,2023-03-18T06:05:45Z,4103966419,56,Right,4103966423,141,20.7,4103966421,140,68.2,4103966425,212,12.5,4103966427,213,2.6,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282243,33,1,1,2,9,3vfso415vj7uitnunviuzdyg3,1,68.2,20.7,2023-03-18T06:05:45.118Z,2023-03-18T06:05:46Z,4103966459,140,74.9,4103966457,56,Right,4103966465,213,5.5,4103966463,212,10.4,4103966461,141,9.4,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282269,34,1,1,2,10,3vfso415vj7uitnunviuzdyg3,1,74.9,9.4,2023-03-18T06:05:46.095Z,2023-03-18T06:05:49Z,4103966543,56,Center,4103966545,140,79.1,4103966547,141,23.9,4103966551,213,1.2,4103966549,212,10.8,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
