id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2527220709,3,49,1,0,14,4dkougngrd8mpvfb1cr9mdb1p,1,38.2,17.1,2023-04-02T06:46:31.835Z,2023-04-02T06:46:31Z,,,,,,,,,,,,,,,,,,,,,,,,,a54k20jw9qbbz7f9dgmiufc2x,Lee Dong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220711,4,1,1,0,15,4dkougngrd8mpvfb1cr9mdb1p,1,40.6,19.4,2023-04-02T06:46:33.131Z,2023-04-02T06:46:34Z,4156255549,56,Back,4156255551,140,48.3,4156255553,141,20.3,4156255557,213,0.1,4156255555,212,8.1,,,,,,,,,,a54k20jw9qbbz7f9dgmiufc2x,Lee Dong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220713,5,1,1,0,17,4dkougngrd8mpvfb1cr9mdb1p,1,49.8,20.1,2023-04-02T06:46:34.794Z,2023-04-02T06:46:36Z,4156255573,213,4.1,4156255571,212,7.6,4156255565,56,Back,4156255569,141,11.1,4156255567,140,45.5,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220719,6,1,1,0,19,4dkougngrd8mpvfb1cr9mdb1p,0,47,12.2,2023-04-02T06:46:36.315Z,2023-04-02T06:46:38Z,4156255617,1,,4156255613,212,64.2,4156255611,141,100.0,4156255615,213,1.2,4156255605,196,,4156255607,56,Left,4156255603,155,,4156255609,140,68.7,1vbautuicco584hp4qav9sfyt,P. M'Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220723,7,5,1,0,21,4dkougngrd8mpvfb1cr9mdb1p,0,67.6,100.8,2023-04-02T06:46:38.615Z,2023-04-02T07:24:09Z,4156255639,233,9,4156255625,56,Left,4156255627,347,,,,,,,,,,,,,,,,,1vbautuicco584hp4qav9sfyt,P. M'Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220725,9,5,1,0,21,19auwjswq9camwpb4u14a6tp5,1,32.4,-0.8,2023-04-02T06:46:38.615Z,2023-04-02T06:46:39Z,4156255629,56,Back,4156255633,233,7,4156255631,347,,,,,,,,,,,,,,,,,8ig76mb9fsq6r456o42fnactm,Lucas Barcelos,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220737,10,1,1,0,32,19auwjswq9camwpb4u14a6tp5,1,38.2,0,2023-04-02T06:46:49.415Z,2023-04-02T06:46:53Z,4156255741,1,,4156255729,107,,4156255735,141,8.2,4156255731,56,Right,4156255739,213,0.2,4156255737,212,25.3,4156255733,140,61.6,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220739,8,45,1,0,35,4dkougngrd8mpvfb1cr9mdb1p,0,39.4,94.6,2023-04-02T06:46:53.175Z,2023-04-02T06:47:05Z,4156255975,233,11,4156255747,56,Back,4156255965,285,,,,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220741,11,3,1,0,35,19auwjswq9camwpb4u14a6tp5,1,60.6,5.4,2023-04-02T06:46:53.175Z,2023-04-06T13:37:53Z,4167493289,464,,4156255761,56,Right,4156255763,286,,4156255971,233,8,,,,,,,,,,,,,au0u20e5h1p6yn4gsgcimjcnp,Lee Keun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220745,12,1,1,0,38,19auwjswq9camwpb4u14a6tp5,0,61.6,9.1,2023-04-02T06:46:55.416Z,2023-04-02T06:46:56Z,4156255787,233,9,4156255791,286,,4156255781,213,1.7,4156255785,236,,4156255775,140,61.4,4156255777,141,12.3,4156255773,56,Right,4156255779,212,2.2,au0u20e5h1p6yn4gsgcimjcnp,Lee Keun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220743,9,74,1,0,38,4dkougngrd8mpvfb1cr9mdb1p,1,40.3,93.4,2023-04-02T06:46:55.417Z,2023-04-02T08:11:38Z,4156255769,56,Back,4156255793,233,12,4156255771,285,,,,,,,,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220747,10,5,1,0,40,4dkougngrd8mpvfb1cr9mdb1p,0,41.2,101.2,2023-04-02T06:46:57.307Z,2023-04-02T06:46:59Z,4156255829,233,13,4156255799,56,Back,4156255801,347,,,,,,,,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220749,13,5,1,0,40,19auwjswq9camwpb4u14a6tp5,1,58.8,-1.2,2023-04-02T06:46:57.307Z,2023-04-02T07:24:10Z,4156255815,347,,4156255821,233,10,4156255813,56,Right,,,,,,,,,,,,,,,,au0u20e5h1p6yn4gsgcimjcnp,Lee Keun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220779,14,1,1,0,49,19auwjswq9camwpb4u14a6tp5,0,63.4,0,2023-04-02T06:47:06.775Z,2023-04-02T06:47:10Z,4156256053,213,0.4,4156256049,141,6.8,4156256051,212,13.4,4156256043,107,,4156256047,140,75.0,4156256045,56,Right,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220781,11,8,1,0,53,4dkougngrd8mpvfb1cr9mdb1p,1,28.8,97.5,2023-04-02T06:47:10.971Z,2023-04-06T13:38:12Z,4156256055,56,Back,4167494125,385,,,,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220783,12,5,1,0,54,4dkougngrd8mpvfb1cr9mdb1p,0,26.4,101.6,2023-04-02T06:47:11.548Z,2023-04-02T06:47:13Z,4156256061,56,Back,4156256113,233,15,4156256063,347,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220789,15,5,1,0,54,19auwjswq9camwpb4u14a6tp5,1,73.6,-1.6,2023-04-02T06:47:11.548Z,2023-04-02T07:24:10Z,4156256087,56,Right,4156256089,347,,4156256095,233,12,,,,,,,,,,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220801,16,1,1,1,0,19auwjswq9camwpb4u14a6tp5,1,74.7,0,2023-04-02T06:47:17.528Z,2023-04-02T06:47:19Z,4156256201,213,2.0,4156256195,140,72.1,4156256199,212,6.8,4156256197,141,7.1,4156256193,56,Right,4156256191,107,,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220807,17,1,1,1,1,19auwjswq9camwpb4u14a6tp5,1,72.1,7.1,2023-04-02T06:47:19.159Z,2023-04-02T06:47:20Z,4156256215,141,2.8,4156256211,56,Right,4156256213,140,73.7,4156256217,212,3.4,4156256219,213,5.2,,,,,,,,,,d585rl5n1lyby0pzclz7ywokq,Lee Jin-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220811,18,1,1,1,2,19auwjswq9camwpb4u14a6tp5,0,73.7,2.8,2023-04-02T06:47:19.944Z,2023-04-06T13:40:34Z,4156256227,56,Right,4156256235,213,1.2,4167499861,155,,4156256229,140,75.7,4156256233,212,5.8,4156256231,141,10.7,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220821,13,61,1,1,5,4dkougngrd8mpvfb1cr9mdb1p,1,36.3,96.2,2023-04-02T06:47:22.668Z,2023-04-02T06:47:22Z,4156256265,56,Back,,,,,,,,,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220831,19,1,1,1,5,19auwjswq9camwpb4u14a6tp5,1,66.4,6.7,2023-04-02T06:47:22.696Z,2023-04-02T06:47:24Z,4156256335,213,3.1,4156256327,56,Right,4156256329,140,56.7,4156256331,141,6.7,4156256333,212,10.2,,,,,,,,,,d585rl5n1lyby0pzclz7ywokq,Lee Jin-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220837,20,1,1,1,6,19auwjswq9camwpb4u14a6tp5,1,56.6,7.3,2023-04-02T06:47:24.088Z,2023-04-02T06:47:26Z,4156256355,212,25.3,4156256351,140,38.8,4156256349,56,Back,4156256353,141,32.4,4156256357,213,2.4,,,,,,,,,,524eip47zifw3ed8h7ojnugkq,Kim Kang-San,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220847,21,1,1,1,9,19auwjswq9camwpb4u14a6tp5,1,38.7,33.3,2023-04-02T06:47:26.824Z,2023-04-02T06:47:30Z,4156256425,1,,4156256415,56,Left,4156256423,213,1.0,4156256419,141,83.6,4156256421,212,41.7,4156256417,140,61.4,,,,,,,50pxsuw6rozz51fqz6phq4r8p,Hong Jeong-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220857,22,1,1,1,13,19auwjswq9camwpb4u14a6tp5,1,62.3,84.2,2023-04-02T06:47:30.584Z,2023-04-02T06:47:35Z,4156256475,212,24.7,4156256467,155,,4156256469,56,Center,4156256473,141,76.4,4156256477,213,6.1,4156256471,140,85.3,,,,,,,k5yu3cqzlq5jybo9eozy89nt,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220863,23,1,1,1,17,19auwjswq9camwpb4u14a6tp5,0,91.4,74.4,2023-04-02T06:47:34.871Z,2023-04-02T06:47:37Z,4156256533,286,,4156256527,236,,4156256529,233,14,4156256499,141,72.0,4156256497,140,91.3,4156256501,212,1.6,4156256495,56,Center,4156256505,213,4.6,8ig76mb9fsq6r456o42fnactm,Lucas Barcelos,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220861,14,74,1,1,17,4dkougngrd8mpvfb1cr9mdb1p,1,2.1,27.6,2023-04-02T06:47:34.872Z,2023-04-02T06:47:37Z,4156256541,233,23,4156256487,56,Back,4156256489,285,,,,,,,,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220871,15,6,1,1,19,4dkougngrd8mpvfb1cr9mdb1p,0,0,24.6,2023-04-02T06:47:36.363Z,2023-04-06T13:45:19Z,4156256547,56,Back,4156256555,73,,4156256619,233,24,,,,,,,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220883,24,6,1,1,19,19auwjswq9camwpb4u14a6tp5,1,100,75.4,2023-04-02T06:47:36.363Z,2023-04-02T07:24:17Z,4156256605,73,,4156256615,233,15,4156256603,56,Center,,,,,,,,,,,,,,,,8ig76mb9fsq6r456o42fnactm,Lucas Barcelos,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220919,25,1,1,1,44,19auwjswq9camwpb4u14a6tp5,0,99.5,99.5,2023-04-02T06:48:01.800Z,2023-04-06T13:45:12Z,4156256857,1,,4156256841,6,,4156256853,212,35.7,4156256849,140,89.2,4156256855,213,4.4,4156256839,2,,4167510693,72,,4156256847,56,Center,k5yu3cqzlq5jybo9eozy89nt,K. Suzuki,4156256843,155,4156256851,141,49.4,4156256845,224,,,,,,,,,,,,,,,,,,,,
2527220923,16,12,1,1,47,4dkougngrd8mpvfb1cr9mdb1p,1,13.3,52.1,2023-04-02T06:48:04.714Z,2023-04-02T06:48:06Z,4156256865,140,33.6,4156256871,213,0.1,4156256877,15,,4156256867,141,55.7,4156256863,56,Back,4156256869,212,21.5,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220925,26,15,1,1,49,19auwjswq9camwpb4u14a6tp5,1,68.8,50.7,2023-04-02T06:48:06.567Z,2023-04-06T13:45:45Z,4156259621,328,,4156259319,20,,4156259619,215,,4156259611,25,,4167511795,78,,4156259629,147,50.2,4156259631,230,97.6,4156259617,103,19,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,4156259627,146,4156259623,458,,4156259323,82,86.4,4156259615,102,49.8,4156259633,231,49.6,4156259625,139,4156256885,18,4156256887,56,Center,,,,,,
2527220937,27,61,1,1,53,19auwjswq9camwpb4u14a6tp5,1,87.5,45.8,2023-04-02T06:48:11.008Z,2023-04-02T06:50:08Z,4156256963,56,Center,4156258701,228,,,,,,,,,,,,,,,,,,,,apa928m4vsbgdb20pvxjwdgix,Kim Jin-Hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220943,17,45,1,1,54,4dkougngrd8mpvfb1cr9mdb1p,0,17.5,87.6,2023-04-02T06:48:11.298Z,2023-04-02T08:11:41Z,4156256995,56,Back,4156256997,285,,4156262837,233,28,,,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220941,28,3,1,1,54,19auwjswq9camwpb4u14a6tp5,1,82.5,12.4,2023-04-02T06:48:11.298Z,2023-04-06T13:46:00Z,4156256991,286,,4167512275,464,,4156256989,56,Right,4156262829,233,17,,,,,,,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527221799,74,50,1,1,55,19auwjswq9camwpb4u14a6tp5,1,80.1,12.1,2023-04-02T06:48:12.414Z,2023-04-06T20:42:00Z,4167512871,286,,4168187755,233,1190,4156263109,56,Right,,,,,,,,,,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529353539,1190,7,1,1,55,4dkougngrd8mpvfb1cr9mdb1p,1,19.9,87.9,2023-04-02T06:48:12.415Z,2023-04-06T20:41:59Z,4167513509,56,Back,4168187739,233,74,4167513511,285,,4167513513,385,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220951,19,3,1,1,56,4dkougngrd8mpvfb1cr9mdb1p,0,20.4,88.2,2023-04-02T06:48:14.143Z,2023-04-06T13:47:00Z,4156257085,56,Back,4156257109,233,29,4156257087,285,,4167514887,465,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220953,29,7,1,1,56,19auwjswq9camwpb4u14a6tp5,1,79.6,11.8,2023-04-02T06:48:14.144Z,2023-04-06T13:47:01Z,4167514925,383,,4156257095,286,,4156257091,167,,4156257093,56,Right,4156257105,233,19,,,,,,,,,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220945,18,5,1,2,2,4dkougngrd8mpvfb1cr9mdb1p,1,12.4,101.5,2023-04-02T06:48:19.482Z,2023-04-02T06:52:03Z,4156256999,56,Back,4156257473,233,30,4156257001,347,,,,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220955,30,5,1,2,2,19auwjswq9camwpb4u14a6tp5,0,87.6,-1.5,2023-04-02T06:48:19.482Z,2023-04-02T07:24:10Z,4156257481,233,18,4156257097,56,Right,4156257099,347,,,,,,,,,,,,,,,,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220973,20,1,1,2,12,4dkougngrd8mpvfb1cr9mdb1p,1,25.3,100,2023-04-02T06:48:30.020Z,2023-04-02T06:56:34Z,4156257171,213,5.5,4156257165,140,29.9,4156257161,107,,4156257169,212,7.2,4156257167,141,94.2,4156257163,56,Back,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527222143,146,1,1,2,13,4dkougngrd8mpvfb1cr9mdb1p,0,31.5,88,2023-04-02T06:48:30.817Z,2023-04-02T06:56:43Z,4156264485,56,Back,4156264487,140,28.5,4156264489,141,93.8,4156264493,213,2.2,4156264491,212,5.0,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220977,31,1,1,2,15,19auwjswq9camwpb4u14a6tp5,1,85.9,4.2,2023-04-02T06:48:32.903Z,2023-04-06T13:47:28Z,4156257181,56,Right,4167516135,213,0.8,4167516129,140,87.8,4167516131,141,7.3,4167516133,212,2.9,,,,,,,,,,d585rl5n1lyby0pzclz7ywokq,Lee Jin-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220985,32,43,1,2,17,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-04-02T06:48:35.032Z,2023-04-02T06:48:38Z,4156257261,144,50,4156257219,286,0,4156257217,56,Right,,,,,,,,,,,,,,,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220987,33,49,1,2,18,19auwjswq9camwpb4u14a6tp5,1,87.4,10.7,2023-04-02T06:48:35.639Z,2023-04-02T06:48:35Z,,,,,,,,,,,,,,,,,,,,,,,,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220991,34,1,1,2,18,19auwjswq9camwpb4u14a6tp5,0,93,6.2,2023-04-02T06:48:36.088Z,2023-04-06T13:47:33Z,4156257247,212,5.8,4156257243,140,95.3,4156257249,213,1.1,4156257241,56,Right,4156257245,141,13.9,4156257237,2,,4167516367,224,,4167516369,20,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527222183,154,61,1,2,19,4dkougngrd8mpvfb1cr9mdb1p,1,4,84.5,2023-04-02T06:48:36.890Z,2023-04-02T06:57:15Z,4156264827,56,Back,,,,,,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220993,21,49,1,2,19,4dkougngrd8mpvfb1cr9mdb1p,1,4.6,73.8,2023-04-02T06:48:36.986Z,2023-04-02T06:48:37Z,,,,,,,,,,,,,,,,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220995,22,61,1,2,20,4dkougngrd8mpvfb1cr9mdb1p,1,4.6,73.8,2023-04-02T06:48:37.388Z,2023-04-06T13:47:51Z,4156257265,56,Back,,,,,,,,,,,,,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527220997,23,1,1,2,21,4dkougngrd8mpvfb1cr9mdb1p,0,6.3,84.5,2023-04-02T06:48:38.749Z,2023-04-02T06:48:39Z,4156257279,56,Back,4156257277,155,,4156257281,140,47.9,4156257287,213,6.1,4156257283,141,73.2,4156257289,1,,4156257285,212,44.4,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
