id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/14/value
2542146689,3,1,1,0,16,92h5si20tnxjtg4hj8cs97bpw,1,26.3,92.6,2023-05-01T07:28:38.230Z,2023-05-01T07:34:48Z,4242539235,213,6.0,4242539233,212,22.4,4242539229,140,46.7,4242539227,56,Back,4242539231,141,83.0,4242539225,3,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146709,5,61,1,0,17,92h5si20tnxjtg4hj8cs97bpw,1,51.6,87.2,2023-05-01T07:28:39.342Z,2023-05-01T07:35:51Z,4242539355,56,Left,,,,,,,,,,,,,,,,,,,,,,528xlo30dg6035gc4njjt90yc,Kwak Seung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146695,4,1,1,0,18,92h5si20tnxjtg4hj8cs97bpw,0,46.6,81.8,2023-05-01T07:28:40.519Z,2023-05-01T07:38:07Z,4242552475,212,7.4,4242539263,56,Back,4242552473,141,92.3,4242552477,213,1.3,4242552471,140,48.4,,,,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542149353,83,49,1,0,19,4oixf5ykhg01zfxpt7gbpn3dq,1,52,14.1,2023-05-01T07:28:41.346Z,2023-05-01T07:38:08Z,,,,,,,,,,,,,,,,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542149357,84,50,1,0,20,4oixf5ykhg01zfxpt7gbpn3dq,1,49.8,10.8,2023-05-01T07:28:41.605Z,2023-05-01T07:38:10Z,4242556059,56,Back,4242556405,233,80,4242556061,286,,,,,,,,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542149355,80,7,1,0,20,92h5si20tnxjtg4hj8cs97bpw,1,50.2,89.2,2023-05-01T07:28:41.606Z,2023-05-05T17:05:21Z,4242556375,56,Left,4252065031,384,,4242556399,233,84,4242556377,285,,,,,,,,,,,,,,528xlo30dg6035gc4njjt90yc,Kwak Seung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146727,9,43,1,0,20,4oixf5ykhg01zfxpt7gbpn3dq,1,0,0,2023-05-01T07:28:41.705Z,2023-05-01T07:37:04Z,4242554765,144,61,4242539439,56,Back,,,,,,,,,,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146721,6,49,1,0,25,92h5si20tnxjtg4hj8cs97bpw,1,51.9,96,2023-05-01T07:28:47.398Z,2023-05-01T07:28:56Z,,,,,,,,,,,,,,,,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146741,7,1,1,0,26,92h5si20tnxjtg4hj8cs97bpw,1,51.9,96,2023-05-01T07:28:47.542Z,2023-05-01T07:38:28Z,4242539493,213,3.7,4242539489,141,89.9,4242539487,140,45.6,4242539485,56,Back,4242539491,212,7.8,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146745,8,1,1,0,27,92h5si20tnxjtg4hj8cs97bpw,0,45.6,89.9,2023-05-01T07:28:49.303Z,2023-05-01T09:14:33Z,4242539541,212,14.2,4242539535,56,Left,4242539543,213,5.9,4242539539,141,82.0,4242539537,140,58.1,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542149837,104,8,1,0,28,4oixf5ykhg01zfxpt7gbpn3dq,1,45.2,14.1,2023-05-01T07:28:50.476Z,2023-05-05T17:05:40Z,4252065953,384,,4242557971,56,Back,,,,,,,,,,,,,,,,,,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146747,9,43,1,0,29,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-05-01T07:28:50.855Z,2023-05-01T07:38:38Z,4242557683,144,61,4242539547,56,Left,,,,,,,,,,,,,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146751,10,49,1,0,30,4oixf5ykhg01zfxpt7gbpn3dq,1,40.7,8.3,2023-05-01T07:28:52.386Z,2023-05-01T07:28:52Z,,,,,,,,,,,,,,,,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146759,11,1,1,0,30,4oixf5ykhg01zfxpt7gbpn3dq,1,40.7,8.3,2023-05-01T07:28:52.529Z,2023-05-01T07:28:53Z,4242539597,140,42.2,4242539599,141,26.7,4242539595,56,Back,4242539601,212,12.6,4242539603,213,1.4,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146779,12,1,1,0,31,4oixf5ykhg01zfxpt7gbpn3dq,1,42.2,26.7,2023-05-01T07:28:53.345Z,2023-05-01T07:39:05Z,4242539759,212,24.0,4242539757,141,61.5,4242539755,140,46.0,4242539753,56,Back,4242539761,213,1.4,,,,,,,,,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146791,13,1,1,0,36,4oixf5ykhg01zfxpt7gbpn3dq,1,49.1,65.1,2023-05-01T07:28:58.193Z,2023-05-01T07:39:02Z,4242539841,212,30.5,4242539835,56,Left,4242539843,213,0.7,4242539839,141,95.3,4242539837,140,70.6,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146829,14,1,1,0,38,4oixf5ykhg01zfxpt7gbpn3dq,1,72.2,96.3,2023-05-01T07:29:00.313Z,2023-05-01T07:29:05Z,4242540073,212,15.8,4242540067,56,Left,4242540075,213,6.2,4242540069,140,87.2,4242540071,141,95.0,,,,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146833,15,4,1,0,42,4oixf5ykhg01zfxpt7gbpn3dq,1,85.5,95.3,2023-05-01T07:29:04.117Z,2023-05-01T07:40:02Z,4242540081,13,,4242559959,295,,4242540083,56,Left,4242540085,152,,4242540089,286,,4242540101,233,10,,,,,,,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542146819,10,4,1,0,42,92h5si20tnxjtg4hj8cs97bpw,0,14.5,4.7,2023-05-01T07:29:04.118Z,2023-05-01T07:39:59Z,4242540005,56,Back,4242559891,295,,4242540003,13,,4242540115,233,15,4242540007,152,,4242540011,285,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147055,16,1,1,1,25,4oixf5ykhg01zfxpt7gbpn3dq,1,87.3,94.8,2023-05-01T07:29:47.011Z,2023-05-05T17:06:31Z,4242541479,212,33.9,4242541477,141,45.4,4252068453,223,,4242541471,152,,4252068455,20,,4242541475,140,91.8,4242541473,56,Center,4242541465,2,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,4242541483,1,4242541467,5,4242541469,155,4242541481,213,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147057,17,1,1,1,25,4oixf5ykhg01zfxpt7gbpn3dq,0,94.3,32.2,2023-05-01T07:29:47.394Z,2023-05-01T07:40:44Z,4242541501,213,1.1,4242541497,141,40.6,4242541499,212,6.3,4242541493,56,Center,4242541495,140,96.9,4242541491,3,,,,,,,,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147045,11,12,1,1,26,92h5si20tnxjtg4hj8cs97bpw,1,2.8,56.5,2023-05-01T07:29:47.800Z,2023-05-01T07:40:46Z,4242541391,141,69.0,4242541395,213,1.2,4242541407,15,,4242541393,212,9.0,4242541387,56,Back,4242541389,140,5.5,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147069,12,12,1,1,28,92h5si20tnxjtg4hj8cs97bpw,1,3.4,70.2,2023-05-01T07:29:50.070Z,2023-05-01T07:40:52Z,4242541555,140,21.7,4242541561,213,0.1,4242541553,56,Back,4242541559,212,19.3,4242541557,141,72.3,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147091,18,1,1,1,31,4oixf5ykhg01zfxpt7gbpn3dq,0,80.6,30.1,2023-05-01T07:29:52.977Z,2023-05-01T07:41:15Z,4242541677,140,91.7,4242541679,141,37.7,4242541683,213,0.4,4242541681,212,12.7,4242541675,56,Center,4242541673,3,,,,,,,,9u3l89365yah3jn79pix0s67e,Lee Hyeon-Sik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147071,13,44,1,1,32,92h5si20tnxjtg4hj8cs97bpw,1,12.9,50,2023-05-01T07:29:53.745Z,2023-05-01T07:41:33Z,4242541569,285,,4242542343,233,19,4242541567,56,Back,,,,,,,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147095,19,44,1,1,32,4oixf5ykhg01zfxpt7gbpn3dq,0,87.1,50,2023-05-01T07:29:53.746Z,2023-05-01T07:42:02Z,4242541711,56,Center,4242542387,233,13,4242541713,286,,,,,,,,,,,,,,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147075,14,12,1,1,33,92h5si20tnxjtg4hj8cs97bpw,1,10.6,50.7,2023-05-01T07:29:54.694Z,2023-05-01T07:41:37Z,4242541585,212,6.9,4242541583,141,43.1,4242541579,56,Back,4242541593,15,,4242541587,213,5.4,4242541581,140,15.0,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147105,15,12,1,1,34,92h5si20tnxjtg4hj8cs97bpw,1,18.8,44.5,2023-05-01T07:29:56.278Z,2023-05-01T07:42:08Z,4242541761,141,23.6,4242541763,212,27.2,4242541757,56,Back,4242541765,213,5.7,4242541759,140,40.9,,,,,,,,,,29bsxzz5d3tzi1we2uznh6jo4,Kim Dae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147117,20,1,1,1,40,4oixf5ykhg01zfxpt7gbpn3dq,1,46.6,71.5,2023-05-01T07:30:01.657Z,2023-05-01T07:30:03Z,4242541821,56,Back,4242541829,213,3.9,4242541827,212,13.3,4242541823,140,37.2,4242541825,141,58.4,,,,,,,,,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147119,21,1,1,1,41,4oixf5ykhg01zfxpt7gbpn3dq,1,37.2,58.4,2023-05-01T07:30:03.433Z,2023-05-01T09:17:30Z,4242541855,213,1.5,4242541847,56,Back,4242541849,140,38.5,4242541853,212,13.3,4242541851,141,77.8,,,,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147123,22,1,1,1,42,4oixf5ykhg01zfxpt7gbpn3dq,1,38.5,77.8,2023-05-01T07:30:04.273Z,2023-05-01T07:30:06Z,4242541885,212,18.1,4242541883,141,94.2,4242541879,56,Left,4242541887,213,0.7,4242541881,140,52.1,,,,,,,,,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147139,23,1,1,1,44,4oixf5ykhg01zfxpt7gbpn3dq,1,52.1,94.2,2023-05-01T07:30:06.113Z,2023-05-01T07:30:07Z,4242541961,212,9.8,4242541959,141,87.5,4242541957,140,43.8,4242541963,213,3.6,4242541955,56,Back,,,,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147145,24,1,1,1,45,4oixf5ykhg01zfxpt7gbpn3dq,1,43.8,87.5,2023-05-01T07:30:07.490Z,2023-05-01T07:30:10Z,4242541997,140,57.9,4242541999,141,95.7,4242542001,212,15.8,4242541995,56,Left,4242542003,213,0.4,,,,,,,,,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147147,25,1,1,1,48,4oixf5ykhg01zfxpt7gbpn3dq,0,59.4,96.8,2023-05-01T07:30:10.441Z,2023-05-01T07:30:11Z,4242542035,286,,4242542013,212,2.3,4242542015,213,5.8,4242542011,141,95.3,4242542029,236,,4242542009,140,61.4,4242542031,233,16,4242542007,56,Left,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147151,16,74,1,1,48,92h5si20tnxjtg4hj8cs97bpw,1,41.4,6.2,2023-05-01T07:30:10.442Z,2023-05-01T07:59:22Z,4242542021,56,Back,4242542037,233,25,4242542023,285,,,,,,,,,,,,,,,,,29bsxzz5d3tzi1we2uznh6jo4,Kim Dae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147161,17,5,1,1,50,92h5si20tnxjtg4hj8cs97bpw,0,38.2,-1.8,2023-05-01T07:30:11.666Z,2023-05-01T08:59:50Z,4242542081,347,,4242542079,56,Back,4242542117,233,26,,,,,,,,,,,,,,,,29bsxzz5d3tzi1we2uznh6jo4,Kim Dae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147155,26,5,1,1,50,4oixf5ykhg01zfxpt7gbpn3dq,1,61.8,101.8,2023-05-01T07:30:11.666Z,2023-05-01T07:30:13Z,4242542105,233,17,4242542055,56,Left,4242542059,347,,,,,,,,,,,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147289,27,1,1,2,5,4oixf5ykhg01zfxpt7gbpn3dq,1,67.5,100,2023-05-01T07:30:27.140Z,2023-05-01T07:44:08Z,4242542803,141,92.5,4242542797,107,,4242542799,56,Left,4242542805,212,19.5,4242542801,140,85.3,4242542809,213,6.0,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147285,18,4,1,2,11,92h5si20tnxjtg4hj8cs97bpw,1,24.9,5.6,2023-05-01T07:30:32.631Z,2023-05-01T07:30:50Z,4242542859,233,28,4242542781,13,,4242542787,152,,4242542789,285,,4242542783,294,,4242542785,56,Back,,,,,,,b4kziyf6t4x8psrb1nvd0dl9l,An Tae-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147291,28,4,1,2,11,4oixf5ykhg01zfxpt7gbpn3dq,0,75.1,94.4,2023-05-01T07:30:32.632Z,2023-05-01T07:45:44Z,4242542829,286,,4242542827,152,,4242542875,233,18,4242542821,13,,4242542825,56,Left,4242542823,294,,,,,,,,6i3hjmgdhx9jv5tsk0ugc0b85,Tiago Orobó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147399,19,1,1,2,30,92h5si20tnxjtg4hj8cs97bpw,0,30.8,6.7,2023-05-01T07:30:51.815Z,2023-05-01T07:31:05Z,4242543395,157,,4242543393,5,,4242543409,1,,4242543407,213,0.2,4242543401,140,79.8,4242543403,141,18.6,4242543399,56,Right,4242543397,152,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,4242543405,212,,,,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,
2542147401,29,44,1,2,33,4oixf5ykhg01zfxpt7gbpn3dq,1,21.2,79.2,2023-05-01T07:30:55.076Z,2023-05-01T07:30:56Z,4242543433,233,20,4242543417,56,Back,4242543419,285,,,,,,,,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147403,20,44,1,2,33,92h5si20tnxjtg4hj8cs97bpw,0,78.8,20.8,2023-05-01T07:30:55.077Z,2023-05-01T07:30:56Z,4242543421,56,Right,4242543457,233,29,4242543423,286,,,,,,,,,,,,,,,,,528xlo30dg6035gc4njjt90yc,Kwak Seung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147405,30,12,1,2,33,4oixf5ykhg01zfxpt7gbpn3dq,1,18.8,75.4,2023-05-01T07:30:55.169Z,2023-05-01T07:46:21Z,4242568779,15,,4242543447,212,15.0,4242543449,213,0.1,4242543445,141,77.1,4242543443,140,33.0,4242543441,56,Back,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147425,31,1,1,2,34,4oixf5ykhg01zfxpt7gbpn3dq,1,28,83.2,2023-05-01T07:30:56.273Z,2023-05-01T07:46:47Z,4242543591,3,,4242543595,140,19.8,4242543601,213,2.5,4242543593,56,Back,4242543599,212,10.6,4242543597,141,92.3,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147433,33,49,1,2,36,4oixf5ykhg01zfxpt7gbpn3dq,1,26.9,87.8,2023-05-01T07:30:58.010Z,2023-05-01T07:46:46Z,,,,,,,,,,,,,,,,,,,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542147429,32,1,1,2,37,4oixf5ykhg01zfxpt7gbpn3dq,0,19.8,92.3,2023-05-01T07:30:58.770Z,2023-05-01T07:46:53Z,4242543617,140,26.9,4242543621,212,8.1,4242543619,141,87.8,4242569333,1,,4242543623,213,5.9,4242543615,56,Back,4242569331,157,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
