id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2538732541,33,61,1,0,24,86pmsqvfhj3t45uo4osr9hks9,1,58.4,3.1,2023-04-24T13:05:47.786Z,2023-04-24T13:08:43Z,4217413679,56,Right,,,,,,,,,,,,,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732549,34,49,1,0,25,86pmsqvfhj3t45uo4osr9hks9,1,56,9.8,2023-04-24T13:05:48.814Z,2023-04-24T13:05:49Z,,,,,,,,,,,,,,,,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732559,35,1,1,0,25,86pmsqvfhj3t45uo4osr9hks9,1,59.7,8.3,2023-04-24T13:05:48.957Z,2023-04-24T13:10:00Z,4217413779,140,64.1,4217413783,212,5.8,4217413785,213,5.6,4217413781,141,3.1,4217413777,56,Right,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538733949,64,1,1,0,25,86pmsqvfhj3t45uo4osr9hks9,0,63.7,3.4,2023-04-24T13:05:49.121Z,2023-04-24T13:09:52Z,4217422247,212,1.9,4217422249,213,2.0,4217422241,56,Right,4217422245,141,6.0,4217422243,140,63.0,,,,,,,,,,f476eflmv1tojfcufu59inf56,G. Ludwigson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732565,12,8,1,0,26,dw7c1rdfrjt0ldijrpj6rzsqa,1,41.9,92,2023-04-24T13:05:49.887Z,2023-04-28T11:58:32Z,4231594747,385,,4217413805,56,Back,,,,,,,,,,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732589,13,1,1,0,28,dw7c1rdfrjt0ldijrpj6rzsqa,1,47.3,96,2023-04-24T13:05:51.373Z,2023-04-24T13:06:01Z,4217413913,141,96.0,4217413911,140,55.3,4217413909,56,Left,4217413915,212,8.4,4217413917,213,0,,,,,,,,,,ax9f6iiirrjdhdj3cue6ok73d,Zeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732591,14,49,1,0,29,dw7c1rdfrjt0ldijrpj6rzsqa,1,56.8,96,2023-04-24T13:05:52.854Z,2023-04-24T13:06:03Z,,,,,,,,,,,,,,,,,,,,,,,,,acwul6zjezm8jopk2smtc1yhh,Kim Seung-Dae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732595,15,1,1,0,29,dw7c1rdfrjt0ldijrpj6rzsqa,0,56.8,96,2023-04-24T13:05:52.989Z,2023-04-24T13:06:06Z,4217413937,140,56.8,4217413941,212,1.5,4217414007,233,36,4217413935,56,Left,4217413943,213,4.7,4217413939,141,93.8,4217414005,236,,4217414011,286,,acwul6zjezm8jopk2smtc1yhh,Kim Seung-Dae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732605,36,74,1,0,29,86pmsqvfhj3t45uo4osr9hks9,1,40.4,2.5,2023-04-24T13:05:52.990Z,2023-04-24T13:43:43Z,4217413981,285,,4217413979,56,Back,4217414017,233,15,,,,,,,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732615,37,49,1,0,32,86pmsqvfhj3t45uo4osr9hks9,1,24.7,3.2,2023-04-24T13:05:55.854Z,2023-04-24T13:05:55Z,,,,,,,,,,,,,,,,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732635,38,1,1,0,32,86pmsqvfhj3t45uo4osr9hks9,1,24.7,3.2,2023-04-24T13:05:56.046Z,2023-04-24T13:10:39Z,4217414123,56,Back,4217414127,141,23.6,4217414129,212,22.4,4217414131,213,2.5,4217414125,140,7.9,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732677,39,1,1,0,35,86pmsqvfhj3t45uo4osr9hks9,1,9.8,33.3,2023-04-24T13:05:59.133Z,2023-04-24T13:06:04Z,4217414373,140,10.9,4217414377,212,23.9,4217414379,213,1.5,4217414375,141,68.4,4217414371,56,Back,,,,,,,,,,4cih000f65u36i7fm1sn0fob9,Jo Hyeon-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732715,40,1,1,0,41,86pmsqvfhj3t45uo4osr9hks9,0,20.9,83.6,2023-04-24T13:06:04.734Z,2023-04-24T13:06:07Z,4217414513,56,Center,4217414517,141,73.2,4217414523,1,,4217414521,213,6.1,4217414519,212,48.2,4217414515,140,66.3,4217414511,155,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732727,16,1,1,0,44,dw7c1rdfrjt0ldijrpj6rzsqa,0,26.4,36.3,2023-04-24T13:06:07.789Z,2023-04-24T13:16:33Z,4217414613,140,29.8,4217414611,56,Back,4217414609,3,,4217414615,141,25.4,4217414617,212,8.2,4217414619,213,5.2,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732743,41,1,1,0,47,86pmsqvfhj3t45uo4osr9hks9,0,65.5,68.8,2023-04-24T13:06:10.558Z,2023-04-24T13:06:11Z,4217414705,140,63.6,4217414709,212,4.8,4217414707,141,62.4,4217414711,213,4.3,4217414703,56,Center,,,,,,,,,,5wa2awnwsayrocgxs9d00p1p1,V. Qazaishvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732757,17,61,1,0,49,dw7c1rdfrjt0ldijrpj6rzsqa,1,34.8,43.1,2023-04-24T13:06:12.321Z,2023-04-24T13:06:12Z,4217414775,56,Back,,,,,,,,,,,,,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732771,18,43,1,0,51,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-04-24T13:06:14.309Z,2023-04-24T13:06:18Z,4217414971,144,49,,,,,,,,,,,,,,,,,,,,,,2f0xad1wghxbjm4rgashsqw2d,Shin Kwang-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732775,19,1,1,0,51,dw7c1rdfrjt0ldijrpj6rzsqa,0,32.1,34.8,2023-04-24T13:06:14.574Z,2023-04-24T13:11:35Z,4217414857,155,,4217414863,140,36.3,4217414867,212,6.1,4217414869,213,5.5,4217414861,56,Back,4217414865,141,28.6,,,,,,,2f0xad1wghxbjm4rgashsqw2d,Shin Kwang-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732781,42,43,1,0,53,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-04-24T13:06:16.334Z,2023-04-24T13:12:24Z,4217429371,144,49,,,,,,,,,,,,,,,,,,,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732799,43,1,1,0,53,86pmsqvfhj3t45uo4osr9hks9,1,66.2,74.1,2023-04-24T13:06:16.510Z,2023-04-24T13:13:21Z,4217415021,140,59.4,4217415025,212,7.8,4217415027,213,3.6,4217415023,141,69.4,4217415019,56,Center,,,,,,,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732813,44,1,1,0,56,86pmsqvfhj3t45uo4osr9hks9,1,62.1,75.4,2023-04-24T13:06:20.126Z,2023-04-24T13:13:33Z,4217415091,212,9.2,4217415089,141,88.2,4217415087,140,64.8,4217415085,56,Left,4217415093,213,1.3,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732825,45,1,1,0,58,86pmsqvfhj3t45uo4osr9hks9,1,63.9,86.6,2023-04-24T13:06:22.109Z,2023-04-24T13:13:45Z,4217415179,213,3.0,4217415175,141,89.0,4217415171,56,Left,4217415177,212,8.9,4217415173,140,55.6,,,,,,,,,,5wa2awnwsayrocgxs9d00p1p1,V. Qazaishvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732833,46,1,1,1,1,86pmsqvfhj3t45uo4osr9hks9,1,55.6,89,2023-04-24T13:06:24.334Z,2023-04-24T13:16:00Z,4217415225,213,0.3,4217415221,141,93.9,4217415219,140,65.2,4217415217,56,Left,4217415223,212,10.6,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732857,47,1,1,1,1,86pmsqvfhj3t45uo4osr9hks9,1,65.2,93.9,2023-04-24T13:06:24.710Z,2023-04-24T13:15:58Z,4217415313,212,8.1,4217415309,140,57.8,4217415315,213,3.4,4217415311,141,90.5,4217415307,56,Left,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732863,48,1,1,1,3,86pmsqvfhj3t45uo4osr9hks9,1,56.8,85.1,2023-04-24T13:06:26.437Z,2023-04-24T13:16:06Z,4217415353,212,14.8,4217415349,140,69.9,4217415351,141,77.1,4217415347,56,Center,4217415355,213,5.9,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538736723,130,1,1,1,4,86pmsqvfhj3t45uo4osr9hks9,0,71.8,78.9,2023-04-24T13:06:27.361Z,2023-04-24T13:16:47Z,4217438743,141,69.5,4217438739,56,Center,4217438741,140,69.8,4217438745,212,6.7,4217438747,213,4.4,,,,,,,,,,aka1ddwszmv6g7etcelkjgup6,Hwang Jae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732883,20,8,1,1,8,dw7c1rdfrjt0ldijrpj6rzsqa,1,27.7,44.9,2023-04-24T13:06:31.589Z,2023-04-28T12:00:49Z,4231596673,384,,4217415443,56,Back,,,,,,,,,,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732893,21,49,1,1,9,dw7c1rdfrjt0ldijrpj6rzsqa,1,36.3,51.3,2023-04-24T13:06:33.060Z,2023-04-24T13:06:33Z,,,,,,,,,,,,,,,,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732907,22,1,1,1,9,dw7c1rdfrjt0ldijrpj6rzsqa,1,36.3,51.3,2023-04-24T13:06:33.190Z,2023-04-24T13:06:35Z,4217415593,56,Back,4217415597,141,57.6,4217415601,213,0.4,4217415595,140,44.9,4217415599,212,10.0,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732917,23,1,1,1,11,dw7c1rdfrjt0ldijrpj6rzsqa,1,46,58.5,2023-04-24T13:06:35.069Z,2023-04-28T12:01:11Z,4217415677,141,30.7,4217415679,212,19.2,4217415681,213,4.9,4217415675,140,49.3,4217415673,56,Back,,,,,,,,,,acwul6zjezm8jopk2smtc1yhh,Kim Seung-Dae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732929,24,1,1,1,13,dw7c1rdfrjt0ldijrpj6rzsqa,1,53.2,30.4,2023-04-24T13:06:36.860Z,2023-04-24T13:06:38Z,4217415753,141,5.2,4217415749,56,Right,4217415751,140,54.9,4217415755,212,17.2,4217415757,213,4.8,,,,,,,,,,bnuywmddfhmgf37fm8m53e73e,Goh Young-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732947,25,1,1,1,15,dw7c1rdfrjt0ldijrpj6rzsqa,1,54.9,5.2,2023-04-24T13:06:38.301Z,2023-04-24T13:06:40Z,4217415847,140,41.0,4217415853,213,2.9,4217415845,56,Back,4217415849,141,10.0,4217415851,212,15.0,,,,,,,,,,9hvm2holhffxslajxxhozpk2d,Kim In-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732977,26,1,1,1,17,dw7c1rdfrjt0ldijrpj6rzsqa,1,40.2,10.4,2023-04-24T13:06:40.533Z,2023-04-24T13:06:46Z,4217416031,141,30.9,4217416035,213,2.4,4217416029,140,27.0,4217416033,212,19.7,4217416027,56,Back,,,,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538732989,27,1,1,1,23,dw7c1rdfrjt0ldijrpj6rzsqa,1,26.9,33.3,2023-04-24T13:06:46.253Z,2023-04-24T13:18:50Z,4217444991,189,,4217416091,212,18.9,4217416087,140,27.7,4217416089,141,61.1,4217416093,213,1.5,4217416085,56,Back,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538733027,28,1,1,1,25,dw7c1rdfrjt0ldijrpj6rzsqa,1,29.5,67.8,2023-04-24T13:06:48.806Z,2023-04-28T12:01:36Z,4217416285,212,11.3,4217416281,140,39.2,4217416287,213,0.4,4217416279,56,Back,4217416283,141,75.0,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538733057,29,1,1,1,32,dw7c1rdfrjt0ldijrpj6rzsqa,1,34.3,76.9,2023-04-24T13:06:55.662Z,2023-04-28T12:01:44Z,4217416483,141,93.6,4217416485,212,13.6,4217416481,140,41.5,4217416479,56,Back,4217416487,213,1.0,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538733079,30,1,1,1,36,dw7c1rdfrjt0ldijrpj6rzsqa,1,39,90.6,2023-04-24T13:06:59.270Z,2023-04-24T13:20:07Z,4217416613,213,4.4,4217416607,140,35.0,4217416605,56,Back,4217416609,141,74.1,4217416611,212,12.0,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538733085,31,1,1,1,38,dw7c1rdfrjt0ldijrpj6rzsqa,1,34.9,73.3,2023-04-24T13:07:01.373Z,2023-04-24T13:20:06Z,4217416627,56,Back,4217416633,212,11.7,4217416629,140,32.1,4217416635,213,4.5,4217416631,141,56.7,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538733091,32,1,1,1,40,dw7c1rdfrjt0ldijrpj6rzsqa,1,31.4,47.9,2023-04-24T13:07:03.701Z,2023-04-24T13:20:04Z,4217416691,213,5.6,4217416689,212,35.9,4217416685,140,56.8,4217416681,155,,4217416683,56,Right,4217416687,141,12.6,4217416693,1,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538733103,33,1,1,1,46,dw7c1rdfrjt0ldijrpj6rzsqa,1,58.1,6.1,2023-04-24T13:07:09.718Z,2023-04-24T13:07:11Z,4217416769,56,Right,4217416775,212,10.0,4217416771,140,67.6,4217416777,213,6.2,4217416773,141,4.4,,,,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538733111,34,1,1,1,48,dw7c1rdfrjt0ldijrpj6rzsqa,1,67.9,4.4,2023-04-24T13:07:11.694Z,2023-04-24T13:07:12Z,4217416817,212,15.7,4217416813,140,53.0,4217416819,213,3.1,4217416811,56,Right,4217416815,141,5.8,,,,,,,,,,9hvm2holhffxslajxxhozpk2d,Kim In-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
