id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,assist,qualifier/10/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2530846997,21,44,1,0,12,86pmsqvfhj3t45uo4osr9hks9,0,57.8,6.6,2023-04-09T06:52:46.574Z,2023-04-09T06:55:29Z,4175480795,286,,4175481115,233,18,4175480793,56,Right,,,,,,,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846259,7,1,1,0,12,25yplfulilqz11lp1qbii7sf3,1,45.5,91.8,2023-04-09T06:52:47.132Z,2023-04-09T08:45:17Z,4175475731,56,Left,4175475739,213,5.9,4175475737,212,17.1,4175475733,140,60.5,4175475729,3,,4175475735,141,82.1,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846263,8,3,1,0,17,25yplfulilqz11lp1qbii7sf3,0,56.8,84.7,2023-04-09T06:52:51.492Z,2023-04-09T06:55:53Z,4175482247,286,,4175482397,233,4,4175475747,56,Left,,,,,,,,,,,,,,,,634xb3u0uv1nk1t7x5f9ktq09,Rodrigo Bassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846267,4,7,1,0,17,86pmsqvfhj3t45uo4osr9hks9,1,43.2,15.3,2023-04-09T06:52:51.493Z,2023-04-09T06:55:53Z,4175482351,285,,4175475781,56,Back,4175482363,233,8,,,,,,,,,,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846281,5,49,1,0,19,86pmsqvfhj3t45uo4osr9hks9,1,43.2,19.2,2023-04-09T06:52:54.191Z,2023-04-09T06:52:54Z,,,,,,,,,,,,,,,,,,,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846295,6,1,1,0,20,86pmsqvfhj3t45uo4osr9hks9,1,43.2,19.2,2023-04-09T06:52:54.719Z,2023-04-09T07:01:14Z,4175475893,141,9.1,4175475895,212,9.0,4175475891,140,48.8,4175475897,213,5.4,4175475889,56,Back,,,,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846307,7,1,1,0,20,86pmsqvfhj3t45uo4osr9hks9,0,48.8,9.1,2023-04-09T06:52:54.919Z,2023-04-09T07:01:23Z,4175475951,140,47.5,4175489103,233,47,4175475957,213,2.0,4175475949,56,Back,4175489107,286,,4175475953,141,13.5,4175475955,212,3.3,4175489101,236,,9fg0am5mvsr9u9wu2m4nf9ii1,Um Won-Sang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530848477,47,74,1,0,20,25yplfulilqz11lp1qbii7sf3,1,42.3,94.4,2023-04-09T06:52:54.920Z,2023-04-09T08:07:51Z,4175489115,233,7,4175489085,56,Back,4175489087,285,,,,,,,,,,,,,,,,,634xb3u0uv1nk1t7x5f9ktq09,Rodrigo Bassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530848515,50,61,1,0,21,25yplfulilqz11lp1qbii7sf3,1,33.9,96.2,2023-04-09T06:52:55.525Z,2023-04-09T07:02:15Z,4175489833,56,Back,,,,,,,,,,,,,,,,,,,,,,6guyyg9xolz10ghf7draajqw9,Park Dae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846315,8,43,1,0,21,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-04-09T06:52:55.719Z,2023-04-09T08:23:57Z,4175475971,56,Back,4175672599,144,61,,,,,,,,,,,,,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846447,9,3,1,0,22,86pmsqvfhj3t45uo4osr9hks9,1,58,16,2023-04-09T06:52:56.541Z,2023-04-09T07:02:33Z,4175476577,286,,4175476575,56,Right,4175476603,233,9,,,,,,,,,,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846311,9,45,1,0,22,25yplfulilqz11lp1qbii7sf3,0,42,84,2023-04-09T06:52:56.541Z,2023-04-09T07:02:34Z,4175475965,285,,4175476635,233,9,4175475963,56,Back,,,,,,,,,,,,,,,,d2xhf1invyzqlm3wpwvrpp711,Lee Jong-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530848489,65,61,1,0,23,86pmsqvfhj3t45uo4osr9hks9,0,61.7,28.9,2023-04-09T06:52:58.233Z,2023-04-09T07:02:45Z,4175494231,56,Center,,,,,,,,,,,,,,,,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846441,10,4,1,0,28,25yplfulilqz11lp1qbii7sf3,1,36.7,78,2023-04-09T06:53:02.348Z,2023-04-09T07:23:43Z,4175476553,152,,4175476549,13,,4175544189,233,10,4175476555,265,,4175544193,286,,4175476551,56,Back,,,,,,,9jp7o16vx4iaojb3i91uc8639,Go Myeong-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846449,10,4,1,0,28,86pmsqvfhj3t45uo4osr9hks9,0,63.3,22,2023-04-09T06:53:02.349Z,2023-04-09T07:23:43Z,4175476585,56,Center,4175544153,285,,4175476587,152,,4175544195,233,10,4175476583,13,,4175476589,265,,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846693,11,1,1,1,3,25yplfulilqz11lp1qbii7sf3,1,30,79.3,2023-04-09T06:53:38.038Z,2023-04-09T06:53:46Z,4175477745,56,Back,4175477743,152,,4175477751,212,23.1,4175477747,140,12.5,4175477749,141,58.8,4175477753,213,3.8,4175477741,5,,,,,4z3rcjk4s1tco4fkowyge47p,D. Bulthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846733,12,1,1,1,12,25yplfulilqz11lp1qbii7sf3,1,11.4,62.1,2023-04-09T06:53:46.613Z,2023-04-09T06:53:51Z,4175477945,213,4.7,4175477939,140,11.0,4175477937,56,Back,4175477941,141,25.3,4175477943,212,25.0,,,,,,,,,,d2umkyp9klwwekql2dx7micbt,Yang Hyung-Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846745,13,1,1,1,16,25yplfulilqz11lp1qbii7sf3,0,10.5,15.3,2023-04-09T06:53:51.061Z,2023-04-09T06:53:52Z,4175478005,1,,4175477997,140,44.5,4175477995,56,Back,4175478001,212,35.9,4175477993,157,,4175477999,141,9.4,4175478003,213,6.2,,,,9jp7o16vx4iaojb3i91uc8639,Go Myeong-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530850733,117,49,1,1,18,86pmsqvfhj3t45uo4osr9hks9,1,53.4,87.4,2023-04-09T06:53:53.194Z,2023-04-09T07:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846789,11,1,1,1,19,86pmsqvfhj3t45uo4osr9hks9,0,48.3,75.7,2023-04-09T06:53:53.959Z,2023-04-09T07:03:40Z,4175478175,56,Left,4175478181,212,19.8,4175478173,152,,4175478177,140,58.2,4175478183,213,1.0,4175478179,141,100.0,4175478171,5,,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846793,12,5,1,1,21,86pmsqvfhj3t45uo4osr9hks9,0,61.2,101,2023-04-09T06:53:55.819Z,2023-04-09T07:04:21Z,4175478193,347,,4175478213,233,14,4175478191,56,Left,,,,,,,,,,,,,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846781,14,5,1,1,21,25yplfulilqz11lp1qbii7sf3,1,38.8,-1,2023-04-09T06:53:55.819Z,2023-04-09T08:45:29Z,4175478145,347,,4175478143,56,Back,4175478209,233,12,,,,,,,,,,,,,,,,9jp7o16vx4iaojb3i91uc8639,Go Myeong-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846873,15,1,1,1,32,25yplfulilqz11lp1qbii7sf3,1,47.2,0,2023-04-09T06:54:06.653Z,2023-04-09T07:06:12Z,4175478561,212,21.2,4175478555,56,Right,4175478557,140,67.2,4175478563,213,0.1,4175478559,141,3.1,4175478553,107,,,,,,,,alx06y7csoazdp3tk47kb3jl5,Jeong Seung-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846877,16,1,1,1,34,25yplfulilqz11lp1qbii7sf3,0,67.2,3.1,2023-04-09T06:54:08.373Z,2023-04-09T06:54:09Z,4175478579,141,4.4,4175478603,236,,4175478583,213,0.4,4175478577,140,69.2,4175478605,233,13,4175478609,286,,4175478581,212,2.3,4175478575,56,Right,634xb3u0uv1nk1t7x5f9ktq09,Rodrigo Bassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846881,13,74,1,1,34,86pmsqvfhj3t45uo4osr9hks9,1,39.2,89.9,2023-04-09T06:54:08.374Z,2023-04-09T08:07:51Z,4175478593,56,Back,4175478615,233,16,4175478595,285,,,,,,,,,,,,,,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846903,14,49,1,1,35,86pmsqvfhj3t45uo4osr9hks9,1,40.7,88.7,2023-04-09T06:54:09.488Z,2023-04-09T07:06:22Z,,,,,,,,,,,,,,,,,,,,,,,,,f476eflmv1tojfcufu59inf56,G. Ludwigson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846913,15,1,1,1,35,86pmsqvfhj3t45uo4osr9hks9,1,40.7,88.7,2023-04-09T06:54:09.871Z,2023-04-09T07:06:27Z,4175478713,212,6.2,4175478707,56,Back,4175478711,141,80.3,4175478715,213,4.3,4175478709,140,38.3,,,,,,,,,,f476eflmv1tojfcufu59inf56,G. Ludwigson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846923,16,1,1,1,35,86pmsqvfhj3t45uo4osr9hks9,1,38.3,80.3,2023-04-09T06:54:09.919Z,2023-04-09T07:06:33Z,4175478755,213,4.1,4175478747,56,Back,4175478753,212,9.2,4175478749,140,33.6,4175478751,141,68.8,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846901,17,43,1,1,36,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-04-09T06:54:10.971Z,2023-04-09T07:07:11Z,4175503311,144,61,4175478669,56,Right,,,,,,,,,,,,,,,,,,,da3lfnoyueymccynz7c9rn3l5,Ko Seung-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530851597,137,1,1,1,36,86pmsqvfhj3t45uo4osr9hks9,1,41.7,70.5,2023-04-09T06:54:11.028Z,2023-04-09T07:07:09Z,4175502153,212,14.8,4175502151,141,65.8,4175502149,140,27.9,4175502147,56,Back,4175502155,213,3.4,,,,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846937,17,1,1,1,40,86pmsqvfhj3t45uo4osr9hks9,1,33.6,68.8,2023-04-09T06:54:14.735Z,2023-04-09T07:05:38Z,4175478825,212,12.7,4175478817,56,Back,4175478827,213,2.9,4175478821,141,73.0,4175478819,140,21.8,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846945,18,1,1,1,42,86pmsqvfhj3t45uo4osr9hks9,1,21.8,73,2023-04-09T06:54:16.704Z,2023-04-09T07:07:01Z,4175478865,140,26.3,4175478863,56,Back,4175502907,155,,4175478867,141,89.6,4175478869,212,12.2,4175478871,213,1.2,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846963,19,1,1,1,43,86pmsqvfhj3t45uo4osr9hks9,1,26.3,89.6,2023-04-09T06:54:17.743Z,2023-04-09T06:54:21Z,4175478953,212,9.1,4175478949,140,30.2,4175478951,141,77.6,4175478955,213,5.2,4175478947,56,Back,,,,,,,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530846987,20,1,1,1,46,86pmsqvfhj3t45uo4osr9hks9,1,31.6,82,2023-04-09T06:54:21.183Z,2023-04-09T08:25:50Z,4175479061,56,Back,4175479063,140,17.3,4175479069,213,3.4,4175479065,141,77.3,4175479067,212,15.4,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847013,22,1,1,1,50,86pmsqvfhj3t45uo4osr9hks9,1,12.8,75,2023-04-09T06:54:25.151Z,2023-04-09T07:07:26Z,4175479199,212,16.5,4175479201,213,4.3,4175479197,141,52.7,4175479193,56,Back,4175479195,140,6.6,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847051,23,1,1,1,52,86pmsqvfhj3t45uo4osr9hks9,1,6.6,52.7,2023-04-09T06:54:27.023Z,2023-04-09T06:54:32Z,4175479393,213,1.4,4175479387,140,10.7,4175479385,56,Back,4175479391,212,23.7,4175479389,141,86.9,,,,,,,,,,4cih000f65u36i7fm1sn0fob9,Jo Hyeon-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847083,24,1,1,1,58,86pmsqvfhj3t45uo4osr9hks9,0,26.7,93.3,2023-04-09T06:54:32.592Z,2023-04-09T07:07:39Z,4175479525,141,27.1,4175479517,155,,4175479531,213,5.3,4175479519,196,,4175479523,140,53.6,4175479527,212,53.1,4175479521,56,Center,4175479533,1,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847105,19,61,1,2,3,25yplfulilqz11lp1qbii7sf3,1,46.5,72,2023-04-09T06:54:37.765Z,2023-04-09T07:08:00Z,4175479593,56,Back,,,,,,,,,,,,,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847107,20,49,1,2,4,25yplfulilqz11lp1qbii7sf3,1,52.2,58.5,2023-04-09T06:54:38.901Z,2023-04-09T06:54:39Z,,,,,,,,,,,,,,,,,,,,,,,,,d2xhf1invyzqlm3wpwvrpp711,Lee Jong-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847125,21,1,1,2,5,25yplfulilqz11lp1qbii7sf3,1,52.3,58.4,2023-04-09T06:54:39.797Z,2023-04-09T06:54:42Z,4175479705,213,2.4,4175479699,140,36.3,4175479697,56,Back,4175479701,141,79.7,4175479703,212,22.2,,,,,,,,,,d2xhf1invyzqlm3wpwvrpp711,Lee Jong-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847141,22,1,1,2,8,25yplfulilqz11lp1qbii7sf3,1,57.9,81.8,2023-04-09T06:54:42.708Z,2023-04-09T06:54:46Z,4175479775,213,0.7,4175479767,56,Left,4175479771,141,87.7,4175479769,140,62.8,4175479773,212,6.5,,,,,,,,,,6guyyg9xolz10ghf7draajqw9,Park Dae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847157,23,1,1,2,11,25yplfulilqz11lp1qbii7sf3,1,44.3,82.6,2023-04-09T06:54:45.940Z,2023-04-09T06:54:48Z,4175479873,213,3.6,4175479869,141,69.4,4175479871,212,19.0,4175479867,140,28.3,4175479865,56,Back,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847173,24,1,1,2,13,25yplfulilqz11lp1qbii7sf3,1,30.8,66.7,2023-04-09T06:54:48.149Z,2023-04-09T06:54:51Z,4175479953,141,30.1,4175479949,56,Back,4175479955,212,25.4,4175479951,140,26.2,4175479957,213,4.5,,,,,,,,,,4z3rcjk4s1tco4fkowyge47p,D. Bulthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847197,25,1,1,2,17,25yplfulilqz11lp1qbii7sf3,0,30.1,28.9,2023-04-09T06:54:51.685Z,2023-04-09T06:55:02Z,4175480079,212,34.5,4175480073,56,Right,4175480077,141,0.0,4175480295,1,,4175480081,213,5.6,4175480075,140,56.6,,,,,,,9jp7o16vx4iaojb3i91uc8639,Go Myeong-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847241,25,5,1,2,23,86pmsqvfhj3t45uo4osr9hks9,1,44.9,101.5,2023-04-09T06:54:57.798Z,2023-04-09T08:45:29Z,4175480237,56,Back,4175480259,233,26,4175480239,347,,,,,,,,,,,,,,,,,3nicdpsg0eal2r2f4m3oyycb9,M. Ádám,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847215,26,5,1,2,23,25yplfulilqz11lp1qbii7sf3,0,55.1,-1.5,2023-04-09T06:54:57.798Z,2023-04-09T06:55:01Z,4175480271,233,25,4175480139,347,,4175480137,56,Right,,,,,,,,,,,,,,,,8iu9qm62stsr58k53qm7poums,Kim Ju-Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847389,26,1,1,2,34,86pmsqvfhj3t45uo4osr9hks9,1,46.5,100,2023-04-09T06:55:08.920Z,2023-04-09T07:08:42Z,4175480829,1,,4175480821,140,22.6,4175480827,213,3.5,4175480823,141,86.3,4175480819,56,Back,4175480817,107,,4175480825,212,27.1,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847401,27,1,1,2,43,86pmsqvfhj3t45uo4osr9hks9,0,28.4,85.4,2023-04-09T06:55:17.873Z,2023-04-09T06:55:19Z,4175480883,140,71.6,4175480879,155,,4175480885,141,45.7,4175480889,213,5.7,4175480881,56,Center,4175480887,212,52.8,4175480891,1,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530847431,27,1,1,2,45,25yplfulilqz11lp1qbii7sf3,1,22.5,66.3,2023-04-09T06:55:19.573Z,2023-04-09T06:55:23Z,4175481029,213,5.3,4175481021,56,Back,4175481027,212,19.1,4175481023,140,32.4,4175481019,3,,4175481025,141,42.7,,,,,,,4z3rcjk4s1tco4fkowyge47p,D. Bulthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
