id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value
2527360287,5,1,1,0,19,dw7c1rdfrjt0ldijrpj6rzsqa,1,9.4,40.6,2023-04-02T11:25:47.690Z,2023-04-02T11:25:53Z,4156970981,213,1.4,4156970977,141,71.4,4156970979,212,21.2,4156970973,56,Back,4156970975,140,12.4,4156970971,123,,,,,,,,7wca6eqs9p0yfnopg1vuf9mg9,Hwang In-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360375,6,1,1,0,25,dw7c1rdfrjt0ldijrpj6rzsqa,1,27,71.1,2023-04-02T11:25:53.818Z,2023-04-02T11:25:58Z,4156971393,213,4.5,4156971385,56,Back,4156971391,212,22.6,4156971389,141,38.8,4156971387,140,21.9,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360405,7,1,1,0,30,dw7c1rdfrjt0ldijrpj6rzsqa,1,25.6,31.9,2023-04-02T11:25:58.827Z,2023-04-02T11:26:01Z,4156971553,213,5.4,4156971545,56,Back,4156971549,141,5.8,4156971547,140,39.1,4156971551,212,22.7,,,,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360415,8,1,1,0,32,dw7c1rdfrjt0ldijrpj6rzsqa,0,39,5,2023-04-02T11:26:00.954Z,2023-04-02T11:26:02Z,4156971665,286,,4156971661,233,7,4156971611,141,3.5,4156971659,236,,4156971615,213,5.9,4156971613,212,3.0,4156971609,140,41.7,4156971607,56,Back,2f0xad1wghxbjm4rgashsqw2d,Shin Kwang-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360419,7,74,1,0,32,cc7oug4s891gcp1r4mh00rw7x,1,60,98.6,2023-04-02T11:26:00.955Z,2023-04-02T12:38:13Z,4156971637,285,,4156971707,233,8,4156971635,56,Left,,,,,,,,,,,,,,,,8hiod211s6lxuzs0tz0mtewh5,Lee Min-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360435,8,5,1,0,33,cc7oug4s891gcp1r4mh00rw7x,0,60.5,101.6,2023-04-02T11:26:02.202Z,2023-04-02T11:31:59Z,4156971723,233,9,4156971715,56,Left,4156971717,347,,,,,,,,,,,,,,,,,8hiod211s6lxuzs0tz0mtewh5,Lee Min-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360433,9,5,1,0,33,dw7c1rdfrjt0ldijrpj6rzsqa,1,39.5,-1.6,2023-04-02T11:26:02.202Z,2023-04-02T11:26:03Z,4156971711,56,Back,4156971719,233,8,4156971713,347,,,,,,,,,,,,,,,,,2f0xad1wghxbjm4rgashsqw2d,Shin Kwang-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360559,10,1,1,0,40,dw7c1rdfrjt0ldijrpj6rzsqa,1,43.2,0,2023-04-02T11:26:08.954Z,2023-04-02T11:26:11Z,4156972391,213,2.5,4156972385,140,29.7,4156972387,141,15.5,4156972383,56,Back,4156972389,212,18.3,4156972381,107,,,,,,,,2f0xad1wghxbjm4rgashsqw2d,Shin Kwang-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360627,11,1,1,0,43,dw7c1rdfrjt0ldijrpj6rzsqa,1,30,16.2,2023-04-02T11:26:11.642Z,2023-04-02T11:26:16Z,4156972731,213,1.7,4156972725,140,26.5,4156972729,212,21.7,4156972723,56,Back,4156972727,141,47.6,,,,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360739,12,1,1,0,47,dw7c1rdfrjt0ldijrpj6rzsqa,1,23.5,56.7,2023-04-02T11:26:16.234Z,2023-04-02T11:26:23Z,4156973209,212,29.9,4156973213,213,1.0,4156973197,56,Back,4156973205,141,92.6,4156973201,140,39.9,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360825,13,1,1,0,54,dw7c1rdfrjt0ldijrpj6rzsqa,1,36.7,93.8,2023-04-02T11:26:23.066Z,2023-04-02T11:26:28Z,4156973727,56,Back,4156973735,212,11.6,4156973737,213,3.8,4156973733,141,83.2,4156973731,140,28.1,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360831,14,4,1,0,57,dw7c1rdfrjt0ldijrpj6rzsqa,1,25.2,88.4,2023-04-02T11:26:26.474Z,2023-04-02T11:26:31Z,4156973763,285,,4156973985,294,,4156973757,56,Back,4156973759,152,,4156973755,13,,4156973785,233,9,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527360815,9,4,1,0,57,cc7oug4s891gcp1r4mh00rw7x,0,74.8,11.6,2023-04-02T11:26:26.475Z,2023-04-02T11:26:32Z,4156973681,13,,4156974105,233,14,4156973685,152,,4156973683,56,Right,4156973689,286,,4156974045,294,,,,,,,,2t6k9fzod7v7mpbq3z9phqifp,Rafael Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361293,15,1,1,1,24,dw7c1rdfrjt0ldijrpj6rzsqa,1,30,80.2,2023-04-02T11:26:53.132Z,2023-04-02T11:29:24Z,4156976139,5,,4156976141,152,,4156976151,213,4.0,4156976143,56,Back,4156976147,141,48.8,4156976149,212,28.4,4156988113,189,,4156976145,140,12.2,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361321,16,1,1,1,29,dw7c1rdfrjt0ldijrpj6rzsqa,1,12.2,48.8,2023-04-02T11:26:57.770Z,2023-04-02T11:29:41Z,4156989311,189,,4156976305,140,29.6,4156976309,212,24.9,4156976307,141,23.9,4156976303,56,Back,4156976311,213,5.5,,,,,,,7wca6eqs9p0yfnopg1vuf9mg9,Hwang In-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361373,17,1,1,1,31,dw7c1rdfrjt0ldijrpj6rzsqa,0,30.1,22.4,2023-04-02T11:26:59.866Z,2023-04-02T11:27:04Z,4156976581,1,,4156976571,56,Right,4156976569,155,,4156976573,140,66.7,4156976577,212,38.7,4156976579,213,6.2,4156976575,141,15.8,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361377,10,44,1,1,34,cc7oug4s891gcp1r4mh00rw7x,1,31,76.8,2023-04-02T11:27:03.225Z,2023-04-02T11:27:04Z,4156976599,285,,4156976597,56,Back,4156976633,233,18,,,,,,,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361383,18,44,1,1,34,dw7c1rdfrjt0ldijrpj6rzsqa,0,69,23.2,2023-04-02T11:27:03.226Z,2023-04-02T11:27:04Z,4156976629,286,,4156976627,56,Center,4156976709,233,10,,,,,,,,,,,,,,,,1a17k8bd71gd0ma9s82tu8lih,Lee Seung-Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361385,11,1,1,1,34,cc7oug4s891gcp1r4mh00rw7x,1,26.8,71.5,2023-04-02T11:27:03.414Z,2023-04-02T11:30:08Z,4156976647,3,,4156976649,56,Back,4156976653,141,72.1,4156976657,213,0.0,4156976655,212,10.0,4156976651,140,36.3,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361415,12,49,1,1,36,cc7oug4s891gcp1r4mh00rw7x,1,37.2,77.8,2023-04-02T11:27:05.398Z,2023-04-02T11:27:05Z,,,,,,,,,,,,,,,,,,,,,,,,,8hiod211s6lxuzs0tz0mtewh5,Lee Min-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361429,13,1,1,1,37,cc7oug4s891gcp1r4mh00rw7x,1,37.2,77.8,2023-04-02T11:27:05.575Z,2023-04-02T11:27:06Z,4156976871,56,Back,4156976875,141,63.7,4156976877,212,10.3,4156976879,213,4.3,4156976873,140,33.5,4156976869,155,,,,,,,,8hiod211s6lxuzs0tz0mtewh5,Lee Min-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361457,14,1,1,1,38,cc7oug4s891gcp1r4mh00rw7x,0,33.5,63.7,2023-04-02T11:27:06.630Z,2023-04-02T11:27:08Z,4156976985,140,53.8,4156976989,212,24.1,4156976983,56,Center,4156976987,141,47.3,4156976981,155,,4156976991,213,5.8,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361531,19,1,1,1,39,dw7c1rdfrjt0ldijrpj6rzsqa,1,47.9,49.9,2023-04-02T11:27:08.330Z,2023-04-02T11:27:13Z,4156977369,141,68.8,4156977367,140,58.9,4156977363,3,,4156977365,56,Center,4156977373,213,0.8,4156977371,212,17.3,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361535,20,49,1,1,44,dw7c1rdfrjt0ldijrpj6rzsqa,1,60,78.1,2023-04-02T11:27:13.178Z,2023-04-02T11:27:13Z,,,,,,,,,,,,,,,,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361551,21,1,1,1,45,dw7c1rdfrjt0ldijrpj6rzsqa,0,60.3,79.7,2023-04-02T11:27:13.804Z,2023-04-02T11:27:14Z,4156977471,213,0.7,4156977461,56,Left,4156977465,140,77.0,4156977469,212,22.9,4156977467,141,100.0,4156977459,155,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361573,15,5,1,1,45,cc7oug4s891gcp1r4mh00rw7x,1,18.2,-1.6,2023-04-02T11:27:14.462Z,2023-04-02T11:31:59Z,4156977579,56,Back,4156977581,347,,4156977653,233,22,,,,,,,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361555,22,5,1,1,45,dw7c1rdfrjt0ldijrpj6rzsqa,0,81.8,101.6,2023-04-02T11:27:14.462Z,2023-04-02T11:27:16Z,4156977479,347,,4156977477,56,Left,4156977703,233,15,,,,,,,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361633,16,1,1,1,50,cc7oug4s891gcp1r4mh00rw7x,1,13.9,0,2023-04-02T11:27:19.366Z,2023-04-02T11:31:04Z,4156980333,189,,4156977975,212,17.8,4156977977,213,1.0,4156977973,141,21.5,4156977969,56,Back,4156977967,107,,4156977971,140,23.1,,,,4d629fx1hhv4b5u3ajgz86ay1,Kim Moon-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361651,17,1,1,1,52,cc7oug4s891gcp1r4mh00rw7x,1,23.2,21.5,2023-04-02T11:27:20.630Z,2023-04-02T11:27:22Z,4156978115,212,14.5,4156978103,56,Back,4156978107,140,14.9,4156978119,213,2.2,4156978111,141,38.5,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361699,18,1,1,1,53,cc7oug4s891gcp1r4mh00rw7x,0,14.9,38.5,2023-04-02T11:27:22.310Z,2023-04-02T11:27:24Z,4156978379,212,43.2,4156978373,141,18.9,4156978369,140,54.0,4156978367,56,Right,4156978363,157,,4156978381,213,6.0,4156978385,1,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361773,23,1,1,1,55,dw7c1rdfrjt0ldijrpj6rzsqa,1,46.6,74.8,2023-04-02T11:27:24.555Z,2023-04-02T11:27:28Z,4156978757,56,Center,4156978759,140,57.0,4156978755,3,,4156978761,141,73.8,4156978763,212,10.9,4156978765,213,6.2,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361777,24,61,1,1,59,dw7c1rdfrjt0ldijrpj6rzsqa,0,56.3,74.5,2023-04-02T11:27:28.342Z,2023-04-02T11:27:30Z,4156978781,56,Center,,,,,,,,,,,,,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361831,19,1,1,2,1,cc7oug4s891gcp1r4mh00rw7x,1,41.7,28.6,2023-04-02T11:27:30.326Z,2023-04-02T11:27:31Z,4156979031,56,Back,4156979037,212,7.5,4156979039,213,5.2,4156979033,140,45.0,4156979035,141,18.8,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361899,20,1,1,2,3,cc7oug4s891gcp1r4mh00rw7x,1,45,18.8,2023-04-02T11:27:31.735Z,2023-04-02T11:27:36Z,4156979401,56,Back,4156979405,141,31.9,4156979403,140,24.0,4156979409,213,2.8,4156979407,212,23.8,,,,,,,,,,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361933,21,1,1,2,7,cc7oug4s891gcp1r4mh00rw7x,1,22.9,33.1,2023-04-02T11:27:36.182Z,2023-04-02T11:27:38Z,4156979607,56,Back,4156979609,140,25.6,4156979613,212,13.2,4156979615,213,1.4,4156979611,141,52.1,,,,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527361977,22,1,1,2,9,cc7oug4s891gcp1r4mh00rw7x,1,26.9,45.2,2023-04-02T11:27:38.278Z,2023-04-02T11:27:41Z,4156979823,212,28.0,4156979815,56,Back,4156979825,213,1.2,4156979819,141,84.2,4156979817,140,35.4,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362035,23,1,1,2,12,cc7oug4s891gcp1r4mh00rw7x,1,36.2,86.6,2023-04-02T11:27:41.350Z,2023-04-02T11:27:45Z,4156980081,213,0.7,4156980071,56,Back,4156980075,140,43.8,4156980079,212,10.8,4156980077,141,97.2,,,,,,,,,,8hiod211s6lxuzs0tz0mtewh5,Lee Min-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362041,24,1,1,2,16,cc7oug4s891gcp1r4mh00rw7x,0,38.3,85.7,2023-04-02T11:27:44.950Z,2023-04-02T11:27:47Z,4156980371,236,,4156980377,286,,4156980373,233,25,4156980117,213,5.9,4156980109,141,84.2,4156980113,212,3.1,4156980107,140,41.1,4156980103,56,Back,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362073,25,74,1,2,16,dw7c1rdfrjt0ldijrpj6rzsqa,1,66.2,34.6,2023-04-02T11:27:44.951Z,2023-04-02T12:38:13Z,4156980395,233,24,4156980303,56,Center,4156980305,285,,,,,,,,,,,,,,,,,9nd45rqvcb13poit54el416uh,Kim Jong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362107,26,49,1,2,20,dw7c1rdfrjt0ldijrpj6rzsqa,1,79.6,24.7,2023-04-02T11:27:49.468Z,2023-04-02T11:27:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8glv4do5pgyuzsq9np0ftubxl,Jeong Jae-Hee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362175,27,1,1,2,21,dw7c1rdfrjt0ldijrpj6rzsqa,1,87.5,25.2,2023-04-02T11:27:50.410Z,2023-04-02T11:32:29Z,4156980767,140,87.4,4156980769,141,42.5,4157004013,154,,4156980765,56,Center,4156980773,213,1.6,4156980771,212,11.8,4157004011,210,15,,,,8glv4do5pgyuzsq9np0ftubxl,Jeong Jae-Hee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362179,28,15,1,2,23,dw7c1rdfrjt0ldijrpj6rzsqa,1,86.7,42.8,2023-04-02T11:27:51.739Z,2023-04-02T11:32:29Z,4157004073,231,50.7,4157004069,230,99.5,4157004063,103,19,4157004067,147,46.8,4157004065,146,93.0,4157004061,102,51.1,4157003303,82,,4157004247,233,26,1a17k8bd71gd0ma9s82tu8lih,Lee Seung-Mo,,4156980803,56,Center,4156980801,17,4157004053,29,4157004057,55,27,4157003297,20,4157004055,154,4156980799,22,4157004051,78,,,,,,,,,,
2527362275,26,10,1,2,23,cc7oug4s891gcp1r4mh00rw7x,1,8.2,53.7,2023-04-02T11:27:51.839Z,2023-04-02T11:32:22Z,4157003393,233,28,4156981205,56,Back,4156981203,94,,,,,,,,,,,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362239,29,15,1,2,24,dw7c1rdfrjt0ldijrpj6rzsqa,1,92.4,54.5,2023-04-02T11:27:53.130Z,2023-04-02T11:32:53Z,4157006831,102,53.1,4157005873,82,,4157006835,328,,4157006833,103,19,4157006839,100,,4157006837,458,,4157006845,230,99.1,4157006843,147,54.2,6zk7quf12qk6pvyiv68zt1kb8,Cho Jae-Hun,,4157006847,231,51.3,4157006841,146,4156981013,56,4156981009,22,,4156981011,17,4157006881,233,4157006827,76,4157006823,15,94.3,Center,25,,,,,,,
2527362213,25,10,1,2,24,cc7oug4s891gcp1r4mh00rw7x,1,7.1,47,2023-04-02T11:27:53.230Z,2023-04-02T11:32:44Z,4156980925,94,,4156980927,56,Back,4157005953,233,29,,,,,,,,,,,,,,,,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362335,27,52,1,2,27,cc7oug4s891gcp1r4mh00rw7x,1,3.3,43.9,2023-04-02T11:27:55.830Z,2023-04-02T11:28:09Z,,,,,,,,,,,,,,,,,,,,,,,,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362473,28,80,1,2,43,cc7oug4s891gcp1r4mh00rw7x,0,14.8,40.6,2023-04-02T11:28:12.214Z,2023-04-02T11:28:12Z,,,,,,,,,,,,,,,,,,,,,,,,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527362551,29,1,1,2,46,cc7oug4s891gcp1r4mh00rw7x,1,25.8,29.5,2023-04-02T11:28:15.350Z,2023-04-02T11:33:37Z,4156982565,212,49.8,4156982563,141,47.2,4156982567,213,0.2,4156982561,140,71.8,4157011645,1,,4156982557,155,,4156982559,56,Center,,,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
