id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2522324109,750,44,2,72,32,92h5si20tnxjtg4hj8cs97bpw,0,38.7,92,2023-03-19T12:31:38.280Z,2023-03-19T12:31:40Z,4109446853,285,,4109446937,233,762,4109446851,56,Back,,,,,,,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324131,763,1,2,72,33,4dhojk80ifrs6ax05725bala2,0,67.2,9.1,2023-03-19T12:31:38.654Z,2023-03-19T12:31:39Z,4109446971,140,78.2,4109446973,141,12.9,4109446965,3,,4109446967,168,,4109446977,213,0.2,4109446975,212,11.8,4109446969,56,Right,,,,116zxf1768eml7icqsiapke8k,Kim Sin-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324143,751,49,2,72,34,92h5si20tnxjtg4hj8cs97bpw,1,18.5,89.1,2023-03-19T12:31:40.584Z,2023-03-19T12:31:40Z,,,,,,,,,,,,,,,,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324211,752,1,2,72,35,92h5si20tnxjtg4hj8cs97bpw,1,18.5,89.1,2023-03-19T12:31:41.608Z,2023-03-19T12:31:44Z,4109447333,155,,4109447341,212,12.8,4109447343,213,0.3,4109447339,141,94.7,4109447337,140,30.1,4109447335,56,Back,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324229,753,1,2,72,38,92h5si20tnxjtg4hj8cs97bpw,1,29.3,95.1,2023-03-19T12:31:44.055Z,2023-03-19T12:31:45Z,4109447417,56,Back,4109447415,168,,4109447425,213,6.1,4109447421,141,91.8,4109447419,140,38.6,4109447423,212,10.0,4109447413,3,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324247,754,1,2,72,39,92h5si20tnxjtg4hj8cs97bpw,1,38.6,91.8,2023-03-19T12:31:45.111Z,2023-03-19T12:31:46Z,4109447517,56,Back,4109447519,140,33.2,4109447523,212,12.4,4109447521,141,75.6,4109447525,213,4.2,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324263,755,1,2,72,40,92h5si20tnxjtg4hj8cs97bpw,1,33.2,75.6,2023-03-19T12:31:46.327Z,2023-03-19T12:31:47Z,4109447617,140,26.6,4109447619,141,97.4,4109447623,213,2.0,4109447615,56,Back,4109447621,212,16.4,,,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324327,756,1,2,72,41,92h5si20tnxjtg4hj8cs97bpw,0,26.6,97.4,2023-03-19T12:31:47.448Z,2023-03-19T12:31:51Z,4109447867,140,89.2,4109447865,56,Left,4109447873,213,6.2,4109447871,212,66.3,4109447869,141,84.8,4109447875,1,,4109447863,155,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324353,764,59,2,72,47,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-19T12:31:53.102Z,2023-03-19T12:32:00Z,4109448007,56,Back,,,,,,,,,,,,,,,,,,,,,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324367,765,1,2,72,48,4dhojk80ifrs6ax05725bala2,1,12.9,10.1,2023-03-19T12:31:53.758Z,2023-03-19T12:31:55Z,4109448083,157,,4109448091,212,31.9,4109448089,141,26.1,4109448093,213,0.3,4109448095,1,,4109448087,140,41.5,4109448085,56,Back,,,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324397,766,49,2,72,51,4dhojk80ifrs6ax05725bala2,1,38,30.4,2023-03-19T12:31:56.753Z,2023-03-19T12:31:56Z,,,,,,,,,,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324451,767,1,2,72,51,4dhojk80ifrs6ax05725bala2,1,38,30.4,2023-03-19T12:31:56.813Z,2023-03-19T12:31:59Z,4109448487,141,84.7,4109448489,212,37.1,4109448493,213,1.5,4109448485,140,41.5,4109448483,56,Back,4109448497,1,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324501,768,1,2,72,55,4dhojk80ifrs6ax05725bala2,1,40.4,94.4,2023-03-19T12:32:01.118Z,2023-03-19T12:32:03Z,4109448745,212,16.4,4109448747,213,3.1,4109448741,140,24.8,4109448743,141,95.4,4109448739,56,Back,,,,,,,,,,cspyqj6qtdeymxcnw70b40j55,Park Soo-Il,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324527,769,1,2,72,57,4dhojk80ifrs6ax05725bala2,1,28.1,90.5,2023-03-19T12:32:03.198Z,2023-03-19T12:32:05Z,4109448881,140,26.3,4109448883,141,71.2,4109448885,212,13.3,4109448887,213,4.6,4109448879,56,Back,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324573,770,1,2,72,59,4dhojk80ifrs6ax05725bala2,1,28.6,74.8,2023-03-19T12:32:05.118Z,2023-03-19T12:32:09Z,4109449107,141,56.9,4109449109,212,13.3,4109449105,140,33.6,4109449111,213,5.1,4109449103,56,Back,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324623,771,1,2,73,3,4dhojk80ifrs6ax05725bala2,1,26.7,34.3,2023-03-19T12:32:09.294Z,2023-03-19T12:32:12Z,4109449313,212,20.0,4109449311,141,5.2,4109449315,213,4.9,4109449309,140,29.4,4109449307,56,Back,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324665,772,1,2,73,6,4dhojk80ifrs6ax05725bala2,0,30.5,6.2,2023-03-19T12:32:12.544Z,2023-03-19T12:32:16Z,4109449517,155,,4109449527,213,0.1,4109449525,212,38.7,4109449523,141,10.9,4109449519,56,Right,4109449521,140,67.2,4109449529,1,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324681,757,44,2,73,9,92h5si20tnxjtg4hj8cs97bpw,1,32.9,90.1,2023-03-19T12:32:14.797Z,2023-03-19T12:32:16Z,4109449725,233,773,4109449593,285,,4109449591,56,Back,,,,,,,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324687,773,44,2,73,9,4dhojk80ifrs6ax05725bala2,0,67.1,9.9,2023-03-19T12:32:14.798Z,2023-03-19T12:32:16Z,4109449757,233,757,4109449619,56,Right,4109449621,286,,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324695,758,8,2,73,9,92h5si20tnxjtg4hj8cs97bpw,1,33,91.1,2023-03-19T12:32:15.192Z,2023-03-19T12:32:16Z,4109449719,15,,4109449657,56,Back,,,,,,,,,,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324711,759,49,2,73,11,92h5si20tnxjtg4hj8cs97bpw,1,39.8,76.4,2023-03-19T12:32:16.712Z,2023-03-19T12:32:17Z,,,,,,,,,,,,,,,,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324793,760,1,2,73,14,92h5si20tnxjtg4hj8cs97bpw,1,31.7,68.5,2023-03-19T12:32:19.703Z,2023-03-19T12:32:21Z,4109450161,56,Back,4109450163,140,9.6,4109450169,213,3.4,4109450167,212,24.2,4109450165,141,58.2,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324923,761,1,2,73,16,92h5si20tnxjtg4hj8cs97bpw,1,13.1,59,2023-03-19T12:32:21.656Z,2023-03-19T12:32:30Z,4109450823,212,24.3,4109450819,140,24.6,4109450817,56,Back,4109450821,141,28.0,4109450825,213,5.2,,,,,,,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522324959,762,1,2,73,25,92h5si20tnxjtg4hj8cs97bpw,1,61.7,2.9,2023-03-19T12:32:30.807Z,2023-03-19T12:32:33Z,4109450979,213,2.2,4109450971,56,Right,4109450973,140,56.4,4109450975,141,14.9,4109450977,212,9.9,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325007,763,1,2,73,28,92h5si20tnxjtg4hj8cs97bpw,1,59.6,17.4,2023-03-19T12:32:33.767Z,2023-03-19T12:32:37Z,4109451169,213,1.4,4109451161,56,Center,4109451163,140,64.7,4109451167,212,35.8,4109451165,141,69.4,4109451159,155,,4109451171,1,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325051,764,1,2,73,31,92h5si20tnxjtg4hj8cs97bpw,1,67,69.9,2023-03-19T12:32:37.479Z,2023-03-19T12:32:41Z,4109451403,141,50.9,4109451399,56,Center,4109451401,140,65.8,4109451405,212,13.0,4109451407,213,4.6,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325055,765,50,2,73,35,92h5si20tnxjtg4hj8cs97bpw,1,71.4,58.4,2023-03-19T12:32:40.954Z,2023-03-19T12:32:45Z,4109451575,233,774,4109451413,56,Center,4109451415,286,,,,,,,,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325087,774,7,2,73,35,4dhojk80ifrs6ax05725bala2,1,28.6,41.6,2023-03-19T12:32:40.955Z,2023-03-19T12:32:43Z,4109451563,233,765,4109451541,56,Back,4109451543,285,,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325091,775,61,2,73,37,4dhojk80ifrs6ax05725bala2,1,23.3,34.5,2023-03-19T12:32:43.239Z,2023-03-19T12:34:56Z,4109451553,56,Back,,,,,,,,,,,,,,,,,,,,,,116zxf1768eml7icqsiapke8k,Kim Sin-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325107,776,49,2,73,38,4dhojk80ifrs6ax05725bala2,1,21.3,40.7,2023-03-19T12:32:44.240Z,2023-03-19T12:32:44Z,,,,,,,,,,,,,,,,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325211,777,1,2,73,38,4dhojk80ifrs6ax05725bala2,1,21.3,40.7,2023-03-19T12:32:44.366Z,2023-03-19T12:32:51Z,4109452127,140,36.8,4109452125,56,Back,4109452129,141,30.7,4109452133,213,5.9,4109452131,212,17.6,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325235,778,1,2,73,46,4dhojk80ifrs6ax05725bala2,0,63.6,31.5,2023-03-19T12:32:51.726Z,2023-03-19T12:32:53Z,4109452229,141,97.4,4109452231,212,59.5,4109452223,196,,4109452233,213,0.9,4109452227,140,100.0,4109452235,1,,4109452225,56,Left,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325245,766,5,2,73,48,92h5si20tnxjtg4hj8cs97bpw,1,-1,3.2,2023-03-19T12:32:53.737Z,2023-03-19T12:38:44Z,4109452345,233,779,4109452301,56,Back,4109452303,346,,,,,,,,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325237,779,5,2,73,48,4dhojk80ifrs6ax05725bala2,0,101,96.8,2023-03-19T12:32:53.737Z,2023-03-19T12:32:55Z,4109452369,233,766,4109452241,56,Left,4109452243,346,,,,,,,,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325633,767,1,2,74,3,92h5si20tnxjtg4hj8cs97bpw,0,5,37,2023-03-19T12:33:09.353Z,2023-03-19T12:33:14Z,4109453907,1,,4109453905,213,6.2,4109453895,124,,4109453903,212,61.2,4109453897,56,Center,4109453899,140,62.8,4109453901,141,25.2,4109453911,74,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325703,780,44,2,74,7,4dhojk80ifrs6ax05725bala2,1,32.8,72.1,2023-03-19T12:33:13.558Z,2023-03-19T12:36:18Z,4109454217,285,,4109454215,56,Back,4109454253,233,768,,,,,,,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325639,768,44,2,74,7,92h5si20tnxjtg4hj8cs97bpw,0,67.2,27.9,2023-03-19T12:33:13.559Z,2023-03-19T12:33:18Z,4109454313,233,780,4109453939,286,,4109453937,56,Center,,,,,,,,,,,,,,,,99z4lbnvzi2e6maoa7j3yy6ay,Seo Jin-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325727,781,1,2,74,8,4dhojk80ifrs6ax05725bala2,0,29.9,70.2,2023-03-19T12:33:14.295Z,2023-03-19T13:02:40Z,4109454333,3,,4109454343,213,0.3,4109454339,141,74.7,4109454341,212,10.0,4109454335,56,Back,4109454337,140,39.0,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325719,769,1,2,74,10,92h5si20tnxjtg4hj8cs97bpw,1,59.3,14.1,2023-03-19T12:33:16.359Z,2023-03-19T12:33:18Z,4109454283,213,3.1,4109454281,212,25.4,4109454279,141,17.1,4109454277,140,35.2,4109454275,56,Back,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325745,770,1,2,74,12,92h5si20tnxjtg4hj8cs97bpw,1,35.2,17.1,2023-03-19T12:33:17.815Z,2023-03-19T12:33:19Z,4109454431,141,28.8,4109454433,212,16.7,4109454435,213,0.5,4109454427,56,Back,4109454429,140,49.2,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325779,771,1,2,74,13,92h5si20tnxjtg4hj8cs97bpw,1,49.2,28.8,2023-03-19T12:33:19.400Z,2023-03-19T12:33:22Z,4109454595,212,9.4,4109454597,213,2.1,4109454591,140,44.7,4109454589,56,Back,4109454593,141,40.7,,,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325839,772,1,2,74,16,92h5si20tnxjtg4hj8cs97bpw,0,53.7,42.1,2023-03-19T12:33:21.895Z,2023-03-19T13:02:32Z,4109454881,56,Center,4109454883,140,100.0,4109454889,213,0.4,4109454891,1,,4109454885,141,72.6,4109454887,212,54.5,4109454879,155,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325843,773,5,2,74,20,92h5si20tnxjtg4hj8cs97bpw,0,101.3,76.9,2023-03-19T12:33:25.675Z,2023-03-19T12:33:30Z,4109455235,233,782,4109454897,56,Center,4109454899,346,,,,,,,,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522325903,782,5,2,74,20,4dhojk80ifrs6ax05725bala2,1,-1.3,23.1,2023-03-19T12:33:25.675Z,2023-03-19T12:38:45Z,4109455221,233,773,4109455199,56,Back,4109455201,346,,,,,,,,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326413,783,1,2,74,50,4dhojk80ifrs6ax05725bala2,0,4.3,41.2,2023-03-19T12:33:55.856Z,2023-03-19T12:34:01Z,4109457283,212,61.5,4109457281,141,9.5,4109457275,124,,4109457291,74,,4109457277,56,Right,4109457279,140,59.2,4109457285,213,5.9,4109457287,1,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326419,774,44,2,74,53,92h5si20tnxjtg4hj8cs97bpw,1,43.7,83.4,2023-03-19T12:33:59.575Z,2023-03-19T12:34:00Z,4109457339,233,784,4109457305,56,Back,4109457307,285,,,,,,,,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326423,784,44,2,74,53,4dhojk80ifrs6ax05725bala2,0,56.3,16.6,2023-03-19T12:33:59.576Z,2023-03-19T12:34:07Z,4109457323,56,Right,4109457407,233,774,4109457325,286,,,,,,,,,,,,,,,,,116zxf1768eml7icqsiapke8k,Kim Sin-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326435,775,1,2,74,54,92h5si20tnxjtg4hj8cs97bpw,0,46.6,76.3,2023-03-19T12:33:59.816Z,2023-03-19T12:34:03Z,4109457383,213,0.6,4109457381,212,28.3,4109457373,3,,4109457375,56,Left,4109457379,141,100.0,4109457377,140,68.3,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326461,776,5,2,74,57,92h5si20tnxjtg4hj8cs97bpw,0,65.2,101.4,2023-03-19T12:34:02.882Z,2023-03-19T12:34:09Z,4109457525,347,,4109458069,233,785,4109457523,56,Left,,,,,,,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326553,785,5,2,74,57,4dhojk80ifrs6ax05725bala2,1,34.8,-1.4,2023-03-19T12:34:02.882Z,2023-03-19T12:38:45Z,4109457979,56,Back,4109457983,347,,4109458055,233,776,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326715,786,1,2,75,8,4dhojk80ifrs6ax05725bala2,1,37.8,0,2023-03-19T12:34:13.694Z,2023-03-19T12:34:19Z,4109458779,213,0.3,4109458771,56,Right,4109458773,140,51.4,4109458777,212,14.9,4109458775,141,4.3,4109458769,107,,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326719,787,61,2,75,13,4dhojk80ifrs6ax05725bala2,0,51.4,4.3,2023-03-19T12:34:18.759Z,2023-03-19T13:02:43Z,4109458787,56,Right,,,,,,,,,,,,,,,,,,,,,,116zxf1768eml7icqsiapke8k,Kim Sin-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326717,777,5,2,75,13,92h5si20tnxjtg4hj8cs97bpw,1,51.1,100.6,2023-03-19T12:34:19.049Z,2023-03-19T12:34:21Z,4109458785,347,,4109458783,56,Left,4109458875,233,788,,,,,,,,,,,,,,,,bbg7ciq51x8y5sdlrrzclqbmy,Kim Seung-Sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326727,788,5,2,75,13,4dhojk80ifrs6ax05725bala2,0,48.9,-0.6,2023-03-19T12:34:19.049Z,2023-03-19T12:38:45Z,4109458813,347,,4109458879,233,777,4109458811,56,Back,,,,,,,,,,,,,,,,116zxf1768eml7icqsiapke8k,Kim Sin-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326745,778,1,2,75,14,92h5si20tnxjtg4hj8cs97bpw,0,53.8,100,2023-03-19T12:34:19.815Z,2023-03-19T12:34:21Z,4109458907,140,64.6,4109458909,141,85.7,4109458905,56,Left,4109458911,212,15.0,4109458903,107,,4109458913,213,5.6,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326763,789,1,2,75,16,4dhojk80ifrs6ax05725bala2,0,28.9,36,2023-03-19T12:34:22.494Z,2023-03-19T12:34:23Z,4109459001,212,13.4,4109458989,56,Back,4109458985,3,,4109458993,140,41.7,4109459003,213,6.3,4109458997,141,35.7,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326819,779,1,2,75,18,92h5si20tnxjtg4hj8cs97bpw,1,61.2,71.5,2023-03-19T12:34:24.599Z,2023-03-19T12:34:26Z,4109459259,56,Left,4109459267,213,0.9,4109459265,212,13.2,4109459263,141,86.2,4109459261,140,69.4,4109459257,3,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326865,780,1,2,75,20,92h5si20tnxjtg4hj8cs97bpw,1,68.3,89.4,2023-03-19T12:34:26.487Z,2023-03-19T12:34:28Z,4109459461,140,69.6,4109459463,141,77.8,4109459465,212,8.0,4109459467,213,4.9,4109459459,56,Center,,,,,,,,,,bbg7ciq51x8y5sdlrrzclqbmy,Kim Seung-Sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326899,781,1,2,75,22,92h5si20tnxjtg4hj8cs97bpw,0,71.4,78.4,2023-03-19T12:34:28.247Z,2023-03-19T12:34:30Z,4109459645,212,26.3,4109459647,213,4.7,4109459641,140,70.5,4109459643,141,39.7,4109459639,56,Center,4109459637,155,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327021,790,1,2,75,26,4dhojk80ifrs6ax05725bala2,0,25.4,66.9,2023-03-19T12:34:32.576Z,2023-03-19T12:34:36Z,4109460263,157,,4109460269,141,100.0,4109460275,1,,4109460271,212,39.9,4109460273,213,0.6,4109460267,140,56.4,4109460265,56,Left,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327063,782,5,2,75,30,92h5si20tnxjtg4hj8cs97bpw,1,42.8,-1.4,2023-03-19T12:34:36.474Z,2023-03-19T12:38:45Z,4109460483,56,Back,4109460485,347,,4109460543,233,791,,,,,,,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327025,791,5,2,75,30,4dhojk80ifrs6ax05725bala2,0,57.2,101.4,2023-03-19T12:34:36.474Z,2023-03-19T12:34:40Z,4109460589,233,782,4109460299,56,Left,4109460301,347,,,,,,,,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327239,783,1,2,75,36,92h5si20tnxjtg4hj8cs97bpw,1,41.9,0,2023-03-19T12:34:41.879Z,2023-03-19T12:34:47Z,4109461313,107,,4109461321,212,7.1,4109461323,213,2.3,4109461319,141,5.6,4109461315,56,Back,4109461317,140,37.2,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327339,784,1,2,75,41,92h5si20tnxjtg4hj8cs97bpw,1,45.7,5.6,2023-03-19T12:34:47.495Z,2023-03-19T12:34:52Z,4109461851,56,Back,4109461853,140,34.3,4109461855,141,25.0,4109461857,212,17.8,4109461859,213,2.3,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327363,785,1,2,75,46,92h5si20tnxjtg4hj8cs97bpw,1,38.1,55.7,2023-03-19T12:34:52.312Z,2023-03-19T12:34:54Z,4109461981,140,39.1,4109461983,141,83.5,4109461987,213,1.5,4109461985,212,18.9,4109461979,56,Back,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327399,786,1,2,75,48,92h5si20tnxjtg4hj8cs97bpw,1,39.1,83.5,2023-03-19T12:34:53.991Z,2023-03-19T12:34:55Z,4109462143,56,Back,4109462151,213,0.6,4109462149,212,13.9,4109462147,141,95.7,4109462145,140,49.7,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327415,787,1,2,75,49,92h5si20tnxjtg4hj8cs97bpw,0,49.7,95.7,2023-03-19T12:34:55.463Z,2023-03-19T12:34:56Z,4109462213,140,53.9,4109462215,141,93.3,4109462209,56,Left,4109462219,212,4.7,4109462221,213,5.9,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522327477,792,61,2,75,52,4dhojk80ifrs6ax05725bala2,1,40.7,8.3,2023-03-19T12:34:58.320Z,2023-03-19T12:34:58Z,4109462513,56,Back,,,,,,,,,,,,,,,,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
