id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,assist
2531509509,3,7,1,0,12,cc7oug4s891gcp1r4mh00rw7x,1,42,87.3,2023-04-10T06:58:07.412Z,2023-04-14T18:01:42Z,4178999173,233,8,4178999135,285,,4187750055,384,,4178999133,56,Back,,,,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509513,4,49,1,0,13,cc7oug4s891gcp1r4mh00rw7x,1,34,84.1,2023-04-10T06:58:08.757Z,2023-04-10T06:58:09Z,,,,,,,,,,,,,,,,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509539,5,1,1,0,14,cc7oug4s891gcp1r4mh00rw7x,1,34,84.1,2023-04-10T06:58:09.093Z,2023-04-10T06:58:13Z,4178999301,213,2.8,4178999295,140,24.4,4178999297,141,88.9,4178999299,212,10.6,4178999293,56,Back,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509545,6,1,1,0,18,cc7oug4s891gcp1r4mh00rw7x,1,25.6,84.1,2023-04-10T06:58:13.157Z,2023-04-10T06:58:14Z,4178999329,141,51.9,4178999333,213,4.5,4178999325,56,Back,4178999327,140,20.6,4178999331,212,22.5,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509563,7,1,1,0,19,cc7oug4s891gcp1r4mh00rw7x,1,20.2,49.6,2023-04-10T06:58:14.662Z,2023-04-10T06:58:18Z,4178999419,56,Back,4178999425,212,19.3,4178999427,213,5.0,4178999421,140,24.8,4178999423,141,22.1,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509583,8,1,1,0,22,cc7oug4s891gcp1r4mh00rw7x,1,29.7,22.4,2023-04-10T06:58:18.006Z,2023-04-14T18:02:48Z,4178999519,212,13.1,4178999513,56,Back,4178999515,140,30.2,4178999521,213,1.5,4178999517,141,41.6,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509603,9,1,1,0,26,cc7oug4s891gcp1r4mh00rw7x,1,34.6,58.5,2023-04-10T06:58:21.429Z,2023-04-10T06:58:25Z,4178999599,140,34.2,4178999605,213,1.6,4178999603,212,15.4,4178999597,56,Back,4178999601,141,81.2,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509605,10,1,1,0,30,cc7oug4s891gcp1r4mh00rw7x,1,32.8,82.4,2023-04-10T06:58:25.093Z,2023-04-10T06:58:27Z,4178999627,141,79.7,4178999629,212,17.8,4178999631,213,6.2,4178999625,140,49.7,4178999623,56,Back,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509619,11,1,1,0,31,cc7oug4s891gcp1r4mh00rw7x,1,49.7,79.7,2023-04-10T06:58:26.917Z,2023-04-10T06:58:29Z,4178999697,213,2.9,4178999695,212,19.0,4178999689,56,Back,4178999693,141,87.7,4178999691,140,32.4,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509653,12,1,1,0,34,cc7oug4s891gcp1r4mh00rw7x,1,35.3,85,2023-04-10T06:58:29.302Z,2023-04-10T06:58:34Z,4178999837,1,,4178999831,141,97.4,4178999825,155,,4178999835,213,0.2,4178999829,140,79.7,4178999827,56,Left,4178999833,212,47.4,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509675,13,1,1,0,39,cc7oug4s891gcp1r4mh00rw7x,0,79.2,97.2,2023-04-10T06:58:34.517Z,2023-04-10T06:58:38Z,4178999933,213,5.8,4178999925,56,Left,4178999927,140,100.0,4178999931,212,24.5,4178999929,141,81.8,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509667,9,56,1,0,42,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-04-10T06:58:37.819Z,2023-04-10T06:58:37Z,4178999909,56,Back,,,,,,,,,,,,,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509683,10,5,1,0,43,4dkougngrd8mpvfb1cr9mdb1p,1,-1,25.8,2023-04-10T06:58:38.211Z,2023-04-10T08:26:11Z,4178999967,346,,4178999973,233,14,4178999965,56,Back,,,,,,,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509679,14,5,1,0,43,cc7oug4s891gcp1r4mh00rw7x,0,101,74.2,2023-04-10T06:58:38.211Z,2023-04-10T06:58:40Z,4178999977,233,10,4178999943,346,,4178999941,56,Center,,,,,,,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509789,11,1,1,0,56,4dkougngrd8mpvfb1cr9mdb1p,1,3.6,47.9,2023-04-10T06:58:51.232Z,2023-04-14T18:03:17Z,4179000441,237,,4179000429,56,Back,4179000435,212,19.0,4179000433,141,70.6,4179000427,124,,4179000437,213,0.9,4179000457,189,,4179000431,140,14.2,5q14ubfa0onthocee8udipsyd,Lee Tae-Hui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509807,12,1,1,0,59,4dkougngrd8mpvfb1cr9mdb1p,1,14.2,70.6,2023-04-10T06:58:54.931Z,2023-04-14T18:03:22Z,4179000523,213,0.8,4179000511,140,26.8,4179000519,212,18.8,4179000515,141,90.3,4179000505,56,Back,4179000533,189,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509839,13,1,1,1,3,4dkougngrd8mpvfb1cr9mdb1p,1,27,89.6,2023-04-10T06:58:58.990Z,2023-04-10T06:59:03Z,4179000657,213,4.5,4179000655,212,24.0,4179000653,141,54.9,4179000649,56,Back,4179000651,140,22.6,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509859,14,1,1,1,8,4dkougngrd8mpvfb1cr9mdb1p,1,27,43,2023-04-10T06:59:03.858Z,2023-04-10T06:59:08Z,4179000749,56,Back,4179000753,141,17.3,4179000751,140,26.8,4179000757,213,4.7,4179000755,212,17.5,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509865,15,1,1,1,12,4dkougngrd8mpvfb1cr9mdb1p,0,23.9,6.9,2023-04-10T06:59:08.002Z,2023-04-14T18:03:39Z,4179000783,213,0.3,4179000775,56,Center,4179000781,212,43.1,4179000777,140,63.2,4179000779,141,25.4,4179000773,155,,4179000785,1,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509869,15,1,1,1,13,cc7oug4s891gcp1r4mh00rw7x,0,34.6,71.1,2023-04-10T06:59:08.893Z,2023-04-14T18:03:59Z,4179000813,56,Center,4179000815,140,54.6,4179000821,213,0.2,4179000819,212,21.4,4179000811,3,,4179000817,141,77.1,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509871,16,44,1,1,14,4dkougngrd8mpvfb1cr9mdb1p,1,42.2,25.7,2023-04-10T06:59:09.121Z,2023-04-14T18:03:52Z,4179000853,233,16,4179000825,56,Back,4179000827,285,,,,,,,,,,,,,,,,,ep1eax2gaziw4xoshealvq5ex,Mun Ji-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509873,16,44,1,1,14,cc7oug4s891gcp1r4mh00rw7x,0,57.8,74.3,2023-04-10T06:59:09.122Z,2023-04-14T18:04:04Z,4179000835,286,,4179000893,233,16,4179000833,56,Center,,,,,,,,,,,,,,,,8u7fz4ho9lsfaemd9mxjvdknp,Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509879,17,1,1,1,14,4dkougngrd8mpvfb1cr9mdb1p,1,44.7,31.6,2023-04-10T06:59:10.071Z,2023-04-14T18:04:11Z,4179000867,3,,4179000873,141,39.4,4179000871,140,54.3,4179000877,213,0.5,4179000869,56,Center,4179000875,212,11.4,,,,,,,ep1eax2gaziw4xoshealvq5ex,Mun Ji-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509889,18,1,1,1,18,4dkougngrd8mpvfb1cr9mdb1p,1,56.9,33.9,2023-04-10T06:59:13.170Z,2023-04-10T06:59:14Z,4179000927,141,35.8,4179000929,212,14.2,4179000931,213,3.1,4179000925,140,43.4,4179000923,56,Back,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509895,19,1,1,1,19,4dkougngrd8mpvfb1cr9mdb1p,1,43.9,35.8,2023-04-10T06:59:14.384Z,2023-04-10T06:59:15Z,4179000959,141,27.9,4179000957,140,54.1,4179000961,212,12.0,4179000963,213,5.8,4179000955,56,Center,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509905,20,1,1,1,20,4dkougngrd8mpvfb1cr9mdb1p,1,55.4,27.1,2023-04-10T06:59:15.361Z,2023-04-10T07:15:03Z,4179000995,140,42.5,4179001001,213,3.9,4179000997,141,6.8,4179000999,212,19.3,4179000993,56,Back,,,,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531512813,118,61,1,1,20,4dkougngrd8mpvfb1cr9mdb1p,0,38.5,0.5,2023-04-10T06:59:16.057Z,2023-04-14T18:06:20Z,4179029861,56,Back,,,,,,,,,,,,,,,,,,,,,,aa9dp2dqyn7j7er2sogxd5z6y,Hong Si-Hoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509939,18,61,1,1,21,cc7oug4s891gcp1r4mh00rw7x,0,55.9,94.7,2023-04-10T06:59:16.358Z,2023-04-10T07:15:20Z,4179001149,56,Left,,,,,,,,,,,,,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509959,20,61,1,1,22,cc7oug4s891gcp1r4mh00rw7x,1,61.3,97.9,2023-04-10T06:59:17.486Z,2023-04-10T07:14:56Z,4179030771,56,Left,,,,,,,,,,,,,,,,,,,,,,8hiod211s6lxuzs0tz0mtewh5,Lee Min-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509921,17,43,1,1,24,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-04-10T06:59:19.343Z,2023-04-10T07:13:59Z,4179001055,56,Left,4179029379,144,61,,,,,,,,,,,,,,,,,,,8hiod211s6lxuzs0tz0mtewh5,Lee Min-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509949,19,5,1,1,28,cc7oug4s891gcp1r4mh00rw7x,0,56.2,101.5,2023-04-10T06:59:23.493Z,2023-04-10T06:59:25Z,4179001185,347,,4179001235,233,21,4179001183,56,Left,,,,,,,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509955,21,5,1,1,28,4dkougngrd8mpvfb1cr9mdb1p,1,43.8,-1.5,2023-04-10T06:59:23.493Z,2023-04-10T08:26:12Z,4179001209,347,,4179001207,56,Back,4179001229,233,19,,,,,,,,,,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509983,22,1,1,1,33,4dkougngrd8mpvfb1cr9mdb1p,1,51,0,2023-04-10T06:59:28.160Z,2023-04-10T06:59:29Z,4179001361,212,8.1,4179001357,140,57.9,4179001359,141,3.8,4179001351,107,,4179001355,56,Right,4179001363,213,0.5,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531509987,23,1,1,1,34,4dkougngrd8mpvfb1cr9mdb1p,1,58.1,5,2023-04-10T06:59:29.485Z,2023-04-10T06:59:30Z,4179001391,56,Right,4179001399,213,3.4,4179001397,212,3.9,4179001393,140,54.5,4179001395,141,3.7,,,,,,,,,,aa9dp2dqyn7j7er2sogxd5z6y,Hong Si-Hoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510003,24,1,1,1,35,4dkougngrd8mpvfb1cr9mdb1p,1,54.5,3.7,2023-04-10T06:59:30.593Z,2023-04-10T06:59:32Z,4179001473,213,1.1,4179001465,56,Center,4179001463,155,,4179001467,140,61.2,4179001471,212,16.8,4179001469,141,26.2,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510013,25,1,1,1,37,4dkougngrd8mpvfb1cr9mdb1p,0,61.6,26.4,2023-04-10T06:59:32.142Z,2023-04-10T06:59:33Z,4179001515,141,33.1,4179001507,3,,4179001517,212,6.3,4179001511,56,Center,4179001519,213,2.3,4179001513,140,57.5,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510029,26,61,1,1,40,4dkougngrd8mpvfb1cr9mdb1p,0,57.8,30.6,2023-04-10T06:59:35.673Z,2023-04-14T18:07:33Z,4179001581,56,Center,,,,,,,,,,,,,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510025,21,8,1,1,40,cc7oug4s891gcp1r4mh00rw7x,1,38.4,64.3,2023-04-10T06:59:35.733Z,2023-04-14T18:06:45Z,4187771055,385,,4179001575,56,Back,,,,,,,,,,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516643,216,61,1,1,41,cc7oug4s891gcp1r4mh00rw7x,1,40.3,76.9,2023-04-10T06:59:36.452Z,2023-04-14T18:07:31Z,4179035121,56,Back,,,,,,,,,,,,,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510031,22,43,1,1,42,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-04-10T06:59:37.381Z,2023-04-10T07:17:04Z,4179035633,144,61,4179001585,56,Back,,,,,,,,,,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510049,23,4,1,1,44,cc7oug4s891gcp1r4mh00rw7x,1,42.4,70.4,2023-04-10T06:59:39.215Z,2023-04-10T06:59:41Z,4179001649,13,,4179001653,152,,4179001655,265,,4179001651,56,Back,4179001689,233,27,4179001657,286,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510043,27,4,1,1,44,4dkougngrd8mpvfb1cr9mdb1p,0,57.6,29.6,2023-04-10T06:59:39.216Z,2023-04-10T06:59:41Z,4179001697,233,23,4179001623,56,Center,4179001625,152,,4179001621,13,,4179001629,285,,4179001627,265,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510067,24,1,1,1,46,cc7oug4s891gcp1r4mh00rw7x,0,41.4,71.5,2023-04-10T06:59:41.958Z,2023-04-10T06:59:43Z,4179001755,140,66.8,4179001747,5,,4179001757,141,77.5,4179001761,213,0.2,4179001751,152,,4179001759,212,27.0,4179001749,155,,4179001753,56,Center,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510069,28,49,1,1,49,4dkougngrd8mpvfb1cr9mdb1p,1,30.2,16.5,2023-04-10T06:59:44.226Z,2023-04-10T06:59:44Z,,,,,,,,,,,,,,,,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510077,29,1,1,1,52,4dkougngrd8mpvfb1cr9mdb1p,0,24.2,7.7,2023-04-10T06:59:47.951Z,2023-04-10T06:59:49Z,4179001837,212,13.8,4179001829,155,,4179001835,141,9.2,4179001833,140,37.3,4179001839,213,0.1,4179001831,56,Back,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510085,25,1,1,1,54,cc7oug4s891gcp1r4mh00rw7x,0,57.7,89.1,2023-04-10T06:59:49.637Z,2023-04-10T06:59:50Z,4179001861,213,0.5,4179001857,141,95.1,4179001855,140,64.4,4179001853,56,Left,4179001859,212,8.1,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510087,30,8,1,1,55,4dkougngrd8mpvfb1cr9mdb1p,1,33.9,6.4,2023-04-10T06:59:50.333Z,2023-04-14T18:08:26Z,4179001869,15,,4179001863,56,Back,4187777407,384,,,,,,,,,,,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510091,31,1,1,1,56,4dkougngrd8mpvfb1cr9mdb1p,0,28.5,10.1,2023-04-10T06:59:51.537Z,2023-04-10T06:59:52Z,4179001893,213,0.1,4179001883,3,,4179001885,56,Back,4179001889,141,11.3,4179001891,212,5.6,4179001887,140,33.8,,,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531510103,26,1,1,1,58,cc7oug4s891gcp1r4mh00rw7x,1,59.2,81.1,2023-04-10T06:59:53.109Z,2023-04-10T06:59:55Z,4179001967,212,14.4,4179001969,213,5.8,4179001957,56,Center,4179001961,140,71.1,4179001955,3,,4179001963,141,70.5,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
