id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,assist
2544158277,4,49,1,0,9,cc7oug4s891gcp1r4mh00rw7x,1,78.4,29.5,2023-05-06T07:23:24.916Z,2023-05-06T07:23:25Z,,,,,,,,,,,,,,,,,,,,,,,,,8u7fz4ho9lsfaemd9mxjvdknp,Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158285,8,51,1,0,12,4dhojk80ifrs6ax05725bala2,1,24.6,81.1,2023-05-06T07:23:27.645Z,2023-05-06T07:23:29Z,4253306555,170,,,,,,,,,,,,,,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158281,5,16,1,0,13,cc7oug4s891gcp1r4mh00rw7x,1,90.5,32.2,2023-05-06T07:23:29.132Z,2023-05-06T07:41:00Z,4253307359,230,98.4,4253307361,231,45.5,4253306521,63,,4253306599,20,,4253330409,215,,4253307353,102,51.6,4253307355,103,3.2,4253306603,374,2023-05-06 08:23:28.191,8u7fz4ho9lsfaemd9mxjvdknp,Gustavo,4253306525,56,Center,4253307357,458,4253306607,375,00:12.734,4253330411,136,4253306519,22,4253307351,78,,,,,,,,,,,,,,,
2544158435,9,1,1,1,13,4dhojk80ifrs6ax05725bala2,1,50.1,49.7,2023-05-06T07:24:29.168Z,2023-05-06T07:24:51Z,4253307373,141,12.9,4253307369,56,Back,4253307375,212,32.4,4253307371,140,30.5,4253307707,189,,4253307379,1,,4253307377,213,4.0,4253307381,279,G,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158437,10,1,1,1,13,4dhojk80ifrs6ax05725bala2,1,30.5,12.6,2023-05-06T07:24:29.357Z,2023-05-06T07:25:39Z,4253307391,56,Back,4253307393,140,44.1,4253307399,213,6.0,4253307395,141,7.1,4253307397,212,14.8,,,,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158441,11,1,1,1,14,4dhojk80ifrs6ax05725bala2,0,45.3,6.4,2023-05-06T07:24:30.006Z,2023-05-06T07:25:59Z,4253307411,140,49.2,4253307421,213,0.3,4253307409,56,Back,4253307413,141,8.3,4253307477,233,6,4253307417,212,4.3,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158453,6,61,1,1,15,cc7oug4s891gcp1r4mh00rw7x,1,44.7,97.7,2023-05-06T07:24:30.812Z,2023-05-06T07:26:01Z,4253307467,56,Back,,,,,,,,,,,,,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158459,7,50,1,1,16,cc7oug4s891gcp1r4mh00rw7x,1,45.1,93.2,2023-05-06T07:24:31.597Z,2023-05-06T07:31:59Z,4253307505,56,Back,4253307555,233,12,4253307507,286,,,,,,,,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158463,12,7,1,1,16,4dhojk80ifrs6ax05725bala2,1,54.9,6.8,2023-05-06T07:24:31.598Z,2023-05-06T07:26:05Z,4253307515,285,,4253307547,233,7,4253307513,56,Right,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158469,13,4,1,1,20,4dhojk80ifrs6ax05725bala2,1,55.9,11.6,2023-05-06T07:24:36.118Z,2023-05-06T07:24:40Z,4253307537,13,,4253307539,56,Right,4253307559,233,8,4253307541,152,,4253307545,286,,4253307543,265,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158465,8,4,1,1,20,cc7oug4s891gcp1r4mh00rw7x,0,44.1,88.4,2023-05-06T07:24:36.119Z,2023-05-06T07:26:26Z,4253307527,265,,4253307529,285,,4253307525,152,,4253307569,233,13,4253307523,56,Back,4253307521,13,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158489,14,1,1,1,33,4dhojk80ifrs6ax05725bala2,1,53.8,11.3,2023-05-06T07:24:49.190Z,2023-05-06T07:26:56Z,4253307681,141,35.8,4253307683,212,29.7,4253307679,140,30.4,4253307685,213,2.5,4253307677,56,Back,4253309423,189,,4253307673,5,,4253307675,152,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158493,15,1,1,1,35,4dhojk80ifrs6ax05725bala2,1,30.4,35.8,2023-05-06T07:24:50.494Z,2023-05-06T07:24:52Z,4253307713,140,31.8,4253307719,213,1.5,4253307717,212,13.4,4253307715,141,55.4,4253307711,56,Back,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158499,16,1,1,1,36,4dhojk80ifrs6ax05725bala2,1,31.8,55.4,2023-05-06T07:24:52.054Z,2023-05-06T07:24:55Z,4253307753,56,Back,4253307759,212,10.7,4253307757,141,69.1,4253307761,213,1.1,4253307755,140,36.8,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158507,17,1,1,1,40,4dhojk80ifrs6ax05725bala2,1,35.2,60.3,2023-05-06T07:24:55.542Z,2023-05-06T08:35:55Z,4253307791,56,Back,4253307795,141,44.3,4253307797,212,11.1,4253307793,140,32.9,4253307799,213,4.5,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158511,18,1,1,1,45,4dhojk80ifrs6ax05725bala2,1,34,34.9,2023-05-06T07:25:00.574Z,2023-05-06T07:28:50Z,4253307815,213,0.8,4253307813,212,18.2,4253307809,140,46.2,4253307807,56,Back,4253307811,141,53.9,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158515,19,1,1,1,46,4dhojk80ifrs6ax05725bala2,1,46.2,54,2023-05-06T07:25:02.198Z,2023-05-06T07:28:56Z,4253307841,56,Back,4253307843,140,38.3,4253307845,141,76.4,4253307849,213,2.1,4253307847,212,17.3,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158523,20,1,1,1,51,4dhojk80ifrs6ax05725bala2,1,38.4,74.5,2023-05-06T07:25:06.463Z,2023-05-06T08:35:57Z,4253307903,213,4.4,4253307895,56,Back,4253307901,212,17.8,4253307899,141,49.9,4253307897,140,32.6,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158529,21,1,1,1,56,4dhojk80ifrs6ax05725bala2,1,34.5,40.3,2023-05-06T07:25:11.478Z,2023-05-06T07:25:14Z,4253307933,212,22.9,4253307935,213,1.5,4253307927,56,Back,4253307931,141,73.9,4253307929,140,35.7,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158539,22,1,1,1,59,4dhojk80ifrs6ax05725bala2,1,35.7,73.9,2023-05-06T07:25:14.566Z,2023-05-06T08:35:59Z,4253307951,140,32.8,4253307953,141,48.2,4253307955,212,17.7,4253307949,56,Back,4253307957,213,4.5,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158567,23,1,1,2,1,4dhojk80ifrs6ax05725bala2,1,32.2,46.4,2023-05-06T07:25:16.494Z,2023-05-06T07:25:21Z,4253308045,212,23.4,4253308043,141,13.2,4253308035,56,Back,4253308047,213,5.0,4253308039,140,38.0,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158575,24,1,1,2,5,4dhojk80ifrs6ax05725bala2,1,45.4,8.2,2023-05-06T07:25:21.055Z,2023-05-06T07:25:23Z,4253308073,140,59.9,4253308079,213,0.0,4253308077,212,15.2,4253308075,141,8.3,4253308071,56,Right,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158581,25,1,1,2,7,4dhojk80ifrs6ax05725bala2,1,55.1,15.3,2023-05-06T07:25:23.151Z,2023-05-06T07:25:27Z,4253308109,56,Back,4253308111,140,37.8,4253308115,212,21.1,4253308113,141,31.2,4253308117,213,2.6,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158587,26,1,1,2,11,4dhojk80ifrs6ax05725bala2,1,40.8,31,2023-05-06T07:25:26.943Z,2023-05-06T07:25:29Z,4253308161,56,Back,4253308169,213,4.6,4253308163,140,38.8,4253308165,141,7.6,4253308167,212,16.0,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158597,27,1,1,2,14,4dhojk80ifrs6ax05725bala2,1,39.8,7.7,2023-05-06T07:25:29.591Z,2023-05-06T07:25:33Z,4253308211,141,8.8,4253308207,56,Right,4253308209,140,56.6,4253308213,212,17.7,4253308215,213,0.0,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158605,28,1,1,2,17,4dhojk80ifrs6ax05725bala2,1,59.2,23.9,2023-05-06T07:25:33.047Z,2023-05-06T07:25:35Z,4253308253,213,2.9,4253308245,56,Back,4253308247,140,37.8,4253308251,212,23.1,4253308249,141,31.6,,,,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158609,29,1,1,2,20,4dhojk80ifrs6ax05725bala2,1,39.6,35.4,2023-05-06T07:25:35.686Z,2023-05-06T07:25:38Z,4253308287,56,Back,4253308289,140,39.6,4253308291,141,66.7,4253308293,212,21.3,4253308295,213,1.6,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158619,30,1,1,2,23,4dhojk80ifrs6ax05725bala2,1,39.4,65.8,2023-05-06T07:25:38.567Z,2023-05-06T08:36:02Z,4253308331,213,4.3,4253308327,141,50.1,4253308325,140,34.6,4253308329,212,11.8,4253308323,56,Back,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158631,31,1,1,2,25,4dhojk80ifrs6ax05725bala2,1,38.3,40,2023-05-06T07:25:40.744Z,2023-05-06T07:25:44Z,4253308381,212,22.5,4253308379,141,7.6,4253308383,213,4.9,4253308377,140,42.5,4253308375,56,Back,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158635,32,1,1,2,29,4dhojk80ifrs6ax05725bala2,1,43.3,7.6,2023-05-06T07:25:44.687Z,2023-05-06T07:25:46Z,4253308419,213,0.5,4253308413,140,61.0,4253308415,141,23.7,4253308417,212,21.6,4253308411,56,Center,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158639,33,1,1,2,30,4dhojk80ifrs6ax05725bala2,0,60.5,22.4,2023-05-06T07:25:45.984Z,2023-05-06T07:25:46Z,4253308439,213,5.8,4253308433,140,71.7,4253308437,212,13.5,4253308435,141,12.6,4253308431,56,Right,,,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158647,9,49,1,2,33,cc7oug4s891gcp1r4mh00rw7x,1,30.4,91.7,2023-05-06T07:25:49.357Z,2023-05-06T07:25:49Z,,,,,,,,,,,,,,,,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158651,10,1,1,2,34,cc7oug4s891gcp1r4mh00rw7x,0,30.4,91.7,2023-05-06T07:25:49.630Z,2023-05-06T07:25:50Z,4253308473,157,,4253308475,56,Back,4253308481,212,17.8,4253308483,213,0.4,4253308479,141,100.0,4253308477,140,46.2,4253308485,1,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158653,11,5,1,2,34,cc7oug4s891gcp1r4mh00rw7x,0,46.5,101.6,2023-05-06T07:25:50.255Z,2023-05-06T07:25:51Z,4253308493,347,,4253308491,56,Back,4253308517,233,34,,,,,,,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158655,34,5,1,2,34,4dhojk80ifrs6ax05725bala2,1,53.5,-1.6,2023-05-06T07:25:50.255Z,2023-05-06T07:30:58Z,4253308509,233,11,4253308497,347,,4253308495,56,Right,,,,,,,,,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158685,35,1,1,2,49,4dhojk80ifrs6ax05725bala2,1,54.1,0,2023-05-06T07:26:04.920Z,2023-05-06T07:30:59Z,4253308687,140,42.0,4253308689,141,11.9,4253308693,213,2.5,4253308685,56,Back,4253308691,212,15.7,4253313591,189,,4253308683,107,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158701,36,1,1,2,50,4dhojk80ifrs6ax05725bala2,1,37.2,15,2023-05-06T07:26:05.871Z,2023-05-06T07:26:08Z,4253308747,212,9.7,4253308749,213,0.5,4253308741,56,Back,4253308745,141,21.5,4253308743,140,45.4,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158707,37,1,1,2,53,4dhojk80ifrs6ax05725bala2,1,44.4,24,2023-05-06T07:26:08.665Z,2023-05-06T07:32:03Z,4253308781,56,Back,4253314275,156,,4253308783,140,29.4,4253308785,141,24.0,4253308789,213,3.1,4253308787,212,15.8,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158723,38,1,1,2,54,4dhojk80ifrs6ax05725bala2,1,38.1,34.3,2023-05-06T07:26:10.328Z,2023-05-06T07:26:18Z,4253308867,213,2.5,4253308861,140,27.7,4253308859,56,Back,4253308863,141,45.5,4253308865,212,13.3,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158729,39,1,1,3,2,4dhojk80ifrs6ax05725bala2,1,29.7,40.1,2023-05-06T07:26:17.998Z,2023-05-06T07:26:18Z,4253308885,140,29.0,4253308891,213,4.7,4253308887,141,21.6,4253308889,212,12.6,4253308883,56,Back,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158731,40,1,1,3,3,4dhojk80ifrs6ax05725bala2,1,29,21.5,2023-05-06T07:26:18.711Z,2023-05-06T07:26:19Z,4253308899,56,Back,4253308907,213,1.5,4253308903,141,39.2,4253308905,212,12.1,4253308901,140,29.7,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158737,41,1,1,3,4,4dhojk80ifrs6ax05725bala2,1,30,39.7,2023-05-06T07:26:19.735Z,2023-05-06T07:26:24Z,4253308945,140,31.3,4253308947,141,65.4,4253308951,213,1.5,4253308943,56,Back,4253308949,212,17.5,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158739,42,1,1,3,8,4dhojk80ifrs6ax05725bala2,1,33.5,64.3,2023-05-06T07:26:24.256Z,2023-05-06T07:26:26Z,4253308965,56,Back,4253308973,212,15.0,4253308969,140,28.8,4253308975,213,4.4,4253308971,141,43.4,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158763,43,1,1,3,10,4dhojk80ifrs6ax05725bala2,1,32.3,36.7,2023-05-06T07:26:25.992Z,2023-05-06T07:26:30Z,4253309011,213,5.0,4253309007,141,11.9,4253309005,140,37.3,4253309003,56,Back,4253309009,212,17.7,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158765,44,1,1,3,14,4dhojk80ifrs6ax05725bala2,1,38.5,11.3,2023-05-06T07:26:30.184Z,2023-05-06T07:26:31Z,4253309025,212,6.6,4253309023,141,4.7,4253309021,140,43.1,4253309027,213,5.5,4253309019,56,Back,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158771,45,1,1,3,15,4dhojk80ifrs6ax05725bala2,1,43.2,4.7,2023-05-06T07:26:31.328Z,2023-05-06T07:26:33Z,4253309061,56,Right,4253309065,141,16.1,4253309067,212,21.1,4253309063,140,61.9,4253309069,213,0.4,,,,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158775,46,1,1,3,17,4dhojk80ifrs6ax05725bala2,1,59.8,17.3,2023-05-06T07:26:33.336Z,2023-05-06T07:26:35Z,4253309089,56,Right,4253309097,213,3.7,4253309091,140,54.7,4253309095,212,6.2,4253309093,141,12.8,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158779,47,1,1,3,20,4dhojk80ifrs6ax05725bala2,1,54.5,27,2023-05-06T07:26:35.728Z,2023-05-06T07:26:40Z,4253309139,212,16.3,4253309133,56,Center,4253309141,213,1.7,4253309135,140,52.9,4253309137,141,50.9,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544158781,12,43,1,3,23,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-05-06T07:26:38.724Z,2023-05-06T07:26:45Z,4253309221,144,12,4253309151,141,56.7,4253309155,213,3.2,4253309153,212,4.4,4253309147,56,Center,4253309149,140,58.3,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
