id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2513356567,5,61,1,0,10,4dhojk80ifrs6ax05725bala2,0,62.9,93.8,2023-02-27T16:11:29.619Z,2023-03-01T11:28:42Z,4061967721,56,Left,,,,,,,,,,,,,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356573,7,1,1,0,12,4dkougngrd8mpvfb1cr9mdb1p,1,20,5.9,2023-02-27T16:11:31.344Z,2023-03-01T11:28:47Z,4061967749,141,11.1,4061967753,213,2.8,4061967747,140,11.5,4061967745,56,Back,4061967751,212,9.6,,,,,,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356585,8,1,1,0,14,4dkougngrd8mpvfb1cr9mdb1p,1,11.6,11.1,2023-02-27T16:11:33.584Z,2023-03-01T11:28:51Z,4061967803,212,13.7,4061967805,213,0.1,4061967797,56,Back,4061967801,141,13.4,4061967799,140,24.6,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356589,6,27,1,0,18,4dhojk80ifrs6ax05725bala2,1,0,0,2023-02-27T16:11:37.025Z,2023-02-27T16:11:45Z,4061967813,233,9,4061967923,41,Injury,4061967925,53,dj7t9bww1po1nfnro4788qtpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356587,9,27,1,0,18,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-02-27T16:11:37.025Z,2023-02-27T16:11:39Z,4061967817,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356711,7,28,1,0,52,4dhojk80ifrs6ax05725bala2,1,0,0,2023-02-27T16:12:10.979Z,2023-02-27T16:12:12Z,4061968539,233,10,4061968527,55,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356713,10,28,1,0,52,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-02-27T16:12:10.979Z,2023-02-27T16:12:12Z,4061968531,55,9,4061968543,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356785,11,68,1,1,19,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-02-27T16:12:38.593Z,2023-02-27T16:12:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356787,8,68,1,1,20,4dhojk80ifrs6ax05725bala2,0,0,0,2023-02-27T16:12:38.836Z,2023-02-27T16:12:39Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356801,12,1,1,1,23,4dkougngrd8mpvfb1cr9mdb1p,1,25.6,10.3,2023-02-27T16:12:42.089Z,2023-03-01T11:30:08Z,4061969057,1,,4061969047,141,18.3,4061969039,155,,4061969053,213,0.2,4061969045,140,57.0,4061969041,56,Right,4061969051,212,33.4,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356835,13,1,1,1,26,4dkougngrd8mpvfb1cr9mdb1p,1,56.6,14.7,2023-02-27T16:12:44.937Z,2023-03-01T11:30:17Z,4061969229,213,5.4,4061969223,140,62.5,4061969225,141,2.5,4061969227,212,10.4,4061969221,56,Right,,,,,,,,,,1vbautuicco584hp4qav9sfyt,P. M'Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356837,14,61,1,1,32,4dkougngrd8mpvfb1cr9mdb1p,0,84.8,2.6,2023-02-27T16:12:51.473Z,2023-03-01T11:30:33Z,4061969237,56,Right,,,,,,,,,,,,,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356851,9,5,1,1,33,4dhojk80ifrs6ax05725bala2,1,15.4,101.8,2023-02-27T16:12:52.361Z,2023-03-01T11:30:34Z,4061969293,56,Back,4061969305,233,15,4061969295,347,,,,,,,,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356841,15,5,1,1,33,4dkougngrd8mpvfb1cr9mdb1p,0,84.6,-1.8,2023-02-27T16:12:52.361Z,2023-03-01T11:30:36Z,4061969323,233,9,4061969247,56,Right,4061969249,347,,,,,,,,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356897,10,1,1,1,47,4dhojk80ifrs6ax05725bala2,0,13.8,100,2023-02-27T16:13:06.178Z,2023-03-01T11:30:50Z,4061969585,1,,4061969581,212,28.2,4061969579,141,91.2,4061969573,107,,4061969583,213,6.0,4061969577,140,39.7,4061969575,56,Back,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356909,16,1,1,1,49,4dkougngrd8mpvfb1cr9mdb1p,1,58.8,9.8,2023-02-27T16:13:08.105Z,2023-03-01T11:31:02Z,4061969633,3,,4061969639,141,9.5,4061969635,56,Right,4061969641,212,8.8,4061969637,140,67.2,4061969643,213,6.3,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356911,17,49,1,1,50,4dkougngrd8mpvfb1cr9mdb1p,1,67.2,9.5,2023-02-27T16:13:09.192Z,2023-03-01T11:31:04Z,,,,,,,,,,,,,,,,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356915,18,1,1,1,50,4dkougngrd8mpvfb1cr9mdb1p,1,67.2,9.5,2023-02-27T16:13:09.456Z,2023-03-01T11:31:05Z,4061969673,212,35.3,4061969671,141,5.6,4061969667,56,Back,4061969675,213,3.2,4061969669,140,33.7,4061969677,1,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356917,19,1,1,1,52,4dkougngrd8mpvfb1cr9mdb1p,0,34.4,5.5,2023-02-27T16:13:10.953Z,2023-03-01T11:31:14Z,4061969687,140,78.0,4061969685,56,Center,4061969691,212,47.1,4061969695,1,,4061969689,141,21.9,4061969683,157,,4061969693,213,0.2,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356921,11,61,1,1,54,4dhojk80ifrs6ax05725bala2,1,22,68.4,2023-02-27T16:13:13.022Z,2023-03-01T11:31:54Z,4061969711,56,Back,,,,,,,,,,,,,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356937,12,1,1,1,55,4dhojk80ifrs6ax05725bala2,1,12.1,64.9,2023-02-27T16:13:13.963Z,2023-03-01T11:31:56Z,4061969807,212,12.3,4061969799,3,,4061969801,56,Back,4061969805,141,53.7,4061969809,213,3.8,4061969803,140,2.9,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356939,13,52,1,1,57,4dhojk80ifrs6ax05725bala2,1,6.4,62.5,2023-02-27T16:13:16.427Z,2023-03-01T11:32:18Z,4064950919,376,,,,,,,,,,,,,,,,,,,,,,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356961,14,1,1,2,4,4dhojk80ifrs6ax05725bala2,1,6,62.3,2023-02-27T16:13:23.738Z,2023-03-01T11:32:30Z,4061969927,56,Back,4061969933,212,11.5,4061969925,123,,4061969929,140,12.2,4061969935,213,1.0,4061969931,141,76.3,,,,,,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356969,15,1,1,2,6,4dhojk80ifrs6ax05725bala2,1,13.9,70.3,2023-02-27T16:13:25.315Z,2023-03-01T11:32:33Z,4061969987,213,4.2,4061969985,212,14.5,4061969979,140,7.4,4061969983,141,51.5,4061969975,56,Back,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356993,16,1,1,2,8,4dhojk80ifrs6ax05725bala2,1,7.4,51.5,2023-02-27T16:13:27.090Z,2023-03-01T11:32:38Z,4061970127,56,Back,4061970133,212,16.6,4061970135,213,1.1,4061970129,140,14.5,4061970131,141,73.3,,,,,,,,,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356995,17,1,1,2,17,4dhojk80ifrs6ax05725bala2,0,29.1,75.9,2023-02-27T16:13:35.874Z,2023-03-01T11:32:50Z,4061970143,141,65.1,4061970141,140,58.0,4061970147,213,6.0,4061970139,56,Center,4061970145,212,31.2,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356999,20,49,1,2,17,4dkougngrd8mpvfb1cr9mdb1p,1,43.6,36,2023-02-27T16:13:36.713Z,2023-03-01T11:32:55Z,,,,,,,,,,,,,,,,,,,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357001,21,1,1,2,18,4dkougngrd8mpvfb1cr9mdb1p,0,43.6,36,2023-02-27T16:13:36.817Z,2023-03-01T11:32:56Z,4061970165,140,46.2,4061970167,141,31.5,4061970171,213,5.4,4061970169,212,4.1,4061970163,56,Back,,,,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357023,18,8,1,2,19,4dhojk80ifrs6ax05725bala2,1,52.2,73,2023-02-27T16:13:37.947Z,2023-03-01T11:33:05Z,4064953055,383,,4061970249,56,Center,,,,,,,,,,,,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357027,22,1,1,2,21,4dkougngrd8mpvfb1cr9mdb1p,1,34.1,55.5,2023-02-27T16:13:40.273Z,2023-03-01T11:33:23Z,4061970275,212,16.9,4061970271,140,24.8,4061970273,141,35.2,4061970277,213,4.1,4061970269,56,Back,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357031,23,1,1,2,22,4dkougngrd8mpvfb1cr9mdb1p,1,24.4,37.1,2023-02-27T16:13:41.777Z,2023-03-01T11:33:29Z,4061970311,56,Back,4061970317,212,14.9,4061970315,141,59.0,4061970321,213,1.6,4061970313,140,24.0,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357045,24,1,1,2,26,4dkougngrd8mpvfb1cr9mdb1p,1,24.7,62,2023-02-27T16:13:45.785Z,2023-02-27T16:13:48Z,4061970395,141,89.1,4061970391,56,Back,4061970399,213,1.2,4061970393,140,31.0,4061970397,212,19.6,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357063,25,1,1,2,29,4dkougngrd8mpvfb1cr9mdb1p,1,32.8,95.6,2023-02-27T16:13:47.994Z,2023-02-27T16:13:54Z,4061970513,1,,4061970507,141,89.6,4061970511,213,6.2,4061970501,155,,4061970505,140,69.7,4061970509,212,39.0,4061970503,56,Left,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357923,71,43,1,2,30,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-02-27T16:13:48.868Z,2023-03-01T11:34:12Z,4061976509,140,74.5,4061976783,236,0,4061976789,286,0,4064955567,144,1,4061976515,213,5.4,4061976511,141,92.3,4061976513,212,4.3,4061976507,56,Left,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357931,55,43,1,2,30,4dhojk80ifrs6ax05725bala2,1,0,0,2023-02-27T16:13:48.869Z,2023-03-01T11:34:11Z,4061976745,285,0,4064955541,144,74,4061976743,56,Back,4061976791,233,71,,,,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357065,26,50,1,2,35,4dkougngrd8mpvfb1cr9mdb1p,1,71.4,94.6,2023-02-27T16:13:53.865Z,2023-03-01T11:34:24Z,4061970561,233,19,4061970521,286,,4061970519,56,Left,,,,,,,,,,,,,,,,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357069,19,7,1,2,35,4dhojk80ifrs6ax05725bala2,0,28.6,5.4,2023-02-27T16:13:53.866Z,2023-03-01T11:34:23Z,4061970557,233,26,4064956019,383,,4061970551,285,,4061970549,56,Back,,,,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357067,27,61,1,2,36,4dkougngrd8mpvfb1cr9mdb1p,0,74.4,98.3,2023-02-27T16:13:54.912Z,2023-03-01T11:34:27Z,4061970547,56,Left,,,,,,,,,,,,,,,,,,,,,,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357075,20,49,1,2,39,4dhojk80ifrs6ax05725bala2,1,12.5,11.6,2023-02-27T16:13:57.826Z,2023-03-01T11:34:32Z,,,,,,,,,,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357085,21,1,1,2,40,4dhojk80ifrs6ax05725bala2,1,8.7,10.2,2023-02-27T16:13:59.522Z,2023-03-01T11:36:13Z,4061970629,213,0.7,4061970623,140,19.4,4061970625,141,23.1,4061970627,212,14.3,4061970621,56,Back,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357095,22,1,1,2,44,4dhojk80ifrs6ax05725bala2,1,17.8,14.4,2023-02-27T16:14:03.427Z,2023-02-27T16:14:06Z,4061970697,213,2.2,4061970689,56,Back,4061970693,141,37.7,4061970691,140,5.9,4061970695,212,20.2,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357109,23,1,1,2,47,4dhojk80ifrs6ax05725bala2,0,5.6,32.7,2023-02-27T16:14:06.507Z,2023-02-27T16:14:09Z,4061970771,155,,4061970783,1,,4061970775,140,56.6,4061970777,141,15.3,4061970773,56,Right,4061970779,212,54.8,4061970781,213,6.1,,,,lfar3t1safoyi3yfz5yph149,Choi Chul-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357115,28,1,1,2,50,4dkougngrd8mpvfb1cr9mdb1p,1,35.8,76.7,2023-02-27T16:14:09.417Z,2023-03-01T11:36:31Z,4061970831,56,Center,4061970829,3,,4061970835,141,72.6,4061970833,140,57.7,4061970839,213,6.2,4061970837,212,23.2,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357123,29,1,1,2,53,4dkougngrd8mpvfb1cr9mdb1p,1,57.7,72.6,2023-02-27T16:14:12.370Z,2023-02-27T16:14:15Z,4061970873,1,,4061970863,56,Center,4061970869,212,3.2,4061970871,213,3.7,4061970861,157,,4061970867,141,70.2,4061970865,140,55.1,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357127,30,49,1,2,56,4dkougngrd8mpvfb1cr9mdb1p,1,55.3,70.2,2023-02-27T16:14:15.466Z,2023-02-27T16:14:15Z,,,,,,,,,,,,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357141,31,2,1,2,57,4dkougngrd8mpvfb1cr9mdb1p,1,60,72.1,2023-02-27T16:14:16.664Z,2023-03-01T11:36:48Z,4061970957,7,ar5egjfxvgref6nzy4onfmsid,4061970961,140,74.4,4061970959,56,Center,4061970963,141,73.6,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357147,24,55,1,2,57,4dhojk80ifrs6ax05725bala2,1,28.3,30.1,2023-02-27T16:14:16.665Z,2023-03-01T11:37:00Z,,,,,,,,,,,,,,,,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513357209,25,1,1,3,18,4dhojk80ifrs6ax05725bala2,1,22.3,25.5,2023-02-27T16:14:37.227Z,2023-02-27T16:19:59Z,4061978267,189,,4061971323,212,24.7,4061971317,56,Back,4061971321,141,61.8,4061971325,213,1.5,4061971315,241,,4061971319,140,22.9,4061971313,5,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
