id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/15/value
2524513107,4,5,1,0,10,cz26xwowfjp8ei14n9z2ac135,0,42,-1.8,2023-03-25T17:32:07.550Z,2023-03-25T17:39:48Z,4123242355,56,Back,4123242369,233,8,4123242357,347,,,,,,,,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513097,8,5,1,0,10,axwnneoekq2f2yq6r1l704y96,1,58,101.8,2023-03-25T17:32:07.550Z,2023-03-25T17:32:12Z,4123242329,347,,4123242363,233,4,4123242327,56,Left,,,,,,,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513149,9,1,1,0,16,axwnneoekq2f2yq6r1l704y96,1,53.2,100,2023-03-25T17:32:13.900Z,2023-03-25T17:32:16Z,4123242477,212,7.3,4123242473,140,54.6,4123242471,56,Left,4123242469,107,,4123242475,141,89.9,4123242479,213,4.9,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513205,10,1,1,0,19,axwnneoekq2f2yq6r1l704y96,1,51.6,88.8,2023-03-25T17:32:16.388Z,2023-03-26T13:30:28Z,4123242669,140,35.5,4123242667,56,Back,4123242673,141,88.2,4123242677,212,16.9,4123242681,213,3.2,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513247,11,1,1,0,22,axwnneoekq2f2yq6r1l704y96,1,31.4,66,2023-03-25T17:32:19.676Z,2023-03-25T17:32:22Z,4123242821,212,22.0,4123242815,56,Back,4123242819,141,33.7,4123242823,213,4.7,4123242817,140,32.1,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513303,12,1,1,0,25,axwnneoekq2f2yq6r1l704y96,1,32.4,38.3,2023-03-25T17:32:22.436Z,2023-03-25T17:32:26Z,4123243003,56,Back,4123243007,141,63.7,4123243005,140,32.1,4123243013,213,1.6,4123243009,212,17.3,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513343,13,1,1,0,29,axwnneoekq2f2yq6r1l704y96,1,32.4,56.1,2023-03-25T17:32:26.324Z,2023-03-25T17:32:31Z,4123243223,141,30.1,4123243227,213,5.0,4123243219,56,Back,4123243221,140,38.3,4123243225,212,18.7,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513361,14,1,1,0,34,axwnneoekq2f2yq6r1l704y96,1,37.5,30.4,2023-03-25T17:32:31.660Z,2023-03-25T18:31:28Z,4123243291,140,23.6,4123243289,56,Back,4123243295,212,14.6,4123243293,141,31.5,4123243297,213,3.1,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513409,15,1,1,0,36,axwnneoekq2f2yq6r1l704y96,1,24.3,36.6,2023-03-25T17:32:33.285Z,2023-03-25T17:32:38Z,4123243493,213,1.3,4123243487,140,29.7,4123243489,141,67.8,4123243485,56,Back,4123243491,212,22.0,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513455,16,1,1,0,41,axwnneoekq2f2yq6r1l704y96,1,32.7,62.6,2023-03-25T17:32:38.460Z,2023-03-25T17:32:43Z,4123243695,140,36.5,4123243699,212,23.5,4123243701,213,4.9,4123243693,56,Back,4123243697,141,28.5,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513493,17,1,1,0,46,axwnneoekq2f2yq6r1l704y96,1,41.7,35.1,2023-03-25T17:32:43.684Z,2023-03-25T18:31:38Z,4123243905,56,Back,4123243911,212,22.6,4123243909,141,65.7,4123243913,213,2.0,4123243907,140,33.2,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513537,18,1,1,0,52,axwnneoekq2f2yq6r1l704y96,1,36.1,54.9,2023-03-25T17:32:49.276Z,2023-03-25T18:31:50Z,4123244121,212,29.4,4123244115,56,Back,4123244119,141,13.2,4123244123,213,5.0,4123244117,140,43.6,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513543,19,1,1,0,56,axwnneoekq2f2yq6r1l704y96,1,43.6,13.2,2023-03-25T17:32:53.365Z,2023-03-25T18:31:01Z,4123244151,140,45.3,4123244149,56,Back,4123244153,141,22.7,4123244157,213,1.3,4123244155,212,6.7,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513567,20,1,1,0,57,axwnneoekq2f2yq6r1l704y96,1,45.7,22.8,2023-03-25T17:32:54.276Z,2023-03-25T18:30:59Z,4123244261,56,Back,4123244263,140,31.6,4123244267,212,16.8,4123244269,213,3.6,4123244265,141,11.0,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513589,21,1,1,0,59,axwnneoekq2f2yq6r1l704y96,1,30.2,15.2,2023-03-25T17:32:56.884Z,2023-03-25T17:33:00Z,4123244397,212,19.5,4123244393,140,20.1,4123244399,213,2.1,4123244395,141,39.2,4123244391,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513593,22,1,1,1,3,axwnneoekq2f2yq6r1l704y96,1,21.4,38.6,2023-03-25T17:33:00.796Z,2023-03-25T17:33:02Z,4123244425,212,10.5,4123244427,213,5.0,4123244423,141,23.7,4123244419,56,Back,4123244421,140,24.2,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513669,23,1,1,1,8,axwnneoekq2f2yq6r1l704y96,1,29.9,33.9,2023-03-25T17:33:06.165Z,2023-03-25T17:33:10Z,4123244739,212,21.2,4123244741,213,1.6,4123244735,140,30.3,4123244737,141,65.1,4123244733,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513689,24,1,1,1,13,axwnneoekq2f2yq6r1l704y96,1,34,60,2023-03-25T17:33:10.308Z,2023-03-25T17:33:13Z,4123244835,141,39.4,4123244839,213,4.7,4123244837,212,14.0,4123244833,140,34.1,4123244831,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513725,25,1,1,1,15,axwnneoekq2f2yq6r1l704y96,1,32.8,36.1,2023-03-25T17:33:12.980Z,2023-03-25T17:33:17Z,4123245023,141,38.9,4123245027,213,0.1,4123245019,56,Back,4123245021,140,48.9,4123245025,212,17.0,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513743,26,1,1,1,20,axwnneoekq2f2yq6r1l704y96,1,45,43.9,2023-03-25T17:33:17.676Z,2023-03-25T17:33:49Z,4123245091,140,39.1,4123245105,213,1.8,4123245101,212,22.8,4123245095,141,76.1,4123245089,56,Back,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513795,27,1,1,1,23,axwnneoekq2f2yq6r1l704y96,1,39.5,83.5,2023-03-25T17:33:20.796Z,2023-03-25T17:33:25Z,4123245377,141,69.7,4123245373,56,Back,4123245375,140,39.3,4123245379,212,9.4,4123245381,213,4.7,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513807,28,1,1,1,28,axwnneoekq2f2yq6r1l704y96,1,38.7,70.5,2023-03-25T17:33:25.844Z,2023-03-25T17:33:28Z,4123245447,212,13.6,4123245443,140,28.3,4123245441,56,Back,4123245445,141,82.3,4123245449,213,2.5,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513851,29,1,1,1,30,axwnneoekq2f2yq6r1l704y96,1,32.8,64.2,2023-03-25T17:33:28.045Z,2023-03-25T17:33:31Z,4123245667,141,39.7,4123245663,56,Back,4123245671,213,4.6,4123245669,212,16.8,4123245665,140,31.0,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513879,30,2,1,1,34,axwnneoekq2f2yq6r1l704y96,1,41.1,28.9,2023-03-25T17:33:31.492Z,2023-03-25T17:34:01Z,4123245797,1,,4123245795,7,c705ailfiov40xwoysz0ggct1,4123245803,141,22.7,4123245801,140,77.0,4123245799,56,Center,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524513915,5,55,1,1,34,cz26xwowfjp8ei14n9z2ac135,1,40.5,84.5,2023-03-25T17:33:31.493Z,2023-03-25T17:42:40Z,,,,,,,,,,,,,,,,,,,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514057,6,1,1,2,2,cz26xwowfjp8ei14n9z2ac135,0,33.2,65.5,2023-03-25T17:33:59.479Z,2023-03-26T13:32:35Z,4123246701,141,74.8,4123246691,5,,4123246949,189,,4123246693,155,,4123246697,56,Center,4123246703,212,38.2,4123246707,1,,4123246695,241,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,4123246699,140,69.1,4123246705,213,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514065,7,44,1,2,3,cz26xwowfjp8ei14n9z2ac135,1,69.7,73.2,2023-03-25T17:34:00.739Z,2023-03-26T13:32:40Z,4123246741,56,Center,4123246743,286,,4123246755,233,31,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514053,31,44,1,2,3,axwnneoekq2f2yq6r1l704y96,0,30.3,26.8,2023-03-25T17:34:00.740Z,2023-03-26T13:32:41Z,4123246649,285,,4123246647,56,Back,4123246773,233,7,,,,,,,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514249,41,43,1,2,4,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-03-25T17:34:01.276Z,2023-03-25T17:35:59Z,4123247791,213,1.0,4123247781,3,0,4123247787,141,29.2,4123247783,56,Back,4123250649,144,1,4123247785,140,26.6,4123247789,212,3.4,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514611,12,1,1,2,4,cz26xwowfjp8ei14n9z2ac135,1,70.5,76.7,2023-03-25T17:34:01.396Z,2023-03-26T13:33:46Z,4123253939,154,,4123249617,3,,4123249625,212,9.2,4123253937,210,15,4123249619,56,Center,4123249623,141,73.0,4123249627,213,6.0,4123249621,140,78.9,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514083,8,43,1,2,5,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-03-25T17:34:02.240Z,2023-03-25T17:34:18Z,4123247065,168,0,4123246873,213,5.8,4123246869,141,71.1,4123246871,212,15.5,4123247237,144,1,4123246865,56,Center,4123246863,3,0,4123246867,140,88.1,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514085,9,15,1,2,6,cz26xwowfjp8ei14n9z2ac135,1,86.3,76.3,2023-03-25T17:34:03.872Z,2023-03-26T13:33:46Z,4123248661,233,33,4123248521,103,1.9,4123247973,72,,4123248513,29,,4124897245,76,,4123248515,55,12,4123253955,114,,4123246881,64,,29r8ofc6v5wms17o8vq6myw2d,A. Thestrup,4123246879,22,,4123248525,146,98.5,,4123248519,102,53.5,4123248523,215,4123253959,154,4123246883,56,Center,4123248527,147,54.2,,,,,,,,,,,,,,,,,
2524514095,33,10,1,2,6,axwnneoekq2f2yq6r1l704y96,1,1.4,45.5,2023-03-25T17:34:03.972Z,2023-03-26T13:33:53Z,4124897627,376,,4123246927,56,Back,4123246923,182,,4123246919,177,,4124897625,178,,4123248623,233,9,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514091,32,52,1,2,7,axwnneoekq2f2yq6r1l704y96,1,1.7,45.8,2023-03-25T17:34:04.520Z,2023-03-26T13:33:58Z,4124897869,376,,,,,,,,,,,,,,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514137,34,1,1,2,14,axwnneoekq2f2yq6r1l704y96,1,8.8,45.5,2023-03-25T17:34:11.893Z,2023-03-25T17:34:15Z,4123247163,213,5.1,4123247161,212,10.0,4123247153,123,,4123247157,140,12.3,4123247159,141,31.9,4123247155,56,Back,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514155,35,1,1,2,18,axwnneoekq2f2yq6r1l704y96,1,20.1,37,2023-03-25T17:34:15.485Z,2023-03-25T17:34:20Z,4123247259,213,1.6,4123247255,141,68.8,4123247257,212,21.7,4123247253,140,18.9,4123247251,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514167,36,1,1,2,23,axwnneoekq2f2yq6r1l704y96,1,20.3,64,2023-03-25T17:34:20.517Z,2023-03-25T17:34:23Z,4123247331,141,38.3,4123247329,140,24.0,4123247335,213,4.9,4123247327,56,Back,4123247333,212,17.9,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514183,37,1,1,2,26,axwnneoekq2f2yq6r1l704y96,1,33,26.8,2023-03-25T17:34:23.797Z,2023-03-25T17:34:26Z,4123247429,213,5.3,4123247425,141,4.1,4123247421,56,Back,4123247427,212,18.8,4123247423,140,43.2,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514199,38,1,1,2,29,axwnneoekq2f2yq6r1l704y96,1,46.9,4.3,2023-03-25T17:34:26.412Z,2023-03-25T17:34:29Z,4123247531,141,15.5,4123247535,213,0.4,4123247529,140,66.4,4123247527,56,Right,4123247533,212,21.8,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514203,39,1,1,2,31,axwnneoekq2f2yq6r1l704y96,0,61.5,8.2,2023-03-25T17:34:28.812Z,2023-03-26T13:34:48Z,4123247551,56,Right,4123247553,140,68.4,4123247591,233,10,4123247557,212,7.8,4123247559,213,0.4,4123247555,141,12.5,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514209,10,8,1,2,32,cz26xwowfjp8ei14n9z2ac135,1,32.7,93.5,2023-03-25T17:34:29.813Z,2023-03-26T13:34:51Z,4124900303,385,,4123247585,56,Back,,,,,,,,,,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514219,11,5,1,2,33,cz26xwowfjp8ei14n9z2ac135,0,37.8,101.6,2023-03-25T17:34:30.988Z,2023-03-25T17:39:48Z,4123247775,233,40,4123247637,56,Back,4123247641,347,,,,,,,,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514233,40,5,1,2,33,axwnneoekq2f2yq6r1l704y96,1,62.2,-1.6,2023-03-25T17:34:30.988Z,2023-03-25T17:34:34Z,4123247707,347,,4123247745,233,11,4123247705,56,Right,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514293,42,1,1,2,43,axwnneoekq2f2yq6r1l704y96,1,59.4,0,2023-03-25T17:34:40.772Z,2023-03-25T17:34:57Z,4123247985,212,9.1,4123248705,189,,4123247987,213,1.0,4123247983,141,9.8,4123247977,107,,4123247979,56,Right,4123247981,140,64.0,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514311,43,1,1,2,44,axwnneoekq2f2yq6r1l704y96,1,64.7,10.3,2023-03-25T17:34:41.740Z,2023-03-25T17:34:43Z,4123248095,56,Right,4123248099,141,10.6,4123248097,140,59.1,4123248101,212,5.9,4123248111,189,,4123248103,213,3.1,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524514351,44,1,1,2,47,axwnneoekq2f2yq6r1l704y96,1,57,32.5,2023-03-25T17:34:44.829Z,2023-03-25T17:34:48Z,4123248291,56,Back,4123248297,212,20.1,4123248293,140,46.0,4123248299,213,2.2,4123248295,141,56.7,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
