id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value,qualifier/16/value
2515832687,9,1,1,0,13,axwnneoekq2f2yq6r1l704y96,1,22.5,29.5,2023-03-05T12:31:35.854Z,2023-03-05T12:31:39Z,4075049037,141,3.7,4075049033,140,36.3,4075049039,212,22.8,4075049043,213,5.4,4075049029,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832733,10,1,1,0,17,axwnneoekq2f2yq6r1l704y96,1,35.3,12.2,2023-03-05T12:31:39.311Z,2023-03-05T12:31:42Z,4075049251,212,14.2,4075049247,140,22.2,4075049249,141,17.1,4075049245,56,Back,4075049253,213,2.9,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832787,11,1,1,0,20,axwnneoekq2f2yq6r1l704y96,1,26.5,27.7,2023-03-05T12:31:42.502Z,2023-03-05T12:31:47Z,4075049471,141,73.0,4075049469,140,20.2,4075049467,56,Back,4075049473,212,31.5,4075049475,213,1.8,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832867,12,1,1,0,24,axwnneoekq2f2yq6r1l704y96,1,21.5,72.4,2023-03-05T12:31:46.942Z,2023-03-05T12:31:51Z,4075049861,56,Back,4075049863,140,23.2,4075049867,212,24.3,4075049869,213,4.8,4075049865,141,36.7,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832909,13,1,1,0,29,axwnneoekq2f2yq6r1l704y96,1,26.3,27.3,2023-03-05T12:31:51.470Z,2023-03-05T12:31:55Z,4075050061,213,5.6,4075050053,56,Back,4075050057,141,7.0,4075050055,140,43.3,4075050059,212,22.6,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832915,14,1,1,0,32,axwnneoekq2f2yq6r1l704y96,0,52.3,4.1,2023-03-05T12:31:55.134Z,2023-03-05T12:31:57Z,4075050089,212,2.5,4075050221,236,,4075050085,140,53.9,4075050087,141,6.8,4075050083,56,Right,4075050227,233,3,4075050235,286,,4075050091,213,0.8,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832929,3,74,1,0,32,28u3q82ip96ahymkup01vfxli,1,46.9,91.7,2023-03-05T12:31:55.135Z,2023-03-05T13:26:33Z,4075050165,285,,4075050249,233,14,4075050163,56,Back,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832997,4,1,1,0,37,28u3q82ip96ahymkup01vfxli,1,38.4,67.2,2023-03-05T12:31:59.259Z,2023-03-05T12:32:00Z,4075050549,212,22.6,4075050545,141,93.8,4075050553,213,2.2,4075050541,140,25.5,4075050537,56,Back,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833007,6,49,1,0,38,28u3q82ip96ahymkup01vfxli,1,25.5,93.8,2023-03-05T12:32:00.698Z,2023-03-05T12:32:01Z,,,,,,,,,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833003,5,1,1,0,39,28u3q82ip96ahymkup01vfxli,1,25.6,93.8,2023-03-05T12:32:01.675Z,2023-03-05T13:24:56Z,4075050585,213,3.7,4075050577,56,Back,4075050583,212,14.4,4075050579,140,14.1,4075050581,141,82.2,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833103,7,1,1,0,40,28u3q82ip96ahymkup01vfxli,1,17.1,85.7,2023-03-05T12:32:03.155Z,2023-03-05T12:32:08Z,4075051055,56,Back,4075051059,141,76.1,4075051061,212,24.7,4075051057,140,39.8,4075051063,213,6.0,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833105,8,61,1,0,43,28u3q82ip96ahymkup01vfxli,0,40.4,77,2023-03-05T12:32:05.218Z,2023-03-05T12:36:38Z,4075051071,56,Back,,,,,,,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833111,15,1,1,0,44,axwnneoekq2f2yq6r1l704y96,1,57,17,2023-03-05T12:32:07.166Z,2023-03-05T12:32:08Z,4075051087,141,34.5,4075051083,56,Center,4075051089,212,18.7,4075051085,140,70.7,4075051091,213,0.7,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833119,16,49,1,0,46,axwnneoekq2f2yq6r1l704y96,1,70.7,34.5,2023-03-05T12:32:08.535Z,2023-03-05T12:32:09Z,,,,,,,,,,,,,,,,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833131,9,43,1,0,46,28u3q82ip96ahymkup01vfxli,1,0,0,2023-03-05T12:32:08.723Z,2023-03-05T12:32:36Z,4075051183,213,3.1,4075051179,141,70.9,4075051181,212,0,4075052911,144,1,4075051175,56,Back,4075051177,140,38.2,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833143,17,1,1,0,46,axwnneoekq2f2yq6r1l704y96,1,70.7,34.5,2023-03-05T12:32:08.830Z,2023-03-05T12:32:11Z,4075051237,141,57.2,4075051233,56,Center,4075051239,212,15.6,4075051241,213,1.4,4075051235,140,72.6,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833173,18,1,1,0,47,axwnneoekq2f2yq6r1l704y96,0,72.6,57.2,2023-03-05T12:32:09.926Z,2023-03-05T12:43:04Z,4075051355,140,93.0,4075051359,212,23.4,4075051357,141,43.4,4075051361,213,5.9,4075051353,56,Center,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833149,10,1,1,0,47,28u3q82ip96ahymkup01vfxli,1,38.2,70.9,2023-03-05T12:32:10Z,2023-03-05T12:32:11Z,4075051263,213,3.0,4075051257,140,33.0,4075051261,212,5.5,4075051259,141,72.3,4075051255,56,Back,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833165,11,1,1,0,49,28u3q82ip96ahymkup01vfxli,0,33,72.3,2023-03-05T12:32:11.315Z,2023-03-05T12:32:12Z,4075051335,141,51.3,4075051339,213,4.8,4075051333,140,34.2,4075051337,212,14.3,4075051331,56,Back,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833225,12,52,1,0,52,28u3q82ip96ahymkup01vfxli,1,9.9,46.6,2023-03-05T12:32:15.035Z,2023-03-05T12:32:15Z,,,,,,,,,,,,,,,,,,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833283,13,1,1,0,53,28u3q82ip96ahymkup01vfxli,1,12.1,51.6,2023-03-05T12:32:16.019Z,2023-03-05T12:32:19Z,4075051873,141,82.7,4075051877,213,1.2,4075051875,212,22.4,4075051869,56,Back,4075051871,140,19.1,4075051867,123,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833305,14,1,1,0,57,28u3q82ip96ahymkup01vfxli,1,22.2,82.7,2023-03-05T12:32:19.419Z,2023-03-05T12:32:21Z,4075051979,140,19.6,4075051981,141,93.5,4075051977,56,Back,4075051983,212,7.8,4075051985,213,1.9,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833325,15,1,1,0,59,28u3q82ip96ahymkup01vfxli,0,20.5,92,2023-03-05T12:32:21.435Z,2023-03-05T12:32:23Z,4075052087,56,Back,4075052093,212,18.9,4075052091,141,84.4,4075052095,213,6.0,4075052089,140,37.8,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833319,19,8,1,1,0,axwnneoekq2f2yq6r1l704y96,1,71.6,11.4,2023-03-05T12:32:23.112Z,2023-03-05T12:32:23Z,4075052055,56,Right,,,,,,,,,,,,,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833333,20,43,1,1,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-03-05T12:32:23.159Z,2023-03-05T12:32:30Z,4075052125,56,Right,4075052521,144,8,,,,,,,,,,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833337,21,49,1,1,1,axwnneoekq2f2yq6r1l704y96,1,71.6,11.4,2023-03-05T12:32:23.696Z,2023-03-05T12:32:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833379,22,1,1,1,3,axwnneoekq2f2yq6r1l704y96,0,68.3,18.9,2023-03-05T12:32:26.135Z,2023-03-05T12:32:28Z,4075052307,140,86.2,4075052309,141,29.5,4075052313,213,0.4,4075052305,56,Center,4075052311,212,20.1,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833439,16,12,1,1,4,28u3q82ip96ahymkup01vfxli,1,12.8,54,2023-03-05T12:32:27.139Z,2023-03-05T12:33:11Z,4075052727,167,,4075052701,141,100.0,4075052703,212,32.3,4075052697,56,Back,4075052705,213,1.7,4075052699,140,8.5,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833479,23,43,1,1,8,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-03-05T12:32:30.982Z,2023-03-05T12:32:41Z,4075052891,56,Center,4075052893,75,0,4075053327,144,6,,,,,,,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833443,17,5,1,1,10,28u3q82ip96ahymkup01vfxli,0,10.7,101,2023-03-05T12:32:32.998Z,2023-03-05T13:26:42Z,4075055937,233,24,4075052721,347,,4075052719,56,Back,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833617,24,5,1,1,10,axwnneoekq2f2yq6r1l704y96,1,89.3,-1,2023-03-05T12:32:32.998Z,2023-03-05T12:33:16Z,4075053527,347,,4075055829,233,17,4075053523,56,Right,,,,,,,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833657,25,1,1,1,21,axwnneoekq2f2yq6r1l704y96,1,82.7,0,2023-03-05T12:32:43.958Z,2023-03-05T12:32:45Z,4075053699,140,84.0,4075053705,213,1.4,4075053703,212,9.8,4075053697,56,Right,4075053691,107,,4075053701,141,13.4,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833671,26,1,1,1,23,axwnneoekq2f2yq6r1l704y96,1,84,13.4,2023-03-05T12:32:45.798Z,2023-03-05T12:32:47Z,4075053783,212,5.3,4075053785,213,4.7,4075053781,141,5.6,4075053779,140,83.8,4075053777,56,Right,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833679,27,49,1,1,24,axwnneoekq2f2yq6r1l704y96,1,83.8,5.6,2023-03-05T12:32:47.022Z,2023-03-05T12:32:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833733,28,1,1,1,25,axwnneoekq2f2yq6r1l704y96,1,85.9,15.6,2023-03-05T12:32:48.118Z,2023-03-05T12:32:51Z,4075054037,3,,4075054039,56,Right,4075054041,140,94.7,4075054045,212,9.6,4075054047,213,6.0,4075054043,141,12.0,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833759,29,1,1,1,28,axwnneoekq2f2yq6r1l704y96,0,97.3,12.6,2023-03-05T12:32:50.982Z,2023-03-05T12:32:52Z,4075054161,155,,4075054163,56,Center,4075054167,141,34.5,4075054169,212,15.7,4075054171,213,1.9,4075054165,140,92.5,4075054159,2,,,,,9zdmc8v5sfrv9z7da49odn4a2,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833787,18,1,1,1,31,28u3q82ip96ahymkup01vfxli,1,7.9,67.3,2023-03-05T12:32:53.826Z,2023-03-05T12:32:55Z,4075054369,213,0.8,4075054359,3,,4075054365,141,77.5,4075054361,56,Back,4075054363,140,14.6,4075054367,212,9.9,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833819,19,1,1,1,32,28u3q82ip96ahymkup01vfxli,1,14.6,77.5,2023-03-05T12:32:55.067Z,2023-03-05T12:32:57Z,4075054529,141,69.6,4075054525,56,Back,4075054531,212,8.4,4075054523,3,,4075054527,140,20.8,4075054533,213,5.6,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833831,20,1,1,1,34,28u3q82ip96ahymkup01vfxli,0,22,69.1,2023-03-05T12:32:56.922Z,2023-03-05T12:32:58Z,4075054633,212,15.6,4075054627,56,Back,4075054631,141,49.1,4075054635,213,5.2,4075054629,140,29.2,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833853,30,49,1,1,37,axwnneoekq2f2yq6r1l704y96,1,64.1,47.3,2023-03-05T12:32:59.438Z,2023-03-05T12:32:59Z,,,,,,,,,,,,,,,,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833869,31,1,1,1,37,axwnneoekq2f2yq6r1l704y96,1,64.1,47.3,2023-03-05T12:32:59.599Z,2023-03-05T12:33:00Z,4075054783,213,3.0,4075054777,140,41.7,4075054775,56,Back,4075054779,141,52.7,4075054781,212,23.8,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833929,32,1,1,1,38,axwnneoekq2f2yq6r1l704y96,1,41.7,52.7,2023-03-05T12:33:00.447Z,2023-03-05T12:33:04Z,4075055109,140,22.5,4075055111,141,51.2,4075055107,56,Back,4075055113,212,20.2,4075055115,213,3.2,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833949,33,1,1,1,42,axwnneoekq2f2yq6r1l704y96,1,21.2,45.7,2023-03-05T12:33:04.846Z,2023-03-05T12:33:07Z,4075055235,140,28.5,4075055241,213,5.1,4075055239,212,21.0,4075055237,141,17.0,4075055233,56,Back,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833991,34,1,1,1,46,axwnneoekq2f2yq6r1l704y96,1,31.5,10.6,2023-03-05T12:33:08.710Z,2023-03-05T12:33:11Z,4075055477,56,Back,4075055479,140,47.1,4075055481,141,4.0,4075055485,213,6.0,4075055483,212,17.0,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515834031,35,1,1,1,48,axwnneoekq2f2yq6r1l704y96,1,47.2,3.8,2023-03-05T12:33:11.110Z,2023-03-05T12:33:13Z,4075055691,140,30.8,4075055697,213,2.7,4075055693,141,14.9,4075055689,56,Back,4075055695,212,18.8,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515834077,36,1,1,1,51,axwnneoekq2f2yq6r1l704y96,1,30.8,14.9,2023-03-05T12:33:13.823Z,2023-03-05T12:33:16Z,4075055885,141,65.4,4075055889,213,1.6,4075055887,212,34.4,4075055883,140,29.8,4075055881,56,Back,4075055891,1,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515834169,37,1,1,1,55,axwnneoekq2f2yq6r1l704y96,1,29.6,66.3,2023-03-05T12:33:17.942Z,2023-03-05T12:33:21Z,4075056231,140,25.4,4075056237,213,4.5,4075056233,141,36.7,4075056229,56,Back,4075056235,212,20.6,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515834263,38,1,1,1,59,axwnneoekq2f2yq6r1l704y96,1,27.8,30.3,2023-03-05T12:33:21.767Z,2023-03-05T12:33:27Z,4075056681,155,,4075056691,212,60.8,4075056695,1,,4075056685,56,Right,4075056689,141,17.9,4075056687,140,85.1,4075056693,213,6.1,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515834299,39,1,1,2,4,axwnneoekq2f2yq6r1l704y96,1,93.4,17,2023-03-05T12:33:27.126Z,2023-03-05T12:58:55Z,4075056865,212,13.7,4075159033,154,,4075056867,213,1.4,4075056863,141,36.9,4075056855,2,,4075056859,56,Center,4075056857,155,,4075056861,140,95.5,9zdmc8v5sfrv9z7da49odn4a2,M. Thomas,1,4075159031,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
