id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,assist
2550323293,18,1,1,0,58,spi3g782q7m4evjxn1sv6cfa,1,43.8,13.1,2023-05-17T19:18:36.360Z,2023-05-17T19:18:41Z,4286086763,213,1.6,4286086757,140,43.3,4286086761,212,17.3,4286086755,56,Back,4286086759,141,38.6,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323305,19,1,1,1,3,spi3g782q7m4evjxn1sv6cfa,1,53.7,56.6,2023-05-17T19:18:41.554Z,2023-05-17T19:18:43Z,4286086831,140,68.1,4286086829,56,Left,4286086837,213,1.0,4286086833,141,88.3,4286086835,212,26.3,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323309,20,1,1,1,5,spi3g782q7m4evjxn1sv6cfa,0,68.5,88.4,2023-05-17T19:18:43.353Z,2023-05-17T19:18:44Z,4286086861,56,Left,4286086869,213,5.4,4286086867,212,8.2,4286086865,141,79.4,4286086863,140,73.7,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323313,7,61,1,1,6,cz26xwowfjp8ei14n9z2ac135,1,19.4,20.7,2023-05-17T19:18:44.657Z,2023-05-17T19:18:44Z,4286086877,56,Back,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323317,8,49,1,1,7,cz26xwowfjp8ei14n9z2ac135,1,22.1,16.7,2023-05-17T19:18:45.660Z,2023-05-17T19:18:45Z,,,,,,,,,,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323325,9,1,1,1,7,cz26xwowfjp8ei14n9z2ac135,1,22.1,16.7,2023-05-17T19:18:45.820Z,2023-05-17T19:18:46Z,4286086931,212,6.2,4286086927,140,20.2,4286086933,213,4.4,4286086925,56,Back,4286086929,141,8.0,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323335,10,1,1,1,8,cz26xwowfjp8ei14n9z2ac135,0,20.2,8,2023-05-17T19:18:46.852Z,2023-05-17T19:18:48Z,4286086967,141,7.9,4286086971,212,3.8,4286087009,236,,4286086965,140,23.8,4286086961,56,Back,4286087015,286,,4286086973,213,6.3,4286087011,233,21,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323343,21,74,1,1,8,spi3g782q7m4evjxn1sv6cfa,1,70,86.6,2023-05-17T19:18:46.853Z,2023-05-17T19:22:25Z,4286087017,233,10,4286086995,56,Left,4286086997,285,,,,,,,,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323351,11,1,1,1,10,cz26xwowfjp8ei14n9z2ac135,1,23.6,11.1,2023-05-17T19:18:48.389Z,2023-05-17T19:18:49Z,4286087045,212,9.0,4286087047,213,2.1,4286087043,141,22.4,4286087039,56,Back,4286087041,140,19.1,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323363,12,1,1,1,11,cz26xwowfjp8ei14n9z2ac135,0,19.1,22.4,2023-05-17T19:18:49.868Z,2023-05-17T19:18:51Z,4286087089,141,25.3,4286087085,56,Center,4286087093,213,0.0,4286087087,140,58.7,4286087083,155,,4286087091,212,41.6,4286087095,1,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323379,22,12,1,1,14,spi3g782q7m4evjxn1sv6cfa,1,35.9,80.3,2023-05-17T19:18:52.880Z,2023-05-17T19:18:54Z,4286087151,56,Back,4286087153,140,40.1,4286087157,212,15.4,4286087155,141,100.0,4286087159,213,1.3,4286087165,167,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323417,13,5,1,1,15,cz26xwowfjp8ei14n9z2ac135,1,59.2,-2,2023-05-17T19:18:53.570Z,2023-05-17T19:22:19Z,4286087353,347,,4286087355,233,23,4286087351,56,Right,,,,,,,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323381,23,5,1,1,15,spi3g782q7m4evjxn1sv6cfa,0,40.8,102,2023-05-17T19:18:53.570Z,2023-05-17T19:19:02Z,4286087161,56,Back,4286087163,347,,4286087363,233,13,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323425,14,1,1,1,24,cz26xwowfjp8ei14n9z2ac135,1,61.6,0,2023-05-17T19:19:02.253Z,2023-05-17T19:19:03Z,4286087393,107,,4286087397,140,69.8,4286087403,213,0.8,4286087401,212,12.9,4286087395,56,Right,4286087399,141,12.8,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323447,15,1,1,1,25,cz26xwowfjp8ei14n9z2ac135,1,69.8,12.8,2023-05-17T19:19:03.700Z,2023-05-17T19:19:06Z,4286087559,56,Right,4286087567,213,3.6,4286087565,212,3.4,4286087563,141,10.4,4286087561,140,67.0,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550344079,323,3,1,1,26,cz26xwowfjp8ei14n9z2ac135,0,63.2,21.5,2023-05-17T19:19:04.907Z,2023-05-18T11:31:24Z,4286201261,233,534,4286201113,56,Center,4286201115,286,,4287533997,465,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550344107,534,7,1,1,27,spi3g782q7m4evjxn1sv6cfa,1,36.8,78.5,2023-05-17T19:19:04.908Z,2023-05-18T11:31:29Z,4286201257,233,323,4286201255,285,,4286201253,56,Back,4287534059,385,,,,,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323495,16,43,1,1,28,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-05-17T19:19:06.196Z,2023-05-17T19:19:32Z,4286087839,286,0,4286087837,56,Right,4286088577,144,7,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323489,24,4,1,1,33,spi3g782q7m4evjxn1sv6cfa,1,31.9,85.4,2023-05-17T19:19:11.834Z,2023-05-17T20:16:49Z,4286087861,233,17,4286087789,13,,4286087795,265,,4286087797,285,,4286087793,152,,4286087791,56,Back,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323497,17,4,1,1,33,cz26xwowfjp8ei14n9z2ac135,0,68.1,14.6,2023-05-17T19:19:11.835Z,2023-05-17T19:19:15Z,4286087849,56,Right,4286087851,152,,4286087855,286,,4286087877,233,24,4286087847,13,,4286087853,265,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323543,25,1,1,1,45,spi3g782q7m4evjxn1sv6cfa,1,35.3,73.2,2023-05-17T19:19:23.096Z,2023-05-17T19:20:43Z,4286091963,189,,4286088135,5,,4286088139,56,Back,4286088143,141,54.9,4286088147,213,4.5,4286088137,152,,4286088141,140,32.9,4286088145,212,12.7,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323549,26,1,1,1,46,spi3g782q7m4evjxn1sv6cfa,1,32.9,44.8,2023-05-17T19:19:24.001Z,2023-05-17T19:19:25Z,4286088187,141,10.3,4286088185,140,43.3,4286088183,56,Back,4286088189,212,25.9,4286088191,213,5.1,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323583,27,1,1,1,47,spi3g782q7m4evjxn1sv6cfa,1,43.4,10.1,2023-05-17T19:19:25.161Z,2023-05-17T19:19:28Z,4286088407,140,57.7,4286088411,212,15.4,4286088409,141,4.9,4286088405,56,Right,4286088413,213,6.1,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323595,28,1,1,1,50,spi3g782q7m4evjxn1sv6cfa,1,57.7,4.9,2023-05-17T19:19:28.320Z,2023-05-17T20:17:15Z,4286088471,213,2.9,4286088469,212,14.1,4286088467,141,9.7,4286088463,56,Back,4286088465,140,44.6,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323625,29,1,1,1,52,spi3g782q7m4evjxn1sv6cfa,1,43.2,17.3,2023-05-17T19:19:30.345Z,2023-05-17T19:19:33Z,4286088623,213,1.9,4286088617,140,39.6,4286088621,212,12.1,4286088619,141,34.2,4286088615,56,Back,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323649,30,1,1,1,54,spi3g782q7m4evjxn1sv6cfa,1,38,40.7,2023-05-17T19:19:32.896Z,2023-05-17T19:19:36Z,4286088761,141,66.1,4286088765,212,17.3,4286088767,213,1.6,4286088757,140,37.1,4286088753,56,Back,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323673,31,1,1,1,58,spi3g782q7m4evjxn1sv6cfa,1,41.9,69.6,2023-05-17T19:19:36.656Z,2023-05-17T19:19:40Z,4286088941,56,Left,4286088945,141,89.6,4286088949,213,0.8,4286088947,212,18.8,4286088943,140,54.3,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323721,32,1,1,2,2,spi3g782q7m4evjxn1sv6cfa,1,54.1,80.8,2023-05-17T19:19:40.752Z,2023-05-17T19:19:47Z,4286089237,212,25.7,4286089233,140,37.3,4286089239,213,4.0,4286089235,141,53.3,4286089231,56,Back,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323739,33,1,1,2,9,spi3g782q7m4evjxn1sv6cfa,1,53.8,49,2023-05-17T19:19:47.776Z,2023-05-17T19:19:50Z,4286089353,212,26.0,4286089347,56,Left,4286089355,213,1.3,4286089351,141,86.0,4286089349,140,59.9,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323767,34,1,1,2,12,spi3g782q7m4evjxn1sv6cfa,1,61.2,86.8,2023-05-17T19:19:50.824Z,2023-05-17T19:21:41Z,4286089499,140,70.3,4286089503,212,10.2,4286089501,141,81.4,4286089497,56,Left,4286089505,213,5.9,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323797,35,1,1,2,16,spi3g782q7m4evjxn1sv6cfa,1,66.3,83.5,2023-05-17T19:19:53.936Z,2023-05-17T19:19:56Z,4286089653,213,3.3,4286089647,140,48.1,4286089651,212,19.3,4286089649,141,79.3,4286089645,56,Back,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550323807,36,1,1,2,18,spi3g782q7m4evjxn1sv6cfa,0,60.5,78.5,2023-05-17T19:19:56.624Z,2023-05-17T19:19:58Z,4286089699,56,Center,4286089703,141,46.3,4286089707,213,5.4,4286089697,155,,4286089705,212,27.3,4286089701,140,76.1,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
