id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2476297039,7,5,1,0,9,bsbugp9qfasrrtg55bf7evvwv,0,69.2,102,2022-10-23T14:01:20.681Z,2022-10-23T14:01:34Z,3866786217,233,4,3866785351,56,Left,3866785353,347,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297273,5,1,1,0,22,cz26xwowfjp8ei14n9z2ac135,1,30.5,0,2022-10-23T14:01:33.574Z,2022-10-23T14:01:35Z,3866786383,213,1.6,3866786375,56,Back,3866786377,140,30.6,3866786379,141,15.6,3866786373,107,,3866786381,212,12.0,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297337,6,1,1,0,24,cz26xwowfjp8ei14n9z2ac135,1,32.3,12.8,2022-10-23T14:01:35.350Z,2022-10-23T14:01:38Z,3866786655,212,6.7,3866786653,141,6.7,3866786657,213,3.8,3866786651,140,27.3,3866786649,56,Back,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297375,7,1,1,0,27,cz26xwowfjp8ei14n9z2ac135,0,27.3,5.8,2022-10-23T14:01:38.078Z,2022-10-23T14:01:39Z,3866786757,140,61.4,3866786767,1,,3866786763,213,0.3,3866786759,141,22.7,3866786761,212,37.6,3866786755,56,Center,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297441,8,1,1,0,28,bsbugp9qfasrrtg55bf7evvwv,1,41.4,78.8,2022-10-23T14:01:39.782Z,2022-10-23T14:01:42Z,3866787051,140,49.5,3866787055,212,27.3,3866787049,56,Back,3866787057,213,5.0,3866787059,1,,3866787053,141,40.6,3866787047,157,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297455,9,49,1,0,31,bsbugp9qfasrrtg55bf7evvwv,1,52.6,42.4,2022-10-23T14:01:42.598Z,2022-10-23T14:01:42Z,,,,,,,,,,,,,,,,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297471,10,1,1,0,32,bsbugp9qfasrrtg55bf7evvwv,0,52.6,41.6,2022-10-23T14:01:43.238Z,2022-10-23T14:01:43Z,3866787185,141,55.1,3866787181,56,Center,3866787179,157,,3866787191,1,,3866787189,213,0.3,3866787183,140,76.9,3866787187,212,27.1,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297553,8,1,1,0,33,cz26xwowfjp8ei14n9z2ac135,1,29.2,36.6,2022-10-23T14:01:44.502Z,2022-10-23T14:01:47Z,3866787561,140,38.7,3866787567,213,0.1,3866787565,212,10.0,3866787563,141,37.9,3866787559,56,Back,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297559,9,49,1,0,36,cz26xwowfjp8ei14n9z2ac135,1,35.9,37,2022-10-23T14:01:47.790Z,2022-10-23T14:01:48Z,,,,,,,,,,,,,,,,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297589,10,1,1,0,37,cz26xwowfjp8ei14n9z2ac135,1,35.9,37,2022-10-23T14:01:47.974Z,2022-10-23T14:01:49Z,3866787701,56,Back,3866787707,212,25.9,3866787709,213,3.3,3866787703,140,11.7,3866787705,141,29.8,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297647,11,1,1,0,38,cz26xwowfjp8ei14n9z2ac135,0,10,29.5,2022-10-23T14:01:49.454Z,2022-10-23T14:01:51Z,3866787957,1,,3866787943,56,Back,3866787947,141,0.0,3866787953,213,5.7,3866787951,212,37.5,3866787945,140,39.3,3866787941,157,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297791,11,5,1,0,40,bsbugp9qfasrrtg55bf7evvwv,1,62.7,102,2022-10-23T14:01:51.864Z,2022-10-23T14:54:51Z,3866788677,233,12,3866788631,56,Left,3866788633,347,,,,,,,,,,,,,,,,,1bpq54voea3pt7n7ppzoyvvth,N. Dowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297651,12,5,1,0,40,cz26xwowfjp8ei14n9z2ac135,0,37.3,-2,2022-10-23T14:01:51.864Z,2022-10-23T14:02:02Z,3866787963,56,Back,3866787965,347,,3866788697,233,11,,,,,,,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297909,12,1,1,0,51,bsbugp9qfasrrtg55bf7evvwv,1,66.5,100,2022-10-23T14:02:02.134Z,2022-10-23T14:02:08Z,3866789143,212,14.7,3866789135,107,,3866789137,56,Left,3866789141,141,85.7,3866789145,213,5.4,3866789139,140,75.9,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297915,13,61,1,0,52,bsbugp9qfasrrtg55bf7evvwv,0,76.8,85.7,2022-10-23T14:02:03.038Z,2022-10-23T14:02:09Z,3866789173,56,Left,,,,,,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297851,13,49,1,0,54,cz26xwowfjp8ei14n9z2ac135,1,25,8.3,2022-10-23T14:02:05.598Z,2022-10-23T14:02:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297925,14,1,1,0,56,cz26xwowfjp8ei14n9z2ac135,1,23,9.4,2022-10-23T14:02:07.167Z,2022-10-23T14:02:09Z,3866789229,141,24.7,3866789227,140,16.7,3866789233,213,2.1,3866789231,212,12.3,3866789225,56,Back,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476297987,15,1,1,0,58,cz26xwowfjp8ei14n9z2ac135,1,16.6,27.7,2022-10-23T14:02:09.079Z,2022-10-23T14:02:11Z,3866789505,56,Back,3866789511,212,10.2,3866789509,141,39.4,3866789513,213,2.2,3866789507,140,10.5,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298051,16,1,1,1,0,cz26xwowfjp8ei14n9z2ac135,1,10.7,44.2,2022-10-23T14:02:11.822Z,2022-10-23T14:02:14Z,3866789733,56,Back,3866789735,140,10.9,3866789739,212,9.3,3866789741,213,1.5,3866789737,141,57.9,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298109,17,1,1,1,3,cz26xwowfjp8ei14n9z2ac135,1,11.2,61.4,2022-10-23T14:02:14.086Z,2022-10-23T14:02:16Z,3866790003,212,15.8,3866790001,141,84.7,3866789997,56,Back,3866789999,140,11.2,3866790005,213,1.6,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298117,18,43,1,1,5,cz26xwowfjp8ei14n9z2ac135,1,0,0,2022-10-23T14:02:16.406Z,2022-10-23T14:02:19Z,3866790315,144,50,3866790039,56,Back,3866790041,285,0,,,,,,,,,,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298143,19,1,1,1,5,cz26xwowfjp8ei14n9z2ac135,0,12.3,85,2022-10-23T14:02:16.773Z,2022-10-23T14:02:18Z,3866790207,286,,3866790155,141,85.0,3866790195,236,,3866790151,56,Back,3866790201,233,14,3866790153,140,14.6,3866790159,213,0.0,3866790157,212,2.4,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298121,14,74,1,1,5,bsbugp9qfasrrtg55bf7evvwv,1,75.5,12.5,2022-10-23T14:02:16.774Z,2022-10-23T14:02:19Z,3866790057,285,,3866790055,56,Right,3866790249,233,19,,,,,,,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298137,15,49,1,1,6,bsbugp9qfasrrtg55bf7evvwv,1,84.3,9.5,2022-10-23T14:02:17.766Z,2022-10-23T14:02:17Z,,,,,,,,,,,,,,,,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298293,16,1,1,1,8,bsbugp9qfasrrtg55bf7evvwv,1,92.6,10.6,2022-10-23T14:02:19.783Z,2022-10-23T14:02:26Z,3866790879,213,3.0,3866790875,141,13.4,3866790873,140,81.2,3866790877,212,12.1,3866790871,56,Right,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298381,17,1,1,1,15,bsbugp9qfasrrtg55bf7evvwv,1,82.9,7.4,2022-10-23T14:02:26.038Z,2022-10-23T14:02:29Z,3866791201,212,11.1,3866791199,141,13.1,3866791197,140,73.0,3866791195,56,Right,3866791203,213,2.8,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298391,18,1,1,1,18,bsbugp9qfasrrtg55bf7evvwv,0,72.1,13.7,2022-10-23T14:02:29.414Z,2022-10-23T14:07:22Z,3866791251,212,10.3,3866791249,141,27.0,3866791245,56,Center,3866791247,140,76.8,3866791253,213,1.1,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298385,20,8,1,1,18,cz26xwowfjp8ei14n9z2ac135,1,21.4,64.6,2022-10-23T14:02:29.671Z,2022-10-23T14:02:29Z,3866791227,56,Back,,,,,,,,,,,,,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298411,21,49,1,1,20,cz26xwowfjp8ei14n9z2ac135,1,22.7,65.1,2022-10-23T14:02:31.030Z,2022-10-23T14:02:31Z,,,,,,,,,,,,,,,,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298443,22,1,1,1,20,cz26xwowfjp8ei14n9z2ac135,1,22.7,65.1,2022-10-23T14:02:31.134Z,2022-10-23T14:02:32Z,3866791509,56,Back,3866791515,212,3.5,3866791513,141,68.4,3866791511,140,25.2,3866791517,213,0.7,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298491,23,1,1,1,21,cz26xwowfjp8ei14n9z2ac135,1,27.1,69.9,2022-10-23T14:02:32.606Z,2022-10-23T14:02:34Z,3866791797,141,60.9,3866791795,140,31.2,3866791793,56,Back,3866791801,213,5.3,3866791799,212,7.5,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298531,24,1,1,1,23,cz26xwowfjp8ei14n9z2ac135,0,32.4,58.2,2022-10-23T14:02:34.749Z,2022-10-23T14:02:36Z,3866791991,1,,3866791979,140,60.4,3866791981,141,34.9,3866791977,56,Center,3866791987,213,5.8,3866791983,212,33.4,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298559,19,49,1,1,26,bsbugp9qfasrrtg55bf7evvwv,1,40.4,69.6,2022-10-23T14:02:37.750Z,2022-10-23T14:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298637,20,1,1,1,27,bsbugp9qfasrrtg55bf7evvwv,1,40.8,69.1,2022-10-23T14:02:38.230Z,2022-10-23T14:02:41Z,3866792443,141,75.4,3866792445,212,20.2,3866792439,56,Center,3866792441,140,59.6,3866792447,213,0.2,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298701,21,1,1,1,32,bsbugp9qfasrrtg55bf7evvwv,0,61.3,77.2,2022-10-23T14:02:43.062Z,2022-10-23T14:55:40Z,3866792747,141,76.1,3866792753,1,,3866792751,213,6.3,3866792743,56,Center,3866792745,140,100.0,3866792749,212,42.5,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298703,22,5,1,1,33,bsbugp9qfasrrtg55bf7evvwv,0,101.4,77.6,2022-10-23T14:02:44.006Z,2022-10-23T14:54:52Z,3866792815,233,25,3866792763,56,Center,3866792765,346,,,,,,,,,,,,,,,,,blbeuhuw60c2dkx2ofl0xp82c,T. Primmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476298693,25,5,1,1,33,cz26xwowfjp8ei14n9z2ac135,1,-1.4,22.4,2022-10-23T14:02:44.006Z,2022-10-23T14:02:45Z,3866792689,56,Back,3866792691,346,,3866792785,233,22,,,,,,,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299315,26,1,1,1,56,cz26xwowfjp8ei14n9z2ac135,1,5,37,2022-10-23T14:03:07.150Z,2022-10-23T14:03:13Z,3866795559,124,,3866795571,1,,3866795569,213,6.2,3866795563,140,50.5,3866795567,212,48.1,3866795575,74,,3866795565,141,29.4,3866795561,56,Center,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299345,27,1,1,2,2,cz26xwowfjp8ei14n9z2ac135,1,50.3,30.6,2022-10-23T14:03:13.134Z,2022-10-23T14:03:14Z,3866795701,213,3.3,3866795693,56,Back,3866795695,140,44.4,3866795699,212,6.3,3866795697,141,28.9,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299381,28,1,1,2,3,cz26xwowfjp8ei14n9z2ac135,1,44.2,28.8,2022-10-23T14:03:14.406Z,2022-10-23T14:03:15Z,3866795883,141,22.4,3866795885,212,16.5,3866795881,140,29.0,3866795887,213,3.4,3866795875,56,Back,,,,,,,,,,3539ai0d63d8hiq0e1nrptb3e,M. Filis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299431,29,1,1,2,4,cz26xwowfjp8ei14n9z2ac135,1,28.3,22.1,2022-10-23T14:03:15.741Z,2022-10-23T14:03:18Z,3866796119,212,10.6,3866796115,140,31.2,3866796113,56,Back,3866796121,213,5.0,3866796117,141,7.1,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299497,30,1,1,2,7,cz26xwowfjp8ei14n9z2ac135,1,31.5,8.6,2022-10-23T14:03:18.038Z,2022-10-23T14:03:21Z,3866796365,56,Back,3866796373,213,1.6,3866796369,141,17.3,3866796371,212,5.9,3866796367,140,31.2,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299503,31,50,1,2,10,cz26xwowfjp8ei14n9z2ac135,1,36.8,16.2,2022-10-23T14:03:21.060Z,2022-10-23T14:03:23Z,3866796393,56,Back,3866796605,233,23,3866796397,286,,,,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299525,23,7,1,2,10,bsbugp9qfasrrtg55bf7evvwv,1,63.2,83.8,2022-10-23T14:03:21.061Z,2022-10-23T14:03:23Z,3866796549,233,31,3866796471,56,Left,3866796475,285,,,,,,,,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299537,24,49,1,2,11,bsbugp9qfasrrtg55bf7evvwv,1,63.9,88.7,2022-10-23T14:03:22.805Z,2022-10-23T14:03:23Z,,,,,,,,,,,,,,,,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299639,25,3,1,2,16,bsbugp9qfasrrtg55bf7evvwv,0,77.2,84.5,2022-10-23T14:03:27.157Z,2022-10-23T14:03:29Z,3866797031,56,Left,3866797039,211,,3866797033,286,,,,,,,,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299729,32,49,1,2,21,cz26xwowfjp8ei14n9z2ac135,1,22.7,24.6,2022-10-23T14:03:32.174Z,2022-10-23T14:03:32Z,,,,,,,,,,,,,,,,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299781,33,1,1,2,21,cz26xwowfjp8ei14n9z2ac135,1,22.7,24.6,2022-10-23T14:03:32.398Z,2022-10-23T14:03:34Z,3866797629,56,Back,3866797637,213,5.4,3866797631,140,27.3,3866797635,212,7.8,3866797633,141,15.5,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476299817,34,1,1,2,23,cz26xwowfjp8ei14n9z2ac135,1,27.4,15.3,2022-10-23T14:03:34.381Z,2022-10-23T14:03:36Z,3866797829,213,3.3,3866797823,140,15.2,3866797825,141,13.2,3866797821,56,Back,3866797827,212,12.9,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
