id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value
2476527301,8,1,1,0,21,spi3g782q7m4evjxn1sv6cfa,1,61.4,34.8,2022-10-23T17:45:44.214Z,2022-10-23T17:45:45Z,3867985687,213,3.0,3867985683,141,39.1,3867985679,56,Back,3867985685,212,15.5,3867985681,140,46.9,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527361,9,1,1,0,22,spi3g782q7m4evjxn1sv6cfa,1,44.9,38.8,2022-10-23T17:45:45.702Z,2022-10-23T17:45:49Z,3867986035,212,18.1,3867986029,56,Back,3867986037,213,2.7,3867986033,141,51.2,3867986031,140,29.7,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527379,10,1,1,0,26,spi3g782q7m4evjxn1sv6cfa,1,31.6,54,2022-10-23T17:45:49.462Z,2022-10-23T17:45:51Z,3867986153,140,47.7,3867986157,212,33.2,3867986155,141,96.0,3867986161,1,,3867986151,56,Back,3867986159,213,1.0,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527385,11,61,1,0,28,spi3g782q7m4evjxn1sv6cfa,0,47.7,96,2022-10-23T17:45:51.542Z,2022-10-23T17:45:51Z,3867986185,56,Back,,,,,,,,,,,,,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527481,5,5,1,0,29,dcdnoyf6kzhj46iyfm7xq43fy,1,53.3,-1.7,2022-10-23T17:45:52.155Z,2022-10-23T17:48:02Z,3867986721,56,Right,3867986735,233,12,3867986723,347,,,,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527389,12,5,1,0,29,spi3g782q7m4evjxn1sv6cfa,0,46.7,101.7,2022-10-23T17:45:52.155Z,2022-10-23T19:39:51Z,3867986761,233,5,3867986205,347,,3867986203,56,Back,,,,,,,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527521,6,1,1,0,39,dcdnoyf6kzhj46iyfm7xq43fy,1,54.3,0,2022-10-23T17:46:02.787Z,2022-10-23T17:46:06Z,3867986965,107,,3867986971,141,8.2,3867986967,56,Right,3867986969,140,73.2,3867986973,212,21.0,3867986975,213,0.3,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527531,7,61,1,0,43,dcdnoyf6kzhj46iyfm7xq43fy,0,75,8.6,2022-10-23T17:46:06.746Z,2022-10-23T17:46:07Z,3867986999,56,Right,,,,,,,,,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527599,13,1,1,0,47,spi3g782q7m4evjxn1sv6cfa,1,29.5,70.6,2022-10-23T17:46:10.166Z,2022-10-23T17:46:12Z,3867987395,212,6.3,3867987389,56,Back,3867987391,140,31.8,3867987397,213,5.1,3867987393,141,62.0,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527607,14,1,1,0,49,spi3g782q7m4evjxn1sv6cfa,1,31.5,61.8,2022-10-23T17:46:12.405Z,2022-10-23T17:46:13Z,3867987445,140,13.3,3867987449,212,20.4,3867987451,213,3.5,3867987443,56,Back,3867987447,141,51.5,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527623,15,1,1,0,50,spi3g782q7m4evjxn1sv6cfa,1,13.3,51.5,2022-10-23T17:46:13.174Z,2022-10-23T17:46:15Z,3867987541,212,24.0,3867987537,140,18.2,3867987539,141,17.1,3867987543,213,4.9,3867987535,56,Back,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527645,16,1,1,0,52,spi3g782q7m4evjxn1sv6cfa,1,18.2,17.1,2022-10-23T17:46:15.014Z,2022-10-23T17:46:16Z,3867987705,140,3.2,3867987711,212,23.0,3867987709,141,41.8,3867987701,56,Back,3867987713,213,2.3,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527653,17,1,1,0,53,spi3g782q7m4evjxn1sv6cfa,0,3.2,41.8,2022-10-23T17:46:16.758Z,2022-10-23T17:46:17Z,3867987761,140,44.1,3867987769,1,,3867987767,213,0.2,3867987763,141,51.9,3867987757,157,,3867987759,56,Back,3867987765,212,43.5,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527679,8,44,1,0,54,dcdnoyf6kzhj46iyfm7xq43fy,1,60.4,43.5,2022-10-23T17:46:17.674Z,2022-10-23T17:46:46Z,3867990087,233,18,3867987901,286,,3867987899,56,Center,,,,,,,,,,,,,,,,cluv8to27h67l6upuanv59bai,L. Bance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527685,18,44,1,0,54,spi3g782q7m4evjxn1sv6cfa,0,39.6,56.5,2022-10-23T17:46:17.675Z,2022-10-23T17:46:46Z,3867987921,56,Back,3867990105,233,8,3867987923,285,,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528135,12,1,1,0,55,dcdnoyf6kzhj46iyfm7xq43fy,0,65.2,59.3,2022-10-23T17:46:18.970Z,2022-10-23T17:46:56Z,3867990751,141,57.3,3867990749,140,71.6,3867990747,56,Center,3867990753,212,6.9,3867990755,213,6.1,3867990745,3,,,,,,,,cluv8to27h67l6upuanv59bai,L. Bance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527701,19,49,1,0,57,spi3g782q7m4evjxn1sv6cfa,1,33.2,56.3,2022-10-23T17:46:20.753Z,2022-10-23T17:46:20Z,,,,,,,,,,,,,,,,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527829,20,1,1,1,0,spi3g782q7m4evjxn1sv6cfa,1,39.3,41.5,2022-10-23T17:46:23.478Z,2022-10-23T17:46:31Z,3867988821,155,,3867988829,212,51.2,3867988833,1,,3867988827,141,16.1,3867988823,56,Right,3867988831,213,5.9,3867988825,140,85.2,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527877,21,1,1,1,8,spi3g782q7m4evjxn1sv6cfa,1,89.1,17.7,2022-10-23T17:46:31.477Z,2022-10-23T17:46:34Z,3867989031,141,5.0,3867989033,212,15.0,3867989027,56,Right,3867989029,140,77.4,3867989035,213,3.8,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527913,22,1,1,1,11,spi3g782q7m4evjxn1sv6cfa,1,78.2,5.2,2022-10-23T17:46:34.038Z,2022-10-23T17:46:37Z,3867989287,140,64.3,3867989293,213,2.6,3867989291,212,16.9,3867989289,141,17.7,3867989285,56,Right,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527941,23,1,1,1,14,spi3g782q7m4evjxn1sv6cfa,1,64.3,17.7,2022-10-23T17:46:37.510Z,2022-10-23T17:46:39Z,3867989461,140,88.6,3867989459,56,Right,3867989467,213,6.1,3867989463,141,11.4,3867989465,212,25.9,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527953,24,1,1,1,16,spi3g782q7m4evjxn1sv6cfa,0,90.9,12.6,2022-10-23T17:46:39.334Z,2022-10-23T17:46:40Z,3867989537,140,87.7,3867989533,155,,3867989541,212,24.2,3867989543,213,1.7,3867989531,2,,3867989539,141,47.9,3867989535,56,Center,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527991,9,1,1,1,18,dcdnoyf6kzhj46iyfm7xq43fy,1,8.8,67.6,2022-10-23T17:46:41.027Z,2022-10-23T17:46:43Z,3867989797,157,,3867989805,141,82.6,3867989801,56,Back,3867989809,213,0.7,3867989811,1,,3867989807,212,15.6,3867989803,140,20.0,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476527997,10,49,1,1,20,dcdnoyf6kzhj46iyfm7xq43fy,1,22.8,86.9,2022-10-23T17:46:43.370Z,2022-10-23T17:46:43Z,,,,,,,,,,,,,,,,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528005,11,61,1,1,21,dcdnoyf6kzhj46iyfm7xq43fy,0,23,87.1,2022-10-23T17:46:44.226Z,2022-10-23T17:46:44Z,3867989877,56,Back,,,,,,,,,,,,,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528041,25,49,1,1,23,spi3g782q7m4evjxn1sv6cfa,1,71.4,20.4,2022-10-23T17:46:46.309Z,2022-10-23T17:46:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528089,26,1,1,1,24,spi3g782q7m4evjxn1sv6cfa,1,65.3,10.6,2022-10-23T17:46:47.925Z,2022-10-23T17:46:50Z,3867990417,213,3.0,3867990413,141,14.6,3867990409,56,Back,3867990415,212,19.5,3867990411,140,46.9,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528133,27,1,1,1,26,spi3g782q7m4evjxn1sv6cfa,1,46.9,14.6,2022-10-23T17:46:49.973Z,2022-10-23T17:46:52Z,3867990739,212,17.2,3867990735,140,41.2,3867990741,213,1.9,3867990733,56,Back,3867990737,141,38.3,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528179,28,1,1,1,29,spi3g782q7m4evjxn1sv6cfa,1,40.4,44.5,2022-10-23T17:46:52.902Z,2022-10-23T17:46:58Z,3867991031,213,4.8,3867991025,140,42.5,3867991027,141,16.7,3867991023,56,Back,3867991029,212,19.0,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528227,29,1,1,1,34,spi3g782q7m4evjxn1sv6cfa,0,50.7,17.9,2022-10-23T17:46:57.909Z,2022-10-23T17:47:01Z,3867991255,140,94.0,3867991261,213,6.2,3867991253,56,Right,3867991257,141,15.0,3867991263,1,,3867991259,212,45.5,3867991251,155,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528231,13,49,1,1,39,dcdnoyf6kzhj46iyfm7xq43fy,1,9.2,86.9,2022-10-23T17:47:02.370Z,2022-10-23T17:47:02Z,,,,,,,,,,,,,,,,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528247,14,1,1,1,39,dcdnoyf6kzhj46iyfm7xq43fy,0,9.2,86.9,2022-10-23T17:47:02.679Z,2022-10-23T17:47:04Z,3867991379,212,12.9,3867991377,141,100.0,3867991373,56,Back,3867991375,140,16.7,3867991381,213,0.9,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528249,15,5,1,1,40,dcdnoyf6kzhj46iyfm7xq43fy,0,17.4,102,2022-10-23T17:47:03.996Z,2022-10-23T17:47:13Z,3867991925,233,30,3867991383,56,Back,3867991385,347,,,,,,,,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528329,30,5,1,1,40,spi3g782q7m4evjxn1sv6cfa,1,82.6,-2,2022-10-23T17:47:03.996Z,2022-10-23T19:39:51Z,3867991891,347,,3867991917,233,15,3867991889,56,Right,,,,,,,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528375,31,1,1,1,49,spi3g782q7m4evjxn1sv6cfa,1,81.9,0,2022-10-23T17:47:12.565Z,2022-10-23T17:47:16Z,3867992123,212,10.9,3867992115,107,,3867992121,141,11.1,3867992119,140,74.9,3867992125,213,2.3,3867992117,56,Right,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528383,32,1,1,1,53,spi3g782q7m4evjxn1sv6cfa,1,75.3,8.9,2022-10-23T17:47:16.181Z,2022-10-23T17:47:17Z,3867992175,141,18.2,3867992171,56,Right,3867992179,213,2.3,3867992177,212,8.5,3867992173,140,69.9,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528403,33,1,1,1,54,spi3g782q7m4evjxn1sv6cfa,1,69.9,18.2,2022-10-23T17:47:17.381Z,2022-10-23T17:47:20Z,3867992327,56,Right,3867992335,213,3.7,3867992329,140,58.6,3867992331,141,6.5,3867992333,212,14.3,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528437,34,1,1,1,57,spi3g782q7m4evjxn1sv6cfa,1,57.1,7.6,2022-10-23T17:47:20.341Z,2022-10-23T17:47:25Z,3867992525,212,22.6,3867992519,140,41.3,3867992527,213,2.4,3867992523,141,30.1,3867992515,56,Back,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528455,35,1,1,2,2,spi3g782q7m4evjxn1sv6cfa,1,42.6,36.4,2022-10-23T17:47:25.317Z,2022-10-23T17:47:27Z,3867992623,56,Back,3867992627,141,73.6,3867992625,140,39.8,3867992631,213,1.7,3867992629,212,25.5,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528477,36,1,1,2,4,spi3g782q7m4evjxn1sv6cfa,1,39.8,73.8,2022-10-23T17:47:27.749Z,2022-10-23T17:47:31Z,3867992739,1,,3867992731,140,34.9,3867992737,213,4.6,3867992733,141,23.4,3867992735,212,34.7,3867992729,56,Back,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528519,37,1,1,2,8,spi3g782q7m4evjxn1sv6cfa,1,36.5,23,2022-10-23T17:47:31.349Z,2022-10-23T17:47:36Z,3867993001,56,Back,3867993009,213,1.7,3867993003,140,35.3,3867993007,212,10.7,3867993005,141,38.6,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528545,38,1,1,2,13,spi3g782q7m4evjxn1sv6cfa,1,34.7,41.8,2022-10-23T17:47:36.293Z,2022-10-23T17:47:39Z,3867993215,141,64.5,3867993217,212,15.4,3867993213,140,34.7,3867993211,56,Back,3867993219,213,1.6,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528573,39,1,1,2,16,spi3g782q7m4evjxn1sv6cfa,1,34.6,63.4,2022-10-23T17:47:39.269Z,2022-10-23T17:47:43Z,3867993437,141,66.0,3867993441,213,0.1,3867993433,56,Center,3867993435,140,52.3,3867993439,212,18.7,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528565,16,45,1,2,20,dcdnoyf6kzhj46iyfm7xq43fy,0,44.3,30.2,2022-10-23T17:47:43.434Z,2022-10-23T17:47:45Z,3867993515,233,40,3867993385,56,Back,3867993387,285,,,,,,,,,,,,,,,,,cluv8to27h67l6upuanv59bai,L. Bance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528581,40,3,1,2,20,spi3g782q7m4evjxn1sv6cfa,1,55.7,69.8,2022-10-23T17:47:43.434Z,2022-10-23T17:48:14Z,3867993481,286,,3867993497,233,16,3867993479,56,Center,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528599,41,1,1,2,21,spi3g782q7m4evjxn1sv6cfa,1,57.9,70.6,2022-10-23T17:47:44.533Z,2022-10-23T17:48:17Z,3867993605,212,24.4,3867993607,213,5.9,3867993603,141,57.8,3867993601,140,79.6,3867993599,56,Center,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476528623,42,1,1,2,23,spi3g782q7m4evjxn1sv6cfa,0,79.4,57.8,2022-10-23T17:47:46.197Z,2022-10-23T17:47:48Z,3867993729,140,86.5,3867993733,212,16.8,3867993735,213,1.1,3867993731,141,79.9,3867993727,56,Left,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
