id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2519233739,7,1,1,0,13,7kt37xy93vjy6wac8vq6fqz3g,0,47.5,15.2,2023-03-12T15:00:19.242Z,2023-03-12T15:00:19Z,4093069193,213,3.5,4093069191,212,2.7,4093069189,141,13.8,4093069187,140,45.1,4093069185,56,Back,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233743,5,49,1,0,14,28u3q82ip96ahymkup01vfxli,1,54.6,83.3,2023-03-12T15:00:20.498Z,2023-03-12T15:00:20Z,,,,,,,,,,,,,,,,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233775,6,1,1,0,15,28u3q82ip96ahymkup01vfxli,1,54.6,83.3,2023-03-12T15:00:20.995Z,2023-03-12T15:00:26Z,4093069365,140,63.3,4093069367,141,92.1,4093069369,212,10.9,4093069371,213,0.6,4093069363,56,Left,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233777,7,61,1,0,19,28u3q82ip96ahymkup01vfxli,0,63.5,92.6,2023-03-12T15:00:24.978Z,2023-03-12T15:00:31Z,4093069377,56,Left,,,,,,,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233787,8,5,1,0,20,28u3q82ip96ahymkup01vfxli,0,65.5,102,2023-03-12T15:00:25.727Z,2023-03-12T15:08:16Z,4093069417,56,Left,4093069477,233,8,4093069419,347,,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233795,8,5,1,0,20,7kt37xy93vjy6wac8vq6fqz3g,1,34.5,-2,2023-03-12T15:00:25.727Z,2023-03-12T15:00:33Z,4093069473,233,8,4093069451,347,,4093069449,56,Back,,,,,,,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233819,9,1,1,0,23,7kt37xy93vjy6wac8vq6fqz3g,1,34.2,0,2023-03-12T15:00:29.158Z,2023-03-12T15:00:34Z,4093069581,56,Back,4093069583,140,12.8,4093069585,141,12.9,4093069591,1,,4093069589,213,2.7,4093069579,107,,4093069587,212,24.6,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233827,10,1,1,0,28,7kt37xy93vjy6wac8vq6fqz3g,1,13,12.9,2023-03-12T15:00:34.110Z,2023-03-12T15:00:36Z,4093069645,213,1.9,4093069641,141,41.5,4093069643,212,20.8,4093069639,140,6.1,4093069637,56,Back,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233837,11,1,1,0,30,7kt37xy93vjy6wac8vq6fqz3g,1,4.1,41.8,2023-03-12T15:00:36.534Z,2023-03-12T15:00:38Z,4093069705,213,1.7,4093069701,141,52.1,4093069699,140,3.2,4093069697,56,Back,4093069703,212,7.1,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233851,12,1,1,0,32,7kt37xy93vjy6wac8vq6fqz3g,1,3.4,49.9,2023-03-12T15:00:38.079Z,2023-03-12T15:00:39Z,4093069793,213,4.9,4093069785,56,Back,4093069791,212,5.0,4093069789,141,42.7,4093069787,140,4.4,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233877,13,1,1,0,34,7kt37xy93vjy6wac8vq6fqz3g,1,4.3,42.7,2023-03-12T15:00:39.679Z,2023-03-12T15:00:44Z,4093069931,56,Back,4093069933,140,10.4,4093069937,212,18.4,4093069939,213,5.1,4093069935,141,17.3,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233885,14,1,1,0,38,7kt37xy93vjy6wac8vq6fqz3g,0,10.2,11.9,2023-03-12T15:00:44.022Z,2023-03-12T15:00:46Z,4093070003,56,Center,4093070001,155,,4093070011,213,0.2,4093070005,140,59.5,4093070013,1,,4093070007,141,25.5,4093070009,212,52.6,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233901,9,49,1,0,43,28u3q82ip96ahymkup01vfxli,1,42,82.6,2023-03-12T15:00:48.914Z,2023-03-12T15:00:49Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233969,10,1,1,0,47,28u3q82ip96ahymkup01vfxli,1,39.2,77.2,2023-03-12T15:00:53.149Z,2023-03-12T15:00:57Z,4093070391,213,1.1,4093070389,212,8.4,4093070387,141,88.3,4093070385,140,42.8,4093070383,56,Back,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519233983,11,1,1,0,51,28u3q82ip96ahymkup01vfxli,0,43.1,89.1,2023-03-12T15:00:57.210Z,2023-03-12T15:00:59Z,4093070471,212,33.7,4093070463,155,,4093070475,1,,4093070465,56,Left,4093070473,213,6.2,4093070467,140,75.1,4093070469,141,85.0,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234007,15,12,1,0,54,7kt37xy93vjy6wac8vq6fqz3g,1,28,19.5,2023-03-12T15:00:59.951Z,2023-03-12T15:01:02Z,4093070541,141,0.0,4093070543,212,17.3,4093070545,213,5.3,4093070539,140,37.2,4093070561,167,,4093070537,56,Back,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234147,12,5,1,0,55,28u3q82ip96ahymkup01vfxli,1,60.1,101.8,2023-03-12T15:01:01.098Z,2023-03-12T15:01:17Z,4093071201,56,Left,4093071227,233,16,4093071203,347,,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234009,16,5,1,0,55,7kt37xy93vjy6wac8vq6fqz3g,0,39.9,-1.8,2023-03-12T15:01:01.098Z,2023-03-12T15:08:16Z,4093070551,56,Back,4093070553,347,,4093071231,233,12,,,,,,,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234165,13,1,1,1,11,28u3q82ip96ahymkup01vfxli,1,57.4,100,2023-03-12T15:01:17.355Z,2023-03-12T15:01:19Z,4093071327,213,5.8,4093071307,107,,4093071323,212,14.6,4093071315,140,69.6,4093071311,56,Left,4093071319,141,91.8,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234189,14,1,1,1,13,28u3q82ip96ahymkup01vfxli,1,69.6,91.8,2023-03-12T15:01:19.314Z,2023-03-12T15:01:20Z,4093071449,212,3.2,4093071439,140,66.6,4093071433,56,Left,4093071453,213,3.3,4093071443,141,91.2,,,,,,,,,,2xphfksgb05a8z4e9328mywvd,R. Siemsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234233,15,1,1,1,15,28u3q82ip96ahymkup01vfxli,0,66.6,91.2,2023-03-12T15:01:20.634Z,2023-03-12T15:01:27Z,4093071675,140,69.0,4093071681,213,5.8,4093071677,141,89.3,4093071679,212,2.8,4093071673,56,Left,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234209,17,49,1,1,16,7kt37xy93vjy6wac8vq6fqz3g,1,31.7,9.4,2023-03-12T15:01:22.015Z,2023-03-12T15:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234227,18,1,1,1,16,7kt37xy93vjy6wac8vq6fqz3g,1,31.7,9.4,2023-03-12T15:01:22.145Z,2023-03-12T15:01:23Z,4093071653,212,9.0,4093071649,141,12.0,4093071647,140,23.3,4093071659,213,2.9,4093071645,56,Back,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234263,19,1,1,1,17,7kt37xy93vjy6wac8vq6fqz3g,1,23.3,12,2023-03-12T15:01:23.199Z,2023-03-12T15:01:27Z,4093071851,155,,4093071853,56,Back,4093071855,140,38.8,4093071859,212,16.3,4093071857,141,11.7,4093071861,213,6.3,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234235,16,43,1,1,17,28u3q82ip96ahymkup01vfxli,1,0,0,2023-03-12T15:01:23.234Z,2023-03-12T15:01:27Z,4093071689,56,Left,4093071849,144,61,,,,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234267,20,1,1,1,23,7kt37xy93vjy6wac8vq6fqz3g,0,38.6,11.9,2023-03-12T15:01:29.022Z,2023-03-12T15:05:18Z,4093072077,233,17,4093071873,140,36.6,4093072075,236,,4093071871,56,Back,4093072081,286,,4093071879,213,3.3,4093071877,212,2.1,4093071875,141,11.4,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234301,17,74,1,1,23,28u3q82ip96ahymkup01vfxli,1,53.3,71.8,2023-03-12T15:01:29.023Z,2023-03-12T15:08:13Z,4093072019,56,Center,4093072021,285,,4093072093,233,20,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234323,21,43,1,1,24,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2023-03-12T15:01:30.431Z,2023-03-12T15:05:25Z,4093072143,213,3.3,4093072141,212,64.7,4093072135,56,Back,4093085707,1,0,4093072137,140,39.7,4093091827,144,1,4093072139,141,27.6,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234335,22,1,1,1,25,7kt37xy93vjy6wac8vq6fqz3g,1,41.3,28.8,2023-03-12T15:01:31.214Z,2023-03-12T15:05:22Z,4093072221,141,46.1,4093072225,213,1.2,4093072223,212,12.8,4093072217,56,Back,4093072219,140,46.2,,,,,,,,,,9x4qkir5sofsdi6jf3qdnvgx6,H. Bennison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234365,23,1,1,1,27,7kt37xy93vjy6wac8vq6fqz3g,0,46.2,48.1,2023-03-12T15:01:32.774Z,2023-03-12T15:01:36Z,4093072359,141,79.9,4093072363,213,0.8,4093072357,140,65.1,4093072355,56,Left,4093072361,212,29.3,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234399,18,49,1,1,33,28u3q82ip96ahymkup01vfxli,1,30.6,21.8,2023-03-12T15:01:39.194Z,2023-03-12T15:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234417,19,1,1,1,33,28u3q82ip96ahymkup01vfxli,1,30.6,21.8,2023-03-12T15:01:39.515Z,2023-03-12T15:01:40Z,4093072651,56,Back,4093072653,140,13.4,4093072659,213,2.7,4093072657,212,19.8,4093072655,141,33.6,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234453,20,1,1,1,35,28u3q82ip96ahymkup01vfxli,0,13.4,33.6,2023-03-12T15:01:40.882Z,2023-03-12T15:01:45Z,4093072855,157,,4093072871,1,,4093072857,56,Center,4093072859,140,79.5,4093072865,141,23.4,4093072869,213,6.2,4093072867,212,69.8,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234533,24,1,1,1,43,7kt37xy93vjy6wac8vq6fqz3g,1,27.4,86.6,2023-03-12T15:01:49.143Z,2023-03-12T15:01:51Z,4093073261,213,4.1,4093073253,140,10.8,4093073257,212,31.5,4093073251,56,Back,4093073255,141,48.1,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234543,25,1,1,1,45,7kt37xy93vjy6wac8vq6fqz3g,1,12.6,48.5,2023-03-12T15:01:51.295Z,2023-03-12T15:01:52Z,4093073323,56,Back,4093073327,141,37.6,4093073331,213,5.7,4093073329,212,12.7,4093073325,140,22.4,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234575,26,1,1,1,46,7kt37xy93vjy6wac8vq6fqz3g,1,22.4,37.6,2023-03-12T15:01:52.534Z,2023-03-12T15:01:55Z,4093073471,140,14.6,4093073473,141,42.8,4093073469,56,Back,4093073477,213,2.7,4093073475,212,8.9,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234621,27,1,1,1,49,7kt37xy93vjy6wac8vq6fqz3g,1,13.9,45.5,2023-03-12T15:01:54.942Z,2023-03-12T15:01:58Z,4093073723,141,88.0,4093073719,56,Back,4093073721,140,20.2,4093073727,213,1.3,4093073725,212,29.6,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234651,28,1,1,1,52,7kt37xy93vjy6wac8vq6fqz3g,1,20.8,85.7,2023-03-12T15:01:58.014Z,2023-03-12T15:02:01Z,4093073911,140,32.4,4093073913,141,93.0,4093073909,56,Back,4093073915,212,13.2,4093073917,213,0.4,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234663,29,1,1,1,55,7kt37xy93vjy6wac8vq6fqz3g,1,31.6,93,2023-03-12T15:02:01.438Z,2023-03-12T15:02:02Z,4093073993,213,3.3,4093073985,56,Back,4093073987,140,18.5,4093073991,212,14.0,4093073989,141,89.4,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234671,30,1,1,1,57,7kt37xy93vjy6wac8vq6fqz3g,0,14.8,86.5,2023-03-12T15:02:02.767Z,2023-03-12T15:02:03Z,4093074017,56,Back,4093074019,140,21.5,4093074023,212,7.2,4093074025,213,6.1,4093074021,141,84.1,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234675,21,61,1,1,57,28u3q82ip96ahymkup01vfxli,1,73.5,18.6,2023-03-12T15:02:03.290Z,2023-03-12T15:02:03Z,4093074037,56,Right,,,,,,,,,,,,,,,,,,,,,,2xphfksgb05a8z4e9328mywvd,R. Siemsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234739,22,49,1,2,1,28u3q82ip96ahymkup01vfxli,1,66.6,9.8,2023-03-12T15:02:07.418Z,2023-03-12T15:02:07Z,,,,,,,,,,,,,,,,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234763,23,3,1,2,3,28u3q82ip96ahymkup01vfxli,0,66.8,6.8,2023-03-12T15:02:08.770Z,2023-03-12T15:02:11Z,4093074513,56,Right,4093074515,286,,4093074719,233,31,,,,,,,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234789,31,7,1,2,3,7kt37xy93vjy6wac8vq6fqz3g,1,33.2,93.2,2023-03-12T15:02:08.771Z,2023-03-12T15:02:11Z,4093074697,233,23,4093074647,56,Back,4093074649,285,,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234795,32,49,1,2,5,7kt37xy93vjy6wac8vq6fqz3g,1,38.1,90.8,2023-03-12T15:02:10.862Z,2023-03-12T15:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519234899,33,1,1,2,6,7kt37xy93vjy6wac8vq6fqz3g,1,40.9,95.9,2023-03-12T15:02:12.127Z,2023-03-12T15:02:17Z,4093075193,141,79.6,4093075189,56,Left,4093075191,140,57.7,4093075197,213,5.7,4093075195,212,20.8,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235047,34,1,1,2,11,7kt37xy93vjy6wac8vq6fqz3g,1,38.9,72.4,2023-03-12T15:02:17.359Z,2023-03-12T15:02:27Z,4093076005,213,4.3,4093075999,140,29.2,4093076001,141,38.2,4093075997,56,Back,4093076003,212,25.4,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235111,35,1,1,2,19,7kt37xy93vjy6wac8vq6fqz3g,1,29.2,38.2,2023-03-12T15:02:24.911Z,2023-03-12T15:54:26Z,4093076383,1,,4093076373,56,Right,4093076379,212,39.9,4093076377,141,3.1,4093076381,213,5.6,4093076375,140,59.6,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519235129,36,1,1,2,21,7kt37xy93vjy6wac8vq6fqz3g,1,51,7.1,2023-03-12T15:02:26.982Z,2023-03-12T15:54:27Z,4093076473,140,63.8,4093076471,56,Right,4093076475,141,12.6,4093076479,213,0.3,4093076477,212,14.0,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
