id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist
2517310179,10,1,1,0,19,dcdnoyf6kzhj46iyfm7xq43fy,0,43.5,75,2023-03-08T19:30:21.138Z,2023-03-08T19:30:23Z,4082897433,213,1.2,4082897429,141,100.0,4082897431,212,19.1,4082897427,140,49.6,4082897425,56,Back,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310235,3,5,1,0,20,spi3g782q7m4evjxn1sv6cfa,1,49.5,-1.2,2023-03-08T19:30:22.508Z,2023-03-08T19:30:33Z,4082897735,56,Back,4082897751,233,11,4082897737,347,,,,,,,,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310185,11,5,1,0,20,dcdnoyf6kzhj46iyfm7xq43fy,0,50.5,101.2,2023-03-08T19:30:22.508Z,2023-03-08T20:15:16Z,4082897459,347,,4082897755,233,3,4082897457,56,Left,,,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310263,4,1,1,0,31,spi3g782q7m4evjxn1sv6cfa,1,16,0,2023-03-08T19:30:33.067Z,2023-03-08T19:30:40Z,4082897953,213,1.9,4082897949,141,37.7,4082897947,140,6.7,4082897955,1,,4082897943,107,,4082897951,212,28.3,4082897945,56,Back,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310275,5,1,1,0,40,spi3g782q7m4evjxn1sv6cfa,1,11.4,47.6,2023-03-08T19:30:42.027Z,2023-03-08T19:30:43Z,4082897993,212,23.7,4082897995,213,0.7,4082897991,141,69.0,4082897987,56,Back,4082897989,140,29.2,,,,,,,,,,6xrzl8rljlz8zmlaj69qqktlh,Z. Mušović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310297,6,1,1,0,41,spi3g782q7m4evjxn1sv6cfa,1,25,66,2023-03-08T19:30:43.187Z,2023-03-08T19:30:47Z,4082898119,212,11.2,4082898113,56,Back,4082898121,213,4.8,4082898117,141,49.6,4082898115,140,26.1,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310327,7,1,1,0,45,spi3g782q7m4evjxn1sv6cfa,1,37.6,28.6,2023-03-08T19:30:47.251Z,2023-03-08T19:30:51Z,4082898295,141,59.1,4082898297,212,20.8,4082898291,56,Back,4082898293,140,35.7,4082898299,213,1.7,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310355,8,1,1,0,49,spi3g782q7m4evjxn1sv6cfa,1,34.8,62.7,2023-03-08T19:30:51.251Z,2023-03-08T19:30:55Z,4082898451,212,16.2,4082898445,56,Back,4082898449,141,84.4,4082898453,213,1.1,4082898447,140,41.1,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310395,9,1,1,0,53,spi3g782q7m4evjxn1sv6cfa,1,45,79,2023-03-08T19:30:55.042Z,2023-03-08T19:30:58Z,4082898641,213,3.8,4082898635,140,31.4,4082898633,56,Back,4082898637,141,62.9,4082898639,212,18.0,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310421,10,1,1,0,56,spi3g782q7m4evjxn1sv6cfa,1,32.8,63.6,2023-03-08T19:30:58.435Z,2023-03-08T19:31:02Z,4082898785,212,19.6,4082898779,56,Back,4082898783,141,35.4,4082898787,213,4.9,4082898781,140,36.7,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310441,11,1,1,1,0,spi3g782q7m4evjxn1sv6cfa,1,41.4,38,2023-03-08T19:31:02.451Z,2023-03-08T19:31:04Z,4082898891,56,Back,4082898893,140,37.0,4082898899,213,2.1,4082898895,141,48.8,4082898897,212,8.7,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310481,12,1,1,1,3,spi3g782q7m4evjxn1sv6cfa,1,28.9,61.7,2023-03-08T19:31:04.819Z,2023-03-08T19:31:10Z,4082899115,140,33.8,4082899117,141,80.3,4082899121,213,1.2,4082899119,212,13.7,4082899113,56,Back,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310525,13,1,1,1,8,spi3g782q7m4evjxn1sv6cfa,1,42.8,73.9,2023-03-08T19:31:10.659Z,2023-03-08T19:31:16Z,4082899369,56,Back,4082899371,140,39.1,4082899377,213,4.6,4082899373,141,31.6,4082899375,212,29.0,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310597,14,1,1,1,14,spi3g782q7m4evjxn1sv6cfa,1,52.7,24.4,2023-03-08T19:31:16.595Z,2023-03-08T19:31:25Z,4082899773,213,2.3,4082899769,141,49.9,4082899771,212,23.1,4082899767,140,38.1,4082899765,56,Back,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310619,15,1,1,1,23,spi3g782q7m4evjxn1sv6cfa,1,43.4,54.9,2023-03-08T19:31:24.915Z,2023-03-08T19:31:28Z,4082899885,140,52.1,4082899883,56,Center,4082899891,213,0.8,4082899887,141,67.5,4082899889,212,12.5,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310627,16,1,1,1,27,spi3g782q7m4evjxn1sv6cfa,1,46.5,66.7,2023-03-08T19:31:28.883Z,2023-03-08T19:31:29Z,4082899939,212,14.4,4082899937,141,64.8,4082899933,56,Back,4082899935,140,32.8,4082899941,213,3.2,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310643,17,1,1,1,28,spi3g782q7m4evjxn1sv6cfa,1,32.1,64.2,2023-03-08T19:31:29.835Z,2023-03-08T19:31:32Z,4082900011,56,Back,4082900013,140,37.7,4082900019,213,0.4,4082900015,141,67.6,4082900017,212,6.3,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310683,18,1,1,1,30,spi3g782q7m4evjxn1sv6cfa,1,43.5,68.4,2023-03-08T19:31:31.963Z,2023-03-08T19:31:35Z,4082900217,212,24.1,4082900215,141,91.5,4082900213,140,60.9,4082900219,213,0.7,4082900211,56,Left,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310703,19,1,1,1,34,spi3g782q7m4evjxn1sv6cfa,1,62.3,90.8,2023-03-08T19:31:35.812Z,2023-03-08T19:31:38Z,4082900305,141,91.5,4082900303,140,55.8,4082900307,212,6.8,4082900309,213,3.1,4082900301,56,Left,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310737,20,1,1,1,36,spi3g782q7m4evjxn1sv6cfa,1,48,90.9,2023-03-08T19:31:38.675Z,2023-03-08T19:31:44Z,4082900513,141,57.6,4082900515,212,25.4,4082900509,56,Back,4082900511,140,37.1,4082900517,213,4.2,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310743,21,1,1,1,43,spi3g782q7m4evjxn1sv6cfa,1,37.3,57.6,2023-03-08T19:31:45.195Z,2023-03-08T19:31:46Z,4082900567,213,0.5,4082900569,1,,4082900561,140,65.8,4082900559,56,Left,4082900565,212,34.9,4082900563,141,83.9,4082900557,155,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310753,22,1,1,1,45,spi3g782q7m4evjxn1sv6cfa,1,67.5,88,2023-03-08T19:31:46.843Z,2023-03-08T19:31:50Z,4082900621,141,75.3,4082900623,212,16.4,4082900619,140,80.8,4082900625,213,5.7,4082900617,56,Center,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310761,23,1,1,1,49,spi3g782q7m4evjxn1sv6cfa,1,85.9,72,2023-03-08T19:31:50.739Z,2023-03-08T19:31:52Z,4082900673,56,Left,4082900679,141,86.2,4082900687,213,2.6,4082900683,212,18.6,4082900675,140,70.8,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310783,24,1,1,1,50,spi3g782q7m4evjxn1sv6cfa,1,70.7,86.3,2023-03-08T19:31:52.651Z,2023-03-08T19:31:56Z,4082900817,140,84.8,4082900815,56,Left,4082900819,141,92.9,4082900823,213,0.3,4082900821,212,15.5,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310811,25,1,1,1,54,spi3g782q7m4evjxn1sv6cfa,1,93.6,84.8,2023-03-08T19:31:56.363Z,2023-03-08T19:32:02Z,4082900989,140,95.6,4082900997,1,,4082900987,56,Center,4082900991,141,29.4,4082900983,2,,4082900995,213,4.8,4082900993,212,37.7,4082900985,155,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310819,26,1,1,2,0,spi3g782q7m4evjxn1sv6cfa,0,96.1,20.9,2023-03-08T19:32:01.988Z,2023-03-08T19:32:04Z,4082901109,233,12,4082901051,141,19.4,4082901107,236,,4082901113,286,,4082901053,212,5.0,4082901049,140,91.4,4082901047,56,Right,4082901055,213,3.3,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310825,12,74,1,2,0,dcdnoyf6kzhj46iyfm7xq43fy,1,14.2,90.6,2023-03-08T19:32:01.989Z,2023-03-08T20:15:43Z,4082901127,233,26,4082901077,56,Back,4082901079,285,,,,,,,,,,,,,,,,,6038cudzzp36z0gsb621fp3sa,B. Visalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310831,13,49,1,2,2,dcdnoyf6kzhj46iyfm7xq43fy,1,14.2,90.6,2023-03-08T19:32:04.650Z,2023-03-08T19:32:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6038cudzzp36z0gsb621fp3sa,B. Visalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310837,14,61,1,2,4,dcdnoyf6kzhj46iyfm7xq43fy,0,19.3,93.3,2023-03-08T19:32:06.010Z,2023-03-08T19:32:06Z,4082901149,56,Back,,,,,,,,,,,,,,,,,,,,,,6038cudzzp36z0gsb621fp3sa,B. Visalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310845,15,5,1,2,4,dcdnoyf6kzhj46iyfm7xq43fy,0,24.4,101.4,2023-03-08T19:32:06.252Z,2023-03-08T20:15:17Z,4082901353,233,27,4082901197,56,Back,4082901199,347,,,,,,,,,,,,,,,,,6038cudzzp36z0gsb621fp3sa,B. Visalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310869,27,5,1,2,4,spi3g782q7m4evjxn1sv6cfa,1,75.6,-1.4,2023-03-08T19:32:06.252Z,2023-03-08T19:32:13Z,4082901317,56,Right,4082901319,347,,4082901347,233,15,,,,,,,,,,,,,,,,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310877,28,1,1,2,10,spi3g782q7m4evjxn1sv6cfa,1,73.2,0,2023-03-08T19:32:12.572Z,2023-03-08T19:32:13Z,4082901373,140,66.1,4082901375,141,17.7,4082901369,107,,4082901379,213,2.1,4082901371,56,Right,4082901377,212,14.6,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310889,29,1,1,2,12,spi3g782q7m4evjxn1sv6cfa,1,66.1,17.7,2023-03-08T19:32:13.844Z,2023-03-08T19:32:15Z,4082901475,141,10.3,4082901473,140,63.0,4082901477,212,6.0,4082901479,213,4.1,4082901471,56,Right,,,,,,,,,,1tbavyz1q1hq1fqcoc3gijutx,M. Leupolz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310901,30,1,1,2,13,spi3g782q7m4evjxn1sv6cfa,1,62.2,10.7,2023-03-08T19:32:15.564Z,2023-03-08T19:32:18Z,4082901551,213,3.2,4082901549,212,14.8,4082901543,56,Back,4082901547,141,9.4,4082901545,140,48.1,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310913,31,1,1,2,16,spi3g782q7m4evjxn1sv6cfa,1,44.4,16.2,2023-03-08T19:32:18.356Z,2023-03-08T19:32:21Z,4082901615,56,Back,4082901617,140,38.4,4082901621,212,22.4,4082901623,213,1.9,4082901619,141,47.8,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310921,32,1,1,2,20,spi3g782q7m4evjxn1sv6cfa,1,44.1,51.5,2023-03-08T19:32:21.844Z,2023-03-08T19:32:23Z,4082901675,212,16.2,4082901673,141,58.5,4082901677,213,0.3,4082901669,56,Center,4082901671,140,58.8,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310935,33,1,1,2,22,spi3g782q7m4evjxn1sv6cfa,1,58.4,59,2023-03-08T19:32:23.780Z,2023-03-08T19:32:26Z,4082901755,56,Center,4082901761,212,13.9,4082901757,140,50.2,4082901763,213,2.2,4082901759,141,75.0,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310963,34,1,1,2,24,spi3g782q7m4evjxn1sv6cfa,1,48.6,79.7,2023-03-08T19:32:26.180Z,2023-03-08T19:32:30Z,4082901901,212,9.7,4082901897,140,52.7,4082901899,141,66.9,4082901903,213,5.2,4082901895,56,Center,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517310999,35,1,1,2,28,spi3g782q7m4evjxn1sv6cfa,1,53.1,67.5,2023-03-08T19:32:29.948Z,2023-03-08T19:32:34Z,4082902099,212,30.2,4082902097,141,91.7,4082902101,213,0.6,4082902093,56,Left,4082902095,140,77.2,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517311001,36,1,1,2,32,spi3g782q7m4evjxn1sv6cfa,0,73.8,88.1,2023-03-08T19:32:34.132Z,2023-03-08T19:32:36Z,4082902215,233,16,4082902213,236,,4082902111,212,6.5,4082902105,56,Left,4082902109,141,88.0,4082902219,286,,4082902107,140,80.0,4082902113,213,6.3,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517311017,16,74,1,2,32,dcdnoyf6kzhj46iyfm7xq43fy,1,44.1,11.4,2023-03-08T19:32:34.133Z,2023-03-08T20:15:44Z,4082902183,56,Back,4082902223,233,36,4082902185,285,,,,,,,,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517311015,37,61,1,2,33,spi3g782q7m4evjxn1sv6cfa,1,80,88,2023-03-08T19:32:35.705Z,2023-03-08T19:32:35Z,4082902181,56,Left,,,,,,,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517311031,17,1,1,2,36,dcdnoyf6kzhj46iyfm7xq43fy,0,44.9,12.3,2023-03-08T19:32:37.754Z,2023-03-08T19:32:38Z,4082902257,141,14.0,4082902255,140,45.5,4082902261,213,1.1,4082902259,212,1.3,4082902253,56,Back,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517311047,38,1,1,2,38,spi3g782q7m4evjxn1sv6cfa,1,68.1,82,2023-03-08T19:32:40.132Z,2023-03-08T19:32:45Z,4082902349,141,72.3,4082902353,213,5.3,4082902347,140,72.2,4082902351,212,7.9,4082902345,56,Center,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517311059,39,1,1,2,39,spi3g782q7m4evjxn1sv6cfa,0,72.2,72.4,2023-03-08T19:32:41.252Z,2023-03-08T19:32:42Z,4082902419,141,80.8,4082902423,213,0.9,4082902421,212,7.2,4082902417,140,76.4,4082902415,56,Left,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517311107,40,1,1,2,45,spi3g782q7m4evjxn1sv6cfa,1,81.7,82.6,2023-03-08T19:32:47.332Z,2023-03-08T19:32:48Z,4082902685,141,81.4,4082902687,212,13.5,4082902681,56,Left,4082902689,213,3.2,4082902683,140,68.9,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517311117,41,1,1,2,46,spi3g782q7m4evjxn1sv6cfa,1,67.6,80.6,2023-03-08T19:32:48.444Z,2023-03-08T20:17:04Z,4082902731,2,,4082902739,141,57.3,4082902743,213,5.1,4082902737,140,73.2,4082902733,155,,4082902735,56,Center,4082902741,212,16.9,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
