id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/15/value
2527548793,6,1,1,0,25,bsbugp9qfasrrtg55bf7evvwv,1,30.6,35.7,2023-04-02T14:02:33.902Z,2023-04-02T14:02:34Z,4157942175,155,,4157942185,213,0.2,4157942177,56,Back,4157942179,140,38.7,4157942183,212,8.7,4157942181,141,38.5,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548859,7,1,1,0,26,bsbugp9qfasrrtg55bf7evvwv,1,38.7,38.5,2023-04-02T14:02:34.758Z,2023-04-02T14:02:39Z,4157942537,213,1.9,4157942535,212,18.6,4157942529,56,Back,4157942531,140,33.2,4157942533,141,64.5,,,,,,,,,,3rh7yurfuhun7zvoymgjb7g7p,C. Wellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548867,8,1,1,0,31,bsbugp9qfasrrtg55bf7evvwv,0,33.4,64.5,2023-04-02T14:02:39.389Z,2023-04-02T14:02:40Z,4157942587,141,34.2,4157942591,213,5.8,4157942577,155,,4157942589,212,41.2,4157942585,140,67.4,4157942593,1,,4157942581,56,Center,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548879,6,1,1,0,31,28u3q82ip96ahymkup01vfxli,0,33.4,55.8,2023-04-02T14:02:39.398Z,2023-04-02T14:02:40Z,4157942633,56,Back,4157942641,213,6.2,4157942631,3,,4157942637,141,55.5,4157942639,212,6.1,4157942635,140,39.2,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548961,9,1,1,0,34,bsbugp9qfasrrtg55bf7evvwv,0,59.4,34.6,2023-04-02T14:02:43.014Z,2023-04-02T14:02:44Z,4157943001,141,10.1,4157943005,213,5.1,4157942997,56,Right,4157942999,140,65.9,4157943003,212,18.0,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548967,7,49,1,0,36,28u3q82ip96ahymkup01vfxli,1,29,91.4,2023-04-02T14:02:44.562Z,2023-04-02T14:02:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549031,8,1,1,0,38,28u3q82ip96ahymkup01vfxli,1,27.4,93.6,2023-04-02T14:02:46.374Z,2023-04-02T14:02:48Z,4157943281,140,33.4,4157943283,141,92.4,4157943279,56,Back,4157943287,213,6.2,4157943285,212,6.4,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549047,9,1,1,0,39,28u3q82ip96ahymkup01vfxli,0,34.5,92,2023-04-02T14:02:47.934Z,2023-04-02T14:02:49Z,4157943361,141,92.0,4157943387,286,,4157943359,140,36.0,4157943363,212,1.6,4157943357,56,Back,4157943383,233,10,4157943365,213,0,4157943381,236,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549037,10,74,1,0,39,bsbugp9qfasrrtg55bf7evvwv,1,57.4,8.2,2023-04-02T14:02:47.935Z,2023-04-02T14:06:17Z,4157943405,233,9,4157943319,285,,4157943317,56,Right,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549057,11,49,1,0,41,bsbugp9qfasrrtg55bf7evvwv,1,56.2,10.6,2023-04-02T14:02:49.886Z,2023-04-02T14:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549123,12,1,1,0,42,bsbugp9qfasrrtg55bf7evvwv,1,56.2,10.6,2023-04-02T14:02:50.390Z,2023-04-02T14:02:52Z,4157943741,213,0.6,4157943733,56,Right,4157943735,140,64.7,4157943739,212,11.1,4157943737,141,20.4,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549153,13,1,1,0,44,bsbugp9qfasrrtg55bf7evvwv,1,64.7,20.4,2023-04-02T14:02:52.774Z,2023-04-02T14:02:54Z,4157943857,56,Right,4157943859,140,57.7,4157943863,141,12.6,4157943869,213,3.8,4157943867,212,9.1,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549193,14,1,1,0,45,bsbugp9qfasrrtg55bf7evvwv,1,57.7,12.6,2023-04-02T14:02:54.125Z,2023-04-02T14:02:56Z,4157944033,141,15.2,4157944031,140,41.5,4157944029,56,Back,4157944035,212,17.1,4157944037,213,3.0,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549205,15,1,1,0,47,bsbugp9qfasrrtg55bf7evvwv,1,41.5,15.2,2023-04-02T14:02:56.102Z,2023-04-02T14:02:57Z,4157944113,56,Center,4157944121,213,0.3,4157944117,141,27.7,4157944111,155,,4157944119,212,29.1,4157944115,140,68.0,,,,,,,34vcol9n5hg1tv2v4tiq0et0q,B. Hendrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549223,16,1,1,0,49,bsbugp9qfasrrtg55bf7evvwv,0,68,27.4,2023-04-02T14:02:57.757Z,2023-04-02T14:02:59Z,4157944195,3,,4157944199,140,71.7,4157944197,56,Right,4157944203,212,8.2,4157944205,213,5.2,4157944201,141,16.8,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549267,17,1,1,0,51,bsbugp9qfasrrtg55bf7evvwv,0,66.8,5.2,2023-04-02T14:02:59.966Z,2023-04-02T14:03:44Z,4157944425,141,8.8,4157944443,233,10,4157944429,213,1.1,4157944427,212,2.7,4157944441,236,,4157944421,56,Right,4157944447,286,,4157944423,140,67.9,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549253,10,74,1,0,51,28u3q82ip96ahymkup01vfxli,1,30.9,98.1,2023-04-02T14:02:59.967Z,2023-04-02T14:06:17Z,4157944373,285,,4157944371,56,Back,4157944501,233,17,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549271,11,5,1,0,53,28u3q82ip96ahymkup01vfxli,0,32.4,101.4,2023-04-02T14:03:01.926Z,2023-04-02T14:03:07Z,4157944453,56,Back,4157944873,233,18,4157944455,347,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549329,18,5,1,0,53,bsbugp9qfasrrtg55bf7evvwv,1,67.6,-1.4,2023-04-02T14:03:01.926Z,2023-04-02T14:06:23Z,4157944845,347,,4157944843,56,Right,4157944867,233,11,,,,,,,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549377,19,1,1,0,59,bsbugp9qfasrrtg55bf7evvwv,1,66.3,0,2023-04-02T14:03:07.350Z,2023-04-02T14:03:11Z,4157945129,1,,4157945127,213,0.6,4157945125,212,30.1,4157945123,141,21.8,4157945117,107,,4157945119,56,Center,4157945121,140,90.5,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549395,20,1,1,1,2,bsbugp9qfasrrtg55bf7evvwv,0,90.5,21.8,2023-04-02T14:03:10.974Z,2023-04-02T14:03:12Z,4157945221,212,4.1,4157945223,213,0.9,4157945215,56,Center,4157945211,3,,4157945219,141,26.5,4157945217,140,93.0,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549469,12,12,1,1,3,28u3q82ip96ahymkup01vfxli,1,4.7,74.1,2023-04-02T14:03:11.422Z,2023-04-02T14:03:40Z,4157945585,56,Back,4157945675,167,,4157945587,140,0.0,4157945591,212,6.4,4157945589,141,78.7,4157945593,213,2.6,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549481,13,6,1,1,4,28u3q82ip96ahymkup01vfxli,0,3.2,76.1,2023-04-02T14:03:13.054Z,2023-04-02T14:06:20Z,4157945645,56,Back,4157945647,73,,4157945733,233,21,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527549457,21,6,1,1,4,bsbugp9qfasrrtg55bf7evvwv,1,96.8,23.9,2023-04-02T14:03:13.054Z,2023-04-02T14:03:16Z,4157945711,233,13,4157945533,75,,4157945527,56,Center,,,,,,,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550101,22,1,1,1,38,bsbugp9qfasrrtg55bf7evvwv,0,99.5,0.5,2023-04-02T14:03:46.822Z,2023-04-02T14:03:49Z,4157948875,224,,4157948887,213,2.0,4157948879,140,87.0,4157948877,56,Center,4157948869,2,,4157948883,212,29.0,4157948873,155,,4157948871,6,,ce4cgftejsd46a0rahih0divp,R. Rowe,4157948881,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550145,14,12,1,1,42,28u3q82ip96ahymkup01vfxli,1,12.2,51.3,2023-04-02T14:03:50.526Z,2023-04-02T14:03:52Z,4157949121,141,68.7,4157949125,213,0.3,4157949123,212,34.9,4157949115,56,Back,4157949119,140,43.5,4157949145,15,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550199,23,1,1,1,45,bsbugp9qfasrrtg55bf7evvwv,0,60.2,40.6,2023-04-02T14:03:54.085Z,2023-04-02T14:03:55Z,4157949375,140,92.5,4157949379,212,34.6,4157949377,141,50.9,4157949371,155,,4157949381,213,0.2,4157949383,1,,4157949373,56,Center,,,,5vzr4dly8xl2hhybhel0comol,J. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550227,15,52,1,1,48,28u3q82ip96ahymkup01vfxli,1,9.1,48.5,2023-04-02T14:03:56.358Z,2023-04-02T14:03:56Z,,,,,,,,,,,,,,,,,,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550509,16,1,1,1,51,28u3q82ip96ahymkup01vfxli,0,13.9,44.2,2023-04-02T14:03:59.589Z,2023-04-02T14:06:10Z,4157951037,199,,4157951047,212,45.4,4157951049,213,6.3,4157951045,141,43.9,4157951043,140,57.1,4157951051,1,,4157951041,56,Center,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550387,24,1,1,1,55,bsbugp9qfasrrtg55bf7evvwv,1,31.5,54.9,2023-04-02T14:04:03.446Z,2023-04-02T14:04:04Z,4157950379,212,20.6,4157950377,141,25.2,4157950375,140,27.5,4157950371,3,,4157950381,213,4.5,4157950373,56,Back,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550389,25,43,1,1,56,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-04-02T14:04:04.774Z,2023-04-02T14:04:14Z,4157951481,144,49,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550753,26,4,1,1,59,bsbugp9qfasrrtg55bf7evvwv,1,43.3,54,2023-04-02T14:04:07.597Z,2023-04-02T14:06:16Z,4157952329,56,Back,4157952331,152,,4157952327,294,,4157952325,13,,4157952333,286,,4157962587,233,17,,,,,,,34vcol9n5hg1tv2v4tiq0et0q,B. Hendrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527550519,17,4,1,1,59,28u3q82ip96ahymkup01vfxli,0,56.7,46,2023-04-02T14:04:07.598Z,2023-04-02T14:06:16Z,4157951093,152,,4157956181,294,,4157962615,233,26,4157951089,13,,4157951091,56,Center,4157951097,285,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551037,27,1,1,2,24,bsbugp9qfasrrtg55bf7evvwv,0,44.7,58.2,2023-04-02T14:04:32.829Z,2023-04-02T14:04:36Z,4157953887,1,,4157953879,140,84.8,4157953877,56,Left,4157953885,213,0.4,4157953875,152,,4157953883,212,46.6,4157953873,155,,4157953871,5,,16gnoas9x34hm887omkmeee39,E. Mukandi,4157953881,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551087,18,1,1,2,29,28u3q82ip96ahymkup01vfxli,0,20.7,20,2023-04-02T14:04:37.198Z,2023-04-02T14:05:57Z,4157954159,212,4.6,4157954157,141,18.3,4157954155,140,24.9,4157954161,213,6.0,4157954151,3,,4157954153,56,Back,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551327,28,1,1,2,30,bsbugp9qfasrrtg55bf7evvwv,1,78.6,86.6,2023-04-02T14:04:38.822Z,2023-04-02T14:04:54Z,4157955421,141,79.3,4157955425,213,5.5,4157955423,212,7.3,4157955419,140,83.7,4157955417,56,Left,,,,,,,,,,3rh7yurfuhun7zvoymgjb7g7p,C. Wellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551331,29,4,1,2,36,bsbugp9qfasrrtg55bf7evvwv,1,76.4,79.4,2023-04-02T14:04:44.726Z,2023-04-02T14:07:05Z,4157968247,265,,4157955453,56,Left,4157955455,152,,4157955449,13,,4157955457,286,,4157962649,233,19,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551363,19,4,1,2,36,28u3q82ip96ahymkup01vfxli,0,23.6,20.6,2023-04-02T14:04:44.727Z,2023-04-02T14:06:16Z,4157955615,285,,4157955611,152,,4157955613,265,,4157955607,13,,4157962669,233,29,4157955609,56,Back,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551777,30,1,1,3,11,bsbugp9qfasrrtg55bf7evvwv,0,74.1,88.9,2023-04-02T14:05:19.573Z,2023-04-02T14:05:22Z,4157957837,5,,4157957839,155,,4157957835,2,,4157957849,212,31.0,4157957847,141,49.6,4157957845,140,89.1,4157957843,56,Center,4157957841,152,,ce4cgftejsd46a0rahih0divp,R. Rowe,4157957851,213,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551819,20,12,1,3,14,28u3q82ip96ahymkup01vfxli,1,14.5,36.1,2023-04-02T14:05:22.869Z,2023-04-02T14:05:24Z,4157958085,141,59.6,4157958087,212,25.6,4157958079,56,Back,4157958089,213,0.7,4157958119,15,,4157958083,140,33.5,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551847,31,1,1,3,18,bsbugp9qfasrrtg55bf7evvwv,0,58.9,41.9,2023-04-02T14:05:26.373Z,2023-04-02T14:05:26Z,4157958245,213,0.7,4157958235,140,65.2,4157958227,155,,4157958231,56,Center,4157958243,212,8.8,4157958239,141,50.4,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527551883,21,61,1,3,20,28u3q82ip96ahymkup01vfxli,1,37.2,68.2,2023-04-02T14:05:28.929Z,2023-04-02T14:05:46Z,4157958427,56,Back,,,,,,,,,,,,,,,,,,,,,,c7giuh90mnvajsobobcbx4ley,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527552163,22,27,1,3,26,28u3q82ip96ahymkup01vfxli,1,0,0,2023-04-02T14:05:34.759Z,2023-04-02T14:05:43Z,4157959839,53,c7giuh90mnvajsobobcbx4ley,4157959837,41,Injury,4157959861,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527552031,32,27,1,3,26,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-04-02T14:05:34.759Z,2023-04-02T14:05:43Z,4157959867,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527553821,23,28,1,4,57,28u3q82ip96ahymkup01vfxli,1,0,0,2023-04-02T14:07:05.277Z,2023-04-02T14:07:08Z,4157968551,233,33,4157968125,55,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527553901,33,28,1,4,57,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-04-02T14:07:05.277Z,2023-04-02T14:07:08Z,4157968559,233,23,4157968533,55,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527554063,24,68,1,5,7,28u3q82ip96ahymkup01vfxli,1,0,0,2023-04-02T14:07:16.085Z,2023-04-02T14:07:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527554073,34,68,1,5,8,bsbugp9qfasrrtg55bf7evvwv,0,0,0,2023-04-02T14:07:16.365Z,2023-04-02T14:07:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527554177,25,1,1,5,9,28u3q82ip96ahymkup01vfxli,0,13.3,91.5,2023-04-02T14:07:17.917Z,2023-04-02T14:07:21Z,4157970029,213,0.1,4157970009,155,,4157970025,212,40.6,4157970033,1,,4157970015,140,51.9,4157970011,56,Left,4157970019,141,96.0,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527554241,35,1,1,5,13,bsbugp9qfasrrtg55bf7evvwv,1,48.7,3.2,2023-04-02T14:07:21.429Z,2023-04-02T14:07:24Z,4157970383,141,15.3,4157970381,140,33.7,4157970385,212,17.8,4157970387,213,2.7,4157970379,56,Back,4157970377,3,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
