id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2490332831,4,1,1,0,31,36tr17foeaf9ejjmt2txuoy3y,1,24.9,22.2,2022-12-11T12:31:59.313Z,2022-12-11T12:32:21Z,3940648447,189,,3940647787,140,8.7,3940647785,56,Back,3940647791,212,22.0,3940647781,5,,3940647783,241,,3940647793,213,2.5,3940647789,141,42.7,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490332881,5,1,1,0,32,36tr17foeaf9ejjmt2txuoy3y,1,9.4,42.7,2022-12-11T12:32:00.575Z,2022-12-11T12:32:19Z,3940648003,140,21.5,3940648009,213,1.0,3940648349,189,,3940648005,141,73.8,3940648001,56,Back,3940648007,212,24.7,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490332891,6,1,1,0,41,36tr17foeaf9ejjmt2txuoy3y,1,23.1,84.5,2022-12-11T12:32:09.327Z,2022-12-11T12:32:10Z,3940648065,212,8.0,3940648061,140,25.4,3940648059,56,Back,3940648067,213,1.3,3940648063,141,95.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490332923,7,1,1,0,42,36tr17foeaf9ejjmt2txuoy3y,0,25.4,95.7,2022-12-11T12:32:10.847Z,2022-12-11T12:32:13Z,3940648215,140,33.3,3940648217,141,93.8,3940648213,56,Back,3940648221,213,6.1,3940648219,212,8.4,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490332937,8,8,1,0,45,axwnneoekq2f2yq6r1l704y96,1,64.4,6.4,2022-12-11T12:32:13.264Z,2022-12-11T15:31:41Z,3941267635,383,,3940648293,56,Right,,,,,,,,,,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490332939,8,5,1,0,45,36tr17foeaf9ejjmt2txuoy3y,1,32.2,101.5,2022-12-11T12:32:14.134Z,2022-12-11T12:32:18Z,3940648303,56,Back,3940648305,347,,3940648325,233,9,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490332945,9,5,1,0,45,axwnneoekq2f2yq6r1l704y96,0,67.8,-1.5,2022-12-11T12:32:14.134Z,2022-12-11T12:38:12Z,3940648341,233,8,3940648317,56,Right,3940648319,347,,,,,,,,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333065,9,1,1,1,2,36tr17foeaf9ejjmt2txuoy3y,1,33.2,100,2022-12-11T12:32:30.766Z,2022-12-11T12:32:33Z,3940648919,140,41.7,3940648915,107,,3940648917,56,Back,3940648925,213,5.5,3940648921,141,87.8,3940648923,212,13.1,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333073,10,1,1,1,5,36tr17foeaf9ejjmt2txuoy3y,0,41.7,87.8,2022-12-11T12:32:33.622Z,2022-12-11T12:32:34Z,3940648959,141,91.4,3940648953,3,,3940648955,56,Back,3940648961,212,5.5,3940648957,140,46.4,3940648963,213,0.5,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333081,10,49,1,1,7,axwnneoekq2f2yq6r1l704y96,1,53.9,11.4,2022-12-11T12:32:35.648Z,2022-12-11T12:32:35Z,,,,,,,,,,,,,,,,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333115,11,1,1,1,8,axwnneoekq2f2yq6r1l704y96,1,53.9,11.4,2022-12-11T12:32:36.816Z,2022-12-11T15:31:55Z,3940649149,212,15.0,3940649143,140,46.8,3940649153,213,2.1,3940649141,56,Back,3940649145,141,30.6,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333151,12,1,1,1,10,axwnneoekq2f2yq6r1l704y96,1,41.1,33.7,2022-12-11T12:32:38.640Z,2022-12-11T12:32:44Z,3940649315,140,18.5,3940649321,213,2.7,3940649319,212,26.2,3940649313,56,Back,3940649317,141,50.0,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333177,13,1,1,1,16,axwnneoekq2f2yq6r1l704y96,1,19.1,51.5,2022-12-11T12:32:44.327Z,2022-12-11T12:32:58Z,3940649447,56,Back,3940649449,140,22.8,3940649455,213,1.2,3940649451,141,64.6,3940649453,212,9.7,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333239,14,1,1,1,19,axwnneoekq2f2yq6r1l704y96,1,26.2,69,2022-12-11T12:32:48.056Z,2022-12-11T12:32:54Z,3940649743,212,22.8,3940649745,213,4.8,3940649739,140,27.9,3940649741,141,35.5,3940649737,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333261,15,1,1,1,26,axwnneoekq2f2yq6r1l704y96,1,34.4,37.7,2022-12-11T12:32:54.608Z,2022-12-11T12:32:57Z,3940649829,140,32.3,3940649833,212,21.8,3940649827,56,Back,3940649835,213,1.7,3940649831,141,69.6,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333311,16,1,1,1,32,axwnneoekq2f2yq6r1l704y96,1,38.4,73.9,2022-12-11T12:33:00.239Z,2022-12-11T12:33:03Z,3940650065,212,27.9,3940650059,56,Back,3940650061,140,36.3,3940650067,213,4.6,3940650063,141,33.0,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333323,17,1,1,1,35,axwnneoekq2f2yq6r1l704y96,1,43,29.8,2022-12-11T12:33:03.608Z,2022-12-11T12:33:05Z,3940650129,140,52.3,3940650135,213,5.2,3940650131,141,2.8,3940650127,56,Right,3940650133,212,20.8,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333353,18,1,1,1,37,axwnneoekq2f2yq6r1l704y96,1,54.9,2.3,2022-12-11T12:33:05.703Z,2022-12-11T12:33:09Z,3940650297,213,0.1,3940650293,141,3.8,3940650289,56,Right,3940650295,212,12.5,3940650291,140,66.8,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333375,19,1,1,1,41,axwnneoekq2f2yq6r1l704y96,1,58.3,4.9,2022-12-11T12:33:09.304Z,2022-12-11T12:33:13Z,3940650387,141,6.4,3940650391,213,3.1,3940650385,140,38.3,3940650389,212,21.0,3940650383,56,Back,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333391,20,1,1,1,45,axwnneoekq2f2yq6r1l704y96,1,46.8,16.4,2022-12-11T12:33:13.648Z,2022-12-11T12:33:16Z,3940650475,213,1.9,3940650471,141,57.5,3940650467,56,Back,3940650473,212,30.1,3940650469,140,36.2,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333407,21,1,1,1,48,axwnneoekq2f2yq6r1l704y96,1,41,65.4,2022-12-11T12:33:16.384Z,2022-12-11T12:33:19Z,3940650579,213,1.0,3940650573,140,54.2,3940650577,212,24.8,3940650571,56,Left,3940650575,141,95.6,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333447,22,1,1,1,51,axwnneoekq2f2yq6r1l704y96,1,56.9,96.2,2022-12-11T12:33:19.448Z,2022-12-11T12:33:25Z,3940650753,141,94.7,3940650757,213,6.2,3940650749,56,Left,3940650755,212,11.5,3940650751,140,67.8,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333471,23,1,1,1,57,axwnneoekq2f2yq6r1l704y96,1,55.7,94.1,2022-12-11T12:33:25.239Z,2022-12-11T12:33:28Z,3940650891,212,18.1,3940650895,213,3.5,3940650885,56,Back,3940650889,141,86.0,3940650887,140,39.3,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333501,24,1,1,1,59,axwnneoekq2f2yq6r1l704y96,1,37,84.2,2022-12-11T12:33:28.104Z,2022-12-11T12:33:32Z,3940651045,213,4.8,3940651039,140,38.9,3940651041,141,31.9,3940651043,212,35.6,3940651037,56,Back,3940651047,1,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333545,25,1,1,2,4,axwnneoekq2f2yq6r1l704y96,1,40.4,34.5,2022-12-11T12:33:32.583Z,2022-12-11T12:33:37Z,3940651287,140,35.7,3940651291,212,25.0,3940651285,56,Back,3940651289,141,70.6,3940651293,213,1.8,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333577,26,1,1,2,9,axwnneoekq2f2yq6r1l704y96,1,41.8,69.9,2022-12-11T12:33:37.664Z,2022-12-11T12:33:41Z,3940651461,141,38.2,3940651465,213,4.4,3940651457,56,Back,3940651463,212,22.5,3940651459,140,35.6,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333609,27,1,1,2,13,axwnneoekq2f2yq6r1l704y96,1,36,43.7,2022-12-11T12:33:41.287Z,2022-12-11T12:33:44Z,3940651609,141,64.5,3940651611,212,14.2,3940651605,56,Back,3940651613,213,1.6,3940651607,140,35.2,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333639,28,1,1,2,15,axwnneoekq2f2yq6r1l704y96,1,30,61.1,2022-12-11T12:33:44.167Z,2022-12-11T12:33:47Z,3940651739,212,17.1,3940651741,213,3.6,3940651733,56,Back,3940651737,141,50.4,3940651735,140,15.3,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333671,29,1,1,2,19,axwnneoekq2f2yq6r1l704y96,1,15.7,51.2,2022-12-11T12:33:47.543Z,2022-12-11T12:33:51Z,3940651895,140,26.5,3940651901,213,1.2,3940651899,212,30.6,3940651897,141,93.0,3940651893,56,Back,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333685,30,1,1,2,22,axwnneoekq2f2yq6r1l704y96,1,29.1,94.8,2022-12-11T12:33:51.007Z,2022-12-11T12:33:54Z,3940651967,213,6.1,3940651963,141,89.7,3940651965,212,19.4,3940651961,140,47.3,3940651959,56,Back,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333715,31,1,1,2,25,axwnneoekq2f2yq6r1l704y96,1,41.2,89.9,2022-12-11T12:33:53.904Z,2022-12-11T12:33:56Z,3940652107,141,76.0,3940652105,140,29.8,3940652103,56,Back,3940652109,212,15.3,3940652111,213,3.8,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333729,32,1,1,2,28,axwnneoekq2f2yq6r1l704y96,1,30.8,73.8,2022-12-11T12:33:56.728Z,2022-12-11T12:33:59Z,3940652187,141,70.5,3940652183,140,36.4,3940652181,56,Back,3940652191,212,6.3,3940652195,213,5.9,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333765,33,1,1,2,30,axwnneoekq2f2yq6r1l704y96,1,36.4,70.5,2022-12-11T12:33:59.032Z,2022-12-11T12:34:03Z,3940652355,140,15.5,3940652353,56,Back,3940652359,212,24.2,3940652357,141,55.5,3940652361,213,3.6,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333783,34,1,1,2,34,axwnneoekq2f2yq6r1l704y96,1,15.5,55.5,2022-12-11T12:34:02.983Z,2022-12-11T12:34:06Z,3940652465,212,9.0,3940652459,56,Back,3940652461,140,24.1,3940652463,141,56.3,3940652467,213,0.1,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333807,35,1,1,2,37,axwnneoekq2f2yq6r1l704y96,1,24.3,51.6,2022-12-11T12:34:05.959Z,2022-12-11T12:34:10Z,3940652605,141,24.1,3940652601,56,Back,3940652615,213,4.9,3940652603,140,26.9,3940652609,212,18.9,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333823,36,1,1,2,41,axwnneoekq2f2yq6r1l704y96,1,29.4,17.4,2022-12-11T12:34:09.911Z,2022-12-11T12:34:11Z,3940652695,140,34.7,3940652699,212,10.2,3940652701,213,5.3,3940652697,141,4.9,3940652693,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333851,37,1,1,2,43,axwnneoekq2f2yq6r1l704y96,1,34.7,5,2022-12-11T12:34:11.623Z,2022-12-11T12:34:14Z,3940652817,141,22.1,3940652813,56,Back,3940652821,213,1.2,3940652819,212,12.3,3940652815,140,38.5,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333869,38,1,1,2,46,axwnneoekq2f2yq6r1l704y96,0,41.5,19.5,2022-12-11T12:34:14.575Z,2022-12-11T12:34:18Z,3940652897,56,Right,3940652905,213,5.9,3940652901,141,3.2,3940652903,212,32.8,3940652899,140,70.9,3940652895,155,,3940652907,1,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333865,11,43,1,2,50,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-12-11T12:34:18.445Z,2022-12-11T12:34:35Z,3940653485,144,49,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333871,12,1,1,2,50,36tr17foeaf9ejjmt2txuoy3y,0,28.4,88.1,2022-12-11T12:34:18.646Z,2022-12-11T12:34:19Z,3940652911,140,34.5,3940652909,56,Back,3940652915,212,6.5,3940652913,141,89.7,3940652917,213,0.2,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333895,39,1,1,2,52,axwnneoekq2f2yq6r1l704y96,0,65.7,5.8,2022-12-11T12:34:20.367Z,2022-12-11T15:33:26Z,3940653025,141,27.6,3940653021,56,Center,3940653023,140,70.8,3940653027,212,15.8,3940653029,213,1.2,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333893,13,8,1,2,53,36tr17foeaf9ejjmt2txuoy3y,1,25.6,68.1,2022-12-11T12:34:22.046Z,2022-12-11T15:33:17Z,3941273493,384,,3940653015,56,Back,,,,,,,,,,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333901,14,49,1,2,54,36tr17foeaf9ejjmt2txuoy3y,1,19.9,62.6,2022-12-11T12:34:22.366Z,2022-12-11T15:33:25Z,,,,,,,,,,,,,,,,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333913,15,1,1,2,55,36tr17foeaf9ejjmt2txuoy3y,1,19.9,62.6,2022-12-11T12:34:23.533Z,2022-12-11T12:34:25Z,3940653123,213,6.2,3940653115,56,Back,3940653117,140,27.0,3940653121,212,7.5,3940653119,141,61.2,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333927,16,1,1,2,56,36tr17foeaf9ejjmt2txuoy3y,1,27,61.2,2022-12-11T12:34:25.141Z,2022-12-11T12:34:26Z,3940653207,141,48.8,3940653205,140,30.5,3940653203,56,Back,3940653211,213,5.1,3940653209,212,9.2,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490333991,17,1,1,2,58,36tr17foeaf9ejjmt2txuoy3y,1,30.5,48.8,2022-12-11T12:34:26.870Z,2022-12-11T12:34:35Z,3940653515,140,37.7,3940653513,56,Back,3940653517,141,26.2,3940653521,213,5.2,3940653519,212,17.1,,,,,,,,,,et72990p9axru09oxv51hokwl,D. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490334027,18,1,1,3,7,36tr17foeaf9ejjmt2txuoy3y,1,34.7,13.5,2022-12-11T12:34:35.790Z,2022-12-11T12:34:39Z,3940653703,213,1.5,3940653695,56,Back,3940653699,141,42.7,3940653701,212,19.9,3940653697,140,35.6,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490334059,19,1,1,3,10,36tr17foeaf9ejjmt2txuoy3y,1,35.7,45.4,2022-12-11T12:34:39.189Z,2022-12-11T12:34:43Z,3940653863,213,2.2,3940653857,140,28.0,3940653861,212,13.9,3940653855,56,Back,3940653859,141,62.1,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
