id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2542075303,6,5,1,0,18,6ddsx316t3j0z6nolrky9k4r8,1,28.2,101.8,2023-05-01T01:05:42.746Z,2023-05-01T01:05:48Z,4242173227,233,5,4242173191,347,,4242173189,56,Back,,,,,,,,,,,,,,,,1muuu6wgia9wxv6vmw8tln5sk,C. McFarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075385,6,43,1,0,19,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-05-01T01:05:44.437Z,2023-05-01T01:15:38Z,4242173619,56,Center,4242192885,144,1,4242173621,140,55.2,4242173627,213,2.3,4242173623,141,23.5,4242173625,212,16.5,4242173617,155,0,,,,6hjvb1mzws55dw0ajtu9mpclw,Vinicius Mello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075343,7,1,1,0,25,6ddsx316t3j0z6nolrky9k4r8,1,24.2,100,2023-05-01T01:05:50.176Z,2023-05-01T01:05:54Z,4242173397,213,6.0,4242173389,56,Back,4242173391,140,37.4,4242173395,212,14.5,4242173387,107,,4242173393,141,95.2,,,,,,,1muuu6wgia9wxv6vmw8tln5sk,C. McFarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075359,8,1,1,0,29,6ddsx316t3j0z6nolrky9k4r8,1,37.4,95.2,2023-05-01T01:05:54.273Z,2023-05-01T02:14:54Z,4242173489,212,9.3,4242173485,140,35.1,4242173483,56,Back,4242173491,213,4.4,4242173487,141,82.0,4242173481,3,,,,,,,,ck71v8brvqxzz905c5o9966ay,J. Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075367,9,1,1,0,30,6ddsx316t3j0z6nolrky9k4r8,0,35.1,82,2023-05-01T01:05:54.521Z,2023-05-01T02:14:58Z,4242173525,213,6.2,4242173523,212,35.2,4242173519,140,68.6,4242173515,155,,4242173527,1,,4242173521,141,80.1,4242173517,56,Left,,,,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542094481,368,49,1,0,31,6ubc4y1v6hr63mca7ica4hp90,1,40.4,11.1,2023-05-01T01:05:55.444Z,2023-05-01T02:14:56Z,,,,,,,,,,,,,,,,,,,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542094337,366,1,1,0,32,6ubc4y1v6hr63mca7ica4hp90,0,44,10.6,2023-05-01T01:05:56.444Z,2023-05-01T02:01:14Z,4242269579,141,11.8,4242269581,212,5.8,4242269575,56,Back,4242269583,213,3.0,4242269577,140,38.5,,,,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542094363,367,1,1,0,35,6ubc4y1v6hr63mca7ica4hp90,0,30.3,15.1,2023-05-01T01:05:59.444Z,2023-05-01T02:01:23Z,4242269773,212,10.7,4242269765,56,Back,4242269775,213,5.5,4242269769,141,3.5,4242269767,140,37.2,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075585,11,1,1,0,35,6ubc4y1v6hr63mca7ica4hp90,0,36,3.4,2023-05-01T01:06:00.015Z,2023-05-01T02:59:41Z,4242174603,140,57.7,4242174599,157,,4242174609,213,0.3,4242174605,141,15.3,4242174611,1,,4242174601,56,Right,4242174607,212,24.2,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075405,7,43,1,0,37,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-05-01T01:06:01.831Z,2023-05-01T02:01:58Z,4242270419,144,49,,,,,,,,,,,,,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075417,8,43,1,0,37,6ubc4y1v6hr63mca7ica4hp90,1,0,0,2023-05-01T01:06:02.253Z,2023-05-01T02:02:00Z,4242173765,56,Right,4242173769,141,21.1,4242173763,155,0,4242270433,144,1,4242173771,212,37.0,4242173775,1,0,4242173773,213,0.3,4242173767,140,69.3,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542094117,372,61,1,0,38,6ddsx316t3j0z6nolrky9k4r8,1,55.6,86.6,2023-05-01T01:06:02.444Z,2023-05-01T02:00:16Z,4242268359,56,Left,,,,,,,,,,,,,,,,,,,,,,ck71v8brvqxzz905c5o9966ay,J. Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075423,10,49,1,0,42,6ddsx316t3j0z6nolrky9k4r8,1,25.4,83,2023-05-01T01:06:06.771Z,2023-05-01T01:06:06Z,,,,,,,,,,,,,,,,,,,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075435,11,1,1,0,43,6ddsx316t3j0z6nolrky9k4r8,1,25.4,83,2023-05-01T01:06:07.731Z,2023-05-01T01:06:09Z,4242173887,213,4.2,4242173881,140,13.6,4242173879,56,Back,4242173885,212,25.0,4242173883,141,51.1,,,,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075481,12,1,1,0,45,6ddsx316t3j0z6nolrky9k4r8,1,13.6,51.1,2023-05-01T01:06:09.964Z,2023-05-01T01:06:15Z,4242174105,212,25.7,4242174099,56,Back,4242174103,141,87.9,4242174107,213,1.3,4242174101,140,19.0,,,,,,,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075495,13,1,1,0,50,6ddsx316t3j0z6nolrky9k4r8,1,19.1,87.9,2023-05-01T01:06:15.181Z,2023-05-01T01:06:18Z,4242174175,212,14.5,4242174173,141,67.6,4242174177,213,5.0,4242174171,140,23.2,4242174169,56,Back,,,,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075499,14,61,1,0,51,6ddsx316t3j0z6nolrky9k4r8,0,21.2,69.5,2023-05-01T01:06:15.469Z,2023-05-01T03:10:05Z,4242174197,56,Back,,,,,,,,,,,,,,,,,,,,,,duj699i9620tuf3ii9z06bqsq,P. Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542094161,365,1,1,0,53,6ubc4y1v6hr63mca7ica4hp90,1,78.7,27.1,2023-05-01T01:06:17.444Z,2023-05-01T03:10:18Z,4242268621,212,5.1,4242268617,140,75.2,4242268625,210,15,4242268615,56,Center,4242268619,141,32.2,4242268623,213,2.4,,,,,,,6hjvb1mzws55dw0ajtu9mpclw,Vinicius Mello,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075501,9,49,1,0,53,6ubc4y1v6hr63mca7ica4hp90,1,75.3,29.7,2023-05-01T01:06:17.719Z,2023-05-01T03:10:16Z,,,,,,,,,,,,,,,,,,,,,,,,,efbuucn9anvzy2n7dq7kxsctl,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075509,10,15,1,0,55,6ubc4y1v6hr63mca7ica4hp90,1,79.4,38.6,2023-05-01T01:06:20.172Z,2023-05-01T02:00:34Z,4242268639,29,,4242268643,215,,4242174393,103,7.0,4242268645,55,365,4242174257,22,,4242174389,78,,4242174397,146,97.7,4242174477,233,15,efbuucn9anvzy2n7dq7kxsctl,Nuno Santos,,4242174399,147,48.7,4242174259,18,4242174391,102,50.3,4242174333,72,4242174261,56,Center,,,,,,,,,,,,,,,,,,
2542075521,15,10,1,0,55,6ddsx316t3j0z6nolrky9k4r8,1,2,52.1,2023-05-01T01:06:20.272Z,2023-05-01T01:06:30Z,4242174457,381,,4242174325,56,Back,4242174321,182,,4242174489,233,10,4242174459,180,,4242174455,174,,,,,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075533,16,52,1,1,1,6ddsx316t3j0z6nolrky9k4r8,1,2,52.1,2023-05-01T01:06:25.471Z,2023-05-01T01:06:25Z,,,,,,,,,,,,,,,,,,,,,,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075591,17,1,1,1,14,6ddsx316t3j0z6nolrky9k4r8,0,12.8,42.1,2023-05-01T01:06:38.770Z,2023-05-01T01:06:41Z,4242174661,212,80.6,4242174657,140,88.3,4242174653,199,,4242174655,56,Center,4242174659,141,63.3,4242174663,213,0.2,4242174665,1,,,,,bn7qfn71x24fjl5d8t4p97kve,A. Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075599,12,52,1,1,19,6ubc4y1v6hr63mca7ica4hp90,1,10,29.5,2023-05-01T01:06:43.566Z,2023-05-01T01:06:43Z,,,,,,,,,,,,,,,,,,,,,,,,,91zaobrhwte235umn6y1mklxw,I. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075613,13,1,1,1,19,6ubc4y1v6hr63mca7ica4hp90,1,9.9,30.3,2023-05-01T01:06:43.893Z,2023-05-01T01:06:47Z,4242174761,212,22.3,4242174757,140,12.1,4242174753,123,,4242174759,141,62.9,4242174755,56,Back,4242174763,213,1.5,,,,,,,91zaobrhwte235umn6y1mklxw,I. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075643,14,1,1,1,22,6ubc4y1v6hr63mca7ica4hp90,1,11.4,75.8,2023-05-01T01:06:47.424Z,2023-05-01T01:06:50Z,4242174857,56,Back,4242174861,141,93.8,4242174865,213,0.7,4242174863,212,19.0,4242174859,140,25.3,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075651,15,1,1,1,26,6ubc4y1v6hr63mca7ica4hp90,0,25.9,94.9,2023-05-01T01:06:50.798Z,2023-05-01T01:58:14Z,4242174899,56,Center,4242174903,141,72.6,4242174905,212,33.3,4242174909,1,,4242174901,140,54.1,4242174907,213,5.8,4242174897,155,,,,,dkgv1asv2glgvoddpvxe56t5g,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075667,18,1,1,1,28,6ddsx316t3j0z6nolrky9k4r8,0,44.1,35.5,2023-05-01T01:06:52.594Z,2023-05-01T01:58:20Z,4242174987,140,59.9,4242174993,213,0.8,4242174985,56,Center,4242174989,141,58.7,4242174991,212,22.9,4242174983,3,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075729,16,1,1,1,29,6ubc4y1v6hr63mca7ica4hp90,1,47.2,50.8,2023-05-01T01:06:53.516Z,2023-05-01T01:58:16Z,4242175267,56,Left,4242175275,213,0.7,4242175273,212,41.6,4242175277,1,,4242175271,141,88.3,4242175269,140,78.5,4242175265,155,,,,,efbuucn9anvzy2n7dq7kxsctl,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075733,17,61,1,1,36,6ubc4y1v6hr63mca7ica4hp90,0,98.7,78.9,2023-05-01T01:07:00.514Z,2023-05-01T03:01:13Z,4242175285,56,Left,,,,,,,,,,,,,,,,,,,,,,crpkn4juf1s72y9c76t3o4k16,Iuri Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075835,23,49,1,1,41,6ddsx316t3j0z6nolrky9k4r8,1,3.1,31.4,2023-05-01T01:07:06.293Z,2023-05-01T01:07:20Z,,,,,,,,,,,,,,,,,,,,,,,,,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075777,19,1,1,1,42,6ddsx316t3j0z6nolrky9k4r8,1,5.6,27.9,2023-05-01T01:07:06.596Z,2023-05-01T01:07:09Z,4242175525,212,8.1,4242175523,141,39.7,4242175527,213,1.7,4242175521,140,4.3,4242175519,56,Back,,,,,,,,,,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075781,20,61,1,1,44,6ddsx316t3j0z6nolrky9k4r8,1,4.3,39.7,2023-05-01T01:07:09.315Z,2023-05-01T01:07:09Z,4242175535,56,Back,,,,,,,,,,,,,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075807,21,1,1,1,47,6ddsx316t3j0z6nolrky9k4r8,0,3.1,28.5,2023-05-01T01:07:11.446Z,2023-05-01T01:07:13Z,4242175603,157,,4242175613,213,5.8,4242175615,1,,4242175605,56,Back,4242175609,141,2.8,4242175611,212,34.5,4242175607,140,31.4,,,,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075809,18,1,1,1,48,6ubc4y1v6hr63mca7ica4hp90,0,54.1,91.4,2023-05-01T01:07:13.193Z,2023-05-01T01:07:13Z,4242175619,56,Left,4242175623,141,100.0,4242175625,212,8.5,4242175621,140,58.4,4242175617,3,,4242175627,213,1.0,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075811,19,5,1,1,49,6ubc4y1v6hr63mca7ica4hp90,0,65.6,101.6,2023-05-01T01:07:13.834Z,2023-05-01T01:07:18Z,4242175635,347,,4242175787,233,22,4242175633,56,Left,,,,,,,,,,,,,,,,duyoju8g87ig7h2n0jnddtm38,João Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075831,22,5,1,1,49,6ddsx316t3j0z6nolrky9k4r8,1,34.4,-1.6,2023-05-01T01:07:13.834Z,2023-05-01T01:15:41Z,4242175783,233,19,4242175771,347,,4242175769,56,Back,,,,,,,,,,,,,,,,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075905,24,1,1,2,1,6ddsx316t3j0z6nolrky9k4r8,1,28.8,0,2023-05-01T01:07:25.963Z,2023-05-01T01:07:28Z,4242176083,212,7.9,4242176077,56,Back,4242176085,213,1.0,4242176081,141,8.5,4242176079,140,32.6,4242176075,107,,,,,,,,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075927,25,1,1,2,4,6ddsx316t3j0z6nolrky9k4r8,1,32.6,8.5,2023-05-01T01:07:28.968Z,2023-05-01T02:02:41Z,4242176203,213,4.2,4242176195,56,Back,4242176199,141,2.4,4242176201,212,4.8,4242176197,140,30.3,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542075971,26,1,1,2,6,6ddsx316t3j0z6nolrky9k4r8,1,30.3,2.4,2023-05-01T01:07:31.192Z,2023-05-01T01:07:38Z,4242176415,1,,4242176403,140,24.9,4242176413,213,1.7,4242176407,141,61.1,4242176411,212,40.3,4242176401,56,Back,4242176399,155,,,,,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542076001,27,1,1,2,13,6ddsx316t3j0z6nolrky9k4r8,1,32.4,71,2023-05-01T01:07:38.161Z,2023-05-01T01:07:41Z,4242176557,213,4.5,4242176551,140,25.1,4242176549,56,Back,4242176555,212,30.0,4242176553,141,28.4,,,,,,,,,,8sydisziijh84elb8dprtlduy,N. Benalcazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542076017,28,1,1,2,16,6ddsx316t3j0z6nolrky9k4r8,1,26.4,28.4,2023-05-01T01:07:41.266Z,2023-05-01T01:07:44Z,4242176647,212,28.4,4242176641,56,Back,4242176649,213,5.6,4242176645,141,2.4,4242176643,140,47.6,,,,,,,,,,eq98gflais2v26wgbkw9wrxg4,K. Haxhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542076041,29,1,1,2,19,6ddsx316t3j0z6nolrky9k4r8,1,54,4.6,2023-05-01T01:07:44.394Z,2023-05-01T02:03:36Z,4242176773,212,12.1,4242176775,213,0.2,4242176767,56,Right,4242176769,140,65.3,4242176771,141,8.0,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542076057,30,1,1,2,27,6ddsx316t3j0z6nolrky9k4r8,0,54.7,6,2023-05-01T01:07:51.644Z,2023-05-01T01:08:36Z,4242176843,140,66.3,4242178251,236,,4242176849,213,6.1,4242178257,286,,4242176845,141,3.4,4242176841,56,Right,4242178253,233,23,4242176847,212,12.3,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542076289,23,74,1,2,27,6ubc4y1v6hr63mca7ica4hp90,1,29.8,95.8,2023-05-01T01:07:51.645Z,2023-05-01T01:15:45Z,4242178065,56,Back,4242178259,233,30,4242178067,285,,,,,,,,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542094815,373,61,1,2,29,6ddsx316t3j0z6nolrky9k4r8,1,62.3,3.4,2023-05-01T01:07:53.444Z,2023-05-01T02:03:56Z,4242272995,56,Right,,,,,,,,,,,,,,,,,,,,,,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542076133,20,5,1,2,30,6ubc4y1v6hr63mca7ica4hp90,1,32.5,101.2,2023-05-01T01:07:54.465Z,2023-05-01T01:08:05Z,4242177251,347,,4242177253,233,32,4242177249,56,Back,,,,,,,,,,,,,,,,66bdf9l614g2dx43x8003m162,N. Petković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542076095,32,5,1,2,30,6ddsx316t3j0z6nolrky9k4r8,0,67.5,-1.2,2023-05-01T01:07:54.465Z,2023-05-01T01:15:41Z,4242177037,347,,4242177035,56,Right,4242177261,233,20,,,,,,,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542076079,31,43,1,2,31,6ddsx316t3j0z6nolrky9k4r8,1,0,0,2023-05-01T01:07:55.572Z,2023-05-01T01:08:07Z,4242177295,144,61,4242176967,56,Right,,,,,,,,,,,,,,,,,,,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
