id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/13/value
2538527431,453,74,1,45,47,8ijkk62897so5r3bq0wgwx4bu,1,65,95.1,2023-04-24T00:51:22.453Z,2023-04-24T00:51:24Z,4216320315,285,,4216320345,233,362,4216320313,56,Left,,,,,,,,,,,,,,,,amcmxrycu0kldox7qdohow2ui,A. Picazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527595,363,5,1,45,48,d0c07im4a6oj8qa7f1zlt3pqs,1,37.2,-1,2023-04-24T00:51:23.721Z,2023-04-24T00:55:31Z,4216321243,233,454,4216321229,347,,4216321227,56,Back,,,,,,,,,,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527439,454,5,1,45,48,8ijkk62897so5r3bq0wgwx4bu,0,62.8,101,2023-04-24T00:51:23.721Z,2023-04-24T00:51:43Z,4216321257,233,363,4216320351,56,Left,4216320353,347,,,,,,,,,,,,,,,,,amcmxrycu0kldox7qdohow2ui,A. Picazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527605,364,1,1,46,7,d0c07im4a6oj8qa7f1zlt3pqs,0,32.4,0,2023-04-24T00:51:42.460Z,2023-04-24T00:51:43Z,4216321307,141,12.3,4216321309,212,15.2,4216321303,56,Back,4216321301,107,,4216321305,140,43.9,4216321311,213,0.7,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527609,455,8,1,46,8,8ijkk62897so5r3bq0wgwx4bu,1,55,89,2023-04-24T00:51:43.425Z,2023-04-30T13:22:38Z,4216321337,15,,4239830287,385,,4216321329,56,Left,,,,,,,,,,,,,,,,amcmxrycu0kldox7qdohow2ui,A. Picazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527615,456,1,1,46,9,8ijkk62897so5r3bq0wgwx4bu,0,44.1,89.6,2023-04-24T00:51:44.866Z,2023-04-24T00:51:45Z,4216321405,141,82.4,4216321401,56,Left,4216321409,213,6.0,4216321407,212,15.3,4216321399,3,,4216321403,140,57.9,,,,,,,1tln4ic02q7gakyi104b0o9ka,M. Carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527627,365,8,1,46,11,d0c07im4a6oj8qa7f1zlt3pqs,1,40,17.1,2023-04-24T00:51:46.910Z,2023-04-30T13:22:45Z,4216321453,56,Back,4239831093,383,,,,,,,,,,,,,,,,,,,,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527647,366,1,1,46,13,d0c07im4a6oj8qa7f1zlt3pqs,1,49.1,13.7,2023-04-24T00:51:48.198Z,2023-04-24T00:51:49Z,4216321599,213,5.7,4216321597,212,10.2,4216321593,140,57.4,4216321595,141,5.8,4216321591,56,Right,,,,,,,,,,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527691,367,1,1,46,14,d0c07im4a6oj8qa7f1zlt3pqs,1,57.4,5.8,2023-04-24T00:51:49.854Z,2023-04-24T00:51:54Z,4216321861,212,15.4,4216321855,56,Right,4216321859,141,7.9,4216321857,140,72.0,4216321863,213,0.1,,,,,,,,,,42wy8249nwozwzl13jqewtn56,A. Ocampo-Chávez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527693,368,61,1,46,18,d0c07im4a6oj8qa7f1zlt3pqs,0,67.7,5.3,2023-04-24T00:51:53.359Z,2023-04-24T00:53:02Z,4216321869,56,Right,,,,,,,,,,,,,,,,,,,,,,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527697,369,5,1,46,19,d0c07im4a6oj8qa7f1zlt3pqs,0,62.3,-1.1,2023-04-24T00:51:54.163Z,2023-04-24T00:55:31Z,4216321923,347,,4216322297,233,457,4216321921,56,Right,,,,,,,,,,,,,,,,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527755,457,5,1,46,19,8ijkk62897so5r3bq0wgwx4bu,1,37.7,101.1,2023-04-24T00:51:54.163Z,2023-04-24T00:52:04Z,4216322271,347,,4216322269,56,Back,4216322285,233,369,,,,,,,,,,,,,,,,1tln4ic02q7gakyi104b0o9ka,M. Carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527767,458,1,1,46,28,8ijkk62897so5r3bq0wgwx4bu,1,39.9,100,2023-04-24T00:52:03.730Z,2023-04-24T00:52:05Z,4216322353,140,35.6,4216322359,213,4.1,4216322357,212,8.2,4216322355,141,91.1,4216322351,56,Back,4216322349,107,,,,,,,,1tln4ic02q7gakyi104b0o9ka,M. Carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527781,459,1,1,46,30,8ijkk62897so5r3bq0wgwx4bu,1,36.1,90.3,2023-04-24T00:52:05.403Z,2023-04-24T00:52:08Z,4216322437,213,2.8,4216322429,140,22.8,4216322427,56,Back,4216322435,212,14.8,4216322431,141,97.4,,,,,,,,,,91kiw0xa00btt5v54ywplywkq,A. Saldaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527817,460,1,1,46,32,8ijkk62897so5r3bq0wgwx4bu,1,21.3,96.2,2023-04-24T00:52:08.111Z,2023-04-24T00:52:13Z,4216322631,56,Back,4216322635,141,72.9,4216322633,140,5.2,4216322637,212,23.2,4216322639,213,3.9,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527843,461,1,1,46,37,8ijkk62897so5r3bq0wgwx4bu,1,7.3,72,2023-04-24T00:52:12.977Z,2023-04-24T00:52:15Z,4216322765,213,0.2,4216322761,141,81.7,4216322757,56,Back,4216322759,140,46.7,4216322755,155,,4216322763,212,41.9,4216322767,1,,,,,2mmciwk6gllcf11plcch710yc,S. Jillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527865,462,1,1,46,40,8ijkk62897so5r3bq0wgwx4bu,1,40.6,71.4,2023-04-24T00:52:15.246Z,2023-04-24T00:52:19Z,4216322903,1,,4216322893,56,Right,4216322899,212,43.5,4216322897,141,10.3,4216322891,196,,4216322901,213,5.0,4216322895,140,52.9,,,,1kl9112b8rcbr3k1s5hs353x0,A. Bibout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527911,463,1,1,46,44,8ijkk62897so5r3bq0wgwx4bu,1,60.1,13.5,2023-04-24T00:52:19.533Z,2023-04-24T00:52:25Z,4216323159,56,Right,4216323165,212,18.6,4216323161,140,76.8,4216323163,141,4.6,4216323167,213,6.0,,,,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527919,464,1,1,46,49,8ijkk62897so5r3bq0wgwx4bu,0,93.2,10.4,2023-04-24T00:52:24.967Z,2023-04-30T13:24:00Z,4216323201,213,1.4,4239839775,224,,4216323189,2,,4216323195,140,93.8,4216323191,155,,4239839777,20,,4216323193,56,Right,4216323199,212,5.2,5iy3sz4b3mokizd2qlcskl5d6,J. Pérez,,4216323197,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527953,370,61,1,46,52,d0c07im4a6oj8qa7f1zlt3pqs,1,9.4,86.3,2023-04-24T00:52:27.770Z,2023-04-24T00:54:34Z,4216323365,56,Back,,,,,,,,,,,,,,,,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527997,371,12,1,46,53,d0c07im4a6oj8qa7f1zlt3pqs,1,11.6,72,2023-04-24T00:52:28.668Z,2023-04-24T00:54:32Z,4216323565,140,17.9,4216323571,213,1.0,4216323743,15,,4216323563,56,Back,4216323569,212,13.1,4216323567,141,88.7,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528001,372,1,1,46,54,d0c07im4a6oj8qa7f1zlt3pqs,0,19.9,89.8,2023-04-24T00:52:29.118Z,2023-04-24T00:54:29Z,4216328597,286,,4216328593,233,465,4216324819,141,90.7,4216324821,212,1.4,4216324817,140,18.7,4216324823,213,2.7,4216328591,236,,4216323583,56,Back,elvrjpt1jlko4henaqvfid7o4,M. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538527985,465,74,1,46,54,8ijkk62897so5r3bq0wgwx4bu,1,75.1,10.1,2023-04-24T00:52:29.119Z,2023-04-24T00:55:21Z,4216323501,285,,4216323497,56,Right,4216328619,233,372,,,,,,,,,,,,,,,,5iy3sz4b3mokizd2qlcskl5d6,J. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528003,466,49,1,46,58,8ijkk62897so5r3bq0wgwx4bu,1,73.6,16.5,2023-04-24T00:52:33.283Z,2023-04-24T00:52:33Z,,,,,,,,,,,,,,,,,,,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528021,467,1,1,46,58,8ijkk62897so5r3bq0wgwx4bu,1,73.6,16.5,2023-04-24T00:52:33.397Z,2023-04-24T00:52:35Z,4216323693,212,5.8,4216323691,141,8.9,4216323695,213,5.2,4216323689,140,76.2,4216323687,56,Right,,,,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528033,468,1,1,47,0,8ijkk62897so5r3bq0wgwx4bu,1,72.3,14.1,2023-04-24T00:52:35.459Z,2023-04-24T00:52:38Z,4216323765,140,67.5,4216323771,213,2.2,4216323769,212,9.1,4216323767,141,25.3,4216323763,56,Center,,,,,,,,,,5iy3sz4b3mokizd2qlcskl5d6,J. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528039,469,1,1,47,3,8ijkk62897so5r3bq0wgwx4bu,1,68.7,22.5,2023-04-24T00:52:38.627Z,2023-04-24T00:52:39Z,4216323799,212,10.7,4216323797,141,7.6,4216323793,56,Right,4216323795,140,72.0,4216323801,213,5.0,,,,,,,,,,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528073,470,1,1,47,4,8ijkk62897so5r3bq0wgwx4bu,1,72,7.6,2023-04-24T00:52:39.544Z,2023-04-24T00:52:44Z,4216324013,213,2.0,4216324007,140,67.7,4216324009,141,20.6,4216324011,212,9.9,4216324005,56,Right,,,,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528079,471,1,1,47,9,8ijkk62897so5r3bq0wgwx4bu,1,65.8,21.5,2023-04-24T00:52:44.395Z,2023-04-24T00:52:45Z,4216324047,140,66.4,4216324049,141,5.5,4216324053,213,4.8,4216324045,56,Right,4216324051,212,10.9,,,,,,,,,,okf3cwwp4y2zzqt67yfa5mac,A. Alcalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528125,472,1,1,47,10,8ijkk62897so5r3bq0wgwx4bu,1,66.8,6.1,2023-04-24T00:52:45.272Z,2023-04-24T00:52:52Z,4216324363,141,17.9,4216324367,213,2.7,4216324359,56,Right,4216324365,212,19.3,4216324361,140,50.1,,,,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528123,373,30,1,47,11,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-24T00:52:46.874Z,2023-04-30T16:26:02Z,4216324357,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538528127,473,30,1,47,11,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-24T00:52:46.874Z,2023-04-24T00:52:54Z,4216324373,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532403,376,18,2,45,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-24T01:06:25.538Z,2023-04-24T01:06:25Z,4216350911,55,377,4216350865,44,Midfielder,4216350863,42,,4216350867,59,24,,,,,,,,,,,,,6jsu34146kbtoeco3ue1a7ok4,J. Walti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532407,377,19,2,45,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-24T01:06:25.539Z,2023-04-24T01:06:26Z,4216350893,293,3,4216350897,55,376,4216350883,42,,4216350891,292,5,4216350887,145,4,4216350895,44,Midfielder,4216350889,59,15,,,,7nxqbiq6fics5w3qnwhz249as,S. Louis Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532499,378,18,2,45,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-24T01:06:43.095Z,2023-04-24T01:06:43Z,4216351375,42,,4216351415,55,379,4216351379,59,7,4216351377,44,Midfielder,,,,,,,,,,,,,elvrjpt1jlko4henaqvfid7o4,M. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532503,379,19,2,45,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-24T01:06:43.096Z,2023-04-24T01:06:43Z,4216351401,292,6,4216351389,42,,4216351405,44,Midfielder,4216351399,59,19,4216351397,145,11,4216351407,55,378,4216351403,293,1,,,,3cbmr8hg3kszw5wl04p3ol27e,C. Fodrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532719,476,18,2,45,0,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-24T01:06:43.195Z,2023-04-24T01:07:11Z,4216352553,44,Defender,4216352555,59,66,4216352589,55,477,4216352551,42,,,,,,,,,,,,,,1tln4ic02q7gakyi104b0o9ka,M. Carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532723,477,19,2,45,0,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-24T01:06:43.196Z,2023-04-24T01:07:34Z,4216352565,42,,4216353193,292,3,4216352571,59,52,4216352575,55,476,4216352573,44,Defender,4216352569,145,3,4216353195,293,1,,,,561nh7xvxljfxm1z0n8wsik4q,E. Amadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532915,380,32,2,45,0,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-24T01:07:44.471Z,2023-04-24T01:07:47Z,4216353821,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532909,478,32,2,45,0,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-24T01:07:44.471Z,2023-04-30T13:30:46Z,4216353789,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532923,479,1,2,45,0,8ijkk62897so5r3bq0wgwx4bu,1,49.9,50,2023-04-24T01:07:44.571Z,2023-04-24T01:07:48Z,4216353873,213,2.7,4216353865,56,Back,4216353871,212,15.5,4216353875,279,S,4216353867,140,36.5,4216353869,141,59.4,,,,,,,1kl9112b8rcbr3k1s5hs353x0,A. Bibout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532927,480,1,2,45,2,8ijkk62897so5r3bq0wgwx4bu,1,36.2,59.3,2023-04-24T01:07:47.136Z,2023-04-24T01:07:48Z,4216353911,141,40.0,4216353915,213,4.7,4216353913,212,13.1,4216353907,56,Back,4216353909,140,35.9,,,,,,,,,,91kiw0xa00btt5v54ywplywkq,A. Saldaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532947,481,1,2,45,3,8ijkk62897so5r3bq0wgwx4bu,1,35.6,41.6,2023-04-24T01:07:48.195Z,2023-04-24T01:07:51Z,4216353973,141,61.4,4216353977,213,2.2,4216353969,56,Back,4216353975,212,16.7,4216353971,140,26.2,,,,,,,,,,37zynr7fwzqg4c9w5ydefywyy,A. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532965,482,1,2,45,7,8ijkk62897so5r3bq0wgwx4bu,1,27.9,62.6,2023-04-24T01:07:51.658Z,2023-04-24T01:07:55Z,4216354083,212,18.5,4216354077,56,Back,4216354079,140,27.1,4216354081,141,35.4,4216354085,213,4.7,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538532991,483,1,2,45,11,8ijkk62897so5r3bq0wgwx4bu,1,30,37.9,2023-04-24T01:07:55.644Z,2023-04-24T01:07:58Z,4216354205,212,19.9,4216354201,140,29.7,4216354199,56,Back,4216354203,141,67.2,4216354207,213,1.6,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533005,484,1,2,45,14,8ijkk62897so5r3bq0wgwx4bu,1,29.5,67.8,2023-04-24T01:07:58.839Z,2023-04-24T01:08:01Z,4216354273,141,48.8,4216354277,213,4.0,4216354269,56,Back,4216354275,212,17.0,4216354271,140,19.0,,,,,,,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533021,485,1,2,45,16,8ijkk62897so5r3bq0wgwx4bu,1,19.1,48.8,2023-04-24T01:08:01.436Z,2023-04-24T01:08:05Z,4216354383,212,29.7,4216354379,140,25.4,4216354377,56,Back,4216354381,141,6.2,4216354385,213,4.9,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533071,486,1,2,45,20,8ijkk62897so5r3bq0wgwx4bu,1,23.3,21.6,2023-04-24T01:08:05Z,2023-04-24T01:08:09Z,4216354601,56,Back,4216354605,141,34.0,4216354609,213,2.6,4216354607,212,15.3,4216354603,140,11.1,,,,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533083,487,1,2,45,25,8ijkk62897so5r3bq0wgwx4bu,1,6,33.6,2023-04-24T01:08:09.584Z,2023-04-24T01:08:11Z,4216354659,56,Back,4216354661,140,3.2,4216354665,212,5.7,4216354663,141,40.7,4216354667,213,2.1,,,,,,,,,,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533107,488,1,2,45,26,8ijkk62897so5r3bq0wgwx4bu,0,3.2,40.7,2023-04-24T01:08:11.398Z,2023-04-24T01:08:14Z,4216354829,56,Right,4216354835,212,58.0,4216354827,155,,4216354831,140,53.7,4216354833,141,6.2,4216354837,213,5.9,4216354839,1,,,,,2mmciwk6gllcf11plcch710yc,S. Jillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533125,381,1,2,45,32,d0c07im4a6oj8qa7f1zlt3pqs,1,46.5,87.4,2023-04-24T01:08:16.543Z,2023-04-24T01:08:18Z,4216354961,3,,4216354965,140,62.4,4216354971,213,5.6,4216354963,56,Center,4216354967,141,68.2,4216354969,212,21.2,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533145,382,1,2,45,34,d0c07im4a6oj8qa7f1zlt3pqs,1,62.4,68.2,2023-04-24T01:08:18.751Z,2023-04-24T01:08:20Z,4216355071,140,68.5,4216355075,212,6.4,4216355069,56,Center,4216355067,3,,4216355073,141,67.5,4216355077,213,6.2,,,,,,,7nxqbiq6fics5w3qnwhz249as,S. Louis Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533147,383,49,2,45,36,d0c07im4a6oj8qa7f1zlt3pqs,1,68.5,67.2,2023-04-24T01:08:21.088Z,2023-04-24T01:08:21Z,,,,,,,,,,,,,,,,,,,,,,,,,3cbmr8hg3kszw5wl04p3ol27e,C. Fodrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533265,384,2,2,45,37,d0c07im4a6oj8qa7f1zlt3pqs,1,68.7,72.3,2023-04-24T01:08:22.144Z,2023-04-30T13:31:59Z,4216355755,56,Center,4239888515,8,,4216355757,140,89.5,4216355759,141,70.5,4216355753,7,ov91zkisppven9tp72gfbjf8,,,,,,,,,,3cbmr8hg3kszw5wl04p3ol27e,C. Fodrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533235,489,55,2,45,37,8ijkk62897so5r3bq0wgwx4bu,1,18,32.8,2023-04-24T01:08:22.145Z,2023-04-24T01:18:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2vq2t4ttpcwey95jzofd60qy2,C. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533337,490,1,2,46,0,8ijkk62897so5r3bq0wgwx4bu,1,15.3,47.5,2023-04-24T01:08:45.305Z,2023-04-24T01:08:48Z,4216356125,241,,4216356137,213,1.5,4216356123,5,,4216356129,140,16.3,4216356135,212,17.0,4216356127,56,Back,4216356131,141,72.4,,,,2mmciwk6gllcf11plcch710yc,S. Jillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533377,491,1,2,46,3,8ijkk62897so5r3bq0wgwx4bu,1,15.8,85.7,2023-04-24T01:08:48.293Z,2023-04-24T01:08:52Z,4216356339,141,86.9,4216356337,140,52.0,4216356333,155,,4216356343,213,0.0,4216356341,212,38.0,4216356345,1,,4216356335,56,Left,,,,e23yyl43xtcve09dx234uuj8,A. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533379,492,43,2,46,8,8ijkk62897so5r3bq0wgwx4bu,1,0,0,2023-04-24T01:08:52.723Z,2023-04-24T01:08:57Z,4216356365,212,8.3,4216356361,140,59.4,4216356513,144,1,4216356359,56,Left,4216356357,168,0,4216356355,3,0,4216356367,213,6.0,4216356363,141,83.0,amcmxrycu0kldox7qdohow2ui,A. Picazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533405,385,4,2,46,10,d0c07im4a6oj8qa7f1zlt3pqs,1,50.4,12.4,2023-04-24T01:08:54.739Z,2023-04-24T01:09:00Z,4216356501,294,,4216356505,152,,4216356499,13,,4216356507,286,,4216356503,56,Right,4216356565,233,493,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533397,493,4,2,46,10,8ijkk62897so5r3bq0wgwx4bu,0,49.6,87.6,2023-04-24T01:08:54.740Z,2023-04-24T01:09:00Z,4216356455,13,,4216356575,233,385,4216356461,152,,4216356459,56,Back,4216356457,294,,4216356563,285,,,,,,,,amcmxrycu0kldox7qdohow2ui,A. Picazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533423,386,1,2,46,14,d0c07im4a6oj8qa7f1zlt3pqs,1,52.5,11.6,2023-04-24T01:08:59.326Z,2023-04-24T01:09:03Z,4216356645,213,2.2,4216356641,141,47.6,4216356635,56,Back,4216356629,5,,4216356631,152,,4216356639,140,34.6,4216356643,212,30.9,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533469,387,1,2,46,18,d0c07im4a6oj8qa7f1zlt3pqs,1,33.5,48.2,2023-04-24T01:09:03.279Z,2023-04-24T01:09:08Z,4216356851,56,Center,4216356855,141,58.2,4216356859,213,0.3,4216356857,212,22.6,4216356853,140,54.0,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533487,388,1,2,46,24,d0c07im4a6oj8qa7f1zlt3pqs,1,55.7,61.5,2023-04-24T01:09:08.961Z,2023-04-24T01:09:10Z,4216356941,56,Back,4216356945,141,50.1,4216356943,140,34.1,4216356947,212,24.0,4216356949,213,3.5,,,,,,,,,,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533515,389,1,2,46,26,d0c07im4a6oj8qa7f1zlt3pqs,1,34.1,50.1,2023-04-24T01:09:11.130Z,2023-04-24T01:09:14Z,4216357103,212,15.2,4216357105,213,4.6,4216357101,141,27.9,4216357097,56,Back,4216357099,140,32.6,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533541,390,1,2,46,30,d0c07im4a6oj8qa7f1zlt3pqs,1,32.6,27.9,2023-04-24T01:09:15.140Z,2023-04-24T01:09:18Z,4216357213,213,5.1,4216357209,141,3.1,4216357207,140,39.6,4216357211,212,18.4,4216357205,56,Back,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533561,391,1,2,46,34,d0c07im4a6oj8qa7f1zlt3pqs,1,35.2,4.6,2023-04-24T01:09:19.109Z,2023-04-24T01:09:21Z,4216357321,212,18.0,4216357317,140,21.8,4216357319,141,21.0,4216357323,213,2.5,4216357315,56,Back,,,,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533581,392,1,2,46,37,d0c07im4a6oj8qa7f1zlt3pqs,1,21.8,21,2023-04-24T01:09:21.727Z,2023-04-24T01:09:24Z,4216357445,212,21.5,4216357441,140,5.5,4216357439,56,Back,4216357447,213,2.5,4216357443,141,40.1,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538533675,393,1,2,46,39,d0c07im4a6oj8qa7f1zlt3pqs,1,5.6,40.1,2023-04-24T01:09:24.440Z,2023-04-24T01:09:34Z,4216357963,1,,4216357955,140,32.0,4216357951,155,,4216357953,56,Back,4216357959,212,47.5,4216357957,141,96.9,4216357961,213,0.9,,,,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
