id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2534966491,6,1,1,0,20,8o8m08he36u0j4w08aj2iodn8,1,12.5,44.5,2023-04-16T23:06:01.953Z,2023-04-16T23:06:06Z,4197371911,213,1.1,4197371905,140,21.2,4197371903,56,Back,4197371909,212,21.0,4197371907,141,72.3,,,,,,,,,,3oca1lvb4fr3l6efbstc8k6ad,S. Richey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966535,7,1,1,0,24,8o8m08he36u0j4w08aj2iodn8,1,28.9,72.4,2023-04-16T23:06:06.817Z,2023-04-16T23:06:13Z,4197372131,141,27.7,4197372129,140,28.3,4197372135,212,30.4,4197372127,56,Back,4197372137,213,4.7,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966553,8,1,1,0,31,8o8m08he36u0j4w08aj2iodn8,1,33.5,30.4,2023-04-16T23:06:13.714Z,2023-04-16T23:06:17Z,4197372249,212,33.7,4197372243,56,Back,4197372245,140,33.8,4197372251,213,1.6,4197372247,141,80.0,4197372253,1,,,,,,,,4fsa5gccqi6eiy0a4jau4swrt,W. Omsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966569,9,1,1,0,35,8o8m08he36u0j4w08aj2iodn8,1,35.3,83.3,2023-04-16T23:06:17.777Z,2023-04-16T23:06:20Z,4197372315,140,39.6,4197372319,212,9.4,4197372313,56,Back,4197372321,213,1.1,4197372317,141,95.4,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966589,10,1,1,0,38,8o8m08he36u0j4w08aj2iodn8,0,38.6,90.8,2023-04-16T23:06:20.451Z,2023-04-16T23:06:23Z,4197372459,213,5.7,4197372453,140,65.5,4197372455,141,61.4,4197372461,1,,4197372457,212,34.6,4197372451,56,Center,4197372449,155,,,,,4rnong5uhpqn323bqfthsbyay,R. Fleming III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966601,6,61,1,0,42,1zgjjyruyufrkh4xjvryqsb1i,1,32.6,51.5,2023-04-16T23:06:24.722Z,2023-04-20T13:19:16Z,4197372513,56,Back,,,,,,,,,,,,,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966615,7,52,1,0,44,1zgjjyruyufrkh4xjvryqsb1i,1,12.2,55.2,2023-04-16T23:06:26.594Z,2023-04-20T13:19:33Z,4204299655,376,,,,,,,,,,,,,,,,,,,,,,,72hamgw1scmumrnzeug0tjfje,H. Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966699,8,1,1,0,53,1zgjjyruyufrkh4xjvryqsb1i,1,14.8,61.5,2023-04-16T23:06:34.867Z,2023-04-16T23:06:37Z,4197372987,56,Back,4197372989,140,19.6,4197372991,141,83.3,4197372985,123,,4197372993,212,15.7,4197372995,213,1.2,,,,,,,72hamgw1scmumrnzeug0tjfje,H. Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966719,9,1,1,0,55,1zgjjyruyufrkh4xjvryqsb1i,0,19.7,85.7,2023-04-16T23:06:37.554Z,2023-04-16T23:06:40Z,4197373091,56,Back,4197373089,157,,4197373101,1,,4197373095,141,76.6,4197373099,213,6.1,4197373093,140,45.3,4197373097,212,27.6,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966729,11,1,1,0,58,8o8m08he36u0j4w08aj2iodn8,0,58.9,14.9,2023-04-16T23:06:40.050Z,2023-04-16T23:06:42Z,4197373143,213,0.4,4197373141,212,13.4,4197373139,141,23.4,4197373133,3,,4197373135,56,Center,4197373137,140,70.4,,,,,,,4fsa5gccqi6eiy0a4jau4swrt,W. Omsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966761,10,1,1,1,0,1zgjjyruyufrkh4xjvryqsb1i,1,31.6,76.3,2023-04-16T23:06:42.818Z,2023-04-17T01:26:19Z,4197373339,141,77.1,4197373341,212,5.7,4197373335,56,Back,4197373343,213,3.0,4197373337,140,26.2,,,,,,,,,,8bfew6mf9m26cj07fq32uf2wa,R. Odada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966781,11,1,1,1,2,1zgjjyruyufrkh4xjvryqsb1i,1,25.4,76.1,2023-04-16T23:06:44.706Z,2023-04-20T13:20:18Z,4197373457,140,42.6,4197373459,141,82.4,4197373455,56,Back,4197373465,213,0.2,4197373463,212,18.6,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966813,12,1,1,1,5,1zgjjyruyufrkh4xjvryqsb1i,0,43.2,80.5,2023-04-16T23:06:47.394Z,2023-04-16T23:06:53Z,4197373607,141,70.6,4197373611,213,6.1,4197373605,140,72.3,4197373603,56,Center,4197373609,212,31.3,,,,,,,,,,b8dezhr1wmfql8bw3b0pu1bhm,J. Rafanello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966799,12,49,1,1,7,8o8m08he36u0j4w08aj2iodn8,1,31.4,20.7,2023-04-16T23:06:49.826Z,2023-04-16T23:06:49Z,,,,,,,,,,,,,,,,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966825,13,1,1,1,8,8o8m08he36u0j4w08aj2iodn8,1,31.4,20.7,2023-04-16T23:06:50.049Z,2023-04-16T23:06:53Z,4197373687,212,29.5,4197373683,140,8.1,4197373689,213,2.5,4197373685,141,44.9,4197373681,56,Back,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966879,14,1,1,1,11,8o8m08he36u0j4w08aj2iodn8,0,8.1,44.9,2023-04-16T23:06:53.057Z,2023-04-16T23:07:00Z,4197373975,141,20.4,4197373979,212,70.0,4197373983,1,,4197373967,157,,4197373971,140,72.9,4197373981,213,6.0,4197373969,56,Right,,,,3oca1lvb4fr3l6efbstc8k6ad,S. Richey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966887,13,49,1,1,18,1zgjjyruyufrkh4xjvryqsb1i,1,30,86.5,2023-04-16T23:07:00.385Z,2023-04-16T23:07:00Z,,,,,,,,,,,,,,,,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966903,14,1,1,1,19,1zgjjyruyufrkh4xjvryqsb1i,0,28.7,85.7,2023-04-16T23:07:00.962Z,2023-04-16T23:07:02Z,4197374101,140,36.0,4197374107,213,0.9,4197374099,56,Back,4197374109,1,,4197374097,157,,4197374103,141,100.0,4197374105,212,13.0,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966909,15,5,1,1,20,1zgjjyruyufrkh4xjvryqsb1i,0,33.9,101.4,2023-04-16T23:07:02.022Z,2023-04-16T23:07:13Z,4197374125,56,Back,4197374585,233,15,4197374127,347,,,,,,,,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966987,15,5,1,1,20,8o8m08he36u0j4w08aj2iodn8,1,66.1,-1.4,2023-04-16T23:07:02.022Z,2023-04-17T01:11:18Z,4197374575,56,Right,4197374579,233,15,4197374577,347,,,,,,,,,,,,,,,,,3oca1lvb4fr3l6efbstc8k6ad,S. Richey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534966999,16,1,1,1,28,8o8m08he36u0j4w08aj2iodn8,1,68.2,0,2023-04-16T23:07:10.121Z,2023-04-20T13:21:23Z,4197374617,56,Center,4197374621,141,23.3,4197374623,212,19.1,4197374625,213,1.1,4197374615,107,,4197374619,140,76.7,,,,,,,2343y1f4dtezub9633ghspqi2,J. Dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967005,17,1,1,1,29,8o8m08he36u0j4w08aj2iodn8,0,76.7,23.3,2023-04-16T23:07:11.090Z,2023-04-20T13:21:22Z,4197374649,56,Right,4197374653,141,7.1,4197374655,212,11.3,4197374651,140,79.3,4197374657,213,5.0,,,,,,,,,,5sphos4tiokzmv1iqqsa1invu,M. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536274843,761,49,1,1,30,1zgjjyruyufrkh4xjvryqsb1i,1,21.5,93.1,2023-04-16T23:07:12.194Z,2023-04-20T13:21:11Z,,,,,,,,,,,,,,,,,,,,,,,,,9gpx3gj4k8qm64k1uc7rqg4tm,J. Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967023,16,1,1,1,32,1zgjjyruyufrkh4xjvryqsb1i,0,24.7,93.9,2023-04-16T23:07:14.338Z,2023-04-20T13:21:26Z,4197374721,56,Back,4197374719,157,,4197374727,212,17.5,4197374729,213,0.3,4197374723,140,40.6,4197374725,141,100.0,4197374731,1,,,,,9gpx3gj4k8qm64k1uc7rqg4tm,J. Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967027,17,5,1,1,35,1zgjjyruyufrkh4xjvryqsb1i,0,38.6,101.8,2023-04-16T23:07:17.796Z,2023-04-16T23:07:25Z,4197374735,56,Back,4197374739,347,,4197374907,233,18,,,,,,,,,,,,,,,,9gpx3gj4k8qm64k1uc7rqg4tm,J. Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967055,18,5,1,1,35,8o8m08he36u0j4w08aj2iodn8,1,61.4,-1.8,2023-04-16T23:07:17.796Z,2023-04-17T01:11:18Z,4197374899,233,17,4197374895,56,Right,4197374897,347,,,,,,,,,,,,,,,,,5sphos4tiokzmv1iqqsa1invu,M. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967071,19,1,1,1,43,8o8m08he36u0j4w08aj2iodn8,1,67.8,0,2023-04-16T23:07:25.073Z,2023-04-16T23:07:27Z,4197374967,213,1.2,4197374965,212,13.3,4197374963,141,16.4,4197374959,56,Right,4197374961,140,72.3,4197374957,107,,,,,,,,2343y1f4dtezub9633ghspqi2,J. Dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967093,20,1,1,1,45,8o8m08he36u0j4w08aj2iodn8,1,72.5,19.8,2023-04-16T23:07:27.265Z,2023-04-16T23:07:30Z,4197375067,213,3.1,4197375065,212,12.0,4197375063,141,20.3,4197375059,56,Right,4197375057,155,,4197375061,140,61.1,,,,,,,5sphos4tiokzmv1iqqsa1invu,M. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967107,21,1,1,1,48,8o8m08he36u0j4w08aj2iodn8,1,61,20.4,2023-04-16T23:07:30.433Z,2023-04-16T23:08:34Z,4197375139,56,Right,4197375141,140,56.0,4197375147,213,4.2,4197375145,212,10.3,4197375143,141,7.4,,,,,,,,,,afdz1ibldn2vc8gtezyw8tqay,H. Osorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967115,22,1,1,1,50,8o8m08he36u0j4w08aj2iodn8,1,56,7.4,2023-04-16T23:07:32.369Z,2023-04-16T23:07:33Z,4197375185,141,31.8,4197375189,213,2.1,4197375183,140,47.1,4197375187,212,19.0,4197375181,56,Back,,,,,,,,,,4fsa5gccqi6eiy0a4jau4swrt,W. Omsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967139,23,1,1,1,51,8o8m08he36u0j4w08aj2iodn8,0,47.1,31.8,2023-04-16T23:07:33.410Z,2023-04-20T13:23:20Z,4197375317,212,13.6,4197375311,56,Center,4197375319,213,6.1,4197375313,140,59.8,4197375315,141,27.9,,,,,,,,,,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967143,18,1,1,1,54,1zgjjyruyufrkh4xjvryqsb1i,0,38.2,77.5,2023-04-16T23:07:36.306Z,2023-04-20T13:23:12Z,4197375335,56,Back,4197375339,141,77.1,4197375341,212,0.8,4197375333,157,,4197375343,213,5.9,4197375345,1,,4197375337,140,38.9,,,,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967141,24,61,1,1,54,8o8m08he36u0j4w08aj2iodn8,1,64.8,22.8,2023-04-16T23:07:36.465Z,2023-04-20T13:23:02Z,4197375329,56,Center,,,,,,,,,,,,,,,,,,,,,,afdz1ibldn2vc8gtezyw8tqay,H. Osorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967161,19,43,1,1,54,1zgjjyruyufrkh4xjvryqsb1i,1,0,0,2023-04-16T23:07:36.466Z,2023-04-20T13:23:04Z,4204307141,144,7,4197375441,285,0,4197375439,56,Back,4204304793,385,0,4197375461,233,24,,,,,,,,,,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967211,25,1,1,1,55,8o8m08he36u0j4w08aj2iodn8,0,54.9,19.5,2023-04-16T23:07:37.161Z,2023-04-20T13:22:19Z,4197375653,213,0.7,4197375651,212,22.8,4197375645,56,Center,4197375649,141,41.2,4197375643,3,,4197375647,140,71.4,,,,,,,4fsa5gccqi6eiy0a4jau4swrt,W. Omsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967187,20,44,1,1,55,1zgjjyruyufrkh4xjvryqsb1i,1,29.2,67.4,2023-04-16T23:07:37.658Z,2023-04-20T13:24:35Z,4197375701,233,26,4197375521,56,Back,4197375523,285,,,,,,,,,,,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967215,26,44,1,1,55,8o8m08he36u0j4w08aj2iodn8,0,70.8,32.6,2023-04-16T23:07:37.659Z,2023-04-20T13:24:34Z,4197375663,286,,4197375747,233,20,4197375661,56,Center,,,,,,,,,,,,,,,,4rnong5uhpqn323bqfthsbyay,R. Fleming III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967227,21,1,1,1,56,1zgjjyruyufrkh4xjvryqsb1i,1,30.1,76.6,2023-04-16T23:07:37.978Z,2023-04-20T13:24:33Z,4197375721,140,37.3,4197375725,212,18.6,4197375723,141,51.6,4197375713,3,,4197375719,56,Back,4197375727,213,5.1,,,,,,,anht193qhditit6wpsexoep2i,G. Portella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967245,22,49,1,1,56,1zgjjyruyufrkh4xjvryqsb1i,1,32,40.3,2023-04-16T23:07:38.753Z,2023-04-20T13:24:32Z,,,,,,,,,,,,,,,,,,,,,,,,,45v94x6b8g7n4xa3lsfdp6pzo,D. Vazquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967255,24,3,1,1,57,1zgjjyruyufrkh4xjvryqsb1i,1,29.2,32.1,2023-04-16T23:07:39.803Z,2023-04-20T13:24:12Z,4197375875,285,,4197375873,56,Back,4204309617,464,,4197375901,233,27,,,,,,,,,,,,,45v94x6b8g7n4xa3lsfdp6pzo,D. Vazquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967247,27,45,1,1,57,8o8m08he36u0j4w08aj2iodn8,0,70.8,67.9,2023-04-16T23:07:39.803Z,2023-04-20T13:24:28Z,4197375831,286,,4197375915,233,24,4197375829,56,Center,,,,,,,,,,,,,,,,9u37akzkhdyszhevgrjghq99m,A. Monis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967251,23,43,1,2,5,1zgjjyruyufrkh4xjvryqsb1i,1,0,0,2023-04-16T23:07:47.058Z,2023-04-16T23:07:53Z,4197375855,213,4.6,4197376137,144,12,4197375847,140,32.2,4197375849,141,37.7,4197375845,56,Back,4197375851,212,1.4,,,,,,,6t625vlq8y9po4hbvz97qx6ok,C. Donovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967271,25,1,1,2,5,1zgjjyruyufrkh4xjvryqsb1i,1,31.2,35.7,2023-04-16T23:07:47.730Z,2023-04-20T13:24:44Z,4197375949,140,38.7,4197375947,56,Back,4197375955,212,19.9,4197375953,141,8.9,4197375957,213,5.1,,,,,,,,,,45v94x6b8g7n4xa3lsfdp6pzo,D. Vazquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967321,26,1,1,2,6,1zgjjyruyufrkh4xjvryqsb1i,1,38.5,9.3,2023-04-16T23:07:48.850Z,2023-04-20T13:24:56Z,4197376193,213,2.8,4197376191,212,18.3,4197376185,56,Back,4197376189,141,18.8,4197376187,140,22.2,,,,,,,,,,793bjb2bgku4cw2iu6k1fxcve,A. Sorenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967335,27,1,1,2,11,1zgjjyruyufrkh4xjvryqsb1i,1,23.5,19.6,2023-04-16T23:07:53.729Z,2023-04-20T13:25:11Z,4197376267,212,18.7,4197376265,141,40.1,4197376269,213,2.3,4197376263,140,11.7,4197376261,56,Back,,,,,,,,,,5kxl3fn1tkzy8n831aql93a0a,B. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967363,28,1,1,2,13,1zgjjyruyufrkh4xjvryqsb1i,1,11.7,40.1,2023-04-16T23:07:55.553Z,2023-04-16T23:08:12Z,4197376403,213,5.7,4197376405,1,,4197376401,212,37.4,4197376397,140,41.2,4197376395,56,Back,4197376399,141,9.4,4197376393,157,,,,,72hamgw1scmumrnzeug0tjfje,H. Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967365,29,44,1,2,15,1zgjjyruyufrkh4xjvryqsb1i,1,41.5,6.2,2023-04-16T23:07:57.552Z,2023-04-17T00:04:02Z,4197376417,56,Back,4197376425,233,28,4197376419,285,,,,,,,,,,,,,,,,,6t625vlq8y9po4hbvz97qx6ok,C. Donovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967337,28,44,1,2,15,8o8m08he36u0j4w08aj2iodn8,0,58.5,93.8,2023-04-16T23:07:57.553Z,2023-04-16T23:08:02Z,4197376445,233,29,4197376275,286,,4197376273,56,Left,,,,,,,,,,,,,,,,4brxad2pilyhwhjgri3u0rmga,A. Aceves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534967375,30,1,1,2,16,1zgjjyruyufrkh4xjvryqsb1i,0,42.4,9.1,2023-04-16T23:07:58.394Z,2023-04-20T15:45:48Z,4197376459,3,,4197376461,168,,4197376467,141,7.4,4197376471,213,6.2,4197376465,140,66.8,4197376463,56,Right,4197376469,212,25.6,,,,6t625vlq8y9po4hbvz97qx6ok,C. Donovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
