id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2525242895,9,49,1,0,28,bd0378yx50xpdcgwkt9p9bmz8,1,55.7,97.2,2023-03-27T23:05:56.390Z,2023-03-30T07:06:18Z,4149029161,189,,,,,,,,,,,,,,,,,,,,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242901,10,1,1,0,28,bd0378yx50xpdcgwkt9p9bmz8,0,55.7,97.2,2023-03-27T23:05:56.618Z,2023-03-30T07:09:31Z,4138676377,213,6.3,4138676369,56,Left,4138676373,141,96.6,4138676367,155,,4138676371,140,69.5,4149030733,189,,4138676375,212,14.5,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525248727,401,49,1,0,29,29nx7yxy1rdqv2oobqn5pjf8p,1,24.2,11.3,2023-03-27T23:05:57.507Z,2023-03-30T07:09:33Z,4149030757,189,,,,,,,,,,,,,,,,,,,,,,,8pvvljn4uasfjxdleh56pm38,A. Pearlman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525248781,402,1,1,0,30,29nx7yxy1rdqv2oobqn5pjf8p,1,24.2,11.3,2023-03-27T23:05:58.859Z,2023-03-30T07:09:36Z,4138707069,157,,4138707077,212,16.7,4138707081,1,,4138707073,140,35.2,4138707079,213,0.8,4138707071,56,Back,4149030779,189,,4138707075,141,29.1,8pvvljn4uasfjxdleh56pm38,A. Pearlman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242907,6,44,1,0,33,29nx7yxy1rdqv2oobqn5pjf8p,1,46,32.2,2023-03-27T23:06:01.363Z,2023-03-30T07:09:45Z,4149030823,189,,4138676403,233,11,4138676399,56,Back,4138676401,285,,,,,,,,,,,,,,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242903,11,44,1,0,33,bd0378yx50xpdcgwkt9p9bmz8,0,54,67.8,2023-03-27T23:06:01.364Z,2023-03-30T07:09:46Z,4138676393,286,,4138676413,233,6,4149030825,189,,4138676391,56,Center,,,,,,,,,,,,,44nrrrjr233eellmujjz45h5g,B. Halsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242915,7,1,1,0,34,29nx7yxy1rdqv2oobqn5pjf8p,1,45.4,29.8,2023-03-27T23:06:01.988Z,2023-03-30T07:09:48Z,4138676449,212,27.0,4138676443,56,Center,4138676447,141,65.5,4138676451,213,1.1,4149030851,189,,4138676445,140,56.6,4138676441,3,,,,,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242917,8,3,1,0,39,29nx7yxy1rdqv2oobqn5pjf8p,1,77.2,91.2,2023-03-27T23:06:07.428Z,2023-03-30T07:09:55Z,4138676455,56,Left,4149030939,464,,4138676459,233,12,4138676457,286,,,,,,,,,,,,,,2ckur42qg6o7zpl2mzvy061p0,R. Walkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242911,12,45,1,0,39,bd0378yx50xpdcgwkt9p9bmz8,0,22.8,8.8,2023-03-27T23:06:07.428Z,2023-03-27T23:06:09Z,4138676431,285,,4138676467,233,8,4138676429,56,Back,,,,,,,,,,,,,,,,1ie2n14n0fm7tyl99vxybmk4q,Morgan Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242921,9,1,1,0,40,29nx7yxy1rdqv2oobqn5pjf8p,1,76.5,86.5,2023-03-27T23:06:08.579Z,2023-03-27T23:06:10Z,4138676475,56,Center,4138676479,141,78.8,4138676483,213,5.0,4138676477,140,78.1,4138676481,212,5.5,,,,,,,,,,2ckur42qg6o7zpl2mzvy061p0,R. Walkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242923,10,1,1,0,42,29nx7yxy1rdqv2oobqn5pjf8p,1,77.9,75.8,2023-03-27T23:06:10.547Z,2023-03-30T07:10:13Z,4138676491,141,80.8,4138676489,140,86.9,4138676495,213,0.3,4138676487,56,Left,4138676493,212,10.0,,,,,,,,,,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525248911,403,43,1,0,43,29nx7yxy1rdqv2oobqn5pjf8p,1,0,0,2023-03-27T23:06:11.578Z,2023-03-28T00:22:02Z,4138707809,144,61,4138707545,56,Center,,,,,,,,,,,,,,,,,,,2ckur42qg6o7zpl2mzvy061p0,R. Walkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242925,11,3,1,0,44,29nx7yxy1rdqv2oobqn5pjf8p,0,87,73.4,2023-03-27T23:06:12.100Z,2023-03-30T07:10:38Z,4149031247,465,,4138707827,233,13,4138676499,56,Center,4138676501,286,,,,,,,,,,,,,,7w2rw1jd8ouhu8bbvswvysu8k,J. Bernardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242927,13,7,1,0,44,bd0378yx50xpdcgwkt9p9bmz8,1,13,26.6,2023-03-27T23:06:12.101Z,2023-03-30T07:10:42Z,4149031289,384,,4138676515,233,11,4138676509,285,,4138676507,56,Back,,,,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242929,14,49,1,0,45,bd0378yx50xpdcgwkt9p9bmz8,1,19.4,33.5,2023-03-27T23:06:13.357Z,2023-03-28T00:07:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1ie2n14n0fm7tyl99vxybmk4q,Morgan Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525248015,440,50,1,0,45,bd0378yx50xpdcgwkt9p9bmz8,1,20.8,34.9,2023-03-27T23:06:13.983Z,2023-03-30T10:34:33Z,4138702701,285,,4138702699,56,Back,4149157097,233,364,,,,,,,,,,,,,,,,1ie2n14n0fm7tyl99vxybmk4q,Morgan Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525248047,364,7,1,0,46,29nx7yxy1rdqv2oobqn5pjf8p,0,79.2,65.1,2023-03-27T23:06:13.984Z,2023-03-30T07:11:15Z,4138702811,233,440,4149031593,385,,4138702805,286,,4138702803,56,Center,,,,,,,,,,,,,2ckur42qg6o7zpl2mzvy061p0,R. Walkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242935,15,61,1,0,46,bd0378yx50xpdcgwkt9p9bmz8,1,19.5,33.5,2023-03-27T23:06:14.640Z,2023-03-28T00:07:55Z,4138676543,56,Back,,,,,,,,,,,,,,,,,,,,,,1ie2n14n0fm7tyl99vxybmk4q,Morgan Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242941,16,1,1,0,51,bd0378yx50xpdcgwkt9p9bmz8,1,23.8,25.8,2023-03-27T23:06:19.270Z,2023-03-28T00:08:12Z,4138676565,140,17.1,4138676571,213,3.9,4138676563,56,Back,4138676569,212,9.5,4138676567,141,16.5,,,,,,,,,,aw9qtyjb4wdifiixi139m96cq,G. Valenzuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242947,17,1,1,0,53,bd0378yx50xpdcgwkt9p9bmz8,1,21.1,24,2023-03-27T23:06:21.323Z,2023-03-27T23:06:28Z,4138676617,140,45.6,4138676621,212,56.3,4138676625,1,,4138676613,196,,4138676619,141,97.6,4138676611,155,,4138676623,213,1.1,4138676615,56,Back,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242951,18,1,1,1,0,bd0378yx50xpdcgwkt9p9bmz8,1,45.6,97.6,2023-03-27T23:06:28.330Z,2023-03-28T00:08:27Z,4138676657,213,3.5,4138676653,141,91.9,4138676651,140,37.0,4138676655,212,9.8,4138676649,56,Back,,,,,,,,,,bpr7u1cp7bzt1w2t1tsmru73e,J. Castellano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242953,19,1,1,1,3,bd0378yx50xpdcgwkt9p9bmz8,1,37,91.9,2023-03-27T23:06:31.159Z,2023-03-28T00:08:26Z,4138676665,56,Back,4138676671,212,15.2,4138676669,141,74.0,4138676673,213,4.1,4138676667,140,28.4,,,,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242957,20,1,1,1,5,bd0378yx50xpdcgwkt9p9bmz8,1,28.4,74,2023-03-27T23:06:33.638Z,2023-03-27T23:06:35Z,4138676695,56,Back,4138676703,213,4.2,4138676699,141,39.1,4138676701,212,28.0,4138676697,140,14.3,,,,,,,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242959,21,1,1,1,9,bd0378yx50xpdcgwkt9p9bmz8,1,13.9,39.9,2023-03-27T23:06:37.806Z,2023-03-27T23:06:39Z,4138676725,56,Back,4138676731,212,17.0,4138676729,141,15.7,4138676733,213,5.0,4138676727,140,18.0,,,,,,,,,,2d9cw6dcm2wsgrr8mj5rt6zje,K. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242965,22,1,1,1,10,bd0378yx50xpdcgwkt9p9bmz8,0,18.4,7.3,2023-03-27T23:06:38.959Z,2023-03-30T07:13:59Z,4138676763,141,5.6,4138676767,213,6.2,4138676765,212,30.4,4138676759,56,Back,4138676757,155,,4138676761,140,47.3,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242961,12,1,1,1,11,29nx7yxy1rdqv2oobqn5pjf8p,0,51.4,92.5,2023-03-27T23:06:39.043Z,2023-03-30T07:14:06Z,4138676741,140,44.6,4138676745,212,9.1,4138676737,3,,4138676747,213,3.8,4138676743,141,84.1,4138676739,56,Back,,,,,,,8t1cdsbb6ck8dtfnz8xhejeju,R. Goulbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242971,23,1,1,1,15,bd0378yx50xpdcgwkt9p9bmz8,1,62,18.4,2023-03-27T23:06:43.085Z,2023-03-27T23:06:48Z,4138676805,212,25.3,4138676799,56,Right,4138676801,140,86.1,4138676803,141,16.9,4138676807,213,6.2,,,,,,,,,,49ki6wsieoy8t4baq73o0zhbe,A. Ordóñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242973,24,61,1,1,17,bd0378yx50xpdcgwkt9p9bmz8,0,89.2,18.2,2023-03-27T23:06:45.542Z,2023-03-30T07:14:29Z,4138676811,56,Right,,,,,,,,,,,,,,,,,,,,,,1ie2n14n0fm7tyl99vxybmk4q,Morgan Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525865223,660,56,1,1,18,29nx7yxy1rdqv2oobqn5pjf8p,1,0,0,2023-03-27T23:06:46.195Z,2023-03-30T07:14:24Z,4149033223,56,Back,,,,,,,,,,,,,,,,,,,,,,8pvvljn4uasfjxdleh56pm38,A. Pearlman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242979,13,5,1,1,21,29nx7yxy1rdqv2oobqn5pjf8p,1,-1.8,80.3,2023-03-27T23:06:48.999Z,2023-03-28T01:17:28Z,4138676849,56,Back,4138738337,233,25,4138676851,346,,,,,,,,,,,,,,,,,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242975,25,5,1,1,21,bd0378yx50xpdcgwkt9p9bmz8,0,101.8,19.7,2023-03-27T23:06:48.999Z,2023-03-28T01:17:28Z,4138676819,346,,4138738341,233,13,4138676817,56,Right,,,,,,,,,,,,,,,,1ie2n14n0fm7tyl99vxybmk4q,Morgan Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242987,14,1,1,1,38,29nx7yxy1rdqv2oobqn5pjf8p,1,5.1,47.6,2023-03-27T23:07:06.819Z,2023-03-27T23:07:09Z,4138676901,124,,4138676907,141,30.7,4138676911,213,4.7,4138676903,56,Back,4138676909,212,11.5,4138676915,237,,4138676905,140,5.5,,,,3jggbo072qzgw1bivr2htm5g4,L. Gavran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242991,15,1,1,1,41,29nx7yxy1rdqv2oobqn5pjf8p,1,9.3,30.3,2023-03-27T23:07:09.587Z,2023-03-27T23:07:11Z,4138676935,212,5.1,4138676931,140,8.6,4138676933,141,37.7,4138676937,213,1.7,4138676929,56,Back,,,,,,,,,,8pvvljn4uasfjxdleh56pm38,A. Pearlman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242995,16,1,1,1,43,29nx7yxy1rdqv2oobqn5pjf8p,1,4.1,54.6,2023-03-27T23:07:11.763Z,2023-03-30T07:14:49Z,4138676949,56,Back,4138676955,212,26.5,4138676951,140,15.2,4138676953,141,89.6,4138676957,213,1.1,,,,,,,,,,3jggbo072qzgw1bivr2htm5g4,L. Gavran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525243001,17,1,1,1,44,29nx7yxy1rdqv2oobqn5pjf8p,0,16,94.1,2023-03-27T23:07:12.275Z,2023-03-30T07:32:26Z,4138676989,140,11.4,4138676991,141,88.7,4138676995,213,3.8,4138676987,56,Back,4149033597,156,,4138676993,212,6.1,,,,,,,8t1cdsbb6ck8dtfnz8xhejeju,R. Goulbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525243003,18,1,1,1,45,29nx7yxy1rdqv2oobqn5pjf8p,0,11.1,86.2,2023-03-27T23:07:13.963Z,2023-03-30T07:32:38Z,4138677011,213,0.0,4138677007,141,88.7,4138677001,155,,4138677013,1,,4138677005,140,45.4,4138677009,212,36.1,4138677003,56,Back,,,,e7tp50kohe1u9hts0geeh3578,L. Stefanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242997,26,44,1,1,49,bd0378yx50xpdcgwkt9p9bmz8,1,54.2,10.1,2023-03-27T23:07:17.859Z,2023-03-27T23:07:21Z,4138677021,233,19,4138676971,56,Right,4138676973,286,,,,,,,,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525243005,19,44,1,1,49,29nx7yxy1rdqv2oobqn5pjf8p,0,45.8,89.9,2023-03-27T23:07:17.860Z,2023-03-27T23:07:21Z,4138677025,233,26,4138677019,285,,4138677017,56,Back,,,,,,,,,,,,,,,,2ckur42qg6o7zpl2mzvy061p0,R. Walkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525242999,27,1,1,1,50,bd0378yx50xpdcgwkt9p9bmz8,0,53.7,8.9,2023-03-27T23:07:18.430Z,2023-03-27T23:07:20Z,4138676979,140,56.4,4138676983,212,12.2,4138676975,3,,4138676985,213,1.3,4138676977,56,Center,4138676981,141,26.4,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525243011,20,1,1,1,58,29nx7yxy1rdqv2oobqn5pjf8p,0,46.4,66.4,2023-03-27T23:07:26.371Z,2023-03-30T07:33:12Z,4138677077,1,,4138677069,140,73.4,4138677073,212,54.4,4138677067,56,Right,4138677065,196,,4138677071,141,0.0,4138677075,213,5.3,,,,28kg6zbpgbb8zrnhidogpxi0a,A. Diaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525243013,21,5,1,2,0,29nx7yxy1rdqv2oobqn5pjf8p,0,77.8,-1.7,2023-03-27T23:07:28.120Z,2023-03-28T01:17:28Z,4138677083,189,,4138677079,56,Right,4138677081,347,,4138677127,233,28,,,,,,,,,,,,,28kg6zbpgbb8zrnhidogpxi0a,A. Diaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525243019,28,5,1,2,0,bd0378yx50xpdcgwkt9p9bmz8,1,22.2,101.7,2023-03-27T23:07:28.120Z,2023-03-27T23:07:40Z,4138677117,347,,4138677115,56,Back,4138677123,233,21,,,,,,,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
