id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2536807169,5,1,1,0,10,4g68p0t2f5jzhzfr67i2rj1ex,0,29.2,94.4,2023-04-21T23:06:22.851Z,2023-04-21T23:06:26Z,4207171267,56,Left,4207171273,212,40.0,4207171275,213,6.2,4207171277,1,,4207171265,155,,4207171269,140,67.3,4207171271,141,92.0,,,,nhhmltlm3ayn7vqmp6etck5w,C. Ofori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807171,7,49,1,0,14,csntc7hucmo21gknxc5y0kc4q,1,29.1,15.2,2023-04-21T23:06:27.003Z,2023-04-22T00:04:52Z,,,,,,,,,,,,,,,,,,,,,,,,,ahfl8o5ngmw3vp3up97rlaj8p,P. Cayet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807173,8,1,1,0,16,csntc7hucmo21gknxc5y0kc4q,1,29.6,9.5,2023-04-21T23:06:29.626Z,2023-04-21T23:06:32Z,4207171315,141,41.5,4207171319,213,2.3,4207171311,56,Back,4207171317,212,30.3,4207171313,140,9.5,,,,,,,,,,ahfl8o5ngmw3vp3up97rlaj8p,P. Cayet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807175,9,1,1,0,19,csntc7hucmo21gknxc5y0kc4q,0,9.5,41.5,2023-04-21T23:06:31.903Z,2023-04-21T23:06:34Z,4207171337,141,35.2,4207171341,213,6.2,4207171333,56,Center,4207171331,157,,4207171343,1,,4207171339,212,51.7,4207171335,140,58.6,,,,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807177,6,1,1,0,21,4g68p0t2f5jzhzfr67i2rj1ex,1,43.1,64.8,2023-04-21T23:06:34.370Z,2023-04-21T23:06:37Z,4207171367,157,,4207171379,1,,4207171375,212,24.5,4207171371,140,66.4,4207171377,213,0.0,4207171369,56,Center,4207171373,141,65.2,,,,7zkzjmk1go1u2vi5qkqlmezu,J. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807181,7,1,1,0,22,4g68p0t2f5jzhzfr67i2rj1ex,1,65.1,64.3,2023-04-21T23:06:35.187Z,2023-04-24T13:13:30Z,4207171413,212,12.0,4207171405,3,,4207171409,140,62.7,4207171415,213,4.5,4207171407,56,Center,4207171411,141,47.0,,,,,,,afqry84j23xgkhqryrontj190,I. Kasule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807183,8,1,1,0,25,4g68p0t2f5jzhzfr67i2rj1ex,0,63.7,39.6,2023-04-21T23:06:38.023Z,2023-04-24T13:14:15Z,4207171435,233,10,4207171439,286,,4207171423,141,38.8,4207171427,213,5.5,4207171425,212,0.8,4207171419,56,Center,4207171433,236,,4207171421,140,64.2,5u3ohty1lsm0fn2ltez4g7o5w,Bento Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807179,10,74,1,0,25,csntc7hucmo21gknxc5y0kc4q,1,36.7,70,2023-04-21T23:06:38.024Z,2023-04-24T13:14:18Z,4207171397,285,,4207171395,56,Back,4207171457,233,8,,,,,,,,,,,,,,,,bzv3yqbc7ttf7fftbm2nelxck,M. Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807185,11,1,1,0,26,csntc7hucmo21gknxc5y0kc4q,0,37.8,74.1,2023-04-21T23:06:39.018Z,2023-04-24T13:14:26Z,4207171447,140,39.8,4207171473,233,9,4207171477,286,,4207171453,213,0.5,4207171451,212,2.4,4207171445,56,Back,4207171449,141,75.9,4207171471,236,,bzv3yqbc7ttf7fftbm2nelxck,M. Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807187,9,74,1,0,26,4g68p0t2f5jzhzfr67i2rj1ex,1,64,22.1,2023-04-21T23:06:39.019Z,2023-04-24T13:14:29Z,4207171467,56,Center,4207171481,233,11,4207171469,285,,,,,,,,,,,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538736577,988,61,1,0,28,csntc7hucmo21gknxc5y0kc4q,0,30.5,68.9,2023-04-21T23:06:40.755Z,2023-04-24T13:15:18Z,4217436091,56,Back,,,,,,,,,,,,,,,,,,,,,,2676930j149yvanqev61emh62,J. Rozhansky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807195,10,3,1,0,29,4g68p0t2f5jzhzfr67i2rj1ex,0,71.1,37.3,2023-04-21T23:06:42.098Z,2023-04-24T13:15:23Z,4207171773,233,12,4207171535,56,Center,4207171537,286,,4217436269,464,,,,,,,,,,,,,,4akvdujqbywk628gok9xbh2j8,F. Ssebufu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807189,12,7,1,0,29,csntc7hucmo21gknxc5y0kc4q,1,28.9,62.7,2023-04-21T23:06:42.099Z,2023-04-24T13:15:26Z,4207171499,285,,4207171497,56,Back,4207171731,233,10,4217436325,384,,,,,,,,,,,,,,2676930j149yvanqev61emh62,J. Rozhansky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807191,13,49,1,0,31,csntc7hucmo21gknxc5y0kc4q,1,30.2,52.2,2023-04-21T23:06:43.835Z,2023-04-22T00:05:26Z,,,,,,,,,,,,,,,,,,,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807193,14,1,1,0,32,csntc7hucmo21gknxc5y0kc4q,0,30.6,53,2023-04-21T23:06:45.122Z,2023-04-22T00:05:28Z,4207171513,157,,4207171523,213,0.3,4207171517,140,60.7,4207171521,212,33.0,4207171519,141,66.9,4207171525,1,,4207171515,56,Center,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807199,11,1,1,0,33,4g68p0t2f5jzhzfr67i2rj1ex,0,42.1,26.4,2023-04-21T23:06:46.426Z,2023-04-24T13:15:37Z,4207171555,212,20.1,4207171553,141,15.5,4207171557,213,5.9,4207171549,56,Right,4207171551,140,59.9,4207171547,3,,,,,,,,59kitnlge8bjsxmhy850bsutw,J. Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807203,15,1,1,0,35,csntc7hucmo21gknxc5y0kc4q,0,31.2,91.1,2023-04-21T23:06:48.242Z,2023-04-21T23:06:48Z,4207171569,141,96.0,4207171565,56,Back,4207171573,213,0.3,4207171563,157,,4207171567,140,42.8,4207171575,1,,4207171571,212,12.6,,,,bzv3yqbc7ttf7fftbm2nelxck,M. Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807205,12,49,1,0,36,4g68p0t2f5jzhzfr67i2rj1ex,1,57.9,4.7,2023-04-21T23:06:49.698Z,2023-04-21T23:06:49Z,,,,,,,,,,,,,,,,,,,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807209,13,2,1,0,37,4g68p0t2f5jzhzfr67i2rj1ex,1,61.8,4.6,2023-04-21T23:06:50.163Z,2023-04-24T13:16:05Z,4207171601,56,Center,4207171641,7,1nh4q19wfaedlpp1vnfuny9zo,4207171603,140,75.4,4207171605,141,32.0,,,,,,,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807217,16,55,1,0,37,csntc7hucmo21gknxc5y0kc4q,1,26.8,69.9,2023-04-21T23:06:50.164Z,2023-04-24T13:16:08Z,,,,,,,,,,,,,,,,,,,,,,,,,ahfl8o5ngmw3vp3up97rlaj8p,P. Cayet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807245,17,1,1,0,58,csntc7hucmo21gknxc5y0kc4q,1,30.8,49.4,2023-04-21T23:07:10.882Z,2023-04-21T23:07:19Z,4207171957,241,,4207171961,140,9.1,4207171965,212,22.8,4207171955,5,,4207171959,56,Back,4207171963,141,49.9,4207171967,213,3.1,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807251,18,1,1,1,6,csntc7hucmo21gknxc5y0kc4q,0,10.9,46.7,2023-04-21T23:07:19.197Z,2023-04-21T23:07:23Z,4207172031,212,57.8,4207172023,155,,4207172035,1,,4207172027,140,63.7,4207172029,141,70.6,4207172033,213,0.3,4207172025,56,Center,,,,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807257,14,1,1,1,10,4g68p0t2f5jzhzfr67i2rj1ex,1,42.5,29.2,2023-04-21T23:07:22.930Z,2023-04-24T13:16:37Z,4207172067,140,44.6,4207172075,1,,4207172063,157,,4207172071,212,4.8,4207172073,213,1.1,4207172069,141,35.4,4207172065,56,Back,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807259,15,49,1,1,12,4g68p0t2f5jzhzfr67i2rj1ex,1,43.8,34.8,2023-04-21T23:07:25.130Z,2023-04-24T13:16:42Z,,,,,,,,,,,,,,,,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807261,16,1,1,1,13,4g68p0t2f5jzhzfr67i2rj1ex,1,43.8,34.8,2023-04-21T23:07:26.322Z,2023-04-21T23:54:23Z,4207172091,212,16.8,4207172085,56,Back,4207172089,141,12.6,4207172093,213,4.3,4207172087,140,36.7,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807271,17,1,1,1,14,4g68p0t2f5jzhzfr67i2rj1ex,1,36.4,12.9,2023-04-21T23:07:27.235Z,2023-04-21T23:07:30Z,4207172149,155,,4207172151,56,Right,4207172155,141,4.6,4207172159,213,6.1,4207172153,140,65.6,4207172157,212,31.2,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807273,18,61,1,1,17,4g68p0t2f5jzhzfr67i2rj1ex,0,67,3.1,2023-04-21T23:07:29.834Z,2023-04-24T13:16:54Z,4207172163,56,Right,,,,,,,,,,,,,,,,,,,,,,5u3ohty1lsm0fn2ltez4g7o5w,Bento Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807295,19,5,1,1,18,csntc7hucmo21gknxc5y0kc4q,1,35.2,101.4,2023-04-21T23:07:31.378Z,2023-04-21T23:36:28Z,4207172291,56,Back,4207172295,233,19,4207172293,347,,,,,,,,,,,,,,,,,2676930j149yvanqev61emh62,J. Rozhansky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807279,19,5,1,1,18,4g68p0t2f5jzhzfr67i2rj1ex,0,64.8,-1.4,2023-04-21T23:07:31.378Z,2023-04-21T23:07:41Z,4207172303,233,19,4207172207,56,Right,4207172209,347,,,,,,,,,,,,,,,,,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807309,20,1,1,1,27,csntc7hucmo21gknxc5y0kc4q,1,34.4,100,2023-04-21T23:07:40.336Z,2023-04-21T23:07:43Z,4207172389,140,24.6,4207172385,107,,4207172395,213,3.7,4207172387,56,Back,4207172393,212,12.1,4207172391,141,92.6,,,,,,,bzv3yqbc7ttf7fftbm2nelxck,M. Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807319,21,1,1,1,31,csntc7hucmo21gknxc5y0kc4q,1,27.3,86.2,2023-04-21T23:07:43.770Z,2023-04-21T23:08:19Z,4207172469,141,62.3,4207172465,56,Back,4207172473,213,4.0,4207172467,140,12.9,4207172471,212,22.2,,,,,,,,,,ahfl8o5ngmw3vp3up97rlaj8p,P. Cayet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807321,22,1,1,1,34,csntc7hucmo21gknxc5y0kc4q,1,10.8,60.5,2023-04-21T23:07:47.113Z,2023-04-21T23:07:50Z,4207172511,212,28.4,4207172507,140,10.2,4207172513,213,4.7,4207172505,56,Back,4207172509,141,18.8,,,,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807323,23,1,1,1,37,csntc7hucmo21gknxc5y0kc4q,1,10.9,15.8,2023-04-21T23:07:50.686Z,2023-04-21T23:08:14Z,4207172543,213,5.9,4207172539,141,6.2,4207172541,212,17.8,4207172535,56,Back,4207172537,140,26.7,,,,,,,,,,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807325,24,1,1,1,39,csntc7hucmo21gknxc5y0kc4q,1,25.9,1.9,2023-04-21T23:07:52.394Z,2023-04-24T13:17:11Z,4207172559,56,Back,4207172563,141,19.2,4207172567,213,1.5,4207172561,140,26.6,4207172565,212,11.8,,,,,,,,,,dc8u2bssrhxycx8vtn0kutp4a,C. Quiñónes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807327,25,1,1,1,41,csntc7hucmo21gknxc5y0kc4q,0,28.3,17.7,2023-04-21T23:07:54.137Z,2023-04-21T23:07:55Z,4207172587,213,6.1,4207172583,141,13.4,4207172585,212,14.6,4207172579,56,Back,4207172581,140,41.9,,,,,,,,,,euk8uh8zs9wyruf7qld1tf7ro,B. Awashie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807329,20,8,1,1,42,4g68p0t2f5jzhzfr67i2rj1ex,1,70.3,93.9,2023-04-21T23:07:55.220Z,2023-04-24T13:17:22Z,4217441631,384,,4207172589,56,Left,,,,,,,,,,,,,,,,,,,7zkzjmk1go1u2vi5qkqlmezu,J. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807335,21,49,1,1,45,4g68p0t2f5jzhzfr67i2rj1ex,1,75.4,97.2,2023-04-21T23:07:58.402Z,2023-04-21T23:07:58Z,,,,,,,,,,,,,,,,,,,,,,,,,exx5i2dd45ucmqejerap8zlzo,R. Gorday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807349,22,43,1,1,47,4g68p0t2f5jzhzfr67i2rj1ex,1,0,0,2023-04-21T23:08:00.466Z,2023-04-21T23:08:05Z,4207172789,144,3,4207172723,56,Left,4207172725,286,0,,,,,,,,,,,,,,,,exx5i2dd45ucmqejerap8zlzo,R. Gorday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807351,23,4,1,1,49,4g68p0t2f5jzhzfr67i2rj1ex,1,73.4,89.1,2023-04-21T23:08:01.922Z,2023-04-21T23:08:06Z,4207172737,286,,4207172729,13,,4207172733,152,,4207172731,56,Left,4207172819,233,26,4207172735,265,,,,,,,,exx5i2dd45ucmqejerap8zlzo,R. Gorday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807365,26,4,1,1,49,csntc7hucmo21gknxc5y0kc4q,0,26.6,10.9,2023-04-21T23:08:01.923Z,2023-04-22T00:06:23Z,4207172803,13,,4207172807,152,,4207172811,285,,4207172835,233,23,4207172805,56,Back,4207172809,265,,,,,,,,97kzr8rgekycws02q55a63z3e,B. Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807491,24,1,1,2,50,4g68p0t2f5jzhzfr67i2rj1ex,0,74.7,90,2023-04-21T23:09:02.898Z,2023-04-24T13:17:46Z,4207173843,1,,4207173831,152,,4207173839,212,35.8,4207173835,140,92.9,4207173827,5,,4217442569,223,,4207173915,233,28,4207173833,56,Center,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,4207173825,2,4207173829,155,4217442571,20,4207173841,213,5.3,4207173837,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807499,27,44,1,2,52,csntc7hucmo21gknxc5y0kc4q,1,7.2,51.6,2023-04-21T23:09:04.736Z,2023-04-24T13:17:52Z,4207173901,233,25,4207173875,56,Back,4207173877,285,,,,,,,,,,,,,,,,,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807493,25,44,1,2,52,4g68p0t2f5jzhzfr67i2rj1ex,0,92.8,48.4,2023-04-21T23:09:04.737Z,2023-04-24T13:17:54Z,4207173849,286,,4207173847,56,Center,4207173913,233,27,,,,,,,,,,,,,,,,4akvdujqbywk628gok9xbh2j8,F. Ssebufu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807501,28,11,1,2,52,csntc7hucmo21gknxc5y0kc4q,1,7.2,49.6,2023-04-21T23:09:04.796Z,2023-04-24T13:18:02Z,4207173921,233,24,4217443181,378,,4207173883,56,Back,4207173885,88,,,,,,,,,,,,,,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807539,29,1,1,3,2,csntc7hucmo21gknxc5y0kc4q,1,13.5,43.4,2023-04-21T23:09:15.408Z,2023-04-21T23:09:17Z,4207174139,287,,4207174123,123,,4207174135,1,,4207174127,140,34.6,4207174131,212,34.0,4207174125,56,Back,4207174133,213,5.4,4207174129,141,5.5,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538738423,772,45,1,3,6,4g68p0t2f5jzhzfr67i2rj1ex,0,68.3,95.1,2023-04-21T23:09:19.027Z,2023-04-24T13:19:42Z,4217446785,233,989,4217446625,286,,4217446623,56,Left,,,,,,,,,,,,,,,,exx5i2dd45ucmqejerap8zlzo,R. Gorday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538738421,989,3,1,3,6,csntc7hucmo21gknxc5y0kc4q,1,31.7,4.9,2023-04-21T23:09:19.027Z,2023-04-24T13:19:42Z,4217446617,285,,4217446773,233,772,4217446615,56,Back,4217446687,464,,,,,,,,,,,,,,dc8u2bssrhxycx8vtn0kutp4a,C. Quiñónes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536807547,30,43,1,3,7,csntc7hucmo21gknxc5y0kc4q,1,0,0,2023-04-21T23:09:19.776Z,2023-04-21T23:09:23Z,4207174209,144,3,4207174183,56,Back,4207174185,285,0,,,,,,,,,,,,,,,,dc8u2bssrhxycx8vtn0kutp4a,C. Quiñónes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
