id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,assist
2533291593,7,1,1,0,13,6ubc4y1v6hr63mca7ica4hp90,1,63.5,91.7,2023-04-14T22:06:16.081Z,2023-04-14T22:06:18Z,4188538785,141,89.6,4188538781,56,Back,4188538787,212,31.0,4188538789,213,3.2,4188538783,140,34.0,,,,,,,,,,blzz9pnbehjnxt77cuoxjye0a,A. Armour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291599,8,1,1,0,15,6ubc4y1v6hr63mca7ica4hp90,1,35.3,85.3,2023-04-14T22:06:18.121Z,2023-04-14T22:06:20Z,4188538829,213,4.1,4188538823,140,24.2,4188538825,141,58.7,4188538827,212,21.5,4188538821,56,Back,,,,,,,,,,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291603,9,1,1,0,17,6ubc4y1v6hr63mca7ica4hp90,1,23.9,52.2,2023-04-14T22:06:20.033Z,2023-04-14T22:06:21Z,4188538849,213,5.1,4188538843,140,32.1,4188538845,141,16.8,4188538847,212,25.6,4188538841,56,Back,,,,,,,,,,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291615,10,1,1,0,19,6ubc4y1v6hr63mca7ica4hp90,1,32.6,14.4,2023-04-14T22:06:21.825Z,2023-04-14T22:06:24Z,4188538911,56,Back,4188538917,141,3.5,4188538923,212,15.1,4188538913,140,45.1,4188538927,213,5.8,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291623,11,1,1,0,21,6ubc4y1v6hr63mca7ica4hp90,1,45.7,3.7,2023-04-14T22:06:23.897Z,2023-04-14T22:06:27Z,4188538963,140,32.0,4188538967,212,14.4,4188538965,141,3.4,4188538969,213,3.2,4188538961,56,Back,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291639,12,1,1,0,24,6ubc4y1v6hr63mca7ica4hp90,1,26,2.2,2023-04-14T22:06:27.009Z,2023-04-14T22:06:30Z,4188539035,56,Back,4188539041,212,24.1,4188539037,140,8.7,4188539039,141,25.6,4188539043,213,2.4,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291669,13,1,1,0,28,6ubc4y1v6hr63mca7ica4hp90,1,11.4,33.3,2023-04-14T22:06:30.354Z,2023-04-14T22:06:37Z,4188539189,140,11.9,4188539195,213,1.5,4188539193,212,12.4,4188539191,141,51.5,4188539187,56,Back,,,,,,,,,,15ara0jd9j49swuwoi7z8pzo5,K. Kahlina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291677,14,1,1,0,35,6ubc4y1v6hr63mca7ica4hp90,0,27.8,60.2,2023-04-14T22:06:37.562Z,2023-04-14T22:06:41Z,4188539259,196,,4188539261,56,Back,4188539271,1,,4188539269,213,5.2,4188539265,141,0.0,4188539267,212,46.4,4188539263,140,46.7,4188539257,155,,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291701,5,5,1,0,38,c7c4wwva2u1vb3rr7rwava044,1,52,101.7,2023-04-14T22:06:40.936Z,2023-04-15T00:23:56Z,4188539405,347,,4188539419,233,15,4188539403,56,Left,,,,,,,,,,,,,,,,1yl2e0y3cglm1nwto5uzs3e5m,L. Sunderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291679,15,5,1,0,38,6ubc4y1v6hr63mca7ica4hp90,0,48,-1.7,2023-04-14T22:06:40.936Z,2023-04-14T22:06:48Z,4188539423,233,5,4188539283,347,,4188539281,56,Back,,,,,,,,,,,,,,,,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291721,6,1,1,0,50,c7c4wwva2u1vb3rr7rwava044,0,55.3,100,2023-04-14T22:06:52.949Z,2023-04-14T22:58:13Z,4188539497,140,71.1,4188539495,56,Left,4188539493,107,,4188539503,213,5.7,4188539501,212,20.3,4188539499,141,83.9,,,,,,,infc7r3a8oktbajwp4pff7dg,C. Abadia-Reda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291729,16,61,1,0,54,6ubc4y1v6hr63mca7ica4hp90,1,25.4,10.7,2023-04-14T22:06:56.731Z,2023-04-14T22:06:56Z,4188539551,56,Back,,,,,,,,,,,,,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533300689,378,1,1,0,56,6ubc4y1v6hr63mca7ica4hp90,1,40.5,27.7,2023-04-14T22:06:58.192Z,2023-04-14T23:03:06Z,4188588323,56,Back,4188588327,141,12.5,4188588325,140,30.4,4188588329,212,14.8,4188588331,213,3.9,,,,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291737,17,49,1,0,57,6ubc4y1v6hr63mca7ica4hp90,1,25.4,6.4,2023-04-14T22:06:59.932Z,2023-04-14T22:07:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291751,18,1,1,0,58,6ubc4y1v6hr63mca7ica4hp90,1,25.4,6.4,2023-04-14T22:07:00.285Z,2023-04-14T22:07:04Z,4188539645,140,20.5,4188539647,141,35.1,4188539649,212,20.2,4188539651,213,1.8,4188539643,56,Back,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291759,19,1,1,1,2,6ubc4y1v6hr63mca7ica4hp90,1,24.3,42.7,2023-04-14T22:07:04.516Z,2023-04-14T22:07:09Z,4188539697,140,21.2,4188539701,212,14.2,4188539695,56,Back,4188539703,213,1.8,4188539699,141,63.0,,,,,,,,,,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291777,20,1,1,1,7,6ubc4y1v6hr63mca7ica4hp90,1,28.5,73.5,2023-04-14T22:07:09.788Z,2023-04-14T22:07:13Z,4188539775,141,60.3,4188539777,212,10.8,4188539771,56,Back,4188539779,213,4.1,4188539773,140,22.8,,,,,,,,,,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291787,21,1,1,1,11,6ubc4y1v6hr63mca7ica4hp90,1,23.5,56.1,2023-04-14T22:07:13.621Z,2023-04-14T22:07:18Z,4188539831,141,3.1,4188539829,140,44.5,4188539833,212,42.3,4188539825,155,,4188539827,56,Back,4188539837,1,,4188539835,213,5.3,,,,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291807,22,1,1,1,15,6ubc4y1v6hr63mca7ica4hp90,1,48.9,2.8,2023-04-14T22:07:18.165Z,2023-04-14T22:07:24Z,4188539913,140,85.7,4188539921,1,,4188539917,212,38.7,4188539915,141,5.5,4188539909,155,,4188539919,213,0.0,4188539911,56,Right,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291795,7,43,1,1,19,c7c4wwva2u1vb3rr7rwava044,1,0,0,2023-04-14T22:07:21.310Z,2023-04-14T22:07:28Z,4188539873,285,0,4188539959,144,74,4188539871,56,Back,,,,,,,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291797,8,43,1,1,19,c7c4wwva2u1vb3rr7rwava044,1,0,0,2023-04-14T22:07:21.462Z,2023-04-14T22:07:27Z,4188539957,144,74,4188539877,56,Back,4188539879,285,0,,,,,,,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291799,9,43,1,1,19,c7c4wwva2u1vb3rr7rwava044,1,0,0,2023-04-14T22:07:21.660Z,2023-04-14T22:07:27Z,4188539947,144,74,4188539885,285,0,4188539883,56,Back,,,,,,,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291801,10,43,1,1,19,c7c4wwva2u1vb3rr7rwava044,1,0,0,2023-04-14T22:07:21.831Z,2023-04-14T22:07:26Z,4188539891,285,0,4188539889,56,Back,4188539945,144,74,,,,,,,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291803,11,43,1,1,19,c7c4wwva2u1vb3rr7rwava044,1,0,0,2023-04-14T22:07:22.014Z,2023-04-14T22:07:25Z,4188539937,144,74,4188539897,285,0,4188539895,56,Back,,,,,,,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291811,23,3,1,1,22,6ubc4y1v6hr63mca7ica4hp90,0,91.4,21.6,2023-04-14T22:07:24.685Z,2023-04-18T08:28:37Z,4188539933,56,Center,4188539935,286,,4199664455,465,,4199664367,211,,4188540117,233,12,,,,,,,,,,8hkbb39xnqy71xe1a4iblhes4,Thiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291821,12,12,1,1,22,c7c4wwva2u1vb3rr7rwava044,1,9.8,74.8,2023-04-14T22:07:24.686Z,2023-04-18T08:28:50Z,4188539975,56,Back,4199664661,141,75.2,4199664665,213,3.1,4199664659,140,0.0,4199664663,212,11.3,4199664747,167,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291829,13,6,1,1,23,c7c4wwva2u1vb3rr7rwava044,0,8.2,78.8,2023-04-14T22:07:25.878Z,2023-04-18T08:28:56Z,4188539995,75,,4188539993,56,Back,4188540163,233,24,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291815,24,6,1,1,23,6ubc4y1v6hr63mca7ica4hp90,1,91.8,21.2,2023-04-14T22:07:25.878Z,2023-04-14T22:07:50Z,4188539955,75,,4188539953,56,Center,4188540159,233,13,,,,,,,,,,,,,,,,8hkbb39xnqy71xe1a4iblhes4,Thiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291881,25,1,1,1,51,6ubc4y1v6hr63mca7ica4hp90,1,99.5,0.5,2023-04-14T22:07:53.448Z,2023-04-18T08:29:00Z,4199664905,20,,4188540251,141,73.2,4188588669,345,,4188540253,212,54.6,4188540257,1,,4188540255,213,2.0,4188540247,56,Center,4188540245,224,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,4188540243,155,4188540241,6,4188540249,140,77.5,4188540239,2,,,,,,,,,,,,,,,,,,,,,,,,,
2533291897,26,1,1,1,58,6ubc4y1v6hr63mca7ica4hp90,1,80.9,78.2,2023-04-14T22:08:00.599Z,2023-04-18T08:29:11Z,4199665071,224,,4199665073,72,,4188540311,140,97.6,4188540307,155,,4188540319,1,,4188540305,2,,4188540317,213,5.2,4188540315,212,39.3,blzz9pnbehjnxt77cuoxjye0a,A. Armour,4188540309,56,4188540313,141,,,,,,Center,26.4,,,,,,,,,,,,,,,,,,,,,,,
2533291983,31,44,1,2,0,6ubc4y1v6hr63mca7ica4hp90,1,95.5,37.2,2023-04-14T22:08:02.425Z,2023-04-14T23:04:22Z,4188540697,286,,4188540883,233,14,4188540695,56,Center,,,,,,,,,,,,,,,,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291889,14,44,1,2,0,c7c4wwva2u1vb3rr7rwava044,0,4.5,62.8,2023-04-14T22:08:02.426Z,2023-04-14T23:07:35Z,4188540279,285,,4188540277,56,Back,4188540887,233,31,,,,,,,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533292019,32,1,1,2,1,6ubc4y1v6hr63mca7ica4hp90,1,98.8,30,2023-04-14T22:08:03.361Z,2023-04-18T09:40:45Z,4188540871,141,29.1,4188540869,140,87.3,4188540865,3,,4188540875,213,3.2,4188541785,154,,4188540867,56,Center,4188541783,210,15,4188540873,212,12.1,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2533291895,15,43,1,2,2,c7c4wwva2u1vb3rr7rwava044,1,0,0,2023-04-14T22:08:04.614Z,2023-04-14T22:08:19Z,4188540303,56,Back,4188540301,185,0,4188540603,144,12,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291905,27,15,1,2,3,6ubc4y1v6hr63mca7ica4hp90,1,87.6,34.9,2023-04-14T22:08:05.968Z,2023-04-18T08:30:06Z,4188541825,146,91.7,4188541835,231,46.8,4188541831,230,98.6,4188541829,147,39.5,4188541625,25,,4188541633,82,,4188540341,56,Center,4188541627,72,,8hkbb39xnqy71xe1a4iblhes4,Thiago,4188541805,55,4188541799,78,4188541803,154,,4188541637,233,32,,,16,4188540339,63,4188541801,29,4188541813,103,19,4188541817,328,4188541809,102,49.4,,,,,,,,,
2533291901,16,10,1,2,3,c7c4wwva2u1vb3rr7rwava044,1,13.2,48.3,2023-04-14T22:08:06.068Z,2023-04-14T23:07:02Z,4188540327,94,,4188541653,233,27,4188540329,56,Back,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533301055,379,1,1,2,5,6ubc4y1v6hr63mca7ica4hp90,1,82.3,37,2023-04-14T22:08:07.192Z,2023-04-14T23:06:30Z,4188590701,141,18.6,4188590695,3,,4188590697,56,Right,4188590703,212,12.6,4188590699,140,81.1,4188590705,213,4.6,,,,,,,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291949,28,1,1,2,7,6ubc4y1v6hr63mca7ica4hp90,1,85.2,10.6,2023-04-14T22:08:09.976Z,2023-04-18T08:30:28Z,4188540529,140,99.3,4199666721,20,,4188540531,141,49.6,4199666719,224,,4188540523,2,,4188540535,213,1.1,4188540533,212,30.4,4188540525,155,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,4188540527,56,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,
2533291951,29,81,1,2,8,6ubc4y1v6hr63mca7ica4hp90,0,99.3,49.6,2023-04-14T22:08:10.865Z,2023-04-15T00:21:00Z,4188540539,138,,4188540541,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291927,17,5,1,2,10,c7c4wwva2u1vb3rr7rwava044,1,-0.8,45.3,2023-04-14T22:08:12.677Z,2023-04-14T22:08:18Z,4188540589,233,30,4188540457,346,,4188540455,56,Back,,,,,,,,,,,,,,,,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533291961,30,5,1,2,10,6ubc4y1v6hr63mca7ica4hp90,0,100.8,54.7,2023-04-14T22:08:12.677Z,2023-04-15T00:23:56Z,4188540597,233,17,4188540577,56,Center,4188540579,346,,,,,,,,,,,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533292035,18,1,1,2,42,c7c4wwva2u1vb3rr7rwava044,1,4.2,52.5,2023-04-14T22:08:44.982Z,2023-04-14T22:08:46Z,4188540975,237,,4188540965,140,3.4,4188540967,141,35.5,4188540963,56,Back,4188540971,213,4.6,4188540961,124,,4188540969,212,11.6,,,,as5066ocmlp4tub6d3tnabi1g,C. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533292045,19,1,1,2,44,c7c4wwva2u1vb3rr7rwava044,1,2.3,32.6,2023-04-14T22:08:46.486Z,2023-04-14T22:08:49Z,4188541029,213,5.0,4188541023,140,7.6,4188541025,141,3.7,4188541027,212,20.4,4188541021,56,Back,,,,,,,,,,c1fvknrf94i05q738d5r7vmdw,T. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533292063,20,1,1,2,46,c7c4wwva2u1vb3rr7rwava044,1,9,8.6,2023-04-14T22:08:48.902Z,2023-04-14T22:08:53Z,4188541131,212,25.3,4188541129,141,36.4,4188541127,140,25.0,4188541125,56,Back,4188541133,213,0.8,,,,,,,,,,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533292077,21,1,1,2,50,c7c4wwva2u1vb3rr7rwava044,1,15.9,38,2023-04-14T22:08:53.046Z,2023-04-14T22:08:55Z,4188541195,212,14.4,4188541189,56,Back,4188541191,140,9.4,4188541197,213,2.1,4188541193,141,56.6,,,,,,,,,,aymd7oegdw0wsqbvfl7xrl0r8,J. Convers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533292091,22,1,1,2,53,c7c4wwva2u1vb3rr7rwava044,1,9.4,62.2,2023-04-14T22:08:55.686Z,2023-04-14T22:58:58Z,4188541261,141,95.5,4188541259,140,23.6,4188541265,213,1.0,4188541263,212,27.1,4188541257,56,Back,,,,,,,,,,a0r2fx204amflk1vjf5evgx2i,A. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533292105,23,1,1,2,59,c7c4wwva2u1vb3rr7rwava044,1,39.4,90.9,2023-04-14T22:09:01.206Z,2023-04-14T22:59:02Z,4188541337,140,24.9,4188541341,212,17.0,4188541335,56,Back,4188541343,213,3.6,4188541339,141,79.9,,,,,,,,,,infc7r3a8oktbajwp4pff7dg,C. Abadia-Reda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
