id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2538505121,3,49,1,0,16,5ou8b446l1sl8frblkz3xi17g,1,16.3,93.6,2023-04-24T00:05:31.371Z,2023-04-24T00:59:01Z,,,,,,,,,,,,,,,,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505141,4,1,1,0,16,5ou8b446l1sl8frblkz3xi17g,1,16.3,93.6,2023-04-24T00:05:31.883Z,2023-04-24T00:59:03Z,4216197645,213,4.2,4216197639,140,2.7,4216197643,212,27.9,4216197637,56,Back,4216197641,141,58.4,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505167,5,1,1,0,19,5ou8b446l1sl8frblkz3xi17g,0,3.4,56.6,2023-04-24T00:05:34.859Z,2023-04-24T00:05:38Z,4216197789,157,,4216197801,1,,4216197793,140,47.9,4216197799,213,0.1,4216197797,212,47.1,4216197791,56,Back,4216197795,141,64.8,,,,c2tmm1kt6qyna4650kfy4bpm2,R. Bilichuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505183,9,1,1,0,24,6gaq85erpkvbyxvivd96wuw44,0,55.4,38.3,2023-04-24T00:05:39.643Z,2023-04-24T00:05:40Z,4216197903,141,40.6,4216197899,56,Center,4216197897,3,,4216197905,212,5.4,4216197907,213,0.3,4216197901,140,60.3,,,,,,,do2o6ka25talswmmillufejqi,D.Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505187,6,61,1,0,25,5ou8b446l1sl8frblkz3xi17g,1,47,65.4,2023-04-24T00:05:40.969Z,2023-04-24T00:05:41Z,4216197927,56,Back,,,,,,,,,,,,,,,,,,,,,,b2er4t1ttbuv1acwx6jaugb56,S. Miscic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539716495,966,49,1,0,26,6gaq85erpkvbyxvivd96wuw44,1,58.8,27.1,2023-04-24T00:05:41.989Z,2023-04-27T05:26:12Z,,,,,,,,,,,,,,,,,,,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505201,7,45,1,0,27,5ou8b446l1sl8frblkz3xi17g,0,45.1,70.1,2023-04-24T00:05:42.031Z,2023-04-27T05:26:15Z,4216198001,285,,4216197999,56,Back,4216339427,233,498,,,,,,,,,,,,,,,,2957l6ok9dlauv75og8ds1vkk,I. Shaul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538530665,498,3,1,0,27,6gaq85erpkvbyxvivd96wuw44,1,54.9,29.9,2023-04-24T00:05:42.031Z,2023-04-27T05:26:21Z,4216339369,286,,4225799831,465,,4216339391,233,7,4216339367,56,Center,,,,,,,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505215,10,50,1,0,28,6gaq85erpkvbyxvivd96wuw44,1,55.3,34.6,2023-04-24T00:05:43.131Z,2023-04-27T10:54:53Z,4228099121,233,8,4216198081,286,,4216198079,56,Center,,,,,,,,,,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505229,8,7,1,0,28,5ou8b446l1sl8frblkz3xi17g,0,44.7,65.4,2023-04-24T00:05:43.132Z,2023-04-27T05:26:35Z,4225799995,385,,4216198127,56,Back,4216198157,233,10,4216198129,285,,,,,,,,,,,,,,4v2oh5flirf9wtc1u9u42apnu,M. Vang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505227,11,43,1,0,29,6gaq85erpkvbyxvivd96wuw44,1,0,0,2023-04-24T00:05:44.267Z,2023-04-24T01:01:00Z,4216198125,286,0,4216198123,56,Center,4216340697,144,50,,,,,,,,,,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505237,12,43,1,0,29,6gaq85erpkvbyxvivd96wuw44,1,0,0,2023-04-24T00:05:44.732Z,2023-04-24T01:01:06Z,4216198183,56,Center,4216198189,212,10.5,4216340799,144,1,4216198185,140,50.6,4216198191,213,2.4,4216198187,141,48.2,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505275,13,1,1,0,32,6gaq85erpkvbyxvivd96wuw44,1,49.1,46.4,2023-04-24T00:05:47.659Z,2023-04-27T05:26:54Z,4216198359,140,54.1,4216198361,141,91.1,4216198365,213,1.4,4216198357,56,Left,4216198363,212,30.8,,,,,,,,,,a55do2tx3wz5tsboyf355aiok,B. Moyado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505283,14,3,1,0,34,6gaq85erpkvbyxvivd96wuw44,1,54.6,82.2,2023-04-24T00:05:49.031Z,2023-04-27T10:54:59Z,4216198407,56,Left,4225800243,464,,4216198409,286,,4216341721,233,368,,,,,,,,,,,,,1flsu0b92eflc2wkg9m1wwufo,J. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538530983,368,45,1,0,34,5ou8b446l1sl8frblkz3xi17g,0,45.4,17.8,2023-04-24T00:05:49.031Z,2023-04-27T10:54:59Z,4216341709,285,,4216341707,56,Back,4216341725,233,14,,,,,,,,,,,,,,,,5nykil6w1bxfevpp2c5rr32fo,J. Jones-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505263,9,43,1,0,34,5ou8b446l1sl8frblkz3xi17g,1,0,0,2023-04-24T00:05:49.435Z,2023-04-24T01:00:09Z,4216198311,285,0,4216339211,144,45,4216198445,233,14,4216198309,56,Back,,,,,,,,,,,,,4v2oh5flirf9wtc1u9u42apnu,M. Vang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505315,15,1,1,0,37,6gaq85erpkvbyxvivd96wuw44,1,55.9,94.8,2023-04-24T00:05:52.123Z,2023-04-24T00:05:55Z,4216198591,141,94.5,4216198589,140,61.9,4216198595,213,6.3,4216198593,212,6.3,4216198587,56,Left,,,,,,,,,,1flsu0b92eflc2wkg9m1wwufo,J. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505361,16,1,1,0,40,6gaq85erpkvbyxvivd96wuw44,1,62.2,95.1,2023-04-24T00:05:55.692Z,2023-04-24T00:06:01Z,4216198863,140,72.0,4216198869,213,5.3,4216198865,141,73.6,4216198861,56,Center,4216198867,212,17.9,,,,,,,,,,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539716647,967,3,1,0,42,6gaq85erpkvbyxvivd96wuw44,0,77.3,74.1,2023-04-24T00:05:57.387Z,2023-04-27T05:27:47Z,4225800625,467,3xd2kq7cxmvdbqsfzgi644c4q,4225800623,465,,4225800619,56,Center,4225800621,286,,,,,,,,,,,,,,dd4yxwa1lgokj2e3zqa3uq7hm,C. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505363,17,4,1,0,43,6gaq85erpkvbyxvivd96wuw44,1,75.8,74.5,2023-04-24T00:05:58.762Z,2023-04-24T00:06:16Z,4216198873,13,,4216198879,265,,4216198889,233,10,4216198875,56,Center,4216198881,286,,4216198877,152,,,,,,,,dd4yxwa1lgokj2e3zqa3uq7hm,C. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505343,10,4,1,0,43,5ou8b446l1sl8frblkz3xi17g,0,24.2,25.5,2023-04-24T00:05:58.763Z,2023-04-24T00:06:02Z,4216198731,56,Back,4216198737,285,,4216198729,13,,4216198735,265,,4216198915,233,17,4216198733,152,,,,,,,,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505601,18,1,1,1,27,6gaq85erpkvbyxvivd96wuw44,0,68.9,82.7,2023-04-24T00:06:42.060Z,2023-04-24T00:06:43Z,4216200299,213,5.3,4216200293,140,85.8,4216200289,152,,4216200287,155,,4216200295,141,46.1,4216200285,5,,4216200291,56,Center,4216200297,212,30.6,a55do2tx3wz5tsboyf355aiok,B. Moyado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505613,11,12,1,1,29,5ou8b446l1sl8frblkz3xi17g,1,12.6,48.5,2023-04-24T00:06:44.107Z,2023-04-24T00:06:45Z,4216200369,15,,4216200357,140,30.1,4216200363,213,0.3,4216200359,141,57.5,4216200361,212,19.4,4216200355,56,Back,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505629,19,13,1,1,31,6gaq85erpkvbyxvivd96wuw44,1,69.1,45.8,2023-04-24T00:06:46.669Z,2023-04-27T05:29:02Z,4216205351,102,42.5,4216200573,20,,4216205357,328,,4216205359,458,,4216200571,24,,4216205353,103,77.8,4216205355,108,,4216205363,231,49.5,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,4216200439,56,Center,4216200437,18,4225801357,81,4216205361,230,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505627,12,5,1,1,32,5ou8b446l1sl8frblkz3xi17g,1,-1.6,57.4,2023-04-24T00:06:47.922Z,2023-04-27T05:29:07Z,4216200429,346,,4216200473,233,20,4216200427,56,Back,,,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505633,20,5,1,1,32,6gaq85erpkvbyxvivd96wuw44,0,101.6,42.6,2023-04-24T00:06:47.922Z,2023-04-27T05:29:05Z,4216200467,346,,4216200477,233,12,4216200465,56,Center,,,,,,,,,,,,,,,,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505735,13,1,1,1,46,5ou8b446l1sl8frblkz3xi17g,1,3.1,55.1,2023-04-24T00:07:01.995Z,2023-04-24T00:07:05Z,4216200973,237,,4216200969,213,5.1,4216200963,140,7.4,4216200959,124,,4216200967,212,11.7,4216200961,56,Back,4216200965,141,39.2,,,,c2tmm1kt6qyna4650kfy4bpm2,R. Bilichuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505739,14,1,1,1,49,5ou8b446l1sl8frblkz3xi17g,1,7.4,39.2,2023-04-24T00:07:04.986Z,2023-04-24T01:00:48Z,4216200985,141,44.9,4216200983,140,28.0,4216200989,213,0.2,4216200981,56,Back,4216200987,212,22.0,,,,,,,,,,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538530829,367,1,1,1,50,5ou8b446l1sl8frblkz3xi17g,0,31.6,46.4,2023-04-24T00:07:05.031Z,2023-04-27T10:54:51Z,4225801685,236,,4216340621,213,4.9,4216340613,56,Back,4216340619,212,2.6,4216340617,141,42.7,4225801689,286,,4228098999,233,968,4216340615,140,32.0,6sn6a1xpp6tyqac8a21ka1fxl,V. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539716829,968,74,1,1,50,6gaq85erpkvbyxvivd96wuw44,1,66.9,56.2,2023-04-24T00:07:05.032Z,2023-04-27T10:54:51Z,4225801729,56,Center,4225801731,285,,4228099025,233,367,,,,,,,,,,,,,,,,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505753,21,49,1,1,52,6gaq85erpkvbyxvivd96wuw44,1,72.5,78.4,2023-04-24T00:07:07.931Z,2023-04-24T00:07:08Z,,,,,,,,,,,,,,,,,,,,,,,,,dd4yxwa1lgokj2e3zqa3uq7hm,C. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505765,22,3,1,1,53,6gaq85erpkvbyxvivd96wuw44,0,79.8,74.2,2023-04-24T00:07:08.505Z,2023-04-27T10:54:54Z,4216201119,286,,4225801833,465,,4228099131,233,15,4216201117,56,Center,,,,,,,,,,,,,dd4yxwa1lgokj2e3zqa3uq7hm,C. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505763,15,7,1,1,53,5ou8b446l1sl8frblkz3xi17g,1,20.2,25.8,2023-04-24T00:07:08.506Z,2023-04-27T05:30:18Z,4216201115,285,,4216201113,56,Back,4225801859,383,,4216201155,233,22,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505767,16,49,1,1,54,5ou8b446l1sl8frblkz3xi17g,1,21.5,25.2,2023-04-24T00:07:09.034Z,2023-04-24T00:07:09Z,,,,,,,,,,,,,,,,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505805,17,2,1,1,57,5ou8b446l1sl8frblkz3xi17g,1,31.8,8.9,2023-04-24T00:07:12.379Z,2023-04-24T00:07:16Z,4216201297,1,,4216201301,140,64.6,4216201295,7,7t8o8pe93me2pef74vw21nr6y,4216201305,141,16.2,4216201299,56,Right,,,,,,,,,,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505811,23,55,1,1,57,6gaq85erpkvbyxvivd96wuw44,1,39.2,72.1,2023-04-24T00:07:12.380Z,2023-04-27T05:30:41Z,4225802063,189,,,,,,,,,,,,,,,,,,,,,,,a4gyvdkcnjn0b1hru0w1nwyne,A. Avila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505895,24,1,1,2,11,6gaq85erpkvbyxvivd96wuw44,1,32.2,97.4,2023-04-24T00:07:26.942Z,2023-04-24T00:07:30Z,4216201803,241,,4216201809,141,76.4,4216201813,213,4.1,4216201805,56,Back,4216201811,212,17.7,4216201801,5,,4216201807,140,22.3,,,,1flsu0b92eflc2wkg9m1wwufo,J. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505909,25,1,1,2,15,6gaq85erpkvbyxvivd96wuw44,1,22.8,73.2,2023-04-24T00:07:30.587Z,2023-04-24T00:07:34Z,4216201919,56,Back,4216201925,212,21.5,4216201923,141,51.5,4216201921,140,7.9,4216201927,213,3.9,,,,,,,,,,a4gyvdkcnjn0b1hru0w1nwyne,A. Avila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505929,26,1,1,2,19,6gaq85erpkvbyxvivd96wuw44,1,9,51.2,2023-04-24T00:07:34.252Z,2023-04-24T00:07:38Z,4216202073,212,42.4,4216202069,140,48.4,4216202067,56,Back,4216202075,213,6.1,4216202065,155,,4216202081,1,,4216202071,141,37.7,,,,9kwo52gydq7po5fqdzxulzr3d,J. Koleilat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505937,27,1,1,2,23,6gaq85erpkvbyxvivd96wuw44,1,48.2,39.8,2023-04-24T00:07:38.700Z,2023-04-24T01:03:03Z,4216202185,213,2.1,4216202183,212,18.3,4216202179,140,39.4,4216202181,141,63.0,4216202177,56,Back,,,,,,,,,,c2pi2xabsj7qnewpbdc3qeqz8,J. Batioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505949,28,1,1,2,26,6gaq85erpkvbyxvivd96wuw44,1,39.6,62.7,2023-04-24T00:07:41.340Z,2023-04-24T00:07:42Z,4216202245,213,1.4,4216202239,140,43.8,4216202243,212,22.9,4216202241,141,95.7,4216202237,56,Back,,,,,,,,,,a55do2tx3wz5tsboyf355aiok,B. Moyado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505963,29,1,1,2,27,6gaq85erpkvbyxvivd96wuw44,1,44.1,95.4,2023-04-24T00:07:42.476Z,2023-04-24T00:07:44Z,4216202321,56,Left,4216202327,212,13.5,4216202323,140,56.2,4216202325,141,88.6,4216202329,213,5.9,,,,,,,,,,1flsu0b92eflc2wkg9m1wwufo,J. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505985,30,1,1,2,29,6gaq85erpkvbyxvivd96wuw44,1,56.8,87.8,2023-04-24T00:07:44.524Z,2023-04-24T00:07:46Z,4216202471,212,14.9,4216202463,140,43.5,4216202475,213,2.8,4216202459,56,Back,4216202467,141,95.6,,,,,,,,,,ajxa2yfzwct5nd0ded1sa9vmy,C. Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538505999,31,1,1,2,31,6gaq85erpkvbyxvivd96wuw44,1,44.2,95.3,2023-04-24T00:07:46.592Z,2023-04-24T00:07:47Z,4216202521,140,31.1,4216202527,213,3.9,4216202525,212,18.4,4216202519,56,Back,4216202523,141,77.3,,,,,,,,,,1flsu0b92eflc2wkg9m1wwufo,J. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506023,32,1,1,2,32,6gaq85erpkvbyxvivd96wuw44,1,32.6,75.3,2023-04-24T00:07:47.739Z,2023-04-24T00:07:51Z,4216202625,140,29.1,4216202623,56,Back,4216202631,213,4.6,4216202629,212,23.6,4216202627,141,41.0,,,,,,,,,,a4gyvdkcnjn0b1hru0w1nwyne,A. Avila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506049,33,1,1,2,36,6gaq85erpkvbyxvivd96wuw44,1,29,39.1,2023-04-24T00:07:51.099Z,2023-04-24T00:07:55Z,4216202757,212,19.5,4216202751,56,Back,4216202759,213,5.1,4216202755,141,12.3,4216202753,140,35.6,,,,,,,,,,do2o6ka25talswmmillufejqi,D.Rosales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538506063,34,1,1,2,40,6gaq85erpkvbyxvivd96wuw44,1,35.9,16.8,2023-04-24T00:07:55.100Z,2023-04-24T00:07:56Z,4216202837,212,16.6,4216202831,56,Back,4216202839,213,2.5,4216202835,141,31.9,4216202833,140,23.5,,,,,,,,,,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
