id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2527910113,5,1,1,0,15,4g68p0t2f5jzhzfr67i2rj1ex,0,24.1,82.6,2023-04-02T23:05:36.010Z,2023-04-02T23:06:54Z,4159854059,141,78.3,4159854055,56,Center,4159854053,157,,4159854057,140,54.7,4159854063,213,6.2,4159854065,1,,4159854061,212,32.3,,,,8nw8gd0fkp3a3g0sivl7cu63u,A. Marcucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910117,7,1,1,0,16,erwnez7ksfkns4dqmyr1fhbe,0,47.1,25.6,2023-04-02T23:05:36.854Z,2023-04-02T23:56:25Z,4159854067,3,,4159854071,140,66.4,4159854075,212,22.9,4159854073,141,10.0,4159854069,56,Right,4159854077,213,5.8,,,,,,,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910139,6,1,1,0,18,4g68p0t2f5jzhzfr67i2rj1ex,0,40.7,85.3,2023-04-02T23:05:39.242Z,2023-04-02T23:06:44Z,4159854167,141,86.3,4159854161,3,,4159854165,140,58.5,4159854163,56,Left,4159854169,212,18.7,4159854171,213,0.0,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910135,8,61,1,0,19,erwnez7ksfkns4dqmyr1fhbe,1,37.6,8.8,2023-04-02T23:05:40.239Z,2023-04-02T23:56:05Z,4159854157,56,Back,,,,,,,,,,,,,,,,,,,,,,chsrsho2yeaqt0uh2jhtlb78q,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910157,8,49,1,0,20,4g68p0t2f5jzhzfr67i2rj1ex,1,62.3,84.5,2023-04-02T23:05:41.330Z,2023-04-02T23:56:23Z,,,,,,,,,,,,,,,,,,,,,,,,,nhhmltlm3ayn7vqmp6etck5w,C. Ofori,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910147,7,1,1,0,21,4g68p0t2f5jzhzfr67i2rj1ex,0,57.8,94.2,2023-04-02T23:05:41.946Z,2023-04-02T23:05:44Z,4159854197,140,62.3,4159854199,141,84.8,4159854201,212,7.9,4159854193,155,,4159854195,56,Left,4159854203,213,5.3,,,,,,,nhhmltlm3ayn7vqmp6etck5w,C. Ofori,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910165,9,4,1,0,27,4g68p0t2f5jzhzfr67i2rj1ex,1,60.8,79.2,2023-04-02T23:05:47.785Z,2023-04-03T01:25:06Z,4159854299,13,,4159854303,152,,4160081293,295,,4159854301,56,Left,4159854369,233,9,4159854307,286,,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910179,9,4,1,0,27,erwnez7ksfkns4dqmyr1fhbe,0,39.2,20.8,2023-04-02T23:05:47.786Z,2023-04-02T23:56:39Z,4159854359,13,,4159854387,233,9,4159854361,295,,4159854367,285,,4159854365,152,,4159854363,56,Back,,,,,,,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910191,10,1,1,0,35,4g68p0t2f5jzhzfr67i2rj1ex,1,62.3,84.1,2023-04-02T23:05:56.265Z,2023-04-02T23:05:59Z,4159854427,56,Center,4159854429,140,63.4,4159854433,212,26.1,4159854423,5,,4159854435,213,4.8,4159854425,152,,4159854431,141,45.8,,,,1pic8r417eldupxmh7nobfkve,D. Yearwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910197,11,1,1,0,38,4g68p0t2f5jzhzfr67i2rj1ex,1,63.2,42.5,2023-04-02T23:05:58.954Z,2023-04-02T23:56:43Z,4159854475,141,24.9,4159854471,56,Back,4159854473,140,44.4,4159854479,213,3.7,4159854477,212,23.1,,,,,,,,,,dhy8f54t9uvukub7qbmsth8iy,D. Edelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910213,12,1,1,0,41,4g68p0t2f5jzhzfr67i2rj1ex,1,47,26.1,2023-04-02T23:06:01.961Z,2023-04-02T23:56:44Z,4159854545,213,5.8,4159854541,141,5.2,4159854543,212,33.5,4159854539,140,75.9,4159854547,1,,4159854537,56,Right,,,,,,,8h2z8e9plnkfdchzblcq9d016,M. Nocita,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910219,13,1,1,0,43,4g68p0t2f5jzhzfr67i2rj1ex,1,77.5,6.1,2023-04-02T23:06:04.394Z,2023-04-02T23:57:00Z,4159854577,140,95.9,4159854581,212,19.5,4159854575,56,Right,4159854583,213,0.2,4159854579,141,10.4,,,,,,,,,,7pdl6jqfaq1x1trdi5k30wsus,O. Mullings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910225,14,1,1,0,45,4g68p0t2f5jzhzfr67i2rj1ex,0,97.1,11.1,2023-04-02T23:06:05.545Z,2023-04-02T23:57:01Z,4159854611,212,2.4,4159854663,236,,4159854613,213,1.7,4159854665,233,10,4159854669,286,,4159854607,140,96.7,4159854605,56,Right,4159854601,2,,dug5046izrlh3owqk26hnvdre,W. Carmona,4159854603,155,4159854609,141,14.6,,,,,,,,,,,,,,,,,,,,,,,
2527910235,10,12,1,0,45,erwnez7ksfkns4dqmyr1fhbe,1,1.7,82.3,2023-04-02T23:06:05.645Z,2023-04-02T23:06:07Z,4159854659,56,Back,4159854657,185,,4159854679,233,14,,,,,,,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910245,11,6,1,0,46,erwnez7ksfkns4dqmyr1fhbe,0,2.6,84.1,2023-04-02T23:06:07.049Z,2023-04-02T23:50:47Z,4159854753,233,15,4159854727,56,Back,4159854729,73,,,,,,,,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910241,15,6,1,0,46,4g68p0t2f5jzhzfr67i2rj1ex,1,97.4,15.9,2023-04-02T23:06:07.049Z,2023-04-02T23:06:09Z,4159854707,75,,4159854705,56,Right,4159854749,233,11,,,,,,,,,,,,,,,,dug5046izrlh3owqk26hnvdre,W. Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910341,16,1,1,1,14,4g68p0t2f5jzhzfr67i2rj1ex,0,99.5,0.5,2023-04-02T23:06:35.289Z,2023-04-02T23:06:38Z,4159855237,141,47.3,4159855227,6,,4159855239,212,31.9,4159855229,155,,4159855233,56,Center,4159855235,140,97.6,4159855231,223,,4159855225,2,,92np3jwhxchmtfeov82ehe13o,O. Valencia,4159855241,213,,,,1.6,,,,,,,,,,,,,,,,,,,,,,
2527910343,12,52,1,1,18,erwnez7ksfkns4dqmyr1fhbe,1,2.5,49.9,2023-04-02T23:06:38.616Z,2023-04-02T23:06:38Z,,,,,,,,,,,,,,,,,,,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910357,13,1,1,1,26,erwnez7ksfkns4dqmyr1fhbe,1,9.1,51.8,2023-04-02T23:06:47.320Z,2023-04-02T23:06:49Z,4159855377,56,Back,4159855375,123,,4159855385,213,5.0,4159855381,141,27.4,4159855383,212,17.2,4159855379,140,13.5,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910379,14,1,1,1,28,erwnez7ksfkns4dqmyr1fhbe,1,17.7,27.3,2023-04-02T23:06:49.353Z,2023-04-02T23:06:55Z,4159855533,56,Back,4159855537,141,4.0,4159855535,140,28.6,4159855539,212,19.5,4159855541,213,5.3,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910387,15,1,1,1,35,erwnez7ksfkns4dqmyr1fhbe,1,35.2,5,2023-04-02T23:06:55.576Z,2023-04-02T23:06:58Z,4159855593,140,17.2,4159855597,212,19.4,4159855595,141,11.3,4159855591,56,Back,4159855599,213,2.9,,,,,,,,,,chsrsho2yeaqt0uh2jhtlb78q,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910405,16,1,1,1,37,erwnez7ksfkns4dqmyr1fhbe,1,17.2,11.3,2023-04-02T23:06:58.311Z,2023-04-02T23:07:03Z,4159855697,213,2.0,4159855689,56,Back,4159855695,212,28.4,4159855691,140,6.9,4159855693,141,49.9,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910415,17,1,1,1,42,erwnez7ksfkns4dqmyr1fhbe,1,12.9,47.3,2023-04-02T23:07:03.176Z,2023-04-02T23:07:06Z,4159855751,213,5.2,4159855747,141,28.0,4159855745,140,20.2,4159855743,56,Back,4159855749,212,15.2,,,,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910433,18,1,1,1,45,erwnez7ksfkns4dqmyr1fhbe,1,19.5,27.9,2023-04-02T23:07:05.945Z,2023-04-02T23:07:10Z,4159855851,213,2.3,4159855849,212,19.9,4159855843,56,Back,4159855847,141,50.0,4159855845,140,7.1,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910443,19,1,1,1,50,erwnez7ksfkns4dqmyr1fhbe,1,8.4,49.3,2023-04-02T23:07:10.793Z,2023-04-02T23:07:13Z,4159855925,212,38.2,4159855921,140,28.8,4159855923,141,95.9,4159855929,1,,4159855919,56,Back,4159855927,213,1.0,4159855917,155,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910469,20,1,1,1,52,erwnez7ksfkns4dqmyr1fhbe,1,28.9,96,2023-04-02T23:07:13.193Z,2023-04-02T23:07:15Z,4159856049,213,3.7,4159856043,140,14.4,4159856047,212,17.7,4159856045,141,82.6,4159856041,56,Back,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910493,21,1,1,1,55,erwnez7ksfkns4dqmyr1fhbe,1,13.1,82.1,2023-04-02T23:07:15.848Z,2023-04-02T23:07:20Z,4159856211,212,11.9,4159856213,213,5.3,4159856207,140,19.4,4159856205,56,Back,4159856209,141,67.6,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910495,22,4,1,1,59,erwnez7ksfkns4dqmyr1fhbe,1,21.6,64.9,2023-04-02T23:07:20.154Z,2023-04-02T23:07:22Z,4159856329,233,18,4159856225,285,,4159856221,152,,4159856223,265,,4159856219,56,Back,4159856217,13,,,,,,,,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910507,18,4,1,1,59,4g68p0t2f5jzhzfr67i2rj1ex,0,78.4,35.1,2023-04-02T23:07:20.155Z,2023-04-02T23:07:23Z,4159856289,152,,4159856291,265,,4159856285,13,,4159856293,286,,4159856345,233,22,4159856287,56,Center,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910535,23,1,1,2,4,erwnez7ksfkns4dqmyr1fhbe,1,15.6,61.8,2023-04-02T23:07:24.505Z,2023-04-02T23:07:29Z,4159856487,141,50.3,4159856479,5,,4159856489,212,8.4,4159856491,213,4.4,4159856485,140,12.8,4159856481,152,,4159856483,56,Back,,,,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910553,24,1,1,2,9,erwnez7ksfkns4dqmyr1fhbe,1,12,43.3,2023-04-02T23:07:29.656Z,2023-04-02T23:07:33Z,4159856597,56,Back,4159856605,213,1.4,4159856601,141,71.5,4159856599,140,14.3,4159856603,212,19.3,,,,,,,,,,8x7ureyddmuodp6nl4rxfudw5,C. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910563,25,1,1,2,12,erwnez7ksfkns4dqmyr1fhbe,1,20.8,78.4,2023-04-02T23:07:33.225Z,2023-04-02T23:07:35Z,4159856661,213,0.7,4159856653,56,Back,4159856657,141,96.3,4159856655,140,33.4,4159856659,212,18.0,,,,,,,,,,4ysjz78ep100dov88zn3kgz6c,F. Adeniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910571,26,1,1,2,14,erwnez7ksfkns4dqmyr1fhbe,1,33.5,96.3,2023-04-02T23:07:35.032Z,2023-04-02T23:07:38Z,4159856717,56,Back,4159856719,140,43.8,4159856721,141,78.7,4159856725,213,5.4,4159856723,212,16.1,,,,,,,,,,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910587,27,1,1,2,17,erwnez7ksfkns4dqmyr1fhbe,1,49,76.7,2023-04-02T23:07:38.169Z,2023-04-02T23:07:41Z,4159856813,213,0.4,4159856811,212,23.5,4159856807,140,69.8,4159856809,141,89.3,4159856805,56,Left,,,,,,,,,,ah3swx80hoddr239t1r6qg2ga,T. Wolff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910591,28,1,1,2,20,erwnez7ksfkns4dqmyr1fhbe,0,73.4,91.7,2023-04-02T23:07:40.889Z,2023-04-02T23:07:43Z,4159856851,213,5.1,4159856879,1,,4159856839,2,,4159856849,212,34.1,4159856847,141,46.1,4159856845,140,87.0,4159856843,56,Center,,,,6i2k03ji4uy1a9vgbl6t0hno4,J. Villal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910607,19,12,1,2,24,4g68p0t2f5jzhzfr67i2rj1ex,1,11.8,58.5,2023-04-02T23:07:44.649Z,2023-04-02T23:07:46Z,4159856927,56,Back,4159856931,140,18.9,4159856935,141,100.0,4159856939,212,29.8,4159856943,213,1.3,4159856965,167,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910611,20,5,1,2,24,4g68p0t2f5jzhzfr67i2rj1ex,0,20.6,101.5,2023-04-02T23:07:44.793Z,2023-04-03T00:32:16Z,4159856951,56,Back,4159856953,347,,4159857279,233,29,,,,,,,,,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910659,29,5,1,2,24,erwnez7ksfkns4dqmyr1fhbe,1,79.4,-1.5,2023-04-02T23:07:44.793Z,2023-04-02T23:08:01Z,4159857269,56,Right,4159857273,233,20,4159857271,347,,,,,,,,,,,,,,,,,6i2k03ji4uy1a9vgbl6t0hno4,J. Villal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910661,30,1,1,2,40,erwnez7ksfkns4dqmyr1fhbe,1,73.3,0,2023-04-02T23:08:00.730Z,2023-04-02T23:08:03Z,4159857299,212,14.4,4159857291,107,,4159857301,213,2.2,4159857295,140,65.1,4159857293,56,Right,4159857297,141,15.2,,,,,,,chsrsho2yeaqt0uh2jhtlb78q,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910665,31,1,1,2,42,erwnez7ksfkns4dqmyr1fhbe,0,65,15,2023-04-02T23:08:03.466Z,2023-04-02T23:08:21Z,4159857327,236,,4159857317,212,4.7,4159857333,286,,4159857329,233,21,4159857319,213,5.5,4159857313,140,68.3,4159857311,56,Right,4159857315,141,10.3,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910663,21,74,1,2,42,4g68p0t2f5jzhzfr67i2rj1ex,1,23.5,89,2023-04-02T23:08:03.467Z,2023-04-02T23:58:39Z,4159857307,56,Back,4159857309,285,,4159857337,233,31,,,,,,,,,,,,,,,,1pic8r417eldupxmh7nobfkve,D. Yearwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910667,22,49,1,2,44,4g68p0t2f5jzhzfr67i2rj1ex,1,24.9,93.6,2023-04-02T23:08:04.905Z,2023-04-02T23:58:40Z,,,,,,,,,,,,,,,,,,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910677,23,1,1,2,45,4g68p0t2f5jzhzfr67i2rj1ex,1,25.5,92,2023-04-02T23:08:05.689Z,2023-04-02T23:58:41Z,4159857389,212,16.0,4159857383,56,Back,4159857391,213,6.0,4159857385,140,40.1,4159857387,141,85.3,,,,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910689,24,1,1,2,46,4g68p0t2f5jzhzfr67i2rj1ex,0,43.1,86.8,2023-04-02T23:08:07.081Z,2023-04-02T23:08:10Z,4159857455,56,Left,4159857457,140,63.5,4159857459,141,95.1,4159857461,212,22.2,4159857463,213,0.3,,,,,,,,,,1nh4q19wfaedlpp1vnfuny9zo,O. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910717,32,61,1,2,48,erwnez7ksfkns4dqmyr1fhbe,1,25.7,2.9,2023-04-02T23:08:08.830Z,2023-04-03T01:25:11Z,4159857623,189,,4159857605,56,Back,,,,,,,,,,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910709,25,5,1,2,50,4g68p0t2f5jzhzfr67i2rj1ex,1,68.6,101.6,2023-04-02T23:08:11.032Z,2023-04-02T23:08:16Z,4159857675,233,33,4159857565,56,Left,4159857567,347,,,,,,,,,,,,,,,,,nhhmltlm3ayn7vqmp6etck5w,C. Ofori,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910729,33,5,1,2,50,erwnez7ksfkns4dqmyr1fhbe,0,31.4,-1.6,2023-04-02T23:08:11.032Z,2023-04-03T00:32:16Z,4159857685,233,25,4159857655,347,,4159857653,56,Back,,,,,,,,,,,,,,,,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527910777,26,1,1,3,5,4g68p0t2f5jzhzfr67i2rj1ex,0,70.3,100,2023-04-02T23:08:26.136Z,2023-04-02T23:08:28Z,4159857939,56,Left,4159857943,141,85.0,4159857945,212,16.5,4159857941,140,81.6,4159857937,107,,4159857947,213,5.5,,,,,,,92np3jwhxchmtfeov82ehe13o,O. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
