id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/13/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2543848427,768,49,1,0,13,csntc7hucmo21gknxc5y0kc4q,1,37.2,16.4,2023-04-30T21:06:01.040Z,2023-05-05T13:21:27Z,,,,,,,,,,,,,,,,,,,,,,,,,anysxg2z6niqapc5m3f4tzims,J. Bolma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961419,5,1,1,0,14,csntc7hucmo21gknxc5y0kc4q,1,40.1,21.5,2023-04-30T21:06:01.272Z,2023-05-05T13:20:59Z,4241552179,140,34.5,4241552183,212,12.7,4241552181,141,5.0,4241552185,213,4.2,4241552177,56,Back,,,,,,,,,,anysxg2z6niqapc5m3f4tzims,J. Bolma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961409,5,43,1,0,16,bd0378yx50xpdcgwkt9p9bmz8,1,0,0,2023-04-30T21:06:03.376Z,2023-04-30T21:59:19Z,4241679207,144,1,4241552133,56,Center,4241552137,141,70.9,4241552135,140,74.1,4241552139,212,5.4,4241552141,213,3.7,,,,,,,44nrrrjr233eellmujjz45h5g,B. Halsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961433,6,1,1,0,16,csntc7hucmo21gknxc5y0kc4q,1,34.5,5,2023-04-30T21:06:03.776Z,2023-05-05T13:21:15Z,4241552245,140,24.6,4241552247,141,23.1,4241552243,56,Back,4241552249,212,16.1,4241552251,213,2.3,,,,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961437,7,43,1,0,20,csntc7hucmo21gknxc5y0kc4q,1,0,0,2023-04-30T21:06:07.599Z,2023-05-05T13:21:35Z,4251643545,144,49,,,,,,,,,,,,,,,,,,,,,,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961459,8,1,1,0,21,csntc7hucmo21gknxc5y0kc4q,1,24.5,23.1,2023-04-30T21:06:08.896Z,2023-04-30T21:06:13Z,4241552359,56,Back,4241552361,140,7.8,4241552367,213,2.4,4241552365,212,23.3,4241552363,141,45.7,,,,,,,,,,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961475,9,1,1,0,26,csntc7hucmo21gknxc5y0kc4q,0,6.1,47,2023-04-30T21:06:13.216Z,2023-04-30T21:06:17Z,4241552453,1,,4241552447,141,18.9,4241552443,56,Right,4241552441,155,,4241552449,212,54.7,4241552451,213,5.9,4241552445,140,54.9,,,,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541985193,426,49,1,0,28,bd0378yx50xpdcgwkt9p9bmz8,1,41.3,78.1,2023-04-30T21:06:15.205Z,2023-05-05T13:22:28Z,,,,,,,,,,,,,,,,,,,,,,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961491,6,1,1,0,29,bd0378yx50xpdcgwkt9p9bmz8,1,46.4,73.2,2023-04-30T21:06:16.392Z,2023-05-05T13:22:30Z,4241552529,140,61.5,4241552533,212,15.9,4241552531,141,73.4,4241552527,56,Center,4241552535,213,0.0,4241680709,155,,,,,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543848757,863,1,1,0,30,bd0378yx50xpdcgwkt9p9bmz8,1,61.6,77.5,2023-04-30T21:06:17.516Z,2023-05-05T13:22:43Z,4251645047,213,4.4,4251645045,212,6.4,4251645043,141,68.6,4251645041,140,59.6,4251645039,56,Center,,,,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543848795,864,1,1,0,32,bd0378yx50xpdcgwkt9p9bmz8,1,59.6,68.6,2023-04-30T21:06:19.616Z,2023-05-05T13:22:23Z,4251645271,213,1.4,4251645269,212,6.5,4251645263,56,Center,4251645267,141,78.1,4251645265,140,60.6,,,,,,,,,,q12w2p0cgezbfmghgpt7h6hg,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961499,7,1,1,0,33,bd0378yx50xpdcgwkt9p9bmz8,1,61.5,83.1,2023-04-30T21:06:20.672Z,2023-05-05T13:22:49Z,4241552567,56,Left,4241552575,213,0.3,4241552571,141,96.2,4241552569,140,85.6,4241552573,212,26.8,,,,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961529,8,43,1,0,35,bd0378yx50xpdcgwkt9p9bmz8,1,0,0,2023-04-30T21:06:22.776Z,2023-05-05T13:23:47Z,4241552701,212,32.2,4241552705,1,0,4251648549,144,1,4241552697,140,88.0,4241552703,213,0.1,4241552699,141,88.1,4241552695,56,Left,,,,q12w2p0cgezbfmghgpt7h6hg,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541985435,427,43,1,0,37,bd0378yx50xpdcgwkt9p9bmz8,1,0,0,2023-04-30T21:06:24.205Z,2023-05-05T13:23:51Z,4251648607,144,1,4241682411,213,0.4,4241682407,141,91.2,4241682403,56,Left,4241682405,140,81.4,4241682409,212,22.1,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961535,9,3,1,0,39,bd0378yx50xpdcgwkt9p9bmz8,0,91.6,96.7,2023-04-30T21:06:26.230Z,2023-05-07T10:56:18Z,4257930145,233,10,4241552733,286,,4241552731,56,Left,4251648947,465,,,,,,,,,,,,,,bpr7u1cp7bzt1w2t1tsmru73e,J. Castellano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961519,10,7,1,0,39,csntc7hucmo21gknxc5y0kc4q,1,8.4,3.3,2023-04-30T21:06:26.231Z,2023-05-05T13:24:32Z,4241552781,233,9,4251649017,385,,4241552659,167,,4241552663,285,,4241552661,56,Back,,,,,,,,,,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961581,10,5,1,0,40,bd0378yx50xpdcgwkt9p9bmz8,1,89.7,102,2023-04-30T21:06:28.159Z,2023-04-30T21:20:57Z,4241552957,233,11,4241552945,56,Left,4241552947,347,,,,,,,,,,,,,,,,,bpr7u1cp7bzt1w2t1tsmru73e,J. Castellano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961523,11,5,1,0,40,csntc7hucmo21gknxc5y0kc4q,0,10.3,-2,2023-04-30T21:06:28.159Z,2023-04-30T21:06:39Z,4241552979,233,10,4241552671,56,Back,4241552673,347,,,,,,,,,,,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961589,11,1,1,0,51,bd0378yx50xpdcgwkt9p9bmz8,0,89.1,100,2023-04-30T21:06:38.672Z,2023-04-30T22:02:09Z,4241553009,56,Left,4241553017,213,4.2,4241553013,141,80.2,4241553011,140,81.5,4241553007,107,,4241553015,212,16.8,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961595,12,49,1,0,54,csntc7hucmo21gknxc5y0kc4q,1,11.8,14,2023-04-30T21:06:41.615Z,2023-04-30T21:15:22Z,,,,,,,,,,,,,,,,,,,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961615,13,1,1,0,55,csntc7hucmo21gknxc5y0kc4q,1,16.2,14,2023-04-30T21:06:43.186Z,2023-04-30T21:06:45Z,4241553131,56,Back,4241553139,213,0.1,4241553135,141,15.5,4241553137,212,16.6,4241553133,140,32.0,,,,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961643,14,1,1,0,57,csntc7hucmo21gknxc5y0kc4q,1,25.9,15,2023-04-30T21:06:45.151Z,2023-04-30T21:06:51Z,4241553281,140,30.5,4241553283,141,4.0,4241553287,213,5.3,4241553285,212,8.9,4241553279,56,Back,,,,,,,,,,tc5nl1hz1w06jobp5ckktr3e,J. Adebayo-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961669,15,1,1,1,4,csntc7hucmo21gknxc5y0kc4q,1,42.1,28.3,2023-04-30T21:06:51.520Z,2023-05-05T13:25:23Z,4241553589,210,13,4241553409,56,Back,4241553417,213,1.5,4241553413,141,79.1,4241553411,140,44.7,4241553419,1,,4241553415,212,34.7,,,,4iepghv4p490fxo5s429qeicq,J. Panayotou,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961675,16,13,1,1,10,csntc7hucmo21gknxc5y0kc4q,1,74.4,72.8,2023-04-30T21:06:58.128Z,2023-05-05T13:25:24Z,4241553607,230,98.5,4241553603,103,6.9,4241553435,18,,4241553609,231,52.3,4251651231,84,,4241553605,215,,4241553433,22,,4241553437,56,Center,9d864k8ppwryu5b7v57fkurdg,P. Miller,,4241553601,102,41.0,4241553597,55,15,4241553595,29,4241553591,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961685,12,5,1,1,12,bd0378yx50xpdcgwkt9p9bmz8,1,-0.9,60.2,2023-04-30T21:06:59.880Z,2023-04-30T21:07:00Z,4241553489,233,17,4241553477,56,Back,4241553479,346,,,,,,,,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961689,17,5,1,1,12,csntc7hucmo21gknxc5y0kc4q,0,100.9,39.8,2023-04-30T21:06:59.880Z,2023-04-30T21:20:58Z,4241553487,346,,4241553485,56,Center,4241553495,233,12,,,,,,,,,,,,,,,,9d864k8ppwryu5b7v57fkurdg,P. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961745,13,1,1,1,29,bd0378yx50xpdcgwkt9p9bmz8,1,5,63,2023-04-30T21:07:16.704Z,2023-04-30T21:07:19Z,4241553823,140,13.8,4241553827,212,18.5,4241553825,141,39.5,4241553819,124,,4241553829,213,5.2,4241553833,237,,4241553821,56,Back,,,,3fjb8lymm7grc7nqyfpzw1a8k,P. Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961753,14,1,1,1,31,bd0378yx50xpdcgwkt9p9bmz8,1,13.8,39.5,2023-04-30T21:07:19.056Z,2023-04-30T22:02:32Z,4241553869,140,10.1,4241553873,212,20.3,4241553867,56,Back,4241553871,141,68.8,4241553875,213,1.8,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961765,15,1,1,1,35,bd0378yx50xpdcgwkt9p9bmz8,1,10.1,68.8,2023-04-30T21:07:23.119Z,2023-04-30T21:07:25Z,4241553947,140,13.2,4241553953,213,5.0,4241553945,56,Back,4241553949,141,50.1,4241553951,212,13.1,,,,,,,,,,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961781,16,1,1,1,37,bd0378yx50xpdcgwkt9p9bmz8,1,13.2,50.1,2023-04-30T21:07:25.136Z,2023-04-30T21:07:28Z,4241554017,141,63.6,4241554013,56,Back,4241554019,212,19.5,4241554015,140,29.6,4241554021,213,0.5,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961783,17,1,1,1,40,bd0378yx50xpdcgwkt9p9bmz8,0,32.7,66,2023-04-30T21:07:27.976Z,2023-05-07T10:55:19Z,4241554035,213,5.9,4241554031,141,46.4,4241554027,56,Center,4241554037,1,,4241554033,212,32.7,4241554029,140,61.1,,,,,,,aw9qtyjb4wdifiixi139m96cq,G. Valenzuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961789,18,49,1,1,42,csntc7hucmo21gknxc5y0kc4q,1,44.6,54.5,2023-04-30T21:07:30.111Z,2023-04-30T21:07:30Z,,,,,,,,,,,,,,,,,,,,,,,,,ahfl8o5ngmw3vp3up97rlaj8p,P. Cayet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961811,19,1,1,1,43,csntc7hucmo21gknxc5y0kc4q,1,44.6,54.5,2023-04-30T21:07:30.560Z,2023-05-07T10:53:10Z,4241554139,212,11.2,4241554141,213,5.6,4241554137,141,43.7,4241554135,140,52.6,4241554133,56,Center,,,,,,,,,,ahfl8o5ngmw3vp3up97rlaj8p,P. Cayet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961817,20,61,1,1,44,csntc7hucmo21gknxc5y0kc4q,0,46.6,41.3,2023-04-30T21:07:31.559Z,2023-05-05T13:26:23Z,4241554163,56,Back,,,,,,,,,,,,,,,,,,,,,,anysxg2z6niqapc5m3f4tzims,J. Bolma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961827,18,43,1,1,45,bd0378yx50xpdcgwkt9p9bmz8,1,0,0,2023-04-30T21:07:32.219Z,2023-04-30T21:09:14Z,4241554207,56,Back,4241557749,144,3,4241554209,286,0,,,,,,,,,,,,,,,,aw9qtyjb4wdifiixi139m96cq,G. Valenzuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961829,19,49,1,1,45,bd0378yx50xpdcgwkt9p9bmz8,1,51.5,61.1,2023-04-30T21:07:32.392Z,2023-05-05T13:26:19Z,,,,,,,,,,,,,,,,,,,,,,,,,aw9qtyjb4wdifiixi139m96cq,G. Valenzuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961865,20,1,1,1,49,bd0378yx50xpdcgwkt9p9bmz8,1,77.1,52.4,2023-04-30T21:07:36.392Z,2023-05-07T10:55:20Z,4241554359,212,12.7,4241554355,140,88.5,4241554361,213,5.9,4257927723,210,15,4241554353,56,Center,4241554357,141,46.2,4257927725,154,,4251652859,4,,aw9qtyjb4wdifiixi139m96cq,G. Valenzuela,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961869,21,15,1,1,50,bd0378yx50xpdcgwkt9p9bmz8,1,90.3,44.5,2023-04-30T21:07:37.291Z,2023-05-07T10:55:20Z,4241585879,55,20,4241585875,154,,4241585871,29,,4251658449,72,,4241554381,56,Center,4241585887,328,,4241585883,102,47.9,4241586077,233,26,49ki6wsieoy8t4baq73o0zhbe,A. Ordóñez,,4241585891,147,46.9,4241554377,22,,4241585885,103,4241585889,146,10.1,96.3,4241554379,17,4241585869,80,,,,,,,,,,,,,,,,,,,,,
2541962019,26,10,1,1,50,csntc7hucmo21gknxc5y0kc4q,1,6.4,54.1,2023-04-30T21:07:37.391Z,2023-05-05T13:29:27Z,4241555071,56,Back,4251657103,376,,4241555069,182,,4251657099,174,,4241586087,233,21,4251657101,389,,,,,,,,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961903,22,15,1,1,52,bd0378yx50xpdcgwkt9p9bmz8,1,93,55.9,2023-04-30T21:07:39.352Z,2023-05-05T13:28:30Z,4241610671,100,,4241610143,20,,4241610677,147,54.7,4251656851,17,,4241554545,56,Center,4241610691,233,21,4241610667,328,,4241610681,231,47.5,bpr7u1cp7bzt1w2t1tsmru73e,J. Castellano,,4241610661,102,51.4,4241610675,146,94.9,4241610679,230,4241609229,22,95.9,,4241610659,78,4241610155,82,4241610663,103,19,4241610669,458,4241610665,214,,,,,,,,,,,,,,
2541961905,21,10,1,1,52,csntc7hucmo21gknxc5y0kc4q,1,2.4,46.1,2023-04-30T21:07:39.452Z,2023-04-30T21:45:53Z,4241554549,56,Back,4241610187,233,22,4241605381,94,,,,,,,,,,,,,,,,,anysxg2z6niqapc5m3f4tzims,J. Bolma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961909,22,11,1,1,56,csntc7hucmo21gknxc5y0kc4q,1,9.7,54,2023-04-30T21:07:44.151Z,2023-05-05T13:30:42Z,4251659733,88,,4251659787,378,,4251659731,56,Back,,,,,,,,,,,,,,,,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961953,23,1,1,2,4,csntc7hucmo21gknxc5y0kc4q,1,13.5,46.8,2023-04-30T21:07:52.176Z,2023-05-05T13:30:52Z,4241554745,56,Back,4241554751,212,15.9,4241554749,141,25.8,4241554747,140,20.1,4241554743,123,,4241554753,213,5.2,,,,,,,6j4ibkpbos6w5ikle58u2vo,M. Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961957,24,1,1,2,7,csntc7hucmo21gknxc5y0kc4q,1,24.6,14.9,2023-04-30T21:07:54.495Z,2023-05-05T13:31:31Z,4251660897,189,,4241554771,140,36.1,4241554775,212,14.3,4241554777,213,5.7,4241554773,141,3.7,4241554769,56,Back,,,,,,,ahgclh3e05evznhrpa32z6g6i,V. Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961961,25,1,1,2,8,csntc7hucmo21gknxc5y0kc4q,0,38.5,5.6,2023-04-30T21:07:55.295Z,2023-05-05T13:31:55Z,4241554809,212,15.4,4241554811,213,0.2,4241554803,56,Right,4241554807,141,11.0,4241554805,140,52.7,4251660905,189,,,,,,,,bzv3yqbc7ttf7fftbm2nelxck,M. Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541961999,23,8,1,2,11,bd0378yx50xpdcgwkt9p9bmz8,1,46.1,82.1,2023-04-30T21:07:59.104Z,2023-05-05T13:31:51Z,4251660815,384,,4241554957,56,Back,4251660899,189,,,,,,,,,,,,,,,,,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
