id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2530034609,6,5,1,0,11,5icuo8utnztpsd9l03gdd68dl,0,45.6,-2,2023-04-08T00:05:31.398Z,2023-04-08T00:54:14Z,4171216699,233,5,4171216505,56,Back,4171216507,347,,,,,,,,,,,,,,,,,9pdlqvcvxbblylawycpp2ywvd,H. Uderitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034645,6,1,1,0,23,d0c07im4a6oj8qa7f1zlt3pqs,1,53.8,100,2023-04-08T00:05:43.414Z,2023-04-08T00:05:46Z,4171216755,212,20.1,4171216753,141,83.2,4171216757,213,3.8,4171216747,107,,4171216751,140,39.0,4171216749,56,Back,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034667,7,1,1,0,27,d0c07im4a6oj8qa7f1zlt3pqs,1,39.3,81.8,2023-04-08T00:05:46.742Z,2023-04-08T00:05:51Z,4171216883,213,4.2,4171216879,141,52.5,4171216875,56,Back,4171216881,212,23.0,4171216877,140,28.4,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034679,8,1,1,0,31,d0c07im4a6oj8qa7f1zlt3pqs,1,30,53.3,2023-04-08T00:05:51.382Z,2023-04-08T00:05:53Z,4171216939,141,75.4,4171216943,213,1.5,4171216941,212,15.1,4171216937,140,31.4,4171216935,56,Back,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034683,9,1,1,0,33,d0c07im4a6oj8qa7f1zlt3pqs,1,31.4,75.4,2023-04-08T00:05:53.254Z,2023-04-08T00:05:55Z,4171216975,140,37.6,4171216981,213,1.0,4171216977,141,91.2,4171216973,56,Back,4171216979,212,12.6,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034687,10,1,1,0,35,d0c07im4a6oj8qa7f1zlt3pqs,1,37.6,91.2,2023-04-08T00:05:55.398Z,2023-04-08T00:05:58Z,4171217017,141,69.0,4171217015,140,30.5,4171217021,213,4.3,4171217013,56,Back,4171217019,212,16.8,,,,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034689,11,1,1,0,38,d0c07im4a6oj8qa7f1zlt3pqs,1,30.6,69,2023-04-08T00:05:58.358Z,2023-04-08T00:06:00Z,4171217043,213,4.5,4171217039,141,40.9,4171217041,212,19.6,4171217037,140,26.3,4171217035,56,Back,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034701,12,1,1,0,40,d0c07im4a6oj8qa7f1zlt3pqs,1,26.3,40.9,2023-04-08T00:06:00.278Z,2023-04-08T00:06:03Z,4171217109,56,Back,4171217111,140,38.6,4171217117,213,5.5,4171217113,141,23.4,4171217115,212,17.6,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034709,13,1,1,0,43,d0c07im4a6oj8qa7f1zlt3pqs,1,42.4,16.8,2023-04-08T00:06:03.190Z,2023-04-08T00:06:05Z,4171217135,56,Back,4171217141,212,11.2,4171217137,140,49.0,4171217139,141,3.8,4171217143,213,5.4,,,,,,,,,,7nxqbiq6fics5w3qnwhz249as,S. Louis Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034741,14,1,1,0,45,d0c07im4a6oj8qa7f1zlt3pqs,1,46.8,7.6,2023-04-08T00:06:05.446Z,2023-04-08T00:06:11Z,4171217321,140,25.9,4171217325,212,28.3,4171217327,213,2.5,4171217319,56,Back,4171217323,141,33.9,,,,,,,,,,3sm6srzig957fdn96ta68nmne,D. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034755,15,1,1,0,52,d0c07im4a6oj8qa7f1zlt3pqs,1,33,49.4,2023-04-08T00:06:11.846Z,2023-04-08T00:06:15Z,4171217383,56,Back,4171217385,140,32.7,4171217389,212,17.9,4171217391,213,1.6,4171217387,141,75.7,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034769,16,1,1,0,55,d0c07im4a6oj8qa7f1zlt3pqs,1,32.8,75.6,2023-04-08T00:06:14.886Z,2023-04-08T00:06:19Z,4171217473,141,82.7,4171217469,56,Left,4171217475,212,25.6,4171217477,213,0.2,4171217471,140,56.7,,,,,,,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034781,17,1,1,0,59,d0c07im4a6oj8qa7f1zlt3pqs,1,56.7,82.7,2023-04-08T00:06:19.318Z,2023-04-08T00:08:30Z,4171217533,140,68.6,4171217535,141,94.7,4171217539,213,0.6,4171217531,56,Left,4171217537,212,14.9,,,,,,,,,,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034787,18,1,1,1,3,d0c07im4a6oj8qa7f1zlt3pqs,1,68.6,94.7,2023-04-08T00:06:22.694Z,2023-04-08T00:06:24Z,4171217565,141,87.8,4171217563,140,56.3,4171217561,56,Left,4171217567,212,13.7,4171217569,213,3.5,,,,,,,,,,3cbmr8hg3kszw5wl04p3ol27e,C. Fodrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034799,19,1,1,1,4,d0c07im4a6oj8qa7f1zlt3pqs,1,56.3,87.8,2023-04-08T00:06:24.262Z,2023-04-08T00:06:26Z,4171217631,212,25.7,4171217629,141,53.9,4171217627,140,45.4,4171217633,213,4.3,4171217625,56,Back,,,,,,,,,,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034813,20,1,1,1,6,d0c07im4a6oj8qa7f1zlt3pqs,1,45.4,53.9,2023-04-08T00:06:26.422Z,2023-04-08T00:06:29Z,4171217709,140,56.4,4171217711,141,31.2,4171217707,56,Center,4171217713,212,19.3,4171217715,213,5.4,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034829,21,1,1,1,11,d0c07im4a6oj8qa7f1zlt3pqs,1,55.7,23.4,2023-04-08T00:06:31.063Z,2023-04-08T00:06:33Z,4171217797,213,2.6,4171217791,140,45.8,4171217789,56,Back,4171217795,212,12.4,4171217793,141,33.3,,,,,,,,,,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034839,22,1,1,1,13,d0c07im4a6oj8qa7f1zlt3pqs,1,52.1,44.9,2023-04-08T00:06:33.414Z,2023-04-08T00:06:35Z,4171217849,56,Back,4171217853,141,61.4,4171217851,140,47.3,4171217855,212,12.3,4171217857,213,2.0,,,,,,,,,,5h73r4bv42whxsvnlq89b89re,K. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034859,23,1,1,1,16,d0c07im4a6oj8qa7f1zlt3pqs,1,50.7,62.1,2023-04-08T00:06:35.654Z,2023-04-08T00:06:42Z,4171218009,213,5.4,4171218007,212,42.8,4171217999,155,,4171218001,56,Right,4171218011,1,,4171218003,140,76.3,4171218005,141,13.1,,,,d0riqrsz7ojwb9m94rbvx7r6y,S. Mazzaferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034879,24,1,1,1,22,d0c07im4a6oj8qa7f1zlt3pqs,1,72,24.1,2023-04-08T00:06:42.342Z,2023-04-10T10:59:53Z,4171218885,154,,4171218883,210,13,4171218127,56,Center,4179468437,72,,4171218137,1,,4171218131,141,61.8,4171218129,140,97.0,4171218125,155,,3sm6srzig957fdn96ta68nmne,D. Rodríguez,1,4171218133,212,36.7,4179468435,223,4171218123,2,4171218135,213,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034881,25,13,1,1,26,d0c07im4a6oj8qa7f1zlt3pqs,1,93.6,62.9,2023-04-08T00:06:46.038Z,2023-04-10T10:59:53Z,4171218901,230,99.3,4171218143,22,,4171218903,231,53.8,4171218147,56,Center,4171218899,103,56.9,4171218889,29,,4171218897,102,52.9,4171218887,85,,3cbmr8hg3kszw5wl04p3ol27e,C. Fodrey,,4171218839,328,,4171218891,154,4171218893,55,4179469983,17,,24,4171218835,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034871,7,5,1,1,28,5icuo8utnztpsd9l03gdd68dl,1,-1.4,57.1,2023-04-08T00:06:47.686Z,2023-04-10T14:02:20Z,4171218077,56,Back,4171218207,233,26,4171218079,346,,,,,,,,,,,,,,,,,809wpocve7kf4vpdn7wd84v3e,R. Baker-Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034887,26,5,1,1,28,d0c07im4a6oj8qa7f1zlt3pqs,0,101.4,42.9,2023-04-08T00:06:47.686Z,2023-04-10T14:02:20Z,4171218179,56,Center,4180149331,233,7,4171218181,346,,,,,,,,,,,,,,,,,3cbmr8hg3kszw5wl04p3ol27e,C. Fodrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034923,8,1,1,1,37,5icuo8utnztpsd9l03gdd68dl,1,5,37,2023-04-08T00:06:57.182Z,2023-04-08T00:07:00Z,4171218407,141,25.6,4171218411,213,5.2,4171218401,124,,4171218409,212,8.9,4171218405,140,9.2,4171218415,237,,4171218403,56,Back,,,,9q91h72hhbibgekbjb8vcdxey,A. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034929,9,1,1,1,41,5icuo8utnztpsd9l03gdd68dl,1,12.6,24.6,2023-04-08T00:07:00.541Z,2023-04-08T00:07:02Z,4171218433,141,27.1,4171218429,56,Back,4171218431,140,28.5,4171218437,213,0.1,4171218435,212,16.8,,,,,,,,,,9pdlqvcvxbblylawycpp2ywvd,H. Uderitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034943,10,43,1,1,42,5icuo8utnztpsd9l03gdd68dl,1,0,0,2023-04-08T00:07:02.205Z,2023-04-08T01:03:59Z,4171218523,56,Back,4171294505,144,1,4171218525,140,3.6,4171218531,213,2.6,4171218529,212,29.9,4171218527,141,48.2,,,,,,,968mlew2amftejfuaptayz6c5,A. Ovalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034947,11,1,1,1,46,5icuo8utnztpsd9l03gdd68dl,1,24.8,31.4,2023-04-08T00:07:05.774Z,2023-04-08T01:04:05Z,4171218563,213,2.7,4171218559,141,49.7,4171218557,140,2.1,4171218561,212,26.9,4171218555,56,Back,,,,,,,,,,968mlew2amftejfuaptayz6c5,A. Ovalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034955,12,1,1,1,48,5icuo8utnztpsd9l03gdd68dl,1,2,50.1,2023-04-08T00:07:07.677Z,2023-04-08T00:07:09Z,4171218581,141,71.7,4171218579,140,11.7,4171218583,212,17.9,4171218577,56,Back,4171218585,213,1.0,,,,,,,,,,9q91h72hhbibgekbjb8vcdxey,A. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034969,13,1,1,1,50,5icuo8utnztpsd9l03gdd68dl,1,10.3,72.3,2023-04-08T00:07:09.565Z,2023-04-08T00:11:11Z,4171218679,56,Back,4171218683,141,44.5,4171218681,140,22.4,4171218685,212,22.8,4171218687,213,5.3,,,,,,,,,,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034971,27,43,1,1,51,d0c07im4a6oj8qa7f1zlt3pqs,1,0,0,2023-04-08T00:07:11.211Z,2023-04-08T00:07:15Z,4171218769,144,74,4171218695,56,Left,4171218697,285,0,,,,,,,,,,,,,,,,2yxzh220ndd4s4wqditruo0h6,A. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034987,14,1,1,1,52,5icuo8utnztpsd9l03gdd68dl,0,18.1,38.2,2023-04-08T00:07:11.838Z,2023-04-10T11:00:29Z,4171218749,56,Back,4179471965,213,4.3,4179471961,141,21.3,4179471963,212,12.4,4179471959,140,13.7,,,,,,,,,,968mlew2amftejfuaptayz6c5,A. Ovalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530034985,28,4,1,1,53,d0c07im4a6oj8qa7f1zlt3pqs,1,86.2,89.2,2023-04-08T00:07:13.046Z,2023-04-10T11:02:21Z,4171218735,56,Left,4179477101,294,,4171218747,286,,4171218815,233,15,4171218731,13,,4171218739,152,,,,,,,,2yxzh220ndd4s4wqditruo0h6,A. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035001,15,4,1,1,53,5icuo8utnztpsd9l03gdd68dl,0,13.8,10.8,2023-04-08T00:07:13.047Z,2023-04-10T11:02:18Z,4179476921,294,,4171218819,233,28,4171218811,285,,4171218807,152,,4171218803,13,,4171218805,56,Back,,,,,,,9pdlqvcvxbblylawycpp2ywvd,H. Uderitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035115,29,1,1,2,28,d0c07im4a6oj8qa7f1zlt3pqs,0,83.5,89.7,2023-04-08T00:07:47.508Z,2023-04-10T11:02:34Z,4171219427,155,,4171219431,56,Center,4171219429,152,,4171219437,212,28.6,4171219425,5,,4171219433,140,97.4,4171219423,2,,4171219441,213,5.2,8ly83pm2mbtz4u7jwsv0o96qy,C. Touré,,4171219435,141,53.6,4179477823,20,4171227841,233,4179477821,223,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530036653,111,11,1,2,30,5icuo8utnztpsd9l03gdd68dl,0,8.8,49.1,2023-04-08T00:07:49.570Z,2023-04-10T11:02:48Z,4179478641,378,,4171227723,88,,4171227845,233,29,4171227721,56,Back,,,,,,,,,,,,,9q91h72hhbibgekbjb8vcdxey,A. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035117,16,11,1,2,31,5icuo8utnztpsd9l03gdd68dl,1,4.1,49,2023-04-08T00:07:51.245Z,2023-04-10T11:03:07Z,4179479357,56,Back,4179479497,377,,4179479359,88,,,,,,,,,,,,,,,,,9q91h72hhbibgekbjb8vcdxey,A. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035143,17,1,1,2,38,5icuo8utnztpsd9l03gdd68dl,1,15.6,48.8,2023-04-08T00:07:57.949Z,2023-04-08T00:08:00Z,4171219573,56,Back,4171219575,140,16.0,4171219581,213,1.5,4171219579,212,11.3,4171219571,123,,4171219577,141,65.4,,,,,,,9q91h72hhbibgekbjb8vcdxey,A. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035157,18,1,1,2,40,5icuo8utnztpsd9l03gdd68dl,1,16,65.4,2023-04-08T00:08:00.239Z,2023-04-08T00:08:02Z,4171219653,140,27.4,4171219655,141,95.9,4171219659,213,1.0,4171219657,212,23.9,4171219651,56,Back,,,,,,,,,,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035191,19,1,1,2,43,5icuo8utnztpsd9l03gdd68dl,1,28.4,93,2023-04-08T00:08:02.524Z,2023-04-08T01:05:06Z,4171219861,141,42.1,4171219867,1,,4171219859,140,14.6,4171219863,212,37.5,4171219857,56,Back,4171219865,213,4.3,,,,,,,7zr3gif60ntltgt3s5yi6qjca,T. Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531604347,709,1,1,2,45,5icuo8utnztpsd9l03gdd68dl,1,14.7,41.5,2023-04-08T00:08:05.276Z,2023-04-10T11:03:52Z,4179481603,141,10.7,4179481601,140,30.5,4179481597,56,Back,4179481607,212,26.7,4179481609,213,5.4,,,,,,,,,,9pdlqvcvxbblylawycpp2ywvd,H. Uderitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035225,20,1,1,2,54,5icuo8utnztpsd9l03gdd68dl,1,54.7,3.8,2023-04-08T00:08:13.773Z,2023-04-08T01:05:10Z,4171220001,140,35.2,4171220005,212,20.7,4171220007,213,3.0,4171219999,56,Back,4171220003,141,8.5,,,,,,,,,,809wpocve7kf4vpdn7wd84v3e,R. Baker-Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530050021,389,43,1,2,55,5icuo8utnztpsd9l03gdd68dl,1,0,0,2023-04-08T00:08:14.466Z,2023-04-08T01:19:47Z,4171295759,212,33.7,4171295763,1,0,4171295757,141,4.0,4171295753,56,Back,4171318493,144,1,4171295761,213,5.5,4171295755,140,35.6,,,,9pdlqvcvxbblylawycpp2ywvd,H. Uderitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035245,21,1,1,2,57,5icuo8utnztpsd9l03gdd68dl,1,36.9,12.3,2023-04-08T00:08:17.308Z,2023-04-08T00:08:20Z,4171220113,212,26.3,4171220115,213,1.8,4171220109,140,30.6,4171220111,141,49.7,4171220107,56,Back,,,,,,,,,,9pdlqvcvxbblylawycpp2ywvd,H. Uderitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530035259,22,1,1,3,1,5icuo8utnztpsd9l03gdd68dl,1,30.6,49.7,2023-04-08T00:08:20.701Z,2023-04-08T00:08:23Z,4171220193,140,36.8,4171220195,141,29.1,4171220199,213,5.1,4171220197,212,15.4,4171220191,56,Back,,,,,,,,,,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
