id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/10/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2526197059,6,1,1,0,15,bd0378yx50xpdcgwkt9p9bmz8,0,20.2,69.9,2023-03-31T23:05:56.291Z,2023-03-31T23:05:57Z,4150792309,56,Back,4150792315,212,9.2,4150792313,141,66.6,4150792311,140,28.7,4150792317,213,6.0,4150792307,3,,,,,,,,2d9cw6dcm2wsgrr8mj5rt6zje,K. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526212153,333,1,1,0,17,6ubc4y1v6hr63mca7ica4hp90,1,69.6,40.1,2023-03-31T23:05:57.464Z,2023-04-05T06:12:28Z,4150874647,212,21.3,4150874645,141,71.3,4150874643,140,70.9,4150874639,3,,4150874649,213,1.5,4150874641,56,Center,,,,,,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197071,6,49,1,0,20,6ubc4y1v6hr63mca7ica4hp90,1,73.8,69.4,2023-03-31T23:06:00.833Z,2023-03-31T23:06:00Z,,,,,,,,,,,,,,,,,,,,,,,,,blzz9pnbehjnxt77cuoxjye0a,A. Armour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197087,7,1,1,0,22,6ubc4y1v6hr63mca7ica4hp90,1,73.5,78.8,2023-03-31T23:06:02.617Z,2023-03-31T23:06:04Z,4150792453,212,17.0,4150792455,213,3.2,4150792449,140,57.4,4150792447,56,Center,4150792451,141,76.5,,,,,,,,,,blzz9pnbehjnxt77cuoxjye0a,A. Armour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197121,8,1,1,0,23,6ubc4y1v6hr63mca7ica4hp90,1,57.4,76.5,2023-03-31T23:06:04.321Z,2023-03-31T23:06:11Z,4150792657,213,3.7,4150792655,212,25.5,4150792649,56,Back,4150792653,141,57.5,4150792651,140,36.5,,,,,,,,,,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197147,9,1,1,0,30,6ubc4y1v6hr63mca7ica4hp90,1,38.8,37.5,2023-03-31T23:06:10.961Z,2023-03-31T23:06:15Z,4150792789,213,5.6,4150792781,56,Right,4150792791,1,,4150792779,155,,4150792787,212,38.7,4150792785,141,3.7,4150792783,140,68.5,,,,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197155,10,1,1,0,34,6ubc4y1v6hr63mca7ica4hp90,0,68.5,3.7,2023-03-31T23:06:14.771Z,2023-04-01T01:25:30Z,4150792831,212,3.2,4150792829,141,8.4,4150792833,213,1.7,4150792823,3,,4150792825,56,Right,4150792827,140,68.1,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197145,7,61,1,0,34,bd0378yx50xpdcgwkt9p9bmz8,1,24.3,92.3,2023-03-31T23:06:15.097Z,2023-03-31T23:06:15Z,4150792777,56,Back,,,,,,,,,,,,,,,,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197185,11,1,1,0,40,6ubc4y1v6hr63mca7ica4hp90,1,68.8,24.9,2023-03-31T23:06:21.258Z,2023-03-31T23:59:39Z,4150792967,213,1.2,4150792965,212,19.9,4150792963,141,51.9,4150792959,56,Center,4150792961,140,76.2,,,,,,,,,,603sxl8xsij9kep03px6s85m2,B. Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197195,12,1,1,0,43,6ubc4y1v6hr63mca7ica4hp90,1,76.2,51.9,2023-03-31T23:06:23.986Z,2023-03-31T23:06:27Z,4150793021,140,68.2,4150793019,56,Center,4150793025,212,14.2,4150793023,141,68.8,4150793027,213,2.2,,,,,,,,,,8hkbb39xnqy71xe1a4iblhes4,Thiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197223,13,1,1,0,46,6ubc4y1v6hr63mca7ica4hp90,1,73.9,71,2023-03-31T23:06:26.954Z,2023-03-31T23:06:31Z,4150793203,56,Left,4150793211,213,0.6,4150793205,140,90.3,4150793207,141,90.0,4150793209,212,21.5,,,,,,,,,,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197259,14,1,1,0,50,6ubc4y1v6hr63mca7ica4hp90,1,90.3,90.8,2023-03-31T23:06:31.178Z,2023-03-31T23:06:37Z,4150793379,140,81.4,4150793381,141,85.1,4150793383,212,10.1,4150793385,213,3.5,4150793377,56,Left,,,,,,,,,,blzz9pnbehjnxt77cuoxjye0a,A. Armour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197269,15,1,1,0,56,6ubc4y1v6hr63mca7ica4hp90,0,97.1,81.4,2023-03-31T23:06:37.322Z,2023-04-05T06:37:40Z,4150793441,56,Center,4164622553,72,,4164622549,225,,4150793449,213,4.6,4150793437,2,,4150793447,212,11.0,4150793443,140,95.8,4164622551,386,,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,4150793445,141,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197271,8,12,1,0,57,bd0378yx50xpdcgwkt9p9bmz8,1,3.1,32.5,2023-03-31T23:06:37.979Z,2023-04-05T06:38:09Z,4150793457,212,4.4,4150793459,213,3.3,4150793455,141,31.5,4150793465,167,,4150793451,56,Back,4150793453,140,0.0,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197273,9,6,1,0,58,bd0378yx50xpdcgwkt9p9bmz8,0,1.6,33.1,2023-03-31T23:06:38.507Z,2023-04-05T12:23:17Z,4150793463,73,,4150793461,56,Back,4150793549,233,16,,,,,,,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197285,16,6,1,0,58,6ubc4y1v6hr63mca7ica4hp90,1,98.4,66.9,2023-03-31T23:06:38.507Z,2023-04-05T06:38:26Z,4150793531,73,,4150793529,56,Center,4150793545,233,9,,,,,,,,,,,,,,,,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197385,17,1,1,1,22,6ubc4y1v6hr63mca7ica4hp90,0,99.5,99.5,2023-03-31T23:07:03.059Z,2023-04-05T06:38:46Z,4150794023,141,47.3,4150794011,2,,4150794019,56,Center,4150794025,212,36.2,4150794027,213,4.5,4164623485,72,,4150794021,140,92.5,4150794013,6,,b1p6qcv8wjzoxoax3nt13n5gq,D. Poręba,4150794015,155,,4150794029,1,4150794017,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197407,10,12,1,1,25,bd0378yx50xpdcgwkt9p9bmz8,1,11.3,57.3,2023-03-31T23:07:06.460Z,2023-04-05T06:39:44Z,4150794123,212,21.4,4150794119,140,14.3,4150794125,213,1.4,4150794121,141,88.5,4150794139,15,,4150794117,56,Back,,,,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197429,18,1,1,1,30,6ubc4y1v6hr63mca7ica4hp90,1,85.3,5.2,2023-03-31T23:07:11.091Z,2023-03-31T23:07:14Z,4150794231,140,65.9,4150794239,213,2.8,4150794229,56,Right,4150794233,141,16.6,4150794235,212,21.8,,,,,,,,,,8vzvcjbccc5skj9e7n5f6vd3o,P. Agyemang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197435,19,1,1,1,33,6ubc4y1v6hr63mca7ica4hp90,1,67.4,13.8,2023-03-31T23:07:14.251Z,2023-03-31T23:07:18Z,4150794277,140,44.2,4150794283,213,2.5,4150794281,212,30.7,4150794275,56,Back,4150794279,141,41.3,,,,,,,,,,dercetgxemr74f5yasq86s5t6,P. Mayaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197449,20,1,1,1,37,6ubc4y1v6hr63mca7ica4hp90,1,44.2,41.3,2023-03-31T23:07:17.931Z,2023-04-05T06:40:15Z,4150794357,141,73.3,4150794355,140,55.7,4150794361,212,24.9,4150794365,213,1.1,4150794353,56,Center,,,,,,,,,,2skxdj9puilqn62emw8wnflnu,J. Sobociński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197455,21,1,1,1,41,6ubc4y1v6hr63mca7ica4hp90,0,55.7,73.3,2023-03-31T23:07:21.795Z,2023-03-31T23:07:22Z,4150794395,141,17.2,4150794393,140,79.6,4150794401,1,,4150794389,155,,4150794397,212,45.7,4150794399,213,5.3,4150794391,56,Right,,,,blzz9pnbehjnxt77cuoxjye0a,A. Armour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197467,11,8,1,1,45,bd0378yx50xpdcgwkt9p9bmz8,1,24.6,76.9,2023-03-31T23:07:25.636Z,2023-04-05T06:40:28Z,4150794463,15,,4164625075,385,,4150794451,56,Back,,,,,,,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197473,22,1,1,1,46,6ubc4y1v6hr63mca7ica4hp90,1,56.2,2.5,2023-03-31T23:07:26.779Z,2023-03-31T23:07:30Z,4150794487,212,19.5,4150794481,56,Back,4150794483,140,38.5,4150794489,213,2.8,4150794485,141,11.4,,,,,,,,,,dercetgxemr74f5yasq86s5t6,P. Mayaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197479,23,1,1,1,50,6ubc4y1v6hr63mca7ica4hp90,0,40.2,2.6,2023-03-31T23:07:30.603Z,2023-03-31T23:07:35Z,4150794561,56,Right,4150794559,157,,4150794569,213,0.1,4150794571,1,,4150794563,140,100.0,4150794565,141,12.0,4150794567,212,64.7,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197485,12,5,1,1,54,bd0378yx50xpdcgwkt9p9bmz8,1,-1.3,81.5,2023-03-31T23:07:35.114Z,2023-03-31T23:31:49Z,4150794593,56,Back,4150794609,233,24,4150794595,346,,,,,,,,,,,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197481,24,5,1,1,54,6ubc4y1v6hr63mca7ica4hp90,0,101.3,18.5,2023-03-31T23:07:35.114Z,2023-04-01T00:00:40Z,4150794617,233,12,4150794575,346,,4150794573,56,Right,,,,,,,,,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197533,13,1,1,2,12,bd0378yx50xpdcgwkt9p9bmz8,0,3.1,54.6,2023-03-31T23:07:52.821Z,2023-04-05T06:41:28Z,4150794887,141,74.2,4150794891,213,0.2,4150794883,56,Center,4150794885,140,59.0,4150794893,1,,4150794895,74,,4164626087,155,,4150794881,124,,3fjb8lymm7grc7nqyfpzw1a8k,P. Walters,4150794889,212,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197535,25,1,1,2,16,6ubc4y1v6hr63mca7ica4hp90,0,48.9,23,2023-03-31T23:07:57.405Z,2023-03-31T23:07:58Z,4150794899,56,Right,4150794901,140,60.1,4150794903,141,7.4,4150794905,212,15.8,4150794907,213,5.5,4150794897,3,,,,,,,,exk9svcdgcbn05ms00fhorvv8,J. Neeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197541,14,1,1,2,20,bd0378yx50xpdcgwkt9p9bmz8,1,37.3,81,2023-03-31T23:08:00.869Z,2023-03-31T23:08:03Z,4150794961,213,2.6,4150794959,212,9.2,4150794957,141,87.9,4150794953,56,Back,4150794955,140,29.8,,,,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197557,15,1,1,2,22,bd0378yx50xpdcgwkt9p9bmz8,1,29.8,86.5,2023-03-31T23:08:03.125Z,2023-03-31T23:08:05Z,4150795015,56,Back,4150795019,141,75.1,4150795021,212,12.1,4150795023,213,3.8,4150795017,140,21.0,,,,,,,,,,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197561,16,1,1,2,24,bd0378yx50xpdcgwkt9p9bmz8,1,20.7,72.8,2023-03-31T23:08:05.173Z,2023-03-31T23:08:08Z,4150795057,56,Back,4150795065,213,4.7,4150795061,141,34.9,4150795063,212,25.8,4150795059,140,21.6,,,,,,,,,,2d9cw6dcm2wsgrr8mj5rt6zje,K. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197575,17,1,1,2,29,bd0378yx50xpdcgwkt9p9bmz8,1,23.4,36,2023-03-31T23:08:09.910Z,2023-03-31T23:08:15Z,4150795157,141,60.2,4150795155,140,27.8,4150795153,56,Back,4150795161,213,1.3,4150795159,212,17.1,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197591,18,1,1,2,34,bd0378yx50xpdcgwkt9p9bmz8,1,28.8,57.6,2023-03-31T23:08:15.094Z,2023-03-31T23:08:17Z,4150795241,56,Back,4150795249,213,4.5,4150795247,212,23.0,4150795243,140,23.2,4150795245,141,24.9,,,,,,,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197603,19,1,1,2,37,bd0378yx50xpdcgwkt9p9bmz8,1,26,21.6,2023-03-31T23:08:17.525Z,2023-03-31T23:08:23Z,4150795313,141,22.9,4150795315,212,30.6,4150795309,56,Center,4150795317,213,0.0,4150795311,140,55.1,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197605,20,61,1,2,38,bd0378yx50xpdcgwkt9p9bmz8,1,54.8,23.5,2023-03-31T23:08:19.108Z,2023-04-05T06:42:42Z,4150795321,56,Center,,,,,,,,,,,,,,,,,,,,,,9asj8t10cvfumot9hr3dprsic,B. Stitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197623,21,1,1,2,40,bd0378yx50xpdcgwkt9p9bmz8,1,37,39.6,2023-03-31T23:08:20.998Z,2023-04-05T06:42:49Z,4150795401,213,1.8,4150795393,56,Back,4150795399,212,14.5,4150795395,140,34.0,4150795397,141,60.4,,,,,,,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528809963,833,1,1,2,42,bd0378yx50xpdcgwkt9p9bmz8,1,35.3,58.2,2023-03-31T23:08:22.942Z,2023-04-05T06:43:33Z,4164628519,212,13.4,4164628517,141,77.8,4164628513,56,Back,4164628521,213,1.5,4164628515,140,36.7,,,,,,,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197633,22,1,1,2,49,bd0378yx50xpdcgwkt9p9bmz8,1,30.3,87.9,2023-03-31T23:08:30.214Z,2023-03-31T23:08:33Z,4150795457,212,14.2,4150795459,213,5.2,4150795455,141,69.8,4150795453,140,37.1,4150795451,56,Back,,,,,,,,,,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197641,23,1,1,2,52,bd0378yx50xpdcgwkt9p9bmz8,1,35.2,68.4,2023-03-31T23:08:33.286Z,2023-04-05T06:42:52Z,4150795507,213,4.2,4150795505,212,20.7,4150795503,141,41.5,4150795501,140,25.9,4150795499,56,Back,,,,,,,,,,4uo9isxivewjrtdg9v7lku9zo,S. Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197681,24,1,1,2,54,bd0378yx50xpdcgwkt9p9bmz8,1,25.9,42.5,2023-03-31T23:08:35.415Z,2023-03-31T23:08:42Z,4150795759,56,Left,4150795761,140,95.4,4150795769,1,,4150795767,213,0.4,4150795757,155,,4150795763,141,83.1,4150795765,212,78.0,,,,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197683,25,3,1,3,1,bd0378yx50xpdcgwkt9p9bmz8,0,96.4,85.7,2023-03-31T23:08:42.300Z,2023-04-05T06:43:33Z,4150795785,233,26,4150795775,286,,4164628537,464,,4150795773,56,Left,,,,,,,,,,,,,e3xsrspideqsbd098pkvr0bqi,J. Govea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197685,26,7,1,3,1,6ubc4y1v6hr63mca7ica4hp90,1,3.6,14.3,2023-03-31T23:08:42.301Z,2023-04-05T06:43:35Z,4150795781,233,25,4150795777,56,Back,4150795779,285,,4164628579,383,,,,,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197687,27,49,1,3,2,6ubc4y1v6hr63mca7ica4hp90,1,2.9,23.3,2023-03-31T23:08:43.341Z,2023-03-31T23:08:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197699,28,1,1,3,7,6ubc4y1v6hr63mca7ica4hp90,0,16.7,2.1,2023-03-31T23:08:48.182Z,2023-04-01T01:13:43Z,4150795847,157,,4150795859,1,,4150795851,140,18.2,4150961891,233,26,4150961889,236,,4150795857,213,6.2,4150961895,286,,4150795855,212,1.6,ds4avrkvrp4jxq9lp02ssci22,N. Scardina,4150795849,56,Back,4150795853,141,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526197719,26,74,1,3,7,bd0378yx50xpdcgwkt9p9bmz8,1,74.6,96.2,2023-03-31T23:08:48.183Z,2023-04-01T01:28:05Z,4150795961,285,,4150795959,56,Left,4150961897,233,28,,,,,,,,,,,,,,,,aw9qtyjb4wdifiixi139m96cq,G. Valenzuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
