id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2530052903,491,1,2,52,33,dqx48fglv1l96cyrmjdod0xec,0,98.4,14.9,2023-04-08T01:15:36.061Z,2023-04-12T14:05:07Z,4184665055,20,,4171312579,212,19.0,4171312573,56,Center,4184665053,224,,4171312569,2,,4171312581,213,1.6,4171312577,141,42.7,4171312575,140,97.1,4s56s6f9nw96wergw7ix5zp0q,O. O'Malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530052927,502,12,2,52,36,7pmw399vh2v44cjle4fkklp1w,1,2.5,60.2,2023-04-08T01:15:38.685Z,2023-04-08T01:15:40Z,4171312705,141,100.0,4171312707,212,28.3,4171312701,56,Back,4171312741,167,,4171312709,213,1.6,4171312703,140,0.7,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530052941,492,5,2,52,37,dqx48fglv1l96cyrmjdod0xec,1,98.6,-1.4,2023-04-08T01:15:39.390Z,2023-04-08T01:15:41Z,4171312747,56,Right,4171312783,233,503,4171312749,347,,,,,,,,,,,,,,,,,4s56s6f9nw96wergw7ix5zp0q,O. O'Malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530052931,503,5,2,52,37,7pmw399vh2v44cjle4fkklp1w,0,1.4,101.4,2023-04-08T01:15:39.390Z,2023-04-08T01:43:51Z,4171312803,233,492,4171312715,56,Back,4171312717,347,,,,,,,,,,,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053003,493,1,2,52,50,dqx48fglv1l96cyrmjdod0xec,1,95.3,0,2023-04-08T01:15:53.165Z,2023-04-08T01:15:55Z,4171313163,212,10.5,4171313157,56,Right,4171313155,107,,4171313165,213,2.2,4171313159,140,89.8,4171313161,141,11.8,,,,,,,4s56s6f9nw96wergw7ix5zp0q,O. O'Malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053009,494,1,2,52,52,dqx48fglv1l96cyrmjdod0xec,0,91.9,21.3,2023-04-08T01:15:54.941Z,2023-04-12T14:05:37Z,4171313175,56,Center,4171315817,141,28.5,4171315815,140,92.6,4171315819,212,5.0,4171315821,213,1.4,,,,,,,,,,6xup3kf24zfblj7gnqvrm33f8,A. Palazzolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053455,507,43,2,52,52,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T01:15:55.121Z,2023-04-12T14:05:36Z,4184665559,144,61,4171315985,56,Center,,,,,,,,,,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053015,504,49,2,52,53,7pmw399vh2v44cjle4fkklp1w,1,9.4,75.3,2023-04-08T01:15:55.342Z,2023-04-08T01:15:55Z,,,,,,,,,,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053025,505,1,2,52,53,7pmw399vh2v44cjle4fkklp1w,1,9.4,75.3,2023-04-08T01:15:55.349Z,2023-04-08T01:15:56Z,4171313239,56,Back,4171313247,213,0.5,4171313245,212,12.7,4171313241,140,20.0,4171313243,141,84.4,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053037,506,1,2,52,54,7pmw399vh2v44cjle4fkklp1w,1,20,84.4,2023-04-08T01:15:56.751Z,2023-04-08T02:08:37Z,4171313323,141,69.3,4171313317,155,,4171313327,213,5.5,4171313325,212,14.8,4171313319,56,Back,4171313321,140,30.2,,,,,,,6oia90bi52zwmgdlvcvfnj1pm,J. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053043,507,3,2,52,56,7pmw399vh2v44cjle4fkklp1w,0,33.2,64.8,2023-04-08T01:15:58.734Z,2023-04-12T14:05:57Z,4171313347,56,Back,4171313483,233,495,4171313349,285,,4184665993,464,,,,,,,,,,,,,,4uuq2zuhmlbg7kh85v5l8723u,D. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053067,495,7,2,52,56,dqx48fglv1l96cyrmjdod0xec,0,66.8,35.2,2023-04-08T01:15:58.735Z,2023-04-12T14:06:05Z,4171313463,56,Center,4184666177,385,,4171313475,233,507,4171313479,286,,,,,,,,,,,,,,6ge4wgnjmai5596imt97hev6y,M. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532576835,956,1,2,52,58,dqx48fglv1l96cyrmjdod0xec,0,74.3,34.9,2023-04-08T01:16:00.960Z,2023-04-12T14:06:16Z,4184666445,140,64.3,4184666447,141,40.6,4184666451,213,2.8,4184666443,56,Center,4184666449,212,11.2,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053099,508,1,2,52,59,7pmw399vh2v44cjle4fkklp1w,1,36.8,54.6,2023-04-08T01:16:01.598Z,2023-04-08T01:16:07Z,4171313671,213,4.9,4171313669,212,32.6,4171313663,56,Back,4171313665,140,43.9,4171313667,141,7.9,4171313673,1,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053145,509,1,2,53,5,7pmw399vh2v44cjle4fkklp1w,1,54.5,6.5,2023-04-08T01:16:07.407Z,2023-04-12T14:06:51Z,4171313879,213,1.1,4171313873,140,73.9,4171314227,210,13,4171313871,56,Center,4171313869,155,,4171313881,1,,4171313877,212,44.2,4171313875,141,64.2,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2530053147,510,13,2,53,10,7pmw399vh2v44cjle4fkklp1w,1,79.3,51.3,2023-04-08T01:16:12.654Z,2023-04-12T14:06:51Z,4171314245,103,62.5,4171314249,230,96.0,4171313969,20,,4171313887,22,,4171314237,29,,4171314251,231,49.8,4171313889,18,,4171314239,55,509,cqmvrx028gh19yh8qh7w01y0a,R. Avila,4171313891,56,Center,4171314247,215,4171314243,102,4171314235,74,,,,,,,,,,,,,49.7,,,,,,,,,,,,,
2530053139,496,5,2,53,12,dqx48fglv1l96cyrmjdod0xec,1,-0.6,51.7,2023-04-08T01:16:14.542Z,2023-04-12T14:06:58Z,4171313839,56,Back,4171313841,346,,4171313911,233,511,,,,,,,,,,,,,,,,6xup3kf24zfblj7gnqvrm33f8,A. Palazzolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053149,511,5,2,53,12,7pmw399vh2v44cjle4fkklp1w,0,100.6,48.3,2023-04-08T01:16:14.542Z,2023-04-12T14:07:00Z,4171313929,233,496,4171313909,346,,4171313907,56,Center,,,,,,,,,,,,,,,,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053215,498,1,2,53,26,dqx48fglv1l96cyrmjdod0xec,1,4.7,48.8,2023-04-08T01:16:29.118Z,2023-04-08T01:16:30Z,4171314427,213,1.4,4171314419,141,70.2,4171314413,56,Back,4171314431,237,,4171314409,124,,4171314423,212,14.8,4171314417,140,7.0,,,,brbc088u7sq9wh9d9gkonn5gq,C. Olivares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053221,499,1,2,53,28,dqx48fglv1l96cyrmjdod0xec,1,6.8,71,2023-04-08T01:16:30.494Z,2023-04-08T01:16:31Z,4171314451,212,18.0,4171314445,56,Back,4171314447,140,4.2,4171314453,213,4.6,4171314449,141,44.9,,,,,,,,,,2hdg94moevfpp12pbwjg1ypec,F. Volmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053227,500,1,2,53,28,dqx48fglv1l96cyrmjdod0xec,1,4.2,44.9,2023-04-08T01:16:31.230Z,2023-04-08T01:16:33Z,4171314483,212,17.1,4171314479,140,4.5,4171314485,213,1.6,4171314477,56,Back,4171314481,141,70.1,,,,,,,,,,brbc088u7sq9wh9d9gkonn5gq,C. Olivares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053247,501,1,2,53,31,dqx48fglv1l96cyrmjdod0xec,1,4.7,75.3,2023-04-08T01:16:33.742Z,2023-04-08T01:16:36Z,4171314579,141,89.4,4171314583,213,1.3,4171314581,212,10.0,4171314575,56,Back,4171314577,140,7.5,,,,,,,,,,2hdg94moevfpp12pbwjg1ypec,F. Volmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053257,502,1,2,53,33,dqx48fglv1l96cyrmjdod0xec,1,9.1,94.5,2023-04-08T01:16:36.240Z,2023-04-08T01:16:39Z,4171314675,212,38.1,4171314677,213,6.1,4171314669,56,Back,4171314671,140,44.9,4171314679,1,,4171314673,141,85.2,4171314667,155,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053261,503,1,2,53,36,dqx48fglv1l96cyrmjdod0xec,0,44.6,85.1,2023-04-08T01:16:39.247Z,2023-04-08T01:16:40Z,4171314697,141,72.8,4171314695,140,39.1,4171314701,213,4.1,4171314699,212,10.2,4171314693,56,Back,,,,,,,,,,9k050zmkegfu3gdw2b4g4uwwk,C. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053265,512,49,2,53,37,7pmw399vh2v44cjle4fkklp1w,1,69,41.6,2023-04-08T01:16:40.047Z,2023-04-08T01:16:40Z,,,,,,,,,,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053297,504,45,2,53,40,dqx48fglv1l96cyrmjdod0xec,0,42.2,55.5,2023-04-08T01:16:42.367Z,2023-04-08T01:17:06Z,4171314911,285,,4171314909,56,Back,4171315203,233,513,,,,,,,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053271,513,3,2,53,40,7pmw399vh2v44cjle4fkklp1w,1,57.8,44.5,2023-04-08T01:16:42.367Z,2023-04-12T14:07:59Z,4184667865,464,,4171314781,286,,4171315177,233,504,4171314779,56,Center,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053283,514,43,2,53,43,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-08T01:16:46.096Z,2023-04-08T01:18:15Z,4171314835,56,Center,4171314837,152,0,4171314841,286,0,4171314839,265,0,4171314833,13,0,4171316369,144,4,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530054213,561,50,2,53,54,7pmw399vh2v44cjle4fkklp1w,1,57,50.4,2023-04-08T01:16:56.519Z,2023-04-08T01:21:35Z,4171320339,286,,4171320497,233,505,4171320337,56,Center,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053321,505,7,2,53,54,dqx48fglv1l96cyrmjdod0xec,0,43,49.6,2023-04-08T01:16:56.520Z,2023-04-12T14:08:13Z,4184668295,385,,4171315045,56,Back,4171315053,285,,4171320475,233,561,,,,,,,,,,,,,6xup3kf24zfblj7gnqvrm33f8,A. Palazzolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053339,506,27,2,53,56,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T01:16:59.192Z,2023-04-08T02:04:15Z,4171315121,41,Injury,4171315129,233,515,4171315123,53,6xup3kf24zfblj7gnqvrm33f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053335,515,27,2,53,56,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-08T01:16:59.192Z,2023-04-08T01:17:04Z,4171315141,233,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053403,516,43,2,54,23,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-08T01:17:26.035Z,2023-04-08T01:17:36Z,4171315739,144,28,4171315583,55,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053529,508,28,2,55,12,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T01:18:14.913Z,2023-04-08T01:18:18Z,4171316439,233,518,4171316363,55,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053539,518,28,2,55,12,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-08T01:18:14.913Z,2023-04-08T01:18:18Z,4171316445,233,508,4171316421,55,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053941,523,68,2,55,25,dqx48fglv1l96cyrmjdod0xec,0,0,0,2023-04-08T01:18:27.852Z,2023-04-12T14:09:51Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053603,519,68,2,55,25,7pmw399vh2v44cjle4fkklp1w,1,0,0,2023-04-08T01:18:28.290Z,2023-04-12T14:09:49Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053615,520,1,2,55,26,7pmw399vh2v44cjle4fkklp1w,1,43.6,53,2023-04-08T01:18:28.922Z,2023-04-12T14:09:55Z,4171316829,141,62.5,4171316831,212,11.3,4171316827,140,34.8,4171316825,56,Back,4171316833,213,2.5,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532577557,889,1,2,55,29,7pmw399vh2v44cjle4fkklp1w,1,31.7,61.7,2023-04-08T01:18:31.821Z,2023-04-12T14:10:27Z,4184670579,213,5.0,4184670573,140,36.5,4184670571,56,Back,4184670577,212,18.2,4184670575,141,36.0,,,,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053633,521,1,2,55,33,7pmw399vh2v44cjle4fkklp1w,1,42.9,32.1,2023-04-08T01:18:35.794Z,2023-04-08T01:18:39Z,4171316899,56,Back,4171316903,141,51.0,4171316901,140,44.7,4171316907,213,1.4,4171316905,212,13.0,,,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053637,522,1,2,55,37,7pmw399vh2v44cjle4fkklp1w,1,47.5,51.6,2023-04-08T01:18:39.458Z,2023-04-08T01:18:41Z,4171316935,141,68.1,4171316937,212,16.5,4171316931,56,Center,4171316939,213,0.7,4171316933,140,59.0,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053653,523,1,2,55,39,7pmw399vh2v44cjle4fkklp1w,1,59,68.1,2023-04-08T01:18:41.633Z,2023-04-08T01:18:45Z,4171317021,140,46.2,4171317019,56,Back,4171317027,213,2.6,4171317025,212,15.7,4171317023,141,79.9,,,,,,,,,,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053661,524,1,2,55,43,7pmw399vh2v44cjle4fkklp1w,1,46.4,74.7,2023-04-08T01:18:45.667Z,2023-04-08T01:18:50Z,4171317105,212,59.0,4171317107,213,5.4,4171317101,140,82.9,4171317095,155,,4171317097,196,,4171317099,56,Right,4171317103,141,8.8,4171317109,1,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053667,525,1,2,55,48,7pmw399vh2v44cjle4fkklp1w,1,84.3,10,2023-04-08T01:18:50.818Z,2023-04-08T01:18:52Z,4171317141,141,23.7,4171317145,213,0.7,4171317139,140,95.9,4171317137,56,Center,4171317143,212,15.3,,,,,,,,,,eehmjxbl4xwc3mz1geibnszkk,P. Ndoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053671,526,1,2,55,50,7pmw399vh2v44cjle4fkklp1w,0,95.9,23.7,2023-04-08T01:18:52.674Z,2023-04-08T01:18:53Z,4171317153,56,Center,4171317159,212,11.5,4171317161,213,2.2,4171317157,141,37.6,4171317155,140,89.6,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053675,509,8,2,55,51,dqx48fglv1l96cyrmjdod0xec,1,9.5,63.3,2023-04-08T01:18:53.531Z,2023-04-12T14:10:28Z,4184670599,385,,4171317167,56,Back,,,,,,,,,,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053687,527,1,2,55,52,7pmw399vh2v44cjle4fkklp1w,1,96.2,29.4,2023-04-08T01:18:54.994Z,2023-04-08T01:18:57Z,4171317261,213,2.9,4171317253,56,Center,4171317259,212,9.5,4171317255,140,87.3,4171317257,141,32.2,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053691,528,1,2,55,55,7pmw399vh2v44cjle4fkklp1w,0,98,33.2,2023-04-08T01:18:57.842Z,2023-04-12T14:10:44Z,4171317277,56,Center,4171317285,212,6.3,4171317287,213,1.8,4171317279,140,96.7,4171317283,141,42.3,,,,,,,,,,eehmjxbl4xwc3mz1geibnszkk,P. Ndoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053715,511,61,2,55,57,dqx48fglv1l96cyrmjdod0xec,1,3.3,56.3,2023-04-08T01:19:00.211Z,2023-04-12T14:11:02Z,4171317435,56,Back,,,,,,,,,,,,,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053759,513,4,2,55,58,dqx48fglv1l96cyrmjdod0xec,1,8.8,60.4,2023-04-08T01:19:00.729Z,2023-04-12T14:11:11Z,4171317667,233,529,4171317659,241,,4171317661,285,,4171317657,56,Back,4171317655,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053745,529,4,2,55,58,7pmw399vh2v44cjle4fkklp1w,0,91.2,39.6,2023-04-08T01:19:00.730Z,2023-04-12T14:11:13Z,4171317601,152,,4171317673,233,513,4171317599,56,Center,4171317603,286,,4171317597,10,,,,,,,,,,,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053707,510,43,2,56,2,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T01:19:04.627Z,2023-04-12T14:10:55Z,4184671009,144,8,4171317395,56,Back,,,,,,,,,,,,,,,,,,,272xwghmibw1wnptcoz6xpex,A. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530065189,940,43,2,56,6,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T01:19:08.291Z,2023-04-08T02:04:00Z,4171374913,213,6.3,4171374949,152,0,4171374909,141,74.6,4171374903,155,0,4171375021,144,1,4171374905,56,Center,4171374907,140,59.3,4171374911,212,54.3,brbc088u7sq9wh9d9gkonn5gq,C. Olivares,4171374915,1,0,4171374947,5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2530053737,512,43,2,56,6,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T01:19:08.820Z,2023-04-08T02:05:17Z,4171375389,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053765,514,1,2,56,11,dqx48fglv1l96cyrmjdod0xec,1,9.8,59.9,2023-04-08T01:19:14.066Z,2023-04-08T02:03:59Z,4171374999,152,,4171317719,213,5.0,4171317713,140,14.9,4171317711,56,Back,4171317717,212,22.5,4171317715,141,27.7,4171374997,5,,,,,brbc088u7sq9wh9d9gkonn5gq,C. Olivares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053781,515,1,2,56,12,dqx48fglv1l96cyrmjdod0xec,1,14.4,27.8,2023-04-08T01:19:15.122Z,2023-04-08T01:19:17Z,4171317789,141,19.7,4171317791,212,26.8,4171317785,56,Back,4171317793,213,6.1,4171317787,140,39.4,,,,,,,,,,910fd7rfysvvfzp2s1ywna5pm,M. Wentzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053783,516,61,2,56,14,dqx48fglv1l96cyrmjdod0xec,0,39.5,20.5,2023-04-08T01:19:17.091Z,2023-04-08T01:19:17Z,4171317797,56,Back,,,,,,,,,,,,,,,,,,,,,,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053789,530,49,2,56,15,7pmw399vh2v44cjle4fkklp1w,1,57.8,69.1,2023-04-08T01:19:17.787Z,2023-04-12T15:05:31Z,,,,,,,,,,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053791,531,1,2,56,15,7pmw399vh2v44cjle4fkklp1w,1,57.8,69.1,2023-04-08T01:19:17.806Z,2023-04-12T15:05:32Z,4171317847,141,54.6,4171317845,140,58.9,4171317851,213,4.8,4171317843,56,Center,4171317849,212,9.9,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053805,532,1,2,56,16,7pmw399vh2v44cjle4fkklp1w,1,58.9,54.6,2023-04-08T01:19:18.475Z,2023-04-12T15:05:33Z,4171317915,141,52.4,4171317917,212,5.7,4171317911,56,Center,4171317919,213,3.4,4171317913,140,53.7,,,,,,,,,,7gmf2omch4d84vwb55m2apt9m,J. Castilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532577839,890,61,2,56,17,7pmw399vh2v44cjle4fkklp1w,1,55.2,52.4,2023-04-08T01:19:19.821Z,2023-04-12T15:05:34Z,4184672217,56,Center,,,,,,,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532577833,957,61,2,56,18,dqx48fglv1l96cyrmjdod0xec,1,44.8,47.6,2023-04-08T01:19:20.821Z,2023-04-12T14:12:07Z,4184672155,56,Back,,,,,,,,,,,,,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053807,517,43,2,56,19,dqx48fglv1l96cyrmjdod0xec,1,0,0,2023-04-08T01:19:21.331Z,2023-04-08T01:19:32Z,4171318125,144,61,4171317923,56,Back,,,,,,,,,,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053809,533,61,2,56,19,7pmw399vh2v44cjle4fkklp1w,1,55,53.7,2023-04-08T01:19:22.160Z,2023-04-12T14:12:18Z,4171317927,56,Center,,,,,,,,,,,,,,,,,,,,,,4e4c7mr0ljxxmt53k0wsqg4r8,C. Auguste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053815,518,49,2,56,20,dqx48fglv1l96cyrmjdod0xec,1,45.2,53.2,2023-04-08T01:19:23.100Z,2023-04-12T14:12:28Z,,,,,,,,,,,,,,,,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053819,519,1,2,56,20,dqx48fglv1l96cyrmjdod0xec,1,43.2,56.3,2023-04-08T01:19:23.212Z,2023-04-12T14:12:30Z,4171317951,56,Back,4171317957,212,8.8,4171317955,141,67.5,4171317959,213,1.0,4171317953,140,47.4,,,,,,,,,,2u05snfruohp5sqhdpy5vvlnu,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053821,520,3,2,56,21,dqx48fglv1l96cyrmjdod0xec,0,58.4,64.7,2023-04-08T01:19:24.179Z,2023-04-12T14:12:37Z,4171317963,56,Center,4184672553,465,,4171317965,286,,4171317989,233,534,,,,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053825,534,7,2,56,21,7pmw399vh2v44cjle4fkklp1w,0,41.6,35.3,2023-04-08T01:19:24.180Z,2023-04-12T14:12:40Z,4171317973,233,520,4171317971,285,,4184672587,385,,4171317969,56,Back,,,,,,,,,,,,,3acyax22zfwdjw0cpgg4x7dre,J. Juarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053823,521,61,2,56,22,dqx48fglv1l96cyrmjdod0xec,1,57,65.1,2023-04-08T01:19:24.709Z,2023-04-08T01:19:24Z,4171317967,56,Center,,,,,,,,,,,,,,,,,,,,,,en6q7ddrr22sz6knipkbqhyw9,Wan Kuzain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530053829,535,49,2,56,24,7pmw399vh2v44cjle4fkklp1w,1,34.3,53.4,2023-04-08T01:19:26.323Z,2023-04-08T01:19:26Z,,,,,,,,,,,,,,,,,,,,,,,,,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
