id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/10/value,keyPass,qualifier/14/value,qualifier/12/value
2541986627,8,5,1,0,10,479lsfr4cwlzewpbuda3y2xv4,1,91.8,-1.1,2023-04-30T22:05:24.938Z,2023-04-30T22:05:28Z,4241688879,233,5,4241688863,56,Right,4241688865,347,,,,,,,,,,,,,,,,,25rizu4n91uyax4z6l5jv6dqs,F. Loyola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986679,9,1,1,0,20,479lsfr4cwlzewpbuda3y2xv4,1,90.7,0,2023-04-30T22:05:34.890Z,2023-04-30T22:05:37Z,4241689163,212,20.5,4241689159,140,77.0,4241689165,213,2.3,4241689155,107,,4241689161,141,21.3,4241689157,56,Center,,,,,,,6g7i7z6m8vts105dny1g6z3hm,A. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986695,10,1,1,0,23,479lsfr4cwlzewpbuda3y2xv4,1,76.5,24.1,2023-04-30T22:05:37.642Z,2023-04-30T22:05:40Z,4241689255,56,Center,4241689259,141,35.4,4241689263,213,2.6,4241689257,140,63.8,4241689261,212,15.4,,,,,,,,,,d0neh5vcdezvb0ful49zguiok,Alejandro Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986911,6,43,1,0,24,29nx7yxy1rdqv2oobqn5pjf8p,1,0,0,2023-04-30T22:05:38.403Z,2023-04-30T22:55:00Z,4241690279,56,Back,4241690281,285,0,4241862889,144,45,,,,,,,,,,,,,,,,7oxivwr2b7bq70t35dgsjloiy,H. Mbongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986721,11,1,1,0,25,479lsfr4cwlzewpbuda3y2xv4,1,63.7,36.3,2023-04-30T22:05:40.242Z,2023-04-30T22:55:06Z,4241689393,141,10.4,4241689389,56,Right,4241689395,212,17.6,4241689391,140,64.1,4241689397,213,4.7,,,,,,,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986725,12,1,1,0,29,479lsfr4cwlzewpbuda3y2xv4,1,63.9,9.4,2023-04-30T22:05:43.795Z,2023-04-30T22:05:44Z,4241689415,213,6.1,4241689411,141,7.3,4241689413,212,9.5,4241689407,56,Right,4241689409,140,72.8,,,,,,,,,,eqws52w506rp4a2x9mqwm76ga,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986739,13,1,1,0,30,479lsfr4cwlzewpbuda3y2xv4,1,72.2,8,2023-04-30T22:05:44.658Z,2023-04-30T22:05:46Z,4241689483,212,13.5,4241689477,56,Center,4241689479,140,65.2,4241689487,213,2.1,4241689481,141,24.7,,,,,,,,,,6g7i7z6m8vts105dny1g6z3hm,A. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986773,14,1,1,0,32,479lsfr4cwlzewpbuda3y2xv4,1,65.2,24.7,2023-04-30T22:05:46.427Z,2023-04-30T22:55:14Z,4241689655,56,Right,4241689659,141,8.9,4241689663,213,4.5,4241689657,140,62.6,4241689661,212,11.1,,,,,,,,,,d0neh5vcdezvb0ful49zguiok,Alejandro Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986795,15,1,1,0,35,479lsfr4cwlzewpbuda3y2xv4,1,59,6.1,2023-04-30T22:05:49.434Z,2023-04-30T22:05:53Z,4241689791,141,21.3,4241689787,56,Back,4241689793,212,26.5,4241689789,140,35.8,4241689795,213,2.7,,,,,,,,,,eqws52w506rp4a2x9mqwm76ga,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986881,16,1,1,0,39,479lsfr4cwlzewpbuda3y2xv4,1,34.1,22.5,2023-04-30T22:05:53.386Z,2023-04-30T22:06:01Z,4241690137,56,Back,4241690141,141,41.3,4241690139,140,14.0,4241690145,213,2.6,4241690143,212,24.7,,,,,,,,,,cqlc423f6bid2uy3togwkvlgq,A. Salim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986905,17,1,1,0,47,479lsfr4cwlzewpbuda3y2xv4,1,11.2,44.8,2023-04-30T22:06:01.506Z,2023-04-30T22:06:04Z,4241690259,56,Back,4241690263,141,16.2,4241690265,212,19.5,4241690261,140,12.7,4241690267,213,4.8,,,,,,,,,,c2j0af3amobjhnadwf8cucbca,Javier Otero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986921,18,1,1,0,49,479lsfr4cwlzewpbuda3y2xv4,1,12.4,16.1,2023-04-30T22:06:04.210Z,2023-04-30T22:55:33Z,4241690347,141,4.0,4241690351,213,5.6,4241690345,140,22.5,4241690343,56,Back,4241690349,212,13.4,,,,,,,,,,cqlc423f6bid2uy3togwkvlgq,A. Salim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986953,19,1,1,0,51,479lsfr4cwlzewpbuda3y2xv4,1,23.8,4.1,2023-04-30T22:06:05.674Z,2023-04-30T22:06:08Z,4241690485,212,16.4,4241690481,140,30.9,4241690487,213,1.1,4241690483,141,25.5,4241690479,56,Back,,,,,,,,,,eqws52w506rp4a2x9mqwm76ga,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986971,20,1,1,0,54,479lsfr4cwlzewpbuda3y2xv4,0,37.3,24.7,2023-04-30T22:06:08.635Z,2023-04-30T22:06:10Z,4241690561,213,0.9,4241690557,141,46.0,4241690553,56,Back,4241690559,212,19.2,4241690555,140,49.3,,,,,,,,,,d0neh5vcdezvb0ful49zguiok,Alejandro Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541986993,7,8,1,0,57,29nx7yxy1rdqv2oobqn5pjf8p,1,52.9,55.7,2023-04-30T22:06:12.195Z,2023-05-06T10:21:05Z,4241690663,56,Center,4253617045,383,,,,,,,,,,,,,,,,,,,,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987003,8,49,1,0,58,29nx7yxy1rdqv2oobqn5pjf8p,1,54.7,54.5,2023-04-30T22:06:12.595Z,2023-04-30T22:54:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987015,9,1,1,0,58,29nx7yxy1rdqv2oobqn5pjf8p,0,54.7,54.5,2023-04-30T22:06:12.724Z,2023-04-30T22:54:41Z,4241690745,140,56.0,4241690749,212,1.4,4241690747,141,54.0,4241690751,213,6.0,4241690779,236,,4241690785,286,,4241690743,56,Center,4241690781,233,21,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987007,21,74,1,0,58,479lsfr4cwlzewpbuda3y2xv4,1,46.3,51.2,2023-04-30T22:06:12.725Z,2023-04-30T22:06:14Z,4241690707,56,Back,4241690789,233,9,4241690709,285,,,,,,,,,,,,,,,,,27ajd5d69mrgie5c9x5izn4oa,C. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987089,10,1,1,1,1,29nx7yxy1rdqv2oobqn5pjf8p,1,66.2,51.2,2023-04-30T22:06:15.394Z,2023-04-30T22:06:21Z,4241691113,140,90.7,4241691121,1,,4241691119,213,5.4,4241691115,141,8.9,4241691111,56,Right,4241691117,212,38.6,,,,,,,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987099,11,1,1,1,7,29nx7yxy1rdqv2oobqn5pjf8p,1,80,6.7,2023-04-30T22:06:21.890Z,2023-04-30T22:06:23Z,4241691161,212,5.4,4241691157,140,78.7,4241691159,141,14.4,4241691163,213,1.8,4241691155,56,Right,,,,,,,,,,efbg277ocw25lmmzx0kaxd1bd,J. Faria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987147,12,3,1,1,9,29nx7yxy1rdqv2oobqn5pjf8p,1,78.6,12.8,2023-04-30T22:06:23.602Z,2023-05-06T10:21:43Z,4241691405,56,Right,4253618185,465,,4241691439,233,22,4241691407,286,,,,,,,,,,,,,,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987119,22,45,1,1,9,479lsfr4cwlzewpbuda3y2xv4,0,21.4,87.2,2023-04-30T22:06:23.602Z,2023-04-30T22:56:07Z,4241691269,285,,4241691455,233,12,4241691267,56,Back,,,,,,,,,,,,,,,,5bgt61vb5lnzyoczqnr202lpm,M. Tablante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987151,13,61,1,1,15,29nx7yxy1rdqv2oobqn5pjf8p,0,86.9,5.5,2023-04-30T22:06:29.939Z,2023-04-30T22:06:30Z,4241691425,56,Right,,,,,,,,,,,,,,,,,,,,,,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987165,23,1,1,1,16,479lsfr4cwlzewpbuda3y2xv4,0,12.5,96.9,2023-04-30T22:06:31.195Z,2023-04-30T22:56:29Z,4241691509,141,96.9,4241691615,286,,4241691505,56,Back,4241691511,212,3.1,4241691611,233,14,4241691609,236,,4241691507,140,15.5,4241691513,213,0,5bgt61vb5lnzyoczqnr202lpm,M. Tablante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987175,14,74,1,1,16,29nx7yxy1rdqv2oobqn5pjf8p,1,81.1,9.4,2023-04-30T22:06:31.196Z,2023-05-01T00:03:56Z,4241691577,285,,4241691617,233,23,4241691575,56,Right,,,,,,,,,,,,,,,,5wd28i1o3ercv7nq2qdiu1hqs,A. Pantaleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542018611,387,61,1,1,18,29nx7yxy1rdqv2oobqn5pjf8p,0,87.9,11.1,2023-04-30T22:06:32.290Z,2023-05-06T10:22:32Z,4241863651,56,Right,,,,,,,,,,,,,,,,,,,,,,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987187,24,49,1,1,19,479lsfr4cwlzewpbuda3y2xv4,1,21.2,96.6,2023-04-30T22:06:34.147Z,2023-04-30T22:56:59Z,,,,,,,,,,,,,,,,,,,,,,,,,5bgt61vb5lnzyoczqnr202lpm,M. Tablante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542019259,397,1,1,1,21,479lsfr4cwlzewpbuda3y2xv4,1,14.4,93.8,2023-04-30T22:06:35.290Z,2023-04-30T23:06:03Z,4241867209,213,0.1,4241867205,141,96.0,4241867201,56,Back,4241867207,212,14.9,4241867203,140,28.5,,,,,,,,,,5bgt61vb5lnzyoczqnr202lpm,M. Tablante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987195,15,45,1,1,21,29nx7yxy1rdqv2oobqn5pjf8p,0,75.4,7.6,2023-04-30T22:06:35.476Z,2023-04-30T22:06:38Z,4241691677,56,Right,4241691681,286,,4241691759,233,25,,,,,,,,,,,,,,,,7w2rw1jd8ouhu8bbvswvysu8k,J. Bernardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987205,25,3,1,1,21,479lsfr4cwlzewpbuda3y2xv4,1,24.6,92.4,2023-04-30T22:06:35.476Z,2023-05-06T10:22:48Z,4241691755,233,15,4241691745,56,Back,4241691747,285,,4253619887,465,,,,,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987231,26,1,1,1,23,479lsfr4cwlzewpbuda3y2xv4,0,26.6,96.3,2023-04-30T22:06:37.484Z,2023-04-30T22:57:15Z,4241691871,140,28.8,4241691879,212,2.4,4241691881,213,0.3,4241691867,56,Back,4241691875,141,97.4,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987263,17,61,1,1,24,29nx7yxy1rdqv2oobqn5pjf8p,1,52,5,2023-04-30T22:06:38.376Z,2023-04-30T22:56:47Z,4241692021,56,Right,,,,,,,,,,,,,,,,,,,,,,5wd28i1o3ercv7nq2qdiu1hqs,A. Pantaleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987253,16,43,1,1,24,29nx7yxy1rdqv2oobqn5pjf8p,1,0,0,2023-04-30T22:06:38.706Z,2023-04-30T22:06:46Z,4241691979,347,0,4241691975,56,Right,4241692159,144,5,,,,,,,,,,,,,,,,7w2rw1jd8ouhu8bbvswvysu8k,J. Bernardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987269,18,5,1,1,26,29nx7yxy1rdqv2oobqn5pjf8p,0,58.9,-1.1,2023-04-30T22:06:40.588Z,2023-04-30T23:05:50Z,4241692055,56,Right,4241692925,233,27,4241692059,347,,,,,,,,,,,,,,,,,1vsdddp4xhsbo3peifnrckfai,M. Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987413,27,5,1,1,26,479lsfr4cwlzewpbuda3y2xv4,1,41.1,101.1,2023-04-30T22:06:40.588Z,2023-04-30T22:07:03Z,4241692863,347,,4241692891,233,18,4241692861,56,Back,,,,,,,,,,,,,,,,p99ze5cksh5tv01knf5oj33e,J. Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987439,28,1,1,1,48,479lsfr4cwlzewpbuda3y2xv4,1,46.5,100,2023-04-30T22:07:03.244Z,2023-04-30T22:07:05Z,4241692993,140,52.2,4241692999,213,5.1,4241692989,107,,4241692995,141,79.9,4241692991,56,Left,4241692997,212,15.9,,,,,,,5bgt61vb5lnzyoczqnr202lpm,M. Tablante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987453,29,1,1,1,51,479lsfr4cwlzewpbuda3y2xv4,0,53.1,79.7,2023-04-30T22:07:05.796Z,2023-04-30T22:08:39Z,4241693067,212,11.1,4241693061,56,Center,4241693065,141,77.8,4241693063,140,63.6,4241693069,213,6.2,,,,,,,,,,d0neh5vcdezvb0ful49zguiok,Alejandro Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987477,19,8,1,1,56,29nx7yxy1rdqv2oobqn5pjf8p,1,33.7,31.9,2023-04-30T22:07:10.642Z,2023-05-06T10:23:09Z,4241693165,56,Back,4253620251,385,,,,,,,,,,,,,,,,,,,,e7tp50kohe1u9hts0geeh3578,L. Stefanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987483,30,43,1,1,56,479lsfr4cwlzewpbuda3y2xv4,1,0,0,2023-04-30T22:07:10.956Z,2023-05-06T10:23:43Z,4241693191,56,Left,4253621059,144,61,,,,,,,,,,,,,,,,,,,ebik6jxp20k3m9u3hj1c1j5zo,C. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542022997,399,50,1,1,57,479lsfr4cwlzewpbuda3y2xv4,1,62,66.2,2023-04-30T22:07:12.289Z,2023-04-30T23:05:45Z,4241887179,56,Center,4241887249,233,388,4241887181,286,,,,,,,,,,,,,,,,,ebik6jxp20k3m9u3hj1c1j5zo,C. Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542019091,388,7,1,1,58,29nx7yxy1rdqv2oobqn5pjf8p,1,38,33.8,2023-04-30T22:07:12.290Z,2023-05-06T10:23:45Z,4241887211,233,399,4241866309,56,Back,4241866311,285,,4253621151,384,,,,,,,,,,,,,,c71n0j2gn476m4fzwxldxfms4,A. Ćurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987513,21,43,1,1,58,29nx7yxy1rdqv2oobqn5pjf8p,1,0,0,2023-04-30T22:07:12.578Z,2023-05-06T10:23:37Z,4241693329,56,Back,4253620839,144,61,,,,,,,,,,,,,,,,,,,7q8y6gbmg9j75zgm3nhs3bfh0,L. Olguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987499,20,49,1,1,59,29nx7yxy1rdqv2oobqn5pjf8p,1,36.7,28.9,2023-04-30T22:07:13.497Z,2023-04-30T22:56:50Z,,,,,,,,,,,,,,,,,,,,,,,,,1vsdddp4xhsbo3peifnrckfai,M. Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987527,22,1,1,1,59,29nx7yxy1rdqv2oobqn5pjf8p,1,29,32.7,2023-04-30T22:07:13.922Z,2023-04-30T22:56:51Z,4241693395,140,8.7,4241693399,212,24.4,4241693397,141,50.1,4241693393,56,Back,4241693401,213,2.6,,,,,,,,,,1vsdddp4xhsbo3peifnrckfai,M. Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541987555,23,1,1,2,1,29nx7yxy1rdqv2oobqn5pjf8p,1,8.7,49.7,2023-04-30T22:07:15.634Z,2023-05-06T10:25:20Z,4253623159,4,,4241693589,212,87.1,4241697149,154,,4241693583,56,Center,4241697151,22,,4241693587,141,54.6,4241693591,213,0.0,4241693585,140,91.6,3jggbo072qzgw1bivr2htm5g4,L. Gavran,1,4253623011,155,4241697147,210,16,4241693593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
