id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/11/value,qualifier/13/value,qualifier/16/value
2478963763,9,2,1,0,27,3ix9om1svhd6obl0mbk1otgop,1,59.1,47.2,2022-10-29T16:15:44.443Z,2022-10-30T12:38:50Z,3880959911,7,1gzgkjei16r4lt2fvcedy1jvt,3882533559,178,,3880959913,56,Center,3880959915,140,79.7,3880959917,141,37.4,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478963769,8,55,1,0,27,1uk609mhtsfhokhaewjapb26,1,21.9,72.2,2022-10-29T16:15:44.444Z,2022-10-30T12:38:50Z,,,,,,,,,,,,,,,,,,,,,,,,,ezb815xw3yx3r3ey51zovop91,A. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964053,9,1,1,0,51,1uk609mhtsfhokhaewjapb26,1,15.7,54.6,2022-10-29T16:16:07.820Z,2022-10-30T12:38:50Z,3880961333,212,47.4,3880961327,56,Center,3880961321,5,,3880961329,140,58.9,3880961335,213,6.0,3880961339,1,,3880961331,141,34.5,3882533649,178,,2unnytu55d7lvws7h3r86yhud,M. Ilić,3880961325,241,3880961323,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964061,10,44,1,0,54,1uk609mhtsfhokhaewjapb26,1,54.1,40.6,2022-10-29T16:16:10.887Z,2022-10-30T12:38:49Z,3880961379,56,Center,3880961381,286,,3880961485,233,10,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964063,10,44,1,0,54,3ix9om1svhd6obl0mbk1otgop,0,45.9,59.4,2022-10-29T16:16:10.888Z,2022-10-30T12:38:49Z,3880961385,285,,3880961505,233,10,3880961383,56,Back,,,,,,,,,,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964075,11,1,1,0,54,1uk609mhtsfhokhaewjapb26,0,53.6,41.9,2022-10-29T16:16:10.952Z,2022-10-30T12:38:48Z,3880961425,140,65.3,3880961427,141,15.3,3880961429,212,21.9,3880961423,56,Right,3882534045,388,,3880961453,213,5.3,3880961421,3,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964091,11,49,1,0,56,3ix9om1svhd6obl0mbk1otgop,1,43.4,75.4,2022-10-29T16:16:13.381Z,2022-10-30T12:38:48Z,,,,,,,,,,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964107,12,1,1,0,58,3ix9om1svhd6obl0mbk1otgop,1,41.9,83,2022-10-29T16:16:14.531Z,2022-10-30T12:38:47Z,3882534501,178,,3880961627,213,3.7,3880961625,212,16.2,3880961621,140,28.7,3880961623,141,70.6,3880961619,56,Back,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964125,13,1,1,1,0,3ix9om1svhd6obl0mbk1otgop,1,33.1,77.2,2022-10-29T16:16:16.761Z,2022-10-30T12:38:47Z,3880961749,212,33.3,3880961743,56,Center,3880961741,155,,3880961751,213,5.9,3880961753,1,,3882534691,178,,3880961745,140,62.2,3880961747,141,57.9,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964129,14,1,1,1,2,3ix9om1svhd6obl0mbk1otgop,0,58.6,60.5,2022-10-29T16:16:18.658Z,2022-10-30T12:38:46Z,3882534873,178,,3880961765,56,Center,3880961767,140,61.6,3880961773,213,5.0,3880961771,212,11.9,3882534875,21,,3880961769,141,43.6,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964165,12,1,1,1,3,1uk609mhtsfhokhaewjapb26,1,40.3,49.4,2022-10-29T16:16:19.547Z,2022-10-30T12:38:46Z,3881453049,212,16.5,3881453051,213,0.0,3882535131,389,,3880961975,56,Center,3881453045,140,56.0,3881453047,141,49.9,,,,,,,ezb815xw3yx3r3ey51zovop91,A. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479003065,421,1,1,1,4,1uk609mhtsfhokhaewjapb26,0,54.9,49,2022-10-29T16:16:21.454Z,2022-10-30T12:38:46Z,3881166461,212,2.9,3881455475,286,,3881166463,213,5.5,3881166457,140,56.8,3882535623,178,,3881455473,236,,3881997639,233,714,3881166453,56,Center,8yy638bmdymhzkbrvho3qezft,D. Lamkel Zé,3881166459,141,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479054377,714,74,1,1,5,3ix9om1svhd6obl0mbk1otgop,1,44.3,51.8,2022-10-29T16:16:21.490Z,2022-10-30T12:38:45Z,3881455255,285,,3882535903,178,,3881997647,233,421,3881455253,56,Back,,,,,,,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964189,13,3,1,1,6,1uk609mhtsfhokhaewjapb26,0,55.4,63.3,2022-10-29T16:16:23.454Z,2022-10-30T12:38:45Z,3882537123,389,,3880962075,56,Center,3880962079,286,,3880964133,233,15,3881457773,464,,,,,,,,,,,bd4cjnn4k45ry7ci5tsaawf10,H. Keïta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964183,15,7,1,1,7,3ix9om1svhd6obl0mbk1otgop,1,44.6,36.7,2022-10-29T16:16:23.511Z,2022-10-30T12:38:44Z,3880964119,233,13,3882537245,178,,3880962045,56,Back,3880962047,285,,3881457893,384,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964307,16,1,1,1,11,3ix9om1svhd6obl0mbk1otgop,1,49.7,39.7,2022-10-29T16:16:27.949Z,2022-10-30T12:38:43Z,3880962683,213,5.7,3880962681,212,19.8,3880962679,141,23.7,3880962675,56,Center,3880962677,140,65.5,3882537507,178,,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964355,17,1,1,1,14,3ix9om1svhd6obl0mbk1otgop,1,61.5,20.7,2022-10-29T16:16:30.572Z,2022-10-30T12:38:43Z,3880962925,212,27.3,3880962927,213,6.2,3882545945,178,,3880962919,56,Right,3880962923,141,15.5,3880962921,140,87.3,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964425,18,2,1,1,18,3ix9om1svhd6obl0mbk1otgop,1,82.9,20,2022-10-29T16:16:34.856Z,2022-10-30T12:13:43Z,3880963203,141,28.6,3880963197,7,1gzgkjei16r4lt2fvcedy1jvt,3880963201,140,95.7,3880963199,56,Center,3882546129,178,,,,,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964391,14,55,1,1,18,1uk609mhtsfhokhaewjapb26,1,9.5,61.8,2022-10-29T16:16:34.857Z,2022-10-30T12:38:41Z,,,,,,,,,,,,,,,,,,,,,,,,,54y1k9ysgdtdvv9ss72ruxiad,D. Dessoleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964671,15,1,1,1,43,1uk609mhtsfhokhaewjapb26,0,10.8,58.8,2022-10-29T16:16:59.758Z,2022-10-30T12:38:41Z,3880964493,141,33.9,3880964499,1,,3880964491,140,53.0,3880964483,5,,3880964489,56,Center,3880964485,157,,3880964487,241,,3880964495,212,47.4,2unnytu55d7lvws7h3r86yhud,M. Ilić,3880964497,213,3882546225,178,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964659,19,44,1,1,46,3ix9om1svhd6obl0mbk1otgop,1,48.6,64.4,2022-10-29T16:17:03.001Z,2022-10-30T12:38:40Z,3880964433,56,Back,3880964599,233,16,3880964435,285,,,,,,,,,,,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964699,16,44,1,1,46,1uk609mhtsfhokhaewjapb26,0,51.4,35.6,2022-10-29T16:17:03.002Z,2022-10-30T12:38:40Z,3880964547,286,,3880964545,56,Center,3880964579,233,19,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479045855,712,1,1,1,46,3ix9om1svhd6obl0mbk1otgop,1,47.9,64.7,2022-10-29T16:17:03.095Z,2022-10-30T12:38:40Z,3881403933,213,1.5,3881403927,140,49.9,3881403929,141,91.8,3881403931,212,18.5,3881403925,56,Back,3881403923,3,,3882546389,388,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964707,20,49,1,1,50,3ix9om1svhd6obl0mbk1otgop,1,51.8,98.4,2022-10-29T16:17:06.533Z,2022-10-30T12:38:39Z,,,,,,,,,,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964727,21,1,1,1,50,3ix9om1svhd6obl0mbk1otgop,0,51.8,98.4,2022-10-29T16:17:06.546Z,2022-10-30T12:38:39Z,3882546673,178,,3880964699,141,90.6,3880964695,56,Left,3880964703,213,6.0,3880964697,140,67.5,3880964701,212,17.3,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964717,17,43,1,1,50,1uk609mhtsfhokhaewjapb26,1,0,0,2022-10-29T16:17:06.939Z,2022-10-29T17:08:19Z,3880964653,213,4.3,3880964651,212,16.9,3880964645,56,Back,3880964647,140,46.8,3881169461,144,1,3880964643,3,0,3880964649,141,11.0,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964739,18,61,1,1,51,1uk609mhtsfhokhaewjapb26,0,36.2,10.1,2022-10-29T16:17:07.690Z,2022-10-30T12:38:38Z,3882546809,178,,3880964739,56,Back,,,,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964773,22,1,1,1,52,3ix9om1svhd6obl0mbk1otgop,0,60.1,88.5,2022-10-29T16:17:08.857Z,2022-10-30T12:38:38Z,3880964855,233,19,3882546945,178,,3880964827,141,84.4,3880964853,236,,3880964829,212,6.7,3880964825,140,65.9,3880964831,213,5.9,3880964859,286,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,3880964823,56,,,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964765,19,74,1,1,52,1uk609mhtsfhokhaewjapb26,1,39,12.5,2022-10-29T16:17:08.914Z,2022-10-30T12:38:38Z,3880964801,285,,3880964871,233,22,3882547067,178,,3880964799,56,Back,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964801,20,49,1,1,53,1uk609mhtsfhokhaewjapb26,1,43.3,21.7,2022-10-29T16:17:09.708Z,2022-10-30T12:38:37Z,,,,,,,,,,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964825,21,1,1,1,54,1uk609mhtsfhokhaewjapb26,0,46.1,20.7,2022-10-29T16:17:10.782Z,2022-10-30T12:38:37Z,3880965113,56,Right,3880965129,213,6.2,3880965121,141,15.3,3880965125,212,43.1,3882547317,178,,3880965131,1,,3880965117,140,87.0,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964833,23,49,1,1,58,3ix9om1svhd6obl0mbk1otgop,1,14.4,89.7,2022-10-29T16:17:14.817Z,2022-10-30T12:38:36Z,,,,,,,,,,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964865,24,1,1,1,59,3ix9om1svhd6obl0mbk1otgop,0,10.8,96.2,2022-10-29T16:17:16.052Z,2022-10-30T12:38:36Z,3880965321,157,,3880965323,56,Back,3880965329,212,18.1,3880965327,141,94.7,3880965325,140,28.0,3880965333,1,,3882547717,178,,3880965331,213,6.2,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964913,22,1,1,2,0,1uk609mhtsfhokhaewjapb26,0,70.4,3.9,2022-10-29T16:17:17.201Z,2022-10-30T12:38:35Z,3880965667,212,19.7,3880965665,141,0.0,3882547835,178,,3881460575,157,,3881460577,1,,3880965661,56,Right,3880965669,213,6.1,3880965663,140,88.8,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478964917,23,5,1,2,1,1uk609mhtsfhokhaewjapb26,0,87.3,-1.2,2022-10-29T16:17:17.697Z,2022-10-30T06:20:36Z,3880966323,233,25,3880965677,347,,3880965675,56,Right,,,,,,,,,,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478965035,25,5,1,2,1,3ix9om1svhd6obl0mbk1otgop,1,12.7,101.2,2022-10-29T16:17:17.697Z,2022-10-30T06:20:36Z,3880966291,233,23,3880966285,347,,3880966283,56,Back,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478965045,26,1,1,2,11,3ix9om1svhd6obl0mbk1otgop,0,25.8,100,2022-10-29T16:17:28.184Z,2022-10-30T12:41:20Z,3880966363,56,Back,3880966371,213,5.7,3880966369,212,25.6,3880966361,107,,3880966373,1,,3880966367,141,80.6,3880966365,140,46.2,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478965057,25,49,1,2,15,1uk609mhtsfhokhaewjapb26,1,55.8,20.7,2022-10-29T16:17:31.624Z,2022-10-30T12:38:34Z,,,,,,,,,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478965081,26,1,1,2,15,1uk609mhtsfhokhaewjapb26,1,55.5,21.3,2022-10-29T16:17:31.707Z,2022-10-30T12:38:34Z,3880966591,141,49.4,3880966599,213,2.5,3880966583,56,Back,3880966587,140,32.7,3882548263,178,,3880966595,212,30.6,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478965047,24,43,1,2,15,1uk609mhtsfhokhaewjapb26,1,0,0,2022-10-29T16:17:31.946Z,2022-10-29T16:17:42Z,3880966379,56,Right,3880966381,286,0,3880966983,144,44,,,,,,,,,,,,,,,,bd4cjnn4k45ry7ci5tsaawf10,H. Keïta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478965117,27,1,1,2,19,1uk609mhtsfhokhaewjapb26,1,32.4,48.6,2022-10-29T16:17:35.702Z,2022-10-30T12:38:34Z,3880966755,56,Back,3880966757,140,15.3,3880966763,213,3.1,3880966761,212,18.0,3880966759,141,49.7,3882548471,178,,,,,,,,ezb815xw3yx3r3ey51zovop91,A. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478965177,28,1,1,2,22,1uk609mhtsfhokhaewjapb26,1,17.7,41,2022-10-29T16:17:38.642Z,2022-10-30T12:38:33Z,3880967103,212,14.6,3880967101,141,20.4,3880967097,56,Back,3882548539,178,,3880967105,213,5.0,3880967099,140,21.5,,,,,,,2unnytu55d7lvws7h3r86yhud,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478965191,29,1,1,2,25,1uk609mhtsfhokhaewjapb26,1,22.3,18.2,2022-10-29T16:17:41.687Z,2022-10-30T12:38:32Z,3880967193,140,12.0,3880967199,213,2.1,3880967189,56,Back,3882548653,178,,3880967197,212,20.0,3880967195,141,43.0,,,,,,,54y1k9ysgdtdvv9ss72ruxiad,D. Dessoleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
