id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/14/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value
2458070639,7,1,1,0,15,1oyb7oym5nwzny8vxf03szd2h,1,43.1,88.6,2022-09-10T16:16:14.612Z,2022-09-11T08:55:02Z,3769947591,213,4.4,3769947589,212,25.9,3769947585,140,36.0,3769947583,56,Back,3772158047,178,,3769947587,141,52.1,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070663,8,1,1,0,19,1oyb7oym5nwzny8vxf03szd2h,1,35.6,51.7,2022-09-10T16:16:17.881Z,2022-09-11T08:55:02Z,3769947727,141,10.7,3769947723,56,Back,3769947725,140,37.4,3769947731,213,4.8,3769947729,212,27.9,3772158335,178,,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070725,9,1,1,0,21,1oyb7oym5nwzny8vxf03szd2h,1,37,26.7,2022-09-10T16:16:20.605Z,2022-09-11T08:55:01Z,3769948021,213,1.7,3769948019,212,38.0,3769948011,196,,3769948015,140,30.6,3769948013,56,Back,3769948023,1,,3769948017,141,81.7,3772158463,178,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070763,10,1,1,0,26,1oyb7oym5nwzny8vxf03szd2h,1,40,73.2,2022-09-10T16:16:25.490Z,2022-09-11T08:54:59Z,3769948273,56,Back,3769948283,1,,3769948277,141,11.4,3769948279,212,42.1,3769948271,196,,3769948275,140,42.2,3769948281,213,4.8,3772158529,178,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070805,11,1,1,0,29,1oyb7oym5nwzny8vxf03szd2h,1,48.1,22.1,2022-09-10T16:16:28.625Z,2022-09-11T08:54:58Z,3772158633,178,,3769948543,212,30.3,3769948537,56,Right,3769948539,140,75.8,3769948545,213,6.0,3769948541,141,9.4,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070833,12,1,1,0,32,1oyb7oym5nwzny8vxf03szd2h,0,78.1,12.6,2022-09-10T16:16:31.562Z,2022-09-11T08:54:58Z,3769948715,141,50.7,3772158779,178,,3769948711,56,Center,3769948707,2,,3769948719,212,30.2,3769948725,213,1.0,3769948713,140,92.8,3770863835,20,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,3770863833,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071155,13,61,1,0,34,jb4xejoxjfk5a0a50bo8hvst,1,6.1,52.6,2022-09-10T16:16:33.557Z,2022-09-11T08:54:58Z,3769950621,56,Back,3772159065,178,,,,,,,,,,,,,,,,,,,,6iu350lkyhy6tcll5gfo4vy3u,M. Tshibuabua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070891,5,52,1,0,37,jb4xejoxjfk5a0a50bo8hvst,1,7.8,54,2022-09-10T16:16:35.995Z,2022-09-11T08:54:57Z,3770865463,376,,3772159097,178,,,,,,,,,,,,,,,,,,,,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070921,6,1,1,0,38,jb4xejoxjfk5a0a50bo8hvst,1,11.8,54.8,2022-09-10T16:16:37.451Z,2022-09-11T08:54:57Z,3769949257,123,,3772159149,178,,3769949259,56,Back,3769949265,212,17.6,3769949261,140,27.7,3769949267,213,6.0,3769949263,141,46.7,,,,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070955,7,1,1,0,41,jb4xejoxjfk5a0a50bo8hvst,1,24.4,53.5,2022-09-10T16:16:40.103Z,2022-09-11T08:54:56Z,3769949443,213,2.1,3769949437,140,15.4,3769949439,141,78.1,3769949441,212,19.2,3769949435,56,Back,3772159395,178,,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070977,8,1,1,0,43,jb4xejoxjfk5a0a50bo8hvst,1,17.2,75.9,2022-09-10T16:16:42.468Z,2022-09-11T08:54:55Z,3772159525,178,,3769949597,141,93.5,3769949601,213,0.8,3769949593,56,Back,3769949595,140,28.0,3769949599,212,16.5,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458070995,9,1,1,0,45,jb4xejoxjfk5a0a50bo8hvst,1,26.1,96.3,2022-09-10T16:16:43.835Z,2022-09-11T08:54:55Z,3769949707,141,84.1,3769949711,213,5.7,3769949703,56,Back,3769949705,140,36.9,3769949709,212,14.1,3772159625,178,,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071023,10,1,1,0,47,jb4xejoxjfk5a0a50bo8hvst,1,39,80.4,2022-09-10T16:16:46.033Z,2022-09-11T08:54:54Z,3772159687,178,,3769949897,212,10.5,3769949893,140,43.0,3769949895,141,94.5,3769949891,56,Back,3769949899,213,1.2,,,,,,,8ic5et3o15rkxyebpxy6y4mhh,A. Bernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071047,11,1,1,0,48,jb4xejoxjfk5a0a50bo8hvst,0,41.9,93.8,2022-09-10T16:16:47.559Z,2022-09-11T08:54:54Z,3769950043,1,,3769950033,56,Left,3769950037,141,100.0,3772159809,178,,3769950039,212,49.7,3769950041,213,0.1,3769950035,140,89.0,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071049,12,5,1,0,53,jb4xejoxjfk5a0a50bo8hvst,0,89.6,101.6,2022-09-10T16:16:52.345Z,2022-09-11T03:25:53Z,3769950049,56,Left,3769950811,233,13,3769950051,347,,,,,,,,,,,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071179,13,5,1,0,53,1oyb7oym5nwzny8vxf03szd2h,1,10.4,-1.6,2022-09-10T16:16:52.345Z,2022-09-11T03:25:53Z,3769950763,56,Back,3769950775,233,12,3769950765,347,,,,,,,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071211,14,1,1,1,2,1oyb7oym5nwzny8vxf03szd2h,1,20.7,0,2022-09-10T16:17:01.547Z,2022-09-11T08:54:53Z,3769950945,107,,3769950949,140,4.7,3769950947,56,Back,3769950953,212,19.7,3770874103,189,,3769950955,213,2.6,3769950951,141,13.2,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071271,15,1,1,1,5,1oyb7oym5nwzny8vxf03szd2h,0,4,18.6,2022-09-10T16:17:03.992Z,2022-09-11T08:54:53Z,3769951259,56,Back,3769951277,212,32.9,3772561841,1,,3769951285,213,6.2,3769951257,155,,3772160405,178,,3769951269,141,12.3,3769951265,140,35.1,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071267,14,1,1,1,6,jb4xejoxjfk5a0a50bo8hvst,0,66.5,78.3,2022-09-10T16:17:05.579Z,2022-09-11T08:54:52Z,3769951251,212,19.7,3772160637,388,,3769951253,213,2.2,3769951247,140,55.7,3769951243,3,,3769951245,56,Left,3769951249,141,100.0,,,,5jxclq9dzjbbqptbzz5jnwand,A. Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071277,15,5,1,1,8,jb4xejoxjfk5a0a50bo8hvst,0,60.8,102,2022-09-10T16:17:06.996Z,2022-09-11T03:26:18Z,3769951303,347,,3769951581,233,16,3769951301,56,Left,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071331,16,5,1,1,8,1oyb7oym5nwzny8vxf03szd2h,1,39.2,-2,2022-09-10T16:17:06.996Z,2022-09-11T03:26:18Z,3769951553,347,,3769951555,233,15,3769951551,56,Back,,,,,,,,,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071349,17,1,1,1,16,1oyb7oym5nwzny8vxf03szd2h,1,41.1,0,2022-09-10T16:17:15.617Z,2022-09-11T08:54:52Z,3769951667,56,Back,3769951665,107,,3769951669,140,24.7,3769951677,213,2.6,3769951673,212,20.6,3769951671,141,14.6,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071365,18,1,1,1,20,1oyb7oym5nwzny8vxf03szd2h,1,25.3,25.4,2022-09-10T16:17:19.194Z,2022-09-11T08:54:51Z,3769951745,56,Back,3769951749,141,61.6,3769951747,140,27.3,3772161189,178,,3769951753,213,1.5,3769951751,212,24.7,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071377,19,1,1,1,23,1oyb7oym5nwzny8vxf03szd2h,1,33.4,65.8,2022-09-10T16:17:22.274Z,2022-09-11T08:54:51Z,3769951807,213,1.0,3769951803,141,85.6,3769951799,56,Back,3769951805,212,15.9,3769951801,140,41.4,3772161333,178,,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071383,20,1,1,1,25,1oyb7oym5nwzny8vxf03szd2h,1,42.3,76.1,2022-09-10T16:17:24.107Z,2022-09-11T08:54:50Z,3769951853,140,43.7,3772161453,178,,3769951857,212,13.5,3769951859,213,4.8,3769951851,56,Back,3769951855,141,56.4,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071405,21,1,1,1,26,1oyb7oym5nwzny8vxf03szd2h,1,45.3,60.6,2022-09-10T16:17:25.485Z,2022-09-11T08:54:49Z,3769951961,213,0.6,3769951957,141,76.7,3769951953,56,Center,3772161707,178,,3769951955,140,60.6,3769951959,212,19.4,,,,,,,3qbl0ps3ms998s0apmpkre3md,É. Balanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071447,22,1,1,1,29,1oyb7oym5nwzny8vxf03szd2h,1,59,76.3,2022-09-10T16:17:27.866Z,2022-09-11T08:54:48Z,3769952159,56,Left,3769952165,141,94.4,3772161927,178,,3769952169,213,0.8,3769952167,212,17.6,3769952163,140,71.0,,,,,,,32eyq4xvy8s1ng11jnavvh32t,R. Yaremchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071473,23,1,1,1,32,1oyb7oym5nwzny8vxf03szd2h,1,58.7,80.7,2022-09-10T16:17:30.866Z,2022-09-11T08:54:47Z,3772161975,178,,3769952327,212,25.1,3769952323,140,38.0,3769952325,141,62.3,3769952321,56,Back,3769952329,213,3.7,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071483,24,1,1,1,34,1oyb7oym5nwzny8vxf03szd2h,1,40.7,59.9,2022-09-10T16:17:33.377Z,2022-09-11T08:54:46Z,3769952415,212,18.0,3769952411,140,45.9,3772162141,178,,3769952417,213,1.3,3769952409,56,Back,3769952413,141,85.1,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071499,25,1,1,1,36,1oyb7oym5nwzny8vxf03szd2h,1,47.5,77.9,2022-09-10T16:17:35.389Z,2022-09-11T08:54:46Z,3769952517,212,17.8,3772162305,178,,3769952513,140,54.4,3769952511,56,Center,3769952515,141,54.0,3769952519,213,5.1,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458477399,1790,43,1,1,37,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-09-10T16:17:35.997Z,2022-09-11T07:42:08Z,3772480631,144,82,3772215183,178,0,,,,,,,,,,,,,,,,,,,3qbl0ps3ms998s0apmpkre3md,É. Balanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071525,26,1,1,1,37,1oyb7oym5nwzny8vxf03szd2h,1,51.4,59.5,2022-09-10T16:17:36.593Z,2022-09-11T08:54:45Z,3769952627,212,18.1,3769952623,140,34.3,3769952625,141,62.6,3769952621,56,Back,3769952629,213,3.0,3772162429,178,,,,,,,,3qbl0ps3ms998s0apmpkre3md,É. Balanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071607,27,1,1,1,40,1oyb7oym5nwzny8vxf03szd2h,1,39.8,62.6,2022-09-10T16:17:39.205Z,2022-09-11T10:26:49Z,3769953025,140,59.9,3769953031,212,28.3,3769953023,56,Left,3769953033,213,0.7,3769953027,141,90.3,3772162553,178,,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071615,28,1,1,1,47,1oyb7oym5nwzny8vxf03szd2h,0,58.2,91.8,2022-09-10T16:17:46.328Z,2022-09-11T08:54:42Z,3769953069,141,93.2,3769953265,286,,3769953261,233,16,3769953065,56,Left,3772162765,178,,3769953067,140,57.5,3769953071,212,1.2,3769953259,236,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,3769953073,213,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071655,16,74,1,1,47,jb4xejoxjfk5a0a50bo8hvst,1,41.9,6.5,2022-09-10T16:17:46.379Z,2022-09-11T08:54:42Z,3769953239,285,,3772162913,178,,3769953237,56,Back,3769953287,233,28,,,,,,,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071661,17,5,1,1,48,jb4xejoxjfk5a0a50bo8hvst,0,44.4,-1.4,2022-09-10T16:17:46.811Z,2022-09-11T03:27:16Z,3769953267,56,Back,3769953269,347,,3769953489,233,29,,,,,,,,,,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071691,29,5,1,1,48,1oyb7oym5nwzny8vxf03szd2h,1,55.6,101.4,2022-09-10T16:17:46.811Z,2022-09-11T03:27:15Z,3769953473,233,17,3769953433,347,,3769953431,56,Left,,,,,,,,,,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071715,30,1,1,1,52,1oyb7oym5nwzny8vxf03szd2h,1,49.6,100,2022-09-10T16:17:50.847Z,2022-09-11T08:54:42Z,3769953575,140,32.2,3769953581,212,22.5,3769953571,56,Back,3769953585,1,,3769953579,141,82.2,3769953583,213,3.8,3770885477,189,,3769953567,107,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071739,31,1,1,1,57,1oyb7oym5nwzny8vxf03szd2h,1,31.6,72.9,2022-09-10T16:17:56.258Z,2022-09-11T08:54:41Z,3769953711,212,18.0,3769953707,140,42.5,3769953709,141,93.3,3772163503,178,,3769953713,213,0.9,3769953705,56,Back,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071803,32,1,1,1,59,1oyb7oym5nwzny8vxf03szd2h,1,42.5,83.8,2022-09-10T16:17:58.512Z,2022-09-11T08:54:40Z,3769954045,140,64.9,3769954049,212,24.9,3769954047,141,95.7,3769954043,56,Left,3769954051,213,0.3,3772163583,178,,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071819,33,1,1,2,5,1oyb7oym5nwzny8vxf03szd2h,1,52.4,91.1,2022-09-10T16:18:04.205Z,2022-09-11T08:54:38Z,3769954139,140,40.1,3769954141,141,90.5,3769954145,213,3.2,3769954143,212,12.9,3769954137,56,Back,3772163659,178,,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071831,34,1,1,2,7,1oyb7oym5nwzny8vxf03szd2h,1,44.1,87.5,2022-09-10T16:18:05.929Z,2022-09-11T08:54:37Z,3769954213,140,37.2,3769954217,212,24.1,3772163695,178,,3769954219,213,4.4,3769954215,141,53.7,3769954211,56,Back,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071855,35,1,1,2,9,1oyb7oym5nwzny8vxf03szd2h,0,35.8,54.5,2022-09-10T16:18:08.370Z,2022-09-11T08:54:37Z,3772163853,178,,3769954339,140,55.1,3769954341,141,7.1,3769954345,213,5.3,3769954343,212,38.1,3769954337,56,Right,3769954347,1,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458478095,927,67,1,2,11,jb4xejoxjfk5a0a50bo8hvst,1,48.6,83.5,2022-09-10T16:18:10.383Z,2022-09-11T09:15:09Z,3772219415,233,1806,,,,,,,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458478091,1806,67,1,2,11,1oyb7oym5nwzny8vxf03szd2h,0,51.4,16.5,2022-09-10T16:18:10.384Z,2022-09-11T08:54:36Z,3772219447,233,927,,,,,,,,,,,,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458071851,18,1,1,2,11,jb4xejoxjfk5a0a50bo8hvst,1,47.5,80.7,2022-09-10T16:18:10.413Z,2022-09-11T09:15:09Z,3769954327,56,Left,3769955577,213,0.5,3769955573,141,90.3,3769955571,140,57.7,3769955575,212,12.5,3772163929,178,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
