id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/14/value,assist
2451699873,7,1,1,0,16,2b57rbw94i9ohnbch52owvqtq,1,37.7,92.9,2022-08-27T16:15:54.624Z,2022-08-28T09:52:13Z,3735991615,56,Back,3735991627,213,3.7,3735991623,141,82.7,3738638039,178,,3735991625,212,13.6,3735991619,140,26.6,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699941,8,1,1,0,19,2b57rbw94i9ohnbch52owvqtq,1,22.2,81,2022-08-27T16:15:57.523Z,2022-08-28T09:52:13Z,3735991969,140,4.7,3735991971,141,50.9,3735991975,213,4.0,3738638157,178,,3735991973,212,27.5,3735991967,56,Back,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700041,9,1,1,0,22,2b57rbw94i9ohnbch52owvqtq,1,8.3,53.2,2022-08-27T16:16:01.022Z,2022-08-28T09:52:12Z,3735992429,213,5.5,3738638285,178,,3735992431,1,,3735992427,212,48.4,3735992423,140,42.1,3736759657,155,,3735992421,56,Back,3735992425,141,4.7,99eumu17h5sxriw5vfczvdb6d,G. Hubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700075,10,1,1,0,27,2b57rbw94i9ohnbch52owvqtq,1,47.7,4.2,2022-08-27T16:16:05.609Z,2022-08-28T09:52:11Z,3735992639,140,60.7,3735992643,212,18.2,3735992641,141,21.8,3735992645,213,0.7,3738638525,178,,3735992637,56,Center,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452185845,790,67,1,0,27,2b57rbw94i9ohnbch52owvqtq,1,57.2,17.1,2022-08-27T16:16:06.337Z,2022-08-28T09:52:11Z,3738683105,233,970,,,,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452185843,970,67,1,0,27,bw9wm8pqfzcchumhiwdt2w15c,0,42.8,82.9,2022-08-27T16:16:06.338Z,2022-08-28T09:52:11Z,3738683125,233,790,,,,,,,,,,,,,,,,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700087,11,1,1,0,27,2b57rbw94i9ohnbch52owvqtq,0,56.2,17.2,2022-08-27T16:16:06.377Z,2022-08-28T09:52:10Z,3735992719,213,5.9,3735992715,141,4.1,3735992711,140,77.2,3735992707,56,Right,3738638767,178,,3735992717,212,23.8,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452185493,969,43,1,0,29,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-08-27T16:16:07.859Z,2022-08-28T05:48:51Z,3738680919,233,789,3738883139,144,67,,,,,,,,,,,,,,,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452185485,789,43,1,0,29,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-27T16:16:07.860Z,2022-08-28T05:48:50Z,3738680943,233,969,3738883133,144,67,,,,,,,,,,,,,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700099,5,8,1,0,29,bw9wm8pqfzcchumhiwdt2w15c,1,37.4,94.4,2022-08-27T16:16:07.904Z,2022-08-28T09:52:10Z,3736760845,384,,3735992761,56,Back,3738638901,178,,,,,,,,,,,,,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452185945,791,67,1,0,30,2b57rbw94i9ohnbch52owvqtq,1,64.3,12.8,2022-08-27T16:16:08.918Z,2022-08-28T09:52:10Z,3738683889,233,971,,,,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452185941,971,67,1,0,30,bw9wm8pqfzcchumhiwdt2w15c,0,35.7,87.2,2022-08-27T16:16:08.919Z,2022-08-28T09:52:09Z,3738683923,233,791,,,,,,,,,,,,,,,,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451842805,766,1,1,0,30,2b57rbw94i9ohnbch52owvqtq,1,64.2,12.2,2022-08-27T16:16:08.951Z,2022-08-28T09:52:09Z,3736764567,213,0.0,3736764559,56,Right,3736764565,212,25.3,3736764561,140,88.3,3738639567,178,,3736764563,141,12.4,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700143,12,43,1,0,31,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-27T16:16:09.863Z,2022-08-27T16:16:31Z,3735994441,144,1,3735993027,213,1.8,3735993023,141,14.3,3735993019,56,Right,3735993025,212,7.1,3735993021,140,75.8,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700167,13,1,1,0,33,2b57rbw94i9ohnbch52owvqtq,0,83.5,10.8,2022-08-27T16:16:11.478Z,2022-08-28T09:52:08Z,3738639795,178,,3735993189,141,31.8,3736765027,224,,3735993185,56,Center,3735993193,213,1.0,3736765029,20,,3735993181,2,,3735993191,212,16.6,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,3735993187,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700161,6,61,1,0,33,bw9wm8pqfzcchumhiwdt2w15c,1,14.7,83.2,2022-08-27T16:16:11.763Z,2022-08-28T09:52:08Z,3735993163,56,Back,3738639897,178,,,,,,,,,,,,,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700179,7,49,1,0,35,bw9wm8pqfzcchumhiwdt2w15c,1,16.7,84.4,2022-08-27T16:16:14.101Z,2022-08-28T09:52:08Z,,,,,,,,,,,,,,,,,,,,,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700245,8,4,1,0,38,bw9wm8pqfzcchumhiwdt2w15c,1,23.5,97.7,2022-08-27T16:16:16.731Z,2022-08-28T09:52:07Z,3735993635,56,Back,3735993633,13,,3735993637,152,,3735993641,285,,3735993747,233,14,3735993639,265,,,,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700259,14,4,1,0,38,2b57rbw94i9ohnbch52owvqtq,0,76.5,2.3,2022-08-27T16:16:16.732Z,2022-08-28T09:52:06Z,3735993725,56,Right,3735993723,13,,3735993727,152,,3735993763,233,8,3735993731,286,,3735993729,265,,3738640229,178,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700519,9,1,1,0,59,bw9wm8pqfzcchumhiwdt2w15c,1,22.8,96.6,2022-08-27T16:16:37.534Z,2022-08-28T09:52:06Z,3735995239,152,,3735995249,213,4.0,3738640383,178,,3735995247,212,24.4,3735995243,140,7.9,3735995237,5,,3735995245,141,69.0,3735995241,56,Back,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700539,10,1,1,1,1,bw9wm8pqfzcchumhiwdt2w15c,1,7.7,69.8,2022-08-27T16:16:40.111Z,2022-08-28T09:52:06Z,3735995361,141,92.6,3735995365,213,1.2,3735995363,212,16.9,3738640523,178,,3735995359,140,14.1,3735995357,56,Back,,,,,,,49vbniwasp2kyt27jw0cv6m6t,V. Cojocaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700567,11,1,1,1,4,bw9wm8pqfzcchumhiwdt2w15c,1,17.5,95.2,2022-08-27T16:16:42.439Z,2022-08-28T09:52:05Z,3735995505,56,Back,3735995507,140,25.2,3735995511,212,8.1,3735995513,213,0.1,3738640647,178,,3735995509,141,96.6,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700647,12,1,1,1,6,bw9wm8pqfzcchumhiwdt2w15c,1,27,98,2022-08-27T16:16:44.475Z,2022-08-28T09:52:05Z,3735995841,212,17.3,3735995837,140,34.9,3735995843,213,5.2,3735995835,56,Back,3738640719,178,,3735995839,141,75.6,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700737,13,1,1,1,7,bw9wm8pqfzcchumhiwdt2w15c,1,38.2,76.5,2022-08-27T16:16:45.454Z,2022-08-28T09:52:04Z,3735996311,140,37.1,3735996315,212,33.9,3735996313,141,26.7,3735996317,213,4.7,3739137257,1,,3738640875,178,,3735996309,56,Back,,,,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700769,14,1,1,1,16,bw9wm8pqfzcchumhiwdt2w15c,1,62.9,6,2022-08-27T16:16:55.036Z,2022-08-28T09:52:03Z,3735996505,56,Right,3738641009,178,,3735996507,140,56.8,3735996511,212,11.3,3735996513,213,2.2,3735996509,141,19.7,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700809,15,1,1,1,18,bw9wm8pqfzcchumhiwdt2w15c,1,58.4,20.1,2022-08-27T16:16:57.090Z,2022-08-28T09:52:02Z,3738641109,178,,3735996699,213,0.6,3735996697,212,10.9,3735996693,140,66.8,3735996695,141,29.4,3735996691,56,Center,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700821,16,1,1,1,20,bw9wm8pqfzcchumhiwdt2w15c,0,65.6,30.6,2022-08-27T16:16:58.777Z,2022-08-28T09:52:01Z,3735996759,213,5.3,3735996757,212,12.5,3738641293,178,,3735996751,56,Right,3735996755,141,15.3,3735996753,140,72.2,,,,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452186455,792,43,1,1,20,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-27T16:16:58.897Z,2022-08-28T03:44:09Z,3738686829,144,82,3738686593,178,0,,,,,,,,,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700835,16,49,1,1,21,2b57rbw94i9ohnbch52owvqtq,1,27.1,87.3,2022-08-27T16:16:59.693Z,2022-08-28T09:52:01Z,,,,,,,,,,,,,,,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700857,17,1,1,1,21,2b57rbw94i9ohnbch52owvqtq,1,27.1,87.3,2022-08-27T16:16:59.730Z,2022-08-28T09:52:00Z,3738641659,178,,3735996927,56,Back,3735996935,213,5.9,3735996931,141,82.0,3735996929,140,35.4,3735996933,212,9.4,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452186519,793,43,1,1,21,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-27T16:16:59.798Z,2022-08-28T03:44:15Z,3738687111,144,82,3738686993,178,0,,,,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700829,15,43,1,1,22,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-27T16:17:00.679Z,2022-08-27T18:45:13Z,3735996773,56,Back,3736770775,144,8,,,,,,,,,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700869,18,1,1,1,22,2b57rbw94i9ohnbch52owvqtq,1,33.3,83.3,2022-08-27T16:17:01.042Z,2022-08-28T09:52:00Z,3735997009,140,44.5,3738641981,178,,3735997005,56,Back,3735997011,141,64.5,3735997015,213,5.5,3735997013,212,17.4,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700931,19,1,1,1,24,2b57rbw94i9ohnbch52owvqtq,1,43,61.1,2022-08-27T16:17:03.306Z,2022-08-28T09:52:00Z,3735997347,140,74.9,3735997353,213,0.4,3735997355,1,,3735997351,212,36.9,3735997345,56,Left,3738642081,178,,3735997349,141,83.9,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700961,20,1,1,1,30,2b57rbw94i9ohnbch52owvqtq,1,77.3,71.1,2022-08-27T16:17:08.894Z,2022-08-28T09:51:57Z,3735997539,212,21.8,3735997541,213,0.0,3735997537,141,71.5,3735997533,56,Center,3738642335,178,,3735997535,140,98.1,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452186697,799,43,1,1,30,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-27T16:17:08.928Z,2022-08-28T03:44:36Z,3738687873,178,0,3738687987,144,82,,,,,,,,,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452186885,802,43,1,1,32,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-27T16:17:10.789Z,2022-08-28T03:45:04Z,3738689115,144,82,3738688871,178,0,,,,,,,,,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452186833,800,67,1,1,32,2b57rbw94i9ohnbch52owvqtq,1,93.6,66.6,2022-08-27T16:17:10.815Z,2022-08-28T09:51:57Z,3738688603,233,981,,,,,,,,,,,,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452186847,801,43,1,1,32,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-08-27T16:17:10.816Z,2022-08-28T03:45:02Z,3738689031,144,82,3738688673,178,0,,,,,,,,,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452186827,981,67,1,1,32,bw9wm8pqfzcchumhiwdt2w15c,0,6.4,33.4,2022-08-27T16:17:10.816Z,2022-08-28T09:51:57Z,3738688615,233,800,,,,,,,,,,,,,,,,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700971,21,3,1,1,32,2b57rbw94i9ohnbch52owvqtq,0,96.4,68.1,2022-08-27T16:17:10.820Z,2022-08-28T09:51:56Z,3736774095,464,,3735997591,56,Center,3735997593,286,,3735997673,233,17,3738642523,178,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700979,17,7,1,1,33,bw9wm8pqfzcchumhiwdt2w15c,0,3.6,31.9,2022-08-27T16:17:11.525Z,2022-08-28T09:51:56Z,3735997625,285,,3738642623,389,,3735997623,56,Back,3735997653,233,21,3736774401,385,,,,,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700993,22,1,1,1,33,2b57rbw94i9ohnbch52owvqtq,0,98.6,64.7,2022-08-27T16:17:12.249Z,2022-08-28T09:51:55Z,3735997709,212,5.0,3735997805,236,,3735997703,56,Center,3735997705,140,97.5,3735997811,286,,3735997807,233,18,3735997707,141,57.6,3735997711,213,4.5,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,3738642855,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701005,18,74,1,1,33,bw9wm8pqfzcchumhiwdt2w15c,1,1.8,38.7,2022-08-27T16:17:12.272Z,2022-08-28T09:51:55Z,3738643087,178,,3735997781,285,,3735997833,233,22,3735997779,56,Back,,,,,,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701011,19,6,1,1,36,bw9wm8pqfzcchumhiwdt2w15c,0,0.7,40.2,2022-08-27T16:17:15.222Z,2022-08-28T03:25:35Z,3735997797,56,Back,3735997925,73,,3735997957,233,23,,,,,,,,,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701007,23,6,1,1,36,2b57rbw94i9ohnbch52owvqtq,1,99.3,59.8,2022-08-27T16:17:15.222Z,2022-08-28T03:25:36Z,3735997785,73,,3735997951,233,19,3735997783,56,Center,,,,,,,,,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701433,24,1,1,2,4,2b57rbw94i9ohnbch52owvqtq,1,99.5,99.5,2022-08-27T16:17:43.365Z,2022-08-28T03:25:40Z,3735999959,213,3.8,3735999949,6,,3735999953,140,92.0,3735999955,141,91.2,3738643351,178,,3735999951,56,Left,3735999957,212,9.7,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
