id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/value,assist
2516126379,8,44,1,0,15,8y3iucyxguipljcmf87a11bk9,0,52.5,20.7,2023-03-05T17:31:17.712Z,2023-03-06T11:32:50Z,4076588453,56,Right,4076588507,233,3,4076588455,286,,,,,,,,,,,,,,,,,adrn1x15rsehvnava8q9ofuvo,G. Orban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126391,4,1,1,0,15,6vyr13j6kbwdtxjwm1m4m8nu2,0,46.7,79.5,2023-03-05T17:31:17.768Z,2023-03-06T11:32:49Z,4076588539,213,6.2,4076588537,212,22.0,4076588535,141,78.2,4076588529,3,,4077775885,388,,4076588531,56,Center,4076588533,140,67.6,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126421,9,1,1,0,17,8y3iucyxguipljcmf87a11bk9,1,33.5,22,2023-03-05T17:31:19.790Z,2023-03-06T11:32:49Z,4077775939,388,,4076588687,56,Back,4076588685,3,,4076588693,212,7.3,4076588691,141,30.0,4076588689,140,38.1,4076588695,213,0.8,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126451,10,1,1,0,19,8y3iucyxguipljcmf87a11bk9,1,38.3,33.2,2023-03-05T17:31:21.425Z,2023-03-06T11:32:48Z,4076588851,56,Back,4076588853,140,43.8,4076588857,212,20.9,4076588855,141,3.7,4076588859,213,5.0,4077776005,178,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126473,11,1,1,0,23,8y3iucyxguipljcmf87a11bk9,1,59.1,0.4,2023-03-05T17:31:25.844Z,2023-03-06T11:32:47Z,4076588955,141,19.7,4076588959,212,13.1,4077776049,178,,4076588963,213,1.6,4076588951,56,Right,4076588953,140,59.3,,,,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126505,12,1,1,0,24,8y3iucyxguipljcmf87a11bk9,1,64.9,16.6,2023-03-05T17:31:26.758Z,2023-03-06T11:32:46Z,4077776081,178,,4076589147,56,Right,4076589155,213,5.4,4076589149,140,71.7,4076589151,141,2.6,4076589153,212,11.9,,,,,,,adrn1x15rsehvnava8q9ofuvo,G. Orban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126545,13,1,1,0,28,8y3iucyxguipljcmf87a11bk9,1,81.2,9.7,2023-03-05T17:31:30.720Z,2023-03-06T11:32:45Z,4076589371,212,15.1,4076589373,213,1.2,4076589369,141,30.1,4077776133,178,,4076589953,210,15,4076589365,56,Center,4076589367,140,87.0,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126547,14,15,1,0,30,8y3iucyxguipljcmf87a11bk9,1,87.9,27.4,2023-03-05T17:31:32.936Z,2023-03-06T11:32:43Z,4076589465,20,,4076590017,233,5,4076589965,55,13,4076589381,22,,4076589977,147,46.6,4076589969,102,47.6,4076589971,103,27.8,4077776165,178,,adrn1x15rsehvnava8q9ofuvo,G. Orban,,4076589963,29,4076589973,215,4076589385,56,Center,4076589961,81,4076589975,146,98.1,4076589383,63,,,,,,,,,,,,,,,,,,,,,,
2516126553,5,10,1,0,31,6vyr13j6kbwdtxjwm1m4m8nu2,1,1.9,53.7,2023-03-05T17:31:33.532Z,2023-03-06T11:32:42Z,4077170659,173,,4077170661,378,,4076589435,56,Back,4076589659,233,14,4076589431,178,,4076589433,182,,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126557,6,52,1,0,32,6vyr13j6kbwdtxjwm1m4m8nu2,1,2.6,53.7,2023-03-05T17:31:34.639Z,2023-03-06T11:32:42Z,4077776229,178,,4077170839,377,,,,,,,,,,,,,,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126717,7,1,1,0,45,6vyr13j6kbwdtxjwm1m4m8nu2,1,5.1,43.8,2023-03-05T17:31:47.414Z,2023-03-06T11:32:42Z,4076590337,212,45.1,4076590335,141,29.2,4076590329,199,,4076590331,56,Back,4076590333,140,47.0,4076590341,1,,4076590339,213,6.1,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126785,8,1,1,0,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,49.9,26.9,2023-03-05T17:31:49.803Z,2023-03-06T11:32:41Z,4076590719,140,61.3,4076590715,168,,4077776361,178,,4076590717,56,Right,4076590721,141,7.9,4076590723,212,17.6,4076590713,3,,4076590725,213,5.5,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126899,9,1,1,0,54,6vyr13j6kbwdtxjwm1m4m8nu2,1,68.9,5,2023-03-05T17:31:56.237Z,2023-03-06T11:32:39Z,4076591319,213,3.1,4076591313,140,56.5,4076591311,56,Right,4076591315,141,6.1,4076591317,212,13.0,4077776369,178,,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126927,10,1,1,0,58,6vyr13j6kbwdtxjwm1m4m8nu2,1,58.6,6.3,2023-03-05T17:32:00.290Z,2023-03-06T11:32:38Z,4076591437,56,Right,4077776397,178,,4076591443,212,13.6,4076591441,141,10.8,4076591439,140,71.2,4076591445,213,0.2,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126943,11,1,1,0,58,6vyr13j6kbwdtxjwm1m4m8nu2,1,64.6,6.7,2023-03-05T17:32:00.927Z,2023-03-06T11:32:38Z,4076591531,213,1.6,4076591529,212,20.9,4076591525,140,64.2,4076591527,141,37.5,4076591523,56,Center,4077776447,178,,4077177625,156,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516235673,862,1,1,1,1,6vyr13j6kbwdtxjwm1m4m8nu2,1,61.7,35.6,2023-03-05T17:32:03.792Z,2023-03-06T11:32:37Z,4077189973,213,3.4,4077189969,212,6.0,4077776483,178,,4077189961,140,56.2,4077189965,141,33.4,4077189957,56,Center,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126981,12,1,1,1,3,6vyr13j6kbwdtxjwm1m4m8nu2,1,54.9,34.4,2023-03-05T17:32:05.103Z,2023-03-06T11:32:36Z,4076591667,56,Center,4076591677,213,3.2,4077776599,178,,4076591675,212,2.4,4076591673,141,34.2,4076591671,140,52.6,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516126997,13,1,1,1,9,6vyr13j6kbwdtxjwm1m4m8nu2,1,41.2,49,2023-03-05T17:32:11.899Z,2023-03-06T11:32:34Z,4076591777,212,9.2,4076591775,141,41.3,4077777243,178,,4076591773,140,48.4,4076591771,56,Back,4076591779,213,5.7,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127011,14,1,1,1,10,6vyr13j6kbwdtxjwm1m4m8nu2,1,49.6,39.6,2023-03-05T17:32:12.781Z,2023-03-06T11:32:34Z,4077777261,178,,4076591891,141,51.6,4076591893,212,17.6,4076591889,140,34.7,4076591895,213,2.7,4076591887,56,Back,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127045,15,1,1,1,13,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.9,45.7,2023-03-05T17:32:15.456Z,2023-03-06T11:32:32Z,4077777281,178,,4076592079,141,43.0,4076592077,140,13.5,4076592083,213,3.2,4076592081,212,22.5,4076592075,56,Back,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127075,16,1,1,1,17,6vyr13j6kbwdtxjwm1m4m8nu2,1,11.4,41.1,2023-03-05T17:32:19.594Z,2023-03-06T11:32:31Z,4077777291,178,,4076592253,141,13.5,4076592251,140,38.9,4076592263,213,5.7,4076592267,1,,4076592245,56,Back,4076592259,212,34.4,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127127,17,1,1,1,19,6vyr13j6kbwdtxjwm1m4m8nu2,1,33.3,9.5,2023-03-05T17:32:21.940Z,2023-03-06T11:32:31Z,4076592519,212,8.0,4076592513,56,Back,4077777345,178,,4076592515,140,25.7,4076592521,213,3.0,4076592517,141,11.0,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127137,18,1,1,1,22,6vyr13j6kbwdtxjwm1m4m8nu2,1,27.5,7.9,2023-03-05T17:32:24.641Z,2023-03-06T11:32:29Z,4077777375,178,,4076592589,213,0.4,4076592587,212,18.8,4076592585,141,19.8,4076592583,140,43.7,4076592581,56,Back,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127179,19,1,1,1,25,6vyr13j6kbwdtxjwm1m4m8nu2,1,43.7,16.6,2023-03-05T17:32:27.241Z,2023-03-06T11:32:28Z,4076592815,140,35.2,4076592821,213,3.7,4076592817,141,7.6,4076592813,56,Back,4077777403,178,,4076592819,212,10.8,,,,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127197,20,1,1,1,27,6vyr13j6kbwdtxjwm1m4m8nu2,0,38.1,2.5,2023-03-05T17:32:29.427Z,2023-03-06T11:32:27Z,4076592915,56,Back,4076592917,140,36.3,4076592923,213,1.6,4077777445,178,,4076592921,212,33.2,4076592911,155,,4076592919,141,51.2,4078271341,1,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127201,15,8,1,1,28,8y3iucyxguipljcmf87a11bk9,1,57.9,47.3,2023-03-05T17:32:31.027Z,2023-03-06T11:32:27Z,4077777527,388,,4077189983,384,,4076592939,56,Center,4076592963,15,,,,,,,,,,,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127225,16,61,1,1,29,8y3iucyxguipljcmf87a11bk9,0,68.2,46.6,2023-03-05T17:32:31.801Z,2023-03-06T11:32:26Z,4076593059,56,Center,4077777733,178,,4077777731,15,,,,,,,,,,,,,,,,,adrn1x15rsehvnava8q9ofuvo,G. Orban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127237,21,1,1,1,31,6vyr13j6kbwdtxjwm1m4m8nu2,0,26,43.3,2023-03-05T17:32:33.806Z,2023-03-06T11:32:26Z,4076593119,141,12.3,4076593113,157,,4076593125,1,,4076593115,56,Back,4076593121,212,26.2,4077777851,178,,4076593123,213,5.3,4076593117,140,40.8,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127259,17,1,1,1,33,8y3iucyxguipljcmf87a11bk9,1,62.1,85.4,2023-03-05T17:32:35.676Z,2023-03-06T11:32:26Z,4076593269,3,,4076593271,56,Left,4076593273,140,72.9,4076593277,212,11.7,4076593275,141,81.2,4076593279,213,6.0,4077777991,388,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127261,18,61,1,1,35,8y3iucyxguipljcmf87a11bk9,0,77.7,83.2,2023-03-05T17:32:37.876Z,2023-03-06T11:32:25Z,4076593283,56,Left,4077778307,178,,,,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127285,22,1,1,1,36,6vyr13j6kbwdtxjwm1m4m8nu2,1,19.5,18.1,2023-03-05T17:32:38.572Z,2023-03-06T11:32:25Z,4076593375,213,0.5,4076593369,140,24.6,4076593373,212,6.1,4076593371,141,22.5,4076593367,56,Back,4077778405,388,,4076593365,3,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516236749,863,1,1,1,37,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.5,18.7,2023-03-05T17:32:39.378Z,2023-03-06T11:32:24Z,4077778449,178,,4077195865,212,11.4,4077195857,3,,4077195867,213,5.4,4077195863,141,6.1,4077195861,140,30.7,4077195859,56,Back,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127473,25,4,1,1,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,26,11.4,2023-03-05T17:32:40.318Z,2023-03-06T11:32:24Z,4076594249,152,,4076594253,285,,4076594245,13,,4076603771,294,,4076594527,233,20,4076594247,56,Back,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127519,20,4,1,1,38,8y3iucyxguipljcmf87a11bk9,0,74,88.6,2023-03-05T17:32:40.319Z,2023-03-06T11:32:23Z,4076594509,286,,4077778571,178,,4076594535,233,25,4076599053,294,,4076594501,13,,4076594503,56,Left,4076594505,152,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127303,23,43,1,1,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-03-05T17:32:40.705Z,2023-03-05T17:34:32Z,4076593485,213,5.3,4076593479,140,33.9,4076599427,144,1,4076593483,212,18.7,4076593475,3,0,4076593481,141,0.0,4076593477,56,Back,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127307,24,43,1,1,40,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-03-05T17:32:42.767Z,2023-03-05T17:34:23Z,4076593489,56,Back,4076593491,347,0,4076598911,144,5,,,,,,,,,,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127353,19,43,1,1,41,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-03-05T17:32:43.418Z,2023-03-05T17:33:03Z,4076593717,347,0,4076593715,56,Left,4076593739,233,24,4076594609,144,5,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127505,26,1,1,1,52,6vyr13j6kbwdtxjwm1m4m8nu2,1,24,11.5,2023-03-05T17:32:54.436Z,2023-03-06T11:32:23Z,4076594425,141,45.7,4076594427,212,30.8,4076594421,56,Back,4077778625,178,,4076594423,140,4.8,4076594417,5,,4076594419,152,,4076594429,213,2.3,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127551,27,1,1,1,55,6vyr13j6kbwdtxjwm1m4m8nu2,1,6.8,38.5,2023-03-05T17:32:57.791Z,2023-03-06T11:32:22Z,4076594709,213,1.1,4076594711,1,,4076594705,141,88.9,4077778647,178,,4076594707,212,37.8,4076594701,56,Back,4076594703,140,22.0,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127583,28,1,1,2,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,38.8,77.5,2023-03-05T17:33:04.867Z,2023-03-06T11:32:18Z,4076594879,212,14.7,4076594881,213,1.0,4076594873,56,Back,4076594877,141,95.4,4076594875,140,46.7,4077778685,178,,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127639,29,1,1,2,5,6vyr13j6kbwdtxjwm1m4m8nu2,1,54.3,96.5,2023-03-05T17:33:07.821Z,2023-03-06T11:32:17Z,4076595169,140,65.2,4076595171,141,94.1,4076595173,212,11.6,4076595175,213,6.1,4077778721,178,,4076595167,56,Left,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127637,21,45,1,2,8,8y3iucyxguipljcmf87a11bk9,0,28.7,3.1,2023-03-05T17:33:10.365Z,2023-03-06T11:32:16Z,4076595431,233,30,4076595163,56,Back,4076595165,285,,,,,,,,,,,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127677,30,3,1,2,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,71.3,96.9,2023-03-05T17:33:10.365Z,2023-03-06T11:32:15Z,4077195961,465,,4076595383,286,,4076595381,56,Left,4076595407,233,21,4077778819,178,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516127695,31,1,1,2,12,6vyr13j6kbwdtxjwm1m4m8nu2,0,94.7,90.4,2023-03-05T17:33:14.281Z,2023-03-06T11:32:14Z,4077196567,2,,4076595473,213,4.7,4077196943,225,,4076595465,56,Center,4076595467,140,95.1,4077778873,178,,4077196947,72,,4077196945,387,,5don85s7097g5df42m429b8ix,F. Amuzu,,4076595471,212,4076595469,141,4076595463,155,,,,,,,,,27.1,50.6,,,,,,,,,,,,,,,,,,,,
