id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2442496127,5,44,1,0,6,9njsy633rh1tyri7l2jaju5o,0,64.5,78.8,2022-08-06T14:01:33.901Z,2022-08-07T08:24:35Z,3687093987,56,Center,3687093989,286,,3687094141,233,6,,,,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496139,7,1,1,0,6,89xivtxk59uzvhdsd6miao6tm,0,34.6,20.5,2022-08-06T14:01:34.025Z,2022-08-07T08:50:33Z,3687094041,56,Back,3687094055,213,5.0,3687094049,141,8.6,3690116485,388,,3687094045,140,36.7,3687094037,3,,3687094053,212,8.4,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496191,6,1,1,0,8,9njsy633rh1tyri7l2jaju5o,1,60.5,88.1,2022-08-06T14:01:35.224Z,2022-08-07T08:24:35Z,3687094271,56,Left,3687094275,141,89.1,3690116675,388,,3687094279,213,0.1,3687094269,3,,3687094273,140,73.2,3687094277,212,13.4,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496201,7,49,1,0,11,9njsy633rh1tyri7l2jaju5o,1,77.2,94.2,2022-08-06T14:01:38.280Z,2022-08-07T08:24:34Z,,,,,,,,,,,,,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496229,8,50,1,0,11,9njsy633rh1tyri7l2jaju5o,1,77.8,91.6,2022-08-06T14:01:38.368Z,2022-08-07T08:24:33Z,3687094475,56,Left,3687094477,286,,3687583535,233,377,,,,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442588755,377,7,1,0,11,89xivtxk59uzvhdsd6miao6tm,0,22.2,8.4,2022-08-06T14:01:38.431Z,2022-08-07T08:24:33Z,3687583505,285,,3687583529,233,8,3690117671,178,,3689070751,385,,3687583503,56,Back,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496295,9,1,1,0,13,9njsy633rh1tyri7l2jaju5o,1,78.3,99.9,2022-08-06T14:01:40.164Z,2022-08-07T08:24:33Z,3687094791,212,11.7,3687094781,3,,3687094785,140,85.1,3690117881,388,,3687094795,213,5.4,3687094783,56,Left,3687094787,141,86.2,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496319,10,1,1,0,13,9njsy633rh1tyri7l2jaju5o,0,82.8,95.3,2022-08-06T14:01:40.922Z,2022-08-07T08:24:32Z,3687094895,212,24.3,3687094889,56,Center,3687094891,140,78.6,3687094887,155,,3687094897,213,4.5,3690118083,178,,3687094893,141,60.2,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496353,8,1,1,0,15,89xivtxk59uzvhdsd6miao6tm,0,18.6,35.9,2022-08-06T14:01:42.787Z,2022-08-07T08:24:32Z,3687095031,56,Back,3687095029,3,,3690118267,178,,3687095039,213,6.1,3687095035,141,31.2,3687095033,140,39.8,3687095037,212,22.5,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442867661,736,1,1,0,17,9njsy633rh1tyri7l2jaju5o,0,68.5,72.4,2022-08-06T14:01:44.643Z,2022-08-07T08:24:32Z,3689073397,141,68.0,3689073393,56,Center,3689073399,212,3.0,3689073395,140,68.3,3689073391,3,,3689073401,213,4.6,3690118489,388,,,,,6r9qf9hptfwyefpsk9douhnt,J. Déom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496465,9,1,1,0,19,89xivtxk59uzvhdsd6miao6tm,1,27,34.6,2022-08-06T14:01:46.244Z,2022-08-07T08:24:31Z,3687095493,56,Back,3690118943,178,,3687095497,141,53.9,3687095491,3,,3687095501,213,1.0,3687095495,140,35.1,3687095499,212,15.6,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496425,11,43,1,0,19,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-08-06T14:01:47.008Z,2022-08-06T19:51:29Z,3687095321,213,6.1,3687095317,141,61.7,3689074853,144,1,3687095313,56,Center,3687095315,140,78.6,3687095319,212,11.8,3687095311,3,0,,,,6r9qf9hptfwyefpsk9douhnt,J. Déom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496475,10,1,1,0,20,89xivtxk59uzvhdsd6miao6tm,0,34.9,47.6,2022-08-06T14:01:47.675Z,2022-08-07T08:24:31Z,3687095549,140,39.2,3687095551,141,52.2,3690119131,178,,3687095555,213,0.6,3687095547,56,Back,3687095553,212,5.5,3689081077,168,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442869693,737,61,1,0,20,9njsy633rh1tyri7l2jaju5o,1,64.1,52.9,2022-08-06T14:01:47.916Z,2022-08-07T08:24:31Z,3690119419,178,,3690119417,21,,3689084645,56,Center,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496525,12,49,1,0,22,9njsy633rh1tyri7l2jaju5o,1,62.4,38,2022-08-06T14:01:49.241Z,2022-08-07T08:24:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496561,13,1,1,0,22,9njsy633rh1tyri7l2jaju5o,0,62.5,38,2022-08-06T14:01:49.312Z,2022-08-07T08:24:30Z,3687095935,213,6.0,3687095921,56,Center,3690119619,178,,3687095927,141,27.4,3687095931,212,27.0,3687095925,140,87.3,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496639,11,49,1,0,24,89xivtxk59uzvhdsd6miao6tm,1,17.8,73,2022-08-06T14:01:51.922Z,2022-08-07T08:24:30Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496725,12,1,1,0,27,89xivtxk59uzvhdsd6miao6tm,1,6.7,78.2,2022-08-06T14:01:54.197Z,2022-08-07T08:24:29Z,3687096781,213,0.9,3687096775,140,16.9,3687096779,212,16.6,3687096773,56,Back,3690120523,178,,3687096777,141,96.8,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496739,13,61,1,0,28,89xivtxk59uzvhdsd6miao6tm,0,13.7,95.6,2022-08-06T14:01:55.620Z,2022-08-07T08:24:28Z,3687096843,56,Back,3690120733,178,,,,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497015,14,5,1,0,30,9njsy633rh1tyri7l2jaju5o,1,77.8,-1.6,2022-08-06T14:01:57.212Z,2022-08-07T02:04:34Z,3687098079,56,Right,3687098081,347,,3687098135,233,14,,,,,,,,,,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496785,14,5,1,0,30,89xivtxk59uzvhdsd6miao6tm,0,22.2,101.6,2022-08-06T14:01:57.212Z,2022-08-07T02:04:34Z,3687097055,56,Back,3687098181,233,14,3687097057,347,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497097,15,1,1,0,39,9njsy633rh1tyri7l2jaju5o,1,80.6,0,2022-08-06T14:02:06.468Z,2022-08-07T08:24:27Z,3687098515,213,2.2,3687098513,212,8.1,3687098511,141,7.7,3687098505,107,,3687098507,56,Right,3687098509,140,76.2,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497105,16,1,1,0,41,9njsy633rh1tyri7l2jaju5o,0,81.5,1.2,2022-08-06T14:02:08.906Z,2022-08-07T08:24:27Z,3687098553,56,Right,3687098579,233,15,3687098557,140,79.7,3690121069,178,,3687098577,236,,3687098561,141,5.6,3687098565,212,3.5,3687098583,286,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,3687098569,213,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497087,15,74,1,0,41,89xivtxk59uzvhdsd6miao6tm,1,16.3,98.5,2022-08-06T14:02:09.047Z,2022-08-07T08:24:26Z,3690121211,178,,3690121209,21,,3687098461,56,Back,3687098633,233,16,3687098463,285,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497147,16,5,1,0,42,89xivtxk59uzvhdsd6miao6tm,0,14.2,101.4,2022-08-06T14:02:09.965Z,2022-08-07T02:04:55Z,3687100721,233,17,3687098771,347,,3687098769,56,Back,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497533,17,5,1,0,42,9njsy633rh1tyri7l2jaju5o,1,85.8,-1.4,2022-08-06T14:02:09.965Z,2022-08-07T02:04:54Z,3687100649,347,,3687100647,56,Right,3687100689,233,16,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497613,18,1,1,0,56,9njsy633rh1tyri7l2jaju5o,1,91.6,0,2022-08-06T14:02:23.928Z,2022-08-07T08:24:26Z,3687100989,140,66.5,3687100995,213,3.0,3687100985,107,,3687100991,141,4.7,3687100987,56,Right,3687100997,1,,3687100993,212,26.7,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497701,19,1,1,1,0,9njsy633rh1tyri7l2jaju5o,1,65.6,9.4,2022-08-06T14:02:27.102Z,2022-08-07T08:24:26Z,3687101435,212,25.0,3687101429,140,43.7,3687101425,56,Back,3687101437,213,2.7,3690121723,178,,3687101433,141,23.7,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497803,20,1,1,1,2,9njsy633rh1tyri7l2jaju5o,1,47.2,26,2022-08-06T14:02:29.948Z,2022-08-07T08:24:25Z,3687101991,213,2.4,3687101985,140,22.7,3687101989,212,36.0,3687101993,1,,3687101983,56,Back,3687101987,141,63.0,3690121815,178,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497837,21,1,1,1,6,9njsy633rh1tyri7l2jaju5o,0,24.1,54,2022-08-06T14:02:33.609Z,2022-08-07T08:24:25Z,3687103087,1,,3687102153,212,74.0,3687102135,155,,3687102157,213,0.4,3690122073,178,,3687102145,140,90.3,3687102149,141,91.5,3687102141,56,Left,50iwwx11r99cvce6x8cp52c16,A. Nurudeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497979,17,49,1,1,13,89xivtxk59uzvhdsd6miao6tm,1,7.5,6.3,2022-08-06T14:02:41.054Z,2022-08-07T08:24:24Z,,,,,,,,,,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498223,18,1,1,1,15,89xivtxk59uzvhdsd6miao6tm,1,6.4,13.6,2022-08-06T14:02:42.882Z,2022-08-07T08:24:24Z,3687104005,56,Back,3687104011,141,26.8,3687104009,140,10.7,3687104019,213,1.1,3687104015,212,10.0,3690122727,178,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498301,19,1,1,1,18,89xivtxk59uzvhdsd6miao6tm,0,19.3,19.2,2022-08-06T14:02:45.914Z,2022-08-07T08:24:23Z,3687104379,212,38.6,3690122897,178,,3687104381,213,0.3,3687104377,141,34.3,3687104369,56,Center,3687104383,1,,3687104373,140,54.7,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498293,22,8,1,1,20,9njsy633rh1tyri7l2jaju5o,1,50.8,68,2022-08-06T14:02:47.905Z,2022-08-07T08:24:22Z,3690123155,178,,3689089017,383,,3687104339,56,Center,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443070859,971,43,1,1,22,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-08-06T14:02:49.350Z,2022-08-07T08:09:00Z,3690669075,144,67,3690199211,233,1191,,,,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443070851,1191,43,1,1,22,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-08-06T14:02:49.351Z,2022-08-07T08:09:00Z,3690199245,233,971,3690669067,144,67,,,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498407,23,1,1,1,22,9njsy633rh1tyri7l2jaju5o,0,57,82.2,2022-08-06T14:02:49.380Z,2022-08-07T08:24:22Z,3690123303,178,,3687104881,141,30.1,3687104879,140,63.8,3687104885,213,4.9,3687104883,212,36.1,3687104877,56,Center,3690679215,1,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498523,20,1,1,1,24,89xivtxk59uzvhdsd6miao6tm,0,35.3,59.1,2022-08-06T14:02:51.754Z,2022-08-07T08:24:22Z,3687105541,212,43.2,3687105533,157,,3690123547,178,,3687105537,140,74.5,3687105545,1,,3687105543,213,6.0,3687105535,56,Center,3687105539,141,39.7,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498585,24,49,1,1,28,9njsy633rh1tyri7l2jaju5o,1,24.7,62.3,2022-08-06T14:02:55.496Z,2022-08-07T08:24:21Z,,,,,,,,,,,,,,,,,,,,,,,,,50iwwx11r99cvce6x8cp52c16,A. Nurudeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498665,21,45,1,1,30,89xivtxk59uzvhdsd6miao6tm,0,77.7,29.9,2022-08-06T14:02:57.225Z,2022-08-07T08:24:20Z,3687106173,56,Center,3687106441,233,25,3687106177,286,,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498681,25,3,1,1,30,9njsy633rh1tyri7l2jaju5o,1,22.3,70.1,2022-08-06T14:02:57.225Z,2022-08-07T08:24:20Z,3690123953,178,,3687106215,56,Back,3689091081,464,,3687106217,285,,3687106345,233,21,,,,,,,,,,50iwwx11r99cvce6x8cp52c16,A. Nurudeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498771,26,1,1,1,31,9njsy633rh1tyri7l2jaju5o,1,23.1,72.6,2022-08-06T14:02:58.774Z,2022-08-07T08:24:20Z,3690124241,178,,3687106731,56,Back,3687106735,141,37.0,3687106739,213,5.0,3687106733,140,28.7,3687106737,212,24.9,,,,,,,50iwwx11r99cvce6x8cp52c16,A. Nurudeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498829,27,1,1,1,35,9njsy633rh1tyri7l2jaju5o,0,25.1,38.4,2022-08-06T14:03:02.600Z,2022-08-07T08:24:19Z,3687107007,140,67.3,3687107013,213,5.9,3687107003,155,,3690124271,178,,3687107009,141,12.6,3687107011,212,47.7,3687107005,56,Right,3687107015,1,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498901,22,1,1,1,37,89xivtxk59uzvhdsd6miao6tm,1,38.7,83.8,2022-08-06T14:03:04.786Z,2022-08-07T08:24:19Z,3687107353,3,,3687107363,141,76.6,3687107367,213,6.0,3690124499,388,,3687107359,140,54.5,3687107365,212,17.3,3687107355,56,Center,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442498911,23,49,1,1,38,89xivtxk59uzvhdsd6miao6tm,1,54.2,81.2,2022-08-06T14:03:06.049Z,2022-08-07T08:24:18Z,,,,,,,,,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442872011,738,61,1,1,43,9njsy633rh1tyri7l2jaju5o,1,50.1,32.2,2022-08-06T14:03:10.874Z,2022-08-07T08:24:17Z,3689096911,56,Center,3690124931,178,,,,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442872123,739,61,1,1,43,9njsy633rh1tyri7l2jaju5o,1,51.6,31,2022-08-06T14:03:11.056Z,2022-08-07T08:24:17Z,3689097457,56,Center,3690125131,178,,,,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
